,Alaskan Storm,Allonsy,Dominion Dancer,Frankly Rosie,Subculture,Tempestarii,World War Two,Mississippi Maggie,Pierroma,Reo
08-01-2023 13:40:13.602330,"(2.9, 3.45, 3.4407216494845363)","(81.0, 210.0, 191.25)","(71.0, 200.0, 191.66666666666669)","(71.0, 140.0, 132.85714285714286)","(16.0, 20.0, 19.55)","(5.5, 7.2, 6.7875)","(101.0, 380.0, 246.66666666666669)","(3.0, 3.8, 3.755)","(91.0, 230.0, 203.33333333333334)","(3.7, 4.9, 4.78)"
08-01-2023 13:40:14.830609,"(2.9, 3.45, 3.4407216494845363)","(81.0, 210.0, 191.25)","(71.0, 200.0, 191.66666666666669)","(71.0, 140.0, 120.0)","(16.0, 20.0, 19.454545454545453)","(5.5, 7.2, 6.7875)","(101.0, 380.0, 246.66666666666669)","(3.0, 3.8, 3.755)","(91.0, 230.0, 203.33333333333334)","(3.7, 4.9, 4.78)"
08-01-2023 13:40:16.007510,"(2.9, 3.45, 3.4407216494845363)","(81.0, 210.0, 191.25)","(71.0, 200.0, 191.66666666666669)","(71.0, 130.0, 120.0)","(16.0, 20.0, 19.454545454545453)","(5.5, 7.2, 6.7875)","(101.0, 380.0, 233.33333333333331)","(3.0, 3.8, 3.755)","(91.0, 230.0, 203.33333333333334)","(3.7, 4.9, 4.626666666666666)"
08-01-2023 13:40:17.273001,"(2.9, 3.45, 3.4407216494845363)","(81.0, 210.0, 191.25)","(71.0, 200.0, 191.66666666666669)","(71.0, 130.0, 114.0)","(16.0, 20.0, 19.454545454545453)","(5.5, 7.2, 6.7875)","(101.0, 380.0, 233.33333333333331)","(3.0, 3.8, 3.755)","(91.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.626666666666666)"
08-01-2023 13:40:18.525146,"(2.9, 3.45, 3.4407216494845363)","(81.0, 210.0, 191.25)","(71.0, 200.0, 191.66666666666669)","(71.0, 130.0, 114.0)","(16.0, 20.0, 19.454545454545453)","(5.5, 7.2, 7.184810126582279)","(101.0, 380.0, 280.0)","(3.0, 3.8, 3.755)","(91.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.5576923076923075)"
08-01-2023 13:40:19.868109,"(2.9, 3.45, 3.4407216494845363)","(81.0, 210.0, 191.25)","(71.0, 200.0, 191.66666666666669)","(61.0, 130.0, 114.0)","(15.0, 20.0, 19.454545454545453)","(5.5, 7.2, 7.016666666666667)","(101.0, 380.0, 280.0)","(3.0, 3.8, 3.755)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.555555555555555)"
08-01-2023 13:40:21.295567,"(2.9, 3.45, 3.4407216494845363)","(81.0, 210.0, 191.25)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 115.45454545454545)","(15.0, 20.0, 19.454545454545453)","(5.5, 7.2, 7.016666666666667)","(101.0, 380.0, 280.0)","(3.0, 3.8, 3.755)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.6)"
08-01-2023 13:40:22.694560,"(2.9, 3.45, 3.4407216494845363)","(81.0, 210.0, 191.25)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 115.45454545454545)","(15.0, 20.0, 19.454545454545453)","(5.5, 7.2, 7.016666666666667)","(101.0, 380.0, 280.0)","(3.0, 3.8, 3.755)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.6)"
08-01-2023 13:40:24.020112,"(2.9, 3.45, 3.4407216494845363)","(81.0, 210.0, 191.25)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 115.45454545454545)","(15.0, 20.0, 19.571428571428573)","(5.5, 7.2, 7.016666666666667)","(101.0, 380.0, 280.0)","(3.0, 3.8, 3.6941176470588233)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.5777777777777775)"
08-01-2023 13:40:25.367974,"(2.9, 3.45, 3.4407216494845363)","(81.0, 210.0, 191.25)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 115.45454545454545)","(15.0, 20.0, 19.5)","(5.5, 7.2, 7.016666666666667)","(101.0, 380.0, 280.0)","(3.0, 3.8, 3.6941176470588233)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.5777777777777775)"
08-01-2023 13:40:26.707623,"(2.9, 3.45, 3.4407216494845363)","(81.0, 210.0, 191.25)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 115.45454545454545)","(15.0, 20.0, 19.692307692307693)","(5.5, 7.2, 7.016666666666667)","(101.0, 380.0, 280.0)","(3.0, 3.8, 3.6941176470588233)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.616666666666666)"
08-01-2023 13:40:28.060699,"(2.9, 3.45, 3.4407216494845363)","(81.0, 210.0, 191.25)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 115.45454545454545)","(15.0, 20.0, 19.692307692307693)","(5.5, 7.2, 7.016666666666667)","(101.0, 380.0, 233.33333333333331)","(3.0, 3.8, 3.6941176470588233)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.65)"
08-01-2023 13:40:29.553525,"(2.9, 3.45, 3.4407216494845363)","(81.0, 210.0, 191.25)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 115.45454545454545)","(15.0, 20.0, 19.692307692307693)","(5.5, 7.2, 7.016666666666667)","(101.0, 380.0, 233.33333333333331)","(3.0, 3.8, 3.6941176470588233)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.65)"
08-01-2023 13:40:30.978378,"(2.9, 3.45, 3.4407216494845363)","(81.0, 210.0, 191.25)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 115.45454545454545)","(15.0, 20.0, 19.9)","(5.5, 7.2, 7.016666666666667)","(101.0, 380.0, 233.33333333333331)","(3.0, 3.8, 3.6615384615384614)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.676470588235294)"
08-01-2023 13:40:32.602239,"(2.9, 3.45, 3.4407216494845363)","(81.0, 210.0, 191.25)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 115.45454545454545)","(15.0, 20.0, 19.9)","(5.5, 7.2, 7.016666666666667)","(101.0, 380.0, 233.33333333333331)","(3.0, 3.8, 3.6615384615384614)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.676470588235294)"
08-01-2023 13:40:34.089151,"(2.9, 3.45, 3.4407216494845363)","(81.0, 210.0, 191.25)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 115.45454545454545)","(15.0, 20.0, 19.9)","(5.5, 7.2, 7.016666666666667)","(101.0, 380.0, 233.33333333333331)","(3.0, 3.8, 3.6615384615384614)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.676470588235294)"
08-01-2023 13:40:35.641519,"(2.9, 3.45, 3.4407216494845363)","(81.0, 210.0, 191.25)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 115.45454545454545)","(15.0, 20.0, 19.166666666666668)","(5.5, 7.2, 7.016666666666667)","(101.0, 380.0, 233.33333333333331)","(3.0, 3.8, 3.770652173913043)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.676470588235294)"
08-01-2023 13:40:36.988846,"(2.9, 3.45, 3.4407216494845363)","(81.0, 210.0, 191.25)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 115.45454545454545)","(15.0, 19.5, 19.2)","(5.5, 7.2, 7.016666666666667)","(101.0, 380.0, 233.33333333333331)","(3.0, 3.8, 3.770652173913043)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.676470588235294)"
08-01-2023 13:40:38.398592,"(2.9, 3.45, 3.4365)","(81.0, 210.0, 191.25)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 115.45454545454545)","(15.0, 19.5, 19.03846153846154)","(5.5, 7.2, 7.016666666666667)","(101.0, 380.0, 233.33333333333331)","(3.0, 3.8, 3.770652173913043)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.676470588235294)"
08-01-2023 13:40:39.634800,"(2.9, 3.45, 3.4365)","(81.0, 210.0, 191.25)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 115.45454545454545)","(15.0, 19.5, 19.03846153846154)","(5.5, 7.2, 7.016666666666667)","(101.0, 380.0, 233.33333333333331)","(3.0, 3.8, 3.770652173913043)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.676470588235294)"
08-01-2023 13:40:40.876784,"(2.9, 3.5, 3.3578947368421055)","(81.0, 210.0, 191.25)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 114.0)","(15.0, 19.5, 19.03846153846154)","(5.5, 7.2, 7.016666666666667)","(101.0, 380.0, 233.33333333333331)","(3.0, 3.8, 3.761428571428571)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.676470588235294)"
08-01-2023 13:40:42.117368,"(2.9, 3.5, 3.3578947368421055)","(81.0, 210.0, 191.25)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 114.0)","(15.0, 19.5, 19.236842105263158)","(5.5, 7.2, 6.8769230769230765)","(101.0, 380.0, 233.33333333333331)","(3.0, 3.8, 3.761428571428571)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.676470588235294)"
08-01-2023 13:40:43.426855,"(2.9, 3.5, 3.3578947368421055)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 114.0)","(15.0, 19.5, 19.236842105263158)","(5.5, 7.0, 6.822222222222222)","(101.0, 380.0, 233.33333333333331)","(3.0, 3.8, 3.761428571428571)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.676470588235294)"
08-01-2023 13:40:44.816369,"(2.9, 3.5, 3.3578947368421055)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 102.0)","(15.0, 19.5, 19.236842105263158)","(5.5, 7.0, 6.822222222222222)","(101.0, 380.0, 270.0)","(3.0, 3.8, 3.761428571428571)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.676470588235294)"
08-01-2023 13:40:46.170766,"(2.9, 3.5, 3.3578947368421055)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 102.0)","(15.0, 19.5, 20.53846153846154)","(5.5, 7.0, 6.814285714285714)","(101.0, 380.0, 270.0)","(3.0, 3.8, 3.761428571428571)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.676470588235294)"
08-01-2023 13:40:47.578143,"(2.9, 3.5, 3.3578947368421055)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 102.0)","(15.0, 21.0, 20.571428571428573)","(5.5, 7.0, 6.711111111111111)","(101.0, 380.0, 270.0)","(3.0, 3.8, 3.761428571428571)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.55625)"
08-01-2023 13:40:48.974753,"(2.9, 3.5, 3.3615384615384616)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 102.0)","(15.0, 21.0, 20.571428571428573)","(5.5, 7.0, 6.711111111111111)","(101.0, 380.0, 270.0)","(3.0, 3.8, 3.761428571428571)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.7, 4.55625)"
08-01-2023 13:40:50.283623,"(2.9, 3.5, 3.3693548387096777)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 102.0)","(15.0, 21.0, 20.571428571428573)","(5.5, 7.0, 6.711111111111111)","(101.0, 380.0, 270.0)","(3.0, 3.8, 3.761428571428571)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.7, 4.594736842105263)"
08-01-2023 13:40:51.555378,"(2.9, 3.5, 3.3693548387096777)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 102.0)","(15.0, 21.0, 20.653846153846153)","(5.5, 7.0, 6.711111111111111)","(101.0, 380.0, 270.0)","(3.0, 3.8, 3.761428571428571)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.7, 4.594736842105263)"
08-01-2023 13:40:52.835611,"(2.9, 3.5, 3.3808823529411764)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 102.0)","(15.0, 21.0, 20.653846153846153)","(5.5, 7.0, 6.6909090909090905)","(101.0, 380.0, 233.33333333333331)","(3.0, 3.8, 3.761428571428571)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.7, 4.575)"
08-01-2023 13:40:54.153819,"(2.9, 3.5, 3.3759398496240602)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 102.0)","(15.0, 21.0, 20.75)","(5.5, 7.0, 6.6909090909090905)","(101.0, 380.0, 233.33333333333331)","(3.0, 3.8, 3.761428571428571)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.7, 4.575)"
08-01-2023 13:40:55.506470,"(2.9, 3.5, 3.3759398496240602)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 102.0)","(15.0, 21.0, 20.75)","(5.5, 7.0, 6.6909090909090905)","(101.0, 380.0, 233.33333333333331)","(3.0, 3.8, 3.761428571428571)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.7, 4.575)"
08-01-2023 13:40:56.833762,"(2.9, 3.5, 3.3759398496240602)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 102.0)","(15.0, 21.0, 20.571428571428573)","(5.5, 7.0, 6.6909090909090905)","(101.0, 380.0, 270.0)","(3.0, 3.8, 3.665753424657534)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.7, 4.575)"
08-01-2023 13:40:58.227565,"(2.9, 3.5, 3.3759398496240602)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 102.0)","(15.0, 21.0, 20.571428571428573)","(5.5, 7.0, 6.6909090909090905)","(101.0, 380.0, 270.0)","(3.0, 3.7, 3.665753424657534)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.7, 4.575)"
08-01-2023 13:40:59.572252,"(2.9, 3.5, 3.3759398496240602)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 102.0)","(15.0, 21.0, 20.75)","(5.5, 7.0, 6.6909090909090905)","(101.0, 380.0, 233.33333333333331)","(3.0, 3.7, 3.665753424657534)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.7, 4.609090909090909)"
08-01-2023 13:41:00.788954,"(2.9, 3.5, 3.3700787401574805)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 102.0)","(15.0, 21.0, 20.75)","(5.5, 7.0, 6.6909090909090905)","(101.0, 380.0, 233.33333333333331)","(3.0, 3.7, 3.665753424657534)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.7, 4.609090909090909)"
08-01-2023 13:41:01.998042,"(2.9, 3.5, 3.3700787401574805)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 102.0)","(15.0, 21.0, 20.75)","(5.5, 7.0, 6.6909090909090905)","(101.0, 380.0, 270.0)","(3.0, 3.7, 3.665753424657534)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.7, 4.609090909090909)"
08-01-2023 13:41:03.197336,"(2.9, 3.5, 3.3700787401574805)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 102.0)","(15.0, 21.0, 20.75)","(5.5, 7.0, 6.711111111111111)","(101.0, 380.0, 233.33333333333331)","(3.0, 3.7, 3.6037037037037036)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.7, 4.609090909090909)"
08-01-2023 13:41:04.369776,"(2.9, 3.5, 3.376865671641791)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 180.0)","(61.0, 130.0, 110.0)","(15.0, 21.0, 20.333333333333332)","(5.5, 7.0, 6.694117647058823)","(101.0, 380.0, 233.33333333333331)","(3.0, 3.65, 3.6108333333333333)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.7, 4.733333333333333)"
08-01-2023 13:41:05.549294,"(2.9, 3.5, 3.407758620689655)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 180.0)","(61.0, 130.0, 102.0)","(15.0, 21.0, 20.333333333333332)","(5.5, 7.0, 6.74)","(101.0, 380.0, 270.0)","(3.0, 3.65, 3.6077586206896552)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.7555555555555555)"
08-01-2023 13:41:06.718861,"(2.9, 3.5, 3.408035714285714)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 102.0)","(15.0, 21.0, 20.333333333333332)","(5.5, 7.0, 6.74)","(101.0, 380.0, 270.0)","(3.0, 3.65, 3.6077586206896552)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.7555555555555555)"
08-01-2023 13:41:07.901142,"(2.9, 3.5, 3.408035714285714)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 102.0)","(15.0, 21.0, 20.5)","(5.5, 7.0, 6.74)","(101.0, 380.0, 270.0)","(3.0, 3.65, 3.6077586206896552)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.757894736842105)"
08-01-2023 13:41:09.160888,"(2.9, 3.5, 3.408035714285714)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 102.0)","(15.0, 21.0, 20.5)","(5.5, 7.0, 6.74)","(101.0, 380.0, 270.0)","(3.0, 3.65, 3.6077586206896552)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.757894736842105)"
08-01-2023 13:41:10.433996,"(2.9, 3.5, 3.408035714285714)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 102.0)","(15.0, 21.0, 20.9)","(5.5, 7.0, 7.12)","(101.0, 380.0, 233.33333333333331)","(3.0, 3.65, 3.6064285714285713)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.742857142857143)"
08-01-2023 13:41:11.735598,"(2.9, 3.5, 3.408035714285714)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 102.0)","(15.0, 21.0, 20.9)","(5.5, 7.2, 7.12)","(101.0, 380.0, 233.33333333333331)","(3.0, 3.65, 3.6064285714285713)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.742857142857143)"
08-01-2023 13:41:12.997323,"(2.9, 3.5, 3.408035714285714)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 102.0)","(15.0, 21.0, 20.9)","(5.5, 7.2, 7.2956521739130435)","(101.0, 380.0, 233.33333333333331)","(3.0, 3.65, 3.475531914893617)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.742857142857143)"
08-01-2023 13:41:14.235259,"(2.9, 3.5, 3.408035714285714)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 102.0)","(15.0, 21.0, 21.8)","(5.5, 7.4, 7.2956521739130435)","(101.0, 380.0, 270.0)","(3.0, 3.6, 3.475531914893617)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.742857142857143)"
08-01-2023 13:41:15.476083,"(2.9, 3.5, 3.3936363636363636)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 102.0)","(15.0, 22.0, 21.555555555555557)","(5.5, 7.4, 7.2956521739130435)","(101.0, 380.0, 233.33333333333331)","(3.0, 3.6, 3.475531914893617)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.742857142857143)"
08-01-2023 13:41:16.685405,"(2.9, 3.5, 3.4008474576271186)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 102.0)","(15.0, 22.0, 21.555555555555557)","(5.5, 7.4, 7.2956521739130435)","(101.0, 380.0, 253.33333333333334)","(3.0, 3.6, 3.475531914893617)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.742857142857143)"
08-01-2023 13:41:17.926264,"(2.9, 3.5, 3.4008474576271186)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 102.0)","(15.0, 22.0, 21.555555555555557)","(5.5, 7.4, 7.2956521739130435)","(101.0, 380.0, 253.33333333333334)","(3.0, 3.6, 3.475531914893617)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.742857142857143)"
08-01-2023 13:41:19.161726,"(2.9, 3.5, 3.407142857142857)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 102.0)","(15.0, 22.0, 21.555555555555557)","(5.5, 7.4, 7.2956521739130435)","(101.0, 380.0, 280.0)","(3.0, 3.6, 3.475531914893617)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.742857142857143)"
08-01-2023 13:41:20.421134,"(2.9, 3.5, 3.407142857142857)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 102.0)","(15.0, 22.0, 21.555555555555557)","(5.5, 7.4, 7.311111111111112)","(101.0, 380.0, 280.0)","(3.0, 3.6, 3.47)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.742857142857143)"
08-01-2023 13:41:21.733927,"(2.9, 3.5, 3.407142857142857)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 102.0)","(15.0, 22.0, 21.555555555555557)","(5.5, 7.4, 7.311111111111112)","(101.0, 380.0, 280.0)","(3.0, 3.6, 3.460714285714286)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.742857142857143)"
08-01-2023 13:41:23.006239,"(2.9, 3.5, 3.407142857142857)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 102.0)","(15.0, 22.0, 23.2)","(5.5, 7.4, 7.311111111111112)","(101.0, 380.0, 253.33333333333334)","(3.0, 3.6, 3.460714285714286)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.742857142857143)"
08-01-2023 13:41:24.248051,"(2.9, 3.5, 3.3973684210526316)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 102.0)","(15.0, 24.0, 22.4)","(5.5, 7.4, 7.266666666666667)","(101.0, 380.0, 280.0)","(3.0, 3.6, 3.4973684210526317)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.781818181818181)"
08-01-2023 13:41:25.426088,"(2.9, 3.5, 3.3916666666666666)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 102.0)","(15.0, 23.0, 22.4)","(5.5, 7.4, 7.266666666666667)","(101.0, 380.0, 280.0)","(3.0, 3.6, 3.4973684210526317)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.781818181818181)"
08-01-2023 13:41:26.601228,"(2.9, 3.5, 3.399137931034483)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 102.0)","(15.0, 23.0, 22.4)","(5.5, 7.4, 7.266666666666667)","(101.0, 380.0, 280.0)","(3.0, 3.6, 3.4973684210526317)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.781818181818181)"
08-01-2023 13:41:27.764277,"(2.9, 3.5, 3.3916666666666666)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 102.0)","(15.0, 23.0, 22.4)","(5.5, 7.4, 7.307692307692308)","(101.0, 380.0, 280.0)","(3.0, 3.6, 3.4973684210526317)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.781818181818181)"
08-01-2023 13:41:28.979380,"(2.9, 3.5, 3.3973684210526316)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 102.0)","(15.0, 23.0, 22.2)","(5.5, 7.4, 7.142857142857143)","(101.0, 380.0, 275.0)","(3.0, 3.6, 3.4973684210526317)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.781818181818181)"
08-01-2023 13:41:30.221200,"(2.9, 3.5, 3.3973684210526316)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 102.0)","(15.0, 23.0, 21.5)","(5.5, 7.4, 6.9)","(101.0, 360.0, 243.33333333333334)","(3.0, 3.6, 3.4973684210526317)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.781818181818181)"
08-01-2023 13:41:31.440404,"(2.9, 3.5, 3.3973684210526316)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 102.0)","(15.0, 23.0, 21.5)","(5.5, 7.0, 6.9)","(101.0, 350.0, 243.33333333333334)","(3.0, 3.6, 3.4973684210526317)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.781818181818181)"
08-01-2023 13:41:32.728863,"(2.9, 3.5, 3.3973684210526316)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 102.0)","(15.0, 23.0, 21.5)","(5.5, 7.0, 6.828571428571428)","(101.0, 350.0, 243.33333333333334)","(3.0, 3.6, 3.4973684210526317)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.8, 4.742857142857143)"
08-01-2023 13:41:34.000505,"(2.9, 3.5, 3.3973684210526316)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 102.0)","(16.0, 23.0, 21.5)","(5.5, 7.0, 6.828571428571428)","(101.0, 350.0, 265.0)","(3.0, 3.6, 3.5040983606557377)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.9, 4.742857142857143)"
08-01-2023 13:41:35.292123,"(2.9, 3.5, 3.3973684210526316)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 102.0)","(16.0, 23.0, 21.5)","(5.5, 7.0, 6.828571428571428)","(101.0, 340.0, 246.66666666666666)","(3.0, 3.6, 3.5040983606557377)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.9, 4.736363636363636)"
08-01-2023 13:41:36.560430,"(2.9, 3.5, 3.3875)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 102.0)","(16.0, 23.0, 21.5)","(5.5, 7.0, 6.828571428571428)","(101.0, 360.0, 246.66666666666666)","(3.0, 3.6, 3.5040983606557377)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.9, 4.736363636363636)"
08-01-2023 13:41:37.814545,"(2.9, 3.5, 3.3875)","(81.0, 210.0, 193.33333333333331)","(71.0, 200.0, 173.33333333333334)","(61.0, 130.0, 102.0)","(16.0, 23.0, 21.5)","(5.5, 7.0, 6.828571428571428)","(101.0, 360.0, 246.66666666666666)","(3.0, 3.6, 3.5040983606557377)","(81.0, 230.0, 203.33333333333334)","(3.7, 4.9, 4.736363636363636)"
