,Farmor Smitten,Joey The Poke,Haras Harley,Lingonberry,Bogie Hurricane,Comical Hope
09-01-2023 18:39:14.333903,"(11.0, 28.0, 25.692307692307693)","(5.0, 7.8, 7.472727272727273)","(4.2, 7.8, 7.288888888888889)","(91.0, 510.0, 261.1111111111111)","(1.5, 1.55, 1.527777777777778)","(19.0, 34.0, 28.0)"
09-01-2023 18:39:15.375825,"(11.0, 28.0, 25.692307692307693)","(5.0, 7.8, 7.472727272727273)","(4.2, 7.4, 7.15)","(91.0, 510.0, 261.1111111111111)","(1.5, 1.55, 1.5357142857142858)","(19.0, 34.0, 28.0)"
09-01-2023 18:39:16.421977,"(11.0, 28.0, 25.692307692307693)","(5.0, 7.8, 7.575)","(4.2, 7.4, 7.15)","(91.0, 510.0, 286.0)","(1.5, 1.55, 1.544)","(19.0, 34.0, 27.53846153846154)"
09-01-2023 18:39:17.555277,"(11.0, 28.0, 23.384615384615383)","(5.0, 7.8, 7.363636363636363)","(4.2, 7.4, 7.15)","(91.0, 510.0, 286.0)","(1.5, 1.58, 1.55)","(19.0, 34.0, 27.53846153846154)"
09-01-2023 18:39:18.693894,"(11.0, 28.0, 24.470588235294116)","(5.0, 7.8, 7.184615384615385)","(4.2, 7.4, 7.263636363636364)","(91.0, 510.0, 270.0)","(1.5, 1.58, 1.551764705882353)","(19.0, 34.0, 27.53846153846154)"
09-01-2023 18:39:19.823647,"(12.0, 28.0, 24.470588235294116)","(5.5, 7.8, 7.184615384615385)","(4.4, 7.4, 7.288888888888889)","(91.0, 510.0, 270.0)","(1.45, 1.58, 1.5263636363636364)","(19.0, 34.0, 28.46153846153846)"
09-01-2023 18:39:21.073610,"(12.0, 28.0, 26.0)","(5.5, 7.8, 7.542857142857143)","(4.4, 7.4, 7.288888888888889)","(91.0, 510.0, 270.0)","(1.45, 1.54, 1.52125)","(19.0, 34.0, 28.46153846153846)"
09-01-2023 18:39:22.232442,"(12.0, 28.0, 26.0)","(5.5, 7.8, 7.542857142857143)","(4.4, 7.4, 7.288888888888889)","(91.0, 510.0, 270.0)","(1.45, 1.54, 1.52125)","(19.0, 34.0, 28.46153846153846)"
09-01-2023 18:39:23.222334,"(12.0, 28.0, 25.642857142857142)","(5.5, 7.8, 7.6)","(4.4, 7.4, 7.288888888888889)","(91.0, 510.0, 270.0)","(1.45, 1.54, 1.5284615384615385)","(19.0, 34.0, 28.46153846153846)"
09-01-2023 18:39:24.122838,"(12.0, 28.0, 25.642857142857142)","(5.5, 7.8, 7.6)","(4.4, 7.4, 7.323076923076924)","(91.0, 510.0, 270.0)","(1.45, 1.54, 1.5284615384615385)","(19.0, 34.0, 28.46153846153846)"
09-01-2023 18:39:25.273532,"(12.0, 28.0, 25.25)","(5.5, 7.8, 7.6)","(4.4, 7.4, 7.300000000000001)","(91.0, 510.0, 270.0)","(1.45, 1.54, 1.520576923076923)","(19.0, 34.0, 27.35)"
09-01-2023 18:39:26.556359,"(12.0, 28.0, 23.416666666666668)","(5.5, 7.8, 7.6)","(4.4, 7.4, 7.300000000000001)","(91.0, 510.0, 270.0)","(1.45, 1.58, 1.5255555555555556)","(19.0, 34.0, 27.35)"
09-01-2023 18:39:27.779391,"(12.0, 28.0, 23.925925925925927)","(5.5, 7.8, 7.6)","(4.4, 7.4, 7.300000000000001)","(91.0, 510.0, 270.0)","(1.45, 1.57, 1.5241666666666667)","(19.0, 34.0, 27.35)"
09-01-2023 18:39:28.947038,"(12.0, 28.0, 23.925925925925927)","(5.5, 7.8, 7.6)","(4.4, 7.4, 7.358333333333333)","(91.0, 510.0, 270.0)","(1.45, 1.57, 1.5291891891891891)","(19.0, 34.0, 27.666666666666668)"
09-01-2023 18:39:30.001809,"(12.0, 28.0, 26.08695652173913)","(5.5, 8.0, 7.828571428571428)","(4.4, 7.4, 7.690322580645161)","(91.0, 510.0, 270.0)","(1.45, 1.53, 1.529090909090909)","(19.0, 34.0, 27.666666666666668)"
09-01-2023 18:39:30.981133,"(12.0, 28.0, 26.08695652173913)","(5.5, 8.0, 7.890909090909091)","(4.4, 8.0, 7.690322580645161)","(91.0, 510.0, 270.0)","(1.45, 1.53, 1.529090909090909)","(19.0, 34.0, 27.666666666666668)"
09-01-2023 18:39:32.129348,"(12.0, 28.0, 26.08695652173913)","(5.5, 8.0, 7.890909090909091)","(4.4, 8.0, 7.810526315789474)","(91.0, 510.0, 261.1111111111111)","(1.45, 1.53, 1.529090909090909)","(19.0, 34.0, 27.666666666666668)"
09-01-2023 18:39:33.285453,"(12.0, 28.0, 25.681818181818183)","(5.5, 8.0, 7.890909090909091)","(4.4, 8.0, 7.566666666666667)","(91.0, 510.0, 294.0)","(1.45, 1.53, 1.529090909090909)","(19.0, 34.0, 27.666666666666668)"
09-01-2023 18:39:34.440213,"(12.0, 28.0, 25.555555555555557)","(5.5, 8.0, 7.858823529411765)","(4.4, 8.0, 7.7272727272727275)","(91.0, 510.0, 343.84615384615387)","(1.45, 1.53, 1.52925)","(19.0, 34.0, 27.35)"
09-01-2023 18:39:35.453933,"(12.0, 28.0, 23.416666666666668)","(5.5, 8.0, 7.858823529411765)","(4.4, 8.2, 7.7272727272727275)","(91.0, 510.0, 343.84615384615387)","(1.45, 1.53, 1.52925)","(19.0, 34.0, 29.5)"
09-01-2023 18:39:36.444247,"(12.0, 28.0, 23.416666666666668)","(5.5, 8.0, 7.858823529411765)","(4.4, 8.0, 7.7)","(91.0, 510.0, 294.0)","(1.45, 1.53, 1.52925)","(19.0, 32.0, 29.5)"
09-01-2023 18:39:37.483243,"(12.0, 27.0, 24.6)","(5.5, 8.0, 7.858823529411765)","(4.4, 8.0, 7.75)","(91.0, 510.0, 270.0)","(1.45, 1.53, 1.5086486486486486)","(19.0, 32.0, 29.25)"
09-01-2023 18:39:38.530517,"(12.0, 27.0, 25.434782608695652)","(5.5, 8.0, 7.822222222222222)","(4.4, 7.8, 7.75)","(91.0, 510.0, 294.0)","(1.45, 1.51, 1.5086111111111111)","(19.0, 34.0, 29.25)"
09-01-2023 18:39:39.611778,"(12.0, 27.0, 25.5)","(5.5, 8.0, 7.822222222222222)","(4.4, 7.8, 7.72)","(91.0, 510.0, 370.0)","(1.45, 1.51, 1.5171428571428571)","(19.0, 34.0, 29.1875)"
09-01-2023 18:39:40.731303,"(12.0, 25.0, 23.333333333333332)","(5.5, 8.0, 7.8933333333333335)","(4.4, 7.8, 7.75)","(91.0, 500.0, 340.0)","(1.45, 1.52, 1.5251020408163265)","(19.0, 32.0, 29.1875)"
09-01-2023 18:39:41.839228,"(11.0, 26.0, 24.0)","(5.5, 8.0, 7.8933333333333335)","(4.2, 7.8, 7.75)","(91.0, 490.0, 340.0)","(1.45, 1.53, 1.5170833333333333)","(19.0, 32.0, 29.1875)"
09-01-2023 18:39:42.852404,"(11.0, 26.0, 24.0)","(5.5, 8.0, 7.8933333333333335)","(4.2, 7.8, 7.7555555555555555)","(91.0, 490.0, 275.7142857142857)","(1.45, 1.52, 1.5167441860465116)","(19.0, 32.0, 27.263157894736842)"
09-01-2023 18:39:44.056597,"(11.0, 26.0, 25.333333333333332)","(5.5, 8.0, 7.754545454545455)","(4.2, 7.8, 7.8999999999999995)","(91.0, 490.0, 302.5)","(1.45, 1.52, 1.5167441860465116)","(19.0, 32.0, 27.263157894736842)"
09-01-2023 18:39:45.255374,"(12.0, 27.0, 23.25)","(5.5, 8.0, 7.754545454545455)","(4.4, 8.2, 7.977777777777777)","(91.0, 490.0, 275.7142857142857)","(1.45, 1.52, 1.5141666666666667)","(19.0, 32.0, 26.705882352941178)"
09-01-2023 18:39:46.495862,"(12.0, 25.0, 22.75)","(5.5, 8.0, 7.742857142857143)","(4.4, 8.2, 7.909090909090909)","(91.0, 490.0, 302.5)","(1.45, 1.52, 1.5175609756097561)","(19.0, 32.0, 26.705882352941178)"
09-01-2023 18:39:47.614016,"(12.0, 25.0, 23.235294117647058)","(5.5, 8.0, 7.742857142857143)","(4.4, 8.0, 7.95)","(91.0, 490.0, 302.5)","(1.45, 1.52, 1.5175609756097561)","(19.0, 32.0, 26.705882352941178)"
09-01-2023 18:39:48.577343,"(12.0, 25.0, 23.235294117647058)","(5.5, 8.0, 7.742857142857143)","(4.4, 8.0, 7.95)","(91.0, 490.0, 302.5)","(1.45, 1.52, 1.5175609756097561)","(19.0, 32.0, 26.571428571428573)"
09-01-2023 18:39:49.473728,"(12.0, 25.0, 22.20689655172414)","(5.5, 8.0, 7.742857142857143)","(4.4, 8.0, 7.909090909090909)","(91.0, 490.0, 292.85714285714283)","(1.45, 1.52, 1.5175609756097561)","(19.0, 32.0, 26.571428571428573)"
09-01-2023 18:39:50.455966,"(12.0, 25.0, 22.20689655172414)","(5.5, 8.0, 7.742857142857143)","(4.4, 8.0, 7.95)","(91.0, 490.0, 292.85714285714283)","(1.45, 1.53, 1.5220408163265307)","(19.0, 32.0, 26.571428571428573)"
09-01-2023 18:39:51.530941,"(12.0, 25.0, 22.20689655172414)","(5.5, 8.0, 7.8)","(4.4, 8.0, 7.863157894736842)","(91.0, 490.0, 292.85714285714283)","(1.45, 1.53, 1.5175609756097561)","(19.0, 32.0, 26.571428571428573)"
09-01-2023 18:39:52.555221,"(12.0, 25.0, 22.20689655172414)","(5.5, 8.0, 7.866666666666666)","(4.4, 8.2, 7.9111111111111105)","(91.0, 490.0, 292.85714285714283)","(1.45, 1.52, 1.5175609756097561)","(19.0, 32.0, 26.571428571428573)"
09-01-2023 18:39:53.545148,"(12.0, 25.0, 22.20689655172414)","(5.5, 8.0, 7.888888888888888)","(4.4, 8.0, 7.933333333333334)","(91.0, 490.0, 292.85714285714283)","(1.45, 1.52, 1.5156521739130435)","(19.0, 32.0, 26.571428571428573)"
09-01-2023 18:39:54.696713,"(12.0, 25.0, 22.46875)","(5.5, 8.0, 7.7)","(4.4, 8.2, 8.35)","(91.0, 490.0, 317.5)","(1.45, 1.52, 1.5167441860465116)","(19.0, 32.0, 26.571428571428573)"
09-01-2023 18:39:55.925640,"(12.0, 25.0, 23.11111111111111)","(5.5, 8.0, 7.614285714285715)","(4.4, 8.8, 8.292307692307691)","(91.0, 490.0, 301.42857142857144)","(1.45, 1.52, 1.5155555555555555)","(19.0, 32.0, 26.571428571428573)"
09-01-2023 18:39:57.125643,"(12.0, 24.0, 23.0)","(5.5, 8.0, 7.566666666666667)","(4.4, 8.8, 7.9818181818181815)","(91.0, 490.0, 301.42857142857144)","(1.45, 1.52, 1.51375)","(19.0, 32.0, 26.571428571428573)"
09-01-2023 18:39:58.318890,"(12.0, 23.0, 22.4)","(5.5, 8.0, 7.75)","(4.4, 8.0, 7.925)","(91.0, 490.0, 301.42857142857144)","(1.45, 1.52, 1.5146153846153847)","(19.0, 32.0, 26.571428571428573)"
09-01-2023 18:39:59.572898,"(12.0, 23.0, 21.933333333333334)","(5.5, 8.0, 7.571428571428572)","(4.4, 8.0, 7.945454545454545)","(91.0, 490.0, 301.42857142857144)","(1.45, 1.53, 1.5146153846153847)","(19.0, 32.0, 26.571428571428573)"
09-01-2023 18:40:00.673667,"(12.0, 23.0, 21.071428571428573)","(5.5, 8.0, 7.571428571428572)","(4.4, 8.0, 7.945454545454545)","(91.0, 490.0, 301.42857142857144)","(1.45, 1.53, 1.518888888888889)","(19.0, 32.0, 26.571428571428573)"
09-01-2023 18:40:01.679248,"(12.0, 23.0, 21.071428571428573)","(5.5, 8.0, 7.48)","(4.4, 8.0, 7.988235294117647)","(91.0, 490.0, 297.5)","(1.45, 1.53, 1.5146153846153847)","(19.0, 32.0, 26.571428571428573)"
09-01-2023 18:40:02.620224,"(12.0, 23.0, 21.258064516129032)","(5.5, 8.0, 7.48)","(4.4, 8.0, 7.945454545454545)","(91.0, 490.0, 297.5)","(1.45, 1.53, 1.5175)","(19.0, 32.0, 26.571428571428573)"
09-01-2023 18:40:03.695010,"(12.0, 23.0, 21.258064516129032)","(5.5, 8.0, 7.711111111111111)","(4.4, 8.0, 7.6909090909090905)","(91.0, 490.0, 318.8888888888889)","(1.45, 1.52, 1.5194444444444444)","(19.0, 32.0, 26.571428571428573)"
09-01-2023 18:40:04.752322,"(12.0, 23.0, 20.84)","(5.5, 8.0, 7.8)","(4.4, 7.8, 7.6909090909090905)","(91.0, 490.0, 297.5)","(1.45, 1.52, 1.530357142857143)","(19.0, 32.0, 26.571428571428573)"
09-01-2023 18:40:05.809230,"(12.0, 23.0, 20.46153846153846)","(5.5, 8.4, 8.04)","(4.4, 7.8, 7.584)","(81.0, 490.0, 297.5)","(1.45, 1.54, 1.53)","(19.0, 32.0, 26.571428571428573)"
09-01-2023 18:40:06.666435,"(12.0, 23.0, 20.46153846153846)","(5.5, 8.2, 7.8999999999999995)","(4.4, 7.8, 7.623529411764705)","(81.0, 490.0, 297.5)","(1.45, 1.54, 1.53)","(19.0, 32.0, 26.571428571428573)"
09-01-2023 18:40:07.731405,"(12.0, 23.0, 20.46153846153846)","(5.5, 8.2, 7.8999999999999995)","(4.4, 7.8, 7.623529411764705)","(81.0, 490.0, 380.0)","(1.45, 1.54, 1.525)","(19.0, 32.0, 26.571428571428573)"
09-01-2023 18:40:08.829789,"(12.0, 23.0, 20.352941176470587)","(5.5, 8.2, 8.015384615384615)","(4.4, 7.8, 7.623529411764705)","(81.0, 480.0, 380.0)","(1.45, 1.54, 1.525)","(19.0, 32.0, 26.571428571428573)"
09-01-2023 18:40:09.914607,"(12.0, 23.0, 20.352941176470587)","(5.5, 8.2, 7.821052631578947)","(4.4, 7.8, 7.623529411764705)","(81.0, 480.0, 380.0)","(1.45, 1.54, 1.5307692307692309)","(19.0, 32.0, 26.571428571428573)"
09-01-2023 18:40:10.952078,"(12.0, 23.0, 20.352941176470587)","(5.5, 8.2, 7.909090909090908)","(4.4, 7.8, 7.675)","(81.0, 480.0, 380.0)","(1.45, 1.54, 1.525)","(19.0, 32.0, 26.571428571428573)"
09-01-2023 18:40:11.936282,"(12.0, 23.0, 20.352941176470587)","(5.5, 8.2, 7.88)","(4.4, 7.8, 7.6)","(81.0, 480.0, 380.0)","(1.45, 1.53, 1.521)","(19.0, 32.0, 26.571428571428573)"
09-01-2023 18:40:12.899404,"(12.0, 23.0, 20.3)","(5.5, 8.2, 7.88)","(4.4, 7.8, 7.6)","(81.0, 480.0, 380.0)","(1.45, 1.53, 1.521)","(19.0, 32.0, 26.571428571428573)"
09-01-2023 18:40:14.025763,"(12.0, 23.0, 20.3)","(5.5, 8.2, 7.88)","(4.4, 7.8, 7.542857142857143)","(81.0, 480.0, 380.0)","(1.45, 1.53, 1.521)","(19.0, 32.0, 26.571428571428573)"
09-01-2023 18:40:15.231301,"(12.0, 23.0, 20.3)","(5.5, 8.2, 7.88)","(4.4, 7.8, 7.65)","(81.0, 480.0, 380.0)","(1.45, 1.53, 1.521)","(19.0, 32.0, 26.387096774193548)"
09-01-2023 18:40:16.440796,"(12.0, 23.0, 20.3)","(5.5, 8.2, 7.84)","(4.4, 7.8, 7.65)","(81.0, 480.0, 380.0)","(1.45, 1.53, 1.521)","(19.0, 32.0, 27.735294117647058)"
09-01-2023 18:40:17.474761,"(12.0, 23.0, 20.3)","(5.5, 8.2, 7.84)","(4.4, 7.8, 7.65)","(81.0, 480.0, 380.0)","(1.45, 1.53, 1.5336842105263158)","(19.0, 32.0, 27.735294117647058)"
09-01-2023 18:40:18.384184,"(12.0, 23.0, 20.272727272727273)","(5.5, 8.2, 7.7846153846153845)","(4.4, 7.8, 7.610526315789474)","(81.0, 480.0, 380.0)","(1.45, 1.54, 1.5336842105263158)","(19.0, 32.0, 27.641025641025642)"
09-01-2023 18:40:19.413546,"(12.0, 23.0, 20.272727272727273)","(5.5, 8.2, 7.8999999999999995)","(4.4, 7.6, 7.533333333333333)","(81.0, 480.0, 380.0)","(1.45, 1.54, 1.5336842105263158)","(19.0, 32.0, 27.641025641025642)"
09-01-2023 18:40:20.609905,"(12.0, 23.0, 20.272727272727273)","(5.5, 8.2, 7.971428571428571)","(4.4, 7.6, 7.533333333333333)","(81.0, 480.0, 310.0)","(1.45, 1.54, 1.5254166666666666)","(19.0, 32.0, 29.085714285714285)"
09-01-2023 18:40:21.786075,"(12.0, 23.0, 20.5)","(5.5, 8.2, 7.971428571428571)","(4.4, 7.6, 7.533333333333333)","(81.0, 490.0, 375.0)","(1.45, 1.53, 1.5254166666666666)","(19.0, 32.0, 29.085714285714285)"
09-01-2023 18:40:22.848803,"(12.0, 22.0, 20.533333333333335)","(5.5, 8.2, 7.971428571428571)","(4.4, 7.6, 7.554545454545455)","(81.0, 470.0, 375.0)","(1.45, 1.53, 1.5254166666666666)","(19.0, 32.0, 29.085714285714285)"
09-01-2023 18:40:23.746790,"(12.0, 22.0, 20.533333333333335)","(5.5, 8.2, 7.8999999999999995)","(4.4, 7.6, 7.554545454545455)","(81.0, 470.0, 375.0)","(1.45, 1.53, 1.5254166666666666)","(19.0, 32.0, 29.085714285714285)"
09-01-2023 18:40:24.798494,"(12.0, 21.0, 20.555555555555557)","(5.5, 8.2, 7.971428571428571)","(4.8, 7.6, 7.554545454545455)","(81.0, 470.0, 375.0)","(1.45, 1.54, 1.5351724137931035)","(19.0, 32.0, 27.641025641025642)"
09-01-2023 18:40:25.828564,"(12.0, 21.0, 19.8)","(5.5, 8.2, 7.8999999999999995)","(4.8, 7.6, 7.554545454545455)","(81.0, 470.0, 375.0)","(1.45, 1.54, 1.5357142857142858)","(19.0, 32.0, 27.641025641025642)"
09-01-2023 18:40:26.905565,"(12.0, 21.0, 19.8)","(5.5, 8.2, 8.04)","(4.8, 7.6, 7.5375)","(81.0, 470.0, 375.0)","(1.45, 1.54, 1.5357142857142858)","(19.0, 32.0, 27.641025641025642)"
09-01-2023 18:40:28.042133,"(12.0, 20.0, 19.272727272727273)","(5.5, 8.2, 7.96)","(4.8, 7.6, 7.488888888888889)","(81.0, 470.0, 375.0)","(1.45, 1.54, 1.5357142857142858)","(19.0, 32.0, 27.641025641025642)"
09-01-2023 18:40:29.150989,"(12.0, 20.0, 19.428571428571427)","(5.5, 8.2, 7.96)","(4.8, 7.6, 7.488888888888889)","(81.0, 470.0, 375.0)","(1.45, 1.54, 1.52)","(19.0, 32.0, 27.641025641025642)"
09-01-2023 18:40:30.132524,"(12.0, 20.0, 19.428571428571427)","(5.5, 8.4, 8.218181818181819)","(4.8, 7.8, 7.688888888888888)","(81.0, 470.0, 310.0)","(1.45, 1.53, 1.5096470588235293)","(19.0, 32.0, 27.641025641025642)"
09-01-2023 18:40:31.181527,"(12.0, 20.0, 19.5)","(5.5, 8.8, 8.533333333333333)","(4.8, 8.0, 7.866666666666666)","(81.0, 460.0, 312.0)","(1.45, 1.51, 1.50925)","(19.0, 32.0, 27.641025641025642)"
09-01-2023 18:40:32.367043,"(12.0, 21.0, 19.106060606060606)","(5.5, 8.8, 8.342857142857143)","(4.8, 8.0, 7.866666666666666)","(81.0, 440.0, 312.0)","(1.45, 1.51, 1.508913043478261)","(19.0, 32.0, 27.641025641025642)"
09-01-2023 18:40:33.497784,"(12.0, 20.0, 18.875)","(5.5, 8.8, 8.342857142857143)","(4.8, 8.0, 7.866666666666666)","(81.0, 440.0, 312.0)","(1.45, 1.51, 1.508913043478261)","(19.0, 32.0, 28.458333333333332)"
09-01-2023 18:40:34.734503,"(12.0, 20.0, 18.875)","(5.5, 8.8, 8.457142857142857)","(4.8, 8.0, 7.866666666666666)","(81.0, 440.0, 312.0)","(1.45, 1.51, 1.5098076923076924)","(19.0, 32.0, 28.346153846153847)"
09-01-2023 18:40:35.948801,"(12.0, 20.0, 18.666666666666668)","(5.5, 8.8, 8.457142857142857)","(4.8, 8.0, 7.866666666666666)","(81.0, 440.0, 312.0)","(1.45, 1.51, 1.5098076923076924)","(19.0, 32.0, 28.346153846153847)"
09-01-2023 18:40:37.067098,"(12.0, 20.0, 19.22222222222222)","(5.5, 8.8, 8.457142857142857)","(4.8, 8.0, 7.866666666666666)","(81.0, 440.0, 300.0)","(1.45, 1.51, 1.5085416666666667)","(19.0, 32.0, 28.346153846153847)"
09-01-2023 18:40:38.188624,"(12.0, 20.0, 19.236363636363635)","(5.5, 8.8, 8.307692307692308)","(4.8, 8.0, 7.8352941176470585)","(81.0, 440.0, 291.25)","(1.45, 1.51, 1.5085416666666667)","(19.0, 32.0, 28.102564102564102)"
09-01-2023 18:40:39.170405,"(12.0, 20.0, 19.1864406779661)","(5.5, 8.8, 8.5)","(4.8, 8.0, 7.8)","(81.0, 440.0, 291.25)","(1.45, 1.51, 1.5085416666666667)","(19.0, 32.0, 28.102564102564102)"
09-01-2023 18:40:40.167910,"(12.0, 19.0, 18.642857142857142)","(5.5, 8.8, 8.5)","(4.8, 8.0, 7.775)","(81.0, 440.0, 300.0)","(1.45, 1.51, 1.5097916666666666)","(19.0, 32.0, 28.102564102564102)"
09-01-2023 18:40:41.153956,"(12.0, 19.0, 18.571428571428573)","(5.5, 8.8, 8.307692307692308)","(4.8, 8.0, 7.945454545454545)","(81.0, 440.0, 300.0)","(1.45, 1.51, 1.5097916666666666)","(19.0, 32.0, 28.102564102564102)"
09-01-2023 18:40:42.128626,"(12.0, 19.0, 18.571428571428573)","(5.5, 8.8, 8.5)","(4.8, 8.2, 7.780952380952381)","(81.0, 440.0, 256.25)","(1.45, 1.51, 1.5097916666666666)","(19.0, 32.0, 28.102564102564102)"
09-01-2023 18:40:43.168536,"(12.0, 19.0, 18.571428571428573)","(5.5, 8.8, 8.5)","(4.8, 8.2, 7.733333333333333)","(81.0, 440.0, 256.25)","(1.45, 1.51, 1.5097826086956523)","(19.0, 32.0, 28.102564102564102)"
09-01-2023 18:40:44.264643,"(12.0, 19.0, 18.55)","(5.5, 8.8, 8.266666666666667)","(4.8, 8.2, 7.733333333333333)","(81.0, 440.0, 256.25)","(1.45, 1.51, 1.5084782608695653)","(19.0, 32.0, 28.102564102564102)"
09-01-2023 18:40:45.285700,"(12.0, 19.0, 18.55)","(5.5, 8.8, 8.457142857142857)","(4.8, 8.2, 7.8999999999999995)","(81.0, 440.0, 256.25)","(1.45, 1.51, 1.5084782608695653)","(19.0, 32.0, 28.102564102564102)"
09-01-2023 18:40:46.371340,"(12.0, 19.0, 18.541666666666668)","(5.5, 8.8, 8.457142857142857)","(4.8, 8.2, 8.04)","(81.0, 440.0, 311.66666666666663)","(1.45, 1.51, 1.5078787878787878)","(19.0, 32.0, 28.125)"
09-01-2023 18:40:47.383526,"(12.0, 19.0, 18.53448275862069)","(5.5, 8.8, 8.307692307692308)","(4.8, 8.2, 8.04)","(81.0, 440.0, 325.0)","(1.45, 1.51, 1.4983333333333333)","(19.0, 32.0, 28.125)"
09-01-2023 18:40:48.407815,"(12.0, 19.0, 18.53846153846154)","(5.5, 8.8, 8.533333333333333)","(4.8, 8.2, 7.75)","(81.0, 430.0, 320.0)","(1.45, 1.5, 1.5025)","(19.0, 32.0, 28.125)"
09-01-2023 18:40:49.496831,"(12.0, 19.0, 18.53846153846154)","(5.5, 8.8, 8.658823529411766)","(4.8, 8.2, 7.685714285714285)","(81.0, 420.0, 355.7142857142857)","(1.45, 1.51, 1.4975)","(19.0, 32.0, 28.125)"
09-01-2023 18:40:50.610016,"(12.0, 19.0, 18.53846153846154)","(5.5, 9.2, 8.466666666666667)","(4.8, 8.2, 7.959999999999999)","(81.0, 410.0, 330.7692307692308)","(1.45, 1.5, 1.5)","(19.0, 32.0, 28.242424242424242)"
09-01-2023 18:40:51.642633,"(12.0, 19.0, 18.53846153846154)","(5.5, 8.8, 8.55)","(4.8, 8.2, 7.959999999999999)","(81.0, 400.0, 305.0)","(1.45, 1.51, 1.5013333333333334)","(19.0, 32.0, 28.242424242424242)"
09-01-2023 18:40:52.612217,"(12.0, 19.0, 18.53846153846154)","(5.5, 9.2, 9.057142857142857)","(4.8, 8.2, 7.959999999999999)","(81.0, 390.0, 334.2857142857143)","(1.45, 1.51, 1.5013333333333334)","(19.0, 32.0, 28.242424242424242)"
09-01-2023 18:40:53.646040,"(12.0, 19.0, 18.53846153846154)","(5.5, 9.2, 9.057142857142857)","(4.8, 8.2, 8.04)","(81.0, 380.0, 280.0)","(1.45, 1.51, 1.503076923076923)","(19.0, 32.0, 28.555555555555557)"
09-01-2023 18:40:54.716667,"(12.0, 19.0, 18.53846153846154)","(5.5, 9.2, 8.745454545454544)","(4.8, 8.2, 7.992592592592592)","(81.0, 370.0, 273.3333333333333)","(1.45, 1.51, 1.4958333333333333)","(19.0, 32.0, 28.555555555555557)"
09-01-2023 18:40:55.698365,"(12.0, 19.0, 18.53846153846154)","(5.5, 9.2, 8.7)","(4.8, 8.2, 7.992592592592592)","(81.0, 360.0, 248.57142857142858)","(1.45, 1.5, 1.485625)","(19.0, 32.0, 28.555555555555557)"
09-01-2023 18:40:56.783005,"(12.0, 19.0, 18.53846153846154)","(5.5, 9.2, 8.7)","(4.8, 8.2, 7.85)","(81.0, 360.0, 250.0)","(1.45, 1.49, 1.4848148148148148)","(19.0, 32.0, 29.416666666666668)"
09-01-2023 18:40:57.988431,"(12.0, 19.0, 18.53846153846154)","(5.5, 9.2, 8.825)","(4.8, 8.2, 7.8769230769230765)","(81.0, 350.0, 250.0)","(1.45, 1.49, 1.4761904761904763)","(19.0, 32.0, 29.416666666666668)"
09-01-2023 18:40:59.224764,"(12.0, 19.0, 18.53846153846154)","(5.5, 9.2, 8.738461538461538)","(4.8, 8.2, 8.17142857142857)","(81.0, 350.0, 250.0)","(1.45, 1.48, 1.4806276150627615)","(19.0, 32.0, 28.533333333333335)"
09-01-2023 18:41:00.392649,"(12.0, 19.0, 18.53846153846154)","(5.5, 9.2, 9.11111111111111)","(4.8, 8.4, 8.0)","(81.0, 350.0, 250.0)","(1.45, 1.49, 1.4742857142857142)","(19.0, 32.0, 36.36363636363636)"
09-01-2023 18:41:01.360404,"(12.0, 19.0, 18.53846153846154)","(5.5, 9.2, 9.11111111111111)","(4.8, 8.4, 8.0)","(81.0, 350.0, 250.0)","(1.45, 1.48, 1.4725)","(19.0, 38.0, 34.4)"
09-01-2023 18:41:02.406621,"(12.0, 19.0, 18.53448275862069)","(5.5, 9.2, 8.755555555555555)","(4.8, 8.4, 8.0)","(81.0, 350.0, 303.57142857142856)","(1.45, 1.48, 1.4725)","(19.0, 38.0, 34.8)"
09-01-2023 18:41:03.463075,"(12.0, 19.0, 18.53846153846154)","(5.5, 9.2, 9.04)","(4.8, 8.4, 8.0)","(81.0, 350.0, 303.57142857142856)","(1.45, 1.48, 1.4694915254237289)","(19.0, 38.0, 34.8)"
09-01-2023 18:41:04.532095,"(12.0, 19.0, 18.53846153846154)","(5.5, 9.2, 8.799999999999999)","(4.8, 8.4, 8.142857142857142)","(81.0, 350.0, 303.57142857142856)","(1.45, 1.47, 1.47390625)","(19.0, 38.0, 34.8)"
09-01-2023 18:41:05.569544,"(12.0, 19.0, 18.53846153846154)","(5.5, 9.2, 8.773333333333333)","(4.8, 8.4, 8.066666666666666)","(81.0, 350.0, 303.57142857142856)","(1.45, 1.48, 1.47390625)","(19.0, 38.0, 34.8)"
09-01-2023 18:41:06.565212,"(12.0, 19.0, 18.53846153846154)","(5.5, 9.2, 8.841379310344827)","(4.8, 8.6, 8.2)","(81.0, 350.0, 303.57142857142856)","(1.45, 1.48, 1.47390625)","(19.0, 38.0, 34.8)"
09-01-2023 18:41:07.585141,"(12.0, 19.0, 18.53448275862069)","(5.5, 9.2, 8.841379310344827)","(4.8, 8.6, 8.2)","(81.0, 350.0, 303.57142857142856)","(1.45, 1.48, 1.47390625)","(19.0, 38.0, 33.714285714285715)"
