,O T C Wiz,Slim Jimmy,Stapleton Song,El Tomate,Pass It Around,Sazon,Propellant
15-12-2022 11:28:42.226242,"(9.0, 12.5, 11.629032258064516)","(4.0, 5.0, 4.9625)","(17.0, 42.0, 33.0)","(4.4, 5.4, 5.377777777777778)","(10.0, 22.0, 20.4)","(15.0, 50.0, 48.833333333333336)","(2.35, 2.6, 2.537627118644068)"
15-12-2022 11:28:43.186841,"(9.0, 12.5, 11.629032258064516)","(4.0, 5.0, 4.9625)","(17.0, 42.0, 33.0)","(4.4, 5.4, 5.377777777777778)","(10.0, 22.0, 20.4)","(15.0, 50.0, 48.833333333333336)","(2.35, 2.6, 2.612857142857143)"
15-12-2022 11:28:44.249825,"(9.0, 12.5, 11.629032258064516)","(4.0, 5.0, 4.9625)","(17.0, 44.0, 37.0)","(4.4, 5.4, 5.377777777777778)","(10.0, 22.0, 20.4)","(15.0, 50.0, 48.833333333333336)","(2.35, 2.62, 2.612857142857143)"
15-12-2022 11:28:45.337100,"(9.0, 12.5, 11.629032258064516)","(4.0, 5.0, 4.9625)","(17.0, 44.0, 37.0)","(4.4, 5.4, 5.377777777777778)","(10.0, 22.0, 20.4)","(15.0, 50.0, 48.833333333333336)","(2.35, 2.62, 2.5585714285714287)"
15-12-2022 11:28:46.441381,"(9.0, 12.5, 11.629032258064516)","(4.0, 5.0, 4.9625)","(17.0, 44.0, 37.0)","(4.4, 5.4, 5.377777777777778)","(10.0, 22.0, 20.4)","(15.0, 50.0, 48.833333333333336)","(2.35, 2.58, 2.5585714285714287)"
15-12-2022 11:28:47.456966,"(9.0, 12.5, 11.629032258064516)","(4.0, 5.0, 4.9625)","(17.0, 44.0, 37.0)","(4.4, 5.4, 5.377777777777778)","(10.0, 22.0, 19.25)","(15.0, 50.0, 40.0)","(2.35, 2.58, 2.5585714285714287)"
15-12-2022 11:28:48.449745,"(9.0, 12.5, 11.629032258064516)","(4.0, 5.0, 4.955555555555556)","(17.0, 44.0, 32.8)","(4.4, 5.4, 5.3875)","(10.0, 24.0, 19.25)","(15.0, 50.0, 39.0)","(2.35, 2.58, 2.5585714285714287)"
15-12-2022 11:28:49.467255,"(9.0, 12.5, 11.629032258064516)","(4.0, 5.1, 4.885714285714285)","(17.0, 44.0, 37.0)","(4.4, 5.4, 5.3875)","(10.0, 24.0, 19.25)","(15.0, 48.0, 39.0)","(2.35, 2.58, 2.5585714285714287)"
15-12-2022 11:28:50.424163,"(9.0, 12.5, 11.629032258064516)","(4.0, 5.1, 4.885714285714285)","(17.0, 34.0, 33.2)","(4.4, 5.4, 5.3875)","(10.0, 24.0, 19.25)","(15.0, 48.0, 39.0)","(2.35, 2.58, 2.56)"
15-12-2022 11:28:51.451152,"(9.0, 12.5, 11.629032258064516)","(4.0, 5.1, 4.885714285714285)","(17.0, 34.0, 33.0)","(4.4, 5.4, 5.3875)","(10.0, 24.0, 19.25)","(15.0, 48.0, 39.0)","(2.35, 2.58, 2.56)"
15-12-2022 11:28:52.448111,"(9.0, 12.5, 11.629032258064516)","(4.0, 5.1, 4.885714285714285)","(17.0, 34.0, 33.0)","(4.4, 5.4, 5.3875)","(10.0, 24.0, 19.25)","(15.0, 48.0, 39.0)","(2.35, 2.58, 2.56)"
15-12-2022 11:28:53.409164,"(9.0, 12.5, 11.629032258064516)","(4.0, 5.1, 4.885714285714285)","(17.0, 34.0, 32.666666666666664)","(4.4, 5.4, 5.3875)","(10.0, 26.0, 20.25)","(17.0, 48.0, 39.0)","(2.35, 2.58, 2.5582608695652174)"
15-12-2022 11:28:54.354003,"(9.0, 12.5, 11.629032258064516)","(4.2, 5.1, 4.885714285714285)","(17.0, 34.0, 32.666666666666664)","(4.4, 5.4, 5.3875)","(10.0, 30.0, 22.25)","(17.0, 48.0, 39.0)","(2.35, 2.58, 2.5582608695652174)"
15-12-2022 11:28:55.340745,"(9.0, 12.5, 11.629032258064516)","(4.2, 5.1, 4.885714285714285)","(17.0, 48.0, 42.0)","(4.4, 5.4, 5.3875)","(10.0, 30.0, 22.25)","(17.0, 48.0, 39.0)","(2.35, 2.58, 2.5582608695652174)"
15-12-2022 11:28:56.339938,"(9.0, 12.5, 11.629032258064516)","(4.2, 5.1, 4.885714285714285)","(17.0, 44.0, 41.2)","(4.4, 5.4, 5.3875)","(10.0, 30.0, 22.25)","(17.0, 48.0, 39.0)","(2.35, 2.58, 2.5582608695652174)"
15-12-2022 11:28:57.341798,"(9.0, 12.5, 11.629032258064516)","(4.2, 5.1, 4.885714285714285)","(17.0, 44.0, 41.2)","(4.4, 5.4, 5.3875)","(10.0, 30.0, 22.25)","(17.0, 48.0, 39.0)","(2.35, 2.58, 2.5582608695652174)"
15-12-2022 11:28:58.331641,"(9.0, 12.5, 11.629032258064516)","(4.2, 5.1, 4.885714285714285)","(17.0, 44.0, 37.0)","(4.4, 5.4, 5.3875)","(10.0, 30.0, 22.25)","(17.0, 48.0, 39.0)","(2.35, 2.58, 2.5582608695652174)"
15-12-2022 11:28:59.317453,"(9.0, 12.5, 11.629032258064516)","(4.2, 5.1, 4.942105263157894)","(17.0, 44.0, 41.2)","(4.4, 5.4, 5.3875)","(10.0, 30.0, 22.25)","(17.0, 48.0, 39.0)","(2.35, 2.58, 2.5582608695652174)"
15-12-2022 11:29:00.296819,"(9.0, 12.5, 11.629032258064516)","(4.2, 5.1, 4.942105263157894)","(17.0, 44.0, 41.2)","(4.4, 5.4, 5.3875)","(10.0, 30.0, 22.25)","(17.0, 48.0, 39.0)","(2.35, 2.58, 2.5582608695652174)"
15-12-2022 11:29:01.373060,"(9.0, 12.5, 11.642857142857142)","(4.2, 5.1, 4.942105263157894)","(17.0, 44.0, 41.2)","(4.4, 5.4, 5.3875)","(10.0, 30.0, 22.25)","(17.0, 48.0, 39.0)","(2.35, 2.58, 2.5582608695652174)"
15-12-2022 11:29:02.473927,"(9.0, 12.5, 11.642857142857142)","(4.2, 5.1, 4.942105263157894)","(17.0, 44.0, 37.0)","(4.4, 5.4, 5.3882352941176475)","(10.0, 30.0, 27.5)","(17.0, 48.0, 46.689655172413794)","(2.35, 2.58, 2.5582608695652174)"
15-12-2022 11:29:03.431200,"(9.0, 12.5, 11.642857142857142)","(4.2, 5.1, 4.942105263157894)","(17.0, 44.0, 37.0)","(4.4, 5.4, 5.3882352941176475)","(10.0, 32.0, 26.0)","(17.0, 48.0, 36.666666666666664)","(2.35, 2.58, 2.5582608695652174)"
15-12-2022 11:29:04.349211,"(9.0, 12.5, 11.642857142857142)","(4.2, 5.1, 4.942105263157894)","(17.0, 44.0, 37.77777777777778)","(4.4, 5.4, 5.3882352941176475)","(10.0, 30.0, 26.0)","(17.0, 50.0, 36.666666666666664)","(2.35, 2.58, 2.5582608695652174)"
15-12-2022 11:29:05.265640,"(9.0, 12.5, 11.642857142857142)","(4.2, 5.1, 4.942105263157894)","(17.0, 44.0, 37.77777777777778)","(4.4, 5.4, 5.3882352941176475)","(10.0, 30.0, 26.0)","(17.0, 50.0, 36.666666666666664)","(2.35, 2.58, 2.5582608695652174)"
15-12-2022 11:29:06.236905,"(9.0, 12.5, 11.642857142857142)","(4.2, 5.1, 4.85)","(17.0, 34.0, 33.42857142857143)","(4.4, 5.4, 5.3882352941176475)","(10.0, 30.0, 21.75)","(17.0, 50.0, 37.2)","(2.35, 2.58, 2.5582608695652174)"
15-12-2022 11:29:07.179820,"(9.0, 12.5, 11.642857142857142)","(4.2, 5.1, 4.85)","(17.0, 34.0, 33.333333333333336)","(4.4, 5.4, 5.3882352941176475)","(10.0, 29.0, 21.75)","(17.0, 48.0, 37.2)","(2.35, 2.58, 2.5582608695652174)"
15-12-2022 11:29:08.194129,"(9.0, 12.5, 11.642857142857142)","(4.2, 5.1, 4.85)","(17.0, 34.0, 33.333333333333336)","(4.4, 5.4, 5.3882352941176475)","(10.0, 29.0, 21.75)","(17.0, 48.0, 38.0)","(2.35, 2.58, 2.5582608695652174)"
15-12-2022 11:29:09.221072,"(9.0, 12.0, 11.2)","(4.2, 5.1, 4.85)","(17.0, 34.0, 33.333333333333336)","(4.4, 5.4, 5.48125)","(10.0, 29.0, 21.75)","(17.0, 65.0, 53.33333333333333)","(2.35, 2.58, 2.5582608695652174)"
15-12-2022 11:29:10.242624,"(9.0, 12.0, 11.5)","(4.2, 5.1, 4.85)","(17.0, 48.0, 43.5)","(4.4, 5.5, 5.48125)","(10.0, 29.0, 21.75)","(17.0, 75.0, 60.0)","(2.35, 2.58, 2.5582608695652174)"
15-12-2022 11:29:11.232814,"(9.0, 12.0, 11.5)","(4.2, 5.1, 4.85)","(17.0, 46.0, 42.357142857142854)","(4.4, 5.5, 5.48125)","(10.0, 29.0, 21.75)","(17.0, 75.0, 60.0)","(2.35, 2.58, 2.5582608695652174)"
15-12-2022 11:29:12.278843,"(9.0, 12.0, 11.5)","(4.2, 5.1, 4.85)","(17.0, 48.0, 36.0)","(4.4, 5.5, 5.48125)","(10.0, 29.0, 21.75)","(17.0, 75.0, 60.0)","(2.35, 2.58, 2.5582608695652174)"
15-12-2022 11:29:13.362801,"(9.0, 12.0, 11.2)","(4.2, 5.1, 4.85)","(17.0, 48.0, 42.0)","(4.4, 5.5, 5.48125)","(10.0, 29.0, 21.75)","(17.0, 75.0, 60.0)","(2.35, 2.58, 2.5582608695652174)"
15-12-2022 11:29:14.565190,"(9.0, 12.0, 11.2)","(4.2, 5.1, 4.85)","(17.0, 48.0, 42.0)","(4.4, 5.5, 5.48125)","(10.0, 29.0, 21.75)","(17.0, 75.0, 60.0)","(2.35, 2.58, 2.5582608695652174)"
15-12-2022 11:29:15.692757,"(9.0, 12.0, 11.2)","(4.2, 5.1, 4.85)","(17.0, 48.0, 42.0)","(4.4, 5.5, 5.48125)","(10.0, 29.0, 21.75)","(17.0, 75.0, 60.0)","(2.35, 2.58, 2.5582608695652174)"
15-12-2022 11:29:16.782201,"(9.0, 12.0, 11.5)","(4.2, 5.1, 4.85)","(17.0, 48.0, 42.0)","(4.4, 5.5, 5.48125)","(10.0, 29.0, 21.75)","(17.0, 75.0, 63.75)","(2.35, 2.58, 2.5582608695652174)"
15-12-2022 11:29:17.835190,"(9.0, 12.0, 11.5)","(4.2, 5.1, 4.85)","(17.0, 48.0, 40.0)","(4.4, 5.5, 5.4)","(10.0, 29.0, 23.2)","(17.0, 75.0, 63.75)","(2.35, 2.58, 2.5582608695652174)"
15-12-2022 11:29:18.924192,"(9.0, 12.0, 11.5)","(4.2, 5.1, 4.85)","(19.0, 46.0, 41.333333333333336)","(4.4, 5.5, 5.4)","(10.0, 29.0, 23.2)","(19.0, 75.0, 63.75)","(2.35, 2.58, 2.4961904761904763)"
15-12-2022 11:29:19.983528,"(9.0, 12.0, 11.2)","(4.2, 5.1, 4.85)","(19.0, 46.0, 36.666666666666664)","(4.4, 5.5, 5.4)","(10.0, 29.0, 23.2)","(19.0, 75.0, 63.75)","(2.35, 2.54, 2.557272727272727)"
15-12-2022 11:29:21.151459,"(9.0, 12.0, 11.2)","(4.2, 5.1, 4.85)","(19.0, 46.0, 41.333333333333336)","(4.4, 5.5, 5.4)","(10.0, 29.0, 23.2)","(19.0, 75.0, 63.75)","(2.35, 2.58, 2.52)"
15-12-2022 11:29:22.241243,"(9.0, 12.0, 11.5)","(4.2, 5.1, 4.85)","(19.0, 46.0, 36.666666666666664)","(4.4, 5.5, 5.4)","(10.0, 29.0, 23.4)","(19.0, 75.0, 63.75)","(2.35, 2.56, 2.481224489795918)"
15-12-2022 11:29:23.238941,"(9.0, 12.0, 11.5)","(4.2, 5.1, 4.85)","(19.0, 46.0, 36.666666666666664)","(4.4, 5.5, 5.4)","(10.0, 29.0, 23.4)","(19.0, 75.0, 63.75)","(2.35, 2.54, 2.51)"
15-12-2022 11:29:24.269474,"(9.0, 12.0, 11.5)","(4.2, 5.1, 4.85)","(19.0, 46.0, 41.333333333333336)","(4.4, 5.5, 5.4)","(10.0, 29.0, 23.4)","(19.0, 75.0, 63.75)","(2.35, 2.54, 2.51)"
15-12-2022 11:29:25.235150,"(9.0, 12.0, 11.2)","(4.2, 5.1, 4.85)","(19.0, 46.0, 36.666666666666664)","(4.4, 5.5, 5.4)","(10.0, 29.0, 23.4)","(19.0, 75.0, 63.75)","(2.35, 2.54, 2.51)"
15-12-2022 11:29:26.218561,"(9.0, 12.0, 11.2)","(4.2, 5.1, 4.85)","(19.0, 46.0, 36.666666666666664)","(4.4, 5.5, 5.4)","(10.0, 29.0, 23.4)","(19.0, 75.0, 63.75)","(2.35, 2.54, 2.525)"
15-12-2022 11:29:27.259280,"(9.0, 12.0, 11.2)","(4.2, 5.1, 4.85)","(19.0, 46.0, 38.0)","(4.4, 5.5, 5.4)","(10.0, 29.0, 23.4)","(19.0, 75.0, 63.75)","(2.35, 2.54, 2.525)"
15-12-2022 11:29:28.322212,"(9.0, 12.0, 11.5)","(4.2, 5.1, 4.85)","(19.0, 44.0, 38.0)","(4.4, 5.5, 5.4)","(10.0, 29.0, 23.4)","(19.0, 75.0, 63.75)","(2.35, 2.54, 2.525)"
15-12-2022 11:29:29.398455,"(9.0, 12.0, 11.5)","(4.2, 5.1, 4.85)","(19.0, 46.0, 41.333333333333336)","(4.4, 5.5, 5.4)","(10.0, 29.0, 23.4)","(19.0, 75.0, 63.75)","(2.35, 2.54, 2.525)"
15-12-2022 11:29:30.736365,"(9.0, 12.0, 11.5)","(4.2, 5.1, 4.975)","(19.0, 46.0, 39.333333333333336)","(4.4, 5.5, 5.4)","(10.0, 29.0, 21.75)","(19.0, 75.0, 59.0)","(2.35, 2.54, 2.525)"
15-12-2022 11:29:31.777770,"(9.0, 12.5, 11.642857142857142)","(4.2, 5.0, 4.9)","(19.0, 46.0, 39.333333333333336)","(4.4, 5.5, 5.35)","(10.0, 24.0, 21.75)","(19.0, 80.0, 66.0)","(2.35, 2.54, 2.525)"
15-12-2022 11:29:32.831015,"(9.0, 12.5, 11.642857142857142)","(4.2, 5.0, 4.95)","(19.0, 46.0, 39.333333333333336)","(4.4, 5.4, 5.35)","(10.0, 24.0, 21.75)","(19.0, 80.0, 66.0)","(2.35, 2.54, 2.525)"
15-12-2022 11:29:33.981764,"(9.0, 12.5, 11.642857142857142)","(4.2, 4.9, 4.73125)","(19.0, 46.0, 42.666666666666664)","(4.4, 5.4, 5.35)","(10.0, 24.0, 21.75)","(19.0, 80.0, 66.0)","(2.35, 2.54, 2.525)"
15-12-2022 11:29:34.978641,"(9.0, 12.5, 11.642857142857142)","(4.2, 4.9, 4.73125)","(19.0, 46.0, 42.666666666666664)","(4.4, 5.4, 5.35)","(10.0, 24.0, 21.75)","(19.0, 80.0, 56.5)","(2.35, 2.54, 2.525)"
15-12-2022 11:29:36.043001,"(9.0, 12.5, 11.642857142857142)","(4.2, 5.0, 4.95)","(19.0, 46.0, 42.666666666666664)","(4.4, 5.4, 5.35)","(10.0, 24.0, 21.75)","(19.0, 75.0, 56.5)","(2.35, 2.54, 2.525)"
15-12-2022 11:29:37.245212,"(9.0, 12.5, 11.642857142857142)","(4.2, 4.9, 4.73125)","(19.0, 46.0, 42.666666666666664)","(4.4, 5.4, 5.35)","(10.0, 24.0, 21.75)","(19.0, 75.0, 56.5)","(2.35, 2.54, 2.525)"
15-12-2022 11:29:38.360105,"(9.0, 12.5, 11.642857142857142)","(4.2, 5.0, 4.95)","(19.0, 46.0, 39.333333333333336)","(4.4, 5.4, 5.35)","(10.0, 24.0, 23.25)","(19.0, 75.0, 56.5)","(2.35, 2.54, 2.525)"
15-12-2022 11:29:39.300954,"(9.0, 12.5, 11.642857142857142)","(4.2, 5.0, 4.95)","(19.0, 46.0, 39.333333333333336)","(4.4, 5.4, 5.35)","(10.0, 26.0, 23.25)","(19.0, 75.0, 56.5)","(2.35, 2.54, 2.525)"
15-12-2022 11:29:40.373259,"(9.0, 12.5, 11.642857142857142)","(4.2, 4.9, 4.73125)","(19.0, 46.0, 42.666666666666664)","(4.4, 5.4, 5.35)","(10.0, 29.0, 25.5)","(19.0, 75.0, 56.5)","(2.35, 2.54, 2.525)"
15-12-2022 11:29:41.425692,"(9.0, 12.5, 11.642857142857142)","(4.2, 5.0, 4.95)","(20.0, 46.0, 42.666666666666664)","(4.4, 5.4, 5.35)","(10.0, 29.0, 25.5)","(21.0, 75.0, 56.5)","(2.25, 2.54, 2.4647058823529413)"
15-12-2022 11:29:42.458264,"(9.0, 12.5, 11.642857142857142)","(4.2, 5.1, 4.85)","(20.0, 46.0, 42.666666666666664)","(4.4, 5.4, 5.35)","(10.0, 29.0, 21.75)","(21.0, 75.0, 56.5)","(2.25, 2.52, 2.5171428571428573)"
15-12-2022 11:29:43.479409,"(9.0, 12.5, 11.642857142857142)","(4.2, 5.0, 4.7749999999999995)","(20.0, 46.0, 42.666666666666664)","(4.4, 5.4, 5.35)","(10.0, 24.0, 21.75)","(21.0, 75.0, 56.5)","(2.25, 2.56, 2.460693069306931)"
15-12-2022 11:29:44.394619,"(9.0, 12.5, 11.642857142857142)","(4.2, 4.6, 4.544262295081967)","(20.0, 44.0, 40.0)","(4.4, 5.4, 5.35)","(10.0, 34.0, 29.25)","(21.0, 75.0, 56.5)","(2.25, 2.48, 2.460693069306931)"
15-12-2022 11:29:45.389119,"(9.0, 12.5, 11.642857142857142)","(4.2, 4.6, 4.527659574468085)","(20.0, 50.0, 45.333333333333336)","(4.4, 5.5, 5.4)","(10.0, 36.0, 30.75)","(21.0, 75.0, 56.5)","(2.25, 2.48, 2.460693069306931)"
15-12-2022 11:29:46.328397,"(9.0, 12.5, 11.642857142857142)","(4.2, 4.6, 4.527659574468085)","(20.0, 50.0, 45.333333333333336)","(4.4, 5.5, 5.4)","(10.0, 36.0, 30.75)","(21.0, 75.0, 56.5)","(2.25, 2.48, 2.4368265682656824)"
15-12-2022 11:29:47.325741,"(9.0, 12.5, 11.642857142857142)","(4.2, 4.6, 4.527659574468085)","(20.0, 50.0, 45.333333333333336)","(4.4, 5.5, 5.4)","(10.0, 36.0, 27.6)","(21.0, 75.0, 56.5)","(2.25, 2.48, 2.436985294117647)"
15-12-2022 11:29:48.359958,"(9.0, 12.5, 11.642857142857142)","(4.2, 4.6, 4.527659574468085)","(20.0, 50.0, 45.333333333333336)","(4.4, 5.5, 5.35)","(10.0, 36.0, 25.75)","(21.0, 75.0, 56.5)","(2.25, 2.48, 2.440204081632653)"
15-12-2022 11:29:49.353617,"(9.0, 12.5, 11.642857142857142)","(4.2, 4.6, 4.527659574468085)","(20.0, 50.0, 45.333333333333336)","(4.4, 5.8, 5.231578947368421)","(10.0, 36.0, 25.75)","(21.0, 75.0, 56.5)","(2.25, 2.48, 2.3807272727272726)"
15-12-2022 11:29:50.339670,"(9.0, 12.5, 11.642857142857142)","(4.2, 4.6, 4.528888888888889)","(20.0, 50.0, 45.333333333333336)","(4.4, 5.8, 5.384615384615385)","(10.0, 36.0, 25.75)","(21.0, 75.0, 56.5)","(2.25, 2.42, 2.3807272727272726)"
15-12-2022 11:29:51.590608,"(9.0, 12.5, 11.642857142857142)","(4.2, 4.6, 4.528888888888889)","(20.0, 50.0, 45.333333333333336)","(4.4, 5.8, 5.408695652173913)","(10.0, 36.0, 25.75)","(21.0, 75.0, 56.5)","(2.25, 2.42, 2.3809638554216868)"
15-12-2022 11:29:52.575907,"(9.0, 12.5, 11.642857142857142)","(4.2, 4.6, 4.528888888888889)","(20.0, 50.0, 45.333333333333336)","(4.4, 5.8, 5.408695652173913)","(10.0, 36.0, 25.75)","(21.0, 75.0, 56.5)","(2.25, 2.42, 2.3809638554216868)"
15-12-2022 11:29:53.601871,"(9.0, 12.5, 11.642857142857142)","(4.2, 4.6, 4.528888888888889)","(20.0, 50.0, 45.333333333333336)","(4.4, 5.8, 5.408695652173913)","(10.0, 36.0, 25.75)","(21.0, 75.0, 46.333333333333336)","(2.25, 2.42, 2.3807407407407406)"
15-12-2022 11:29:54.731508,"(9.0, 12.5, 11.06)","(4.2, 4.6, 4.528888888888889)","(20.0, 50.0, 44.666666666666664)","(4.4, 5.8, 5.384615384615385)","(10.0, 36.0, 25.75)","(21.0, 75.0, 54.5)","(2.25, 2.42, 2.380754716981132)"
15-12-2022 11:29:55.928849,"(9.0, 12.5, 11.258620689655173)","(4.2, 4.6, 4.528888888888889)","(20.0, 50.0, 46.0)","(4.4, 5.8, 5.231578947368421)","(10.0, 36.0, 25.75)","(21.0, 75.0, 54.5)","(2.25, 2.42, 2.380754716981132)"
15-12-2022 11:29:56.885578,"(9.0, 12.5, 11.258620689655173)","(4.2, 4.6, 4.528888888888889)","(20.0, 50.0, 46.0)","(4.4, 5.8, 5.231578947368421)","(10.0, 36.0, 25.75)","(21.0, 75.0, 54.5)","(2.25, 2.42, 2.3811214953271027)"
15-12-2022 11:29:57.987657,"(9.0, 12.5, 11.258620689655173)","(4.2, 4.6, 4.528888888888889)","(20.0, 50.0, 46.0)","(4.4, 5.7, 5.5)","(10.0, 36.0, 25.75)","(21.0, 75.0, 54.5)","(2.25, 2.42, 2.3811214953271027)"
15-12-2022 11:29:59.030079,"(9.0, 12.5, 11.06)","(4.2, 4.6, 4.528888888888889)","(20.0, 50.0, 46.0)","(4.4, 5.7, 5.4)","(10.0, 36.0, 22.333333333333332)","(21.0, 75.0, 54.5)","(2.25, 2.42, 2.3811214953271027)"
15-12-2022 11:30:00.043701,"(9.0, 12.5, 11.06)","(4.2, 4.6, 4.528888888888889)","(20.0, 50.0, 44.666666666666664)","(4.4, 5.7, 5.4)","(10.0, 36.0, 22.333333333333332)","(21.0, 75.0, 54.5)","(2.25, 2.42, 2.3811214953271027)"
15-12-2022 11:30:01.065242,"(9.0, 12.5, 11.06)","(4.2, 4.6, 4.528888888888889)","(20.0, 50.0, 44.666666666666664)","(4.4, 5.7, 5.433333333333334)","(10.0, 36.0, 22.333333333333332)","(21.0, 75.0, 54.5)","(2.25, 2.42, 2.3811214953271027)"
15-12-2022 11:30:02.285131,"(9.0, 12.5, 11.258620689655173)","(4.2, 4.6, 4.528888888888889)","(20.0, 50.0, 48.0)","(4.4, 5.7, 5.335714285714285)","(10.0, 36.0, 30.75)","(21.0, 75.0, 54.5)","(2.25, 2.42, 2.341509433962264)"
15-12-2022 11:30:03.542326,"(9.0, 12.5, 11.214285714285714)","(4.2, 4.6, 4.956521739130435)","(20.0, 50.0, 45.09090909090909)","(4.4, 5.8, 5.335714285714285)","(10.0, 36.0, 26.4)","(21.0, 75.0, 60.0)","(2.25, 2.42, 2.341509433962264)"
15-12-2022 11:30:04.853435,"(9.0, 12.5, 11.128571428571428)","(4.2, 5.0, 4.947826086956522)","(20.0, 48.0, 45.09090909090909)","(4.4, 5.8, 5.335714285714285)","(10.0, 34.0, 27.666666666666664)","(21.0, 75.0, 60.0)","(2.25, 2.42, 2.341509433962264)"
15-12-2022 11:30:06.179444,"(9.0, 12.5, 11.128571428571428)","(4.2, 5.0, 4.6571428571428575)","(20.0, 48.0, 45.86666666666667)","(4.4, 5.8, 5.335714285714285)","(10.0, 34.0, 27.666666666666664)","(21.0, 75.0, 60.0)","(2.25, 2.42, 2.341509433962264)"
15-12-2022 11:30:07.378326,"(9.0, 12.5, 11.128571428571428)","(4.2, 5.0, 4.6)","(20.0, 48.0, 45.86666666666667)","(4.4, 5.8, 5.335714285714285)","(10.0, 34.0, 27.666666666666664)","(21.0, 75.0, 60.0)","(2.25, 2.42, 2.3419753086419752)"
15-12-2022 11:30:08.679556,"(9.0, 12.5, 11.128571428571428)","(4.2, 5.0, 4.777777777777778)","(20.0, 48.0, 44.5)","(4.4, 5.8, 5.335714285714285)","(10.0, 34.0, 27.666666666666664)","(21.0, 75.0, 57.8)","(2.25, 2.42, 2.3419753086419752)"
15-12-2022 11:30:10.014172,"(9.0, 12.5, 11.61111111111111)","(4.2, 5.0, 4.777777777777778)","(20.0, 48.0, 44.5)","(4.4, 5.8, 5.335714285714285)","(10.0, 34.0, 27.666666666666664)","(21.0, 75.0, 57.8)","(2.25, 2.42, 2.3419753086419752)"
15-12-2022 11:30:11.491920,"(9.0, 12.5, 11.61111111111111)","(4.2, 5.0, 4.777777777777778)","(20.0, 48.0, 44.5)","(4.4, 5.8, 5.335714285714285)","(10.0, 34.0, 27.666666666666664)","(21.0, 75.0, 54.5)","(2.25, 2.42, 2.3419753086419752)"
15-12-2022 11:30:12.664366,"(9.0, 12.5, 11.61111111111111)","(4.2, 5.0, 4.777777777777778)","(20.0, 48.0, 44.5)","(4.4, 5.8, 5.335714285714285)","(10.0, 34.0, 27.666666666666664)","(21.0, 75.0, 54.5)","(2.25, 2.42, 2.345647058823529)"
15-12-2022 11:30:13.657576,"(9.0, 12.5, 11.375)","(4.2, 4.9, 4.61875)","(20.0, 48.0, 44.5)","(4.4, 5.8, 5.335714285714285)","(10.0, 34.0, 27.666666666666664)","(21.0, 75.0, 54.5)","(2.25, 2.42, 2.345647058823529)"
15-12-2022 11:30:14.658507,"(9.0, 12.5, 11.375)","(4.2, 4.9, 4.61875)","(20.0, 48.0, 44.5)","(4.4, 5.8, 5.335714285714285)","(10.0, 34.0, 27.666666666666664)","(21.0, 75.0, 54.5)","(2.25, 2.42, 2.345647058823529)"
15-12-2022 11:30:15.756342,"(9.0, 12.5, 11.375)","(4.2, 4.9, 4.61875)","(20.0, 48.0, 44.5)","(4.4, 5.8, 5.335714285714285)","(10.0, 34.0, 27.666666666666664)","(21.0, 75.0, 54.5)","(2.25, 2.42, 2.405)"
15-12-2022 11:30:16.873391,"(9.0, 12.5, 11.61111111111111)","(4.2, 5.0, 4.666666666666667)","(20.0, 48.0, 44.5)","(4.4, 5.8, 5.335714285714285)","(10.0, 34.0, 20.125)","(21.0, 75.0, 54.5)","(2.25, 2.48, 2.3899999999999997)"
15-12-2022 11:30:17.853238,"(9.0, 12.5, 11.61111111111111)","(4.2, 5.0, 4.666666666666667)","(20.0, 48.0, 44.5)","(4.4, 5.8, 5.335714285714285)","(10.0, 34.0, 20.125)","(21.0, 75.0, 54.5)","(2.25, 2.48, 2.44)"
15-12-2022 11:30:18.875182,"(9.0, 12.5, 11.61111111111111)","(4.2, 5.0, 4.666666666666667)","(20.0, 48.0, 44.5)","(4.4, 5.8, 5.335714285714285)","(10.0, 34.0, 20.125)","(21.0, 75.0, 54.5)","(2.25, 2.46, 2.44)"
15-12-2022 11:30:19.885202,"(9.0, 12.5, 11.3)","(4.2, 5.0, 4.875)","(20.0, 48.0, 44.5)","(4.4, 5.8, 5.335714285714285)","(10.0, 34.0, 20.125)","(21.0, 75.0, 54.5)","(2.25, 2.46, 2.44)"
15-12-2022 11:30:21.006889,"(9.0, 12.5, 11.202702702702704)","(4.2, 4.9, 4.572727272727273)","(20.0, 48.0, 40.0)","(4.4, 5.8, 5.335714285714285)","(10.0, 34.0, 20.125)","(21.0, 75.0, 54.5)","(2.25, 2.46, 2.44)"
15-12-2022 11:30:22.088299,"(9.0, 12.5, 11.202702702702704)","(4.2, 5.0, 4.642857142857143)","(20.0, 48.0, 40.0)","(4.4, 5.8, 5.335714285714285)","(10.0, 34.0, 20.125)","(21.0, 75.0, 54.5)","(2.25, 2.46, 2.44)"
15-12-2022 11:30:23.121078,"(9.0, 12.5, 11.214285714285714)","(4.2, 5.0, 4.642857142857143)","(20.0, 48.0, 40.0)","(4.4, 5.8, 5.335714285714285)","(10.0, 34.0, 20.125)","(21.0, 75.0, 54.5)","(2.25, 2.46, 2.44)"
15-12-2022 11:30:24.134099,"(9.0, 12.5, 11.3)","(4.2, 5.0, 4.8076923076923075)","(20.0, 48.0, 40.0)","(4.4, 5.8, 5.335714285714285)","(10.0, 34.0, 20.125)","(21.0, 75.0, 54.5)","(2.25, 2.46, 2.44)"
