,O T C Wiz,Slim Jimmy,Stapleton Song,El Tomate,Pass It Around,Sazon,Propellant
15-12-2022 11:25:35.097235,"(9.0, 14.0, 13.3)","(4.4, 5.4, 5.260000000000001)","(16.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.39047619047619)","(10.0, 36.0, 28.5)","(15.0, 55.0, 42.83333333333333)","(2.4, 2.94, 2.7840000000000003)"
15-12-2022 11:25:36.116958,"(9.0, 14.0, 13.3)","(4.4, 5.4, 5.260000000000001)","(16.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 28.5)","(15.0, 55.0, 42.83333333333333)","(2.4, 2.94, 2.7840000000000003)"
15-12-2022 11:25:37.133277,"(9.0, 14.0, 13.3)","(4.4, 5.4, 4.95)","(16.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 28.5)","(15.0, 55.0, 42.83333333333333)","(2.4, 2.94, 2.7840000000000003)"
15-12-2022 11:25:38.176349,"(9.0, 14.0, 13.3)","(4.4, 5.4, 4.95)","(16.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 28.5)","(15.0, 55.0, 42.83333333333333)","(2.4, 2.94, 2.7840000000000003)"
15-12-2022 11:25:39.285410,"(9.0, 14.0, 13.3)","(4.4, 5.4, 4.95)","(16.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 28.5)","(15.0, 55.0, 42.83333333333333)","(2.4, 2.94, 2.7840000000000003)"
15-12-2022 11:25:40.295944,"(9.0, 14.0, 13.3)","(4.4, 5.4, 4.95)","(16.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 28.5)","(15.0, 55.0, 42.83333333333333)","(2.4, 2.94, 2.7840000000000003)"
15-12-2022 11:25:41.370191,"(9.0, 14.0, 13.3)","(4.4, 5.4, 5.25)","(16.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 28.5)","(15.0, 55.0, 42.83333333333333)","(2.4, 2.94, 2.7840000000000003)"
15-12-2022 11:25:42.436627,"(9.0, 14.0, 13.3)","(4.4, 5.4, 5.25)","(16.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 28.5)","(15.0, 55.0, 42.83333333333333)","(2.4, 2.94, 2.7840000000000003)"
15-12-2022 11:25:43.416073,"(9.0, 14.0, 13.3)","(4.4, 5.4, 5.25)","(16.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 28.5)","(15.0, 55.0, 42.83333333333333)","(2.4, 2.94, 2.7840000000000003)"
15-12-2022 11:25:44.445622,"(9.0, 14.0, 13.3)","(4.4, 5.4, 5.25)","(16.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 28.5)","(15.0, 55.0, 42.83333333333333)","(2.4, 2.94, 2.7840000000000003)"
15-12-2022 11:25:45.481357,"(9.0, 14.0, 13.3)","(4.4, 5.4, 5.25)","(16.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 28.5)","(15.0, 55.0, 42.83333333333333)","(2.4, 2.94, 2.7840000000000003)"
15-12-2022 11:25:46.582382,"(9.0, 14.0, 13.3)","(4.4, 5.4, 5.25)","(16.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 28.5)","(15.0, 55.0, 42.83333333333333)","(2.4, 2.94, 2.7840000000000003)"
15-12-2022 11:25:47.654016,"(9.0, 14.0, 13.3)","(4.4, 5.4, 5.25)","(16.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 19.5)","(15.0, 55.0, 34.25)","(2.4, 2.94, 2.7666666666666666)"
15-12-2022 11:25:48.784230,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.133333333333334)","(16.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 19.5)","(15.0, 50.0, 34.25)","(2.4, 2.94, 2.7666666666666666)"
15-12-2022 11:25:49.796699,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.133333333333334)","(16.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 19.5)","(15.0, 50.0, 34.25)","(2.4, 2.94, 2.7666666666666666)"
15-12-2022 11:25:50.768079,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.133333333333334)","(16.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 19.5)","(15.0, 50.0, 34.25)","(2.4, 2.94, 2.745)"
15-12-2022 11:25:51.767603,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.133333333333334)","(16.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 19.5)","(15.0, 50.0, 34.25)","(2.4, 2.94, 2.745)"
15-12-2022 11:25:52.847425,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.133333333333334)","(16.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 19.5)","(15.0, 50.0, 34.25)","(2.4, 2.94, 2.745)"
15-12-2022 11:25:53.983964,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.327272727272728)","(16.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 19.5)","(15.0, 50.0, 34.25)","(2.4, 2.94, 2.745)"
15-12-2022 11:25:55.047876,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.2857142857142865)","(16.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 19.5)","(15.0, 50.0, 34.25)","(2.4, 2.94, 2.745)"
15-12-2022 11:25:56.021449,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.2857142857142865)","(16.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 19.5)","(15.0, 50.0, 34.25)","(2.4, 2.94, 2.745)"
15-12-2022 11:25:56.995696,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.133333333333334)","(16.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 19.5)","(15.0, 50.0, 34.25)","(2.4, 2.94, 2.745)"
15-12-2022 11:25:58.001662,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.133333333333334)","(16.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 19.5)","(15.0, 50.0, 34.25)","(2.4, 2.94, 2.7600000000000002)"
15-12-2022 11:25:59.079863,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.133333333333334)","(16.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 19.5)","(15.0, 50.0, 34.25)","(2.4, 2.92, 2.7600000000000002)"
15-12-2022 11:26:00.185494,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.133333333333334)","(16.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 19.5)","(15.0, 50.0, 34.25)","(2.4, 2.92, 2.7600000000000002)"
15-12-2022 11:26:01.188974,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.133333333333334)","(16.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 19.5)","(15.0, 50.0, 34.25)","(2.4, 2.92, 2.7600000000000002)"
15-12-2022 11:26:02.134734,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.133333333333334)","(16.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 19.5)","(15.0, 50.0, 29.0)","(2.4, 2.92, 2.7600000000000002)"
15-12-2022 11:26:03.119373,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.133333333333334)","(16.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 21.333333333333332)","(15.0, 50.0, 29.0)","(2.4, 2.92, 2.7600000000000002)"
15-12-2022 11:26:04.177780,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.133333333333334)","(16.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 25.0)","(15.0, 50.0, 34.25)","(2.4, 2.92, 2.7600000000000002)"
15-12-2022 11:26:05.277512,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.133333333333334)","(16.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 25.0)","(15.0, 50.0, 34.25)","(2.4, 2.92, 2.7600000000000002)"
15-12-2022 11:26:06.351892,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.133333333333334)","(16.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 25.0)","(15.0, 50.0, 34.25)","(2.4, 2.92, 2.7600000000000002)"
15-12-2022 11:26:07.329528,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.133333333333334)","(16.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 25.0)","(15.0, 50.0, 34.25)","(2.4, 2.92, 2.7600000000000002)"
15-12-2022 11:26:08.290992,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.133333333333334)","(16.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 25.0)","(15.0, 50.0, 34.25)","(2.4, 2.92, 2.7600000000000002)"
15-12-2022 11:26:09.353129,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.133333333333334)","(16.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 25.0)","(15.0, 50.0, 34.25)","(2.4, 2.92, 2.7600000000000002)"
15-12-2022 11:26:10.462697,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.133333333333334)","(16.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 25.0)","(15.0, 50.0, 34.25)","(2.4, 2.92, 2.7600000000000002)"
15-12-2022 11:26:11.595883,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.133333333333334)","(16.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 25.0)","(15.0, 50.0, 34.25)","(2.4, 2.92, 2.7600000000000002)"
15-12-2022 11:26:12.694768,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.133333333333334)","(16.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 25.0)","(15.0, 50.0, 34.25)","(2.4, 2.92, 2.7600000000000002)"
15-12-2022 11:26:13.728580,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.133333333333334)","(16.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 25.0)","(15.0, 50.0, 34.25)","(2.4, 2.92, 2.7600000000000002)"
15-12-2022 11:26:14.712090,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.133333333333334)","(16.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 25.0)","(15.0, 50.0, 34.25)","(2.4, 2.92, 2.7600000000000002)"
15-12-2022 11:26:15.782279,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.133333333333334)","(16.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 25.0)","(15.0, 50.0, 34.25)","(2.4, 2.92, 2.7600000000000002)"
15-12-2022 11:26:16.898520,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.133333333333334)","(16.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 24.25)","(15.0, 50.0, 34.25)","(2.4, 2.92, 2.7600000000000002)"
15-12-2022 11:26:18.089745,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.133333333333334)","(16.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 21.9)","(15.0, 50.0, 34.25)","(2.4, 2.92, 2.8266666666666667)"
15-12-2022 11:26:19.228582,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.133333333333334)","(16.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 21.9)","(15.0, 50.0, 34.25)","(2.4, 2.9, 2.8266666666666667)"
15-12-2022 11:26:20.333848,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.133333333333334)","(16.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 21.9)","(15.0, 50.0, 34.25)","(2.4, 2.9, 2.8266666666666667)"
15-12-2022 11:26:21.433267,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.133333333333334)","(16.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 21.9)","(15.0, 50.0, 34.25)","(2.4, 2.9, 2.8266666666666667)"
15-12-2022 11:26:22.483035,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.133333333333334)","(17.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 21.9)","(15.0, 50.0, 34.25)","(2.4, 2.9, 2.8266666666666667)"
15-12-2022 11:26:23.542936,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.133333333333334)","(17.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 21.9)","(15.0, 50.0, 34.25)","(2.4, 2.9, 2.8266666666666667)"
15-12-2022 11:26:24.694574,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.133333333333334)","(17.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 21.9)","(15.0, 50.0, 34.25)","(2.4, 2.9, 2.8266666666666667)"
15-12-2022 11:26:25.895599,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.133333333333334)","(17.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 21.9)","(15.0, 50.0, 34.25)","(2.4, 2.9, 2.8266666666666667)"
15-12-2022 11:26:27.073204,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.133333333333334)","(17.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 21.9)","(15.0, 50.0, 34.25)","(2.4, 2.9, 2.8266666666666667)"
15-12-2022 11:26:28.163950,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.133333333333334)","(17.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 21.9)","(15.0, 50.0, 34.25)","(2.4, 2.9, 2.8266666666666667)"
15-12-2022 11:26:29.205908,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.133333333333334)","(17.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 21.9)","(15.0, 50.0, 34.25)","(2.4, 2.9, 2.7350000000000003)"
15-12-2022 11:26:30.230858,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.133333333333334)","(17.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 21.9)","(15.0, 50.0, 34.25)","(2.4, 2.9, 2.7350000000000003)"
15-12-2022 11:26:31.371628,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.133333333333334)","(17.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 21.9)","(15.0, 50.0, 34.25)","(2.4, 2.9, 2.7350000000000003)"
15-12-2022 11:26:32.566747,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.133333333333334)","(17.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 28.0)","(15.0, 50.0, 34.25)","(2.4, 2.9, 2.797142857142857)"
15-12-2022 11:26:33.719292,"(9.0, 14.0, 13.3)","(4.4, 5.4, 5.1000000000000005)","(17.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 28.0)","(15.0, 50.0, 34.25)","(2.4, 2.9, 2.8076923076923075)"
15-12-2022 11:26:34.840223,"(9.0, 14.0, 13.3)","(4.4, 5.4, 5.1000000000000005)","(17.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 28.0)","(15.0, 50.0, 34.25)","(2.4, 2.9, 2.8066666666666666)"
15-12-2022 11:26:35.915019,"(9.0, 14.0, 13.3)","(4.4, 5.4, 5.1000000000000005)","(17.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.410526315789474)","(10.0, 36.0, 24.25)","(15.0, 50.0, 34.25)","(2.4, 2.88, 2.8066666666666666)"
15-12-2022 11:26:36.927825,"(9.0, 14.0, 13.3)","(4.4, 5.4, 5.1000000000000005)","(17.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.381818181818182)","(10.0, 36.0, 24.25)","(15.0, 50.0, 34.25)","(2.4, 2.88, 2.8066666666666666)"
15-12-2022 11:26:38.014594,"(9.0, 14.0, 13.3)","(4.4, 5.4, 5.1000000000000005)","(17.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.381818181818182)","(10.0, 36.0, 24.25)","(15.0, 50.0, 34.25)","(2.4, 2.88, 2.8066666666666666)"
15-12-2022 11:26:39.062986,"(9.0, 14.0, 13.3)","(4.4, 5.4, 5.1000000000000005)","(17.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.381818181818182)","(10.0, 36.0, 24.25)","(15.0, 50.0, 34.25)","(2.4, 2.88, 2.8066666666666666)"
15-12-2022 11:26:40.184205,"(9.0, 14.0, 13.3)","(4.4, 5.4, 5.1000000000000005)","(17.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.381818181818182)","(10.0, 36.0, 24.25)","(15.0, 50.0, 34.25)","(2.4, 2.88, 2.8066666666666666)"
15-12-2022 11:26:41.231082,"(9.0, 14.0, 13.3)","(4.4, 5.4, 5.1000000000000005)","(17.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.381818181818182)","(10.0, 36.0, 24.25)","(15.0, 50.0, 34.25)","(2.4, 2.88, 2.8066666666666666)"
15-12-2022 11:26:42.282117,"(9.0, 14.0, 13.3)","(4.4, 5.4, 5.1000000000000005)","(17.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.381818181818182)","(10.0, 36.0, 24.25)","(15.0, 50.0, 34.25)","(2.4, 2.88, 2.8066666666666666)"
15-12-2022 11:26:43.317123,"(9.0, 14.0, 13.3)","(4.4, 5.4, 5.1000000000000005)","(17.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.381818181818182)","(10.0, 36.0, 24.25)","(15.0, 50.0, 34.25)","(2.4, 2.88, 2.8066666666666666)"
15-12-2022 11:26:44.379348,"(9.0, 14.0, 13.3)","(4.4, 5.4, 5.1000000000000005)","(17.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.381818181818182)","(10.0, 36.0, 24.25)","(15.0, 50.0, 34.25)","(2.4, 2.88, 2.8066666666666666)"
15-12-2022 11:26:45.508650,"(9.0, 14.0, 13.3)","(4.4, 5.4, 5.1000000000000005)","(17.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.381818181818182)","(10.0, 36.0, 24.25)","(15.0, 50.0, 34.25)","(2.4, 2.88, 2.8066666666666666)"
15-12-2022 11:26:46.648360,"(9.0, 14.0, 13.3)","(4.4, 5.4, 5.1000000000000005)","(17.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.381818181818182)","(10.0, 36.0, 24.25)","(15.0, 50.0, 34.25)","(2.4, 2.88, 2.8066666666666666)"
15-12-2022 11:26:47.776741,"(9.0, 14.0, 13.3)","(4.4, 5.4, 5.1000000000000005)","(17.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.381818181818182)","(10.0, 36.0, 25.92857142857143)","(15.0, 50.0, 37.4)","(2.4, 2.88, 2.8)"
15-12-2022 11:26:48.890726,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.133333333333334)","(17.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.381818181818182)","(10.0, 36.0, 25.92857142857143)","(15.0, 50.0, 29.666666666666664)","(2.4, 2.86, 2.8)"
15-12-2022 11:26:49.897156,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.133333333333334)","(17.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.381818181818182)","(10.0, 36.0, 25.92857142857143)","(15.0, 50.0, 29.666666666666664)","(2.4, 2.86, 2.8)"
15-12-2022 11:26:50.895433,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.133333333333334)","(17.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.381818181818182)","(10.0, 36.0, 26.142857142857142)","(15.0, 50.0, 29.666666666666664)","(2.4, 2.86, 2.8)"
15-12-2022 11:26:51.999119,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.133333333333334)","(17.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.381818181818182)","(10.0, 36.0, 26.142857142857142)","(15.0, 50.0, 29.666666666666664)","(2.4, 2.86, 2.8)"
15-12-2022 11:26:53.134401,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.133333333333334)","(17.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.381818181818182)","(10.0, 36.0, 26.142857142857142)","(15.0, 50.0, 29.666666666666664)","(2.4, 2.86, 2.8)"
15-12-2022 11:26:54.233112,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.133333333333334)","(17.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.381818181818182)","(10.0, 36.0, 26.142857142857142)","(15.0, 50.0, 29.666666666666664)","(2.4, 2.86, 2.8)"
15-12-2022 11:26:55.348201,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.133333333333334)","(17.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.381818181818182)","(10.0, 36.0, 26.142857142857142)","(15.0, 50.0, 29.666666666666664)","(2.4, 2.86, 2.8)"
15-12-2022 11:26:56.354247,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.133333333333334)","(17.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.381818181818182)","(10.0, 36.0, 26.142857142857142)","(15.0, 50.0, 29.666666666666664)","(2.4, 2.86, 2.8)"
15-12-2022 11:26:57.317972,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.133333333333334)","(17.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.381818181818182)","(10.0, 36.0, 26.142857142857142)","(15.0, 50.0, 29.666666666666664)","(2.4, 2.86, 2.8)"
15-12-2022 11:26:58.335748,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.133333333333334)","(17.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.381818181818182)","(10.0, 36.0, 26.142857142857142)","(15.0, 50.0, 29.666666666666664)","(2.4, 2.86, 2.8)"
15-12-2022 11:26:59.407383,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.133333333333334)","(17.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.381818181818182)","(10.0, 36.0, 26.142857142857142)","(15.0, 50.0, 29.666666666666664)","(2.4, 2.86, 2.8)"
15-12-2022 11:27:00.429115,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.133333333333334)","(17.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.381818181818182)","(10.0, 36.0, 26.142857142857142)","(15.0, 50.0, 29.666666666666664)","(2.4, 2.86, 2.8)"
