,Malibu Bale,Aston Nancy,Drop Fifty,Glasgow Magic,Gomez Bale,Tiggys Em,Zulu Ghost
22,"[datetime.datetime(2022, 11, 28, 14, 14, 5, 256996), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 14, 5, 256996), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 14, 5, 256996), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 14, 5, 256996), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 14, 5, 256996), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 14, 5, 256996), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 14, 5, 256996), 10.0, 20.0]"
23,"[datetime.datetime(2022, 11, 28, 14, 14, 6, 374679), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 14, 6, 374679), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 14, 6, 374679), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 14, 6, 374679), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 14, 6, 374679), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 14, 6, 374679), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 14, 6, 374679), 10.0, 20.0]"
24,"[datetime.datetime(2022, 11, 28, 14, 14, 7, 488248), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 14, 7, 488248), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 14, 7, 488248), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 14, 7, 488248), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 14, 7, 488248), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 14, 7, 488248), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 14, 7, 488248), 10.0, 20.0]"
25,"[datetime.datetime(2022, 11, 28, 14, 14, 8, 608603), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 14, 8, 608603), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 14, 8, 608603), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 14, 8, 608603), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 14, 8, 608603), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 14, 8, 608603), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 14, 8, 608603), 10.0, 20.0]"
26,"[datetime.datetime(2022, 11, 28, 14, 14, 9, 721771), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 14, 9, 721771), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 14, 9, 721771), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 14, 9, 721771), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 14, 9, 721771), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 14, 9, 721771), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 14, 9, 721771), 10.0, 20.0]"
27,"[datetime.datetime(2022, 11, 28, 14, 14, 10, 834909), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 14, 10, 834909), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 14, 10, 834909), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 14, 10, 834909), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 14, 10, 834909), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 14, 10, 834909), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 14, 10, 834909), 10.0, 20.0]"
28,"[datetime.datetime(2022, 11, 28, 14, 14, 11, 947817), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 14, 11, 947817), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 14, 11, 947817), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 14, 11, 947817), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 14, 11, 947817), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 14, 11, 947817), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 14, 11, 947817), 10.0, 20.0]"
29,"[datetime.datetime(2022, 11, 28, 14, 14, 13, 66725), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 14, 13, 66725), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 14, 13, 66725), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 14, 13, 66725), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 14, 13, 66725), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 14, 13, 66725), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 14, 13, 66725), 10.0, 20.0]"
30,"[datetime.datetime(2022, 11, 28, 14, 14, 14, 182280), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 14, 14, 182280), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 14, 14, 182280), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 14, 14, 182280), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 14, 14, 182280), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 14, 14, 182280), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 14, 14, 182280), 10.0, 20.0]"
31,"[datetime.datetime(2022, 11, 28, 14, 14, 15, 305257), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 14, 15, 305257), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 14, 15, 305257), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 14, 15, 305257), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 14, 15, 305257), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 14, 15, 305257), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 14, 15, 305257), 10.0, 20.0]"
32,"[datetime.datetime(2022, 11, 28, 14, 14, 16, 415445), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 14, 16, 415445), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 14, 16, 415445), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 14, 16, 415445), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 14, 16, 415445), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 14, 16, 415445), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 14, 16, 415445), 10.0, 20.0]"
33,"[datetime.datetime(2022, 11, 28, 14, 14, 17, 536782), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 14, 17, 536782), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 14, 17, 536782), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 14, 17, 536782), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 14, 17, 536782), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 14, 17, 536782), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 14, 17, 536782), 10.0, 20.0]"
34,"[datetime.datetime(2022, 11, 28, 14, 14, 18, 643646), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 14, 18, 643646), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 14, 18, 643646), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 14, 18, 643646), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 14, 18, 643646), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 14, 18, 643646), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 14, 18, 643646), 10.0, 20.0]"
35,"[datetime.datetime(2022, 11, 28, 14, 14, 19, 763400), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 14, 19, 763400), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 14, 19, 763400), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 14, 19, 763400), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 14, 19, 763400), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 14, 19, 763400), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 14, 19, 763400), 10.0, 20.0]"
36,"[datetime.datetime(2022, 11, 28, 14, 14, 20, 869826), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 14, 20, 869826), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 14, 20, 869826), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 14, 20, 869826), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 14, 20, 869826), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 14, 20, 869826), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 14, 20, 869826), 10.0, 20.0]"
37,"[datetime.datetime(2022, 11, 28, 14, 14, 21, 987474), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 14, 21, 987474), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 14, 21, 987474), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 14, 21, 987474), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 14, 21, 987474), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 14, 21, 987474), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 14, 21, 987474), 10.0, 20.0]"
38,"[datetime.datetime(2022, 11, 28, 14, 14, 23, 94724), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 14, 23, 94724), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 14, 23, 94724), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 14, 23, 94724), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 14, 23, 94724), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 14, 23, 94724), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 14, 23, 94724), 10.0, 20.0]"
39,"[datetime.datetime(2022, 11, 28, 14, 14, 24, 213822), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 14, 24, 213822), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 14, 24, 213822), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 14, 24, 213822), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 14, 24, 213822), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 14, 24, 213822), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 14, 24, 213822), 10.0, 20.0]"
40,"[datetime.datetime(2022, 11, 28, 14, 14, 25, 330856), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 14, 25, 330856), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 14, 25, 330856), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 14, 25, 330856), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 14, 25, 330856), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 14, 25, 330856), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 14, 25, 330856), 10.0, 20.0]"
41,"[datetime.datetime(2022, 11, 28, 14, 14, 26, 450033), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 14, 26, 450033), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 14, 26, 450033), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 14, 26, 450033), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 14, 26, 450033), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 14, 26, 450033), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 14, 26, 450033), 10.0, 20.0]"
42,"[datetime.datetime(2022, 11, 28, 14, 14, 27, 566854), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 14, 27, 566854), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 14, 27, 566854), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 14, 27, 566854), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 14, 27, 566854), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 14, 27, 566854), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 14, 27, 566854), 10.0, 20.0]"
43,"[datetime.datetime(2022, 11, 28, 14, 14, 28, 686378), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 14, 28, 686378), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 14, 28, 686378), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 14, 28, 686378), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 14, 28, 686378), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 14, 28, 686378), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 14, 28, 686378), 10.0, 20.0]"
44,"[datetime.datetime(2022, 11, 28, 14, 14, 29, 807516), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 14, 29, 807516), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 14, 29, 807516), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 14, 29, 807516), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 14, 29, 807516), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 14, 29, 807516), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 14, 29, 807516), 10.0, 20.0]"
45,"[datetime.datetime(2022, 11, 28, 14, 14, 30, 918056), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 14, 30, 918056), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 14, 30, 918056), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 14, 30, 918056), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 14, 30, 918056), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 14, 30, 918056), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 14, 30, 918056), 10.0, 20.0]"
