,Mr Wallace,Windshadow,Jackson On Time,Cassimir,Bel Air,Silentsar,Pharoah Magic,The Lions Gate,Sha Of Gomer,Snitcat,Avebury,Wild Calm,Arts Object,Iron Grace,Dolly Bird,Dirty Dancing
07-01-2023 11:34:37.432256,"(31.0, 40.0, 38.6875)","(14.0, 16.5, 15.583333333333334)","(41.0, 150.0, 82.0)","(18.0, 27.0, 25.5)","(2.6, 2.82, 2.8043062200956936)","(16.0, 21.0, 19.833333333333332)","(61.0, 75.0, 73.0)","(41.0, 60.0, 57.5)","(12.0, 16.0, 15.733333333333333)","(11.0, 15.0, 14.1)","(5.0, 7.0, 6.8)","(10.0, 15.0, 14.722222222222221)","(91.0, 140.0, 126.66666666666667)","(31.0, 46.0, 41.82608695652174)","(41.0, 70.0, 65.71428571428571)","(81.0, 120.0, 116.66666666666667)"
07-01-2023 11:34:39.303579,"(31.0, 40.0, 38.6875)","(14.0, 18.5, 15.38888888888889)","(41.0, 150.0, 82.0)","(18.0, 27.0, 25.5)","(2.6, 2.82, 2.803179487179487)","(16.0, 21.0, 19.833333333333332)","(61.0, 75.0, 73.0)","(41.0, 60.0, 57.5)","(12.0, 16.0, 15.733333333333333)","(11.0, 15.0, 14.1)","(5.0, 7.0, 6.8)","(10.0, 15.0, 14.722222222222221)","(91.0, 140.0, 126.66666666666667)","(31.0, 44.0, 42.8)","(41.0, 70.0, 65.71428571428571)","(81.0, 120.0, 116.66666666666667)"
07-01-2023 11:34:41.170843,"(31.0, 40.0, 38.6875)","(14.0, 18.5, 15.75)","(41.0, 150.0, 82.0)","(18.0, 27.0, 25.5)","(2.6, 2.82, 2.803179487179487)","(16.0, 21.0, 19.833333333333332)","(61.0, 75.0, 73.0)","(41.0, 60.0, 57.5)","(12.0, 16.0, 15.733333333333333)","(11.0, 15.0, 14.1)","(5.0, 7.0, 6.672727272727273)","(10.0, 15.0, 14.722222222222221)","(91.0, 140.0, 126.66666666666667)","(31.0, 44.0, 43.07692307692308)","(41.0, 70.0, 65.71428571428571)","(81.0, 120.0, 116.66666666666667)"
07-01-2023 11:34:43.033383,"(31.0, 40.0, 38.6875)","(14.0, 18.0, 15.833333333333334)","(41.0, 150.0, 82.0)","(18.0, 27.0, 25.5)","(2.6, 2.82, 2.801878453038674)","(16.0, 21.0, 19.833333333333332)","(61.0, 75.0, 73.0)","(41.0, 60.0, 57.5)","(12.0, 16.0, 15.733333333333333)","(11.0, 15.0, 14.1)","(5.0, 7.0, 6.672727272727273)","(10.0, 15.0, 14.722222222222221)","(91.0, 140.0, 126.66666666666667)","(31.0, 44.0, 43.07692307692308)","(41.0, 70.0, 65.71428571428571)","(81.0, 120.0, 116.66666666666667)"
07-01-2023 11:34:44.886146,"(31.0, 40.0, 38.6875)","(14.0, 17.5, 15.75)","(41.0, 150.0, 82.0)","(18.0, 27.0, 25.5)","(2.6, 2.82, 2.801878453038674)","(16.0, 21.0, 19.833333333333332)","(61.0, 75.0, 73.0)","(41.0, 60.0, 57.5)","(12.0, 16.0, 15.733333333333333)","(11.0, 15.0, 14.1)","(5.0, 7.0, 6.672727272727273)","(10.0, 15.0, 14.722222222222221)","(91.0, 140.0, 126.66666666666667)","(31.0, 44.0, 43.07692307692308)","(41.0, 70.0, 65.71428571428571)","(81.0, 120.0, 116.66666666666667)"
07-01-2023 11:34:46.722298,"(31.0, 40.0, 38.6875)","(14.0, 18.0, 15.428571428571429)","(41.0, 150.0, 82.0)","(18.0, 27.0, 25.5)","(2.6, 2.82, 2.801878453038674)","(16.0, 21.0, 19.833333333333332)","(61.0, 75.0, 73.0)","(41.0, 60.0, 57.5)","(12.0, 16.0, 15.323529411764707)","(11.0, 15.0, 14.1)","(5.0, 7.0, 6.672727272727273)","(10.0, 15.0, 14.722222222222221)","(91.0, 140.0, 126.66666666666667)","(31.0, 44.0, 43.07692307692308)","(41.0, 70.0, 65.71428571428571)","(81.0, 120.0, 116.66666666666667)"
07-01-2023 11:34:48.557934,"(31.0, 40.0, 38.6875)","(14.0, 18.0, 15.428571428571429)","(41.0, 150.0, 82.0)","(18.0, 27.0, 25.5)","(2.6, 2.82, 2.801878453038674)","(16.0, 21.0, 19.833333333333332)","(61.0, 75.0, 73.0)","(41.0, 60.0, 57.5)","(12.0, 15.5, 15.35483870967742)","(11.0, 15.0, 14.1)","(5.0, 7.0, 6.672727272727273)","(10.0, 15.0, 14.722222222222221)","(91.0, 140.0, 126.66666666666667)","(31.0, 44.0, 43.25)","(41.0, 70.0, 65.71428571428571)","(81.0, 120.0, 116.66666666666667)"
07-01-2023 11:34:50.343175,"(31.0, 40.0, 38.6875)","(14.0, 18.0, 16.615384615384617)","(41.0, 150.0, 82.0)","(18.0, 27.0, 25.5)","(2.6, 2.82, 2.801878453038674)","(16.0, 21.0, 19.833333333333332)","(61.0, 75.0, 73.0)","(41.0, 60.0, 57.5)","(12.0, 16.0, 15.35483870967742)","(11.0, 15.0, 13.833333333333334)","(5.0, 7.0, 6.859999999999999)","(10.0, 15.0, 14.722222222222221)","(91.0, 140.0, 126.66666666666667)","(31.0, 42.0, 39.88235294117647)","(41.0, 70.0, 65.71428571428571)","(81.0, 120.0, 116.66666666666667)"
07-01-2023 11:34:52.168064,"(31.0, 40.0, 38.6875)","(14.0, 18.0, 16.615384615384617)","(41.0, 150.0, 82.0)","(18.0, 27.0, 25.5)","(2.6, 2.82, 2.801878453038674)","(16.0, 21.0, 19.833333333333332)","(61.0, 75.0, 73.0)","(41.0, 60.0, 57.5)","(12.0, 16.0, 15.35483870967742)","(11.0, 14.5, 13.833333333333334)","(5.0, 7.0, 6.888888888888888)","(10.0, 15.0, 14.722222222222221)","(91.0, 140.0, 126.66666666666667)","(31.0, 42.0, 39.88235294117647)","(41.0, 70.0, 65.71428571428571)","(81.0, 120.0, 116.66666666666667)"
07-01-2023 11:34:54.030480,"(31.0, 40.0, 38.6875)","(14.0, 18.0, 17.1)","(41.0, 150.0, 82.0)","(18.0, 27.0, 25.5)","(2.6, 2.82, 2.801878453038674)","(16.0, 21.0, 19.833333333333332)","(61.0, 75.0, 73.0)","(41.0, 60.0, 57.5)","(12.0, 16.0, 15.35483870967742)","(11.0, 14.5, 13.833333333333334)","(5.0, 7.0, 6.888888888888888)","(10.0, 15.0, 14.722222222222221)","(91.0, 140.0, 126.66666666666667)","(31.0, 42.0, 39.88235294117647)","(41.0, 70.0, 65.71428571428571)","(81.0, 120.0, 116.66666666666667)"
07-01-2023 11:34:55.840148,"(31.0, 40.0, 38.6875)","(14.0, 18.0, 16.615384615384617)","(41.0, 150.0, 80.0)","(18.0, 27.0, 25.5)","(2.6, 2.82, 2.800417910447761)","(16.0, 21.0, 19.833333333333332)","(61.0, 75.0, 73.0)","(41.0, 60.0, 57.5)","(12.0, 16.0, 15.268292682926829)","(11.0, 14.5, 13.785714285714286)","(5.0, 7.0, 7.064285714285714)","(10.0, 15.0, 14.722222222222221)","(91.0, 140.0, 126.66666666666667)","(31.0, 42.0, 39.88235294117647)","(41.0, 70.0, 65.71428571428571)","(81.0, 120.0, 116.66666666666667)"
07-01-2023 11:34:57.724555,"(31.0, 40.0, 38.6875)","(14.0, 18.0, 16.615384615384617)","(41.0, 150.0, 80.0)","(18.0, 27.0, 25.5)","(2.6, 2.82, 2.782758620689655)","(16.0, 21.0, 19.833333333333332)","(61.0, 75.0, 73.0)","(41.0, 60.0, 57.5)","(12.0, 16.0, 15.35483870967742)","(11.0, 14.5, 13.728571428571428)","(5.0, 7.6, 7.119999999999999)","(10.0, 15.0, 14.722222222222221)","(91.0, 140.0, 126.66666666666667)","(31.0, 42.0, 39.88235294117647)","(41.0, 70.0, 65.71428571428571)","(81.0, 120.0, 116.66666666666667)"
07-01-2023 11:34:59.668044,"(31.0, 40.0, 38.6875)","(14.0, 18.0, 16.3125)","(41.0, 150.0, 80.0)","(18.0, 27.0, 25.344827586206897)","(2.6, 2.8, 2.7824999999999998)","(16.0, 21.0, 19.833333333333332)","(61.0, 75.0, 73.0)","(41.0, 60.0, 57.5)","(12.0, 16.0, 15.35483870967742)","(11.0, 14.5, 13.833333333333334)","(5.0, 7.6, 7.119999999999999)","(10.0, 15.0, 14.722222222222221)","(91.0, 140.0, 126.66666666666667)","(31.0, 42.0, 39.88235294117647)","(41.0, 70.0, 65.71428571428571)","(81.0, 120.0, 116.66666666666667)"
07-01-2023 11:35:01.560433,"(31.0, 40.0, 38.6875)","(14.0, 18.0, 16.615384615384617)","(41.0, 150.0, 80.0)","(18.0, 27.0, 25.5)","(2.6, 2.8, 2.7737414965986393)","(16.0, 21.0, 19.833333333333332)","(61.0, 75.0, 73.0)","(41.0, 60.0, 57.5)","(12.0, 16.0, 15.34375)","(11.0, 14.5, 13.728571428571428)","(5.0, 7.6, 7.123809523809523)","(10.0, 15.0, 14.722222222222221)","(91.0, 140.0, 126.66666666666667)","(31.0, 42.0, 39.88235294117647)","(41.0, 70.0, 65.71428571428571)","(81.0, 120.0, 116.66666666666667)"
07-01-2023 11:35:03.455385,"(31.0, 40.0, 38.6875)","(14.0, 18.0, 16.615384615384617)","(41.0, 150.0, 80.0)","(18.0, 27.0, 25.5)","(2.6, 2.78, 2.7737414965986393)","(16.0, 21.0, 19.833333333333332)","(61.0, 75.0, 73.0)","(41.0, 60.0, 57.5)","(12.0, 15.5, 15.34375)","(11.0, 14.5, 13.833333333333334)","(5.0, 7.6, 7.123809523809523)","(10.0, 15.0, 14.722222222222221)","(91.0, 140.0, 126.66666666666667)","(31.0, 42.0, 39.88235294117647)","(41.0, 70.0, 67.5)","(81.0, 120.0, 116.66666666666667)"
07-01-2023 11:35:05.378976,"(31.0, 40.0, 38.6875)","(14.0, 18.0, 16.615384615384617)","(41.0, 150.0, 80.0)","(18.0, 27.0, 25.5)","(2.6, 2.78, 2.7714049586776857)","(16.0, 21.0, 19.833333333333332)","(61.0, 75.0, 73.0)","(41.0, 60.0, 57.5)","(12.0, 15.5, 15.407407407407407)","(11.0, 14.5, 13.833333333333334)","(5.0, 7.6, 7.123809523809523)","(10.0, 15.0, 14.722222222222221)","(91.0, 140.0, 126.66666666666667)","(31.0, 40.0, 39.6)","(41.0, 70.0, 67.5)","(81.0, 120.0, 116.66666666666667)"
07-01-2023 11:35:07.211466,"(31.0, 40.0, 38.6875)","(14.0, 18.0, 16.615384615384617)","(41.0, 150.0, 87.0)","(18.0, 27.0, 26.88888888888889)","(2.6, 2.78, 2.7714049586776857)","(16.0, 21.0, 19.833333333333332)","(61.0, 75.0, 73.0)","(41.0, 60.0, 57.5)","(12.0, 16.0, 15.35483870967742)","(11.0, 14.5, 13.833333333333334)","(5.0, 7.6, 6.731343283582089)","(10.0, 15.0, 14.722222222222221)","(91.0, 140.0, 126.66666666666667)","(31.0, 40.0, 39.6)","(41.0, 70.0, 67.5)","(81.0, 120.0, 116.66666666666667)"
07-01-2023 11:35:09.094569,"(31.0, 40.0, 38.6875)","(14.0, 18.0, 16.615384615384617)","(41.0, 150.0, 83.88888888888889)","(18.0, 28.0, 26.363636363636363)","(2.6, 2.78, 2.7722033898305085)","(16.0, 21.0, 19.833333333333332)","(61.0, 75.0, 73.0)","(41.0, 60.0, 57.5)","(12.0, 16.0, 15.35483870967742)","(11.0, 14.5, 13.833333333333334)","(5.0, 7.4, 6.835714285714285)","(10.0, 15.0, 14.722222222222221)","(91.0, 140.0, 126.66666666666667)","(31.0, 40.0, 49.0)","(41.0, 70.0, 67.5)","(81.0, 120.0, 116.66666666666667)"
07-01-2023 11:35:10.990428,"(31.0, 40.0, 38.6875)","(14.0, 18.0, 16.615384615384617)","(41.0, 150.0, 83.88888888888889)","(18.0, 28.0, 26.363636363636363)","(2.6, 2.78, 2.7714049586776857)","(16.0, 21.0, 19.833333333333332)","(61.0, 75.0, 73.0)","(41.0, 60.0, 57.5)","(12.0, 16.0, 15.35483870967742)","(11.0, 14.5, 13.833333333333334)","(5.0, 7.2, 6.835714285714285)","(10.0, 15.0, 14.722222222222221)","(91.0, 140.0, 126.66666666666667)","(31.0, 50.0, 49.0)","(41.0, 70.0, 67.5)","(81.0, 120.0, 116.66666666666667)"
07-01-2023 11:35:12.890900,"(31.0, 40.0, 38.6875)","(14.0, 18.0, 16.615384615384617)","(41.0, 150.0, 83.88888888888889)","(18.0, 28.0, 26.363636363636363)","(2.6, 2.78, 2.7485201793721976)","(16.0, 21.0, 19.833333333333332)","(61.0, 75.0, 73.0)","(41.0, 60.0, 57.5)","(12.0, 16.0, 15.35483870967742)","(11.0, 14.5, 13.833333333333334)","(5.0, 7.2, 6.84)","(10.0, 15.0, 14.722222222222221)","(91.0, 140.0, 126.66666666666667)","(31.0, 50.0, 44.94736842105263)","(41.0, 70.0, 67.5)","(81.0, 120.0, 116.66666666666667)"
07-01-2023 11:35:14.719942,"(31.0, 40.0, 38.6875)","(14.0, 18.0, 16.363636363636363)","(41.0, 150.0, 83.88888888888889)","(18.0, 28.0, 26.363636363636363)","(2.6, 2.78, 2.7485201793721976)","(16.0, 21.0, 19.833333333333332)","(61.0, 75.0, 73.0)","(41.0, 60.0, 57.5)","(12.0, 16.0, 15.268292682926829)","(11.0, 14.5, 13.7)","(5.0, 7.2, 6.870967741935484)","(10.0, 15.0, 14.722222222222221)","(91.0, 140.0, 126.66666666666667)","(31.0, 50.0, 44.0)","(41.0, 70.0, 67.5)","(81.0, 120.0, 116.66666666666667)"
07-01-2023 11:35:16.530262,"(31.0, 40.0, 38.6875)","(14.0, 18.0, 16.363636363636363)","(41.0, 150.0, 83.88888888888889)","(18.0, 28.0, 26.363636363636363)","(2.6, 2.78, 2.7485201793721976)","(16.0, 21.0, 19.833333333333332)","(61.0, 75.0, 73.0)","(41.0, 60.0, 57.5)","(12.0, 16.0, 15.268292682926829)","(11.0, 14.5, 13.7)","(5.0, 7.2, 6.870967741935484)","(10.0, 15.0, 14.722222222222221)","(91.0, 140.0, 126.66666666666667)","(31.0, 50.0, 44.0)","(41.0, 70.0, 67.5)","(81.0, 120.0, 116.66666666666667)"
07-01-2023 11:35:18.430706,"(31.0, 40.0, 38.6875)","(14.0, 18.0, 16.363636363636363)","(41.0, 150.0, 83.88888888888889)","(18.0, 28.0, 26.363636363636363)","(2.6, 2.78, 2.746411483253589)","(16.0, 21.0, 19.833333333333332)","(61.0, 75.0, 73.0)","(41.0, 60.0, 57.5)","(12.0, 16.0, 15.268292682926829)","(11.0, 14.5, 13.7)","(5.0, 7.2, 6.870967741935484)","(10.0, 15.0, 14.722222222222221)","(91.0, 140.0, 126.66666666666667)","(31.0, 50.0, 45.38461538461539)","(41.0, 70.0, 67.5)","(81.0, 120.0, 116.66666666666667)"
07-01-2023 11:35:20.343344,"(31.0, 40.0, 38.6875)","(14.0, 18.0, 16.363636363636363)","(41.0, 150.0, 83.88888888888889)","(18.0, 28.0, 26.363636363636363)","(2.6, 2.78, 2.746411483253589)","(16.0, 21.0, 19.833333333333332)","(61.0, 75.0, 73.0)","(41.0, 60.0, 57.5)","(12.0, 16.0, 15.34375)","(11.0, 14.5, 13.7)","(5.0, 7.2, 6.866666666666666)","(10.0, 15.0, 14.722222222222221)","(91.0, 140.0, 126.66666666666667)","(31.0, 50.0, 45.38461538461539)","(41.0, 70.0, 67.5)","(81.0, 120.0, 116.66666666666667)"
07-01-2023 11:35:22.207760,"(31.0, 40.0, 38.6875)","(14.0, 18.0, 16.363636363636363)","(41.0, 150.0, 83.88888888888889)","(18.0, 28.0, 26.363636363636363)","(2.6, 2.78, 2.746411483253589)","(16.0, 21.0, 19.833333333333332)","(61.0, 75.0, 73.0)","(41.0, 60.0, 57.5)","(12.0, 15.5, 15.34375)","(11.0, 14.5, 13.7)","(5.0, 7.0, 6.866666666666666)","(10.0, 15.0, 14.722222222222221)","(91.0, 140.0, 126.66666666666667)","(31.0, 50.0, 45.38461538461539)","(41.0, 70.0, 67.5)","(81.0, 120.0, 116.66666666666667)"
07-01-2023 11:35:24.033914,"(31.0, 40.0, 38.6875)","(14.0, 18.0, 16.363636363636363)","(41.0, 150.0, 83.88888888888889)","(18.0, 28.0, 26.363636363636363)","(2.6, 2.78, 2.748938053097345)","(16.0, 21.0, 19.833333333333332)","(61.0, 75.0, 73.0)","(41.0, 60.0, 57.5)","(12.0, 15.5, 15.407407407407407)","(11.0, 14.5, 13.7)","(5.0, 7.0, 6.764705882352941)","(10.0, 15.0, 14.722222222222221)","(91.0, 140.0, 126.66666666666667)","(31.0, 50.0, 45.38461538461539)","(41.0, 70.0, 67.5)","(81.0, 120.0, 116.66666666666667)"
07-01-2023 11:35:25.918048,"(31.0, 40.0, 38.6875)","(14.0, 18.0, 16.363636363636363)","(41.0, 150.0, 90.5)","(18.0, 28.0, 26.363636363636363)","(2.6, 2.78, 2.748938053097345)","(16.0, 21.0, 19.833333333333332)","(61.0, 75.0, 73.0)","(41.0, 60.0, 57.5)","(12.0, 16.0, 15.35483870967742)","(11.0, 14.5, 13.7)","(5.0, 7.0, 6.764705882352941)","(10.0, 15.0, 14.722222222222221)","(91.0, 140.0, 126.66666666666667)","(31.0, 50.0, 45.38461538461539)","(41.0, 70.0, 67.5)","(81.0, 120.0, 116.66666666666667)"
07-01-2023 11:35:27.771020,"(31.0, 40.0, 38.6875)","(14.0, 18.0, 16.363636363636363)","(41.0, 150.0, 90.5)","(18.0, 28.0, 26.363636363636363)","(2.6, 2.78, 2.748938053097345)","(16.0, 21.0, 19.833333333333332)","(61.0, 75.0, 73.0)","(41.0, 60.0, 57.5)","(12.0, 16.0, 15.35483870967742)","(11.0, 14.5, 13.7)","(5.0, 7.0, 6.764705882352941)","(10.0, 15.0, 14.722222222222221)","(91.0, 140.0, 126.66666666666667)","(31.0, 50.0, 45.38461538461539)","(41.0, 70.0, 67.5)","(81.0, 120.0, 116.66666666666667)"
07-01-2023 11:35:29.672136,"(31.0, 40.0, 38.6875)","(14.0, 18.0, 16.363636363636363)","(41.0, 150.0, 90.5)","(18.0, 28.0, 26.363636363636363)","(2.6, 2.78, 2.748938053097345)","(16.0, 21.0, 19.833333333333332)","(61.0, 75.0, 73.0)","(41.0, 60.0, 57.5)","(12.0, 16.0, 15.35483870967742)","(11.0, 14.5, 14.0)","(5.0, 7.0, 6.764705882352941)","(10.0, 15.0, 14.722222222222221)","(91.0, 140.0, 126.66666666666667)","(31.0, 50.0, 42.0)","(41.0, 70.0, 77.0)","(81.0, 120.0, 116.66666666666667)"
07-01-2023 11:35:31.457976,"(31.0, 40.0, 38.6875)","(14.0, 18.0, 16.363636363636363)","(41.0, 150.0, 90.5)","(18.0, 28.0, 26.363636363636363)","(2.6, 2.78, 2.7330958904109592)","(16.0, 21.0, 19.833333333333332)","(61.0, 75.0, 73.0)","(41.0, 60.0, 57.5)","(12.0, 16.0, 15.35483870967742)","(11.0, 14.5, 14.115384615384615)","(5.0, 7.0, 6.764705882352941)","(10.0, 15.0, 14.722222222222221)","(91.0, 140.0, 126.66666666666667)","(31.0, 48.0, 42.0)","(41.0, 80.0, 78.125)","(81.0, 120.0, 116.66666666666667)"
07-01-2023 11:35:33.291066,"(31.0, 40.0, 38.6875)","(14.0, 18.0, 17.571428571428573)","(41.0, 150.0, 90.5)","(18.0, 28.0, 26.363636363636363)","(2.6, 2.74, 2.7329411764705887)","(16.0, 21.0, 19.833333333333332)","(61.0, 75.0, 73.0)","(41.0, 60.0, 57.5)","(12.0, 16.0, 15.35483870967742)","(11.0, 14.5, 13.98)","(5.0, 7.0, 6.764705882352941)","(10.0, 15.0, 14.722222222222221)","(91.0, 140.0, 126.66666666666667)","(31.0, 48.0, 42.0)","(41.0, 80.0, 72.77777777777777)","(81.0, 120.0, 116.66666666666667)"
07-01-2023 11:35:35.152274,"(31.0, 40.0, 38.6875)","(14.0, 18.0, 15.428571428571429)","(41.0, 150.0, 90.5)","(18.0, 28.0, 26.363636363636363)","(2.6, 2.74, 2.7326423357664233)","(16.0, 21.0, 19.833333333333332)","(61.0, 75.0, 73.0)","(41.0, 60.0, 57.5)","(12.0, 16.0, 15.35483870967742)","(11.0, 15.0, 14.071428571428571)","(5.0, 7.0, 6.764705882352941)","(10.0, 15.0, 14.722222222222221)","(91.0, 140.0, 126.66666666666667)","(31.0, 48.0, 42.0)","(41.0, 85.0, 72.77777777777777)","(81.0, 120.0, 116.66666666666667)"
07-01-2023 11:35:37.210012,"(31.0, 40.0, 38.6875)","(14.0, 18.0, 15.428571428571429)","(41.0, 150.0, 90.5)","(18.0, 28.0, 26.88888888888889)","(2.6, 2.74, 2.7334117647058824)","(16.0, 21.0, 19.833333333333332)","(61.0, 75.0, 73.0)","(41.0, 60.0, 57.5)","(12.0, 16.0, 15.35483870967742)","(11.0, 15.0, 14.071428571428571)","(5.0, 7.0, 6.764705882352941)","(10.0, 15.0, 14.722222222222221)","(91.0, 140.0, 126.66666666666667)","(31.0, 48.0, 42.0)","(41.0, 85.0, 72.77777777777777)","(81.0, 120.0, 116.66666666666667)"
07-01-2023 11:35:38.992411,"(31.0, 40.0, 38.6875)","(14.0, 18.0, 15.428571428571429)","(41.0, 150.0, 90.5)","(18.0, 28.0, 26.88888888888889)","(2.6, 2.74, 2.721739130434783)","(16.0, 21.0, 19.833333333333332)","(61.0, 75.0, 73.0)","(41.0, 60.0, 57.5)","(12.0, 16.0, 15.34375)","(11.0, 15.0, 14.071428571428571)","(5.0, 7.0, 6.764705882352941)","(10.0, 15.0, 14.722222222222221)","(91.0, 140.0, 126.66666666666667)","(31.0, 48.0, 42.92307692307692)","(41.0, 85.0, 72.77777777777777)","(81.0, 120.0, 116.66666666666667)"
07-01-2023 11:35:40.868160,"(31.0, 40.0, 38.6875)","(14.0, 18.0, 15.428571428571429)","(41.0, 150.0, 90.5)","(18.0, 28.0, 26.88888888888889)","(2.6, 2.74, 2.7334117647058824)","(16.0, 21.0, 19.833333333333332)","(61.0, 75.0, 73.0)","(41.0, 60.0, 57.5)","(12.0, 15.5, 15.34375)","(11.0, 15.0, 14.071428571428571)","(5.0, 7.0, 6.764705882352941)","(10.0, 15.0, 14.722222222222221)","(91.0, 140.0, 126.66666666666667)","(31.0, 46.0, 42.92307692307692)","(41.0, 85.0, 72.77777777777777)","(81.0, 120.0, 116.66666666666667)"
07-01-2023 11:35:42.739027,"(31.0, 40.0, 38.6875)","(14.0, 18.0, 15.428571428571429)","(41.0, 150.0, 90.5)","(18.0, 28.0, 26.88888888888889)","(2.6, 2.74, 2.7329113924050636)","(16.0, 21.0, 19.833333333333332)","(61.0, 75.0, 73.0)","(41.0, 60.0, 57.5)","(12.0, 15.5, 15.34375)","(11.0, 15.0, 13.725)","(5.0, 7.0, 6.764705882352941)","(10.0, 15.0, 14.722222222222221)","(91.0, 140.0, 126.66666666666667)","(31.0, 46.0, 42.92307692307692)","(41.0, 85.0, 72.77777777777777)","(81.0, 120.0, 116.66666666666667)"
07-01-2023 11:35:44.704865,"(31.0, 40.0, 38.6875)","(14.0, 18.0, 15.428571428571429)","(41.0, 150.0, 90.5)","(18.0, 28.0, 26.88888888888889)","(2.6, 2.74, 2.7277372262773723)","(16.0, 21.0, 19.833333333333332)","(61.0, 75.0, 73.0)","(41.0, 60.0, 57.5)","(12.0, 15.5, 15.34375)","(11.0, 15.0, 13.725)","(5.0, 7.0, 6.764705882352941)","(10.0, 15.0, 14.722222222222221)","(91.0, 140.0, 126.66666666666667)","(31.0, 46.0, 42.92307692307692)","(41.0, 85.0, 72.77777777777777)","(81.0, 120.0, 116.66666666666667)"
07-01-2023 11:35:46.606698,"(31.0, 40.0, 38.6875)","(14.0, 18.0, 15.428571428571429)","(41.0, 150.0, 90.5)","(18.0, 28.0, 26.88888888888889)","(2.6, 2.74, 2.7277372262773723)","(16.0, 21.0, 19.833333333333332)","(61.0, 75.0, 73.0)","(41.0, 60.0, 57.5)","(12.0, 15.5, 15.34375)","(11.0, 15.0, 13.725)","(5.0, 7.0, 6.764705882352941)","(10.0, 15.0, 14.722222222222221)","(91.0, 140.0, 126.66666666666667)","(31.0, 46.0, 42.92307692307692)","(41.0, 85.0, 72.77777777777777)","(81.0, 120.0, 116.66666666666667)"
07-01-2023 11:35:48.491584,"(31.0, 40.0, 38.6875)","(14.0, 18.0, 15.428571428571429)","(41.0, 150.0, 90.5)","(18.0, 28.0, 26.88888888888889)","(2.6, 2.74, 2.725762711864407)","(16.0, 21.0, 19.833333333333332)","(61.0, 75.0, 73.0)","(41.0, 60.0, 57.5)","(12.0, 15.5, 15.34375)","(11.0, 15.0, 13.725)","(5.0, 7.0, 6.764705882352941)","(10.0, 15.0, 14.722222222222221)","(91.0, 150.0, 120.0)","(31.0, 46.0, 42.92307692307692)","(41.0, 85.0, 72.77777777777777)","(81.0, 120.0, 116.66666666666667)"
07-01-2023 11:35:50.389984,"(31.0, 40.0, 38.6875)","(14.0, 18.0, 15.428571428571429)","(41.0, 150.0, 90.5)","(18.0, 28.0, 26.88888888888889)","(2.6, 2.74, 2.7244923076923078)","(16.0, 21.0, 19.833333333333332)","(61.0, 75.0, 73.0)","(41.0, 60.0, 57.5)","(12.0, 15.5, 15.34375)","(11.0, 15.0, 13.725)","(5.0, 7.0, 6.764705882352941)","(10.0, 15.0, 14.722222222222221)","(91.0, 150.0, 120.0)","(31.0, 46.0, 42.92307692307692)","(41.0, 85.0, 72.77777777777777)","(81.0, 120.0, 116.66666666666667)"
07-01-2023 11:35:52.318903,"(31.0, 40.0, 38.6875)","(14.0, 18.0, 15.428571428571429)","(41.0, 150.0, 90.5)","(18.0, 28.0, 26.5)","(2.6, 2.74, 2.7244923076923078)","(16.0, 21.0, 19.833333333333332)","(61.0, 75.0, 73.0)","(41.0, 60.0, 57.5)","(12.0, 15.5, 15.34375)","(11.0, 15.0, 13.725)","(5.0, 7.0, 6.764705882352941)","(10.0, 15.0, 14.722222222222221)","(91.0, 150.0, 120.0)","(31.0, 46.0, 43.333333333333336)","(41.0, 85.0, 72.77777777777777)","(81.0, 120.0, 116.66666666666667)"
07-01-2023 11:35:54.182130,"(31.0, 40.0, 38.6875)","(14.0, 18.0, 15.428571428571429)","(41.0, 150.0, 90.5)","(18.0, 28.0, 26.5)","(2.6, 2.74, 2.7244923076923078)","(16.0, 21.0, 19.833333333333332)","(61.0, 75.0, 73.0)","(41.0, 60.0, 57.5)","(12.0, 15.5, 15.34375)","(11.0, 15.0, 13.725)","(5.0, 7.0, 6.764705882352941)","(10.0, 15.0, 14.722222222222221)","(91.0, 150.0, 120.0)","(31.0, 46.0, 43.333333333333336)","(51.0, 85.0, 72.77777777777777)","(81.0, 120.0, 116.66666666666667)"
07-01-2023 11:35:56.009639,"(31.0, 40.0, 38.6875)","(14.0, 18.0, 15.428571428571429)","(41.0, 150.0, 90.5)","(18.0, 28.0, 26.5)","(2.6, 2.74, 2.7244923076923078)","(16.0, 21.0, 19.833333333333332)","(61.0, 75.0, 73.0)","(41.0, 60.0, 57.5)","(12.0, 15.5, 15.34375)","(11.0, 15.0, 13.725)","(5.0, 7.0, 6.604123711340206)","(10.0, 15.0, 14.722222222222221)","(91.0, 150.0, 120.0)","(31.0, 46.0, 43.333333333333336)","(51.0, 85.0, 72.77777777777777)","(81.0, 120.0, 116.66666666666667)"
07-01-2023 11:35:57.825166,"(31.0, 40.0, 38.6875)","(14.0, 18.0, 15.428571428571429)","(41.0, 150.0, 90.5)","(18.0, 28.0, 26.5)","(2.6, 2.74, 2.726983050847458)","(16.0, 21.0, 19.833333333333332)","(61.0, 75.0, 73.0)","(41.0, 60.0, 57.5)","(12.0, 15.5, 15.34375)","(11.0, 15.0, 13.725)","(5.0, 6.8, 6.604123711340206)","(10.0, 15.0, 14.722222222222221)","(91.0, 150.0, 120.0)","(31.0, 46.0, 43.333333333333336)","(51.0, 85.0, 72.77777777777777)","(81.0, 120.0, 116.66666666666667)"
