,Mr Wallace,Windshadow,Jackson On Time,Cassimir,Bel Air,Silentsar,Pharoah Magic,The Lions Gate,Sha Of Gomer,Snitcat,Avebury,Wild Calm,Arts Object,Iron Grace,Dolly Bird,Dirty Dancing
07-01-2023 11:52:30.608163,"(31.0, 36.0, 34.06896551724138)","(11.0, 12.0, 11.581632653061224)","(61.0, 170.0, 154.6153846153846)","(21.0, 36.0, 32.61538461538461)","(2.45, 2.8, 2.7809876543209873)","(15.0, 19.0, 18.966666666666665)","(61.0, 90.0, 76.15384615384616)","(41.0, 65.0, 62.5)","(12.0, 14.5, 14.447368421052632)","(10.0, 11.5, 11.295336787564766)","(6.0, 7.0, 6.943859649122807)","(12.0, 21.0, 20.1875)","(81.0, 150.0, 131.25)","(31.0, 42.0, 40.08)","(61.0, 75.0, 74.16666666666667)","(71.0, 100.0, 94.375)"
07-01-2023 11:52:32.240758,"(31.0, 36.0, 34.06896551724138)","(11.0, 12.0, 11.581632653061224)","(61.0, 170.0, 154.6153846153846)","(21.0, 36.0, 32.61538461538461)","(2.45, 2.8, 2.7665346534653463)","(15.0, 19.0, 19.22222222222222)","(61.0, 90.0, 76.15384615384616)","(41.0, 65.0, 62.5)","(12.0, 14.5, 14.217948717948717)","(10.0, 11.5, 11.30050505050505)","(6.0, 7.0, 6.943859649122807)","(12.0, 21.0, 20.1875)","(81.0, 150.0, 131.25)","(31.0, 42.0, 40.166666666666664)","(61.0, 75.0, 73.0)","(71.0, 100.0, 94.375)"
07-01-2023 11:52:33.962033,"(31.0, 36.0, 34.22222222222222)","(11.0, 12.0, 12.06578947368421)","(61.0, 170.0, 155.45454545454547)","(21.0, 36.0, 32.18181818181818)","(2.45, 2.78, 2.746451612903226)","(15.0, 19.5, 19.22222222222222)","(61.0, 90.0, 76.15384615384616)","(41.0, 65.0, 62.5)","(12.0, 15.0, 14.33695652173913)","(10.0, 11.5, 11.308755760368664)","(6.0, 7.0, 6.943859649122807)","(12.0, 21.0, 20.1875)","(81.0, 150.0, 128.57142857142858)","(31.0, 42.0, 39.411764705882355)","(61.0, 80.0, 69.6875)","(71.0, 100.0, 94.375)"
07-01-2023 11:52:35.694850,"(31.0, 36.0, 34.22222222222222)","(11.0, 12.5, 12.0625)","(61.0, 170.0, 154.6153846153846)","(21.0, 34.0, 32.333333333333336)","(2.45, 2.76, 2.7476470588235293)","(15.0, 19.5, 19.22222222222222)","(61.0, 90.0, 76.15384615384616)","(41.0, 65.0, 62.5)","(12.0, 15.0, 14.377551020408163)","(10.0, 11.5, 11.308755760368664)","(6.0, 7.0, 6.936)","(12.0, 21.0, 20.1875)","(81.0, 150.0, 128.57142857142858)","(31.0, 42.0, 39.411764705882355)","(61.0, 80.0, 69.6875)","(71.0, 100.0, 95.0)"
07-01-2023 11:52:37.388042,"(31.0, 36.0, 34.22222222222222)","(11.0, 12.5, 12.0625)","(61.0, 170.0, 154.6153846153846)","(21.0, 34.0, 30.705882352941178)","(2.45, 2.76, 2.7504)","(15.0, 19.5, 19.22222222222222)","(61.0, 90.0, 76.15384615384616)","(41.0, 65.0, 62.5)","(12.0, 15.0, 14.265060240963855)","(10.0, 11.5, 11.31390134529148)","(6.0, 7.0, 6.869047619047619)","(12.0, 21.0, 20.1875)","(81.0, 150.0, 128.57142857142858)","(31.0, 42.0, 39.411764705882355)","(61.0, 80.0, 66.42857142857143)","(71.0, 100.0, 94.375)"
07-01-2023 11:52:39.107440,"(31.0, 36.0, 34.22222222222222)","(11.0, 12.5, 12.181818181818182)","(61.0, 170.0, 154.6153846153846)","(21.0, 34.0, 28.2)","(2.45, 2.78, 2.7648979591836733)","(15.0, 19.5, 19.22222222222222)","(61.0, 90.0, 76.15384615384616)","(41.0, 65.0, 62.5)","(12.0, 15.0, 14.265060240963855)","(10.0, 11.5, 11.31390134529148)","(6.0, 7.0, 6.934210526315789)","(12.0, 21.0, 20.1875)","(81.0, 150.0, 128.57142857142858)","(31.0, 42.0, 39.411764705882355)","(61.0, 70.0, 66.875)","(71.0, 100.0, 94.375)"
07-01-2023 11:52:40.876358,"(31.0, 36.0, 34.22222222222222)","(11.0, 12.5, 12.181818181818182)","(61.0, 170.0, 154.6153846153846)","(21.0, 32.0, 28.63157894736842)","(2.45, 2.78, 2.7648979591836733)","(15.0, 19.5, 19.22222222222222)","(61.0, 90.0, 76.15384615384616)","(41.0, 65.0, 62.5)","(12.0, 15.0, 14.377551020408163)","(10.0, 11.5, 11.291457286432161)","(6.0, 7.0, 7.03015873015873)","(12.0, 21.0, 20.1875)","(81.0, 150.0, 128.57142857142858)","(31.0, 42.0, 39.06666666666667)","(61.0, 70.0, 66.57894736842105)","(71.0, 100.0, 95.0)"
07-01-2023 11:52:42.766385,"(31.0, 36.0, 34.22222222222222)","(11.0, 12.5, 12.196078431372548)","(61.0, 170.0, 154.6153846153846)","(21.0, 32.0, 28.235294117647058)","(2.45, 2.78, 2.7648979591836733)","(15.0, 19.5, 18.8125)","(61.0, 90.0, 80.66666666666667)","(41.0, 65.0, 62.5)","(12.0, 15.0, 14.636904761904763)","(10.0, 11.5, 11.290243902439025)","(6.0, 7.2, 7.031496062992126)","(12.0, 21.0, 19.84375)","(101.0, 150.0, 133.33333333333334)","(31.0, 42.0, 41.07692307692308)","(61.0, 70.0, 67.5)","(71.0, 100.0, 94.375)"
07-01-2023 11:52:44.467595,"(31.0, 36.0, 34.76923076923077)","(11.0, 12.5, 12.12280701754386)","(61.0, 170.0, 154.6153846153846)","(21.0, 32.0, 28.666666666666668)","(2.45, 2.78, 2.7648979591836733)","(15.0, 19.0, 18.77027027027027)","(61.0, 90.0, 80.66666666666667)","(41.0, 65.0, 62.5)","(12.0, 15.0, 14.636904761904763)","(10.0, 11.5, 11.290243902439025)","(6.0, 7.2, 7.031496062992126)","(12.0, 20.0, 19.84375)","(101.0, 150.0, 133.33333333333334)","(31.0, 42.0, 41.142857142857146)","(61.0, 70.0, 67.33333333333333)","(71.0, 100.0, 94.375)"
07-01-2023 11:52:46.217170,"(31.0, 36.0, 34.76923076923077)","(11.0, 12.5, 12.028409090909092)","(61.0, 170.0, 154.6153846153846)","(21.0, 30.0, 28.235294117647058)","(2.45, 2.78, 2.7648979591836733)","(15.0, 19.0, 18.679012345679013)","(61.0, 90.0, 80.66666666666667)","(41.0, 65.0, 62.5)","(12.0, 15.0, 14.636904761904763)","(10.0, 11.5, 11.290243902439025)","(6.0, 7.2, 7.047142857142857)","(12.0, 20.0, 19.75)","(101.0, 150.0, 133.33333333333334)","(31.0, 42.0, 40.8235294117647)","(61.0, 70.0, 67.33333333333333)","(71.0, 100.0, 94.375)"
07-01-2023 11:52:47.911998,"(31.0, 36.0, 34.76923076923077)","(11.0, 12.5, 12.092105263157896)","(61.0, 170.0, 150.95238095238096)","(21.0, 32.0, 28.235294117647058)","(2.45, 2.78, 2.758235294117647)","(15.0, 19.0, 18.611940298507463)","(61.0, 90.0, 76.0)","(41.0, 65.0, 62.5)","(12.0, 15.0, 15.64)","(10.0, 11.5, 11.282828282828284)","(6.0, 7.2, 7.031496062992126)","(12.0, 20.0, 19.304347826086957)","(101.0, 150.0, 131.25)","(31.0, 42.0, 40.285714285714285)","(61.0, 70.0, 67.33333333333333)","(71.0, 100.0, 92.5)"
07-01-2023 11:52:49.693706,"(31.0, 36.0, 34.76923076923077)","(11.0, 12.5, 12.210280373831775)","(61.0, 170.0, 150.95238095238096)","(21.0, 32.0, 28.25)","(2.45, 2.78, 2.7529166666666667)","(15.0, 19.0, 18.611940298507463)","(61.0, 90.0, 76.0)","(41.0, 65.0, 62.5)","(12.0, 16.0, 15.694444444444445)","(10.0, 11.5, 11.282828282828284)","(6.0, 7.2, 7.031496062992126)","(12.0, 19.5, 19.304347826086957)","(101.0, 150.0, 131.25)","(31.0, 42.0, 40.285714285714285)","(61.0, 70.0, 67.33333333333333)","(71.0, 100.0, 92.5)"
07-01-2023 11:52:51.571864,"(31.0, 36.0, 34.76923076923077)","(11.0, 12.5, 12.210280373831775)","(61.0, 170.0, 150.95238095238096)","(21.0, 30.0, 28.333333333333332)","(2.45, 2.76, 2.755897435897436)","(15.0, 19.0, 18.611940298507463)","(61.0, 90.0, 76.0)","(41.0, 65.0, 62.5)","(12.0, 16.0, 15.694444444444445)","(10.0, 11.5, 11.282828282828284)","(6.0, 7.2, 7.031496062992126)","(12.0, 19.5, 19.25)","(101.0, 150.0, 128.57142857142858)","(31.0, 42.0, 40.10526315789474)","(61.0, 70.0, 67.33333333333333)","(71.0, 100.0, 92.5)"
07-01-2023 11:52:53.313517,"(31.0, 36.0, 35.28)","(11.0, 12.5, 12.193069306930694)","(61.0, 170.0, 150.95238095238096)","(21.0, 30.0, 28.333333333333332)","(2.45, 2.78, 2.7687096774193547)","(15.0, 19.0, 18.443298969072163)","(61.0, 90.0, 76.0)","(41.0, 65.0, 63.0)","(12.0, 16.0, 15.64)","(10.0, 11.5, 11.27295918367347)","(6.0, 7.2, 7.031496062992126)","(12.0, 19.5, 19.25)","(101.0, 130.0, 124.0)","(31.0, 42.0, 40.775510204081634)","(61.0, 70.0, 67.33333333333333)","(71.0, 100.0, 92.5)"
07-01-2023 11:52:54.952831,"(31.0, 36.0, 35.333333333333336)","(11.0, 12.5, 12.193069306930694)","(61.0, 170.0, 150.95238095238096)","(21.0, 30.0, 28.333333333333332)","(2.45, 2.78, 2.7687096774193547)","(15.0, 19.0, 18.443298969072163)","(61.0, 90.0, 76.0)","(41.0, 65.0, 63.0)","(12.0, 16.0, 15.64)","(10.0, 11.5, 11.27295918367347)","(6.0, 7.2, 7.031496062992126)","(12.0, 19.5, 19.25)","(101.0, 130.0, 124.0)","(31.0, 42.0, 40.775510204081634)","(61.0, 70.0, 67.33333333333333)","(71.0, 100.0, 92.5)"
07-01-2023 11:52:56.641255,"(31.0, 36.0, 35.333333333333336)","(11.0, 12.5, 12.173684210526316)","(61.0, 170.0, 150.95238095238096)","(21.0, 30.0, 28.333333333333332)","(2.45, 2.78, 2.7687096774193547)","(15.0, 19.0, 18.41304347826087)","(61.0, 90.0, 76.0)","(41.0, 65.0, 62.5)","(12.0, 16.0, 15.64)","(10.0, 11.5, 11.236725663716815)","(6.0, 7.2, 7.031496062992126)","(12.0, 19.5, 19.25)","(101.0, 130.0, 124.0)","(31.0, 42.0, 40.8)","(61.0, 70.0, 67.5)","(71.0, 100.0, 92.5)"
07-01-2023 11:52:58.332267,"(31.0, 36.0, 35.333333333333336)","(11.0, 12.5, 12.173684210526316)","(61.0, 170.0, 150.95238095238096)","(21.0, 30.0, 28.333333333333332)","(2.45, 2.78, 2.7687096774193547)","(15.0, 19.0, 18.41304347826087)","(61.0, 90.0, 76.0)","(41.0, 65.0, 62.5)","(12.0, 16.0, 15.6)","(10.0, 11.5, 11.219565217391304)","(6.0, 7.2, 7.031496062992126)","(12.0, 19.5, 19.25)","(101.0, 130.0, 124.0)","(31.0, 42.0, 40.8)","(61.0, 70.0, 67.5)","(71.0, 100.0, 92.5)"
07-01-2023 11:52:59.977017,"(31.0, 36.0, 35.333333333333336)","(11.0, 12.5, 12.186868686868687)","(61.0, 170.0, 150.95238095238096)","(21.0, 30.0, 28.333333333333332)","(2.45, 2.78, 2.782376237623762)","(15.0, 19.0, 18.41304347826087)","(61.0, 90.0, 76.0)","(41.0, 65.0, 62.5)","(12.0, 16.0, 15.682539682539682)","(10.0, 11.5, 10.93121693121693)","(6.0, 7.2, 7.031496062992126)","(12.0, 19.5, 19.045454545454547)","(101.0, 130.0, 124.0)","(31.0, 42.0, 39.90243902439025)","(61.0, 70.0, 67.5)","(71.0, 100.0, 92.5)"
07-01-2023 11:53:01.761069,"(31.0, 36.0, 37.2)","(11.0, 12.5, 12.255905511811024)","(61.0, 170.0, 130.0)","(21.0, 30.0, 29.333333333333332)","(2.45, 2.8, 2.784247787610619)","(15.0, 19.0, 18.475728155339805)","(61.0, 90.0, 76.5)","(41.0, 65.0, 62.5)","(12.0, 16.0, 15.530303030303031)","(10.0, 11.0, 10.922279792746114)","(6.0, 7.2, 6.931782945736434)","(14.0, 19.5, 18.875)","(101.0, 130.0, 124.28571428571429)","(31.0, 40.0, 39.5)","(61.0, 70.0, 68.4)","(71.0, 100.0, 95.5)"
07-01-2023 11:53:03.441132,"(31.0, 38.0, 37.22222222222222)","(11.0, 12.5, 12.210280373831775)","(61.0, 140.0, 102.5)","(21.0, 30.0, 29.48148148148148)","(2.45, 2.8, 2.784247787610619)","(15.0, 19.0, 18.475728155339805)","(61.0, 90.0, 76.5)","(41.0, 65.0, 62.5)","(12.0, 16.0, 15.66304347826087)","(10.0, 11.0, 10.928909952606634)","(6.0, 7.2, 6.931782945736434)","(14.0, 19.5, 18.875)","(101.0, 130.0, 124.28571428571429)","(31.0, 40.0, 39.5)","(61.0, 70.0, 68.4)","(71.0, 100.0, 95.5)"
07-01-2023 11:53:05.124615,"(31.0, 38.0, 37.46666666666667)","(11.0, 12.5, 12.210280373831775)","(61.0, 140.0, 110.9090909090909)","(21.0, 32.0, 29.48148148148148)","(2.45, 2.8, 2.784247787610619)","(15.0, 19.0, 18.509090909090908)","(61.0, 90.0, 80.0)","(41.0, 65.0, 62.5)","(12.0, 16.0, 15.70754716981132)","(10.0, 11.0, 10.928909952606634)","(6.0, 7.2, 6.951785714285714)","(14.0, 19.5, 19.153846153846153)","(101.0, 130.0, 124.28571428571429)","(31.0, 40.0, 41.391304347826086)","(61.0, 70.0, 68.4)","(71.0, 100.0, 95.5)"
07-01-2023 11:53:06.847462,"(31.0, 38.0, 37.46666666666667)","(11.0, 12.5, 12.210280373831775)","(61.0, 130.0, 100.0)","(21.0, 32.0, 29.48148148148148)","(2.45, 2.8, 2.7843859649122806)","(15.0, 19.0, 18.509090909090908)","(61.0, 90.0, 80.0)","(41.0, 65.0, 62.5)","(12.0, 16.0, 15.70754716981132)","(10.0, 11.0, 10.926108374384237)","(6.0, 7.0, 6.951785714285714)","(14.0, 19.5, 19.153846153846153)","(101.0, 130.0, 124.28571428571429)","(31.0, 44.0, 40.25)","(61.0, 70.0, 68.4)","(71.0, 100.0, 95.5)"
07-01-2023 11:53:08.514515,"(31.0, 38.0, 37.46666666666667)","(11.0, 12.5, 12.210280373831775)","(61.0, 130.0, 95.71428571428571)","(21.0, 32.0, 29.48148148148148)","(2.45, 2.8, 2.788153846153846)","(15.0, 19.0, 18.509090909090908)","(61.0, 90.0, 80.0)","(41.0, 65.0, 62.5)","(12.0, 16.0, 15.70754716981132)","(10.0, 11.0, 10.926108374384237)","(6.0, 7.0, 6.951785714285714)","(14.0, 19.5, 19.153846153846153)","(101.0, 130.0, 124.28571428571429)","(31.0, 44.0, 41.42857142857143)","(61.0, 70.0, 66.94444444444444)","(71.0, 100.0, 95.5)"
07-01-2023 11:53:10.240395,"(31.0, 38.0, 37.46666666666667)","(11.0, 12.5, 12.210280373831775)","(61.0, 130.0, 100.0)","(21.0, 32.0, 29.48148148148148)","(2.45, 2.8, 2.788153846153846)","(15.0, 19.0, 18.509090909090908)","(61.0, 90.0, 79.44444444444444)","(41.0, 65.0, 62.5)","(12.0, 16.0, 15.70754716981132)","(10.0, 11.0, 11.010416666666666)","(6.0, 7.0, 6.951785714285714)","(14.0, 19.5, 19.153846153846153)","(101.0, 130.0, 124.28571428571429)","(31.0, 44.0, 41.42857142857143)","(61.0, 70.0, 67.05882352941177)","(71.0, 100.0, 95.55555555555556)"
07-01-2023 11:53:11.930564,"(31.0, 38.0, 37.529411764705884)","(11.0, 12.5, 12.210280373831775)","(61.0, 130.0, 100.0)","(21.0, 32.0, 29.48148148148148)","(2.45, 2.8, 2.7920454545454545)","(15.0, 19.0, 18.509090909090908)","(61.0, 95.0, 78.80952380952381)","(41.0, 65.0, 62.5)","(12.0, 16.0, 15.70754716981132)","(10.0, 11.5, 10.62962962962963)","(6.0, 7.0, 6.951785714285714)","(14.0, 19.5, 19.153846153846153)","(101.0, 130.0, 124.28571428571429)","(31.0, 44.0, 41.0)","(61.0, 70.0, 67.05882352941177)","(71.0, 100.0, 95.55555555555556)"
07-01-2023 11:53:13.603367,"(31.0, 38.0, 38.46153846153846)","(11.0, 12.5, 12.19)","(71.0, 130.0, 98.88888888888889)","(21.0, 32.0, 29.555555555555557)","(2.5, 2.8, 2.7957522123893805)","(16.0, 19.0, 18.509090909090908)","(61.0, 95.0, 78.80952380952381)","(51.0, 65.0, 62.5)","(12.0, 16.0, 15.592105263157896)","(10.0, 11.0, 10.644736842105264)","(6.0, 7.0, 6.986813186813187)","(14.0, 19.5, 19.2)","(101.0, 130.0, 124.28571428571429)","(31.0, 44.0, 40.30769230769231)","(61.0, 70.0, 68.18181818181819)","(71.0, 100.0, 95.55555555555556)"
07-01-2023 11:53:15.282347,"(31.0, 40.0, 38.46153846153846)","(11.0, 12.5, 12.19)","(71.0, 130.0, 98.88888888888889)","(21.0, 30.0, 29.555555555555557)","(2.5, 2.8, 2.7957522123893805)","(16.0, 19.0, 18.509090909090908)","(61.0, 95.0, 80.0)","(51.0, 65.0, 62.5)","(12.0, 16.0, 15.647727272727273)","(10.0, 11.0, 10.644736842105264)","(6.0, 7.0, 6.986813186813187)","(14.0, 19.5, 19.2)","(101.0, 130.0, 124.28571428571429)","(31.0, 44.0, 40.30769230769231)","(61.0, 70.0, 68.18181818181819)","(71.0, 100.0, 95.55555555555556)"
07-01-2023 11:53:16.956496,"(31.0, 40.0, 38.46153846153846)","(11.0, 12.5, 12.19)","(61.0, 130.0, 98.88888888888889)","(21.0, 30.0, 30.22222222222222)","(2.5, 2.8, 2.8052238805970147)","(16.0, 19.0, 18.509090909090908)","(61.0, 95.0, 80.0)","(51.0, 65.0, 62.5)","(12.0, 16.0, 15.647727272727273)","(10.0, 11.0, 10.644736842105264)","(6.0, 7.0, 6.986813186813187)","(14.0, 19.5, 18.683823529411764)","(91.0, 130.0, 110.0)","(31.0, 44.0, 40.36363636363637)","(61.0, 70.0, 68.18181818181819)","(71.0, 100.0, 95.55555555555556)"
07-01-2023 11:53:18.721454,"(31.0, 40.0, 38.51428571428571)","(11.0, 12.5, 12.210280373831775)","(61.0, 130.0, 95.0)","(21.0, 32.0, 29.636363636363637)","(2.5, 2.82, 2.8082142857142856)","(16.0, 19.0, 18.509090909090908)","(61.0, 95.0, 80.0)","(51.0, 65.0, 62.5)","(12.0, 16.0, 15.647727272727273)","(10.0, 11.0, 10.633484162895927)","(6.0, 7.0, 6.986813186813187)","(14.0, 19.5, 18.729166666666668)","(91.0, 120.0, 116.0)","(31.0, 44.0, 41.857142857142854)","(61.0, 70.0, 68.18181818181819)","(71.0, 100.0, 95.55555555555556)"
07-01-2023 11:53:20.370690,"(31.0, 40.0, 38.51428571428571)","(11.0, 12.5, 12.210280373831775)","(61.0, 130.0, 95.0)","(21.0, 30.0, 29.636363636363637)","(2.5, 2.82, 2.8082142857142856)","(16.0, 19.0, 18.509090909090908)","(61.0, 95.0, 80.0)","(51.0, 65.0, 62.5)","(12.0, 16.0, 15.647727272727273)","(10.0, 11.0, 10.633484162895927)","(6.0, 7.0, 6.986813186813187)","(14.0, 19.5, 18.729166666666668)","(91.0, 120.0, 112.5)","(31.0, 44.0, 41.857142857142854)","(61.0, 70.0, 68.18181818181819)","(71.0, 100.0, 95.55555555555556)"
07-01-2023 11:53:22.055618,"(31.0, 40.0, 38.74285714285714)","(11.0, 12.5, 12.193069306930694)","(61.0, 130.0, 95.0)","(21.0, 30.0, 29.636363636363637)","(2.5, 2.82, 2.811698113207547)","(16.0, 19.0, 18.543478260869566)","(61.0, 95.0, 80.0)","(51.0, 65.0, 62.5)","(12.0, 16.0, 15.647727272727273)","(10.0, 11.0, 10.67251461988304)","(6.0, 7.0, 6.986813186813187)","(14.0, 19.5, 18.701438848920862)","(91.0, 130.0, 112.5)","(31.0, 44.0, 41.857142857142854)","(61.0, 70.0, 68.18181818181819)","(71.0, 100.0, 95.55555555555556)"
07-01-2023 11:53:23.777604,"(31.0, 40.0, 38.74285714285714)","(11.0, 12.5, 12.193069306930694)","(61.0, 130.0, 98.88888888888889)","(21.0, 30.0, 29.636363636363637)","(2.5, 2.82, 2.811698113207547)","(16.0, 19.0, 18.53846153846154)","(61.0, 95.0, 81.11111111111111)","(51.0, 65.0, 62.5)","(12.0, 16.0, 15.647727272727273)","(10.0, 11.0, 10.695422535211268)","(6.0, 7.0, 6.986813186813187)","(14.0, 19.5, 18.701438848920862)","(91.0, 130.0, 112.5)","(31.0, 44.0, 41.857142857142854)","(61.0, 70.0, 68.18181818181819)","(71.0, 100.0, 95.55555555555556)"
07-01-2023 11:53:25.456042,"(31.0, 40.0, 38.74285714285714)","(11.0, 12.5, 12.193069306930694)","(61.0, 130.0, 110.0)","(21.0, 30.0, 29.636363636363637)","(2.5, 2.82, 2.811698113207547)","(16.0, 19.0, 18.71232876712329)","(61.0, 90.0, 81.11111111111111)","(51.0, 65.0, 62.5)","(12.0, 16.0, 15.647727272727273)","(10.0, 11.0, 10.695422535211268)","(6.0, 7.0, 6.986813186813187)","(14.0, 19.5, 18.701438848920862)","(91.0, 130.0, 112.5)","(31.0, 44.0, 41.857142857142854)","(61.0, 70.0, 68.18181818181819)","(71.0, 100.0, 95.55555555555556)"
07-01-2023 11:53:27.129211,"(31.0, 40.0, 38.74285714285714)","(11.0, 12.5, 12.193069306930694)","(61.0, 120.0, 105.0)","(21.0, 30.0, 29.636363636363637)","(2.5, 2.82, 2.8073076923076923)","(16.0, 19.0, 18.66393442622951)","(61.0, 90.0, 81.11111111111111)","(51.0, 65.0, 62.5)","(12.0, 16.0, 15.647727272727273)","(10.0, 11.0, 10.687725631768952)","(6.0, 7.0, 6.986813186813187)","(14.0, 19.5, 18.305555555555557)","(91.0, 130.0, 124.0)","(31.0, 44.0, 41.857142857142854)","(61.0, 70.0, 68.18181818181819)","(71.0, 100.0, 95.55555555555556)"
07-01-2023 11:53:28.794507,"(31.0, 40.0, 38.74285714285714)","(11.0, 12.5, 12.193069306930694)","(61.0, 120.0, 98.57142857142857)","(21.0, 30.0, 29.636363636363637)","(2.5, 2.82, 2.8063865546218487)","(16.0, 19.0, 18.685314685314687)","(61.0, 90.0, 81.11111111111111)","(51.0, 65.0, 62.5)","(12.0, 16.0, 16.181818181818183)","(10.0, 11.0, 10.687725631768952)","(6.0, 7.0, 6.9504424778761065)","(14.0, 18.5, 18.25609756097561)","(91.0, 130.0, 124.0)","(31.0, 44.0, 41.142857142857146)","(61.0, 70.0, 68.18181818181819)","(71.0, 100.0, 95.55555555555556)"
07-01-2023 11:53:30.518270,"(31.0, 40.0, 38.07692307692308)","(11.0, 12.5, 12.170212765957446)","(61.0, 120.0, 98.57142857142857)","(21.0, 30.0, 29.636363636363637)","(2.5, 2.84, 2.8085350318471334)","(16.0, 19.0, 18.70967741935484)","(61.0, 90.0, 81.11111111111111)","(51.0, 65.0, 62.5)","(12.0, 16.5, 16.681818181818183)","(10.0, 11.0, 10.687725631768952)","(6.0, 7.0, 6.9504424778761065)","(14.0, 18.5, 18.25609756097561)","(91.0, 130.0, 124.0)","(31.0, 44.0, 41.142857142857146)","(61.0, 70.0, 68.18181818181819)","(71.0, 100.0, 95.55555555555556)"
07-01-2023 11:53:32.208547,"(31.0, 40.0, 38.275862068965516)","(11.0, 12.5, 12.170212765957446)","(61.0, 120.0, 98.57142857142857)","(21.0, 30.0, 29.733333333333334)","(2.5, 2.82, 2.8085350318471334)","(16.0, 19.0, 18.7)","(61.0, 90.0, 82.72727272727273)","(51.0, 65.0, 64.28571428571429)","(12.0, 17.5, 17.166666666666668)","(10.0, 11.0, 10.687725631768952)","(6.0, 7.0, 6.933858267716535)","(14.0, 18.5, 18.22826086956522)","(91.0, 130.0, 125.0)","(31.0, 42.0, 40.57142857142857)","(61.0, 70.0, 68.46153846153847)","(71.0, 100.0, 96.36363636363636)"
07-01-2023 11:53:33.868190,"(31.0, 40.0, 38.275862068965516)","(11.0, 12.5, 12.170212765957446)","(61.0, 120.0, 98.57142857142857)","(21.0, 30.0, 29.692307692307693)","(2.5, 2.82, 2.8085350318471334)","(16.0, 19.0, 18.583333333333332)","(61.0, 95.0, 85.0)","(51.0, 70.0, 64.28571428571429)","(12.0, 17.5, 16.97826086956522)","(10.0, 11.0, 10.687725631768952)","(6.0, 7.0, 6.933858267716535)","(14.0, 18.5, 18.22826086956522)","(91.0, 130.0, 125.0)","(31.0, 42.0, 39.81818181818182)","(61.0, 70.0, 68.46153846153847)","(71.0, 100.0, 96.36363636363636)"
07-01-2023 11:53:35.589286,"(31.0, 40.0, 37.64102564102564)","(11.0, 12.5, 12.073170731707316)","(61.0, 120.0, 98.57142857142857)","(21.0, 30.0, 28.40740740740741)","(2.5, 2.82, 2.809830508474576)","(16.0, 19.0, 18.65909090909091)","(61.0, 90.0, 85.0)","(51.0, 70.0, 64.28571428571429)","(12.0, 17.5, 16.97826086956522)","(10.0, 11.0, 10.687725631768952)","(6.0, 7.0, 7.022772277227723)","(14.0, 18.5, 18.254901960784313)","(91.0, 130.0, 125.0)","(31.0, 42.0, 41.333333333333336)","(61.0, 70.0, 68.46153846153847)","(71.0, 100.0, 96.36363636363636)"
07-01-2023 11:53:37.250288,"(31.0, 38.0, 37.64102564102564)","(11.0, 12.5, 12.222222222222221)","(61.0, 120.0, 98.57142857142857)","(21.0, 29.0, 28.043478260869566)","(2.5, 2.82, 2.81253112033195)","(16.0, 19.0, 18.65909090909091)","(61.0, 90.0, 85.0)","(51.0, 70.0, 64.28571428571429)","(12.0, 17.5, 16.75)","(10.0, 11.0, 10.674812030075188)","(6.0, 7.2, 7.022772277227723)","(14.0, 18.5, 18.254901960784313)","(91.0, 130.0, 125.0)","(31.0, 44.0, 41.333333333333336)","(61.0, 70.0, 68.46153846153847)","(71.0, 100.0, 96.36363636363636)"
07-01-2023 11:53:38.888382,"(31.0, 38.0, 37.45945945945946)","(10.0, 12.5, 12.25177304964539)","(61.0, 120.0, 98.57142857142857)","(21.0, 29.0, 28.214285714285715)","(2.5, 2.82, 2.81253112033195)","(16.0, 19.0, 18.65909090909091)","(61.0, 90.0, 85.0)","(51.0, 70.0, 64.28571428571429)","(13.0, 17.5, 16.807692307692307)","(10.0, 11.0, 10.674812030075188)","(6.0, 7.2, 7.022772277227723)","(14.0, 18.5, 18.254901960784313)","(101.0, 130.0, 125.0)","(31.0, 44.0, 41.333333333333336)","(61.0, 70.0, 68.46153846153847)","(71.0, 100.0, 96.36363636363636)"
07-01-2023 11:53:40.601842,"(31.0, 38.0, 39.25423728813559)","(10.0, 12.5, 12.25177304964539)","(61.0, 120.0, 98.57142857142857)","(21.0, 29.0, 28.214285714285715)","(2.5, 2.82, 2.81253112033195)","(16.0, 19.0, 18.65909090909091)","(61.0, 90.0, 85.0)","(51.0, 70.0, 64.28571428571429)","(13.0, 17.5, 16.785714285714285)","(10.0, 11.0, 10.674812030075188)","(6.0, 7.2, 7.022772277227723)","(14.0, 18.5, 18.254901960784313)","(101.0, 130.0, 125.0)","(31.0, 44.0, 40.857142857142854)","(61.0, 70.0, 68.46153846153847)","(71.0, 100.0, 96.36363636363636)"
07-01-2023 11:53:42.350761,"(31.0, 40.0, 39.38028169014085)","(10.0, 12.5, 12.25177304964539)","(61.0, 120.0, 98.57142857142857)","(21.0, 29.0, 28.214285714285715)","(2.5, 2.82, 2.81253112033195)","(16.0, 19.0, 18.65909090909091)","(61.0, 90.0, 81.66666666666667)","(51.0, 70.0, 64.28571428571429)","(13.0, 17.0, 16.807692307692307)","(10.0, 11.0, 10.674812030075188)","(6.0, 7.2, 7.022772277227723)","(14.0, 18.5, 18.254901960784313)","(101.0, 130.0, 125.0)","(31.0, 44.0, 40.92307692307692)","(61.0, 70.0, 67.14285714285714)","(71.0, 100.0, 96.36363636363636)"
