,Linxx,United,Goodtime Maddie,Thomas Heights,Wow You Can Dance,Accelere Nz,Dancing Finn
10-01-2023 19:38:18.115292,"(12.0, 15.5, 15.166666666666666)","(8.0, 12.0, 10.020000000000001)","(31.0, 48.0, 40.5)","(91.0, 180.0, 160.0)","(3.1, 4.7, 4.243478260869566)","(4.2, 99999, 99990)","(2.15, 2.56, 2.516)"
10-01-2023 19:38:19.114072,"(12.0, 15.5, 15.166666666666666)","(8.0, 12.0, 10.020000000000001)","(31.0, 48.0, 40.5)","(91.0, 180.0, 160.0)","(3.1, 4.7, 4.243478260869566)","(4.2, 99999, 99990)","(2.15, 2.54, 2.516)"
10-01-2023 19:38:20.178930,"(12.0, 17.0, 14.789473684210526)","(8.0, 12.0, 10.350000000000001)","(31.0, 48.0, 40.5)","(91.0, 180.0, 176.66666666666669)","(3.1, 4.7, 4.241176470588235)","(4.2, 99999, 99990)","(2.15, 2.6, 2.516)"
10-01-2023 19:38:21.183097,"(12.0, 17.0, 14.681818181818182)","(8.0, 12.0, 10.68)","(31.0, 48.0, 40.5)","(91.0, 190.0, 176.66666666666669)","(3.1, 4.7, 4.241176470588235)","(4.2, 99999, 99990)","(2.15, 2.6, 2.516)"
10-01-2023 19:38:22.225333,"(12.0, 16.5, 15.785714285714286)","(8.0, 12.0, 10.68)","(31.0, 48.0, 40.5)","(91.0, 190.0, 176.66666666666669)","(3.1, 4.7, 4.241176470588235)","(4.2, 99999, 99990)","(2.15, 2.6, 2.542727272727273)"
10-01-2023 19:38:23.228040,"(12.0, 16.5, 15.25)","(8.0, 12.0, 10.68)","(31.0, 48.0, 40.5)","(91.0, 190.0, 176.66666666666669)","(3.1, 4.7, 4.241176470588235)","(4.2, 99999, 99990)","(2.15, 2.6, 2.542727272727273)"
10-01-2023 19:38:24.321991,"(12.0, 16.0, 15.0)","(8.0, 12.0, 10.363636363636363)","(31.0, 48.0, 40.5)","(91.0, 190.0, 176.66666666666669)","(3.1, 4.7, 4.241176470588235)","(4.2, 99999, 99990)","(2.15, 2.6, 2.542727272727273)"
10-01-2023 19:38:25.480709,"(12.0, 16.0, 15.0)","(8.0, 12.0, 10.363636363636363)","(31.0, 48.0, 40.5)","(91.0, 190.0, 176.66666666666669)","(3.1, 4.7, 4.241176470588235)","(4.2, 99999, 99990)","(2.15, 2.6, 2.542727272727273)"
10-01-2023 19:38:26.637145,"(12.0, 15.5, 15.071428571428571)","(8.0, 12.0, 10.363636363636363)","(31.0, 48.0, 40.5)","(91.0, 190.0, 176.66666666666669)","(3.1, 4.7, 4.241176470588235)","(4.2, 99999, 99990)","(2.15, 2.6, 2.542727272727273)"
10-01-2023 19:38:27.783845,"(12.0, 15.5, 15.071428571428571)","(8.0, 12.0, 10.363636363636363)","(31.0, 48.0, 40.5)","(91.0, 190.0, 176.66666666666669)","(3.1, 4.7, 4.241176470588235)","(4.2, 99999, 99990)","(2.15, 2.6, 2.542727272727273)"
10-01-2023 19:38:28.871541,"(12.0, 15.5, 15.416666666666666)","(8.0, 12.0, 10.363636363636363)","(31.0, 48.0, 40.5)","(91.0, 190.0, 176.66666666666669)","(3.1, 4.7, 4.241176470588235)","(4.2, 99999, 99990)","(2.15, 2.6, 2.542727272727273)"
10-01-2023 19:38:29.903896,"(12.0, 15.5, 15.416666666666666)","(8.0, 12.0, 10.363636363636363)","(31.0, 48.0, 43.0)","(91.0, 190.0, 176.66666666666669)","(3.1, 4.7, 4.241176470588235)","(4.2, 99999, 99990)","(2.15, 2.6, 2.542727272727273)"
10-01-2023 19:38:30.971099,"(12.0, 15.5, 15.416666666666666)","(8.0, 12.0, 10.363636363636363)","(31.0, 46.0, 42.0)","(91.0, 190.0, 176.66666666666669)","(3.1, 4.7, 4.241176470588235)","(4.2, 99999, 99990)","(2.15, 2.6, 2.542727272727273)"
10-01-2023 19:38:31.965535,"(12.0, 15.5, 15.416666666666666)","(8.0, 12.0, 10.363636363636363)","(31.0, 46.0, 42.0)","(91.0, 190.0, 176.66666666666669)","(3.1, 4.7, 4.733333333333333)","(4.2, 99999, 99990)","(2.15, 2.6, 2.542727272727273)"
10-01-2023 19:38:33.059598,"(12.0, 17.0, 15.833333333333334)","(8.0, 12.0, 10.363636363636363)","(31.0, 46.0, 42.0)","(91.0, 190.0, 176.66666666666669)","(3.1, 5.0, 4.666666666666667)","(4.2, 99999, 99990)","(2.15, 2.6, 2.52)"
10-01-2023 19:38:34.083740,"(12.0, 16.5, 16.0)","(8.0, 12.0, 10.363636363636363)","(31.0, 46.0, 42.0)","(91.0, 190.0, 176.66666666666669)","(3.1, 4.9, 4.666666666666667)","(4.2, 99999, 99990)","(2.15, 2.54, 2.501818181818182)"
10-01-2023 19:38:35.055452,"(12.0, 16.5, 15.785714285714286)","(8.0, 12.0, 10.8)","(31.0, 46.0, 42.0)","(91.0, 190.0, 176.66666666666669)","(3.1, 4.8, 4.575)","(4.2, 99999, 99990)","(2.15, 2.54, 2.491)"
10-01-2023 19:38:36.136508,"(12.0, 16.5, 16.178571428571427)","(8.0, 12.0, 10.8)","(31.0, 46.0, 42.0)","(91.0, 190.0, 176.66666666666669)","(3.1, 4.8, 4.575)","(4.2, 99999, 99990)","(2.15, 2.54, 2.504)"
10-01-2023 19:38:37.240854,"(12.0, 17.0, 15.833333333333334)","(8.0, 12.0, 10.8)","(31.0, 46.0, 42.0)","(91.0, 190.0, 160.0)","(3.1, 4.8, 4.575)","(4.2, 99999, 99990)","(2.15, 2.52, 2.494285714285714)"
10-01-2023 19:38:38.350519,"(12.0, 16.5, 15.5)","(8.0, 12.0, 11.333333333333334)","(31.0, 46.0, 42.0)","(91.0, 190.0, 176.66666666666669)","(3.1, 4.8, 4.575)","(4.2, 99999, 99990)","(2.15, 2.52, 2.494285714285714)"
10-01-2023 19:38:39.421784,"(12.0, 16.0, 15.333333333333334)","(8.0, 12.0, 11.333333333333334)","(31.0, 46.0, 42.0)","(91.0, 190.0, 200.0)","(3.1, 4.8, 4.575)","(4.2, 99999, 99990)","(2.15, 2.52, 2.4699999999999998)"
10-01-2023 19:38:40.452629,"(12.0, 16.0, 15.166666666666666)","(8.0, 12.0, 11.333333333333334)","(31.0, 46.0, 42.0)","(91.0, 230.0, 153.33333333333334)","(3.1, 4.8, 4.575)","(4.2, 99999, 99990)","(2.15, 2.52, 2.475)"
10-01-2023 19:38:41.471449,"(12.0, 15.5, 15.3125)","(8.0, 12.0, 11.333333333333334)","(31.0, 46.0, 42.0)","(91.0, 220.0, 153.33333333333334)","(3.1, 4.8, 4.575)","(4.2, 99999, 99990)","(2.15, 2.52, 2.475)"
10-01-2023 19:38:42.552002,"(12.0, 15.5, 15.05)","(8.0, 12.0, 11.333333333333334)","(31.0, 46.0, 42.0)","(91.0, 220.0, 153.33333333333334)","(3.1, 4.8, 4.575)","(4.2, 99999, 99990)","(2.15, 2.52, 2.475)"
10-01-2023 19:38:43.651894,"(12.0, 16.0, 15.333333333333334)","(8.0, 12.0, 11.333333333333334)","(31.0, 55.0, 45.2)","(91.0, 220.0, 192.5)","(3.1, 4.8, 4.575)","(4.2, 99999, 99990)","(2.15, 2.52, 2.475)"
10-01-2023 19:38:44.760154,"(12.0, 16.0, 15.333333333333334)","(8.0, 12.0, 11.333333333333334)","(31.0, 50.0, 45.2)","(91.0, 220.0, 192.5)","(3.1, 4.8, 4.575)","(4.2, 99999, 99990)","(2.15, 2.52, 2.475)"
10-01-2023 19:38:45.799855,"(14.0, 15.5, 14.954545454545455)","(8.0, 12.0, 11.333333333333334)","(31.0, 50.0, 45.2)","(91.0, 220.0, 192.5)","(3.1, 4.8, 4.575)","(4.2, 99999, 99990)","(2.1, 2.52, 2.475)"
10-01-2023 19:38:46.845578,"(14.0, 15.5, 14.954545454545455)","(8.0, 12.0, 11.333333333333334)","(31.0, 50.0, 45.2)","(91.0, 220.0, 192.5)","(3.1, 4.8, 4.575)","(4.2, 99999, 99990)","(2.1, 2.52, 2.475)"
10-01-2023 19:38:47.844790,"(14.0, 16.0, 15.333333333333334)","(8.0, 12.0, 11.333333333333334)","(31.0, 50.0, 45.2)","(91.0, 220.0, 192.5)","(3.1, 4.8, 4.5)","(4.2, 99999, 99990)","(2.1, 2.52, 2.475)"
10-01-2023 19:38:48.890869,"(14.0, 16.0, 15.333333333333334)","(8.0, 12.0, 11.333333333333334)","(31.0, 55.0, 50.75)","(91.0, 220.0, 192.5)","(3.1, 4.8, 4.5)","(4.2, 99999, 99990)","(2.1, 2.52, 2.475)"
10-01-2023 19:38:49.938336,"(14.0, 16.0, 15.204545454545455)","(8.0, 12.0, 11.333333333333334)","(31.0, 55.0, 47.5)","(91.0, 220.0, 192.5)","(3.1, 4.8, 4.5)","(4.2, 99999, 99990)","(2.1, 2.52, 2.475)"
10-01-2023 19:38:51.065641,"(14.0, 16.0, 15.107142857142858)","(8.0, 12.0, 11.333333333333334)","(31.0, 55.0, 47.2)","(91.0, 220.0, 185.0)","(3.1, 4.8, 4.5)","(4.2, 99999, 99990)","(2.1, 2.52, 2.475)"
10-01-2023 19:38:52.376240,"(14.0, 15.5, 14.804347826086957)","(8.0, 12.0, 10.9)","(31.0, 55.0, 47.2)","(91.0, 210.0, 185.0)","(3.1, 4.8, 4.5)","(4.2, 99999, 99990)","(2.1, 2.52, 2.475)"
10-01-2023 19:38:53.590526,"(14.0, 15.5, 14.61111111111111)","(8.0, 12.0, 10.9)","(31.0, 55.0, 47.2)","(91.0, 210.0, 185.0)","(3.1, 4.8, 4.5)","(4.2, 99999, 99990)","(2.1, 2.52, 2.45)"
10-01-2023 19:38:54.834444,"(14.0, 15.5, 14.804347826086957)","(8.0, 12.0, 10.9)","(31.0, 55.0, 50.666666666666664)","(91.0, 210.0, 185.0)","(3.1, 4.8, 4.5)","(4.2, 99999, 99990)","(2.1, 2.52, 2.4383333333333335)"
10-01-2023 19:38:56.112418,"(14.0, 15.5, 14.884615384615385)","(8.0, 12.0, 10.9)","(31.0, 55.0, 50.666666666666664)","(91.0, 210.0, 146.66666666666666)","(3.1, 4.8, 4.5)","(4.2, 99999, 99990)","(2.1, 2.52, 2.4485714285714284)"
10-01-2023 19:38:57.257701,"(14.0, 15.5, 14.884615384615385)","(8.0, 12.0, 10.9)","(31.0, 55.0, 50.666666666666664)","(91.0, 200.0, 146.66666666666666)","(3.1, 4.8, 4.5)","(4.2, 99999, 99990)","(2.1, 2.5, 2.4485714285714284)"
10-01-2023 19:38:58.331353,"(14.0, 15.5, 14.884615384615385)","(8.0, 12.0, 10.9)","(31.0, 55.0, 50.666666666666664)","(91.0, 200.0, 146.66666666666666)","(3.1, 4.8, 4.5)","(4.2, 99999, 99990)","(2.1, 2.5, 2.4485714285714284)"
10-01-2023 19:38:59.414399,"(14.0, 15.5, 14.884615384615385)","(8.0, 12.0, 10.9)","(31.0, 55.0, 50.666666666666664)","(91.0, 200.0, 146.66666666666666)","(3.1, 4.8, 4.5)","(4.2, 99999, 99990)","(2.1, 2.5, 2.416)"
10-01-2023 19:39:00.608029,"(14.0, 15.5, 14.884615384615385)","(8.0, 12.0, 11.266666666666667)","(31.0, 55.0, 50.666666666666664)","(91.0, 200.0, 146.66666666666666)","(3.1, 4.8, 4.5)","(4.2, 99999, 99990)","(2.1, 2.5, 2.44)"
10-01-2023 19:39:01.699872,"(14.0, 15.5, 14.884615384615385)","(8.0, 12.0, 11.266666666666667)","(31.0, 55.0, 50.666666666666664)","(91.0, 200.0, 146.66666666666666)","(3.1, 4.8, 4.5)","(4.2, 99999, 99990)","(2.1, 2.48, 2.464444444444444)"
10-01-2023 19:39:02.743735,"(14.0, 15.5, 14.884615384615385)","(8.0, 12.0, 11.266666666666667)","(31.0, 55.0, 50.666666666666664)","(91.0, 200.0, 146.66666666666666)","(3.1, 4.8, 4.5)","(4.2, 99999, 99990)","(2.1, 2.5, 2.477777777777778)"
10-01-2023 19:39:03.782863,"(14.0, 15.5, 14.884615384615385)","(8.0, 12.0, 11.266666666666667)","(31.0, 55.0, 50.666666666666664)","(91.0, 200.0, 146.66666666666666)","(3.1, 4.8, 4.5)","(4.2, 99999, 99990)","(2.1, 2.5, 2.477777777777778)"
10-01-2023 19:39:04.872556,"(14.0, 15.5, 14.884615384615385)","(8.0, 12.0, 11.266666666666667)","(31.0, 55.0, 50.666666666666664)","(91.0, 200.0, 146.66666666666666)","(3.1, 4.8, 4.5)","(4.2, 99999, 99990)","(2.1, 2.5, 2.493333333333333)"
10-01-2023 19:39:06.036466,"(14.0, 13.5, 12.7)","(8.0, 12.0, 11.175)","(31.0, 55.0, 50.666666666666664)","(91.0, 200.0, 146.66666666666666)","(3.1, 4.8, 4.52)","(4.2, 99999, 99990)","(2.1, 2.52, 2.4971428571428573)"
10-01-2023 19:39:07.140994,"(12.0, 13.5, 11.277777777777779)","(8.0, 12.0, 11.175)","(31.0, 55.0, 49.8)","(91.0, 200.0, 146.66666666666666)","(3.1, 4.7, 4.5636363636363635)","(4.2, 99999, 99990)","(2.1, 2.52, 2.4825)"
10-01-2023 19:39:08.257509,"(12.0, 13.5, 12.0)","(8.0, 12.0, 10.5)","(31.0, 55.0, 50.27272727272727)","(91.0, 200.0, 146.66666666666666)","(3.1, 4.7, 4.5636363636363635)","(4.2, 99999, 99990)","(2.1, 2.52, 2.4825)"
10-01-2023 19:39:09.278913,"(12.0, 13.0, 11.8)","(8.0, 12.0, 11.0)","(31.0, 55.0, 50.27272727272727)","(91.0, 200.0, 146.66666666666666)","(3.1, 4.7, 4.911111111111111)","(4.2, 99999, 99990)","(2.1, 2.52, 2.4825)"
10-01-2023 19:39:10.386305,"(12.0, 13.0, 11.6875)","(8.0, 12.0, 10.933333333333334)","(31.0, 55.0, 50.27272727272727)","(91.0, 200.0, 146.66666666666666)","(3.1, 5.0, 4.733333333333333)","(4.2, 99999, 99990)","(2.1, 2.52, 2.4825)"
10-01-2023 19:39:11.484260,"(12.0, 12.5, 11.7)","(8.0, 11.5, 10.933333333333334)","(31.0, 55.0, 50.27272727272727)","(91.0, 200.0, 146.66666666666666)","(3.1, 4.8, 4.636363636363637)","(4.2, 99999, 99990)","(2.1, 2.52, 2.495)"
10-01-2023 19:39:12.584863,"(12.0, 12.5, 11.7)","(8.0, 11.0, 10.6)","(31.0, 55.0, 50.27272727272727)","(91.0, 200.0, 146.66666666666666)","(3.1, 4.8, 4.636363636363637)","(4.2, 99999, 99990)","(2.1, 2.52, 2.505)"
10-01-2023 19:39:13.603301,"(12.0, 16.0, 13.75)","(8.0, 11.0, 10.142857142857144)","(31.0, 55.0, 50.27272727272727)","(91.0, 200.0, 146.66666666666666)","(3.1, 4.8, 4.636363636363637)","(4.2, 99999, 99990)","(2.1, 2.52, 2.5023529411764707)"
10-01-2023 19:39:14.603285,"(12.0, 14.0, 12.5)","(8.0, 11.0, 10.142857142857144)","(31.0, 55.0, 50.27272727272727)","(91.0, 200.0, 146.66666666666666)","(3.1, 4.8, 4.636363636363637)","(4.2, 99999, 99990)","(2.1, 2.52, 2.5023529411764707)"
10-01-2023 19:39:15.627742,"(12.0, 16.0, 15.9)","(8.0, 11.0, 10.142857142857144)","(31.0, 55.0, 50.27272727272727)","(91.0, 200.0, 146.66666666666666)","(3.1, 4.8, 4.542857142857143)","(4.2, 99999, 99990)","(2.1, 2.52, 2.5023529411764707)"
10-01-2023 19:39:16.731974,"(12.0, 16.0, 15.558823529411764)","(8.0, 11.0, 10.142857142857144)","(31.0, 55.0, 50.27272727272727)","(91.0, 200.0, 146.66666666666666)","(3.1, 4.8, 4.542857142857143)","(4.2, 99999, 99990)","(2.1, 2.52, 2.5023529411764707)"
10-01-2023 19:39:17.833787,"(12.0, 15.5, 14.0)","(8.0, 11.0, 10.142857142857144)","(31.0, 55.0, 50.27272727272727)","(91.0, 200.0, 146.66666666666666)","(3.1, 4.8, 4.542857142857143)","(4.2, 99999, 99990)","(2.1, 2.52, 2.5023529411764707)"
10-01-2023 19:39:18.978799,"(12.0, 15.5, 13.9)","(8.0, 11.0, 9.68)","(31.0, 55.0, 50.27272727272727)","(91.0, 200.0, 146.66666666666666)","(3.2, 4.8, 4.55)","(4.2, 99999, 99990)","(2.05, 2.52, 2.5023529411764707)"
10-01-2023 19:39:20.095548,"(12.0, 15.5, 13.9)","(8.0, 11.0, 10.175)","(31.0, 55.0, 50.27272727272727)","(81.0, 200.0, 177.14285714285714)","(3.2, 4.8, 4.55)","(4.2, 99999, 99990)","(2.05, 2.52, 2.5023529411764707)"
10-01-2023 19:39:21.174337,"(12.0, 15.5, 13.9)","(8.0, 11.0, 9.666666666666666)","(31.0, 55.0, 50.27272727272727)","(81.0, 200.0, 177.14285714285714)","(3.2, 4.8, 4.55)","(4.2, 99999, 99990)","(2.05, 2.52, 2.5023529411764707)"
10-01-2023 19:39:22.268580,"(12.0, 15.5, 13.9)","(8.0, 11.0, 10.11111111111111)","(31.0, 55.0, 50.27272727272727)","(81.0, 200.0, 177.14285714285714)","(3.2, 4.8, 4.3999999999999995)","(4.2, 99999, 99990)","(2.05, 2.52, 2.46)"
10-01-2023 19:39:23.360136,"(12.0, 15.5, 14.966666666666667)","(8.0, 11.0, 10.11111111111111)","(31.0, 55.0, 50.27272727272727)","(81.0, 200.0, 177.14285714285714)","(3.2, 4.8, 4.3999999999999995)","(4.2, 99999, 99990)","(2.05, 2.5, 2.4410526315789474)"
10-01-2023 19:39:24.495282,"(12.0, 15.5, 15.011627906976745)","(8.0, 11.0, 10.11111111111111)","(31.0, 55.0, 50.27272727272727)","(81.0, 200.0, 177.14285714285714)","(3.2, 4.8, 4.3999999999999995)","(4.2, 99999, 99990)","(2.05, 2.5, 2.4410526315789474)"
10-01-2023 19:39:25.532393,"(12.0, 15.5, 15.242857142857144)","(8.0, 11.0, 10.11111111111111)","(31.0, 55.0, 50.27272727272727)","(81.0, 200.0, 177.14285714285714)","(3.2, 4.8, 4.3999999999999995)","(4.2, 99999, 99990)","(2.05, 2.5, 2.4410526315789474)"
10-01-2023 19:39:26.529074,"(12.0, 15.5, 15.242857142857144)","(8.0, 11.0, 10.11111111111111)","(31.0, 55.0, 50.27272727272727)","(81.0, 200.0, 155.0)","(3.2, 4.8, 4.3999999999999995)","(4.2, 99999, 99990)","(2.05, 2.5, 2.4410526315789474)"
10-01-2023 19:39:27.528298,"(12.0, 15.5, 15.242857142857144)","(8.0, 11.0, 10.11111111111111)","(31.0, 55.0, 50.27272727272727)","(81.0, 200.0, 155.0)","(3.2, 4.8, 4.3999999999999995)","(4.2, 99999, 99990)","(2.05, 2.5, 2.4410526315789474)"
10-01-2023 19:39:28.676977,"(12.0, 15.5, 15.242857142857144)","(8.0, 11.0, 9.714285714285714)","(31.0, 55.0, 50.27272727272727)","(81.0, 200.0, 155.0)","(3.2, 4.8, 4.3999999999999995)","(4.2, 99999, 99990)","(2.05, 2.5, 2.4410526315789474)"
10-01-2023 19:39:29.874914,"(12.0, 15.5, 15.242857142857144)","(8.0, 11.0, 9.714285714285714)","(31.0, 55.0, 50.27272727272727)","(81.0, 200.0, 155.0)","(3.2, 4.8, 4.3999999999999995)","(4.2, 99999, 99990)","(2.05, 2.5, 2.4410526315789474)"
10-01-2023 19:39:31.020377,"(12.0, 15.5, 15.318181818181818)","(8.0, 11.0, 9.714285714285714)","(31.0, 55.0, 50.27272727272727)","(81.0, 200.0, 155.0)","(3.2, 4.8, 4.447058823529412)","(4.2, 99999, 99990)","(2.05, 2.5, 2.409333333333333)"
10-01-2023 19:39:32.144428,"(12.0, 14.0, 11.45)","(8.0, 11.0, 9.714285714285714)","(31.0, 55.0, 53.375)","(81.0, 200.0, 164.0)","(3.2, 4.8, 4.492307692307692)","(4.2, 99999, 99990)","(2.05, 2.42, 2.5784615384615384)"
10-01-2023 19:39:33.224836,"(12.0, 13.0, 12.8)","(8.0, 11.0, 9.559999999999999)","(31.0, 55.0, 49.5)","(81.0, 200.0, 143.75)","(3.2, 4.8, 4.447058823529412)","(4.2, 99999, 99990)","(2.05, 2.58, 2.5784615384615384)"
10-01-2023 19:39:34.428717,"(12.0, 12.5, 11.833333333333334)","(8.0, 11.0, 10.459999999999999)","(31.0, 55.0, 53.42857142857143)","(81.0, 200.0, 162.5)","(3.2, 4.8, 4.447058823529412)","(4.2, 99999, 99990)","(2.05, 2.58, 2.639090909090909)"
10-01-2023 19:39:35.574356,"(12.0, 12.5, 12.214285714285714)","(8.0, 11.0, 10.040000000000001)","(31.0, 55.0, 53.42857142857143)","(81.0, 180.0, 146.0)","(3.2, 4.8, 4.447058823529412)","(4.2, 99999, 99990)","(2.05, 2.64, 2.638193548387097)"
10-01-2023 19:39:36.692009,"(12.0, 12.5, 12.214285714285714)","(8.0, 11.0, 10.4)","(31.0, 55.0, 53.42857142857143)","(81.0, 170.0, 128.0)","(3.2, 4.8, 4.447058823529412)","(4.2, 99999, 99990)","(2.05, 2.64, 2.6347169811320756)"
10-01-2023 19:39:37.775067,"(12.0, 13.0, 12.181818181818182)","(8.0, 11.0, 10.040000000000001)","(31.0, 55.0, 53.42857142857143)","(81.0, 170.0, 128.0)","(3.2, 4.8, 4.447058823529412)","(4.2, 99999, 99990)","(2.05, 2.64, 2.6347169811320756)"
10-01-2023 19:39:38.860800,"(12.0, 13.0, 12.181818181818182)","(8.0, 11.0, 10.1)","(31.0, 55.0, 53.42857142857143)","(81.0, 170.0, 128.0)","(3.2, 4.8, 4.447058823529412)","(4.2, 99999, 99990)","(2.05, 2.64, 2.6347169811320756)"
10-01-2023 19:39:39.984457,"(12.0, 13.0, 12.181818181818182)","(8.0, 11.0, 10.1)","(31.0, 55.0, 58.0)","(81.0, 170.0, 140.0)","(3.2, 4.8, 4.447058823529412)","(4.2, 99999, 99990)","(2.05, 2.64, 2.6347169811320756)"
10-01-2023 19:39:41.172161,"(12.0, 12.5, 11.7)","(8.0, 11.0, 10.1)","(31.0, 60.0, 58.0)","(81.0, 170.0, 140.0)","(3.2, 4.8, 4.883333333333333)","(4.2, 99999, 99990)","(2.05, 2.64, 2.6347169811320756)"
10-01-2023 19:39:42.334164,"(12.0, 12.5, 11.61111111111111)","(8.0, 11.0, 10.1)","(31.0, 60.0, 58.0)","(81.0, 170.0, 140.0)","(3.2, 5.0, 4.733333333333333)","(4.2, 99999, 99990)","(2.05, 2.64, 2.6347169811320756)"
10-01-2023 19:39:43.456941,"(12.0, 12.5, 11.7)","(8.0, 13.5, 13.410714285714285)","(31.0, 60.0, 55.333333333333336)","(81.0, 170.0, 140.0)","(3.2, 4.9, 4.6000000000000005)","(4.2, 99999, 99990)","(2.05, 2.64, 2.6345555555555555)"
10-01-2023 19:39:44.601484,"(12.0, 12.5, 11.7)","(8.0, 13.5, 13.109375)","(31.0, 60.0, 51.6)","(81.0, 170.0, 140.0)","(3.2, 4.9, 4.6000000000000005)","(4.2, 99999, 99990)","(2.05, 2.64, 2.6345555555555555)"
10-01-2023 19:39:45.768864,"(12.0, 12.5, 11.7)","(8.0, 13.5, 13.109375)","(31.0, 60.0, 49.5)","(81.0, 170.0, 140.0)","(3.2, 4.9, 4.425)","(4.2, 99999, 99990)","(2.05, 2.64, 2.6345555555555555)"
10-01-2023 19:39:46.925586,"(12.0, 12.5, 11.7)","(8.0, 13.5, 12.25)","(31.0, 60.0, 49.5)","(81.0, 170.0, 140.0)","(3.2, 4.8, 4.45)","(4.2, 99999, 99990)","(2.05, 2.64, 2.6345555555555555)"
10-01-2023 19:39:48.128845,"(12.0, 12.5, 11.7)","(8.0, 13.5, 12.25)","(31.0, 60.0, 49.5)","(81.0, 170.0, 140.0)","(3.2, 4.8, 4.338461538461538)","(4.2, 99999, 99990)","(2.05, 2.64, 2.6345555555555555)"
10-01-2023 19:39:49.306801,"(12.0, 12.5, 11.7)","(8.0, 13.5, 12.25)","(31.0, 60.0, 49.5)","(81.0, 170.0, 140.0)","(3.2, 4.8, 4.338461538461538)","(4.2, 99999, 99990)","(2.05, 2.64, 2.6345555555555555)"
10-01-2023 19:39:50.439474,"(12.0, 12.5, 11.7)","(8.0, 13.5, 12.25)","(31.0, 60.0, 49.5)","(81.0, 170.0, 140.0)","(3.2, 4.8, 4.338461538461538)","(4.2, 99999, 99990)","(2.05, 2.64, 2.6345555555555555)"
10-01-2023 19:39:51.550894,"(12.0, 12.5, 12.196969696969697)","(8.0, 13.5, 12.25)","(31.0, 60.0, 49.5)","(81.0, 170.0, 140.0)","(3.2, 4.8, 4.7176470588235295)","(4.2, 99999, 99990)","(2.05, 2.64, 2.6166292134831464)"
10-01-2023 19:39:52.678008,"(12.0, 12.0, 11.0)","(8.0, 13.5, 12.666666666666666)","(31.0, 60.0, 49.5)","(81.0, 170.0, 140.0)","(3.2, 4.8, 4.7176470588235295)","(4.2, 99999, 99990)","(2.05, 2.62, 2.5977401129943503)"
10-01-2023 19:39:53.786908,"(12.0, 12.0, 10.875)","(8.0, 13.5, 12.666666666666666)","(31.0, 60.0, 52.0)","(81.0, 170.0, 117.5)","(3.2, 4.8, 4.552941176470588)","(4.2, 99999, 99990)","(2.05, 2.6, 2.5842857142857145)"
10-01-2023 19:39:54.861495,"(12.0, 12.0, 11.0)","(8.0, 13.5, 11.552631578947368)","(31.0, 55.0, 52.0)","(81.0, 170.0, 120.0)","(3.2, 4.8, 4.5375)","(4.2, 99999, 99990)","(2.05, 2.66, 2.7392660550458716)"
10-01-2023 19:39:55.888198,"(12.0, 12.0, 11.0)","(8.0, 13.5, 11.65)","(31.0, 55.0, 48.57142857142857)","(81.0, 160.0, 115.0)","(3.2, 4.8, 4.5375)","(4.2, 99999, 99990)","(2.05, 2.74, 2.7199999999999998)"
10-01-2023 19:39:57.013635,"(12.0, 11.5, 10.7)","(8.0, 13.0, 12.0)","(31.0, 55.0, 48.57142857142857)","(81.0, 150.0, 115.0)","(3.2, 4.8, 4.5375)","(4.2, 99999, 99990)","(2.05, 2.76, 2.7573214285714283)"
10-01-2023 19:39:58.199065,"(12.0, 11.5, 10.7)","(8.0, 13.0, 11.285714285714285)","(31.0, 55.0, 48.57142857142857)","(81.0, 150.0, 123.33333333333334)","(3.2, 4.8, 4.5375)","(4.2, 99999, 99990)","(2.05, 2.76, 2.756938775510204)"
10-01-2023 19:39:59.376419,"(12.0, 11.5, 10.833333333333334)","(8.0, 13.0, 11.057142857142857)","(31.0, 55.0, 48.57142857142857)","(81.0, 140.0, 116.5)","(3.2, 4.8, 4.5375)","(4.2, 99999, 99990)","(2.05, 2.76, 2.7787499999999996)"
10-01-2023 19:40:00.589920,"(12.0, 11.5, 11.071428571428571)","(8.0, 12.5, 11.2)","(31.0, 55.0, 48.57142857142857)","(81.0, 130.0, 112.85714285714286)","(3.2, 4.8, 4.5375)","(4.2, 99999, 99990)","(2.05, 2.78, 2.763333333333333)"
10-01-2023 19:40:01.843173,"(12.0, 13.0, 11.941176470588236)","(8.0, 12.0, 10.55)","(31.0, 55.0, 48.57142857142857)","(81.0, 130.0, 106.0)","(3.2, 4.8, 4.5375)","(4.2, 99999, 99990)","(2.05, 2.78, 2.8466666666666667)"
10-01-2023 19:40:03.066543,"(12.0, 12.5, 11.25)","(8.0, 11.5, 10.12)","(31.0, 55.0, 48.57142857142857)","(81.0, 130.0, 95.0)","(3.2, 4.8, 4.5375)","(4.2, 99999, 99990)","(2.05, 2.88, 2.8514285714285714)"
10-01-2023 19:40:04.237553,"(12.0, 11.5, 11.0)","(8.0, 11.5, 10.12)","(31.0, 55.0, 48.57142857142857)","(81.0, 120.0, 77.14285714285714)","(3.2, 4.8, 4.546153846153846)","(4.2, 99999, 99990)","(2.05, 2.88, 2.857142857142857)"
