,Devils Water,Radiant Betty,Tiggerlong Rebel,Silver Compass,Holiday In Paris,Smiling Spaniard,All Inn Chester,Ziems Park Girl
05-01-2023 13:00:55.182276,"(16.0, 36.0, 27.25)","(5.0, 9.6, 6.516666666666667)","(4.4, 5.7, 4.9941176470588236)","(9.0, 21.0, 19.5)","(17.0, 36.0, 20.833333333333332)","(2.8, 3.7, 2.9259999999999997)","(4.2, 5.9, 4.966666666666667)","(19.0, 60.0, 51.42857142857143)"
05-01-2023 13:00:56.249171,"(16.0, 36.0, 27.25)","(5.0, 9.4, 6.483333333333333)","(4.4, 5.7, 4.9941176470588236)","(9.0, 21.0, 19.5)","(17.0, 36.0, 20.833333333333332)","(2.8, 3.7, 2.9259999999999997)","(4.2, 5.8, 4.966666666666667)","(19.0, 60.0, 51.42857142857143)"
05-01-2023 13:00:57.380356,"(16.0, 36.0, 27.25)","(5.0, 9.4, 6.218181818181819)","(4.4, 5.7, 4.9941176470588236)","(9.0, 21.0, 19.5)","(17.0, 36.0, 20.833333333333332)","(2.8, 3.7, 2.9259999999999997)","(4.2, 5.8, 4.966666666666667)","(19.0, 60.0, 51.42857142857143)"
05-01-2023 13:00:58.502313,"(16.0, 36.0, 27.25)","(5.0, 9.4, 6.218181818181819)","(4.4, 5.7, 4.9941176470588236)","(9.0, 21.0, 19.5)","(17.0, 36.0, 20.833333333333332)","(2.8, 3.7, 2.9259999999999997)","(4.2, 5.8, 4.966666666666667)","(19.0, 60.0, 51.42857142857143)"
05-01-2023 13:00:59.645254,"(16.0, 36.0, 27.25)","(5.0, 9.4, 6.218181818181819)","(4.4, 5.7, 4.9941176470588236)","(9.0, 21.0, 19.5)","(17.0, 36.0, 20.833333333333332)","(2.8, 3.7, 2.9259999999999997)","(4.2, 5.8, 4.966666666666667)","(19.0, 60.0, 51.42857142857143)"
05-01-2023 13:01:00.740772,"(16.0, 36.0, 27.25)","(5.0, 9.4, 6.218181818181819)","(4.4, 5.7, 4.9941176470588236)","(9.0, 21.0, 19.5)","(17.0, 36.0, 20.833333333333332)","(2.8, 3.7, 3.012)","(4.2, 5.8, 4.966666666666667)","(19.0, 60.0, 51.42857142857143)"
05-01-2023 13:01:01.841359,"(16.0, 36.0, 27.25)","(5.0, 9.4, 6.218181818181819)","(4.4, 5.7, 4.9941176470588236)","(9.0, 21.0, 19.5)","(17.0, 36.0, 20.833333333333332)","(2.8, 3.7, 3.012)","(4.2, 5.8, 4.966666666666667)","(19.0, 60.0, 51.42857142857143)"
05-01-2023 13:01:02.885834,"(16.0, 36.0, 27.25)","(5.0, 9.2, 6.45)","(4.4, 5.7, 4.9941176470588236)","(9.0, 21.0, 19.5)","(17.0, 36.0, 20.833333333333332)","(2.8, 3.7, 3.012)","(4.2, 6.2, 5.144444444444444)","(19.0, 60.0, 51.42857142857143)"
05-01-2023 13:01:04.063219,"(16.0, 36.0, 27.25)","(5.0, 9.2, 7.311111111111111)","(4.4, 5.7, 4.684615384615384)","(9.0, 21.0, 19.5)","(17.0, 36.0, 20.833333333333332)","(2.8, 3.7, 3.012)","(4.2, 6.2, 5.144444444444444)","(19.0, 60.0, 51.42857142857143)"
05-01-2023 13:01:05.271121,"(16.0, 36.0, 27.25)","(5.0, 9.2, 7.311111111111111)","(4.4, 5.7, 4.9941176470588236)","(9.0, 21.0, 19.5)","(17.0, 36.0, 20.833333333333332)","(2.8, 3.7, 3.012)","(4.2, 6.2, 5.1375)","(19.0, 60.0, 51.42857142857143)"
05-01-2023 13:01:06.463034,"(16.0, 36.0, 27.25)","(5.0, 9.2, 7.311111111111111)","(4.4, 5.7, 4.9941176470588236)","(9.0, 21.0, 19.5)","(17.0, 36.0, 20.833333333333332)","(2.8, 3.7, 3.012)","(4.2, 6.2, 5.1375)","(19.0, 60.0, 51.42857142857143)"
05-01-2023 13:01:07.555287,"(16.0, 36.0, 27.25)","(5.0, 9.2, 7.311111111111111)","(4.4, 5.7, 4.9941176470588236)","(9.0, 21.0, 19.5)","(17.0, 36.0, 20.833333333333332)","(2.8, 3.7, 3.012)","(4.2, 6.2, 5.1375)","(19.0, 60.0, 51.42857142857143)"
05-01-2023 13:01:08.605388,"(16.0, 36.0, 27.25)","(5.0, 9.2, 7.311111111111111)","(4.4, 5.7, 4.9941176470588236)","(9.0, 21.0, 19.5)","(17.0, 36.0, 20.833333333333332)","(2.8, 3.7, 3.012)","(4.2, 6.2, 5.1375)","(19.0, 60.0, 51.42857142857143)"
05-01-2023 13:01:09.667822,"(16.0, 36.0, 27.25)","(5.0, 10.0, 7.666666666666666)","(4.4, 5.7, 4.9941176470588236)","(9.0, 21.0, 19.5)","(17.0, 36.0, 24.238095238095237)","(2.8, 3.7, 3.012)","(4.2, 6.2, 5.15)","(19.0, 60.0, 51.42857142857143)"
05-01-2023 13:01:10.761058,"(16.0, 36.0, 27.25)","(5.0, 10.0, 7.666666666666666)","(4.4, 5.4, 4.969230769230769)","(9.0, 21.0, 19.5)","(17.0, 36.0, 24.238095238095237)","(2.8, 3.7, 3.012)","(4.2, 6.0, 5.15)","(19.0, 60.0, 51.42857142857143)"
05-01-2023 13:01:11.833475,"(16.0, 36.0, 27.25)","(5.0, 10.0, 6.684210526315789)","(4.4, 5.4, 4.969230769230769)","(9.0, 21.0, 19.5)","(17.0, 36.0, 24.238095238095237)","(2.8, 3.7, 3.012)","(4.2, 6.0, 5.2)","(19.0, 60.0, 51.42857142857143)"
05-01-2023 13:01:12.935994,"(16.0, 36.0, 27.25)","(5.0, 10.0, 6.684210526315789)","(4.4, 5.4, 4.969230769230769)","(9.0, 21.0, 19.5)","(17.0, 36.0, 24.238095238095237)","(2.8, 3.7, 2.9355555555555553)","(4.2, 6.0, 5.142857142857142)","(19.0, 60.0, 51.42857142857143)"
05-01-2023 13:01:14.077675,"(16.0, 36.0, 27.25)","(5.0, 10.0, 6.684210526315789)","(4.4, 5.4, 4.969230769230769)","(9.0, 21.0, 19.5)","(17.0, 36.0, 24.238095238095237)","(2.8, 3.7, 2.9355555555555553)","(4.2, 6.0, 5.25)","(19.0, 60.0, 51.42857142857143)"
05-01-2023 13:01:15.270030,"(16.0, 36.0, 27.25)","(5.0, 10.0, 7.5777777777777775)","(4.4, 5.4, 4.969230769230769)","(9.0, 21.0, 19.5)","(17.0, 36.0, 24.238095238095237)","(2.8, 3.7, 2.9355555555555553)","(4.2, 6.2, 5.075)","(19.0, 60.0, 51.42857142857143)"
05-01-2023 13:01:16.399638,"(16.0, 36.0, 27.25)","(5.0, 9.8, 7.5777777777777775)","(4.4, 5.4, 4.969230769230769)","(9.0, 21.0, 19.5)","(17.0, 36.0, 24.238095238095237)","(2.8, 3.7, 2.9355555555555553)","(4.2, 6.2, 5.085714285714285)","(19.0, 60.0, 51.42857142857143)"
05-01-2023 13:01:17.506080,"(16.0, 36.0, 27.25)","(5.0, 9.8, 7.5777777777777775)","(4.4, 5.4, 4.969230769230769)","(9.0, 21.0, 19.5)","(17.0, 36.0, 23.65)","(2.8, 3.7, 2.9355555555555553)","(4.2, 6.0, 5.085714285714285)","(19.0, 60.0, 51.42857142857143)"
05-01-2023 13:01:18.676294,"(16.0, 36.0, 27.25)","(5.0, 9.8, 7.5777777777777775)","(4.4, 5.4, 4.969230769230769)","(9.0, 21.0, 19.5)","(17.0, 36.0, 24.238095238095237)","(2.8, 3.7, 2.9355555555555553)","(4.2, 6.0, 5.085714285714285)","(19.0, 60.0, 51.42857142857143)"
05-01-2023 13:01:19.834136,"(16.0, 36.0, 27.25)","(5.0, 9.8, 6.8)","(4.4, 5.4, 4.688888888888888)","(9.0, 21.0, 19.5)","(17.0, 36.0, 24.238095238095237)","(2.8, 3.7, 2.9355555555555553)","(4.2, 6.0, 5.085714285714285)","(19.0, 60.0, 51.42857142857143)"
05-01-2023 13:01:21.003216,"(16.0, 36.0, 27.25)","(5.0, 9.8, 6.8)","(4.4, 5.4, 4.969230769230769)","(9.0, 21.0, 19.5)","(17.0, 36.0, 24.238095238095237)","(2.8, 3.7, 2.9355555555555553)","(4.2, 6.0, 5.085714285714285)","(19.0, 60.0, 51.42857142857143)"
05-01-2023 13:01:22.172210,"(16.0, 36.0, 27.25)","(5.0, 9.8, 6.8)","(4.4, 5.4, 4.969230769230769)","(9.0, 21.0, 19.5)","(17.0, 36.0, 24.238095238095237)","(2.8, 3.7, 2.9355555555555553)","(4.2, 6.0, 5.085714285714285)","(19.0, 60.0, 51.42857142857143)"
05-01-2023 13:01:23.188293,"(16.0, 36.0, 27.25)","(5.0, 9.6, 7.488888888888889)","(4.4, 5.4, 4.969230769230769)","(9.0, 21.0, 19.5)","(17.0, 36.0, 24.238095238095237)","(2.8, 3.7, 2.9355555555555553)","(4.2, 6.0, 4.9625)","(19.0, 60.0, 51.42857142857143)"
05-01-2023 13:01:24.235986,"(16.0, 36.0, 27.25)","(5.0, 9.6, 7.488888888888889)","(4.4, 5.4, 4.969230769230769)","(9.0, 21.0, 19.5)","(17.0, 36.0, 24.238095238095237)","(2.8, 3.7, 2.9355555555555553)","(4.2, 5.9, 4.9625)","(19.0, 60.0, 51.42857142857143)"
05-01-2023 13:01:25.324960,"(16.0, 36.0, 27.25)","(5.0, 9.6, 6.813333333333333)","(4.4, 5.4, 4.969230769230769)","(9.0, 21.0, 19.5)","(17.0, 36.0, 24.238095238095237)","(2.8, 3.7, 2.9355555555555553)","(4.2, 5.9, 5.323076923076924)","(19.0, 60.0, 51.42857142857143)"
05-01-2023 13:01:26.393739,"(16.0, 36.0, 27.25)","(5.0, 9.6, 6.813333333333333)","(4.4, 5.4, 4.688888888888888)","(9.0, 21.0, 19.5)","(17.0, 36.0, 24.238095238095237)","(2.8, 3.7, 2.9355555555555553)","(4.2, 5.9, 5.323076923076924)","(19.0, 60.0, 51.42857142857143)"
05-01-2023 13:01:27.401732,"(16.0, 36.0, 27.25)","(5.0, 9.6, 6.813333333333333)","(4.4, 5.4, 4.969230769230769)","(9.0, 21.0, 19.5)","(17.0, 36.0, 24.238095238095237)","(2.8, 3.7, 2.9355555555555553)","(4.2, 5.9, 5.323076923076924)","(19.0, 60.0, 51.42857142857143)"
05-01-2023 13:01:28.620588,"(16.0, 36.0, 27.25)","(5.0, 9.6, 6.813333333333333)","(4.4, 5.4, 4.969230769230769)","(9.0, 21.0, 19.5)","(17.0, 36.0, 24.238095238095237)","(2.8, 3.7, 2.9355555555555553)","(4.2, 5.9, 5.323076923076924)","(19.0, 60.0, 51.42857142857143)"
05-01-2023 13:01:29.842309,"(16.0, 36.0, 27.25)","(5.0, 9.6, 6.813333333333333)","(4.4, 5.4, 4.969230769230769)","(9.0, 21.0, 19.5)","(17.0, 36.0, 24.238095238095237)","(2.8, 3.7, 2.9355555555555553)","(4.2, 5.9, 5.507692307692308)","(19.0, 60.0, 51.42857142857143)"
05-01-2023 13:01:31.020685,"(16.0, 36.0, 27.25)","(5.0, 9.4, 7.4)","(4.4, 5.3, 4.930769230769231)","(9.0, 21.0, 19.5)","(17.0, 36.0, 24.238095238095237)","(2.8, 3.7, 2.9355555555555553)","(4.2, 6.2, 5.2555555555555555)","(19.0, 60.0, 51.42857142857143)"
05-01-2023 13:01:32.112971,"(16.0, 36.0, 27.25)","(5.0, 9.4, 7.4)","(4.4, 5.3, 4.930769230769231)","(9.0, 21.0, 19.5)","(17.0, 36.0, 24.238095238095237)","(2.8, 3.7, 2.9355555555555553)","(4.2, 6.2, 5.2555555555555555)","(19.0, 60.0, 51.42857142857143)"
05-01-2023 13:01:33.281079,"(16.0, 36.0, 27.25)","(5.0, 9.4, 6.828571428571428)","(4.4, 5.3, 4.930769230769231)","(9.0, 21.0, 19.5)","(17.0, 36.0, 24.238095238095237)","(2.8, 3.7, 2.9355555555555553)","(4.2, 6.2, 5.2)","(19.0, 60.0, 51.42857142857143)"
05-01-2023 13:01:34.418154,"(16.0, 36.0, 27.25)","(5.0, 9.4, 6.828571428571428)","(4.4, 5.3, 4.930769230769231)","(9.0, 21.0, 19.5)","(17.0, 36.0, 24.238095238095237)","(2.8, 3.7, 2.9355555555555553)","(4.2, 6.2, 5.2)","(19.0, 60.0, 51.42857142857143)"
05-01-2023 13:01:35.595298,"(16.0, 36.0, 27.25)","(5.0, 9.4, 6.828571428571428)","(4.4, 5.3, 4.930769230769231)","(9.0, 21.0, 19.5)","(17.0, 36.0, 24.238095238095237)","(2.8, 3.7, 2.9355555555555553)","(4.2, 6.2, 5.2555555555555555)","(19.0, 60.0, 51.42857142857143)"
05-01-2023 13:01:36.669560,"(16.0, 36.0, 27.25)","(5.0, 9.4, 6.828571428571428)","(4.4, 5.3, 4.930769230769231)","(9.0, 21.0, 19.5)","(17.0, 36.0, 24.238095238095237)","(2.8, 3.7, 2.9355555555555553)","(4.2, 6.2, 5.0)","(19.0, 60.0, 50.769230769230774)"
05-01-2023 13:01:37.746709,"(16.0, 36.0, 27.25)","(5.0, 9.2, 7.311111111111111)","(4.4, 5.3, 4.930769230769231)","(9.0, 21.0, 19.5)","(17.0, 36.0, 24.238095238095237)","(2.8, 3.7, 3.1584615384615384)","(4.2, 6.2, 5.0)","(19.0, 60.0, 50.769230769230774)"
05-01-2023 13:01:38.794068,"(16.0, 36.0, 27.25)","(5.0, 9.2, 7.311111111111111)","(4.4, 5.3, 4.930769230769231)","(9.0, 21.0, 19.5)","(17.0, 36.0, 24.238095238095237)","(2.8, 3.7, 3.1584615384615384)","(4.2, 6.2, 5.0)","(19.0, 60.0, 50.769230769230774)"
05-01-2023 13:01:39.973598,"(16.0, 36.0, 27.25)","(5.0, 9.2, 7.311111111111111)","(4.4, 5.3, 4.677777777777777)","(9.0, 22.0, 20.0)","(17.0, 36.0, 24.238095238095237)","(2.8, 3.7, 3.1584615384615384)","(4.2, 6.2, 5.0)","(19.0, 60.0, 50.769230769230774)"
05-01-2023 13:01:41.081666,"(16.0, 36.0, 27.25)","(5.0, 9.2, 7.311111111111111)","(4.4, 5.3, 4.677777777777777)","(9.0, 22.0, 20.0)","(17.0, 36.0, 24.238095238095237)","(2.8, 3.7, 3.1584615384615384)","(4.2, 6.2, 4.925)","(19.0, 60.0, 50.769230769230774)"
05-01-2023 13:01:42.145959,"(16.0, 36.0, 27.25)","(5.0, 9.2, 7.311111111111111)","(4.4, 5.3, 4.930769230769231)","(9.0, 22.0, 20.0)","(17.0, 36.0, 24.238095238095237)","(2.8, 3.7, 3.1584615384615384)","(4.2, 6.2, 4.925)","(19.0, 60.0, 50.769230769230774)"
05-01-2023 13:01:43.281154,"(16.0, 36.0, 27.25)","(5.0, 9.2, 7.311111111111111)","(4.4, 5.3, 4.930769230769231)","(9.0, 22.0, 20.0)","(17.0, 36.0, 24.238095238095237)","(2.8, 3.7, 3.1584615384615384)","(4.2, 6.2, 5.228571428571429)","(19.0, 60.0, 50.769230769230774)"
05-01-2023 13:01:44.503886,"(16.0, 36.0, 27.25)","(5.0, 9.8, 7.5777777777777775)","(4.4, 6.0, 5.783333333333333)","(9.0, 22.0, 20.0)","(17.0, 36.0, 24.238095238095237)","(2.8, 3.7, 3.1584615384615384)","(4.2, 6.2, 5.228571428571429)","(19.0, 60.0, 50.769230769230774)"
05-01-2023 13:01:45.729139,"(16.0, 36.0, 27.25)","(5.0, 9.8, 7.5777777777777775)","(4.4, 6.0, 5.783333333333333)","(9.0, 22.0, 20.0)","(17.0, 36.0, 24.238095238095237)","(2.8, 3.7, 3.1584615384615384)","(4.2, 6.0, 5.055555555555555)","(19.0, 60.0, 50.769230769230774)"
05-01-2023 13:01:46.901375,"(16.0, 36.0, 27.25)","(5.0, 9.8, 6.550000000000001)","(4.4, 6.0, 5.783333333333333)","(9.0, 22.0, 20.0)","(17.0, 36.0, 24.238095238095237)","(2.8, 3.7, 3.1584615384615384)","(4.2, 6.0, 5.055555555555555)","(19.0, 60.0, 50.769230769230774)"
05-01-2023 13:01:48.109232,"(16.0, 36.0, 23.75)","(5.0, 9.8, 6.2)","(4.4, 6.0, 5.3)","(9.0, 22.0, 20.0)","(17.0, 36.0, 19.96666666666667)","(2.8, 3.7, 3.1584615384615384)","(4.2, 5.9, 5.1)","(19.0, 60.0, 50.769230769230774)"
05-01-2023 13:01:49.237259,"(16.0, 36.0, 23.75)","(5.0, 9.8, 6.2)","(4.4, 6.0, 5.2)","(9.0, 22.0, 20.0)","(17.0, 36.0, 19.96666666666667)","(2.8, 3.7, 3.1584615384615384)","(4.2, 5.9, 5.1)","(19.0, 60.0, 50.769230769230774)"
05-01-2023 13:01:50.332749,"(16.0, 36.0, 23.75)","(5.0, 9.8, 6.2)","(4.4, 5.9, 5.300000000000001)","(9.0, 22.0, 20.0)","(17.0, 36.0, 19.96666666666667)","(2.8, 3.7, 3.1584615384615384)","(4.2, 5.9, 5.1)","(19.0, 60.0, 50.769230769230774)"
05-01-2023 13:01:51.459989,"(16.0, 36.0, 23.75)","(5.0, 9.8, 6.3875)","(4.4, 5.9, 5.45)","(9.0, 22.0, 20.0)","(17.0, 36.0, 19.96666666666667)","(2.8, 3.7, 3.1584615384615384)","(4.2, 5.9, 4.966666666666667)","(19.0, 60.0, 50.769230769230774)"
05-01-2023 13:01:52.446457,"(16.0, 36.0, 23.75)","(5.0, 9.6, 6.516666666666667)","(4.4, 5.9, 5.45)","(9.0, 22.0, 20.0)","(17.0, 36.0, 19.96666666666667)","(2.8, 3.7, 3.1584615384615384)","(4.2, 5.8, 4.966666666666667)","(19.0, 60.0, 50.769230769230774)"
05-01-2023 13:01:53.480486,"(16.0, 36.0, 23.75)","(5.0, 9.6, 6.208333333333334)","(4.4, 5.9, 5.075)","(9.0, 22.0, 20.0)","(17.0, 36.0, 19.96666666666667)","(2.8, 3.7, 3.1584615384615384)","(4.2, 5.8, 4.966666666666667)","(19.0, 60.0, 50.769230769230774)"
05-01-2023 13:01:54.649792,"(16.0, 36.0, 23.75)","(5.0, 9.6, 6.208333333333334)","(4.4, 5.9, 5.075)","(9.0, 22.0, 20.0)","(17.0, 36.0, 19.96666666666667)","(2.8, 3.7, 3.1584615384615384)","(4.2, 5.8, 4.966666666666667)","(19.0, 60.0, 50.769230769230774)"
05-01-2023 13:01:55.902182,"(16.0, 36.0, 23.75)","(5.0, 9.6, 6.208333333333334)","(4.4, 5.9, 5.184615384615385)","(9.0, 22.0, 20.0)","(17.0, 36.0, 19.96666666666667)","(2.8, 3.7, 3.1584615384615384)","(4.2, 5.8, 4.966666666666667)","(19.0, 60.0, 50.769230769230774)"
05-01-2023 13:01:57.091331,"(16.0, 36.0, 23.75)","(5.0, 9.6, 6.208333333333334)","(4.4, 5.8, 5.184615384615385)","(9.0, 22.0, 20.0)","(17.0, 36.0, 19.96666666666667)","(2.8, 3.7, 3.1584615384615384)","(4.2, 5.8, 4.966666666666667)","(19.0, 60.0, 50.769230769230774)"
05-01-2023 13:01:58.178591,"(16.0, 36.0, 23.75)","(5.0, 9.6, 6.208333333333334)","(4.4, 5.8, 5.184615384615385)","(9.0, 22.0, 20.0)","(17.0, 36.0, 19.96666666666667)","(2.8, 3.7, 3.1584615384615384)","(4.2, 5.8, 4.775)","(19.0, 60.0, 50.769230769230774)"
05-01-2023 13:01:59.254657,"(16.0, 36.0, 23.75)","(5.0, 9.4, 6.483333333333333)","(4.4, 5.8, 5.184615384615385)","(9.0, 22.0, 20.0)","(17.0, 36.0, 19.96666666666667)","(2.8, 3.7, 3.1584615384615384)","(4.2, 6.2, 5.15)","(19.0, 60.0, 50.769230769230774)"
05-01-2023 13:02:00.338392,"(16.0, 36.0, 23.75)","(5.0, 9.4, 6.483333333333333)","(4.4, 5.8, 5.184615384615385)","(9.0, 22.0, 20.0)","(17.0, 36.0, 19.96666666666667)","(2.8, 3.7, 3.1584615384615384)","(4.2, 6.0, 5.15)","(19.0, 60.0, 50.769230769230774)"
05-01-2023 13:02:01.468709,"(16.0, 36.0, 23.75)","(5.0, 9.4, 6.483333333333333)","(4.4, 5.8, 5.184615384615385)","(9.0, 22.0, 20.0)","(17.0, 36.0, 19.96666666666667)","(2.8, 3.7, 3.1584615384615384)","(4.2, 6.0, 5.15)","(19.0, 60.0, 50.769230769230774)"
05-01-2023 13:02:02.531070,"(16.0, 36.0, 23.75)","(5.0, 9.4, 7.341176470588236)","(4.4, 5.8, 5.184615384615385)","(9.0, 22.0, 20.0)","(17.0, 36.0, 18.821428571428573)","(2.8, 3.7, 3.1584615384615384)","(4.2, 6.0, 5.15)","(19.0, 60.0, 50.769230769230774)"
05-01-2023 13:02:03.595527,"(16.0, 36.0, 23.75)","(5.0, 9.4, 7.341176470588236)","(4.4, 5.8, 5.184615384615385)","(9.0, 22.0, 20.0)","(17.0, 36.0, 18.821428571428573)","(2.8, 3.7, 3.1584615384615384)","(4.2, 6.0, 5.15)","(19.0, 60.0, 50.769230769230774)"
05-01-2023 13:02:04.756693,"(16.0, 36.0, 23.75)","(5.0, 9.4, 7.341176470588236)","(4.4, 5.8, 5.8)","(9.0, 22.0, 20.0)","(17.0, 36.0, 18.821428571428573)","(2.8, 3.7, 3.1584615384615384)","(4.2, 6.0, 4.915384615384616)","(19.0, 60.0, 50.769230769230774)"
05-01-2023 13:02:05.860802,"(16.0, 36.0, 23.75)","(5.0, 9.2, 7.824999999999999)","(4.4, 6.0, 5.8)","(9.0, 22.0, 20.0)","(17.0, 36.0, 18.821428571428573)","(2.8, 3.7, 3.1584615384615384)","(4.2, 5.9, 4.91578947368421)","(19.0, 60.0, 50.769230769230774)"
05-01-2023 13:02:06.994308,"(16.0, 36.0, 23.75)","(5.0, 9.2, 8.754054054054054)","(4.4, 6.0, 5.8)","(9.0, 22.0, 20.0)","(17.0, 36.0, 18.821428571428573)","(2.8, 3.7, 3.1584615384615384)","(4.2, 5.8, 4.91578947368421)","(19.0, 60.0, 50.769230769230774)"
05-01-2023 13:02:08.066932,"(16.0, 36.0, 23.75)","(5.0, 9.2, 8.754054054054054)","(4.4, 6.0, 5.8)","(9.0, 22.0, 21.67857142857143)","(17.0, 36.0, 18.821428571428573)","(2.8, 3.7, 3.1584615384615384)","(4.2, 5.8, 4.91578947368421)","(19.0, 60.0, 50.769230769230774)"
05-01-2023 13:02:09.163891,"(16.0, 36.0, 23.75)","(5.0, 9.2, 8.754054054054054)","(4.4, 6.0, 5.8)","(9.0, 22.0, 21.67857142857143)","(17.0, 36.0, 18.821428571428573)","(2.8, 3.7, 3.1584615384615384)","(4.2, 5.8, 4.91578947368421)","(19.0, 60.0, 50.769230769230774)"
05-01-2023 13:02:10.314187,"(16.0, 36.0, 23.75)","(5.0, 9.2, 8.754054054054054)","(4.4, 6.0, 5.8)","(9.0, 22.0, 21.67857142857143)","(17.0, 36.0, 18.821428571428573)","(2.8, 3.7, 3.1584615384615384)","(4.2, 5.8, 4.91578947368421)","(19.0, 60.0, 50.769230769230774)"
05-01-2023 13:02:11.544520,"(16.0, 36.0, 23.75)","(5.0, 9.2, 11.33030303030303)","(4.4, 6.0, 5.8)","(9.0, 22.0, 21.67857142857143)","(17.0, 36.0, 18.821428571428573)","(2.8, 3.7, 3.1584615384615384)","(4.2, 5.8, 5.1)","(19.0, 60.0, 50.769230769230774)"
05-01-2023 13:02:12.722696,"(16.0, 36.0, 23.75)","(5.0, 11.5, 11.33030303030303)","(4.4, 6.0, 5.8)","(9.0, 22.0, 21.67857142857143)","(17.0, 36.0, 18.821428571428573)","(2.8, 3.7, 3.1584615384615384)","(4.2, 5.8, 5.158333333333333)","(19.0, 60.0, 50.769230769230774)"
05-01-2023 13:02:13.835570,"(16.0, 36.0, 23.75)","(5.0, 11.0, 10.31081081081081)","(4.4, 6.0, 5.8)","(9.0, 22.0, 21.67857142857143)","(17.0, 36.0, 18.821428571428573)","(2.8, 3.7, 3.1584615384615384)","(4.2, 5.7, 5.158333333333333)","(19.0, 60.0, 50.769230769230774)"
05-01-2023 13:02:15.025103,"(16.0, 36.0, 23.75)","(5.0, 11.0, 10.31081081081081)","(4.4, 6.0, 5.8)","(9.0, 22.0, 21.67857142857143)","(17.0, 36.0, 18.821428571428573)","(2.8, 3.7, 3.1584615384615384)","(4.2, 5.7, 5.158333333333333)","(19.0, 60.0, 50.769230769230774)"
05-01-2023 13:02:16.113394,"(16.0, 36.0, 23.75)","(5.0, 11.0, 8.6625)","(4.4, 6.0, 5.816666666666666)","(9.0, 22.0, 21.67857142857143)","(17.0, 36.0, 18.821428571428573)","(2.8, 3.7, 3.1584615384615384)","(4.2, 5.7, 5.158333333333333)","(19.0, 60.0, 50.769230769230774)"
05-01-2023 13:02:17.227036,"(16.0, 36.0, 23.75)","(5.0, 10.5, 10.329629629629629)","(4.4, 6.0, 5.816666666666666)","(9.0, 22.0, 21.67857142857143)","(17.0, 36.0, 18.821428571428573)","(2.8, 3.7, 3.1584615384615384)","(4.2, 5.7, 5.158333333333333)","(19.0, 60.0, 50.769230769230774)"
05-01-2023 13:02:18.235955,"(16.0, 36.0, 23.75)","(5.0, 10.5, 10.329629629629629)","(4.4, 6.0, 5.816666666666666)","(9.0, 22.0, 21.67857142857143)","(17.0, 36.0, 18.821428571428573)","(2.8, 3.7, 3.1584615384615384)","(4.2, 5.7, 5.158333333333333)","(19.0, 60.0, 50.769230769230774)"
05-01-2023 13:02:19.399611,"(16.0, 36.0, 23.75)","(5.0, 10.5, 10.329629629629629)","(4.4, 6.0, 5.816666666666666)","(9.0, 22.0, 21.67857142857143)","(17.0, 36.0, 18.821428571428573)","(2.8, 3.7, 3.1584615384615384)","(4.2, 5.7, 5.158333333333333)","(19.0, 60.0, 50.769230769230774)"
05-01-2023 13:02:20.610854,"(16.0, 36.0, 23.75)","(5.0, 10.0, 9.338709677419354)","(4.4, 6.0, 5.816666666666666)","(9.0, 22.0, 21.67857142857143)","(17.0, 36.0, 18.821428571428573)","(2.8, 3.7, 3.1584615384615384)","(4.2, 5.8, 5.2105263157894735)","(19.0, 60.0, 50.769230769230774)"
05-01-2023 13:02:21.839531,"(16.0, 36.0, 23.75)","(5.0, 10.0, 9.338709677419354)","(4.4, 6.0, 5.816666666666666)","(9.0, 22.0, 21.67857142857143)","(17.0, 36.0, 18.821428571428573)","(2.8, 3.7, 3.1584615384615384)","(4.2, 5.8, 5.2105263157894735)","(19.0, 60.0, 50.769230769230774)"
05-01-2023 13:02:22.953199,"(16.0, 36.0, 23.75)","(5.0, 10.0, 9.338709677419354)","(4.4, 6.0, 5.816666666666666)","(9.0, 22.0, 21.67857142857143)","(17.0, 36.0, 18.821428571428573)","(2.8, 3.7, 3.1584615384615384)","(4.2, 5.8, 5.53953488372093)","(19.0, 60.0, 50.769230769230774)"
05-01-2023 13:02:24.084495,"(16.0, 36.0, 22.77777777777778)","(5.0, 10.0, 8.032)","(4.4, 6.0, 5.816666666666666)","(9.0, 22.0, 19.9375)","(17.0, 36.0, 18.821428571428573)","(2.8, 3.7, 3.1584615384615384)","(4.2, 5.8, 5.53953488372093)","(19.0, 60.0, 50.769230769230774)"
05-01-2023 13:02:25.258398,"(16.0, 34.0, 28.0)","(5.0, 10.0, 8.032)","(4.4, 6.0, 5.93125)","(9.0, 22.0, 19.9375)","(17.0, 36.0, 18.270833333333332)","(2.8, 3.7, 3.1584615384615384)","(4.2, 5.8, 5.655555555555555)","(19.0, 60.0, 50.769230769230774)"
05-01-2023 13:02:26.367347,"(16.0, 34.0, 23.333333333333332)","(5.0, 10.0, 8.032)","(4.4, 6.0, 5.93125)","(9.0, 22.0, 19.9375)","(17.0, 36.0, 18.270833333333332)","(2.8, 3.7, 3.393913043478261)","(4.2, 5.8, 5.033333333333333)","(19.0, 60.0, 50.769230769230774)"
