,Forward Step,Nut Butter Jam,Strum The Banjo,Aquata,Will She Stay,Confound
11-01-2023 13:31:50.264053,"(3.9, 5.9, 4.15)","(31.0, 120.0, 40.8)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.733333333333334)","(2.7, 4.4, 2.9)","(7.0, 13.0, 12.04)"
11-01-2023 13:31:51.188508,"(3.9, 5.9, 4.15)","(31.0, 120.0, 40.8)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.733333333333334)","(2.7, 4.4, 2.9)","(7.0, 13.0, 12.04)"
11-01-2023 13:31:52.237704,"(3.9, 5.9, 4.15)","(31.0, 120.0, 40.8)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 9.733333333333334)","(2.7, 4.4, 2.9)","(7.0, 13.0, 12.04)"
11-01-2023 13:31:53.285959,"(3.9, 5.9, 4.15)","(31.0, 120.0, 40.8)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 9.733333333333334)","(2.7, 4.4, 2.9)","(7.0, 13.0, 12.04)"
11-01-2023 13:31:54.403775,"(3.9, 5.9, 4.15)","(31.0, 120.0, 40.8)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 9.733333333333334)","(2.7, 4.4, 2.9)","(7.0, 13.0, 12.04)"
11-01-2023 13:31:55.408094,"(3.9, 5.9, 4.15)","(31.0, 120.0, 40.8)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 9.733333333333334)","(2.7, 4.4, 2.9)","(7.0, 13.0, 12.04)"
11-01-2023 13:31:56.421227,"(3.9, 5.9, 4.15)","(31.0, 120.0, 40.8)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 9.733333333333334)","(2.7, 4.4, 2.9)","(7.0, 13.0, 12.04)"
11-01-2023 13:31:57.288024,"(3.9, 5.9, 4.15)","(31.0, 120.0, 40.8)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 9.733333333333334)","(2.7, 4.4, 2.9)","(7.0, 13.0, 12.04)"
11-01-2023 13:31:58.214272,"(3.9, 5.9, 4.15)","(31.0, 120.0, 40.8)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 9.733333333333334)","(2.7, 4.4, 2.9)","(7.0, 13.0, 12.04)"
11-01-2023 13:31:59.291289,"(3.9, 5.9, 4.15)","(31.0, 120.0, 40.8)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 9.733333333333334)","(2.7, 4.4, 2.9)","(7.0, 13.0, 12.04)"
11-01-2023 13:32:00.380385,"(3.9, 5.9, 4.15)","(31.0, 120.0, 40.8)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 9.733333333333334)","(2.7, 4.4, 2.9)","(7.0, 13.0, 12.04)"
11-01-2023 13:32:01.341893,"(3.9, 5.9, 4.15)","(31.0, 120.0, 40.8)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 9.733333333333334)","(2.7, 4.4, 2.9)","(7.0, 13.0, 12.04)"
11-01-2023 13:32:02.348189,"(3.9, 5.9, 4.15)","(31.0, 120.0, 40.8)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 9.733333333333334)","(2.7, 4.4, 2.824242424242424)","(7.0, 13.0, 10.852631578947369)"
11-01-2023 13:32:03.365715,"(3.9, 5.9, 4.943333333333333)","(31.0, 110.0, 75.45454545454545)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 9.219999999999999)","(2.7, 4.4, 2.824242424242424)","(7.0, 13.0, 10.852631578947369)"
11-01-2023 13:32:04.366200,"(3.9, 5.9, 4.15)","(31.0, 110.0, 48.333333333333336)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 9.5)","(2.7, 4.3, 2.8789473684210525)","(7.0, 13.0, 10.852631578947369)"
11-01-2023 13:32:05.230129,"(3.9, 5.9, 4.15)","(31.0, 110.0, 48.333333333333336)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 8.799999999999999)","(2.7, 4.3, 2.8789473684210525)","(7.0, 13.0, 10.852631578947369)"
11-01-2023 13:32:06.194267,"(3.9, 5.9, 4.15)","(31.0, 110.0, 48.333333333333336)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 8.799999999999999)","(2.7, 4.3, 2.8789473684210525)","(7.0, 13.0, 10.852631578947369)"
11-01-2023 13:32:07.410799,"(3.9, 5.9, 4.15)","(31.0, 110.0, 81.2)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 8.799999999999999)","(2.7, 4.3, 2.8130434782608695)","(7.0, 13.0, 10.852631578947369)"
11-01-2023 13:32:08.454760,"(3.9, 5.9, 4.15)","(31.0, 110.0, 81.2)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 8.799999999999999)","(2.7, 4.3, 2.8217391304347825)","(7.0, 13.0, 10.852631578947369)"
11-01-2023 13:32:09.527133,"(3.9, 5.9, 4.15)","(31.0, 110.0, 51.666666666666664)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 8.799999999999999)","(2.7, 4.3, 2.8217391304347825)","(7.0, 13.0, 10.852631578947369)"
11-01-2023 13:32:10.659190,"(3.9, 5.9, 4.15)","(31.0, 100.0, 55.0)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 8.799999999999999)","(2.7, 4.3, 2.8217391304347825)","(7.0, 13.0, 10.852631578947369)"
11-01-2023 13:32:11.628916,"(3.9, 5.9, 4.15)","(31.0, 100.0, 46.0)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 8.799999999999999)","(2.7, 4.3, 2.8217391304347825)","(7.0, 13.0, 10.852631578947369)"
11-01-2023 13:32:12.561207,"(3.9, 5.9, 4.15)","(31.0, 100.0, 46.0)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 8.799999999999999)","(2.7, 4.3, 2.8217391304347825)","(7.0, 13.0, 10.852631578947369)"
11-01-2023 13:32:13.594106,"(3.9, 5.9, 4.15)","(31.0, 90.0, 44.54545454545455)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 10.899999999999999)","(2.7, 4.3, 2.8217391304347825)","(7.0, 13.0, 10.852631578947369)"
11-01-2023 13:32:14.749213,"(3.9, 5.9, 4.15)","(31.0, 90.0, 44.54545454545455)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 11.48)","(2.7, 4.3, 2.8217391304347825)","(7.0, 13.0, 10.852631578947369)"
11-01-2023 13:32:15.789555,"(3.9, 5.9, 4.15)","(31.0, 90.0, 44.54545454545455)","(2.9, 3.95, 2.9456521739130435)","(7.5, 14.0, 11.894736842105264)","(2.7, 4.3, 2.8217391304347825)","(7.0, 13.0, 10.852631578947369)"
11-01-2023 13:32:16.815241,"(3.9, 5.9, 4.15)","(31.0, 90.0, 44.54545454545455)","(2.9, 3.95, 2.9456521739130435)","(7.5, 14.0, 10.16)","(2.7, 4.3, 2.8217391304347825)","(7.0, 13.0, 10.852631578947369)"
11-01-2023 13:32:17.752518,"(3.9, 5.9, 4.15)","(31.0, 90.0, 44.54545454545455)","(2.9, 3.95, 2.9456521739130435)","(7.5, 14.0, 10.16)","(2.7, 4.3, 3.025)","(7.0, 13.0, 9.6)"
11-01-2023 13:32:18.666446,"(3.9, 5.9, 5.122222222222223)","(31.0, 90.0, 44.54545454545455)","(2.9, 3.95, 2.9456521739130435)","(7.5, 14.0, 10.933333333333334)","(2.7, 4.3, 3.025)","(7.0, 13.0, 10.22962962962963)"
11-01-2023 13:32:19.592861,"(3.9, 5.9, 4.925000000000001)","(31.0, 90.0, 44.54545454545455)","(2.9, 3.95, 3.228125)","(7.5, 14.0, 10.654545454545454)","(2.7, 4.3, 2.94)","(7.0, 13.0, 10.22962962962963)"
11-01-2023 13:32:20.521039,"(3.9, 5.9, 4.925000000000001)","(31.0, 90.0, 44.54545454545455)","(2.9, 3.95, 3.228125)","(7.5, 14.0, 10.8)","(2.7, 4.3, 2.9757894736842103)","(7.0, 13.0, 10.978378378378379)"
11-01-2023 13:32:21.516100,"(3.9, 5.9, 4.925000000000001)","(31.0, 90.0, 44.54545454545455)","(2.9, 3.95, 2.91640625)","(7.5, 14.0, 13.097435897435897)","(2.7, 4.3, 2.9757894736842103)","(7.0, 13.0, 10.978378378378379)"
11-01-2023 13:32:22.510348,"(3.9, 5.9, 4.2375)","(31.0, 90.0, 44.54545454545455)","(2.9, 3.95, 2.93609375)","(7.5, 14.0, 13.097435897435897)","(2.7, 4.3, 2.9757894736842103)","(7.0, 13.0, 9.033333333333333)"
11-01-2023 13:32:23.541012,"(3.9, 5.9, 4.2375)","(31.0, 90.0, 44.54545454545455)","(2.9, 3.9, 2.9744444444444444)","(7.5, 14.0, 12.162500000000001)","(2.7, 4.3, 3.0106493506493504)","(7.0, 13.0, 10.450000000000001)"
11-01-2023 13:32:24.621858,"(3.9, 5.9, 5.161111111111111)","(31.0, 90.0, 44.54545454545455)","(2.9, 3.85, 3.2208823529411763)","(7.5, 14.0, 13.0)","(2.7, 4.3, 3.028311688311688)","(7.0, 13.0, 10.450000000000001)"
11-01-2023 13:32:25.614859,"(3.9, 5.8, 4.828571428571428)","(31.0, 90.0, 57.5)","(2.9, 3.85, 3.2208823529411763)","(7.5, 14.5, 13.0)","(2.7, 4.3, 3.34)","(7.0, 13.0, 10.450000000000001)"
11-01-2023 13:32:26.611937,"(3.9, 5.8, 4.3)","(31.0, 90.0, 46.8)","(2.9, 3.85, 3.2208823529411763)","(7.5, 14.5, 13.954545454545453)","(2.7, 4.3, 3.5300000000000002)","(7.0, 13.0, 11.016666666666667)"
11-01-2023 13:32:27.805235,"(3.9, 5.6, 4.2875000000000005)","(31.0, 90.0, 46.36363636363636)","(2.9, 3.85, 3.2208823529411763)","(7.5, 14.5, 13.954545454545453)","(2.7, 4.2, 3.5300000000000002)","(7.0, 13.0, 11.016666666666667)"
11-01-2023 13:32:29.136562,"(3.9, 5.6, 4.2875000000000005)","(31.0, 90.0, 48.0)","(2.9, 3.85, 3.2208823529411763)","(7.5, 14.5, 13.166666666666666)","(2.7, 4.2, 3.54)","(7.0, 13.0, 11.016666666666667)"
11-01-2023 13:32:30.257694,"(3.9, 5.6, 4.2875000000000005)","(31.0, 90.0, 48.0)","(2.9, 3.85, 3.2208823529411763)","(7.5, 14.5, 13.166666666666666)","(2.7, 4.2, 3.511764705882353)","(7.0, 13.0, 11.016666666666667)"
11-01-2023 13:32:31.373769,"(3.9, 5.6, 4.2875000000000005)","(31.0, 85.0, 50.6)","(2.9, 3.85, 3.2208823529411763)","(7.5, 14.5, 13.166666666666666)","(2.7, 4.2, 3.511764705882353)","(7.0, 13.0, 11.016666666666667)"
11-01-2023 13:32:32.565548,"(3.9, 5.6, 4.2875000000000005)","(31.0, 85.0, 50.6)","(2.9, 3.85, 3.2208823529411763)","(7.5, 14.5, 13.983870967741936)","(2.7, 4.2, 3.511764705882353)","(7.0, 13.0, 11.016666666666667)"
11-01-2023 13:32:33.686421,"(3.9, 5.6, 4.2875000000000005)","(31.0, 85.0, 50.6)","(2.9, 3.85, 3.2208823529411763)","(7.5, 14.5, 13.983870967741936)","(2.7, 4.2, 3.511764705882353)","(7.0, 13.0, 11.016666666666667)"
11-01-2023 13:32:34.696633,"(3.9, 5.6, 4.2875000000000005)","(31.0, 85.0, 50.6)","(2.9, 3.85, 3.2208823529411763)","(7.5, 14.5, 13.983870967741936)","(2.7, 4.2, 3.56)","(7.0, 13.0, 11.016666666666667)"
11-01-2023 13:32:35.810302,"(3.9, 5.6, 4.2875000000000005)","(31.0, 85.0, 50.6)","(2.9, 3.85, 3.2208823529411763)","(7.5, 14.5, 13.983870967741936)","(2.7, 4.2, 3.56)","(7.0, 13.0, 11.016666666666667)"
11-01-2023 13:32:36.836176,"(3.9, 5.6, 4.2875000000000005)","(31.0, 85.0, 51.5)","(2.9, 3.85, 3.2208823529411763)","(7.5, 14.5, 13.983870967741936)","(2.7, 4.2, 3.444)","(7.0, 13.0, 10.534782608695652)"
11-01-2023 13:32:37.794903,"(3.9, 5.6, 4.2875000000000005)","(31.0, 80.0, 51.5)","(2.9, 3.85, 3.2208823529411763)","(7.5, 14.5, 13.983870967741936)","(2.7, 4.2, 3.444)","(7.0, 13.0, 10.534782608695652)"
11-01-2023 13:32:38.804296,"(3.9, 5.6, 4.2875000000000005)","(31.0, 80.0, 51.5)","(2.9, 3.85, 3.2208823529411763)","(7.5, 14.5, 13.983870967741936)","(2.7, 4.2, 3.444)","(7.0, 13.0, 10.534782608695652)"
11-01-2023 13:32:39.779749,"(3.9, 5.6, 4.2875000000000005)","(31.0, 80.0, 51.5)","(2.9, 3.85, 3.2208823529411763)","(7.5, 14.5, 13.983870967741936)","(2.7, 4.2, 3.444)","(7.0, 13.0, 10.534782608695652)"
11-01-2023 13:32:40.780579,"(3.9, 5.6, 4.2875000000000005)","(31.0, 80.0, 45.8)","(2.9, 3.85, 3.2208823529411763)","(7.5, 14.5, 13.983870967741936)","(2.7, 4.2, 3.444)","(7.0, 13.0, 10.534782608695652)"
11-01-2023 13:32:41.722688,"(3.9, 5.6, 4.2875000000000005)","(31.0, 80.0, 45.8)","(2.9, 3.85, 3.2208823529411763)","(7.5, 14.5, 13.983870967741936)","(2.7, 4.2, 3.444)","(7.0, 13.0, 10.534782608695652)"
11-01-2023 13:32:42.800551,"(3.9, 5.6, 4.2875000000000005)","(31.0, 80.0, 45.8)","(2.9, 3.85, 3.2208823529411763)","(7.5, 14.5, 13.983870967741936)","(2.7, 4.2, 3.444)","(7.0, 13.0, 10.534782608695652)"
11-01-2023 13:32:43.791891,"(3.9, 5.6, 4.2875000000000005)","(31.0, 80.0, 45.8)","(2.9, 3.85, 3.2208823529411763)","(7.5, 14.5, 13.983870967741936)","(2.7, 4.2, 3.444)","(7.0, 13.0, 11.503846153846155)"
11-01-2023 13:32:44.851938,"(3.9, 5.6, 4.2875000000000005)","(31.0, 80.0, 45.8)","(2.9, 3.85, 3.2208823529411763)","(7.5, 14.5, 13.983870967741936)","(2.7, 4.2, 3.444)","(7.0, 12.5, 10.328260869565218)"
11-01-2023 13:32:45.867315,"(3.9, 5.6, 5.0473684210526315)","(31.0, 80.0, 45.8)","(2.9, 3.85, 3.2208823529411763)","(7.5, 14.5, 13.983870967741936)","(2.7, 4.2, 3.444)","(7.0, 12.5, 10.328260869565218)"
11-01-2023 13:32:46.764736,"(3.9, 5.6, 4.671428571428571)","(31.0, 80.0, 45.8)","(2.9, 3.85, 3.2208823529411763)","(7.5, 14.5, 13.983870967741936)","(2.7, 4.2, 3.444)","(7.0, 12.5, 10.328260869565218)"
11-01-2023 13:32:47.851276,"(3.9, 5.6, 4.671428571428571)","(31.0, 80.0, 45.8)","(2.9, 3.85, 3.2208823529411763)","(7.5, 14.5, 13.983870967741936)","(2.7, 4.2, 3.444)","(7.0, 12.5, 10.328260869565218)"
11-01-2023 13:32:48.940966,"(3.9, 5.6, 4.671428571428571)","(31.0, 80.0, 45.8)","(2.9, 3.85, 3.2208823529411763)","(7.5, 14.5, 13.983870967741936)","(2.7, 4.2, 3.444)","(7.0, 12.5, 10.328260869565218)"
11-01-2023 13:32:49.909559,"(3.9, 5.6, 5.070588235294117)","(31.0, 80.0, 45.8)","(2.9, 3.85, 3.2208823529411763)","(7.5, 14.5, 13.983870967741936)","(2.7, 4.2, 3.444)","(7.0, 12.5, 10.328260869565218)"
11-01-2023 13:32:50.864435,"(3.9, 5.6, 5.070588235294117)","(31.0, 80.0, 45.8)","(2.9, 3.85, 3.2208823529411763)","(7.5, 14.5, 13.983870967741936)","(2.7, 4.2, 3.255)","(7.0, 12.5, 10.328260869565218)"
11-01-2023 13:32:51.848024,"(3.9, 5.6, 5.260377358490566)","(31.0, 80.0, 45.8)","(2.9, 3.85, 3.2208823529411763)","(7.5, 14.5, 13.983870967741936)","(2.7, 4.2, 3.255)","(7.0, 12.5, 10.328260869565218)"
11-01-2023 13:32:52.811182,"(3.9, 5.6, 5.260377358490566)","(31.0, 80.0, 45.8)","(2.9, 3.85, 3.2208823529411763)","(7.5, 14.5, 13.983870967741936)","(2.7, 4.2, 3.255)","(7.0, 12.5, 10.328260869565218)"
11-01-2023 13:32:53.781241,"(3.9, 5.6, 5.031034482758621)","(31.0, 80.0, 45.8)","(2.9, 3.85, 3.2208823529411763)","(7.5, 14.5, 13.983870967741936)","(2.7, 4.2, 3.255)","(7.0, 12.5, 10.328260869565218)"
11-01-2023 13:32:54.758899,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 45.8)","(2.9, 3.85, 3.2208823529411763)","(7.5, 14.5, 13.983870967741936)","(2.7, 4.2, 3.255)","(7.0, 12.5, 10.328260869565218)"
11-01-2023 13:32:55.659462,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 45.8)","(2.9, 3.85, 3.2208823529411763)","(7.5, 14.5, 13.983870967741936)","(2.7, 4.2, 3.255)","(7.0, 12.5, 10.328260869565218)"
11-01-2023 13:32:56.660845,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 45.8)","(2.9, 3.85, 3.2208823529411763)","(7.5, 14.5, 13.983870967741936)","(2.7, 4.2, 3.255)","(7.0, 12.5, 10.328260869565218)"
11-01-2023 13:32:57.678808,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 45.8)","(2.9, 3.85, 3.462407407407407)","(7.5, 14.5, 13.983870967741936)","(2.7, 4.2, 3.255)","(7.0, 12.5, 10.328260869565218)"
11-01-2023 13:32:58.571804,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 45.8)","(2.9, 3.85, 3.462407407407407)","(7.5, 14.5, 13.983870967741936)","(2.7, 4.2, 3.255)","(7.0, 12.5, 10.328260869565218)"
11-01-2023 13:32:59.494438,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 45.8)","(2.9, 3.85, 3.311315789473684)","(7.5, 14.5, 13.983870967741936)","(2.7, 4.2, 3.255)","(7.0, 12.5, 10.328260869565218)"
11-01-2023 13:33:00.503429,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 45.8)","(2.9, 3.85, 3.311315789473684)","(7.5, 14.5, 13.983870967741936)","(2.7, 4.2, 3.255)","(7.0, 12.5, 10.328260869565218)"
11-01-2023 13:33:01.473237,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 45.8)","(2.9, 3.85, 3.311315789473684)","(7.5, 14.5, 13.983870967741936)","(2.7, 4.2, 3.255)","(7.0, 12.5, 10.328260869565218)"
11-01-2023 13:33:02.482360,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 45.8)","(2.9, 3.85, 3.311315789473684)","(7.5, 14.5, 13.983870967741936)","(2.7, 4.2, 3.255)","(7.0, 12.5, 10.328260869565218)"
11-01-2023 13:33:03.447333,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 45.8)","(2.9, 3.85, 3.5616901408450703)","(7.5, 14.5, 13.983870967741936)","(2.7, 4.2, 3.255)","(7.0, 12.5, 10.328260869565218)"
11-01-2023 13:33:04.368579,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 45.8)","(2.9, 3.85, 3.5616901408450703)","(7.5, 14.5, 13.983870967741936)","(2.7, 4.2, 3.255)","(7.0, 12.5, 10.328260869565218)"
11-01-2023 13:33:05.312110,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 45.8)","(2.9, 3.85, 3.5616901408450703)","(7.5, 14.5, 12.5)","(2.7, 4.2, 3.255)","(7.0, 12.5, 10.328260869565218)"
11-01-2023 13:33:06.326690,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 45.8)","(2.9, 3.85, 3.5616901408450703)","(7.5, 14.5, 12.5)","(2.7, 4.2, 3.255)","(7.0, 12.5, 10.328260869565218)"
11-01-2023 13:33:07.201481,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 45.8)","(2.9, 3.85, 3.5616901408450703)","(7.5, 14.5, 12.5)","(2.7, 4.2, 3.255)","(7.0, 12.5, 10.328260869565218)"
11-01-2023 13:33:08.154778,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 45.8)","(2.9, 3.85, 3.5616901408450703)","(7.5, 14.5, 12.5)","(2.7, 4.2, 3.255)","(7.0, 12.5, 10.328260869565218)"
11-01-2023 13:33:09.177362,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 45.8)","(2.9, 3.85, 3.5616901408450703)","(7.5, 14.5, 13.8)","(2.7, 4.2, 3.255)","(7.0, 12.5, 10.328260869565218)"
11-01-2023 13:33:10.142068,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 45.8)","(2.9, 3.85, 3.5616901408450703)","(7.5, 14.5, 13.8)","(2.7, 4.2, 3.255)","(7.0, 12.5, 10.328260869565218)"
11-01-2023 13:33:11.118437,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 45.8)","(2.9, 3.85, 3.5616901408450703)","(7.5, 14.5, 13.8)","(2.7, 4.2, 3.255)","(7.0, 12.5, 10.328260869565218)"
11-01-2023 13:33:12.108949,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 45.8)","(2.9, 3.85, 3.5616901408450703)","(7.5, 14.5, 13.8)","(2.7, 4.2, 3.255)","(7.0, 12.5, 10.328260869565218)"
11-01-2023 13:33:13.025434,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 45.8)","(2.9, 3.85, 3.5616901408450703)","(7.5, 14.5, 13.8)","(2.7, 4.2, 3.255)","(7.0, 12.5, 10.328260869565218)"
11-01-2023 13:33:13.961158,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 45.8)","(2.9, 3.85, 3.5616901408450703)","(7.5, 14.5, 13.8)","(2.7, 4.2, 3.255)","(7.0, 12.5, 10.328260869565218)"
11-01-2023 13:33:14.915412,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 45.8)","(2.9, 3.85, 3.5616901408450703)","(7.5, 14.5, 13.8)","(2.7, 4.2, 3.255)","(7.0, 12.5, 10.328260869565218)"
11-01-2023 13:33:15.957747,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 45.8)","(2.9, 3.85, 3.5616901408450703)","(7.5, 14.5, 13.8)","(2.7, 4.2, 3.255)","(7.0, 12.5, 10.328260869565218)"
11-01-2023 13:33:16.935798,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 45.8)","(2.9, 3.85, 3.5616901408450703)","(7.5, 14.5, 13.8)","(2.7, 4.2, 3.255)","(7.0, 12.5, 10.328260869565218)"
11-01-2023 13:33:17.885594,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 45.8)","(2.9, 3.85, 3.5616901408450703)","(7.5, 14.5, 13.8)","(2.7, 4.2, 3.255)","(7.0, 12.5, 10.328260869565218)"
11-01-2023 13:33:18.832473,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 45.8)","(2.9, 3.85, 3.5616901408450703)","(7.5, 14.5, 13.8)","(2.7, 4.2, 3.255)","(7.0, 12.5, 10.328260869565218)"
11-01-2023 13:33:19.739153,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 45.8)","(2.9, 3.85, 3.5616901408450703)","(7.5, 14.5, 13.8)","(2.7, 4.2, 3.255)","(7.0, 12.5, 10.328260869565218)"
11-01-2023 13:33:20.686366,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 45.8)","(2.9, 3.85, 3.5616901408450703)","(7.5, 14.5, 13.8)","(2.7, 4.2, 3.255)","(7.0, 12.5, 10.328260869565218)"
11-01-2023 13:33:21.638244,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 45.8)","(2.9, 3.85, 3.5616901408450703)","(7.5, 14.5, 13.8)","(2.7, 4.2, 3.255)","(7.0, 12.5, 10.328260869565218)"
11-01-2023 13:33:22.600689,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 45.8)","(2.9, 3.85, 3.5616901408450703)","(7.5, 14.5, 13.8)","(2.7, 4.2, 3.255)","(7.0, 12.5, 10.328260869565218)"
11-01-2023 13:33:23.569873,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 45.8)","(2.9, 3.85, 3.5616901408450703)","(7.5, 14.5, 13.8)","(2.7, 4.2, 3.255)","(7.0, 12.5, 10.328260869565218)"
11-01-2023 13:33:24.559826,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 45.8)","(2.9, 3.85, 3.335526315789474)","(7.5, 14.5, 13.8)","(2.7, 4.2, 3.255)","(7.0, 12.5, 10.328260869565218)"
11-01-2023 13:33:25.489826,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 45.45454545454545)","(2.9, 3.85, 3.335526315789474)","(7.5, 14.5, 13.8)","(2.7, 4.2, 3.255)","(7.0, 12.5, 10.328260869565218)"
11-01-2023 13:33:26.470220,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 45.45454545454545)","(2.9, 3.85, 3.6172619047619046)","(7.5, 14.5, 13.8)","(2.7, 4.2, 3.255)","(7.0, 12.5, 10.328260869565218)"
11-01-2023 13:33:27.431891,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 45.45454545454545)","(2.9, 3.85, 3.6172619047619046)","(7.5, 14.5, 13.8)","(2.7, 4.2, 3.255)","(7.0, 12.5, 10.328260869565218)"
11-01-2023 13:33:28.342600,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 45.45454545454545)","(2.9, 3.85, 3.6172619047619046)","(7.5, 14.5, 13.8)","(2.7, 4.2, 3.255)","(7.0, 12.5, 10.328260869565218)"
11-01-2023 13:33:29.293518,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 45.45454545454545)","(2.9, 3.85, 3.6172619047619046)","(7.5, 14.5, 13.8)","(2.7, 4.2, 3.255)","(7.0, 12.5, 10.65)"
11-01-2023 13:33:30.274585,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 45.45454545454545)","(2.9, 3.85, 3.3657894736842104)","(7.5, 14.0, 13.222222222222221)","(2.7, 4.2, 3.255)","(7.0, 12.5, 10.65)"
11-01-2023 13:33:31.275037,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 45.45454545454545)","(2.9, 3.85, 3.575373134328358)","(7.5, 14.0, 13.222222222222221)","(2.7, 4.2, 3.255)","(7.0, 12.5, 10.65)"
11-01-2023 13:33:32.228974,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 45.45454545454545)","(2.9, 3.85, 3.575373134328358)","(7.5, 14.0, 14.333333333333332)","(2.7, 4.2, 3.255)","(7.0, 12.5, 10.65)"
11-01-2023 13:33:33.141376,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 45.45454545454545)","(2.9, 3.85, 3.575373134328358)","(7.5, 14.5, 14.36)","(2.7, 4.2, 3.255)","(7.0, 12.5, 10.65)"
11-01-2023 13:33:34.135884,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 45.45454545454545)","(2.9, 3.85, 3.575373134328358)","(7.5, 16.0, 15.615384615384617)","(2.7, 4.2, 3.255)","(7.0, 12.5, 10.65)"
11-01-2023 13:33:35.079670,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 45.45454545454545)","(2.9, 3.85, 3.575373134328358)","(7.5, 16.0, 16.28)","(2.7, 4.2, 3.255)","(7.0, 12.5, 10.65)"
11-01-2023 13:33:36.071686,"(3.9, 5.6, 5.233333333333333)","(31.0, 80.0, 45.45454545454545)","(2.9, 3.85, 3.575373134328358)","(7.5, 16.5, 16.28)","(2.7, 4.2, 3.255)","(7.0, 12.5, 10.65)"
