,Whos Your Papi,Miss Terri,Within Range,Werina Force,Uncle Charlie,King Wylde,Crayfish,Seaway Flyer
08-01-2023 12:38:10.004648,"(10.0, 20.0, 17.41176470588235)","(81.0, 250.0, 185.0)","(41.0, 75.0, 69.66666666666667)","(7.0, 10.5, 10.02)","(31.0, 60.0, 56.76923076923077)","(3.1, 4.2, 4.175609756097561)","(21.0, 55.0, 45.526315789473685)","(1.65, 1.88, 1.8633333333333333)"
08-01-2023 12:38:10.986480,"(10.0, 20.0, 17.394736842105264)","(81.0, 250.0, 185.0)","(41.0, 75.0, 69.66666666666667)","(7.0, 10.5, 9.75)","(31.0, 60.0, 56.76923076923077)","(3.1, 4.2, 4.175609756097561)","(21.0, 55.0, 46.42857142857143)","(1.65, 1.89, 1.8692857142857142)"
08-01-2023 12:38:12.043260,"(10.0, 20.0, 17.25)","(81.0, 250.0, 131.8181818181818)","(41.0, 75.0, 68.84615384615384)","(7.0, 10.5, 9.7)","(31.0, 60.0, 56.76923076923077)","(3.1, 4.2, 4.138461538461539)","(21.0, 55.0, 46.42857142857143)","(1.65, 1.88, 1.8748275862068966)"
08-01-2023 12:38:13.062777,"(10.0, 20.0, 16.88888888888889)","(81.0, 250.0, 131.8181818181818)","(41.0, 75.0, 68.84615384615384)","(7.0, 10.5, 9.7)","(31.0, 60.0, 56.76923076923077)","(3.1, 4.2, 4.138461538461539)","(21.0, 55.0, 46.42857142857143)","(1.65, 1.89, 1.8670588235294119)"
08-01-2023 12:38:14.300795,"(10.0, 20.0, 17.27777777777778)","(81.0, 230.0, 175.0)","(41.0, 75.0, 71.52173913043478)","(7.0, 10.5, 9.98)","(31.0, 60.0, 56.76923076923077)","(3.1, 4.2, 4.144186046511628)","(21.0, 55.0, 46.42857142857143)","(1.65, 1.9, 1.8725)"
08-01-2023 12:38:15.372398,"(10.0, 20.0, 17.375)","(81.0, 230.0, 175.0)","(41.0, 75.0, 71.52173913043478)","(7.0, 10.5, 9.888235294117647)","(31.0, 60.0, 56.76923076923077)","(3.1, 4.2, 4.144186046511628)","(21.0, 55.0, 49.193548387096776)","(1.65, 1.9, 1.882608695652174)"
08-01-2023 12:38:16.481650,"(10.0, 20.0, 17.375)","(81.0, 230.0, 175.0)","(41.0, 75.0, 71.52173913043478)","(7.0, 10.5, 9.85)","(31.0, 60.0, 56.76923076923077)","(3.1, 4.2, 4.16969696969697)","(21.0, 55.0, 49.193548387096776)","(1.65, 1.9, 1.87)"
08-01-2023 12:38:17.556631,"(10.0, 20.0, 17.375)","(81.0, 230.0, 121.66666666666667)","(41.0, 75.0, 71.52173913043478)","(7.0, 10.5, 9.85)","(31.0, 60.0, 56.76923076923077)","(3.1, 4.2, 4.16969696969697)","(21.0, 55.0, 49.193548387096776)","(1.65, 1.9, 1.87)"
08-01-2023 12:38:18.709782,"(10.0, 19.5, 18.25)","(81.0, 230.0, 135.71428571428572)","(41.0, 75.0, 71.52173913043478)","(7.0, 10.5, 9.85)","(31.0, 60.0, 56.76923076923077)","(3.1, 4.2, 4.16969696969697)","(21.0, 55.0, 49.193548387096776)","(1.65, 1.9, 1.87)"
08-01-2023 12:38:19.775654,"(10.0, 19.5, 18.25)","(81.0, 210.0, 165.0)","(41.0, 75.0, 71.52173913043478)","(7.0, 10.5, 9.85)","(31.0, 60.0, 56.76923076923077)","(3.1, 4.2, 4.144186046511628)","(21.0, 55.0, 49.193548387096776)","(1.65, 1.9, 1.8633333333333333)"
08-01-2023 12:38:20.855114,"(10.0, 19.5, 17.666666666666668)","(81.0, 210.0, 193.33333333333334)","(41.0, 75.0, 71.52173913043478)","(7.0, 10.5, 9.95)","(31.0, 60.0, 56.76923076923077)","(3.2, 4.2, 4.144186046511628)","(21.0, 55.0, 49.193548387096776)","(1.65, 1.88, 1.8618181818181818)"
08-01-2023 12:38:21.844514,"(10.0, 19.5, 17.25)","(81.0, 210.0, 193.33333333333334)","(41.0, 75.0, 71.52173913043478)","(7.0, 10.5, 9.95)","(31.0, 60.0, 56.76923076923077)","(3.2, 4.2, 4.144186046511628)","(21.0, 55.0, 49.193548387096776)","(1.65, 1.88, 1.8618181818181818)"
08-01-2023 12:38:23.001975,"(10.0, 19.5, 17.25)","(81.0, 210.0, 155.45454545454547)","(41.0, 75.0, 71.52173913043478)","(7.0, 10.5, 9.95)","(31.0, 60.0, 56.76923076923077)","(3.2, 4.2, 4.15)","(21.0, 55.0, 49.193548387096776)","(1.65, 1.88, 1.86125)"
08-01-2023 12:38:24.180940,"(10.0, 19.5, 17.25)","(81.0, 210.0, 155.45454545454547)","(41.0, 75.0, 71.52173913043478)","(7.0, 10.5, 9.95)","(31.0, 60.0, 56.76923076923077)","(3.2, 4.2, 4.15)","(21.0, 55.0, 49.193548387096776)","(1.65, 1.88, 1.8633333333333333)"
08-01-2023 12:38:25.233430,"(10.0, 19.5, 17.25)","(81.0, 210.0, 124.28571428571429)","(41.0, 75.0, 71.52173913043478)","(7.0, 10.5, 9.95)","(31.0, 60.0, 56.76923076923077)","(3.2, 4.2, 4.15)","(21.0, 55.0, 49.193548387096776)","(1.65, 1.88, 1.8633333333333333)"
08-01-2023 12:38:26.270452,"(10.0, 19.5, 17.25)","(81.0, 200.0, 140.0)","(41.0, 75.0, 71.52173913043478)","(7.0, 10.5, 10.041666666666666)","(31.0, 55.0, 54.18181818181818)","(3.2, 4.2, 4.15)","(21.0, 55.0, 49.193548387096776)","(1.65, 1.88, 1.8633333333333333)"
08-01-2023 12:38:27.304601,"(10.0, 19.5, 17.25)","(81.0, 200.0, 140.0)","(41.0, 75.0, 71.52173913043478)","(7.0, 10.5, 10.041666666666666)","(31.0, 55.0, 54.18181818181818)","(3.2, 4.2, 4.15)","(21.0, 55.0, 49.193548387096776)","(1.65, 1.88, 1.8633333333333333)"
08-01-2023 12:38:28.346677,"(10.0, 19.5, 17.25)","(81.0, 200.0, 140.0)","(41.0, 75.0, 71.52173913043478)","(7.0, 10.5, 10.041666666666666)","(31.0, 55.0, 54.18181818181818)","(3.2, 4.2, 4.183673469387755)","(21.0, 55.0, 49.193548387096776)","(1.65, 1.88, 1.8568)"
08-01-2023 12:38:29.334913,"(10.0, 19.5, 17.25)","(81.0, 200.0, 140.0)","(41.0, 75.0, 71.52173913043478)","(7.0, 10.5, 9.95)","(31.0, 55.0, 52.92307692307692)","(3.2, 4.3, 4.2176470588235295)","(21.0, 55.0, 49.193548387096776)","(1.65, 1.86, 1.8568)"
08-01-2023 12:38:30.364754,"(10.0, 19.5, 17.25)","(81.0, 200.0, 140.0)","(41.0, 75.0, 71.52173913043478)","(7.0, 10.5, 9.95)","(31.0, 55.0, 51.625)","(3.2, 4.3, 4.236363636363636)","(21.0, 55.0, 49.193548387096776)","(1.65, 1.86, 1.8568)"
08-01-2023 12:38:31.409444,"(10.0, 19.5, 17.25)","(81.0, 200.0, 140.0)","(41.0, 75.0, 71.52173913043478)","(7.0, 10.5, 10.15625)","(31.0, 55.0, 51.625)","(3.2, 4.3, 4.236363636363636)","(21.0, 55.0, 47.916666666666664)","(1.65, 1.86, 1.8363636363636364)"
08-01-2023 12:38:32.443040,"(10.0, 19.5, 17.25)","(81.0, 190.0, 150.0)","(41.0, 75.0, 71.52173913043478)","(7.0, 10.5, 10.115)","(31.0, 55.0, 51.625)","(3.2, 4.3, 4.276923076923077)","(21.0, 55.0, 47.916666666666664)","(1.65, 1.84, 1.8318181818181818)"
08-01-2023 12:38:33.550484,"(10.0, 19.5, 17.25)","(81.0, 190.0, 150.0)","(41.0, 75.0, 70.55555555555556)","(7.0, 10.5, 10.115)","(31.0, 55.0, 51.625)","(3.2, 4.4, 4.321951219512195)","(21.0, 55.0, 47.916666666666664)","(1.65, 1.84, 1.8210000000000002)"
08-01-2023 12:38:34.619030,"(10.0, 19.5, 17.25)","(81.0, 210.0, 135.0)","(41.0, 75.0, 70.55555555555556)","(7.0, 10.5, 10.210526315789474)","(31.0, 55.0, 51.625)","(3.2, 4.4, 4.321951219512195)","(21.0, 55.0, 47.916666666666664)","(1.65, 1.83, 1.817741935483871)"
08-01-2023 12:38:35.609146,"(10.0, 19.5, 17.64814814814815)","(81.0, 180.0, 145.0)","(41.0, 75.0, 70.55555555555556)","(7.0, 11.0, 10.475)","(31.0, 55.0, 51.625)","(3.2, 4.3, 4.18)","(21.0, 55.0, 47.916666666666664)","(1.65, 1.83, 1.817741935483871)"
08-01-2023 12:38:36.618870,"(10.0, 19.5, 17.64814814814815)","(81.0, 180.0, 145.0)","(41.0, 75.0, 70.55555555555556)","(7.0, 11.0, 10.368421052631579)","(31.0, 55.0, 51.625)","(3.2, 4.3, 4.24)","(21.0, 55.0, 47.916666666666664)","(1.65, 1.83, 1.8166666666666667)"
08-01-2023 12:38:37.594057,"(10.0, 19.0, 18.1)","(81.0, 180.0, 145.0)","(41.0, 75.0, 72.6470588235294)","(7.0, 11.0, 10.215384615384616)","(31.0, 55.0, 51.625)","(3.2, 4.3, 4.24)","(21.0, 55.0, 47.916666666666664)","(1.65, 1.83, 1.8166666666666667)"
08-01-2023 12:38:38.672098,"(10.0, 19.0, 18.1)","(81.0, 180.0, 145.0)","(41.0, 75.0, 72.6470588235294)","(7.0, 11.0, 10.277777777777779)","(31.0, 55.0, 51.625)","(3.2, 4.3, 4.2555555555555555)","(21.0, 55.0, 49.193548387096776)","(1.65, 1.83, 1.7987878787878788)"
08-01-2023 12:38:39.791435,"(10.0, 19.0, 18.1)","(81.0, 180.0, 145.0)","(41.0, 75.0, 72.6470588235294)","(7.0, 11.0, 10.277777777777779)","(31.0, 55.0, 51.625)","(3.2, 4.3, 4.253846153846154)","(21.0, 48.0, 49.193548387096776)","(1.65, 1.8, 1.792202380952381)"
08-01-2023 12:38:40.920433,"(10.0, 19.5, 18.09375)","(81.0, 180.0, 145.0)","(41.0, 75.0, 72.6470588235294)","(7.0, 11.0, 10.15625)","(31.0, 55.0, 51.625)","(3.2, 4.3, 4.253846153846154)","(21.0, 55.0, 49.193548387096776)","(1.65, 1.81, 1.7921387283236994)"
08-01-2023 12:38:42.052526,"(10.0, 19.5, 18.09375)","(81.0, 180.0, 145.0)","(41.0, 75.0, 72.6470588235294)","(7.0, 11.0, 10.15625)","(31.0, 55.0, 51.625)","(3.2, 4.3, 4.253846153846154)","(21.0, 55.0, 49.193548387096776)","(1.65, 1.81, 1.7921387283236994)"
08-01-2023 12:38:43.146808,"(10.0, 19.5, 18.32758620689655)","(81.0, 180.0, 145.0)","(41.0, 75.0, 72.6470588235294)","(7.0, 11.0, 10.15625)","(31.0, 55.0, 51.625)","(3.2, 4.3, 4.268)","(21.0, 55.0, 49.193548387096776)","(1.65, 1.8, 1.7997142857142858)"
08-01-2023 12:38:44.250381,"(10.0, 19.5, 18.32758620689655)","(81.0, 180.0, 145.0)","(41.0, 75.0, 72.6470588235294)","(7.0, 11.0, 10.181818181818182)","(31.0, 55.0, 51.625)","(3.2, 4.3, 4.268)","(21.0, 55.0, 49.193548387096776)","(1.65, 1.8, 1.7996774193548388)"
08-01-2023 12:38:45.317403,"(10.0, 19.5, 18.285714285714285)","(81.0, 180.0, 145.0)","(41.0, 75.0, 72.6470588235294)","(7.0, 11.0, 10.25)","(31.0, 55.0, 51.625)","(3.2, 4.3, 4.2727272727272725)","(21.0, 55.0, 49.193548387096776)","(1.65, 1.8, 1.78)"
08-01-2023 12:38:46.388865,"(10.0, 19.5, 18.61111111111111)","(81.0, 180.0, 145.0)","(41.0, 75.0, 73.66666666666667)","(7.0, 11.0, 10.32258064516129)","(31.0, 55.0, 55.55555555555556)","(3.2, 4.3, 4.140000000000001)","(21.0, 55.0, 49.67741935483871)","(1.65, 1.78, 1.795)"
08-01-2023 12:38:47.415347,"(10.0, 20.0, 19.333333333333332)","(81.0, 180.0, 145.0)","(41.0, 75.0, 73.66666666666667)","(7.0, 11.0, 10.32258064516129)","(31.0, 75.0, 55.64516129032258)","(3.2, 4.2, 4.166037735849057)","(21.0, 55.0, 49.09090909090909)","(1.65, 1.8, 1.7925)"
08-01-2023 12:38:48.494258,"(10.0, 21.0, 20.75)","(81.0, 180.0, 145.0)","(41.0, 75.0, 73.23529411764706)","(7.0, 11.0, 10.294117647058824)","(31.0, 75.0, 56.25)","(3.2, 4.2, 4.164)","(21.0, 55.0, 49.09090909090909)","(1.65, 1.8, 1.7905555555555557)"
08-01-2023 12:38:49.516058,"(10.0, 21.0, 20.6)","(81.0, 180.0, 145.0)","(41.0, 75.0, 73.23529411764706)","(7.0, 11.0, 10.294117647058824)","(31.0, 75.0, 56.25)","(3.2, 4.2, 4.164)","(21.0, 55.0, 48.90625)","(1.65, 1.8, 1.7905555555555557)"
08-01-2023 12:38:50.565282,"(10.0, 21.0, 20.285714285714285)","(81.0, 170.0, 140.0)","(41.0, 75.0, 73.75)","(7.0, 11.0, 10.294117647058824)","(31.0, 75.0, 56.25)","(3.2, 4.2, 4.170491803278689)","(21.0, 55.0, 48.90625)","(1.65, 1.8, 1.7905555555555557)"
08-01-2023 12:38:51.612383,"(10.0, 21.0, 20.2)","(81.0, 170.0, 140.0)","(41.0, 75.0, 73.23529411764706)","(7.0, 10.5, 10.333333333333334)","(31.0, 75.0, 56.25)","(3.2, 4.2, 4.170491803278689)","(21.0, 55.0, 48.90625)","(1.65, 1.8, 1.852857142857143)"
08-01-2023 12:38:52.657222,"(10.0, 21.0, 19.90909090909091)","(81.0, 170.0, 140.0)","(41.0, 75.0, 73.66666666666667)","(7.0, 10.5, 10.2)","(31.0, 75.0, 55.0)","(3.2, 4.0, 3.9136363636363636)","(21.0, 55.0, 47.65217391304348)","(1.65, 1.87, 1.8525925925925928)"
08-01-2023 12:38:53.673279,"(10.0, 21.0, 19.90909090909091)","(81.0, 170.0, 140.0)","(41.0, 75.0, 73.66666666666667)","(7.0, 10.5, 10.2)","(31.0, 75.0, 55.0)","(3.2, 3.95, 3.9152173913043478)","(21.0, 55.0, 47.65217391304348)","(1.65, 1.87, 1.8621739130434785)"
08-01-2023 12:38:54.719580,"(10.0, 21.0, 19.90909090909091)","(81.0, 170.0, 140.0)","(41.0, 75.0, 73.125)","(7.0, 10.5, 10.416666666666666)","(31.0, 75.0, 55.0)","(3.2, 3.95, 3.9092105263157895)","(21.0, 55.0, 47.65217391304348)","(1.65, 1.87, 1.8760526315789472)"
08-01-2023 12:38:55.721556,"(10.0, 21.0, 19.90909090909091)","(81.0, 170.0, 140.0)","(41.0, 75.0, 73.66666666666667)","(7.0, 10.5, 10.416666666666666)","(31.0, 75.0, 55.0)","(3.2, 3.95, 3.886065573770492)","(21.0, 55.0, 47.65217391304348)","(1.65, 1.88, 1.8719999999999999)"
08-01-2023 12:38:56.786887,"(10.0, 21.0, 20.181818181818183)","(81.0, 170.0, 156.0)","(41.0, 75.0, 73.66666666666667)","(7.0, 10.5, 10.416666666666666)","(31.0, 75.0, 55.0)","(3.2, 3.95, 3.869047619047619)","(21.0, 55.0, 47.65217391304348)","(1.65, 1.88, 1.8735714285714284)"
08-01-2023 12:38:57.796200,"(10.0, 21.0, 20.181818181818183)","(81.0, 170.0, 140.0)","(41.0, 75.0, 73.125)","(7.0, 10.5, 10.057142857142857)","(31.0, 75.0, 55.0)","(3.2, 3.9, 3.838095238095238)","(21.0, 55.0, 47.65217391304348)","(1.65, 1.88, 1.8815625)"
08-01-2023 12:38:58.840883,"(10.0, 21.0, 20.294117647058822)","(81.0, 170.0, 140.0)","(41.0, 75.0, 73.66666666666667)","(7.0, 10.5, 10.077358490566038)","(31.0, 75.0, 55.0)","(3.2, 3.9, 3.875)","(21.0, 55.0, 47.65217391304348)","(1.65, 1.89, 1.8466666666666667)"
08-01-2023 12:38:59.859140,"(10.0, 21.0, 20.294117647058822)","(81.0, 170.0, 140.0)","(41.0, 75.0, 73.125)","(7.0, 10.5, 10.077358490566038)","(31.0, 75.0, 55.0)","(3.2, 3.9, 3.8642857142857143)","(21.0, 55.0, 47.65217391304348)","(1.65, 1.85, 1.8748076923076922)"
08-01-2023 12:39:00.950711,"(10.0, 21.0, 20.294117647058822)","(81.0, 170.0, 140.0)","(41.0, 75.0, 73.125)","(7.0, 10.5, 10.06078431372549)","(31.0, 75.0, 58.44827586206897)","(3.2, 3.9, 3.8565217391304345)","(21.0, 55.0, 47.65217391304348)","(1.65, 1.88, 1.8772093023255814)"
08-01-2023 12:39:01.986218,"(10.0, 21.0, 20.294117647058822)","(81.0, 170.0, 140.0)","(41.0, 75.0, 73.66666666666667)","(7.0, 10.5, 10.06078431372549)","(31.0, 75.0, 58.44827586206897)","(3.2, 3.9, 3.8722222222222222)","(21.0, 55.0, 47.65217391304348)","(1.65, 1.88, 1.8772093023255814)"
08-01-2023 12:39:03.029610,"(10.0, 21.0, 20.294117647058822)","(81.0, 170.0, 140.0)","(41.0, 75.0, 73.125)","(7.0, 10.0, 9.542857142857143)","(31.0, 75.0, 58.44827586206897)","(3.2, 3.9, 3.88)","(21.0, 55.0, 45.46666666666667)","(1.65, 1.88, 1.8915625)"
08-01-2023 12:39:04.131492,"(10.0, 21.0, 20.294117647058822)","(81.0, 170.0, 140.0)","(41.0, 75.0, 73.66666666666667)","(7.0, 9.6, 9.542857142857143)","(31.0, 75.0, 58.44827586206897)","(3.2, 3.9, 3.8838709677419354)","(21.0, 55.0, 47.85)","(1.65, 1.9, 1.876764705882353)"
08-01-2023 12:39:05.179478,"(10.0, 21.0, 20.294117647058822)","(81.0, 170.0, 156.0)","(41.0, 75.0, 73.125)","(7.0, 9.4, 9.333333333333334)","(31.0, 75.0, 58.44827586206897)","(3.2, 3.9, 3.88)","(21.0, 55.0, 47.85)","(1.65, 1.88, 1.8824324324324324)"
08-01-2023 12:39:06.258187,"(11.0, 21.0, 20.294117647058822)","(81.0, 170.0, 140.0)","(41.0, 75.0, 73.125)","(7.0, 9.4, 9.333333333333334)","(31.0, 75.0, 58.44827586206897)","(3.2, 3.9, 3.88)","(21.0, 55.0, 47.85)","(1.65, 1.89, 1.8824324324324324)"
08-01-2023 12:39:07.351582,"(11.0, 21.0, 20.181818181818183)","(81.0, 170.0, 140.0)","(41.0, 75.0, 73.125)","(7.0, 9.6, 9.333333333333334)","(31.0, 75.0, 58.44827586206897)","(3.2, 3.9, 3.88)","(21.0, 55.0, 50.233333333333334)","(1.65, 1.89, 1.8824324324324324)"
08-01-2023 12:39:08.483287,"(11.0, 21.0, 20.4)","(81.0, 170.0, 140.0)","(41.0, 75.0, 73.125)","(7.0, 9.4, 9.342857142857143)","(31.0, 75.0, 58.44827586206897)","(3.2, 3.9, 3.884375)","(21.0, 55.0, 50.233333333333334)","(1.65, 1.89, 1.8664406779661018)"
08-01-2023 12:39:09.615548,"(11.0, 21.0, 20.464285714285715)","(81.0, 170.0, 140.0)","(41.0, 75.0, 73.66666666666667)","(7.0, 9.4, 9.200000000000001)","(31.0, 75.0, 58.44827586206897)","(3.2, 3.9, 3.8725)","(21.0, 55.0, 49.0)","(1.65, 1.88, 1.8649056603773586)"
08-01-2023 12:39:10.663967,"(11.0, 21.0, 20.464285714285715)","(81.0, 170.0, 140.0)","(41.0, 75.0, 73.66666666666667)","(7.0, 9.4, 9.2)","(31.0, 75.0, 58.44827586206897)","(3.2, 3.95, 3.9511764705882353)","(21.0, 55.0, 49.55555555555556)","(1.65, 1.88, 1.8664150943396227)"
08-01-2023 12:39:11.705386,"(11.0, 21.0, 20.464285714285715)","(81.0, 170.0, 140.0)","(41.0, 75.0, 73.66666666666667)","(7.0, 9.4, 9.2)","(31.0, 75.0, 58.44827586206897)","(3.2, 4.0, 3.955223880597015)","(21.0, 55.0, 49.55555555555556)","(1.65, 1.88, 1.8633333333333335)"
08-01-2023 12:39:12.729329,"(13.0, 21.0, 20.464285714285715)","(81.0, 170.0, 140.0)","(41.0, 75.0, 73.125)","(7.0, 9.4, 9.215384615384616)","(31.0, 75.0, 58.44827586206897)","(3.2, 4.0, 3.9601851851851855)","(26.0, 55.0, 49.55555555555556)","(1.6, 1.87, 1.865909090909091)"
08-01-2023 12:39:13.774948,"(13.0, 21.0, 20.464285714285715)","(81.0, 170.0, 140.0)","(41.0, 75.0, 73.66666666666667)","(7.0, 9.4, 9.290909090909091)","(31.0, 75.0, 58.44827586206897)","(3.2, 4.0, 3.9601851851851855)","(26.0, 55.0, 51.1764705882353)","(1.6, 1.87, 1.86858407079646)"
08-01-2023 12:39:14.829393,"(13.0, 21.0, 20.464285714285715)","(81.0, 170.0, 140.0)","(41.0, 75.0, 73.125)","(7.0, 9.4, 9.333333333333334)","(31.0, 75.0, 58.7037037037037)","(3.2, 4.0, 3.9958333333333336)","(26.0, 55.0, 51.42857142857143)","(1.6, 1.88, 1.8431914893617023)"
08-01-2023 12:39:15.856974,"(13.0, 23.0, 22.0)","(81.0, 190.0, 150.0)","(41.0, 90.0, 80.47619047619048)","(7.0, 9.6, 9.333333333333334)","(31.0, 75.0, 58.7037037037037)","(3.2, 4.0, 3.9958333333333336)","(26.0, 55.0, 51.666666666666664)","(1.6, 1.87, 1.83)"
08-01-2023 12:39:16.900759,"(13.0, 23.0, 19.791666666666668)","(81.0, 170.0, 140.0)","(41.0, 85.0, 80.0)","(7.0, 9.6, 9.353846153846153)","(31.0, 75.0, 62.142857142857146)","(3.2, 4.2, 4.16875)","(26.0, 55.0, 51.666666666666664)","(1.6, 1.84, 1.8316279069767443)"
08-01-2023 12:39:17.967088,"(13.0, 22.0, 21.5)","(81.0, 170.0, 140.0)","(41.0, 85.0, 80.0)","(7.0, 9.6, 9.353846153846153)","(31.0, 75.0, 62.142857142857146)","(3.2, 4.2, 4.178260869565217)","(26.0, 55.0, 51.666666666666664)","(1.6, 1.84, 1.8193181818181818)"
08-01-2023 12:39:19.050086,"(13.0, 21.0, 20.77777777777778)","(81.0, 170.0, 140.0)","(41.0, 85.0, 80.0)","(7.0, 9.6, 9.44)","(31.0, 75.0, 62.142857142857146)","(3.2, 4.2, 4.193877551020408)","(26.0, 55.0, 51.666666666666664)","(1.6, 1.82, 1.8193181818181818)"
08-01-2023 12:39:20.152507,"(13.0, 20.0, 19.88888888888889)","(81.0, 170.0, 140.0)","(41.0, 85.0, 81.42857142857143)","(7.0, 9.6, 9.44)","(31.0, 75.0, 61.666666666666664)","(3.2, 4.3, 4.193877551020408)","(26.0, 55.0, 51.666666666666664)","(1.6, 1.82, 1.8193181818181818)"
08-01-2023 12:39:21.257275,"(13.0, 21.0, 20.2)","(81.0, 170.0, 140.0)","(41.0, 85.0, 82.58064516129032)","(7.0, 9.6, 9.399999999999999)","(31.0, 70.0, 61.666666666666664)","(3.2, 4.3, 4.193877551020408)","(26.0, 55.0, 53.333333333333336)","(1.6, 1.82, 1.8192857142857144)"
08-01-2023 12:39:22.390738,"(13.0, 20.0, 19.923076923076923)","(81.0, 170.0, 140.0)","(41.0, 85.0, 82.58064516129032)","(7.0, 9.6, 9.44)","(31.0, 70.0, 61.53846153846154)","(3.2, 4.3, 4.208)","(26.0, 55.0, 53.26086956521739)","(1.6, 1.82, 1.8004)"
08-01-2023 12:39:23.476212,"(13.0, 21.0, 20.181818181818183)","(81.0, 170.0, 140.0)","(41.0, 85.0, 82.58064516129032)","(7.0, 9.6, 9.44)","(31.0, 70.0, 61.53846153846154)","(3.2, 4.3, 4.133333333333334)","(26.0, 55.0, 53.40909090909091)","(1.6, 1.81, 1.8135714285714286)"
08-01-2023 12:39:24.550508,"(13.0, 21.0, 20.75)","(81.0, 180.0, 127.5)","(41.0, 95.0, 89.11764705882354)","(7.0, 9.8, 9.685714285714287)","(31.0, 70.0, 61.666666666666664)","(3.2, 4.2, 4.127272727272727)","(26.0, 55.0, 52.8125)","(1.6, 1.82, 1.8092307692307692)"
08-01-2023 12:39:25.680600,"(13.0, 22.0, 20.416666666666668)","(81.0, 210.0, 135.0)","(41.0, 95.0, 89.11764705882354)","(7.0, 9.8, 9.615384615384617)","(31.0, 70.0, 61.666666666666664)","(3.2, 4.2, 4.127272727272727)","(26.0, 55.0, 52.8125)","(1.6, 1.82, 1.8092307692307692)"
08-01-2023 12:39:26.743656,"(13.0, 22.0, 20.416666666666668)","(81.0, 210.0, 135.0)","(41.0, 95.0, 89.11764705882354)","(7.0, 9.8, 9.615384615384617)","(31.0, 70.0, 61.666666666666664)","(3.2, 4.2, 4.127272727272727)","(26.0, 55.0, 52.8125)","(1.6, 1.82, 1.8092307692307692)"
08-01-2023 12:39:27.810485,"(13.0, 22.0, 20.416666666666668)","(81.0, 210.0, 135.0)","(41.0, 95.0, 89.11764705882354)","(7.0, 9.8, 9.673684210526316)","(31.0, 70.0, 61.666666666666664)","(3.2, 4.2, 4.127272727272727)","(26.0, 55.0, 52.8125)","(1.6, 1.82, 1.8092307692307692)"
08-01-2023 12:39:28.849639,"(13.0, 22.0, 20.416666666666668)","(81.0, 210.0, 135.0)","(41.0, 95.0, 89.11764705882354)","(7.0, 9.8, 9.673684210526316)","(31.0, 70.0, 61.666666666666664)","(3.2, 4.2, 4.142857142857143)","(26.0, 55.0, 52.8125)","(1.6, 1.82, 1.7975)"
08-01-2023 12:39:29.867332,"(13.0, 22.0, 20.416666666666668)","(81.0, 210.0, 135.0)","(41.0, 95.0, 89.11764705882354)","(7.0, 9.8, 9.628571428571428)","(31.0, 70.0, 61.666666666666664)","(3.2, 4.2, 4.1292307692307695)","(26.0, 55.0, 52.8125)","(1.6, 1.8, 1.8095652173913044)"
08-01-2023 12:39:30.905699,"(13.0, 22.0, 20.416666666666668)","(81.0, 210.0, 135.0)","(41.0, 95.0, 89.11764705882354)","(7.0, 10.0, 9.742857142857142)","(31.0, 70.0, 61.666666666666664)","(3.2, 4.2, 4.1292307692307695)","(26.0, 55.0, 52.8125)","(1.6, 1.82, 1.806)"
08-01-2023 12:39:31.923713,"(13.0, 22.0, 20.416666666666668)","(81.0, 200.0, 180.0)","(41.0, 95.0, 89.11764705882354)","(7.0, 10.5, 10.047619047619047)","(31.0, 70.0, 61.666666666666664)","(3.2, 4.2, 4.1292307692307695)","(26.0, 55.0, 51.07142857142857)","(1.6, 1.81, 1.8016129032258066)"
08-01-2023 12:39:32.943274,"(13.0, 22.0, 20.615384615384617)","(81.0, 200.0, 187.5)","(41.0, 95.0, 89.11764705882354)","(7.0, 10.5, 9.866666666666667)","(31.0, 70.0, 61.666666666666664)","(3.2, 4.2, 4.121739130434783)","(26.0, 55.0, 43.07692307692308)","(1.6, 1.81, 1.8016129032258066)"
08-01-2023 12:39:33.966203,"(13.0, 22.0, 20.615384615384617)","(81.0, 200.0, 189.41176470588235)","(41.0, 90.0, 89.28571428571429)","(7.0, 10.5, 9.928571428571429)","(31.0, 70.0, 59.6551724137931)","(3.2, 4.2, 4.052380952380952)","(26.0, 50.0, 42.35294117647059)","(1.6, 1.81, 1.8593447293447294)"
08-01-2023 12:39:34.967585,"(13.0, 22.0, 20.515625)","(81.0, 200.0, 189.41176470588235)","(41.0, 90.0, 89.28571428571429)","(7.0, 10.0, 9.88888888888889)","(31.0, 70.0, 59.6551724137931)","(3.2, 4.1, 4.04074074074074)","(26.0, 50.0, 46.4)","(1.6, 1.86, 1.8589846153846155)"
08-01-2023 12:39:36.018921,"(13.0, 22.0, 20.173076923076923)","(81.0, 200.0, 189.41176470588235)","(41.0, 90.0, 89.28571428571429)","(7.0, 10.0, 9.75)","(31.0, 70.0, 59.6551724137931)","(3.2, 4.1, 4.02)","(26.0, 48.0, 45.0)","(1.6, 1.86, 1.8578968253968255)"
08-01-2023 12:39:37.021720,"(13.0, 22.0, 20.173076923076923)","(81.0, 190.0, 176.66666666666669)","(41.0, 90.0, 89.0)","(7.0, 10.0, 9.75)","(31.0, 70.0, 59.6551724137931)","(3.2, 4.1, 4.02)","(26.0, 46.0, 45.14285714285714)","(1.6, 1.86, 1.8567428571428573)"
