,Adonis Kick,Princeton Award,Almsgiver,Abreed,Vadaboy,Flame Of Venice,Light Up The Moon,Mr Mischief,Allaboutattitude
04-01-2023 14:34:04.226771,"(7.5, 8.2, 8.120379146919431)","(3.7, 3.95, 3.9046099290780143)","(16.0, 21.0, 20.41025641025641)","(9.0, 11.0, 10.563559322033898)","(3.3, 4.3, 4.248484848484848)","(6.0, 7.0, 6.791025641025641)","(18.0, 24.0, 23.93975903614458)","(20.0, 25.0, 25.38235294117647)","(61.0, 90.0, 86.11111111111111)"
04-01-2023 14:34:05.553905,"(7.5, 8.0, 7.9716049382716045)","(3.7, 3.95, 3.896556886227545)","(16.0, 21.0, 20.536585365853657)","(9.0, 11.0, 10.452243125904486)","(3.3, 4.3, 4.269166666666667)","(6.0, 6.8, 6.779518072289156)","(18.0, 24.0, 23.938271604938272)","(20.0, 26.0, 25.38235294117647)","(61.0, 90.0, 85.9090909090909)"
04-01-2023 14:34:06.809006,"(7.5, 8.2, 8.060674157303371)","(3.7, 3.9, 3.896556886227545)","(15.0, 21.0, 20.594594594594593)","(9.0, 10.5, 10.452243125904486)","(3.4, 4.3, 4.279324894514768)","(6.0, 6.8, 6.777070063694268)","(18.0, 24.0, 23.945054945054945)","(19.0, 26.0, 25.192307692307693)","(61.0, 90.0, 83.125)"
04-01-2023 14:34:08.072462,"(7.5, 8.0, 7.977297297297297)","(3.7, 3.95, 3.9219465648854963)","(15.0, 21.0, 20.511627906976745)","(9.0, 10.5, 9.938392857142857)","(3.4, 4.3, 4.225722543352601)","(6.0, 6.8, 6.76078431372549)","(18.0, 24.0, 23.988095238095237)","(19.0, 26.0, 25.035714285714285)","(61.0, 85.0, 83.84615384615384)"
04-01-2023 14:34:09.380027,"(7.0, 8.2, 8.042222222222222)","(3.7, 4.1, 4.010016977928693)","(16.0, 21.0, 20.511627906976745)","(9.0, 10.0, 9.8)","(3.4, 4.3, 4.1535648994515535)","(6.0, 6.8, 6.73109243697479)","(18.0, 24.0, 24.432098765432098)","(19.0, 26.0, 25.705882352941178)","(61.0, 85.0, 86.42857142857143)"
04-01-2023 14:34:10.634017,"(7.0, 8.4, 8.299539170506913)","(3.7, 4.0, 3.9312698412698412)","(16.0, 21.0, 20.598039215686274)","(9.0, 9.8, 9.648826291079812)","(3.4, 4.2, 4.149443561208267)","(6.0, 6.8, 6.725806451612903)","(18.0, 25.0, 24.506666666666668)","(19.0, 26.0, 25.958333333333332)","(61.0, 90.0, 89.61538461538461)"
04-01-2023 14:34:11.898581,"(7.0, 8.8, 8.646478873239436)","(3.7, 3.95, 3.9312698412698412)","(16.0, 21.0, 20.52873563218391)","(9.0, 9.8, 9.60427807486631)","(3.4, 4.2, 4.145150501672241)","(6.0, 6.8, 6.732380952380952)","(18.0, 25.0, 24.506666666666668)","(19.0, 26.0, 25.963636363636365)","(61.0, 90.0, 89.61538461538461)"
04-01-2023 14:34:13.120553,"(7.5, 8.8, 8.7)","(3.7, 3.95, 3.9287337662337665)","(16.0, 21.0, 20.55421686746988)","(9.0, 9.8, 9.562298850574713)","(3.4, 4.2, 4.092737430167597)","(6.0, 6.8, 6.887111111111111)","(18.0, 25.0, 24.818181818181817)","(19.0, 26.0, 26.45)","(61.0, 90.0, 92.33333333333333)"
04-01-2023 14:34:14.407995,"(7.5, 9.0, 8.888)","(3.7, 4.0, 3.9547385620915034)","(16.0, 21.0, 20.327272727272728)","(9.0, 9.6, 9.562298850574713)","(3.4, 4.1, 4.090985324947589)","(6.0, 7.0, 6.8880341880341875)","(18.0, 25.0, 24.818181818181817)","(19.0, 27.0, 26.375)","(61.0, 95.0, 92.33333333333333)"
04-01-2023 14:34:15.791925,"(7.5, 9.0, 8.922758620689656)","(3.7, 4.0, 3.9251054852320677)","(15.0, 21.0, 20.39344262295082)","(9.0, 9.8, 9.506500691562932)","(3.4, 4.1, 4.119354838709677)","(6.0, 7.0, 6.8880341880341875)","(18.0, 25.0, 24.818181818181817)","(19.0, 27.0, 26.38888888888889)","(61.0, 95.0, 92.33333333333333)"
04-01-2023 14:34:17.158943,"(7.5, 9.0, 8.921739130434784)","(3.7, 3.95, 3.8973563218390805)","(15.0, 21.0, 20.436363636363637)","(9.0, 9.6, 9.491640866873064)","(3.4, 4.2, 4.141077441077441)","(6.0, 7.0, 6.894063926940639)","(18.0, 25.0, 25.24390243902439)","(19.0, 27.0, 25.83076923076923)","(61.0, 95.0, 89.66666666666667)"
04-01-2023 14:34:18.560416,"(7.5, 9.0, 8.902702702702703)","(3.7, 3.9, 3.920955882352941)","(15.0, 21.0, 19.818181818181817)","(9.0, 9.6, 9.457418111753372)","(3.4, 4.2, 4.138086956521739)","(6.0, 7.0, 6.90618556701031)","(18.0, 26.0, 25.22222222222222)","(19.0, 26.0, 25.83076923076923)","(61.0, 95.0, 90.83333333333333)"
04-01-2023 14:34:20.164378,"(7.5, 9.0, 8.902127659574468)","(3.7, 3.95, 4.010074074074074)","(15.0, 20.0, 19.796875)","(9.0, 9.6, 9.255182926829267)","(3.4, 4.2, 4.138331573389651)","(6.0, 7.0, 6.8330275229357795)","(18.0, 26.0, 25.35135135135135)","(19.0, 26.0, 24.88888888888889)","(61.0, 95.0, 90.83333333333333)"
04-01-2023 14:34:21.581798,"(7.5, 9.0, 8.902127659574468)","(3.7, 4.1, 4.010074074074074)","(15.0, 20.0, 19.796875)","(8.5, 9.4, 9.23523316062176)","(3.4, 4.2, 4.109230769230769)","(6.0, 7.0, 6.850724637681159)","(18.0, 26.0, 25.270833333333332)","(20.0, 25.0, 24.625)","(61.0, 95.0, 90.83333333333333)"
04-01-2023 14:34:22.939063,"(7.5, 9.0, 8.942574257425743)","(3.7, 4.0, 3.991616766467066)","(15.0, 20.0, 19.756756756756758)","(8.5, 9.4, 9.23523316062176)","(3.4, 4.2, 4.124221921515561)","(6.0, 7.0, 6.8342857142857145)","(18.0, 26.0, 25.254901960784313)","(20.0, 25.0, 24.551724137931036)","(61.0, 95.0, 89.04761904761905)"
04-01-2023 14:34:24.320068,"(7.5, 9.2, 9.064285714285713)","(3.7, 4.0, 3.9590243902439024)","(15.0, 20.0, 20.185185185185183)","(8.5, 9.0, 8.887074829931974)","(3.4, 4.2, 4.147838086476541)","(6.0, 7.0, 6.934634146341463)","(18.0, 26.0, 25.573170731707318)","(20.0, 25.0, 24.796610169491526)","(61.0, 90.0, 94.0)"
04-01-2023 14:34:25.673767,"(7.5, 9.2, 9.133333333333333)","(3.6, 3.95, 3.932971014492754)","(15.0, 21.0, 20.45679012345679)","(8.5, 9.0, 8.715384615384616)","(3.5, 4.2, 4.14946757018393)","(6.0, 7.0, 7.0078740157480315)","(18.0, 26.0, 25.580246913580247)","(20.0, 25.0, 24.64814814814815)","(61.0, 95.0, 94.0)"
04-01-2023 14:34:26.997423,"(7.5, 9.2, 9.152808988764045)","(3.6, 3.95, 3.9237678855325915)","(15.0, 21.0, 20.45679012345679)","(8.5, 8.8, 8.6)","(3.5, 4.2, 4.153818443804035)","(6.0, 7.2, 7.107614213197969)","(18.0, 26.0, 25.864864864864863)","(20.0, 25.0, 25.05)","(61.0, 95.0, 96.0)"
04-01-2023 14:34:28.351215,"(7.5, 9.0, 8.899082568807339)","(3.6, 3.95, 3.920242537313433)","(15.0, 21.0, 21.071428571428573)","(8.5, 8.6, 8.45)","(3.5, 4.2, 4.156382978723404)","(6.0, 7.2, 7.316190476190476)","(18.0, 26.0, 25.942028985507246)","(20.0, 26.0, 25.825)","(61.0, 100.0, 95.9375)"
04-01-2023 14:34:29.656492,"(7.5, 9.0, 8.901250000000001)","(3.6, 3.95, 3.9248780487804877)","(15.0, 22.0, 21.46268656716418)","(8.5, 8.6, 8.43549295774648)","(3.5, 4.2, 4.156955380577428)","(6.0, 7.4, 7.472368421052631)","(18.0, 26.0, 26.313131313131315)","(20.0, 26.0, 23.03985507246377)","(61.0, 100.0, 94.4)"
04-01-2023 14:34:31.004998,"(7.5, 8.8, 8.778523489932887)","(3.6, 3.95, 3.9146634615384617)","(16.0, 22.0, 21.484375)","(8.5, 8.6, 8.466831683168317)","(3.5, 4.2, 4.158812136862492)","(6.0, 7.6, 7.489430894308943)","(18.0, 27.0, 26.313131313131315)","(20.0, 24.0, 22.67241379310345)","(61.0, 95.0, 94.4)"
04-01-2023 14:34:32.281186,"(7.5, 8.8, 8.78125)","(3.6, 3.95, 3.9019847328244275)","(16.0, 22.0, 21.484375)","(8.5, 8.6, 8.466831683168317)","(3.5, 4.2, 4.158812136862492)","(6.0, 7.6, 7.489430894308943)","(18.0, 27.0, 26.313131313131315)","(20.0, 23.0, 22.67241379310345)","(61.0, 95.0, 94.4)"
04-01-2023 14:34:33.628989,"(7.5, 9.0, 8.846551724137932)","(3.6, 3.85, 3.828402366863905)","(16.0, 22.0, 21.514705882352942)","(8.5, 8.6, 8.465463917525774)","(3.5, 4.2, 4.160435339308579)","(6.0, 7.6, 7.711111111111111)","(18.0, 27.0, 24.88659793814433)","(20.0, 23.0, 22.887323943661972)","(61.0, 95.0, 95.66666666666667)"
04-01-2023 14:34:34.950596,"(7.5, 9.0, 8.909333333333334)","(3.6, 3.8, 3.8297362110311752)","(16.0, 22.0, 21.62962962962963)","(8.5, 8.8, 8.693658536585366)","(3.5, 4.2, 4.159315339038841)","(6.0, 7.8, 7.76046511627907)","(19.0, 25.0, 24.88659793814433)","(20.0, 23.0, 22.736842105263158)","(61.0, 100.0, 95.78947368421052)"
04-01-2023 14:34:36.294188,"(7.5, 9.0, 8.87857142857143)","(3.6, 3.85, 3.7464912280701754)","(16.0, 22.0, 21.62962962962963)","(8.5, 8.8, 8.67741935483871)","(3.5, 4.2, 4.1590457256461235)","(6.0, 7.8, 7.851094890510948)","(19.0, 25.0, 24.934782608695652)","(20.0, 23.0, 22.623529411764707)","(61.0, 100.0, 95.15151515151516)"
04-01-2023 14:34:37.571833,"(7.5, 9.0, 8.872897196261682)","(3.6, 3.75, 3.7464912280701754)","(16.0, 22.0, 21.62962962962963)","(8.5, 8.8, 8.67741935483871)","(3.5, 4.2, 4.1590457256461235)","(6.0, 8.0, 7.851094890510948)","(18.0, 25.0, 24.934782608695652)","(19.0, 23.0, 22.623529411764707)","(61.0, 100.0, 95.15151515151516)"
04-01-2023 14:34:39.039002,"(7.5, 9.0, 8.882758620689655)","(3.6, 3.75, 3.74247491638796)","(16.0, 22.0, 21.69736842105263)","(8.5, 8.8, 8.871748878923768)","(3.5, 4.2, 4.156889605157131)","(6.0, 8.2, 7.562091503267974)","(18.0, 25.0, 25.20754716981132)","(19.0, 24.0, 23.3006993006993)","(61.0, 100.0, 94.33333333333333)"
04-01-2023 14:34:40.493618,"(7.5, 9.0, 8.954782608695652)","(3.6, 3.75, 3.761764705882353)","(16.0, 22.0, 21.69736842105263)","(8.5, 9.0, 8.87258064516129)","(3.5, 4.2, 4.1554166666666665)","(6.5, 7.8, 7.55929203539823)","(18.0, 26.0, 25.3)","(19.0, 24.0, 23.299651567944252)","(61.0, 100.0, 95.0)"
04-01-2023 14:34:42.125051,"(7.5, 9.0, 8.954782608695652)","(3.6, 3.8, 3.76453488372093)","(16.0, 22.0, 21.863636363636363)","(8.5, 9.0, 8.728378378378379)","(3.5, 4.2, 4.164682926829268)","(6.5, 7.6, 7.788811188811189)","(18.0, 26.0, 25.16)","(19.0, 24.0, 22.35)","(61.0, 100.0, 95.33333333333333)"
04-01-2023 14:34:43.640122,"(7.5, 9.2, 9.087179487179487)","(3.6, 3.8, 3.8514545454545455)","(16.0, 22.0, 19.987113402061855)","(8.5, 8.8, 8.621848739495798)","(3.6, 4.2, 4.149760765550239)","(6.5, 7.8, 8.002105263157894)","(18.0, 26.0, 25.62962962962963)","(19.0, 23.0, 19.96551724137931)","(61.0, 100.0, 92.87878787878788)"
04-01-2023 14:34:45.118151,"(7.5, 9.2, 9.124137931034483)","(3.6, 3.9, 3.859212481426449)","(16.0, 21.0, 20.044444444444444)","(8.5, 8.8, 8.706542056074767)","(3.6, 4.2, 4.147627737226277)","(6.5, 8.2, 7.9818181818181815)","(18.0, 26.0, 25.641509433962263)","(19.0, 20.0, 19.313953488372093)","(61.0, 95.0, 92.41379310344827)"
04-01-2023 14:34:46.451640,"(7.5, 9.2, 9.124137931034483)","(3.6, 3.9, 3.8651315789473686)","(16.0, 21.0, 19.96564885496183)","(8.5, 8.8, 8.694017094017093)","(3.6, 4.2, 4.145479704797048)","(6.0, 8.0, 7.938028169014085)","(18.0, 26.0, 25.601769911504427)","(19.0, 19.5, 19.833333333333332)","(61.0, 95.0, 92.41379310344827)"
04-01-2023 14:34:47.781969,"(7.5, 9.2, 9.062962962962963)","(3.6, 3.9, 3.872926093514329)","(16.0, 21.0, 19.98375)","(8.5, 8.8, 8.66457399103139)","(3.6, 4.2, 4.149486461251167)","(6.0, 8.0, 7.921311475409836)","(18.0, 26.0, 25.598214285714285)","(19.0, 20.0, 19.8)","(61.0, 95.0, 91.875)"
04-01-2023 14:34:49.169514,"(7.5, 9.0, 8.923423423423424)","(3.6, 3.9, 3.9087252475247523)","(16.0, 21.0, 19.98375)","(8.5, 8.8, 8.623863636363636)","(3.6, 4.2, 4.156463195691202)","(6.0, 8.0, 7.869724770642201)","(18.0, 26.0, 25.615384615384617)","(19.0, 20.0, 19.9375)","(61.0, 95.0, 91.875)"
04-01-2023 14:34:50.481772,"(7.5, 9.0, 8.923423423423424)","(3.6, 3.95, 3.9087252475247523)","(16.0, 21.0, 19.98375)","(8.5, 8.8, 8.616600790513834)","(3.6, 4.2, 4.088090737240075)","(6.5, 8.0, 7.851020408163265)","(18.0, 26.0, 25.71212121212121)","(18.0, 20.0, 19.985714285714284)","(61.0, 95.0, 95.625)"
04-01-2023 14:34:51.774806,"(7.5, 9.0, 8.923404255319149)","(3.6, 3.95, 3.926498287671233)","(16.0, 21.0, 20.821428571428573)","(8.5, 8.8, 8.640136054421768)","(3.6, 4.1, 4.088556897647806)","(6.5, 8.0, 7.953465346534653)","(18.0, 26.0, 25.73049645390071)","(18.0, 20.0, 19.985714285714284)","(61.0, 100.0, 98.63636363636364)"
04-01-2023 14:34:53.039854,"(7.5, 9.0, 8.936842105263159)","(3.6, 3.95, 3.931090487238979)","(16.0, 21.0, 20.821428571428573)","(8.5, 8.8, 8.658006042296073)","(3.6, 4.1, 4.08849104859335)","(6.5, 8.0, 7.955868544600939)","(18.0, 26.0, 25.722627737226276)","(18.0, 20.0, 20.0472972972973)","(61.0, 100.0, 97.3076923076923)"
04-01-2023 14:34:54.300566,"(7.5, 9.0, 8.915348837209303)","(3.6, 3.95, 3.932434052757794)","(15.0, 21.0, 20.25)","(8.5, 8.8, 8.6768)","(3.6, 4.1, 4.089754098360656)","(6.5, 8.0, 7.957894736842105)","(18.0, 26.0, 25.573033707865168)","(19.0, 21.0, 19.764705882352942)","(61.0, 100.0, 106.25)"
04-01-2023 14:34:55.533390,"(7.5, 9.0, 8.922881355932203)","(3.6, 3.95, 3.932434052757794)","(15.0, 21.0, 20.104166666666668)","(8.5, 8.8, 8.596428571428572)","(3.6, 4.1, 4.098686802363756)","(6.5, 8.0, 7.963333333333333)","(18.0, 26.0, 25.557522123893804)","(19.0, 21.0, 19.844594594594593)","(61.0, 110.0, 105.5)"
04-01-2023 14:34:56.798814,"(7.5, 9.0, 8.922881355932203)","(3.6, 3.95, 3.941512605042017)","(16.0, 21.0, 20.2625)","(8.5, 8.8, 8.546987951807228)","(3.6, 4.1, 4.099355670103092)","(6.5, 8.0, 7.973417721518987)","(18.0, 26.0, 25.572649572649574)","(19.0, 21.0, 20.140625)","(61.0, 110.0, 105.60975609756098)"
04-01-2023 14:34:58.072412,"(7.5, 9.0, 8.925714285714285)","(3.6, 3.95, 3.941512605042017)","(16.0, 21.0, 20.56188118811881)","(8.5, 8.6, 8.545671641791044)","(3.6, 4.1, 4.09390243902439)","(6.5, 8.0, 7.973333333333334)","(18.0, 26.0, 25.583333333333332)","(19.0, 21.0, 20.078125)","(61.0, 110.0, 106.4)"
04-01-2023 14:34:59.423324,"(7.5, 9.0, 8.895585412667947)","(3.6, 4.0, 3.980645161290323)","(16.0, 21.0, 20.56188118811881)","(8.5, 8.6, 8.545671641791044)","(3.5, 4.1, 4.095533498759305)","(6.5, 8.0, 7.970099667774086)","(18.0, 26.0, 25.57983193277311)","(18.0, 21.0, 20.078125)","(61.0, 110.0, 107.05882352941177)"
04-01-2023 14:35:00.661903,"(7.5, 9.0, 8.873743016759777)","(3.6, 4.0, 3.98794964028777)","(16.0, 21.0, 20.51179245283019)","(8.5, 8.6, 8.69064748201439)","(3.5, 4.1, 4.0980074719800745)","(6.5, 8.0, 7.967491166077738)","(18.0, 26.0, 25.630252100840337)","(18.0, 21.0, 20.13)","(61.0, 110.0, 105.9090909090909)"
04-01-2023 14:35:01.865644,"(7.5, 9.0, 8.831788079470199)","(3.6, 4.0, 3.981413612565445)","(16.0, 21.0, 20.140845070422536)","(8.5, 8.8, 8.745323741007194)","(3.5, 4.1, 4.0980074719800745)","(6.5, 8.0, 7.967491166077738)","(18.0, 26.0, 25.630252100840337)","(18.0, 21.0, 20.13)","(61.0, 110.0, 105.9090909090909)"
04-01-2023 14:35:03.097656,"(7.5, 9.0, 8.860759493670887)","(3.6, 4.1, 4.015011037527594)","(16.0, 21.0, 20.10989010989011)","(8.5, 8.8, 8.54354066985646)","(3.5, 4.1, 4.089324247586598)","(6.5, 7.8, 7.773234200743494)","(18.0, 26.0, 25.515873015873016)","(18.0, 21.0, 20.360294117647058)","(61.0, 110.0, 105.71428571428571)"
04-01-2023 14:35:04.412376,"(7.5, 9.0, 8.8)","(3.6, 4.1, 4.115573770491803)","(16.0, 21.0, 20.01219512195122)","(8.5, 8.8, 8.341065830721003)","(3.5, 4.1, 4.103919089759797)","(6.5, 7.8, 7.7383999999999995)","(18.0, 26.0, 25.49618320610687)","(18.0, 21.0, 20.048387096774192)","(61.0, 110.0, 106.42857142857143)"
04-01-2023 14:35:05.725875,"(7.5, 8.8, 8.766502463054188)","(3.6, 4.2, 4.147426470588235)","(16.0, 21.0, 19.89080459770115)","(8.5, 8.4, 8.397402597402598)","(3.5, 4.2, 4.13991902834008)","(6.5, 7.8, 7.498684210526315)","(18.0, 26.0, 25.49618320610687)","(18.0, 21.0, 20.119402985074625)","(61.0, 110.0, 105.29411764705883)"
04-01-2023 14:35:07.052153,"(7.5, 8.6, 8.593103448275862)","(3.6, 4.2, 4.147426470588235)","(16.0, 20.0, 19.965753424657535)","(8.5, 8.4, 8.379928315412187)","(3.5, 4.2, 4.141758241758241)","(6.5, 7.6, 7.393355481727575)","(18.0, 26.0, 25.436241610738254)","(18.0, 21.0, 20.119402985074625)","(61.0, 110.0, 107.77777777777777)"
04-01-2023 14:35:08.351847,"(7.5, 8.8, 8.716602316602318)","(3.6, 4.2, 4.1657142857142855)","(16.0, 20.0, 20.26530612244898)","(8.5, 8.4, 8.624516129032259)","(3.5, 4.2, 3.9371653543307086)","(6.5, 7.4, 7.468273092369478)","(18.0, 26.0, 25.473333333333333)","(18.0, 21.0, 20.57758620689655)","(61.0, 110.0, 108.28571428571428)"
04-01-2023 14:35:09.576996,"(7.5, 8.8, 8.745238095238095)","(3.6, 4.2, 4.1657142857142855)","(16.0, 21.0, 20.267605633802816)","(8.5, 8.8, 8.647826086956522)","(3.5, 3.95, 3.925567502986858)","(6.5, 7.6, 7.483766233766234)","(18.0, 26.0, 25.509316770186334)","(18.0, 21.0, 20.637037037037036)","(61.0, 110.0, 108.38709677419355)"
04-01-2023 14:35:10.802445,"(7.5, 9.0, 8.847058823529412)","(3.6, 4.3, 4.277437020810515)","(16.0, 21.0, 20.243589743589745)","(8.5, 8.8, 8.618770226537217)","(3.5, 3.95, 3.8070075757575754)","(6.5, 7.6, 7.824)","(18.0, 26.0, 25.538011695906434)","(18.0, 21.0, 20.637037037037036)","(61.0, 110.0, 116.0)"
04-01-2023 14:35:11.992861,"(7.5, 9.0, 8.809302325581395)","(3.6, 4.3, 4.277437020810515)","(16.0, 21.0, 20.243589743589745)","(8.5, 8.8, 8.654922279792746)","(3.5, 3.85, 3.7765283842794757)","(6.5, 8.0, 7.857657657657658)","(18.0, 26.0, 25.538011695906434)","(18.0, 21.0, 20.637037037037036)","(61.0, 120.0, 116.19047619047619)"
04-01-2023 14:35:13.159141,"(7.5, 8.8, 8.764000000000001)","(3.6, 4.3, 4.282863849765258)","(16.0, 21.0, 20.19178082191781)","(8.5, 8.8, 8.656084656084657)","(3.5, 3.8, 3.7548104956268222)","(6.5, 8.0, 7.8736)","(18.0, 26.0, 25.548571428571428)","(18.0, 21.0, 20.65)","(61.0, 120.0, 116.36363636363636)"
04-01-2023 14:35:14.348422,"(7.5, 8.8, 8.766871165644172)","(3.6, 4.3, 4.282701421800947)","(16.0, 21.0, 20.285714285714285)","(8.5, 8.8, 8.677519379844961)","(3.5, 3.8, 3.781941309255079)","(6.5, 8.0, 7.851351351351351)","(18.0, 26.0, 25.548571428571428)","(18.0, 21.0, 20.684210526315788)","(61.0, 120.0, 116.36363636363636)"
04-01-2023 14:35:15.572674,"(7.5, 9.0, 8.842477876106194)","(3.6, 4.2, 4.1895953757225435)","(16.0, 21.0, 20.085106382978722)","(8.5, 8.8, 9.065420560747663)","(3.5, 3.8, 3.803125)","(6.5, 8.0, 7.991860465116279)","(18.0, 26.0, 25.70344827586207)","(18.0, 21.0, 20.863247863247864)","(61.0, 120.0, 118.63636363636364)"
04-01-2023 14:35:16.762791,"(7.5, 9.0, 8.855223880597016)","(3.6, 4.1, 4.052364864864865)","(16.0, 22.0, 21.04255319148936)","(8.5, 9.2, 9.152173913043478)","(3.5, 3.85, 3.8133684210526315)","(6.5, 8.0, 7.983050847457627)","(18.0, 26.0, 25.6375)","(18.0, 21.0, 20.859649122807017)","(61.0, 120.0, 118.33333333333333)"
04-01-2023 14:35:18.135526,"(7.5, 9.0, 8.825925925925926)","(3.6, 4.1, 4.008225108225108)","(16.0, 22.0, 20.829268292682926)","(8.5, 9.4, 9.39)","(3.5, 3.85, 3.8125)","(6.5, 8.0, 7.9813664596273295)","(18.0, 26.0, 25.6375)","(18.0, 21.0, 21.607407407407408)","(61.0, 120.0, 118.33333333333333)"
04-01-2023 14:35:19.512102,"(7.5, 9.0, 8.818867924528302)","(3.6, 4.1, 4.036319612590799)","(16.0, 22.0, 20.829268292682926)","(8.5, 9.4, 9.365217391304348)","(3.5, 3.85, 3.786068702290076)","(6.5, 8.0, 7.911111111111111)","(18.0, 26.0, 25.6375)","(18.0, 22.0, 21.604477611940297)","(61.0, 120.0, 117.5)"
04-01-2023 14:35:21.059445,"(7.5, 8.8, 8.75774647887324)","(3.6, 4.1, 4.080921052631579)","(16.0, 21.0, 21.441860465116278)","(8.5, 9.4, 9.38840579710145)","(3.5, 3.8, 3.7929894179894177)","(6.5, 8.0, 7.934177215189873)","(18.0, 26.0, 25.70344827586207)","(18.0, 22.0, 21.63448275862069)","(61.0, 120.0, 117.5)"
04-01-2023 14:35:22.515749,"(7.5, 8.8, 8.727950310559006)","(3.6, 4.1, 4.069462365591398)","(16.0, 22.0, 21.454545454545453)","(8.5, 9.4, 9.38987341772152)","(3.5, 3.8, 3.7979338842975205)","(6.5, 8.0, 7.982178217821782)","(18.0, 26.0, 25.598870056497177)","(18.0, 22.0, 21.719576719576718)","(61.0, 120.0, 117.61904761904762)"
04-01-2023 14:35:23.975147,"(7.5, 8.8, 8.619354838709677)","(3.6, 4.1, 4.065359477124183)","(16.0, 22.0, 21.428571428571427)","(8.5, 9.4, 9.22937062937063)","(3.5, 3.85, 3.9316939890710385)","(6.5, 8.0, 7.886451612903226)","(18.0, 26.0, 25.607734806629836)","(18.0, 22.0, 21.722513089005236)","(61.0, 120.0, 117.72727272727272)"
04-01-2023 14:35:25.425629,"(7.5, 8.4, 8.375652173913045)","(3.6, 4.1, 4.073366834170854)","(16.0, 22.0, 21.363636363636363)","(8.5, 9.4, 9.216)","(3.5, 3.95, 3.9487394957983195)","(6.5, 8.0, 7.772131147540984)","(18.0, 26.0, 24.863636363636363)","(18.0, 22.0, 21.707182320441987)","(61.0, 120.0, 116.42857142857143)"
04-01-2023 14:35:26.816213,"(7.5, 8.4, 8.375652173913045)","(3.6, 4.1, 4.073299748110831)","(16.0, 22.0, 21.37864077669903)","(8.5, 9.4, 9.222857142857142)","(3.5, 3.95, 3.9223076923076925)","(6.5, 7.8, 7.771900826446281)","(18.0, 25.0, 24.256410256410255)","(18.0, 22.0, 21.814814814814813)","(61.0, 120.0, 116.42857142857143)"
04-01-2023 14:35:28.116201,"(7.5, 8.4, 8.606802721088435)","(3.6, 4.1, 4.062535211267606)","(16.0, 22.0, 21.36)","(8.5, 9.4, 9.254117647058823)","(3.5, 3.95, 3.95046511627907)","(6.5, 7.8, 7.762162162162162)","(18.0, 25.0, 24.314814814814813)","(18.0, 22.0, 21.717557251908396)","(61.0, 120.0, 116.66666666666667)"
04-01-2023 14:35:29.375872,"(7.5, 8.8, 8.606802721088435)","(3.6, 4.1, 4.069565217391304)","(16.0, 22.0, 21.36)","(8.5, 9.4, 9.34818652849741)","(3.5, 4.0, 3.9651315789473687)","(6.5, 7.8, 7.755199999999999)","(18.0, 25.0, 24.21276595744681)","(18.0, 22.0, 21.717557251908396)","(61.0, 120.0, 116.66666666666667)"
04-01-2023 14:35:30.615112,"(7.5, 8.8, 8.606802721088435)","(3.6, 4.1, 4.054347826086956)","(16.0, 22.0, 21.36)","(8.0, 9.4, 9.335483870967742)","(3.5, 4.0, 3.9651315789473687)","(6.5, 7.8, 7.853571428571429)","(19.0, 25.0, 24.22222222222222)","(17.0, 22.0, 21.717557251908396)","(71.0, 120.0, 116.66666666666667)"
04-01-2023 14:35:31.897389,"(7.5, 8.6, 8.572932330827067)","(3.6, 4.0, 3.9847560975609757)","(16.0, 22.0, 21.0)","(8.0, 9.4, 9.326760563380281)","(3.5, 4.0, 3.9636186770428017)","(6.5, 8.0, 7.769354838709678)","(19.0, 25.0, 24.47761194029851)","(17.0, 22.0, 21.717557251908396)","(71.0, 120.0, 115.55555555555556)"
04-01-2023 14:35:33.200903,"(7.5, 8.6, 8.593962264150942)","(3.6, 4.1, 4.054545454545455)","(16.0, 21.0, 20.660714285714285)","(8.0, 9.4, 9.326760563380281)","(3.5, 4.0, 3.9543103448275865)","(6.5, 7.8, 7.737974683544303)","(19.0, 25.0, 24.272727272727273)","(17.0, 22.0, 21.717557251908396)","(71.0, 120.0, 115.55555555555556)"
04-01-2023 14:35:34.506457,"(7.5, 8.6, 8.593725490196078)","(3.6, 4.1, 4.054545454545455)","(16.0, 21.0, 20.660714285714285)","(8.0, 9.4, 9.317021276595744)","(3.5, 4.0, 3.9524900398406375)","(6.5, 7.8, 7.735526315789474)","(19.0, 25.0, 24.25531914893617)","(17.0, 22.0, 21.717557251908396)","(71.0, 120.0, 115.55555555555556)"
04-01-2023 14:35:35.842287,"(7.5, 8.6, 8.74425087108014)","(3.6, 4.1, 4.059057071960297)","(16.0, 21.0, 20.681159420289855)","(8.0, 9.4, 9.226666666666667)","(3.5, 4.0, 3.923659305993691)","(6.5, 7.8, 7.774712643678161)","(19.0, 25.0, 24.25)","(17.0, 22.0, 21.727941176470587)","(71.0, 120.0, 115.78947368421052)"
04-01-2023 14:35:37.206529,"(7.5, 8.8, 8.696103896103896)","(3.6, 4.1, 4.059057071960297)","(16.0, 21.0, 20.706666666666667)","(8.0, 9.4, 9.25982905982906)","(3.5, 3.95, 3.9204225352112676)","(6.5, 7.8, 7.77027027027027)","(19.0, 25.0, 24.454545454545453)","(17.0, 22.0, 21.739436619718308)","(71.0, 120.0, 116.0)"
