,Judge Jujon,Oyster Stride,The Sportz Star,The Irish Eagle,Chainlinc,King Of Trumps Nz,Whataboyjack
12-01-2023 14:35:25.311770,"(4.6, 8.0, 7.566666666666666)","(41.0, 90.0, 70.8)","(17.0, 32.0, 22.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:35:26.542477,"(4.6, 8.0, 7.566666666666666)","(41.0, 90.0, 70.8)","(17.0, 32.0, 29.272727272727273)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:35:27.702855,"(4.6, 8.0, 7.566666666666666)","(41.0, 90.0, 70.8)","(17.0, 32.0, 29.272727272727273)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:35:28.766759,"(4.6, 8.0, 7.566666666666666)","(41.0, 90.0, 70.8)","(17.0, 32.0, 29.272727272727273)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:35:29.927223,"(4.6, 8.0, 7.566666666666666)","(41.0, 90.0, 70.8)","(17.0, 32.0, 29.272727272727273)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:35:31.170257,"(4.6, 8.0, 7.566666666666666)","(41.0, 90.0, 70.8)","(17.0, 32.0, 29.272727272727273)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:35:32.251145,"(4.6, 8.0, 7.566666666666666)","(41.0, 90.0, 70.8)","(17.0, 32.0, 29.272727272727273)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:35:33.307254,"(4.6, 8.0, 7.566666666666666)","(41.0, 90.0, 70.8)","(17.0, 32.0, 29.272727272727273)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:35:34.501591,"(4.6, 8.0, 7.566666666666666)","(41.0, 90.0, 70.8)","(17.0, 32.0, 29.272727272727273)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:35:35.652170,"(4.6, 8.0, 7.566666666666666)","(41.0, 90.0, 70.8)","(17.0, 32.0, 22.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:35:36.741334,"(4.6, 8.0, 7.566666666666666)","(41.0, 90.0, 70.8)","(17.0, 32.0, 22.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:35:37.751633,"(4.6, 8.0, 7.566666666666666)","(41.0, 90.0, 70.8)","(17.0, 32.0, 22.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:35:38.758446,"(4.6, 8.0, 7.566666666666666)","(41.0, 90.0, 70.8)","(17.0, 32.0, 22.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:35:39.912536,"(4.6, 8.0, 7.566666666666666)","(41.0, 90.0, 70.8)","(17.0, 32.0, 22.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:35:41.158473,"(4.6, 8.0, 7.566666666666666)","(41.0, 90.0, 78.0)","(17.0, 32.0, 27.714285714285715)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:35:42.334479,"(4.6, 8.0, 7.566666666666666)","(41.0, 90.0, 78.0)","(17.0, 32.0, 27.714285714285715)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:35:43.498580,"(4.6, 8.0, 7.566666666666666)","(41.0, 90.0, 78.0)","(17.0, 32.0, 27.714285714285715)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:35:44.674947,"(4.6, 8.0, 7.566666666666666)","(41.0, 90.0, 78.0)","(17.0, 32.0, 27.714285714285715)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:35:45.855523,"(4.6, 8.0, 7.566666666666666)","(41.0, 90.0, 78.0)","(17.0, 32.0, 27.714285714285715)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:35:46.997617,"(4.6, 8.0, 7.566666666666666)","(41.0, 90.0, 72.4)","(17.0, 32.0, 27.714285714285715)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:35:48.244205,"(4.6, 8.0, 7.566666666666666)","(41.0, 90.0, 72.4)","(17.0, 32.0, 27.714285714285715)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:35:49.408789,"(4.8, 8.0, 7.566666666666666)","(31.0, 90.0, 72.4)","(19.0, 32.0, 27.714285714285715)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:35:50.617574,"(4.8, 8.0, 7.566666666666666)","(31.0, 90.0, 72.4)","(19.0, 32.0, 27.714285714285715)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:35:52.041541,"(4.8, 8.0, 7.566666666666666)","(31.0, 90.0, 72.4)","(19.0, 32.0, 27.714285714285715)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:35:53.225858,"(4.8, 8.0, 7.566666666666666)","(31.0, 90.0, 72.4)","(19.0, 32.0, 27.714285714285715)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:35:54.584144,"(4.8, 8.0, 7.566666666666666)","(31.0, 90.0, 72.4)","(19.0, 32.0, 26.2)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:35:55.779772,"(4.8, 8.0, 7.566666666666666)","(31.0, 90.0, 72.4)","(19.0, 32.0, 26.2)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:35:56.991865,"(4.8, 8.0, 7.566666666666666)","(31.0, 90.0, 72.4)","(19.0, 32.0, 26.2)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:35:58.125078,"(4.8, 8.0, 7.566666666666666)","(31.0, 90.0, 72.4)","(19.0, 32.0, 26.2)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:35:59.239022,"(4.8, 8.0, 7.566666666666666)","(31.0, 90.0, 72.4)","(19.0, 32.0, 26.2)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:36:00.365883,"(4.8, 8.0, 7.566666666666666)","(31.0, 90.0, 72.4)","(19.0, 32.0, 26.2)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:36:01.439286,"(4.8, 8.0, 7.566666666666666)","(31.0, 90.0, 72.4)","(19.0, 32.0, 26.2)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:36:02.736891,"(4.8, 8.0, 7.566666666666666)","(31.0, 90.0, 72.4)","(19.0, 32.0, 26.2)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:36:04.106796,"(4.8, 8.0, 7.566666666666666)","(31.0, 90.0, 72.4)","(19.0, 32.0, 26.2)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:36:05.309817,"(4.8, 8.0, 7.566666666666666)","(31.0, 90.0, 72.4)","(19.0, 32.0, 26.2)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:36:06.556764,"(4.8, 8.0, 7.566666666666666)","(31.0, 90.0, 72.4)","(19.0, 32.0, 26.2)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:36:07.831485,"(4.8, 8.0, 7.566666666666666)","(31.0, 90.0, 75.33333333333333)","(19.0, 32.0, 26.2)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:36:08.869947,"(4.8, 8.0, 7.566666666666666)","(31.0, 90.0, 75.33333333333333)","(19.0, 32.0, 26.2)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:36:10.080289,"(4.8, 8.0, 7.566666666666666)","(31.0, 90.0, 75.33333333333333)","(19.0, 32.0, 26.4)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:36:11.340069,"(4.8, 8.0, 7.566666666666666)","(31.0, 90.0, 75.33333333333333)","(19.0, 32.0, 26.4)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:36:12.480799,"(4.8, 8.0, 7.566666666666666)","(31.0, 90.0, 75.33333333333333)","(19.0, 32.0, 26.4)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:36:13.437357,"(4.8, 8.0, 7.566666666666666)","(31.0, 90.0, 75.33333333333333)","(19.0, 32.0, 26.4)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:36:14.537369,"(4.8, 8.0, 7.566666666666666)","(31.0, 90.0, 75.33333333333333)","(19.0, 32.0, 26.4)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:36:15.536884,"(4.8, 8.0, 7.566666666666666)","(31.0, 90.0, 75.33333333333333)","(19.0, 32.0, 27.333333333333336)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:36:16.543315,"(4.8, 8.0, 7.566666666666666)","(31.0, 90.0, 75.33333333333333)","(19.0, 32.0, 27.333333333333336)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:36:17.529759,"(4.8, 8.0, 7.566666666666666)","(31.0, 90.0, 75.33333333333333)","(19.0, 32.0, 27.333333333333336)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:36:18.632231,"(4.8, 8.0, 7.566666666666666)","(31.0, 90.0, 75.33333333333333)","(19.0, 32.0, 27.333333333333336)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:36:19.759030,"(4.8, 8.0, 7.566666666666666)","(31.0, 90.0, 75.33333333333333)","(19.0, 32.0, 28.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:36:20.926674,"(4.8, 8.0, 7.566666666666666)","(31.0, 90.0, 75.33333333333333)","(19.0, 32.0, 28.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:36:22.078407,"(4.8, 8.0, 7.566666666666666)","(31.0, 90.0, 75.33333333333333)","(19.0, 32.0, 28.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:36:23.251234,"(5.0, 8.0, 7.566666666666666)","(31.0, 90.0, 75.33333333333333)","(19.0, 32.0, 28.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:36:24.852614,"(5.0, 8.0, 7.566666666666666)","(31.0, 90.0, 75.33333333333333)","(19.0, 32.0, 28.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:36:26.016869,"(5.0, 8.0, 7.566666666666666)","(31.0, 90.0, 75.33333333333333)","(19.0, 32.0, 25.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:36:27.150728,"(5.0, 8.0, 7.566666666666666)","(31.0, 90.0, 75.33333333333333)","(19.0, 32.0, 25.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6766666666666667)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:36:28.310003,"(5.0, 8.0, 7.566666666666666)","(31.0, 90.0, 75.33333333333333)","(19.0, 32.0, 25.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.704)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:36:29.535044,"(5.0, 8.0, 7.566666666666666)","(31.0, 90.0, 75.33333333333333)","(19.0, 32.0, 25.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6475)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:36:30.722380,"(5.0, 8.0, 7.566666666666666)","(31.0, 90.0, 75.33333333333333)","(19.0, 32.0, 25.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6475)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:36:31.680904,"(5.0, 8.0, 7.566666666666666)","(31.0, 90.0, 75.33333333333333)","(19.0, 32.0, 25.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6475)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:36:32.782857,"(5.0, 8.0, 7.566666666666666)","(31.0, 90.0, 75.33333333333333)","(19.0, 32.0, 25.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6475)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:36:33.919369,"(5.0, 8.0, 7.566666666666666)","(31.0, 90.0, 75.33333333333333)","(19.0, 32.0, 25.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6475)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:36:34.938451,"(5.0, 8.0, 7.566666666666666)","(31.0, 90.0, 75.33333333333333)","(19.0, 32.0, 25.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6475)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:36:35.926861,"(5.0, 8.0, 7.566666666666666)","(31.0, 90.0, 75.33333333333333)","(19.0, 32.0, 25.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6475)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:36:36.971829,"(5.0, 8.0, 7.566666666666666)","(31.0, 90.0, 75.33333333333333)","(19.0, 32.0, 25.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6475)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:36:38.155981,"(5.0, 8.0, 7.566666666666666)","(31.0, 90.0, 75.33333333333333)","(19.0, 32.0, 25.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6475)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:36:39.283956,"(5.0, 8.0, 7.566666666666666)","(31.0, 90.0, 75.33333333333333)","(19.0, 32.0, 25.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6475)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:36:40.476579,"(5.0, 8.0, 7.566666666666666)","(31.0, 90.0, 75.33333333333333)","(19.0, 32.0, 25.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6475)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:36:41.688500,"(5.0, 8.0, 7.566666666666666)","(31.0, 90.0, 75.33333333333333)","(19.0, 32.0, 25.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6475)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:36:42.825078,"(5.0, 8.0, 7.566666666666666)","(31.0, 90.0, 75.33333333333333)","(19.0, 32.0, 25.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6475)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:36:43.878694,"(5.0, 8.0, 7.566666666666666)","(31.0, 90.0, 75.33333333333333)","(19.0, 32.0, 25.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6475)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:36:44.963814,"(5.0, 8.0, 7.566666666666666)","(31.0, 90.0, 75.33333333333333)","(19.0, 32.0, 25.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6475)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:36:45.946754,"(5.0, 8.0, 7.566666666666666)","(31.0, 90.0, 79.5)","(19.0, 32.0, 25.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6475)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:36:46.910416,"(5.0, 8.0, 7.566666666666666)","(31.0, 90.0, 79.5)","(19.0, 32.0, 25.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6475)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:36:47.978552,"(5.0, 8.0, 7.566666666666666)","(31.0, 90.0, 79.5)","(19.0, 32.0, 25.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6475)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:36:49.065668,"(5.0, 8.0, 7.566666666666666)","(31.0, 90.0, 79.5)","(19.0, 32.0, 25.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6475)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:36:50.145402,"(5.0, 8.0, 7.566666666666666)","(31.0, 90.0, 79.5)","(19.0, 32.0, 25.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6475)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:36:51.330251,"(5.0, 8.0, 7.566666666666666)","(31.0, 90.0, 74.0)","(19.0, 32.0, 25.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6475)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:36:52.516763,"(5.0, 8.0, 7.566666666666666)","(31.0, 90.0, 74.0)","(19.0, 32.0, 25.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6475)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:36:53.649608,"(5.0, 8.0, 7.566666666666666)","(31.0, 90.0, 76.66666666666667)","(19.0, 32.0, 25.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6475)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:36:54.797846,"(5.0, 8.0, 7.566666666666666)","(31.0, 90.0, 76.66666666666667)","(19.0, 32.0, 25.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6475)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:36:55.921812,"(5.0, 8.0, 7.566666666666666)","(31.0, 90.0, 63.333333333333336)","(19.0, 32.0, 25.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6475)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:36:56.988410,"(5.0, 8.0, 7.566666666666666)","(31.0, 90.0, 62.0)","(19.0, 32.0, 25.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6475)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:36:58.089184,"(5.0, 8.0, 7.566666666666666)","(31.0, 90.0, 62.0)","(19.0, 32.0, 25.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.6475)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:36:59.401610,"(5.0, 8.0, 7.566666666666666)","(31.0, 90.0, 62.0)","(19.0, 32.0, 25.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.355)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:37:00.551350,"(5.0, 7.6, 7.2333333333333325)","(31.0, 90.0, 62.0)","(19.0, 32.0, 25.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.365)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:37:01.704807,"(5.0, 7.4, 7.189473684210526)","(31.0, 90.0, 62.0)","(19.0, 32.0, 25.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.17)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:37:02.810240,"(5.0, 7.8, 6.65)","(31.0, 90.0, 62.0)","(19.0, 32.0, 25.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.17)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:37:03.965269,"(5.0, 7.6, 6.2)","(31.0, 90.0, 62.0)","(19.0, 32.0, 25.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.395)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:37:04.980734,"(5.0, 7.0, 5.875)","(31.0, 90.0, 62.0)","(19.0, 32.0, 25.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.415)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:37:06.077565,"(5.0, 6.8, 6.15)","(31.0, 90.0, 62.0)","(19.0, 32.0, 25.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.415)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:37:07.076086,"(5.0, 6.8, 6.333333333333333)","(31.0, 90.0, 62.0)","(19.0, 32.0, 25.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.415)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:37:08.180690,"(5.0, 6.8, 6.333333333333333)","(31.0, 90.0, 62.0)","(19.0, 32.0, 25.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.415)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:37:09.220878,"(5.0, 6.8, 6.333333333333333)","(31.0, 90.0, 62.0)","(19.0, 32.0, 25.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.415)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:37:10.260118,"(5.0, 6.8, 6.333333333333333)","(31.0, 90.0, 62.0)","(19.0, 32.0, 25.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.475)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:37:11.247919,"(5.0, 6.2, 5.933333333333334)","(31.0, 90.0, 62.0)","(19.0, 32.0, 25.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.475)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:37:12.280093,"(5.0, 6.2, 5.933333333333334)","(31.0, 90.0, 62.0)","(19.0, 32.0, 25.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.475)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:37:13.282490,"(5.0, 6.2, 5.933333333333334)","(31.0, 90.0, 62.0)","(19.0, 32.0, 25.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.475)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:37:14.296918,"(5.0, 6.2, 5.933333333333334)","(31.0, 85.0, 54.166666666666664)","(19.0, 32.0, 25.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.475)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:37:15.564039,"(5.0, 6.2, 5.933333333333334)","(31.0, 80.0, 58.666666666666664)","(19.0, 32.0, 25.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.475)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:37:16.676079,"(5.0, 6.2, 5.933333333333334)","(31.0, 75.0, 57.0)","(19.0, 32.0, 25.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.475)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:37:18.073437,"(5.0, 6.2, 5.933333333333334)","(31.0, 75.0, 57.0)","(19.0, 32.0, 25.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.475)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
12-01-2023 14:37:19.063361,"(5.0, 6.2, 5.933333333333334)","(31.0, 75.0, 57.0)","(19.0, 32.0, 25.0)","(6.0, 9.4, 8.5)","(2.7, 3.95, 3.475)","(14.0, 99999, 99990)","(2.5, 3.2, 3.045)"
