,Pierre Bale,Zipping Bronte,War Time Novelty,Acclaimed,Stella Girl,Blazing Arnie,Audenzia,Pandorica
10-01-2023 15:54:06.851602,"(2.2, 2.32, 2.2966666666666664)","(2.5, 3.5, 3.4423076923076925)","(5.5, 6.4, 6.235714285714286)","(14.0, 23.0, 20.735294117647058)","(26.0, 75.0, 57.5)","(26.0, 90.0, 72.0)","(16.0, 34.0, 30.666666666666668)","(41.0, 210.0, 198.0)"
10-01-2023 15:54:08.169864,"(2.2, 2.32, 2.2966666666666664)","(2.5, 3.5, 3.44)","(5.5, 6.4, 6.235714285714286)","(14.0, 23.0, 20.0)","(26.0, 75.0, 57.5)","(26.0, 90.0, 72.0)","(16.0, 34.0, 30.666666666666668)","(41.0, 210.0, 198.0)"
10-01-2023 15:54:09.472797,"(2.2, 2.32, 2.2966666666666664)","(2.5, 3.5, 3.446774193548387)","(5.5, 6.4, 6.235714285714286)","(14.0, 23.0, 20.0)","(26.0, 75.0, 59.0)","(26.0, 90.0, 72.0)","(16.0, 34.0, 30.666666666666668)","(41.0, 210.0, 198.0)"
10-01-2023 15:54:10.843794,"(2.2, 2.32, 2.2966666666666664)","(2.5, 3.45, 3.446774193548387)","(5.5, 6.4, 6.235714285714286)","(14.0, 23.0, 20.0)","(26.0, 75.0, 57.5)","(26.0, 90.0, 72.0)","(16.0, 34.0, 30.666666666666668)","(61.0, 210.0, 198.0)"
10-01-2023 15:54:13.275478,"(2.05, 2.32, 2.2699999999999996)","(2.6, 3.5, 3.4571428571428573)","(5.0, 6.4, 6.0137931034482754)","(15.0, 23.0, 20.0)","(31.0, 75.0, 57.5)","(31.0, 90.0, 72.0)","(19.0, 34.0, 30.666666666666668)","(61.0, 210.0, 198.0)"
10-01-2023 15:54:14.431831,"(2.05, 2.32, 2.2699999999999996)","(2.6, 3.5, 3.4571428571428573)","(5.0, 6.4, 6.036363636363636)","(15.0, 23.0, 20.0)","(31.0, 75.0, 59.0)","(31.0, 90.0, 72.0)","(19.0, 34.0, 30.666666666666668)","(61.0, 210.0, 198.0)"
10-01-2023 15:54:15.719890,"(2.05, 2.32, 2.2927272727272725)","(2.6, 3.4, 3.3954545454545455)","(5.0, 6.4, 6.029629629629629)","(15.0, 23.0, 20.136363636363637)","(31.0, 75.0, 57.5)","(31.0, 90.0, 72.0)","(19.0, 34.0, 30.666666666666668)","(61.0, 210.0, 198.0)"
10-01-2023 15:54:17.093286,"(2.05, 2.32, 2.3114285714285714)","(2.6, 3.4, 3.3954545454545455)","(5.0, 6.4, 6.029629629629629)","(15.0, 23.0, 20.136363636363637)","(31.0, 75.0, 59.0)","(31.0, 90.0, 72.0)","(19.0, 34.0, 31.333333333333332)","(61.0, 210.0, 198.0)"
10-01-2023 15:54:18.437143,"(2.05, 2.32, 2.3166666666666664)","(2.6, 3.4, 3.3916666666666666)","(5.0, 6.4, 6.036363636363636)","(15.0, 23.0, 20.136363636363637)","(31.0, 75.0, 59.0)","(31.0, 90.0, 72.0)","(19.0, 34.0, 31.333333333333332)","(61.0, 210.0, 198.0)"
10-01-2023 15:54:19.745249,"(2.05, 2.32, 2.315)","(2.6, 3.4, 3.3916666666666666)","(5.0, 6.4, 6.036363636363636)","(15.0, 23.0, 20.136363636363637)","(31.0, 75.0, 57.5)","(31.0, 90.0, 72.0)","(19.0, 34.0, 31.333333333333332)","(61.0, 210.0, 198.0)"
10-01-2023 15:54:20.958701,"(2.05, 2.34, 2.2828571428571425)","(2.6, 3.4, 3.3777777777777778)","(5.0, 6.4, 6.054545454545455)","(15.0, 23.0, 20.925925925925927)","(31.0, 75.0, 61.53846153846154)","(31.0, 90.0, 72.0)","(19.0, 34.0, 30.666666666666668)","(61.0, 210.0, 198.0)"
10-01-2023 15:54:22.185102,"(2.05, 2.32, 2.3109090909090906)","(2.6, 3.5, 3.392857142857143)","(5.0, 6.4, 6.21)","(15.0, 23.0, 20.176470588235293)","(31.0, 75.0, 59.0)","(31.0, 90.0, 72.0)","(19.0, 34.0, 31.333333333333332)","(61.0, 210.0, 198.0)"
10-01-2023 15:54:23.474622,"(2.05, 2.32, 2.2789473684210524)","(2.6, 3.4, 3.3930555555555557)","(5.0, 6.4, 6.248)","(15.0, 23.0, 20.176470588235293)","(31.0, 75.0, 57.5)","(31.0, 90.0, 72.0)","(19.0, 34.0, 31.333333333333332)","(61.0, 210.0, 198.0)"
10-01-2023 15:54:24.724740,"(2.05, 2.32, 2.2814814814814817)","(2.6, 3.4, 3.3930555555555557)","(5.0, 6.4, 6.248)","(15.0, 23.0, 20.176470588235293)","(31.0, 75.0, 59.0)","(31.0, 90.0, 72.0)","(19.0, 34.0, 31.333333333333332)","(61.0, 210.0, 187.5)"
10-01-2023 15:54:26.001672,"(2.05, 2.32, 2.2642857142857142)","(2.6, 3.4, 3.3930555555555557)","(5.0, 6.4, 6.248)","(15.0, 23.0, 20.565217391304348)","(31.0, 75.0, 59.0)","(31.0, 90.0, 73.75)","(19.0, 34.0, 31.333333333333332)","(61.0, 210.0, 200.0)"
10-01-2023 15:54:27.209399,"(2.05, 2.32, 2.2649999999999997)","(2.6, 3.4, 3.3984375)","(5.0, 6.4, 6.248)","(15.0, 23.0, 20.2)","(31.0, 75.0, 57.5)","(31.0, 85.0, 72.0)","(19.0, 34.0, 31.333333333333332)","(61.0, 210.0, 200.0)"
10-01-2023 15:54:28.465380,"(2.05, 2.32, 2.2789473684210524)","(2.6, 3.45, 3.4468750000000004)","(5.0, 6.4, 6.248)","(15.0, 23.0, 20.2)","(31.0, 75.0, 57.5)","(31.0, 90.0, 72.0)","(19.0, 34.0, 30.666666666666668)","(61.0, 210.0, 200.0)"
10-01-2023 15:54:29.723451,"(2.05, 2.32, 2.291111111111111)","(2.6, 3.45, 3.4361111111111113)","(5.0, 6.4, 6.21)","(15.0, 23.0, 21.5)","(31.0, 75.0, 59.0)","(31.0, 90.0, 72.0)","(19.0, 34.0, 31.333333333333332)","(61.0, 210.0, 200.0)"
10-01-2023 15:54:30.969328,"(2.05, 2.32, 2.297391304347826)","(2.6, 3.45, 3.431578947368421)","(5.0, 6.4, 6.21)","(15.0, 22.0, 19.846153846153847)","(31.0, 75.0, 62.27272727272727)","(31.0, 90.0, 76.07142857142857)","(19.0, 34.0, 31.666666666666668)","(61.0, 210.0, 202.5)"
10-01-2023 15:54:32.182774,"(2.05, 2.32, 2.289090909090909)","(2.6, 3.45, 3.433720930232558)","(5.0, 6.4, 6.21)","(15.0, 21.0, 19.846153846153847)","(31.0, 75.0, 65.66666666666667)","(31.0, 90.0, 76.5)","(19.0, 34.0, 30.5)","(61.0, 210.0, 200.0)"
10-01-2023 15:54:33.492778,"(2.05, 2.32, 2.2905263157894735)","(2.6, 3.45, 3.4)","(5.0, 6.4, 6.226666666666667)","(15.0, 21.0, 20.4)","(31.0, 75.0, 70.0)","(31.0, 90.0, 84.8076923076923)","(19.0, 34.0, 31.23076923076923)","(61.0, 210.0, 195.0)"
10-01-2023 15:54:34.749915,"(2.05, 2.3, 2.2443478260869565)","(2.6, 3.5, 3.433333333333333)","(5.0, 6.6, 6.226666666666667)","(15.0, 21.0, 19.142857142857142)","(31.0, 75.0, 70.0)","(31.0, 90.0, 85.5)","(19.0, 34.0, 32.36363636363637)","(61.0, 210.0, 195.0)"
10-01-2023 15:54:36.006855,"(2.05, 2.3, 2.274285714285714)","(2.6, 3.5, 3.4583333333333335)","(5.0, 6.6, 6.47)","(15.0, 21.0, 20.0)","(31.0, 75.0, 66.25)","(31.0, 90.0, 85.5)","(19.0, 34.0, 31.23076923076923)","(61.0, 210.0, 200.0)"
10-01-2023 15:54:37.280717,"(2.05, 2.3, 2.268333333333333)","(2.6, 3.5, 3.4743589743589745)","(5.0, 6.6, 6.453846153846154)","(15.0, 21.0, 21.5)","(31.0, 75.0, 66.11111111111111)","(31.0, 90.0, 85.5)","(19.0, 34.0, 32.0)","(61.0, 210.0, 195.0)"
10-01-2023 15:54:38.558601,"(2.05, 2.28, 2.269090909090909)","(2.6, 3.5, 3.447916666666667)","(5.0, 6.6, 6.453846153846154)","(15.0, 23.0, 20.846153846153847)","(31.0, 75.0, 66.11111111111111)","(31.0, 90.0, 81.0)","(19.0, 34.0, 32.0)","(61.0, 210.0, 201.8181818181818)"
10-01-2023 15:54:39.847489,"(2.05, 2.26, 2.2363636363636363)","(2.6, 3.45, 3.448148148148148)","(5.0, 6.6, 6.464285714285714)","(15.0, 23.0, 20.75)","(31.0, 75.0, 65.66666666666667)","(31.0, 90.0, 81.0)","(19.0, 34.0, 31.23076923076923)","(61.0, 210.0, 204.0)"
10-01-2023 15:54:41.063849,"(2.05, 2.26, 2.2514285714285713)","(2.6, 3.45, 3.448148148148148)","(5.0, 6.6, 6.464285714285714)","(15.0, 22.0, 20.75)","(31.0, 75.0, 65.66666666666667)","(31.0, 90.0, 81.0)","(19.0, 34.0, 31.23076923076923)","(61.0, 210.0, 204.0)"
10-01-2023 15:54:42.155138,"(2.05, 2.26, 2.2514285714285713)","(2.6, 3.45, 3.448148148148148)","(5.5, 6.6, 6.464285714285714)","(15.0, 22.0, 19.77777777777778)","(31.0, 75.0, 67.5)","(31.0, 90.0, 81.0)","(19.0, 34.0, 32.0)","(61.0, 210.0, 204.0)"
10-01-2023 15:54:43.503027,"(2.05, 2.26, 2.2425)","(2.6, 3.45, 3.4702702702702704)","(5.5, 6.6, 6.472)","(15.0, 22.0, 19.65625)","(31.0, 75.0, 67.5)","(31.0, 90.0, 81.0)","(19.0, 34.0, 32.0)","(61.0, 210.0, 204.0)"
10-01-2023 15:54:44.819613,"(2.05, 2.26, 2.2411764705882353)","(2.6, 3.5, 3.4702702702702704)","(5.5, 6.6, 6.472)","(15.0, 22.0, 19.65625)","(31.0, 75.0, 65.66666666666667)","(31.0, 90.0, 81.0)","(19.0, 34.0, 31.23076923076923)","(61.0, 210.0, 204.0)"
10-01-2023 15:54:46.105374,"(2.05, 2.26, 2.2422222222222223)","(2.6, 3.5, 3.4702702702702704)","(5.5, 6.6, 6.472)","(15.0, 22.0, 19.63888888888889)","(31.0, 75.0, 63.333333333333336)","(31.0, 90.0, 81.0)","(19.0, 34.0, 31.23076923076923)","(61.0, 210.0, 204.0)"
10-01-2023 15:54:47.427939,"(2.05, 2.26, 2.25)","(2.6, 3.5, 3.4702702702702704)","(5.5, 6.6, 6.472)","(15.0, 22.0, 19.613636363636363)","(31.0, 75.0, 67.5)","(31.0, 90.0, 81.0)","(19.0, 34.0, 32.0)","(61.0, 210.0, 203.57142857142856)"
10-01-2023 15:54:48.747581,"(2.05, 2.26, 2.245)","(2.6, 3.5, 3.4702702702702704)","(5.5, 6.6, 6.472)","(15.0, 22.0, 19.613636363636363)","(31.0, 75.0, 63.333333333333336)","(31.0, 90.0, 81.0)","(19.0, 34.0, 31.23076923076923)","(61.0, 210.0, 204.0)"
10-01-2023 15:54:49.971474,"(2.05, 2.28, 2.274285714285714)","(2.6, 3.45, 3.440909090909091)","(5.5, 6.6, 6.218181818181819)","(15.0, 22.0, 19.63888888888889)","(31.0, 75.0, 69.54545454545455)","(31.0, 90.0, 81.0)","(19.0, 34.0, 31.23076923076923)","(61.0, 210.0, 204.0)"
10-01-2023 15:54:51.166070,"(2.05, 2.28, 2.2514285714285713)","(2.6, 3.45, 3.440909090909091)","(5.5, 6.6, 6.269565217391304)","(15.0, 22.0, 19.63888888888889)","(31.0, 75.0, 67.5)","(31.0, 90.0, 81.0)","(19.0, 34.0, 32.0)","(61.0, 210.0, 204.0)"
10-01-2023 15:54:52.387684,"(2.05, 2.28, 2.246666666666667)","(2.6, 3.45, 3.440909090909091)","(5.5, 6.6, 6.269565217391304)","(15.0, 22.0, 19.63888888888889)","(31.0, 75.0, 63.333333333333336)","(31.0, 90.0, 81.0)","(19.0, 34.0, 32.0)","(61.0, 210.0, 204.0)"
10-01-2023 15:54:53.604279,"(2.05, 2.28, 2.248)","(2.6, 3.45, 3.440909090909091)","(5.5, 6.6, 6.269565217391304)","(15.0, 22.0, 19.63888888888889)","(31.0, 75.0, 65.66666666666667)","(31.0, 90.0, 81.0)","(19.0, 34.0, 31.23076923076923)","(61.0, 210.0, 204.0)"
10-01-2023 15:54:54.904635,"(2.05, 2.28, 2.2560000000000002)","(2.6, 3.45, 3.4482142857142857)","(5.5, 6.6, 6.276190476190476)","(15.0, 22.0, 19.63888888888889)","(31.0, 75.0, 67.5)","(31.0, 90.0, 81.0)","(19.0, 34.0, 31.23076923076923)","(61.0, 210.0, 204.0)"
10-01-2023 15:54:56.179135,"(2.05, 2.28, 2.2560000000000002)","(2.6, 3.45, 3.4482142857142857)","(5.5, 6.6, 6.276190476190476)","(15.0, 22.0, 19.63888888888889)","(31.0, 75.0, 66.42857142857143)","(31.0, 90.0, 81.0)","(19.0, 34.0, 32.0)","(61.0, 210.0, 201.0)"
10-01-2023 15:54:57.449050,"(2.05, 2.28, 2.248)","(2.6, 3.45, 3.447826086956522)","(5.5, 6.6, 6.276190476190476)","(15.0, 22.0, 19.63888888888889)","(31.0, 75.0, 57.5)","(31.0, 90.0, 81.0)","(19.0, 34.0, 32.0)","(61.0, 210.0, 187.14285714285714)"
10-01-2023 15:54:58.694803,"(2.05, 2.28, 2.248)","(2.6, 3.45, 3.447826086956522)","(5.5, 6.6, 6.264)","(15.0, 22.0, 19.63888888888889)","(31.0, 75.0, 58.75)","(31.0, 90.0, 81.0)","(19.0, 34.0, 31.23076923076923)","(61.0, 210.0, 199.33333333333334)"
10-01-2023 15:54:59.898366,"(2.05, 2.28, 2.269090909090909)","(2.6, 3.45, 3.447826086956522)","(5.5, 6.6, 6.32)","(15.0, 22.0, 20.068181818181817)","(31.0, 70.0, 56.875)","(31.0, 90.0, 81.0)","(19.0, 34.0, 31.23076923076923)","(61.0, 210.0, 199.33333333333334)"
10-01-2023 15:55:01.191255,"(2.05, 2.3, 2.246)","(2.6, 3.45, 3.4477272727272728)","(5.5, 6.6, 6.454545454545455)","(15.0, 22.0, 19.63888888888889)","(31.0, 70.0, 58.0)","(31.0, 90.0, 81.0)","(19.0, 34.0, 32.0)","(61.0, 210.0, 186.0)"
10-01-2023 15:55:02.485151,"(2.05, 2.3, 2.2463157894736843)","(2.6, 3.45, 3.4477272727272728)","(5.5, 6.6, 6.447619047619048)","(15.0, 22.0, 19.727272727272727)","(31.0, 70.0, 57.0)","(31.0, 90.0, 81.0)","(19.0, 34.0, 32.0)","(61.0, 210.0, 186.0)"
10-01-2023 15:55:03.810885,"(2.05, 2.3, 2.2454545454545456)","(2.6, 3.45, 3.4477272727272728)","(5.5, 6.6, 6.445454545454545)","(15.0, 22.0, 19.727272727272727)","(31.0, 65.0, 59.166666666666664)","(31.0, 90.0, 81.0)","(19.0, 34.0, 31.23076923076923)","(61.0, 210.0, 186.0)"
10-01-2023 15:55:05.078703,"(2.05, 2.3, 2.2470588235294118)","(2.6, 3.45, 3.4477272727272728)","(5.5, 6.6, 6.445454545454545)","(15.0, 22.0, 19.708333333333332)","(31.0, 65.0, 60.55555555555556)","(31.0, 90.0, 85.0)","(19.0, 34.0, 31.23076923076923)","(61.0, 210.0, 186.0)"
10-01-2023 15:55:06.503549,"(2.05, 2.3, 2.246)","(2.6, 3.45, 3.447058823529412)","(5.5, 6.6, 6.445454545454545)","(15.0, 22.0, 19.708333333333332)","(31.0, 65.0, 57.0)","(31.0, 90.0, 85.5)","(19.0, 34.0, 32.0)","(61.0, 210.0, 186.0)"
10-01-2023 15:55:07.891437,"(2.05, 2.3, 2.268235294117647)","(2.6, 3.45, 3.447058823529412)","(5.5, 6.6, 6.445454545454545)","(15.0, 22.0, 19.708333333333332)","(31.0, 65.0, 57.0)","(31.0, 90.0, 85.5)","(19.0, 34.0, 32.0)","(61.0, 210.0, 186.0)"
10-01-2023 15:55:09.136959,"(2.05, 2.3, 2.268235294117647)","(2.6, 3.45, 3.447058823529412)","(5.5, 6.6, 6.445454545454545)","(15.0, 22.0, 19.454545454545453)","(31.0, 65.0, 57.0)","(31.0, 90.0, 85.5)","(19.0, 34.0, 32.0)","(61.0, 210.0, 186.0)"
10-01-2023 15:55:10.462875,"(2.0, 2.3, 2.2657142857142856)","(2.6, 3.45, 3.447058823529412)","(5.5, 6.6, 6.445454545454545)","(15.0, 20.0, 20.2)","(31.0, 65.0, 56.25)","(31.0, 90.0, 85.5)","(19.0, 34.0, 31.23076923076923)","(61.0, 210.0, 186.0)"
10-01-2023 15:55:11.692999,"(2.0, 2.3, 2.2657142857142856)","(2.6, 3.45, 3.447058823529412)","(5.5, 6.6, 6.445454545454545)","(15.0, 21.0, 20.8)","(31.0, 65.0, 57.0)","(31.0, 90.0, 85.5)","(19.0, 34.0, 32.0)","(61.0, 210.0, 186.0)"
10-01-2023 15:55:13.086583,"(2.0, 2.3, 2.2664705882352942)","(2.6, 3.45, 3.4458333333333333)","(5.5, 6.6, 6.338461538461538)","(15.0, 21.0, 19.666666666666668)","(31.0, 65.0, 57.0)","(31.0, 90.0, 87.95454545454545)","(19.0, 34.0, 32.0)","(61.0, 210.0, 198.0)"
10-01-2023 15:55:14.368487,"(2.0, 2.3, 2.2664705882352942)","(2.6, 3.45, 3.4458333333333333)","(5.5, 6.6, 6.35)","(15.0, 21.0, 20.6875)","(31.0, 65.0, 58.82352941176471)","(31.0, 90.0, 87.95454545454545)","(19.0, 34.0, 31.23076923076923)","(61.0, 210.0, 200.0)"
10-01-2023 15:55:15.651508,"(2.0, 2.3, 2.264705882352941)","(2.6, 3.45, 3.4458333333333333)","(5.5, 6.6, 6.324137931034483)","(15.0, 21.0, 20.137931034482758)","(31.0, 65.0, 58.82352941176471)","(31.0, 90.0, 87.95454545454545)","(19.0, 34.0, 31.23076923076923)","(61.0, 210.0, 200.0)"
10-01-2023 15:55:16.957915,"(2.0, 2.3, 2.2835294117647056)","(2.6, 3.45, 3.4392857142857145)","(5.5, 6.6, 6.324137931034483)","(15.0, 21.0, 19.98148148148148)","(31.0, 65.0, 58.82352941176471)","(31.0, 90.0, 87.85714285714286)","(19.0, 34.0, 32.0)","(61.0, 210.0, 203.33333333333334)"
10-01-2023 15:55:18.271674,"(2.0, 2.3, 2.28)","(2.6, 3.45, 3.4392857142857145)","(5.5, 6.6, 6.314285714285714)","(15.0, 21.0, 20.342105263157894)","(31.0, 65.0, 60.714285714285715)","(31.0, 90.0, 87.85714285714286)","(19.0, 34.0, 31.23076923076923)","(61.0, 210.0, 198.0)"
10-01-2023 15:55:19.511248,"(2.0, 2.3, 2.2818181818181817)","(2.6, 3.45, 3.436666666666667)","(5.5, 6.6, 6.323076923076923)","(15.0, 21.0, 20.625)","(31.0, 65.0, 60.714285714285715)","(31.0, 90.0, 87.85714285714286)","(19.0, 34.0, 31.23076923076923)","(61.0, 210.0, 198.0)"
10-01-2023 15:55:20.787632,"(2.0, 2.32, 2.2838095238095235)","(2.6, 3.45, 3.436666666666667)","(5.5, 6.6, 6.28695652173913)","(15.0, 21.0, 20.074074074074073)","(31.0, 65.0, 58.82352941176471)","(31.0, 90.0, 87.85714285714286)","(19.0, 34.0, 32.0)","(61.0, 210.0, 203.33333333333334)"
10-01-2023 15:55:22.257151,"(2.0, 2.32, 2.2857142857142856)","(2.6, 3.45, 3.398)","(5.5, 6.6, 6.318518518518519)","(15.0, 21.0, 20.270833333333332)","(31.0, 65.0, 58.82352941176471)","(31.0, 90.0, 87.85714285714286)","(19.0, 34.0, 31.23076923076923)","(61.0, 210.0, 198.0)"
10-01-2023 15:55:23.629626,"(2.0, 2.32, 2.2857142857142856)","(2.6, 3.4, 3.398)","(5.5, 6.6, 6.318518518518519)","(15.0, 21.0, 20.074074074074073)","(31.0, 65.0, 58.82352941176471)","(31.0, 90.0, 87.85714285714286)","(19.0, 34.0, 31.23076923076923)","(71.0, 210.0, 198.0)"
10-01-2023 15:55:24.961217,"(2.0, 2.32, 2.2944)","(2.6, 3.4, 3.388888888888889)","(5.5, 6.6, 6.445454545454545)","(15.0, 21.0, 20.342105263157894)","(31.0, 65.0, 56.42857142857143)","(31.0, 90.0, 87.85714285714286)","(19.0, 34.0, 31.23076923076923)","(71.0, 210.0, 200.0)"
10-01-2023 15:55:26.447081,"(2.0, 2.34, 2.3249999999999997)","(2.6, 3.4, 3.3666666666666667)","(5.5, 6.6, 6.438095238095238)","(15.0, 21.0, 20.43181818181818)","(31.0, 65.0, 56.42857142857143)","(31.0, 90.0, 87.95454545454545)","(19.0, 34.0, 31.23076923076923)","(71.0, 210.0, 200.0)"
10-01-2023 15:55:27.905512,"(2.0, 2.34, 2.295)","(2.6, 3.4, 3.368181818181818)","(5.5, 6.6, 6.44)","(15.0, 21.0, 20.074074074074073)","(31.0, 65.0, 56.92307692307692)","(31.0, 90.0, 87.95454545454545)","(19.0, 34.0, 32.0)","(71.0, 210.0, 203.33333333333334)"
10-01-2023 15:55:29.182536,"(2.0, 2.34, 2.295)","(2.6, 3.4, 3.368181818181818)","(5.5, 6.6, 6.44)","(15.0, 21.0, 22.75)","(31.0, 65.0, 58.82352941176471)","(31.0, 90.0, 87.95454545454545)","(19.0, 34.0, 32.0)","(71.0, 210.0, 203.33333333333334)"
10-01-2023 15:55:30.385689,"(2.0, 2.32, 2.2927272727272725)","(2.6, 3.4, 3.364705882352941)","(5.5, 6.6, 6.323076923076923)","(15.0, 23.0, 20.224137931034484)","(31.0, 65.0, 54.5)","(31.0, 90.0, 87.95454545454545)","(19.0, 34.0, 32.0)","(71.0, 210.0, 203.33333333333334)"
10-01-2023 15:55:31.689707,"(2.0, 2.34, 2.3154545454545454)","(2.6, 3.35, 3.2743589743589743)","(5.5, 6.6, 6.443478260869566)","(15.0, 21.0, 20.35185185185185)","(31.0, 65.0, 56.42857142857143)","(31.0, 90.0, 87.95454545454545)","(19.0, 34.0, 31.23076923076923)","(71.0, 210.0, 200.0)"
10-01-2023 15:55:32.944535,"(2.0, 2.34, 2.325974025974026)","(2.6, 3.3, 3.272972972972973)","(5.5, 6.6, 6.4363636363636365)","(15.0, 21.0, 20.8)","(31.0, 65.0, 56.92307692307692)","(31.0, 90.0, 87.95454545454545)","(19.0, 34.0, 30.727272727272727)","(71.0, 210.0, 198.0)"
10-01-2023 15:55:34.236438,"(2.0, 2.34, 2.3263291139240505)","(2.6, 3.3, 3.272972972972973)","(5.5, 6.6, 6.4363636363636365)","(15.0, 21.0, 20.8)","(31.0, 65.0, 59.16666666666667)","(31.0, 90.0, 87.95454545454545)","(19.0, 34.0, 31.636363636363637)","(71.0, 210.0, 198.0)"
10-01-2023 15:55:35.485760,"(2.0, 2.34, 2.321694915254237)","(2.6, 3.3, 3.2705882352941176)","(5.5, 6.6, 6.4363636363636365)","(15.0, 21.0, 20.8)","(31.0, 65.0, 60.714285714285715)","(31.0, 90.0, 87.95454545454545)","(20.0, 34.0, 31.636363636363637)","(91.0, 210.0, 198.0)"
10-01-2023 15:55:36.662401,"(2.0, 2.34, 2.308695652173913)","(2.6, 3.3, 3.2705882352941176)","(5.5, 6.6, 6.444444444444445)","(15.0, 21.0, 20.5)","(31.0, 65.0, 61.53846153846153)","(31.0, 90.0, 88.0952380952381)","(20.0, 34.0, 31.066666666666666)","(91.0, 210.0, 198.0)"
10-01-2023 15:55:37.730610,"(2.0, 2.32, 2.302608695652174)","(2.6, 3.4, 3.376470588235294)","(5.5, 6.6, 6.4941176470588236)","(15.0, 21.0, 20.88095238095238)","(31.0, 65.0, 66.1764705882353)","(31.0, 90.0, 88.0952380952381)","(20.0, 34.0, 31.333333333333332)","(91.0, 210.0, 198.0)"
10-01-2023 15:55:38.938634,"(2.0, 2.3, 2.2835)","(2.6, 3.4, 3.3666666666666667)","(5.5, 6.6, 6.362962962962963)","(15.0, 21.0, 20.7)","(31.0, 75.0, 65.27777777777777)","(31.0, 90.0, 88.0952380952381)","(20.0, 34.0, 32.11764705882353)","(91.0, 210.0, 198.0)"
10-01-2023 15:55:40.116201,"(2.0, 2.3, 2.2755555555555556)","(2.6, 3.45, 3.4264705882352944)","(5.5, 6.6, 6.316129032258065)","(15.0, 21.0, 20.727272727272727)","(31.0, 75.0, 56.81818181818182)","(31.0, 90.0, 88.0952380952381)","(20.0, 34.0, 31.333333333333332)","(91.0, 210.0, 200.0)"
10-01-2023 15:55:41.267359,"(2.0, 2.32, 2.3038709677419353)","(2.6, 3.4, 3.36)","(5.5, 6.6, 6.316129032258065)","(15.0, 21.0, 20.235294117647058)","(31.0, 75.0, 56.81818181818182)","(31.0, 90.0, 88.0952380952381)","(20.0, 34.0, 31.333333333333332)","(91.0, 210.0, 203.33333333333334)"
10-01-2023 15:55:42.421207,"(2.0, 2.34, 2.32)","(2.6, 3.4, 3.376190476190476)","(5.5, 6.6, 6.316129032258065)","(15.0, 21.0, 20.5)","(31.0, 75.0, 56.81818181818182)","(31.0, 90.0, 88.0952380952381)","(20.0, 34.0, 32.31578947368421)","(91.0, 210.0, 198.0)"
10-01-2023 15:55:43.511954,"(2.0, 2.32, 2.3116666666666665)","(2.6, 3.4, 3.3727272727272726)","(5.5, 6.6, 6.316129032258065)","(15.0, 21.0, 21.333333333333332)","(31.0, 75.0, 56.81818181818182)","(31.0, 90.0, 89.61538461538461)","(20.0, 34.0, 32.31578947368421)","(91.0, 210.0, 205.71428571428572)"
10-01-2023 15:55:44.672613,"(2.05, 2.34, 2.3127272727272725)","(2.7, 3.4, 3.3684210526315788)","(5.5, 6.6, 6.355555555555555)","(15.0, 22.0, 21.625)","(31.0, 75.0, 56.81818181818182)","(41.0, 90.0, 88.75)","(20.0, 34.0, 32.31578947368421)","(91.0, 210.0, 208.0)"
10-01-2023 15:55:45.950762,"(2.05, 2.32, 2.315135135135135)","(2.7, 3.4, 3.376923076923077)","(5.5, 6.6, 6.3244444444444445)","(15.0, 22.0, 21.727272727272727)","(31.0, 75.0, 67.0)","(41.0, 90.0, 88.75)","(20.0, 34.0, 32.31578947368421)","(91.0, 210.0, 208.0)"
10-01-2023 15:55:47.138763,"(2.05, 2.34, 2.3255319148936167)","(2.7, 3.4, 3.3727272727272726)","(5.5, 6.6, 6.3625)","(15.0, 22.0, 21.727272727272727)","(31.0, 75.0, 67.0)","(41.0, 90.0, 89.58333333333333)","(20.0, 34.0, 32.31578947368421)","(91.0, 210.0, 208.0)"
10-01-2023 15:55:48.322340,"(2.05, 2.34, 2.324489795918367)","(2.7, 3.4, 3.357142857142857)","(5.5, 6.6, 6.3625)","(15.0, 22.0, 21.727272727272727)","(31.0, 75.0, 67.0)","(41.0, 90.0, 88.66666666666667)","(20.0, 34.0, 32.31578947368421)","(91.0, 210.0, 208.0)"
10-01-2023 15:55:49.489888,"(2.05, 2.34, 2.3257777777777777)","(2.7, 3.4, 3.338888888888889)","(5.5, 6.6, 6.3625)","(15.0, 22.0, 21.727272727272727)","(31.0, 75.0, 67.0)","(41.0, 90.0, 88.57142857142857)","(20.0, 34.0, 32.31578947368421)","(91.0, 210.0, 208.0)"
10-01-2023 15:55:50.644583,"(2.05, 2.34, 2.3257777777777777)","(2.7, 3.35, 3.338888888888889)","(5.5, 6.6, 6.438461538461539)","(15.0, 22.0, 21.727272727272727)","(31.0, 75.0, 67.0)","(41.0, 90.0, 89.54545454545455)","(20.0, 34.0, 32.31578947368421)","(91.0, 210.0, 208.0)"
10-01-2023 15:55:51.802908,"(2.05, 2.34, 2.3257777777777777)","(2.7, 3.35, 3.318)","(5.5, 6.6, 6.438461538461539)","(15.0, 22.0, 21.727272727272727)","(31.0, 75.0, 67.0)","(41.0, 90.0, 88.57142857142857)","(20.0, 34.0, 32.31578947368421)","(91.0, 210.0, 208.0)"
