,The Inside Scoop,Happy Dayz,Zac Your Nobody,Endoftheroad,Bealawyer,Im Drinkindoubles,Yankeedelight Nz,Nomorecheeseplease,Tiger Toast,Cherry On The Cake,Luke Attack
354,"[datetime.datetime(2022, 11, 28, 17, 9, 22, 967767), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 9, 22, 967767), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 22, 967767), 5.0, 6.0]","[datetime.datetime(2022, 11, 28, 17, 9, 22, 967767), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 22, 967767), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 22, 967767), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 9, 22, 967767), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 9, 22, 967767), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 9, 22, 967767), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 22, 967767), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 9, 22, 967767), 2.0, 2.56]"
355,"[datetime.datetime(2022, 11, 28, 17, 9, 24, 318731), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 9, 24, 318731), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 24, 318731), 5.0, 6.0]","[datetime.datetime(2022, 11, 28, 17, 9, 24, 318731), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 24, 318731), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 24, 318731), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 9, 24, 318731), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 9, 24, 318731), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 9, 24, 318731), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 24, 318731), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 9, 24, 318731), 2.0, 2.56]"
356,"[datetime.datetime(2022, 11, 28, 17, 9, 25, 635882), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 9, 25, 635882), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 25, 635882), 5.0, 6.0]","[datetime.datetime(2022, 11, 28, 17, 9, 25, 635882), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 25, 635882), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 25, 635882), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 9, 25, 635882), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 9, 25, 635882), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 9, 25, 635882), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 25, 635882), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 9, 25, 635882), 2.0, 2.56]"
357,"[datetime.datetime(2022, 11, 28, 17, 9, 26, 941428), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 9, 26, 941428), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 26, 941428), 5.0, 6.0]","[datetime.datetime(2022, 11, 28, 17, 9, 26, 941428), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 26, 941428), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 26, 941428), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 9, 26, 941428), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 9, 26, 941428), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 9, 26, 941428), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 26, 941428), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 9, 26, 941428), 2.0, 2.56]"
358,"[datetime.datetime(2022, 11, 28, 17, 9, 28, 221580), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 9, 28, 221580), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 28, 221580), 5.0, 6.0]","[datetime.datetime(2022, 11, 28, 17, 9, 28, 221580), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 28, 221580), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 28, 221580), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 9, 28, 221580), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 9, 28, 221580), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 9, 28, 221580), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 28, 221580), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 9, 28, 221580), 2.0, 2.56]"
359,"[datetime.datetime(2022, 11, 28, 17, 9, 29, 522287), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 9, 29, 522287), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 29, 522287), 5.0, 6.0]","[datetime.datetime(2022, 11, 28, 17, 9, 29, 522287), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 29, 522287), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 29, 522287), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 9, 29, 522287), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 9, 29, 522287), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 9, 29, 522287), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 29, 522287), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 9, 29, 522287), 2.0, 2.56]"
360,"[datetime.datetime(2022, 11, 28, 17, 9, 30, 807998), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 9, 30, 807998), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 30, 807998), 5.0, 6.0]","[datetime.datetime(2022, 11, 28, 17, 9, 30, 807998), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 30, 807998), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 30, 807998), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 9, 30, 807998), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 9, 30, 807998), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 9, 30, 807998), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 30, 807998), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 9, 30, 807998), 2.0, 2.56]"
361,"[datetime.datetime(2022, 11, 28, 17, 9, 32, 158972), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 9, 32, 158972), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 32, 158972), 5.0, 6.0]","[datetime.datetime(2022, 11, 28, 17, 9, 32, 158972), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 32, 158972), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 32, 158972), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 9, 32, 158972), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 9, 32, 158972), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 9, 32, 158972), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 32, 158972), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 9, 32, 158972), 2.0, 2.56]"
362,"[datetime.datetime(2022, 11, 28, 17, 9, 33, 450829), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 9, 33, 450829), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 33, 450829), 5.0, 6.0]","[datetime.datetime(2022, 11, 28, 17, 9, 33, 450829), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 33, 450829), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 33, 450829), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 9, 33, 450829), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 9, 33, 450829), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 9, 33, 450829), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 33, 450829), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 9, 33, 450829), 2.0, 2.56]"
363,"[datetime.datetime(2022, 11, 28, 17, 9, 34, 743168), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 9, 34, 743168), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 34, 743168), 5.0, 6.0]","[datetime.datetime(2022, 11, 28, 17, 9, 34, 743168), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 34, 743168), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 34, 743168), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 9, 34, 743168), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 9, 34, 743168), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 9, 34, 743168), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 34, 743168), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 9, 34, 743168), 2.0, 2.56]"
364,"[datetime.datetime(2022, 11, 28, 17, 9, 36, 121147), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 9, 36, 121147), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 36, 121147), 5.0, 6.0]","[datetime.datetime(2022, 11, 28, 17, 9, 36, 121147), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 36, 121147), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 36, 121147), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 9, 36, 121147), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 9, 36, 121147), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 9, 36, 121147), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 36, 121147), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 9, 36, 121147), 2.0, 2.56]"
365,"[datetime.datetime(2022, 11, 28, 17, 9, 37, 411276), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 9, 37, 411276), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 37, 411276), 5.0, 6.0]","[datetime.datetime(2022, 11, 28, 17, 9, 37, 411276), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 37, 411276), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 37, 411276), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 9, 37, 411276), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 9, 37, 411276), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 9, 37, 411276), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 37, 411276), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 9, 37, 411276), 2.0, 2.54]"
366,"[datetime.datetime(2022, 11, 28, 17, 9, 38, 705010), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 9, 38, 705010), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 38, 705010), 5.0, 6.0]","[datetime.datetime(2022, 11, 28, 17, 9, 38, 705010), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 38, 705010), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 38, 705010), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 9, 38, 705010), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 9, 38, 705010), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 9, 38, 705010), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 38, 705010), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 9, 38, 705010), 2.0, 2.54]"
367,"[datetime.datetime(2022, 11, 28, 17, 9, 40, 5399), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 9, 40, 5399), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 40, 5399), 5.0, 6.0]","[datetime.datetime(2022, 11, 28, 17, 9, 40, 5399), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 40, 5399), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 40, 5399), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 9, 40, 5399), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 9, 40, 5399), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 9, 40, 5399), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 40, 5399), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 9, 40, 5399), 2.0, 2.54]"
368,"[datetime.datetime(2022, 11, 28, 17, 9, 41, 309548), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 9, 41, 309548), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 41, 309548), 5.0, 6.0]","[datetime.datetime(2022, 11, 28, 17, 9, 41, 309548), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 41, 309548), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 41, 309548), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 9, 41, 309548), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 9, 41, 309548), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 9, 41, 309548), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 41, 309548), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 9, 41, 309548), 2.0, 2.54]"
369,"[datetime.datetime(2022, 11, 28, 17, 9, 42, 626055), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 9, 42, 626055), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 42, 626055), 5.0, 6.0]","[datetime.datetime(2022, 11, 28, 17, 9, 42, 626055), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 42, 626055), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 42, 626055), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 9, 42, 626055), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 9, 42, 626055), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 9, 42, 626055), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 42, 626055), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 9, 42, 626055), 2.0, 2.54]"
370,"[datetime.datetime(2022, 11, 28, 17, 9, 43, 928245), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 9, 43, 928245), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 43, 928245), 5.0, 6.0]","[datetime.datetime(2022, 11, 28, 17, 9, 43, 928245), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 43, 928245), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 43, 928245), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 9, 43, 928245), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 9, 43, 928245), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 9, 43, 928245), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 43, 928245), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 9, 43, 928245), 2.0, 2.54]"
371,"[datetime.datetime(2022, 11, 28, 17, 9, 45, 249005), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 9, 45, 249005), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 45, 249005), 5.0, 5.9]","[datetime.datetime(2022, 11, 28, 17, 9, 45, 249005), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 45, 249005), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 45, 249005), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 9, 45, 249005), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 9, 45, 249005), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 9, 45, 249005), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 45, 249005), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 9, 45, 249005), 2.0, 2.54]"
372,"[datetime.datetime(2022, 11, 28, 17, 9, 46, 536460), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 9, 46, 536460), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 46, 536460), 5.0, 5.9]","[datetime.datetime(2022, 11, 28, 17, 9, 46, 536460), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 46, 536460), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 46, 536460), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 9, 46, 536460), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 9, 46, 536460), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 9, 46, 536460), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 46, 536460), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 9, 46, 536460), 2.0, 2.54]"
373,"[datetime.datetime(2022, 11, 28, 17, 9, 47, 823250), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 9, 47, 823250), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 47, 823250), 5.0, 5.9]","[datetime.datetime(2022, 11, 28, 17, 9, 47, 823250), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 47, 823250), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 47, 823250), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 9, 47, 823250), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 9, 47, 823250), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 9, 47, 823250), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 47, 823250), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 9, 47, 823250), 2.0, 2.54]"
374,"[datetime.datetime(2022, 11, 28, 17, 9, 49, 141544), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 9, 49, 141544), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 49, 141544), 5.0, 5.9]","[datetime.datetime(2022, 11, 28, 17, 9, 49, 141544), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 49, 141544), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 49, 141544), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 9, 49, 141544), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 9, 49, 141544), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 9, 49, 141544), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 49, 141544), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 9, 49, 141544), 2.0, 2.54]"
375,"[datetime.datetime(2022, 11, 28, 17, 9, 50, 469587), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 9, 50, 469587), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 50, 469587), 5.0, 5.9]","[datetime.datetime(2022, 11, 28, 17, 9, 50, 469587), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 50, 469587), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 50, 469587), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 9, 50, 469587), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 9, 50, 469587), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 9, 50, 469587), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 50, 469587), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 9, 50, 469587), 2.0, 2.54]"
376,"[datetime.datetime(2022, 11, 28, 17, 9, 51, 792984), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 9, 51, 792984), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 51, 792984), 5.0, 5.9]","[datetime.datetime(2022, 11, 28, 17, 9, 51, 792984), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 51, 792984), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 51, 792984), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 9, 51, 792984), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 9, 51, 792984), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 9, 51, 792984), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 51, 792984), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 9, 51, 792984), 2.0, 2.54]"
377,"[datetime.datetime(2022, 11, 28, 17, 9, 53, 77337), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 9, 53, 77337), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 53, 77337), 5.0, 5.9]","[datetime.datetime(2022, 11, 28, 17, 9, 53, 77337), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 53, 77337), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 53, 77337), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 9, 53, 77337), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 9, 53, 77337), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 9, 53, 77337), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 53, 77337), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 9, 53, 77337), 2.0, 2.54]"
378,"[datetime.datetime(2022, 11, 28, 17, 9, 54, 381114), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 9, 54, 381114), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 54, 381114), 5.0, 5.9]","[datetime.datetime(2022, 11, 28, 17, 9, 54, 381114), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 54, 381114), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 54, 381114), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 9, 54, 381114), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 9, 54, 381114), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 9, 54, 382117), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 54, 382117), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 9, 54, 382117), 2.0, 2.54]"
379,"[datetime.datetime(2022, 11, 28, 17, 9, 55, 666860), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 9, 55, 666860), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 55, 666860), 5.0, 5.9]","[datetime.datetime(2022, 11, 28, 17, 9, 55, 666860), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 55, 666860), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 55, 666860), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 9, 55, 666860), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 9, 55, 666860), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 9, 55, 666860), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 55, 666860), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 9, 55, 666860), 2.0, 2.54]"
380,"[datetime.datetime(2022, 11, 28, 17, 9, 56, 948208), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 9, 56, 948208), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 56, 948208), 5.0, 5.9]","[datetime.datetime(2022, 11, 28, 17, 9, 56, 948208), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 56, 948208), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 56, 948208), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 9, 56, 948208), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 9, 56, 948208), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 9, 56, 948208), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 56, 948208), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 9, 56, 948208), 2.0, 2.54]"
381,"[datetime.datetime(2022, 11, 28, 17, 9, 58, 244445), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 9, 58, 244445), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 58, 244445), 5.0, 5.9]","[datetime.datetime(2022, 11, 28, 17, 9, 58, 244445), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 58, 244445), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 58, 244445), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 9, 58, 244445), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 9, 58, 244445), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 9, 58, 244445), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 58, 244445), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 9, 58, 244445), 2.0, 2.54]"
382,"[datetime.datetime(2022, 11, 28, 17, 9, 59, 552852), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 9, 59, 552852), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 59, 552852), 5.0, 5.9]","[datetime.datetime(2022, 11, 28, 17, 9, 59, 552852), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 59, 552852), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 9, 59, 552852), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 9, 59, 552852), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 9, 59, 552852), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 9, 59, 552852), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 9, 59, 552852), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 9, 59, 552852), 2.0, 2.54]"
