,The Inside Scoop,Happy Dayz,Zac Your Nobody,Endoftheroad,Bealawyer,Im Drinkindoubles,Yankeedelight Nz,Nomorecheeseplease,Tiger Toast,Cherry On The Cake,Luke Attack
10,"[datetime.datetime(2022, 11, 28, 17, 1, 51, 104766), 20.0, 42.0]","[datetime.datetime(2022, 11, 28, 17, 1, 51, 104766), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 17, 1, 51, 104766), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 17, 1, 51, 104766), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 1, 51, 104766), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 1, 51, 104766), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 1, 51, 104766), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 1, 51, 104766), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 1, 51, 104766), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 1, 51, 104766), 7.0, 9.6]","[datetime.datetime(2022, 11, 28, 17, 1, 51, 104766), 2.0, 2.32]"
11,"[datetime.datetime(2022, 11, 28, 17, 1, 52, 396784), 20.0, 42.0]","[datetime.datetime(2022, 11, 28, 17, 1, 52, 396784), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 17, 1, 52, 396784), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 17, 1, 52, 396784), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 1, 52, 396784), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 1, 52, 396784), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 1, 52, 396784), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 1, 52, 396784), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 1, 52, 396784), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 1, 52, 396784), 7.0, 9.6]","[datetime.datetime(2022, 11, 28, 17, 1, 52, 396784), 2.0, 2.32]"
12,"[datetime.datetime(2022, 11, 28, 17, 1, 53, 683498), 20.0, 42.0]","[datetime.datetime(2022, 11, 28, 17, 1, 53, 683498), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 17, 1, 53, 683498), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 17, 1, 53, 683498), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 1, 53, 683498), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 1, 53, 683498), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 1, 53, 683498), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 1, 53, 683498), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 1, 53, 683498), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 1, 53, 683498), 7.0, 9.6]","[datetime.datetime(2022, 11, 28, 17, 1, 53, 683498), 2.0, 2.32]"
13,"[datetime.datetime(2022, 11, 28, 17, 1, 54, 999678), 20.0, 42.0]","[datetime.datetime(2022, 11, 28, 17, 1, 54, 999678), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 17, 1, 54, 999678), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 17, 1, 54, 999678), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 1, 54, 999678), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 1, 54, 999678), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 1, 54, 999678), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 1, 54, 999678), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 1, 54, 999678), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 1, 54, 999678), 7.0, 9.6]","[datetime.datetime(2022, 11, 28, 17, 1, 54, 999678), 2.0, 2.32]"
14,"[datetime.datetime(2022, 11, 28, 17, 1, 56, 266443), 20.0, 42.0]","[datetime.datetime(2022, 11, 28, 17, 1, 56, 266443), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 17, 1, 56, 266443), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 17, 1, 56, 266443), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 1, 56, 266443), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 1, 56, 266443), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 1, 56, 266443), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 1, 56, 266443), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 1, 56, 266443), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 1, 56, 266443), 7.0, 9.6]","[datetime.datetime(2022, 11, 28, 17, 1, 56, 266443), 2.0, 2.32]"
15,"[datetime.datetime(2022, 11, 28, 17, 1, 57, 544034), 20.0, 42.0]","[datetime.datetime(2022, 11, 28, 17, 1, 57, 544034), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 17, 1, 57, 544034), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 17, 1, 57, 544034), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 1, 57, 544034), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 1, 57, 544034), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 1, 57, 544034), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 1, 57, 544034), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 1, 57, 544034), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 1, 57, 544034), 7.0, 9.6]","[datetime.datetime(2022, 11, 28, 17, 1, 57, 544034), 2.0, 2.32]"
16,"[datetime.datetime(2022, 11, 28, 17, 1, 58, 836866), 20.0, 42.0]","[datetime.datetime(2022, 11, 28, 17, 1, 58, 836866), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 17, 1, 58, 836866), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 17, 1, 58, 836866), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 1, 58, 836866), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 1, 58, 836866), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 1, 58, 836866), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 1, 58, 836866), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 1, 58, 836866), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 1, 58, 836866), 7.0, 9.6]","[datetime.datetime(2022, 11, 28, 17, 1, 58, 836866), 2.0, 2.32]"
17,"[datetime.datetime(2022, 11, 28, 17, 2, 0, 236587), 20.0, 42.0]","[datetime.datetime(2022, 11, 28, 17, 2, 0, 236587), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 17, 2, 0, 236587), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 17, 2, 0, 236587), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 2, 0, 236587), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 2, 0, 236587), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 2, 0, 236587), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 2, 0, 236587), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 2, 0, 236587), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 2, 0, 236587), 7.0, 9.6]","[datetime.datetime(2022, 11, 28, 17, 2, 0, 236587), 2.0, 2.32]"
18,"[datetime.datetime(2022, 11, 28, 17, 2, 1, 536800), 20.0, 42.0]","[datetime.datetime(2022, 11, 28, 17, 2, 1, 536800), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 17, 2, 1, 536800), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 17, 2, 1, 536800), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 2, 1, 536800), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 2, 1, 536800), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 2, 1, 536800), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 2, 1, 536800), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 2, 1, 536800), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 2, 1, 536800), 7.0, 9.6]","[datetime.datetime(2022, 11, 28, 17, 2, 1, 536800), 2.0, 2.32]"
19,"[datetime.datetime(2022, 11, 28, 17, 2, 2, 820800), 20.0, 42.0]","[datetime.datetime(2022, 11, 28, 17, 2, 2, 820800), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 17, 2, 2, 820800), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 17, 2, 2, 820800), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 2, 2, 820800), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 2, 2, 820800), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 2, 2, 820800), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 2, 2, 820800), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 2, 2, 820800), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 2, 2, 820800), 7.0, 9.6]","[datetime.datetime(2022, 11, 28, 17, 2, 2, 820800), 2.0, 2.32]"
20,"[datetime.datetime(2022, 11, 28, 17, 2, 4, 125309), 20.0, 42.0]","[datetime.datetime(2022, 11, 28, 17, 2, 4, 125309), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 17, 2, 4, 125309), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 17, 2, 4, 125309), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 2, 4, 125309), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 2, 4, 125309), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 2, 4, 125309), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 2, 4, 125309), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 2, 4, 125309), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 2, 4, 125309), 7.0, 9.6]","[datetime.datetime(2022, 11, 28, 17, 2, 4, 125309), 2.0, 2.32]"
21,"[datetime.datetime(2022, 11, 28, 17, 2, 5, 409579), 20.0, 42.0]","[datetime.datetime(2022, 11, 28, 17, 2, 5, 409579), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 17, 2, 5, 409579), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 17, 2, 5, 409579), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 2, 5, 409579), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 2, 5, 409579), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 2, 5, 409579), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 2, 5, 409579), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 2, 5, 409579), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 2, 5, 409579), 7.0, 9.6]","[datetime.datetime(2022, 11, 28, 17, 2, 5, 409579), 2.0, 2.32]"
22,"[datetime.datetime(2022, 11, 28, 17, 2, 6, 699339), 20.0, 42.0]","[datetime.datetime(2022, 11, 28, 17, 2, 6, 699339), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 17, 2, 6, 699339), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 17, 2, 6, 699339), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 2, 6, 699339), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 2, 6, 699339), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 2, 6, 699339), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 2, 6, 699339), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 2, 6, 699339), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 2, 6, 699339), 7.0, 9.6]","[datetime.datetime(2022, 11, 28, 17, 2, 6, 699339), 2.0, 2.32]"
23,"[datetime.datetime(2022, 11, 28, 17, 2, 7, 983986), 20.0, 42.0]","[datetime.datetime(2022, 11, 28, 17, 2, 7, 983986), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 17, 2, 7, 983986), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 17, 2, 7, 983986), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 2, 7, 983986), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 2, 7, 983986), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 2, 7, 983986), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 2, 7, 983986), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 2, 7, 983986), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 2, 7, 983986), 7.0, 9.6]","[datetime.datetime(2022, 11, 28, 17, 2, 7, 983986), 2.0, 2.32]"
24,"[datetime.datetime(2022, 11, 28, 17, 2, 9, 256708), 20.0, 42.0]","[datetime.datetime(2022, 11, 28, 17, 2, 9, 256708), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 17, 2, 9, 256708), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 17, 2, 9, 256708), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 2, 9, 256708), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 2, 9, 256708), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 2, 9, 256708), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 2, 9, 256708), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 2, 9, 256708), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 2, 9, 256708), 7.0, 9.6]","[datetime.datetime(2022, 11, 28, 17, 2, 9, 256708), 2.0, 2.32]"
25,"[datetime.datetime(2022, 11, 28, 17, 2, 10, 544795), 20.0, 42.0]","[datetime.datetime(2022, 11, 28, 17, 2, 10, 544795), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 17, 2, 10, 544795), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 17, 2, 10, 544795), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 2, 10, 544795), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 2, 10, 544795), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 2, 10, 544795), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 2, 10, 544795), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 2, 10, 544795), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 2, 10, 544795), 7.0, 9.6]","[datetime.datetime(2022, 11, 28, 17, 2, 10, 544795), 2.0, 2.32]"
26,"[datetime.datetime(2022, 11, 28, 17, 2, 11, 825372), 20.0, 42.0]","[datetime.datetime(2022, 11, 28, 17, 2, 11, 825372), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 17, 2, 11, 825372), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 17, 2, 11, 825372), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 2, 11, 825372), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 2, 11, 825372), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 2, 11, 825372), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 2, 11, 825372), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 2, 11, 825372), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 2, 11, 825372), 7.0, 9.6]","[datetime.datetime(2022, 11, 28, 17, 2, 11, 825372), 2.0, 2.32]"
27,"[datetime.datetime(2022, 11, 28, 17, 2, 13, 103857), 20.0, 42.0]","[datetime.datetime(2022, 11, 28, 17, 2, 13, 103857), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 17, 2, 13, 103857), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 17, 2, 13, 103857), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 2, 13, 103857), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 2, 13, 103857), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 2, 13, 103857), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 2, 13, 103857), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 2, 13, 103857), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 2, 13, 103857), 7.0, 9.6]","[datetime.datetime(2022, 11, 28, 17, 2, 13, 103857), 2.0, 2.32]"
28,"[datetime.datetime(2022, 11, 28, 17, 2, 14, 389685), 20.0, 42.0]","[datetime.datetime(2022, 11, 28, 17, 2, 14, 389685), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 17, 2, 14, 389685), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 17, 2, 14, 389685), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 2, 14, 389685), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 2, 14, 389685), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 2, 14, 389685), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 2, 14, 389685), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 2, 14, 389685), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 2, 14, 389685), 7.0, 9.6]","[datetime.datetime(2022, 11, 28, 17, 2, 14, 389685), 2.0, 2.32]"
