,Orson Time,Broombrae Blaze,Systems Down,Sleepy Joe,Italian Steal,Genius You
06-01-2023 12:16:42.314581,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:16:43.166171,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:16:44.087561,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:16:45.091649,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:16:46.104714,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:16:46.989793,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:16:47.882814,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:16:48.889401,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:16:49.969314,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:16:50.982693,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:16:51.931637,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:16:52.851641,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:16:53.779341,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:16:54.751142,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:16:55.757110,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:16:56.816405,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:16:57.672590,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:16:58.749433,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:16:59.996800,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:01.108385,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:02.317851,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:03.346425,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:04.373077,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:05.453944,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:06.543975,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:07.695277,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:08.619080,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:09.741908,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:10.877531,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:11.935081,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:12.964006,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:14.103259,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:15.211797,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:16.312459,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:17.291871,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:18.204779,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:19.486741,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:20.560658,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:21.484429,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:22.533738,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:23.735079,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:24.919521,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:25.913982,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:27.048340,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:28.245660,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:29.393233,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:30.344467,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:31.439675,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:32.520095,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:33.714714,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:34.644193,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:35.688549,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:36.704607,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:37.779216,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:38.827769,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:39.847915,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:41.036025,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:42.085868,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:43.227622,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:44.294554,"(6.5, 13.0, 6.7)","(10.0, 18.5, 17.3875)","(10.0, 23.0, 17.76923076923077)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:45.655091,"(6.5, 13.0, 6.7)","(10.0, 18.5, 15.02)","(10.0, 23.0, 17.76923076923077)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:46.802276,"(6.5, 13.0, 6.7)","(10.0, 18.5, 15.02)","(10.0, 23.0, 17.76923076923077)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:48.103469,"(6.5, 13.0, 6.7)","(10.0, 18.5, 15.02)","(10.0, 23.0, 17.76923076923077)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:49.471317,"(6.5, 13.0, 6.7)","(10.0, 18.5, 15.02)","(10.0, 23.0, 17.76923076923077)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:50.607019,"(6.5, 13.0, 6.7)","(10.0, 18.5, 15.02)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:51.594026,"(6.5, 13.0, 6.7)","(10.0, 18.5, 15.02)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:52.590441,"(6.5, 13.0, 6.7)","(10.0, 18.5, 15.02)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:53.693580,"(6.5, 13.0, 6.7)","(10.0, 18.5, 15.02)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:54.840702,"(6.5, 13.0, 6.7)","(10.0, 18.5, 15.02)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:55.816563,"(6.5, 13.0, 6.7)","(10.0, 18.5, 15.02)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:56.946363,"(6.5, 13.0, 6.7)","(10.0, 18.5, 15.02)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:58.217541,"(6.5, 13.0, 6.7)","(10.0, 18.5, 15.02)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:17:59.368869,"(6.5, 13.0, 6.7)","(10.0, 18.5, 15.02)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:18:00.457813,"(6.5, 13.0, 6.7)","(10.0, 18.5, 15.02)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:18:01.698349,"(6.5, 13.0, 6.7)","(10.0, 18.5, 15.02)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:18:02.809956,"(6.5, 13.0, 6.7)","(10.0, 18.5, 15.02)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:18:03.906846,"(6.5, 13.0, 6.7)","(10.0, 18.5, 15.02)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:18:05.065766,"(6.5, 13.0, 6.7)","(10.0, 18.5, 15.02)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:18:06.509620,"(6.5, 13.0, 6.7)","(10.0, 18.5, 15.02)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:18:07.683480,"(6.5, 13.0, 6.7)","(10.0, 18.5, 15.02)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:18:12.812089,"(6.5, 13.0, 6.7)","(10.0, 18.5, 15.02)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:18:14.173289,"(6.5, 13.0, 6.7)","(10.0, 18.5, 15.02)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:18:15.420974,"(6.5, 13.0, 6.7)","(10.0, 18.5, 15.02)","(10.0, 23.0, 14.753846153846155)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:18:16.696691,"(6.5, 13.0, 6.7)","(10.0, 18.5, 15.02)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:18:17.761871,"(6.5, 13.0, 6.7)","(10.0, 18.5, 15.02)","(10.0, 23.0, 16.2)","(5.5, 8.8, 8.114285714285714)","(3.5, 6.4, 3.96304347826087)","(2.3, 3.35, 2.4166666666666665)"
