,Orson Time,Broombrae Blaze,Systems Down,Sleepy Joe,Italian Steal,Genius You
06-01-2023 12:25:16.093627,"(6.0, 15.0, 14.7)","(10.0, 14.5, 13.346153846153847)","(10.0, 15.5, 15.0)","(5.5, 6.0, 5.840909090909091)","(3.5, 5.3, 4.108333333333333)","(2.3, 3.3, 3.0272727272727273)"
06-01-2023 12:25:17.291854,"(6.0, 15.0, 14.7)","(10.0, 14.5, 12.543478260869565)","(10.0, 15.5, 15.0)","(5.5, 6.0, 5.840909090909091)","(3.5, 5.3, 4.108333333333333)","(2.3, 3.3, 3.0272727272727273)"
06-01-2023 12:25:18.213543,"(6.0, 15.0, 14.7)","(10.0, 14.5, 12.543478260869565)","(10.0, 15.5, 15.0)","(5.5, 6.0, 5.840909090909091)","(3.5, 5.3, 4.108333333333333)","(2.3, 3.3, 3.0272727272727273)"
06-01-2023 12:25:19.201829,"(6.0, 15.0, 14.7)","(10.0, 14.5, 12.543478260869565)","(10.0, 15.5, 15.0)","(5.5, 6.0, 5.840909090909091)","(3.5, 5.3, 4.108333333333333)","(2.3, 3.3, 3.0272727272727273)"
06-01-2023 12:25:20.317873,"(6.0, 15.0, 14.7)","(10.0, 14.5, 12.543478260869565)","(10.0, 15.5, 15.0)","(5.5, 6.0, 5.840909090909091)","(3.5, 5.3, 4.108333333333333)","(2.3, 3.3, 3.0272727272727273)"
06-01-2023 12:25:21.309088,"(6.0, 15.0, 14.7)","(10.0, 14.5, 12.833333333333334)","(10.0, 15.5, 15.0)","(5.5, 6.0, 5.840909090909091)","(3.5, 5.3, 4.108333333333333)","(2.3, 3.3, 3.0272727272727273)"
06-01-2023 12:25:22.288433,"(6.0, 15.0, 14.7)","(10.0, 14.0, 13.038461538461538)","(10.0, 15.5, 15.0)","(5.5, 6.0, 5.840909090909091)","(3.5, 5.3, 4.108333333333333)","(2.3, 3.3, 3.0272727272727273)"
06-01-2023 12:25:23.324180,"(6.0, 15.0, 14.7)","(10.0, 14.0, 13.038461538461538)","(10.0, 15.5, 15.0)","(5.5, 6.0, 5.840909090909091)","(3.5, 5.3, 4.108333333333333)","(2.3, 3.3, 3.0272727272727273)"
06-01-2023 12:25:24.439445,"(6.0, 15.0, 14.7)","(10.0, 14.0, 13.038461538461538)","(10.0, 15.5, 15.0)","(5.5, 6.0, 5.840909090909091)","(3.5, 5.3, 4.108333333333333)","(2.3, 3.3, 3.0272727272727273)"
06-01-2023 12:25:25.360856,"(6.0, 15.0, 14.7)","(10.0, 14.0, 12.452380952380953)","(10.0, 15.5, 15.0)","(5.5, 6.0, 5.840909090909091)","(3.5, 5.3, 4.108333333333333)","(2.3, 3.3, 3.0272727272727273)"
06-01-2023 12:25:26.356017,"(6.0, 15.0, 14.7)","(10.0, 14.0, 12.452380952380953)","(10.0, 15.5, 15.0)","(5.5, 6.0, 5.840909090909091)","(3.5, 5.3, 4.108333333333333)","(2.3, 3.3, 3.0272727272727273)"
06-01-2023 12:25:27.391700,"(6.0, 15.0, 14.7)","(10.0, 14.0, 12.452380952380953)","(10.0, 15.5, 15.0)","(5.5, 6.0, 5.840909090909091)","(3.5, 5.3, 4.108333333333333)","(2.3, 3.3, 3.0272727272727273)"
06-01-2023 12:25:28.468156,"(6.0, 15.0, 14.7)","(10.0, 14.0, 12.73076923076923)","(10.0, 15.5, 15.0)","(5.5, 6.0, 5.995454545454545)","(3.5, 5.3, 4.108333333333333)","(2.3, 3.3, 3.0272727272727273)"
06-01-2023 12:25:29.411924,"(6.0, 15.0, 14.7)","(10.0, 13.5, 12.73076923076923)","(10.0, 15.5, 15.0)","(5.5, 6.0, 5.840909090909091)","(3.5, 5.3, 4.108333333333333)","(2.3, 3.3, 3.0272727272727273)"
06-01-2023 12:25:30.473870,"(6.0, 15.0, 14.7)","(10.0, 13.5, 12.73076923076923)","(10.0, 15.5, 15.0)","(5.5, 6.0, 5.840909090909091)","(3.5, 5.3, 4.108333333333333)","(2.3, 3.3, 3.0272727272727273)"
06-01-2023 12:25:31.543407,"(6.0, 15.0, 14.7)","(10.0, 13.5, 12.73076923076923)","(10.0, 15.5, 15.0)","(5.5, 6.0, 5.840909090909091)","(3.5, 5.3, 4.108333333333333)","(2.3, 3.3, 3.0272727272727273)"
06-01-2023 12:25:32.469674,"(6.0, 15.0, 14.7)","(10.0, 13.5, 12.73076923076923)","(10.0, 15.5, 15.0)","(5.5, 6.0, 5.840909090909091)","(3.5, 5.3, 4.108333333333333)","(2.3, 3.3, 3.0272727272727273)"
06-01-2023 12:25:33.392019,"(6.0, 15.0, 14.7)","(10.0, 13.5, 12.73076923076923)","(10.0, 15.5, 15.0)","(5.5, 6.0, 5.840909090909091)","(3.5, 5.3, 4.108333333333333)","(2.3, 3.3, 3.0272727272727273)"
06-01-2023 12:25:34.406877,"(6.0, 15.0, 14.7)","(10.0, 13.5, 12.73076923076923)","(10.0, 15.5, 15.0)","(5.5, 6.0, 5.995454545454545)","(3.5, 5.3, 4.108333333333333)","(2.3, 3.3, 3.016363636363636)"
06-01-2023 12:25:35.479134,"(6.0, 15.0, 14.7)","(10.0, 14.0, 13.038461538461538)","(10.0, 15.5, 15.0)","(5.5, 6.2, 5.840909090909091)","(3.5, 5.3, 4.108333333333333)","(2.3, 3.3, 3.0272727272727273)"
06-01-2023 12:25:36.414380,"(7.0, 15.0, 14.7)","(10.0, 14.0, 13.038461538461538)","(10.0, 15.5, 15.0)","(5.5, 6.0, 5.840909090909091)","(3.4, 5.3, 4.108333333333333)","(2.25, 3.3, 3.0272727272727273)"
06-01-2023 12:25:37.331081,"(7.0, 15.0, 14.7)","(10.0, 14.0, 13.038461538461538)","(10.0, 15.5, 15.0)","(5.5, 6.0, 5.840909090909091)","(3.4, 5.3, 4.108333333333333)","(2.25, 3.3, 3.0272727272727273)"
06-01-2023 12:25:38.428546,"(7.0, 15.0, 14.7)","(10.0, 14.0, 13.038461538461538)","(10.0, 15.5, 15.0)","(5.5, 6.0, 5.840909090909091)","(3.4, 5.3, 4.108333333333333)","(2.25, 3.3, 3.0272727272727273)"
06-01-2023 12:25:39.546504,"(7.0, 15.0, 14.7)","(10.0, 14.0, 12.61111111111111)","(10.0, 15.5, 15.0)","(5.5, 6.0, 5.840909090909091)","(3.4, 5.3, 4.108333333333333)","(2.25, 3.3, 3.0272727272727273)"
06-01-2023 12:25:40.499587,"(7.0, 15.0, 14.7)","(10.0, 14.0, 12.61111111111111)","(10.0, 15.5, 15.0)","(5.5, 6.0, 5.840909090909091)","(3.4, 5.3, 4.108333333333333)","(2.25, 3.3, 3.0272727272727273)"
06-01-2023 12:25:41.529398,"(7.0, 15.0, 14.7)","(10.0, 14.0, 12.61111111111111)","(10.0, 15.5, 15.0)","(5.5, 6.0, 5.840909090909091)","(3.4, 5.3, 4.108333333333333)","(2.25, 3.3, 3.0272727272727273)"
06-01-2023 12:25:42.650903,"(7.0, 15.0, 14.7)","(10.0, 13.5, 12.73076923076923)","(10.0, 15.5, 15.0)","(5.5, 6.0, 5.840909090909091)","(3.4, 5.3, 4.108333333333333)","(2.25, 3.3, 3.0272727272727273)"
06-01-2023 12:25:43.774515,"(7.0, 15.0, 14.7)","(10.0, 13.5, 12.73076923076923)","(10.0, 15.5, 15.0)","(5.5, 6.0, 5.763636363636364)","(3.4, 5.3, 4.108333333333333)","(2.25, 3.3, 3.0272727272727273)"
06-01-2023 12:25:44.742399,"(7.0, 15.0, 14.7)","(10.0, 13.5, 12.73076923076923)","(10.0, 15.5, 15.0)","(5.5, 5.9, 5.763636363636364)","(3.4, 5.3, 4.108333333333333)","(2.25, 3.3, 2.9388888888888887)"
06-01-2023 12:25:45.701607,"(7.0, 15.0, 14.7)","(10.0, 13.5, 12.73076923076923)","(10.0, 15.5, 15.0)","(5.5, 5.9, 5.672727272727273)","(3.4, 5.3, 4.076470588235294)","(2.25, 3.3, 2.9388888888888887)"
06-01-2023 12:25:46.664341,"(7.0, 15.0, 14.7)","(10.0, 13.5, 12.73076923076923)","(10.0, 15.5, 15.0)","(5.5, 5.9, 5.672727272727273)","(3.4, 5.3, 4.076470588235294)","(2.25, 3.3, 2.9388888888888887)"
06-01-2023 12:25:47.691590,"(7.0, 15.0, 14.7)","(10.0, 13.5, 12.73076923076923)","(10.0, 15.5, 15.0)","(5.5, 5.9, 5.672727272727273)","(3.4, 5.3, 4.076470588235294)","(2.25, 3.3, 2.9388888888888887)"
06-01-2023 12:25:48.733788,"(7.0, 15.0, 14.7)","(10.0, 13.5, 12.73076923076923)","(10.0, 15.5, 15.0)","(5.5, 5.9, 5.618181818181818)","(3.4, 5.3, 4.076470588235294)","(2.25, 3.3, 2.9388888888888887)"
06-01-2023 12:25:49.746782,"(7.0, 17.0, 14.647058823529411)","(10.0, 14.0, 13.038461538461538)","(10.0, 15.5, 15.0)","(5.5, 5.8, 5.618181818181818)","(3.4, 5.3, 4.076470588235294)","(2.25, 3.3, 2.9388888888888887)"
06-01-2023 12:25:50.832330,"(7.0, 17.0, 15.25)","(10.0, 14.0, 12.61111111111111)","(10.0, 15.5, 15.0)","(5.5, 5.8, 5.571428571428571)","(3.4, 5.3, 4.076470588235294)","(2.25, 3.3, 2.9388888888888887)"
06-01-2023 12:25:51.930126,"(7.0, 17.0, 15.095238095238095)","(10.0, 14.0, 12.61111111111111)","(10.0, 15.5, 15.0)","(5.5, 5.8, 5.571428571428571)","(3.4, 5.3, 4.076470588235294)","(2.25, 3.3, 2.9388888888888887)"
06-01-2023 12:25:52.896637,"(7.0, 17.0, 15.095238095238095)","(10.0, 14.0, 12.61111111111111)","(10.0, 15.5, 15.0)","(5.5, 5.8, 5.571428571428571)","(3.4, 5.3, 4.076470588235294)","(2.25, 3.3, 2.9388888888888887)"
06-01-2023 12:25:53.892344,"(7.0, 17.0, 15.095238095238095)","(10.0, 14.0, 12.61111111111111)","(10.0, 15.5, 15.0)","(5.5, 5.8, 5.571428571428571)","(3.4, 5.3, 4.076470588235294)","(2.25, 3.3, 2.9388888888888887)"
06-01-2023 12:25:55.057189,"(7.0, 17.0, 15.095238095238095)","(10.0, 14.0, 13.038461538461538)","(10.0, 15.5, 15.0)","(5.5, 5.8, 5.666666666666667)","(3.4, 5.3, 4.086666666666667)","(2.25, 3.3, 2.924444444444444)"
06-01-2023 12:25:56.186996,"(7.0, 17.0, 15.095238095238095)","(11.0, 14.0, 13.038461538461538)","(10.0, 15.5, 15.0)","(5.5, 5.8, 5.5636363636363635)","(3.4, 5.3, 4.076470588235294)","(2.3, 3.3, 2.9388888888888887)"
06-01-2023 12:25:57.084857,"(7.0, 17.0, 15.095238095238095)","(11.0, 13.5, 12.73076923076923)","(10.0, 15.5, 15.0)","(5.5, 5.7, 5.5636363636363635)","(3.4, 5.3, 4.076470588235294)","(2.3, 3.3, 2.9607142857142854)"
06-01-2023 12:25:58.120025,"(7.0, 17.0, 15.095238095238095)","(11.0, 13.5, 12.73076923076923)","(10.0, 15.5, 12.75)","(5.5, 5.7, 5.557142857142857)","(3.4, 4.5, 4.136363636363637)","(2.3, 3.25, 2.9607142857142854)"
06-01-2023 12:25:59.202822,"(7.0, 17.0, 15.095238095238095)","(11.0, 13.5, 12.73076923076923)","(10.0, 15.5, 12.75)","(5.5, 5.7, 5.557142857142857)","(3.4, 4.5, 4.136363636363637)","(2.3, 3.25, 2.9607142857142854)"
06-01-2023 12:26:00.237877,"(7.0, 17.0, 15.095238095238095)","(11.0, 13.5, 12.73076923076923)","(10.0, 15.5, 11.597560975609756)","(5.5, 5.7, 5.557142857142857)","(3.4, 4.5, 4.136363636363637)","(2.3, 3.25, 2.9607142857142854)"
06-01-2023 12:26:01.144104,"(7.0, 17.0, 15.095238095238095)","(11.0, 13.5, 12.73076923076923)","(10.0, 15.5, 11.597560975609756)","(5.5, 5.7, 5.557142857142857)","(3.4, 4.5, 4.136363636363637)","(2.3, 3.25, 2.9607142857142854)"
06-01-2023 12:26:02.149579,"(7.0, 17.0, 15.095238095238095)","(11.0, 13.5, 12.73076923076923)","(10.0, 15.5, 11.597560975609756)","(5.5, 5.7, 5.675)","(3.4, 4.5, 4.136363636363637)","(2.3, 3.25, 2.947857142857143)"
06-01-2023 12:26:03.220877,"(7.0, 17.0, 15.095238095238095)","(11.0, 14.5, 13.681818181818182)","(10.0, 15.0, 12.340909090909092)","(5.5, 5.8, 5.492857142857143)","(3.4, 4.5, 4.136363636363637)","(2.3, 3.25, 2.9607142857142854)"
06-01-2023 12:26:04.287022,"(7.0, 17.0, 15.095238095238095)","(11.0, 14.0, 13.038461538461538)","(10.0, 15.0, 12.26086956521739)","(5.5, 5.6, 5.492857142857143)","(3.4, 4.5, 4.136363636363637)","(2.3, 3.25, 2.9607142857142854)"
06-01-2023 12:26:05.254864,"(7.0, 17.0, 15.095238095238095)","(11.0, 14.0, 13.038461538461538)","(10.0, 15.0, 12.26086956521739)","(5.5, 5.6, 5.492857142857143)","(3.4, 4.5, 4.136363636363637)","(2.3, 3.25, 2.9607142857142854)"
06-01-2023 12:26:06.363012,"(7.0, 17.0, 15.25)","(11.0, 14.0, 12.61111111111111)","(10.0, 15.0, 11.4)","(5.5, 5.6, 5.492857142857143)","(3.4, 4.5, 4.136363636363637)","(2.3, 3.25, 2.9607142857142854)"
06-01-2023 12:26:07.728403,"(7.0, 17.0, 15.25)","(11.0, 14.0, 12.61111111111111)","(10.0, 15.0, 14.1)","(5.5, 5.6, 5.492857142857143)","(3.4, 4.5, 4.171428571428572)","(2.3, 3.25, 2.9607142857142854)"
06-01-2023 12:26:08.937834,"(7.0, 17.0, 15.25)","(11.0, 14.0, 13.038461538461538)","(10.0, 14.5, 14.1)","(5.5, 5.6, 5.66)","(3.4, 5.2, 4.820930232558139)","(2.3, 3.25, 2.947857142857143)"
06-01-2023 12:26:10.047782,"(7.0, 17.0, 15.25)","(11.0, 14.0, 12.73076923076923)","(10.0, 14.5, 14.1)","(5.5, 5.7, 5.6499999999999995)","(3.4, 5.1, 4.820930232558139)","(2.3, 3.25, 2.9607142857142854)"
06-01-2023 12:26:11.221008,"(7.0, 17.0, 15.25)","(11.0, 13.5, 12.73076923076923)","(10.0, 14.5, 14.055555555555555)","(5.5, 5.8, 5.6499999999999995)","(3.4, 5.1, 4.56)","(2.3, 3.25, 2.8865384615384615)"
06-01-2023 12:26:12.363061,"(7.0, 17.0, 15.25)","(11.0, 13.5, 12.73076923076923)","(10.0, 14.5, 14.055555555555555)","(5.5, 5.8, 5.6499999999999995)","(3.4, 5.1, 4.56)","(2.3, 3.25, 2.8865384615384615)"
06-01-2023 12:26:13.350322,"(7.0, 17.0, 15.25)","(11.0, 13.5, 12.73076923076923)","(10.0, 14.5, 14.055555555555555)","(5.5, 5.8, 5.6499999999999995)","(3.4, 5.1, 4.56)","(2.3, 3.25, 2.8865384615384615)"
06-01-2023 12:26:14.534088,"(7.0, 17.0, 15.25)","(11.0, 13.5, 12.73076923076923)","(10.0, 14.5, 14.055555555555555)","(5.5, 5.8, 5.6499999999999995)","(3.4, 5.1, 4.56)","(2.3, 3.25, 2.8865384615384615)"
06-01-2023 12:26:15.640129,"(7.0, 17.0, 15.25)","(11.0, 13.5, 12.73076923076923)","(10.0, 14.5, 14.055555555555555)","(5.5, 5.8, 5.6499999999999995)","(3.4, 5.1, 4.56)","(2.3, 3.25, 2.8865384615384615)"
06-01-2023 12:26:16.533980,"(7.0, 17.0, 15.25)","(11.0, 13.5, 12.73076923076923)","(10.0, 14.5, 14.055555555555555)","(5.5, 5.8, 5.6499999999999995)","(3.4, 5.1, 4.56)","(2.3, 3.25, 2.8865384615384615)"
06-01-2023 12:26:17.600896,"(7.0, 17.0, 15.25)","(11.0, 14.0, 13.038461538461538)","(10.0, 14.5, 14.055555555555555)","(5.5, 5.6, 5.475)","(3.4, 5.1, 4.56)","(2.3, 3.25, 2.8865384615384615)"
06-01-2023 12:26:18.773559,"(7.0, 17.0, 15.25)","(11.0, 14.0, 12.75)","(10.0, 14.5, 14.055555555555555)","(5.5, 5.6, 5.475)","(3.4, 5.1, 4.56)","(2.3, 3.25, 2.8865384615384615)"
06-01-2023 12:26:19.793128,"(7.0, 17.0, 15.25)","(11.0, 14.0, 12.75)","(10.0, 14.5, 14.055555555555555)","(5.5, 5.6, 5.475)","(3.4, 5.1, 4.56)","(2.3, 3.25, 2.8865384615384615)"
06-01-2023 12:26:20.797752,"(7.0, 17.0, 15.25)","(11.0, 14.0, 12.75)","(10.0, 14.5, 14.055555555555555)","(5.5, 5.6, 5.475)","(3.4, 5.1, 4.56)","(2.3, 3.25, 2.8865384615384615)"
06-01-2023 12:26:21.874496,"(7.0, 17.0, 15.25)","(11.0, 14.0, 12.452380952380953)","(10.0, 14.5, 14.055555555555555)","(5.5, 5.6, 5.475)","(3.4, 5.1, 4.56)","(2.3, 3.25, 2.8865384615384615)"
06-01-2023 12:26:23.005514,"(7.0, 17.0, 15.25)","(11.0, 14.0, 12.75)","(10.0, 14.5, 14.055555555555555)","(5.5, 5.6, 5.416666666666667)","(3.4, 5.1, 4.56)","(2.3, 3.25, 2.8703846153846153)"
06-01-2023 12:26:24.061392,"(7.0, 17.0, 15.25)","(11.0, 14.0, 12.75)","(10.0, 14.5, 14.055555555555555)","(5.5, 5.5, 5.416666666666667)","(3.4, 5.1, 4.56)","(2.3, 3.25, 2.8865384615384615)"
06-01-2023 12:26:25.025814,"(7.0, 17.0, 15.25)","(11.0, 13.5, 12.73076923076923)","(10.0, 14.5, 14.055555555555555)","(5.5, 5.5, 5.416666666666667)","(3.4, 5.1, 4.56)","(2.3, 3.25, 2.8865384615384615)"
06-01-2023 12:26:26.157074,"(7.0, 17.0, 15.25)","(11.0, 13.5, 12.642857142857142)","(10.0, 14.5, 14.055555555555555)","(5.5, 5.5, 5.416666666666667)","(3.4, 5.1, 4.727586206896552)","(2.3, 3.25, 2.8833333333333333)"
06-01-2023 12:26:27.152843,"(7.0, 17.0, 15.25)","(11.0, 13.5, 12.642857142857142)","(10.0, 14.5, 14.055555555555555)","(5.5, 5.5, 5.416666666666667)","(3.4, 5.1, 4.727586206896552)","(2.3, 3.25, 2.8833333333333333)"
06-01-2023 12:26:28.073734,"(7.0, 17.0, 15.25)","(11.0, 13.5, 12.642857142857142)","(10.0, 14.5, 14.055555555555555)","(5.5, 5.5, 5.416666666666667)","(3.4, 5.1, 4.8652173913043475)","(2.3, 3.25, 2.8833333333333333)"
06-01-2023 12:26:29.133161,"(7.0, 17.0, 15.25)","(11.0, 13.5, 12.642857142857142)","(10.0, 14.5, 14.055555555555555)","(5.5, 5.5, 5.5777777777777775)","(3.4, 5.1, 4.961538461538462)","(2.3, 3.25, 2.9607142857142854)"
06-01-2023 12:26:30.477719,"(7.0, 17.0, 15.25)","(11.0, 13.5, 12.423076923076923)","(10.0, 14.5, 14.055555555555555)","(5.5, 5.6, 5.3545454545454545)","(3.4, 5.1, 4.961538461538462)","(2.3, 3.25, 2.9607142857142854)"
06-01-2023 12:26:31.681320,"(7.0, 17.0, 15.25)","(11.0, 13.0, 12.423076923076923)","(10.0, 14.5, 14.055555555555555)","(5.5, 5.4, 5.3545454545454545)","(3.4, 5.1, 4.961538461538462)","(2.3, 3.25, 2.9607142857142854)"
06-01-2023 12:26:32.686658,"(7.0, 17.0, 15.25)","(11.0, 13.0, 12.423076923076923)","(10.0, 14.5, 14.055555555555555)","(5.5, 5.4, 5.3545454545454545)","(3.4, 5.1, 4.961538461538462)","(2.3, 3.25, 2.9607142857142854)"
06-01-2023 12:26:33.746371,"(7.0, 17.0, 15.25)","(11.0, 13.0, 12.423076923076923)","(10.0, 14.5, 14.055555555555555)","(5.5, 5.4, 5.3545454545454545)","(3.4, 5.1, 4.961538461538462)","(2.3, 3.25, 2.9607142857142854)"
06-01-2023 12:26:34.799200,"(7.0, 17.0, 15.25)","(11.0, 13.0, 12.423076923076923)","(10.0, 14.5, 14.055555555555555)","(5.5, 5.4, 5.3545454545454545)","(3.4, 5.1, 4.961538461538462)","(2.3, 3.25, 2.9607142857142854)"
06-01-2023 12:26:35.794986,"(7.0, 17.0, 15.25)","(11.0, 13.0, 12.423076923076923)","(10.0, 14.5, 14.055555555555555)","(5.5, 5.4, 5.3545454545454545)","(3.4, 5.1, 4.961538461538462)","(2.3, 3.25, 2.9607142857142854)"
06-01-2023 12:26:36.986588,"(7.0, 17.0, 15.25)","(11.0, 13.0, 13.5)","(10.0, 14.5, 14.055555555555555)","(5.5, 5.4, 5.483333333333333)","(3.4, 5.1, 4.961538461538462)","(2.3, 3.25, 2.947857142857143)"
06-01-2023 12:26:38.327013,"(7.0, 17.0, 15.25)","(11.0, 14.5, 12.73076923076923)","(10.0, 14.5, 14.055555555555555)","(5.5, 5.5, 5.483333333333333)","(3.4, 5.1, 4.961538461538462)","(2.3, 3.25, 2.9607142857142854)"
06-01-2023 12:26:39.398675,"(7.0, 17.0, 15.25)","(11.0, 13.5, 12.73076923076923)","(10.0, 14.5, 14.055555555555555)","(5.5, 5.5, 5.483333333333333)","(3.4, 5.1, 4.961538461538462)","(2.3, 3.25, 2.9607142857142854)"
06-01-2023 12:26:40.756283,"(7.0, 17.0, 15.25)","(11.0, 13.5, 12.73076923076923)","(10.0, 14.5, 14.055555555555555)","(5.5, 5.5, 5.483333333333333)","(3.4, 5.1, 4.961538461538462)","(2.3, 3.25, 2.9607142857142854)"
06-01-2023 12:26:42.043861,"(7.0, 17.0, 15.25)","(11.0, 13.5, 12.73076923076923)","(10.0, 14.5, 14.055555555555555)","(5.5, 5.5, 5.277272727272727)","(3.4, 5.1, 4.961538461538462)","(2.3, 3.25, 2.9607142857142854)"
06-01-2023 12:26:43.361904,"(7.0, 17.0, 15.25)","(11.0, 13.5, 12.73076923076923)","(10.0, 14.5, 14.055555555555555)","(5.5, 5.3, 5.277272727272727)","(3.4, 5.1, 4.946341463414634)","(2.3, 3.25, 2.9607142857142854)"
06-01-2023 12:26:44.356743,"(7.0, 17.0, 15.25)","(11.0, 13.5, 12.73076923076923)","(10.0, 14.5, 14.055555555555555)","(5.5, 5.3, 5.277272727272727)","(3.4, 5.1, 4.946341463414634)","(2.3, 3.25, 2.9607142857142854)"
06-01-2023 12:26:45.494949,"(7.0, 17.0, 15.25)","(11.0, 14.0, 12.61111111111111)","(10.0, 14.5, 14.055555555555555)","(5.5, 5.3, 5.277272727272727)","(3.4, 5.1, 4.946341463414634)","(2.3, 3.25, 2.9607142857142854)"
06-01-2023 12:26:46.611109,"(7.0, 17.0, 15.25)","(11.0, 14.0, 12.61111111111111)","(10.0, 14.5, 13.61111111111111)","(5.5, 5.3, 5.578947368421052)","(3.4, 5.1, 4.946341463414634)","(2.3, 3.25, 2.9499999999999997)"
06-01-2023 12:26:47.716107,"(7.0, 17.0, 15.25)","(11.0, 14.0, 12.61111111111111)","(10.0, 14.0, 13.61111111111111)","(5.5, 5.6, 5.3545454545454545)","(3.4, 5.1, 4.946341463414634)","(2.3, 3.25, 2.9607142857142854)"
06-01-2023 12:26:48.747446,"(7.0, 17.0, 15.25)","(11.0, 14.0, 12.61111111111111)","(10.0, 14.0, 13.61111111111111)","(5.5, 5.4, 5.3545454545454545)","(3.4, 5.1, 4.946341463414634)","(2.3, 3.25, 2.9607142857142854)"
06-01-2023 12:26:49.726400,"(7.0, 17.0, 15.25)","(11.0, 14.0, 12.61111111111111)","(10.0, 14.0, 13.61111111111111)","(5.5, 5.4, 5.3545454545454545)","(3.4, 5.1, 4.946341463414634)","(2.3, 3.25, 2.9607142857142854)"
06-01-2023 12:26:50.800436,"(7.0, 17.0, 15.25)","(11.0, 14.0, 12.61111111111111)","(10.0, 14.0, 13.61111111111111)","(5.5, 5.4, 5.3545454545454545)","(3.4, 5.1, 4.946341463414634)","(2.3, 3.25, 2.947857142857143)"
06-01-2023 12:26:51.936288,"(7.0, 17.0, 15.25)","(11.0, 14.0, 13.038461538461538)","(10.0, 14.0, 13.61111111111111)","(5.5, 5.4, 5.3545454545454545)","(3.4, 5.1, 4.946341463414634)","(2.3, 3.25, 2.947857142857143)"
06-01-2023 12:26:53.010302,"(7.0, 17.0, 15.25)","(11.0, 13.5, 12.73076923076923)","(10.0, 14.0, 13.61111111111111)","(5.5, 5.4, 5.3545454545454545)","(3.4, 5.1, 4.946341463414634)","(2.3, 3.25, 2.9607142857142854)"
06-01-2023 12:26:54.030589,"(7.0, 17.0, 15.25)","(11.0, 13.5, 12.73076923076923)","(10.0, 14.0, 13.61111111111111)","(5.5, 5.4, 5.3545454545454545)","(3.4, 5.1, 4.946341463414634)","(2.3, 3.25, 2.9607142857142854)"
06-01-2023 12:26:55.084928,"(7.0, 17.0, 15.25)","(11.0, 13.5, 12.73076923076923)","(10.0, 14.0, 13.61111111111111)","(5.5, 5.4, 5.3545454545454545)","(3.4, 5.1, 4.946341463414634)","(2.3, 3.25, 2.9607142857142854)"
06-01-2023 12:26:56.151248,"(7.0, 17.0, 15.25)","(11.0, 13.5, 12.73076923076923)","(10.0, 14.0, 13.61111111111111)","(5.5, 5.3, 5.277272727272727)","(3.4, 5.1, 4.946341463414634)","(2.3, 3.25, 2.9607142857142854)"
06-01-2023 12:26:57.244103,"(7.0, 17.0, 15.25)","(11.0, 13.5, 12.73076923076923)","(10.0, 14.0, 13.61111111111111)","(5.5, 5.3, 5.277272727272727)","(3.4, 5.1, 4.946341463414634)","(2.3, 3.25, 2.9607142857142854)"
06-01-2023 12:26:58.231615,"(7.0, 17.0, 15.25)","(11.0, 13.5, 12.73076923076923)","(10.0, 14.0, 13.61111111111111)","(5.5, 5.3, 5.277272727272727)","(3.4, 5.1, 4.8652173913043475)","(2.3, 3.25, 2.9607142857142854)"
06-01-2023 12:26:59.125881,"(7.0, 17.0, 15.25)","(11.0, 14.0, 13.038461538461538)","(10.0, 14.0, 12.147058823529411)","(5.5, 5.3, 5.277272727272727)","(3.4, 5.1, 4.8652173913043475)","(2.3, 3.25, 2.9607142857142854)"
06-01-2023 12:27:00.166007,"(7.0, 17.0, 15.25)","(11.0, 14.0, 12.833333333333334)","(10.0, 14.0, 12.147058823529411)","(5.5, 5.3, 5.277272727272727)","(3.4, 5.1, 4.856249999999999)","(2.3, 3.25, 2.9607142857142854)"
06-01-2023 12:27:01.258094,"(7.0, 17.0, 15.25)","(11.0, 14.0, 12.833333333333334)","(10.0, 14.0, 12.147058823529411)","(5.5, 5.3, 5.277272727272727)","(3.4, 5.1, 4.856249999999999)","(2.3, 3.25, 2.9607142857142854)"
06-01-2023 12:27:02.231505,"(7.0, 17.0, 15.25)","(11.0, 14.0, 12.833333333333334)","(10.0, 14.0, 12.147058823529411)","(5.5, 5.3, 5.277272727272727)","(3.4, 5.1, 4.856249999999999)","(2.3, 3.25, 2.9607142857142854)"
06-01-2023 12:27:03.333854,"(7.0, 17.0, 15.25)","(11.0, 14.0, 12.5)","(10.0, 14.0, 11.256756756756756)","(5.5, 5.3, 5.277272727272727)","(3.4, 5.1, 4.856249999999999)","(2.3, 3.25, 2.9607142857142854)"
06-01-2023 12:27:04.364977,"(7.0, 17.0, 15.25)","(11.0, 14.0, 12.5)","(10.0, 14.0, 11.256756756756756)","(5.5, 5.3, 5.277272727272727)","(3.4, 5.1, 4.856249999999999)","(2.3, 3.25, 2.9607142857142854)"
06-01-2023 12:27:05.330227,"(7.0, 17.0, 15.25)","(11.0, 14.0, 12.5)","(10.0, 14.0, 11.256756756756756)","(5.5, 5.3, 4.966666666666667)","(3.4, 5.1, 4.856249999999999)","(2.3, 3.25, 2.9607142857142854)"
06-01-2023 12:27:06.449098,"(7.0, 17.0, 15.25)","(11.0, 13.5, 12.73076923076923)","(10.0, 13.5, 11.642857142857142)","(5.5, 5.3, 5.28015873015873)","(3.4, 5.1, 4.856249999999999)","(2.3, 3.25, 2.9607142857142854)"
