,Abdominis,Reservior Frank,Fur Real Zeal,Solar Tigress,Juice,Jonos Eagle,Speedy Cashew
09-01-2023 17:16:04.681771,"(1.4, 1.5, 1.4895880149812735)","(31.0, 90.0, 81.42857142857143)","(11.0, 27.0, 24.925925925925927)","(11.0, 30.0, 27.142857142857142)","(5.0, 7.0, 6.514285714285714)","(8.5, 13.0, 12.285714285714286)","(31.0, 110.0, 109.2)"
09-01-2023 17:16:06.035294,"(1.4, 1.52, 1.4921796565389696)","(31.0, 90.0, 81.42857142857143)","(11.0, 27.0, 25.193548387096776)","(11.0, 30.0, 27.142857142857142)","(5.0, 6.8, 6.611764705882353)","(8.5, 13.0, 12.285714285714286)","(31.0, 110.0, 102.5)"
09-01-2023 17:16:07.313464,"(1.35, 1.52, 1.491267029972752)","(31.0, 90.0, 81.42857142857143)","(11.0, 27.0, 25.193548387096776)","(13.0, 30.0, 27.142857142857142)","(5.0, 6.8, 6.586666666666667)","(8.5, 13.0, 12.0)","(31.0, 110.0, 108.75)"
09-01-2023 17:16:08.426664,"(1.35, 1.49, 1.4884177215189873)","(31.0, 90.0, 81.42857142857143)","(11.0, 27.0, 24.925925925925927)","(13.0, 30.0, 27.142857142857142)","(5.0, 6.8, 6.586666666666667)","(8.5, 13.0, 12.0)","(31.0, 110.0, 108.75)"
09-01-2023 17:16:09.566021,"(1.35, 1.49, 1.4884662576687115)","(31.0, 90.0, 81.42857142857143)","(11.0, 27.0, 26.5)","(13.0, 30.0, 27.894736842105264)","(5.0, 6.8, 6.44)","(8.5, 13.0, 12.7)","(31.0, 110.0, 108.75)"
09-01-2023 17:16:10.742543,"(1.35, 1.49, 1.4884662576687115)","(31.0, 90.0, 81.42857142857143)","(11.0, 28.0, 26.5)","(13.0, 30.0, 27.894736842105264)","(5.0, 6.8, 6.44)","(8.5, 13.5, 12.7)","(31.0, 110.0, 108.75)"
09-01-2023 17:16:11.874627,"(1.35, 1.49, 1.4884662576687115)","(31.0, 90.0, 81.42857142857143)","(11.0, 28.0, 26.5)","(13.0, 30.0, 27.894736842105264)","(5.0, 6.8, 6.44)","(8.5, 13.5, 12.7)","(31.0, 110.0, 108.75)"
09-01-2023 17:16:13.155060,"(1.35, 1.49, 1.4651926977687626)","(31.0, 80.0, 70.0)","(11.0, 27.0, 26.142857142857142)","(13.0, 30.0, 27.894736842105264)","(5.0, 7.0, 6.810526315789474)","(8.5, 13.5, 12.65625)","(31.0, 110.0, 108.75)"
09-01-2023 17:16:14.423828,"(1.35, 1.48, 1.4649484536082473)","(31.0, 90.0, 70.0)","(11.0, 27.0, 26.833333333333332)","(13.0, 30.0, 27.77777777777778)","(5.0, 7.0, 6.8)","(8.5, 13.5, 12.91304347826087)","(31.0, 110.0, 108.75)"
09-01-2023 17:16:15.678725,"(1.35, 1.48, 1.4649484536082473)","(31.0, 90.0, 70.0)","(11.0, 27.0, 26.892857142857142)","(13.0, 30.0, 27.77777777777778)","(5.0, 7.0, 6.8)","(8.5, 13.5, 12.6)","(31.0, 110.0, 108.75)"
09-01-2023 17:16:17.021636,"(1.35, 1.47, 1.4625)","(31.0, 90.0, 70.0)","(11.0, 27.0, 26.666666666666668)","(13.0, 30.0, 27.24137931034483)","(5.0, 7.0, 6.8)","(8.5, 13.5, 12.590909090909092)","(31.0, 110.0, 109.31818181818181)"
09-01-2023 17:16:18.276222,"(1.35, 1.47, 1.4619101123595506)","(31.0, 90.0, 80.0)","(11.0, 27.0, 26.81818181818182)","(13.0, 30.0, 27.6)","(5.0, 7.0, 6.8)","(8.5, 13.5, 12.785714285714286)","(31.0, 110.0, 119.0)"
09-01-2023 17:16:19.531474,"(1.35, 1.47, 1.4619101123595506)","(31.0, 90.0, 80.0)","(11.0, 27.0, 26.904761904761905)","(13.0, 30.0, 27.692307692307693)","(5.0, 7.0, 6.8)","(8.5, 13.5, 12.875)","(31.0, 130.0, 117.96875)"
09-01-2023 17:16:20.696218,"(1.35, 1.47, 1.4619101123595506)","(31.0, 90.0, 78.57142857142857)","(11.0, 27.0, 26.904761904761905)","(13.0, 30.0, 27.692307692307693)","(5.0, 7.0, 6.8)","(8.5, 13.5, 12.875)","(31.0, 130.0, 117.96875)"
09-01-2023 17:16:21.875230,"(1.35, 1.47, 1.4619101123595506)","(31.0, 90.0, 78.57142857142857)","(11.0, 27.0, 26.904761904761905)","(13.0, 30.0, 27.93103448275862)","(5.0, 7.0, 6.8)","(8.5, 13.5, 13.083333333333334)","(31.0, 130.0, 117.96875)"
09-01-2023 17:16:23.276542,"(1.35, 1.47, 1.4795402298850575)","(31.0, 90.0, 78.57142857142857)","(11.0, 27.0, 26.935483870967744)","(13.0, 30.0, 27.857142857142858)","(5.0, 7.0, 6.8)","(8.5, 13.5, 13.054054054054054)","(31.0, 130.0, 117.96875)"
09-01-2023 17:16:24.638981,"(1.35, 1.48, 1.4795652173913043)","(31.0, 90.0, 78.57142857142857)","(11.0, 27.0, 26.935483870967744)","(13.0, 30.0, 27.857142857142858)","(5.0, 7.0, 6.8)","(8.5, 13.5, 13.0)","(31.0, 130.0, 117.96875)"
09-01-2023 17:16:26.156127,"(1.3, 1.48, 1.4796153846153846)","(31.0, 90.0, 78.57142857142857)","(12.0, 27.0, 26.935483870967744)","(13.0, 30.0, 27.391304347826086)","(5.0, 7.0, 6.8)","(8.5, 13.5, 13.0)","(31.0, 130.0, 117.96875)"
09-01-2023 17:16:27.824085,"(1.3, 1.48, 1.4796153846153846)","(31.0, 90.0, 78.57142857142857)","(12.0, 27.0, 26.935483870967744)","(13.0, 30.0, 27.142857142857142)","(5.0, 7.0, 6.8)","(8.5, 13.5, 12.865384615384615)","(31.0, 130.0, 117.96875)"
09-01-2023 17:16:29.297268,"(1.3, 1.49, 1.4850413223140495)","(31.0, 90.0, 78.57142857142857)","(12.0, 27.0, 26.935483870967744)","(13.0, 30.0, 28.333333333333332)","(5.0, 7.0, 6.8)","(9.0, 13.5, 12.865384615384615)","(31.0, 130.0, 117.96875)"
09-01-2023 17:16:30.814759,"(1.3, 1.49, 1.4850413223140495)","(31.0, 90.0, 78.57142857142857)","(12.0, 27.0, 26.935483870967744)","(13.0, 30.0, 28.333333333333332)","(5.0, 7.0, 6.8)","(9.0, 13.5, 12.865384615384615)","(31.0, 130.0, 118.70967741935485)"
09-01-2023 17:16:32.033173,"(1.3, 1.49, 1.440952380952381)","(31.0, 90.0, 78.57142857142857)","(12.0, 27.0, 28.285714285714285)","(13.0, 30.0, 28.51851851851852)","(5.0, 7.0, 6.914285714285715)","(9.0, 13.5, 12.782608695652174)","(31.0, 130.0, 118.70967741935485)"
09-01-2023 17:16:33.222856,"(1.3, 1.46, 1.440952380952381)","(31.0, 90.0, 78.57142857142857)","(12.0, 30.0, 28.285714285714285)","(13.0, 30.0, 28.51851851851852)","(5.0, 7.0, 6.914285714285715)","(9.0, 13.5, 12.782608695652174)","(31.0, 130.0, 118.70967741935485)"
09-01-2023 17:16:34.480947,"(1.3, 1.46, 1.4405286343612334)","(31.0, 90.0, 78.57142857142857)","(12.0, 30.0, 28.90909090909091)","(13.0, 30.0, 28.51851851851852)","(5.0, 7.4, 7.112)","(9.0, 13.0, 12.545454545454545)","(31.0, 130.0, 118.70967741935485)"
09-01-2023 17:16:35.738576,"(1.3, 1.46, 1.4405454545454546)","(31.0, 90.0, 78.57142857142857)","(12.0, 30.0, 29.04)","(13.0, 30.0, 28.51851851851852)","(5.0, 7.4, 7.112)","(9.0, 13.0, 12.545454545454545)","(31.0, 130.0, 118.70967741935485)"
09-01-2023 17:16:37.078208,"(1.3, 1.46, 1.4405454545454546)","(31.0, 90.0, 78.57142857142857)","(12.0, 30.0, 29.318181818181817)","(13.0, 30.0, 29.047619047619047)","(5.0, 7.4, 7.066666666666666)","(9.0, 13.0, 12.458333333333334)","(31.0, 130.0, 117.27272727272728)"
09-01-2023 17:16:38.541553,"(1.3, 1.45, 1.4306875934230194)","(31.0, 90.0, 78.57142857142857)","(13.0, 30.0, 29.318181818181817)","(13.0, 30.0, 29.047619047619047)","(5.0, 7.4, 7.066666666666666)","(9.0, 13.0, 12.458333333333334)","(31.0, 130.0, 117.27272727272728)"
09-01-2023 17:16:39.873262,"(1.3, 1.45, 1.4320305980528512)","(31.0, 90.0, 78.57142857142857)","(13.0, 30.0, 29.53125)","(13.0, 30.0, 29.047619047619047)","(5.0, 7.4, 7.2)","(9.0, 13.0, 12.714285714285714)","(31.0, 130.0, 117.27272727272728)"
09-01-2023 17:16:41.240674,"(1.3, 1.44, 1.4309631728045324)","(31.0, 95.0, 86.81818181818181)","(13.0, 30.0, 29.0)","(13.0, 30.0, 28.51851851851852)","(5.0, 7.4, 7.19)","(9.0, 13.0, 13.428571428571429)","(31.0, 130.0, 117.27272727272728)"
09-01-2023 17:16:42.453654,"(1.3, 1.44, 1.43086887835703)","(31.0, 95.0, 86.81818181818181)","(13.0, 30.0, 29.0)","(13.0, 30.0, 28.51851851851852)","(5.0, 7.4, 7.266666666666667)","(9.0, 13.5, 13.375)","(31.0, 130.0, 117.27272727272728)"
09-01-2023 17:16:43.604992,"(1.3, 1.44, 1.4308422664624807)","(31.0, 95.0, 86.81818181818181)","(13.0, 30.0, 29.5)","(13.0, 30.0, 29.047619047619047)","(5.0, 7.4, 7.266666666666667)","(9.0, 13.5, 13.38888888888889)","(31.0, 130.0, 117.27272727272728)"
09-01-2023 17:16:44.707480,"(1.3, 1.44, 1.4308487654320987)","(31.0, 95.0, 86.81818181818181)","(13.0, 30.0, 29.5)","(13.0, 30.0, 29.047619047619047)","(5.0, 7.4, 7.184615384615385)","(9.0, 13.5, 13.38888888888889)","(31.0, 130.0, 117.27272727272728)"
09-01-2023 17:16:46.040455,"(1.3, 1.44, 1.4308487654320987)","(31.0, 95.0, 86.81818181818181)","(13.0, 30.0, 29.5)","(13.0, 30.0, 29.047619047619047)","(5.0, 7.4, 7.184615384615385)","(9.0, 13.5, 13.38888888888889)","(31.0, 130.0, 117.27272727272728)"
09-01-2023 17:16:47.459711,"(1.3, 1.44, 1.4308487654320987)","(31.0, 95.0, 86.81818181818181)","(13.0, 30.0, 29.5)","(13.0, 30.0, 29.047619047619047)","(5.0, 7.4, 7.266666666666667)","(9.0, 13.5, 13.38888888888889)","(31.0, 130.0, 117.27272727272728)"
09-01-2023 17:16:48.741384,"(1.3, 1.44, 1.4308487654320987)","(31.0, 95.0, 86.81818181818181)","(13.0, 30.0, 29.5)","(13.0, 30.0, 29.047619047619047)","(5.0, 7.4, 7.266666666666667)","(9.0, 13.5, 13.38888888888889)","(31.0, 130.0, 117.27272727272728)"
09-01-2023 17:16:49.947630,"(1.3, 1.44, 1.4308487654320987)","(31.0, 95.0, 86.81818181818181)","(13.0, 30.0, 28.88888888888889)","(13.0, 30.0, 28.333333333333332)","(5.0, 7.4, 7.184615384615385)","(9.0, 13.5, 13.38888888888889)","(31.0, 130.0, 117.27272727272728)"
09-01-2023 17:16:51.189443,"(1.3, 1.44, 1.4308487654320987)","(31.0, 95.0, 86.81818181818181)","(13.0, 30.0, 29.473684210526315)","(13.0, 30.0, 28.51851851851852)","(5.0, 7.4, 7.266666666666667)","(9.0, 13.5, 13.38888888888889)","(31.0, 130.0, 117.27272727272728)"
09-01-2023 17:16:52.295209,"(1.3, 1.44, 1.4308487654320987)","(31.0, 95.0, 86.81818181818181)","(13.0, 30.0, 29.583333333333332)","(13.0, 30.0, 29.047619047619047)","(5.0, 7.4, 7.266666666666667)","(9.0, 13.5, 13.428571428571429)","(31.0, 130.0, 111.05263157894737)"
09-01-2023 17:16:53.454146,"(1.3, 1.44, 1.4308870967741936)","(31.0, 95.0, 86.81818181818181)","(13.0, 30.0, 29.583333333333332)","(13.0, 30.0, 29.047619047619047)","(5.0, 7.4, 7.184615384615385)","(9.0, 13.5, 13.428571428571429)","(31.0, 130.0, 111.05263157894737)"
09-01-2023 17:16:54.586345,"(1.3, 1.44, 1.4308870967741936)","(31.0, 95.0, 86.81818181818181)","(13.0, 30.0, 29.705882352941178)","(13.0, 30.0, 29.047619047619047)","(5.0, 7.4, 7.184615384615385)","(9.0, 13.5, 13.428571428571429)","(31.0, 130.0, 111.05263157894737)"
09-01-2023 17:16:55.797887,"(1.3, 1.44, 1.4308870967741936)","(31.0, 95.0, 86.81818181818181)","(13.0, 30.0, 29.705882352941178)","(13.0, 30.0, 29.047619047619047)","(5.0, 7.4, 7.266666666666667)","(9.0, 13.5, 13.428571428571429)","(31.0, 130.0, 119.0909090909091)"
09-01-2023 17:16:56.869184,"(1.3, 1.44, 1.4308870967741936)","(31.0, 95.0, 86.81818181818181)","(13.0, 30.0, 29.705882352941178)","(13.0, 30.0, 29.047619047619047)","(5.0, 7.4, 7.329411764705883)","(9.0, 13.5, 13.366666666666667)","(31.0, 130.0, 123.33333333333333)"
09-01-2023 17:16:58.002370,"(1.3, 1.43, 1.4215555555555555)","(31.0, 95.0, 76.25)","(13.0, 30.0, 29.705882352941178)","(13.0, 30.0, 28.333333333333332)","(5.0, 7.4, 7.266666666666667)","(9.0, 13.5, 13.382352941176471)","(31.0, 130.0, 123.33333333333333)"
09-01-2023 17:16:59.111150,"(1.3, 1.43, 1.4215711645101663)","(31.0, 95.0, 86.81818181818181)","(13.0, 30.0, 29.705882352941178)","(13.0, 30.0, 28.333333333333332)","(5.0, 7.4, 7.329411764705883)","(9.0, 13.5, 13.366666666666667)","(31.0, 130.0, 123.33333333333333)"
09-01-2023 17:17:00.256346,"(1.3, 1.43, 1.4215555555555555)","(31.0, 95.0, 86.81818181818181)","(13.0, 30.0, 29.705882352941178)","(13.0, 30.0, 28.51851851851852)","(5.0, 7.4, 7.329411764705883)","(9.0, 13.5, 13.366666666666667)","(31.0, 130.0, 123.33333333333333)"
09-01-2023 17:17:01.488974,"(1.3, 1.43, 1.4215555555555555)","(31.0, 95.0, 86.81818181818181)","(13.0, 30.0, 29.5)","(13.0, 30.0, 29.047619047619047)","(5.0, 7.4, 7.288)","(9.0, 13.5, 13.1875)","(31.0, 130.0, 123.33333333333333)"
09-01-2023 17:17:02.623838,"(1.3, 1.43, 1.423289256198347)","(31.0, 95.0, 86.81818181818181)","(13.0, 30.0, 29.5)","(13.0, 30.0, 29.047619047619047)","(5.0, 7.4, 7.288)","(9.0, 13.5, 13.1875)","(31.0, 130.0, 123.33333333333333)"
09-01-2023 17:17:03.780066,"(1.3, 1.43, 1.4231687898089171)","(31.0, 95.0, 86.81818181818181)","(13.0, 30.0, 29.75)","(13.0, 30.0, 29.047619047619047)","(5.0, 7.4, 7.288)","(9.0, 13.5, 13.1875)","(31.0, 130.0, 123.33333333333333)"
09-01-2023 17:17:04.933948,"(1.3, 1.43, 1.4230016313213703)","(31.0, 95.0, 86.81818181818181)","(13.0, 30.0, 29.9)","(13.0, 30.0, 29.047619047619047)","(5.0, 7.4, 7.336842105263158)","(9.0, 13.5, 13.026315789473685)","(31.0, 130.0, 125.0)"
09-01-2023 17:17:05.955558,"(1.3, 1.43, 1.4230016313213703)","(31.0, 95.0, 86.81818181818181)","(13.0, 30.0, 29.9)","(13.0, 30.0, 29.047619047619047)","(5.0, 7.4, 7.336842105263158)","(9.0, 13.5, 13.026315789473685)","(31.0, 130.0, 125.0)"
09-01-2023 17:17:06.997672,"(1.3, 1.43, 1.4231687898089171)","(31.0, 95.0, 86.81818181818181)","(13.0, 30.0, 29.933333333333334)","(13.0, 30.0, 29.047619047619047)","(5.0, 7.4, 7.278260869565218)","(9.0, 13.5, 13.214285714285714)","(31.0, 130.0, 126.25)"
09-01-2023 17:17:08.066135,"(1.3, 1.43, 1.4232078853046595)","(31.0, 95.0, 86.81818181818181)","(13.0, 30.0, 29.933333333333334)","(13.0, 30.0, 28.333333333333332)","(5.0, 7.4, 7.266666666666667)","(9.0, 13.5, 13.3)","(31.0, 130.0, 129.52380952380952)"
09-01-2023 17:17:09.136603,"(1.3, 1.43, 1.4232078853046595)","(31.0, 95.0, 86.81818181818181)","(13.0, 30.0, 29.933333333333334)","(13.0, 30.0, 28.333333333333332)","(5.0, 7.4, 7.278260869565218)","(9.0, 13.5, 13.045454545454545)","(31.0, 130.0, 129.52380952380952)"
09-01-2023 17:17:10.142446,"(1.3, 1.43, 1.4234201388888887)","(31.0, 80.0, 78.33333333333333)","(13.0, 30.0, 29.933333333333334)","(13.0, 30.0, 29.047619047619047)","(5.0, 7.4, 7.278260869565218)","(9.0, 13.5, 13.142857142857142)","(31.0, 130.0, 129.52380952380952)"
09-01-2023 17:17:11.229239,"(1.3, 1.43, 1.4233856893542756)","(31.0, 95.0, 86.81818181818181)","(13.0, 30.0, 29.933333333333334)","(13.0, 30.0, 29.047619047619047)","(5.0, 7.4, 7.266666666666667)","(9.0, 13.5, 13.40909090909091)","(31.0, 130.0, 129.52380952380952)"
09-01-2023 17:17:12.298095,"(1.3, 1.43, 1.423158844765343)","(31.0, 95.0, 86.81818181818181)","(13.0, 30.0, 29.848484848484848)","(13.0, 30.0, 29.047619047619047)","(5.0, 7.4, 7.28)","(9.0, 13.5, 13.375)","(31.0, 130.0, 129.52380952380952)"
09-01-2023 17:17:13.471102,"(1.3, 1.43, 1.4286206896551723)","(31.0, 95.0, 84.28571428571429)","(13.0, 30.0, 29.806451612903224)","(13.0, 30.0, 29.047619047619047)","(5.0, 7.4, 7.2)","(9.0, 13.5, 13.357142857142858)","(31.0, 130.0, 129.52380952380952)"
09-01-2023 17:17:14.690854,"(1.3, 1.44, 1.437171717171717)","(31.0, 95.0, 84.28571428571429)","(13.0, 30.0, 29.86046511627907)","(13.0, 30.0, 27.6)","(5.0, 7.4, 7.266666666666667)","(9.0, 13.5, 13.357142857142858)","(31.0, 130.0, 129.52380952380952)"
09-01-2023 17:17:15.826157,"(1.3, 1.44, 1.4372486772486772)","(31.0, 95.0, 84.28571428571429)","(13.0, 30.0, 29.86046511627907)","(13.0, 30.0, 27.6)","(5.0, 7.4, 7.266666666666667)","(9.0, 13.5, 13.357142857142858)","(31.0, 130.0, 133.79310344827587)"
09-01-2023 17:17:17.010631,"(1.3, 1.44, 1.4370786516853933)","(31.0, 95.0, 84.28571428571429)","(13.0, 30.0, 29.853658536585368)","(13.0, 30.0, 27.6)","(5.0, 7.4, 7.184615384615385)","(9.0, 13.5, 13.357142857142858)","(31.0, 140.0, 133.79310344827587)"
09-01-2023 17:17:18.205945,"(1.3, 1.44, 1.4370786516853933)","(31.0, 95.0, 76.25)","(13.0, 30.0, 29.813953488372093)","(13.0, 30.0, 28.181818181818183)","(5.0, 7.4, 7.184615384615385)","(9.0, 13.5, 13.357142857142858)","(31.0, 140.0, 133.79310344827587)"
09-01-2023 17:17:19.404052,"(1.3, 1.44, 1.4370786516853933)","(31.0, 95.0, 76.25)","(13.0, 30.0, 29.813953488372093)","(13.0, 30.0, 28.181818181818183)","(5.0, 7.4, 7.15)","(9.0, 13.5, 13.357142857142858)","(31.0, 140.0, 133.79310344827587)"
09-01-2023 17:17:20.485953,"(1.3, 1.44, 1.4370786516853933)","(31.0, 95.0, 76.25)","(13.0, 30.0, 29.813953488372093)","(13.0, 30.0, 28.333333333333332)","(5.0, 7.4, 7.15)","(9.0, 13.5, 13.357142857142858)","(31.0, 140.0, 133.79310344827587)"
09-01-2023 17:17:21.621162,"(1.3, 1.44, 1.4376363636363636)","(31.0, 95.0, 76.25)","(13.0, 30.0, 29.813953488372093)","(13.0, 30.0, 28.333333333333332)","(5.0, 7.4, 7.184615384615385)","(9.0, 13.5, 13.357142857142858)","(31.0, 140.0, 133.79310344827587)"
09-01-2023 17:17:22.688708,"(1.3, 1.44, 1.4372192513368984)","(31.0, 95.0, 84.28571428571429)","(13.0, 30.0, 29.813953488372093)","(13.0, 30.0, 28.333333333333332)","(5.0, 7.4, 7.266666666666667)","(9.0, 13.5, 13.357142857142858)","(31.0, 140.0, 133.79310344827587)"
09-01-2023 17:17:23.696738,"(1.3, 1.44, 1.4372192513368984)","(31.0, 95.0, 84.28571428571429)","(13.0, 30.0, 29.813953488372093)","(13.0, 30.0, 28.181818181818183)","(5.0, 7.4, 7.184615384615385)","(9.0, 13.5, 13.357142857142858)","(31.0, 140.0, 136.0)"
09-01-2023 17:17:24.647548,"(1.3, 1.44, 1.4372192513368984)","(31.0, 95.0, 84.28571428571429)","(13.0, 30.0, 29.813953488372093)","(13.0, 30.0, 28.181818181818183)","(5.0, 7.4, 7.300000000000001)","(9.0, 13.5, 13.357142857142858)","(31.0, 140.0, 136.0)"
09-01-2023 17:17:25.881805,"(1.3, 1.44, 1.4376681614349776)","(31.0, 95.0, 84.28571428571429)","(13.0, 30.0, 29.813953488372093)","(13.0, 30.0, 28.181818181818183)","(5.0, 7.4, 7.300000000000001)","(9.0, 13.5, 13.416666666666666)","(31.0, 140.0, 136.0)"
09-01-2023 17:17:26.866500,"(1.3, 1.44, 1.4380465116279069)","(31.0, 95.0, 84.28571428571429)","(13.0, 30.0, 29.813953488372093)","(13.0, 30.0, 28.181818181818183)","(5.0, 7.4, 7.2)","(9.0, 13.5, 13.38888888888889)","(31.0, 140.0, 135.65217391304347)"
09-01-2023 17:17:27.929443,"(1.3, 1.44, 1.4388659793814433)","(31.0, 95.0, 88.57142857142857)","(13.0, 32.0, 31.608695652173914)","(13.0, 30.0, 28.181818181818183)","(5.0, 7.4, 7.2)","(9.0, 13.5, 12.875)","(31.0, 140.0, 135.83333333333334)"
09-01-2023 17:17:28.977909,"(1.3, 1.45, 1.4397435897435897)","(31.0, 95.0, 73.125)","(13.0, 32.0, 31.25)","(13.0, 30.0, 28.181818181818183)","(5.0, 7.4, 7.133333333333334)","(9.0, 13.5, 13.071428571428571)","(31.0, 140.0, 135.83333333333334)"
09-01-2023 17:17:30.110998,"(1.3, 1.45, 1.4477777777777778)","(31.0, 95.0, 73.125)","(13.0, 32.0, 29.714285714285715)","(13.0, 30.0, 28.181818181818183)","(5.0, 7.4, 7.300000000000001)","(9.0, 13.5, 13.045454545454545)","(31.0, 140.0, 135.83333333333334)"
09-01-2023 17:17:31.290604,"(1.3, 1.45, 1.4457142857142857)","(31.0, 95.0, 73.125)","(13.0, 32.0, 29.714285714285715)","(13.0, 30.0, 28.181818181818183)","(5.0, 7.4, 7.218181818181819)","(9.0, 13.5, 12.590909090909092)","(31.0, 140.0, 138.0952380952381)"
09-01-2023 17:17:32.493906,"(1.3, 1.45, 1.446842105263158)","(31.0, 95.0, 73.125)","(13.0, 32.0, 29.2)","(13.0, 30.0, 28.181818181818183)","(5.0, 7.4, 7.300000000000001)","(9.0, 13.5, 12.944444444444445)","(31.0, 140.0, 142.75862068965517)"
09-01-2023 17:17:33.697623,"(1.3, 1.45, 1.4494957983193277)","(31.0, 95.0, 83.94736842105263)","(13.0, 30.0, 29.333333333333332)","(13.0, 30.0, 28.181818181818183)","(5.0, 7.4, 7.16)","(9.0, 13.5, 12.944444444444445)","(31.0, 150.0, 142.75862068965517)"
09-01-2023 17:17:34.928616,"(1.3, 1.45, 1.449016393442623)","(31.0, 95.0, 83.94736842105263)","(13.0, 32.0, 29.333333333333332)","(13.0, 30.0, 28.181818181818183)","(5.0, 7.4, 7.16)","(9.0, 13.5, 12.944444444444445)","(31.0, 150.0, 142.75862068965517)"
09-01-2023 17:17:36.149668,"(1.3, 1.45, 1.449016393442623)","(31.0, 95.0, 83.94736842105263)","(13.0, 32.0, 29.714285714285715)","(13.0, 30.0, 28.181818181818183)","(5.0, 7.4, 7.300000000000001)","(9.0, 13.5, 12.944444444444445)","(31.0, 150.0, 140.35714285714286)"
09-01-2023 17:17:37.325065,"(1.3, 1.45, 1.4494871794871795)","(31.0, 95.0, 73.125)","(13.0, 32.0, 30.933333333333334)","(13.0, 30.0, 28.181818181818183)","(5.0, 7.4, 7.300000000000001)","(9.0, 13.5, 12.847826086956522)","(31.0, 150.0, 147.5)"
09-01-2023 17:17:38.478670,"(1.26, 1.45, 1.435)","(41.0, 95.0, 73.125)","(16.0, 32.0, 30.933333333333334)","(16.0, 30.0, 28.181818181818183)","(5.5, 7.4, 7.316666666666667)","(10.0, 13.5, 12.76923076923077)","(51.0, 150.0, 146.66666666666666)"
09-01-2023 17:17:39.577912,"(1.26, 1.43, 1.4227030625832222)","(41.0, 95.0, 73.125)","(16.0, 32.0, 30.933333333333334)","(16.0, 30.0, 28.181818181818183)","(5.5, 7.4, 7.36)","(10.0, 13.0, 13.3125)","(51.0, 150.0, 146.66666666666666)"
09-01-2023 17:17:40.632316,"(1.26, 1.43, 1.4155916775032509)","(41.0, 95.0, 73.125)","(16.0, 32.0, 30.933333333333334)","(16.0, 30.0, 28.181818181818183)","(5.5, 7.4, 7.366666666666667)","(10.0, 13.5, 13.3125)","(51.0, 150.0, 146.66666666666666)"
09-01-2023 17:17:41.704545,"(1.26, 1.43, 1.4202292768959435)","(41.0, 95.0, 73.57142857142857)","(16.0, 32.0, 30.933333333333334)","(16.0, 30.0, 28.181818181818183)","(5.5, 7.4, 7.366666666666667)","(10.0, 13.5, 13.3125)","(51.0, 150.0, 146.66666666666666)"
09-01-2023 17:17:42.813688,"(1.26, 1.43, 1.4162802950474183)","(41.0, 95.0, 73.125)","(16.0, 32.0, 30.933333333333334)","(16.0, 30.0, 28.181818181818183)","(5.5, 7.4, 7.333333333333334)","(10.0, 13.5, 12.884615384615385)","(51.0, 150.0, 146.66666666666666)"
09-01-2023 17:17:43.997479,"(1.26, 1.43, 1.416021505376344)","(41.0, 95.0, 83.33333333333334)","(16.0, 32.0, 30.933333333333334)","(16.0, 30.0, 28.181818181818183)","(5.5, 7.4, 7.125)","(10.0, 13.5, 12.8125)","(51.0, 150.0, 146.66666666666666)"
09-01-2023 17:17:45.297652,"(1.26, 1.43, 1.4220480404551201)","(41.0, 95.0, 82.27272727272727)","(17.0, 32.0, 30.933333333333334)","(16.0, 30.0, 28.181818181818183)","(5.5, 7.4, 7.125)","(10.0, 13.5, 12.8125)","(51.0, 150.0, 146.66666666666666)"
09-01-2023 17:17:46.755903,"(1.26, 1.43, 1.4218969555035128)","(41.0, 95.0, 82.27272727272727)","(17.0, 32.0, 30.0)","(16.0, 30.0, 28.181818181818183)","(5.5, 7.4, 7.125)","(10.0, 13.5, 12.8125)","(51.0, 150.0, 146.66666666666666)"
09-01-2023 17:17:48.077670,"(1.26, 1.43, 1.4253089244851258)","(41.0, 95.0, 83.0)","(17.0, 32.0, 30.071428571428573)","(16.0, 30.0, 28.181818181818183)","(5.5, 7.4, 7.125)","(10.0, 13.5, 12.8125)","(51.0, 150.0, 146.66666666666666)"
09-01-2023 17:17:49.331076,"(1.26, 1.43, 1.4248877805486284)","(41.0, 95.0, 85.0)","(17.0, 32.0, 30.071428571428573)","(16.0, 30.0, 28.181818181818183)","(5.5, 7.4, 7.230769230769231)","(10.0, 13.5, 12.794117647058824)","(51.0, 150.0, 146.66666666666666)"
09-01-2023 17:17:50.743363,"(1.26, 1.43, 1.4229634641407307)","(41.0, 95.0, 85.0)","(17.0, 32.0, 30.071428571428573)","(16.0, 30.0, 28.181818181818183)","(5.5, 7.4, 7.76)","(10.0, 13.5, 12.928571428571429)","(51.0, 150.0, 146.92307692307693)"
09-01-2023 17:17:52.027466,"(1.26, 1.43, 1.4243722943722943)","(41.0, 95.0, 85.0)","(17.0, 32.0, 33.166666666666664)","(16.0, 30.0, 28.181818181818183)","(5.5, 7.8, 7.56969696969697)","(10.0, 13.5, 13.029411764705882)","(51.0, 150.0, 146.92307692307693)"
09-01-2023 17:17:53.524688,"(1.26, 1.42, 1.4164766839378238)","(41.0, 95.0, 85.0)","(17.0, 34.0, 32.130434782608695)","(16.0, 30.0, 28.181818181818183)","(5.5, 7.8, 7.530232558139535)","(10.0, 13.5, 12.857142857142858)","(51.0, 150.0, 146.92307692307693)"
