,From The Shire,Mr Original,Sonic Groove,Jess Trees,Loveless,Little Hercules,Wheres Eddie
06-01-2023 10:29:31.628634,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 13.5, 7.011111111111111)"
06-01-2023 10:29:32.607509,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 13.5, 7.011111111111111)"
06-01-2023 10:29:33.550579,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 13.5, 7.011111111111111)"
06-01-2023 10:29:34.488624,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 13.5, 7.011111111111111)"
06-01-2023 10:29:35.424333,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 13.5, 7.011111111111111)"
06-01-2023 10:29:36.360372,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 13.5, 7.011111111111111)"
06-01-2023 10:29:37.348548,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 13.5, 7.011111111111111)"
06-01-2023 10:29:38.345339,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 13.5, 7.011111111111111)"
06-01-2023 10:29:39.415359,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 13.5, 7.011111111111111)"
06-01-2023 10:29:40.466468,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 13.5, 7.011111111111111)"
06-01-2023 10:29:41.507020,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 13.5, 7.011111111111111)"
06-01-2023 10:29:42.480413,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 13.5, 7.011111111111111)"
06-01-2023 10:29:43.430142,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 13.5, 7.011111111111111)"
06-01-2023 10:29:44.348551,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 13.5, 7.011111111111111)"
06-01-2023 10:29:45.265355,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 13.5, 7.011111111111111)"
06-01-2023 10:29:46.195578,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 13.5, 7.011111111111111)"
06-01-2023 10:29:47.118874,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 13.5, 7.011111111111111)"
06-01-2023 10:29:48.045784,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 13.5, 7.011111111111111)"
06-01-2023 10:29:48.984935,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 13.5, 7.011111111111111)"
06-01-2023 10:29:49.914087,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 13.5, 7.011111111111111)"
06-01-2023 10:29:50.845224,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 13.5, 7.011111111111111)"
06-01-2023 10:29:51.794177,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 13.5, 7.011111111111111)"
06-01-2023 10:29:52.817809,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 13.5, 7.011111111111111)"
06-01-2023 10:29:53.754046,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 13.5, 7.011111111111111)"
06-01-2023 10:29:54.717029,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 13.5, 7.011111111111111)"
06-01-2023 10:29:55.623168,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 13.5, 7.011111111111111)"
06-01-2023 10:29:56.542042,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 13.5, 7.011111111111111)"
06-01-2023 10:29:57.489840,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 13.5, 7.011111111111111)"
06-01-2023 10:29:58.446949,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 13.5, 7.011111111111111)"
06-01-2023 10:29:59.453168,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 13.5, 7.011111111111111)"
06-01-2023 10:30:00.410796,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 13.5, 7.011111111111111)"
06-01-2023 10:30:01.379697,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 13.5, 7.011111111111111)"
06-01-2023 10:30:02.314981,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 13.5, 7.011111111111111)"
06-01-2023 10:30:03.250986,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 13.5, 7.011111111111111)"
06-01-2023 10:30:04.275204,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 13.5, 6.9)"
06-01-2023 10:30:05.278758,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:30:06.253613,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:30:07.269884,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:30:08.222908,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:30:09.181565,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:30:10.091847,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:30:11.034453,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:30:11.978196,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:30:12.958828,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:30:13.958817,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:30:14.930908,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:30:15.883406,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:30:16.832086,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:30:17.741447,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:30:18.692461,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:30:19.617327,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:30:20.568413,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:30:21.536406,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:30:22.456324,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:30:23.377840,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:30:24.279387,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:30:25.236718,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:30:26.180023,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:30:27.123607,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:30:28.066651,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:30:28.966269,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:30:29.920734,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:30:30.853091,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:30:31.900717,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:30:32.964604,"(4.8, 8.2, 5.4799999999999995)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 4.637499999999999)","(11.0, 25.0, 23.923076923076923)","(7.5, 18.5, 9.157142857142857)","(31.0, 230.0, 128.5)","(6.5, 12.5, 6.9)"
