,Autumn Doll,Cab Fare Home,Tinker Yvonne,Foxtrot Tango,Zaras Princess,Blue Tick Maya
07-01-2023 20:42:14.184419,"(10.0, 30.0, 28.766666666666666)","(3.3, 5.4, 5.04)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 2.78, 2.718181818181818)"
07-01-2023 20:42:15.038428,"(10.0, 30.0, 28.766666666666666)","(3.3, 5.4, 5.04)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 2.78, 2.7399999999999998)"
07-01-2023 20:42:15.929617,"(10.0, 30.0, 28.766666666666666)","(3.3, 5.4, 5.04)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.7, 3.551764705882353)"
07-01-2023 20:42:16.939217,"(10.0, 30.0, 28.766666666666666)","(3.3, 5.4, 5.04)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.7, 3.551764705882353)"
07-01-2023 20:42:17.899425,"(10.0, 30.0, 28.766666666666666)","(3.3, 5.4, 5.04)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.7, 3.551764705882353)"
07-01-2023 20:42:18.807355,"(10.0, 30.0, 28.766666666666666)","(3.3, 5.4, 5.04)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.7, 3.551764705882353)"
07-01-2023 20:42:19.764909,"(10.0, 30.0, 28.766666666666666)","(3.3, 5.4, 5.04)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.65, 3.4673584905660375)"
07-01-2023 20:42:20.765518,"(10.0, 30.0, 28.766666666666666)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.65, 3.4673584905660375)"
07-01-2023 20:42:21.757961,"(10.0, 30.0, 28.766666666666666)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.6, 3.4194117647058824)"
07-01-2023 20:42:22.692827,"(10.0, 30.0, 28.766666666666666)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.55, 3.4194117647058824)"
07-01-2023 20:42:23.605868,"(10.0, 30.0, 28.766666666666666)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.55, 3.4769565217391305)"
07-01-2023 20:42:24.565001,"(10.0, 30.0, 28.766666666666666)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.5, 3.4769565217391305)"
07-01-2023 20:42:25.566212,"(10.0, 30.0, 28.766666666666666)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.5, 3.4769565217391305)"
07-01-2023 20:42:26.549034,"(10.0, 30.0, 28.766666666666666)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.5, 3.4769565217391305)"
07-01-2023 20:42:27.520953,"(10.0, 30.0, 27.0)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.5, 3.4769565217391305)"
07-01-2023 20:42:28.542245,"(10.0, 30.0, 28.0)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.5, 3.4769565217391305)"
07-01-2023 20:42:29.473725,"(10.0, 30.0, 28.0)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.5, 3.4769565217391305)"
07-01-2023 20:42:30.425807,"(10.0, 30.0, 28.0)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.5, 3.4769565217391305)"
07-01-2023 20:42:31.372734,"(10.0, 30.0, 28.0)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.5, 3.4769565217391305)"
07-01-2023 20:42:32.442345,"(10.0, 30.0, 28.0)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.5, 3.4769565217391305)"
07-01-2023 20:42:33.615343,"(10.0, 30.0, 27.8125)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.5, 3.4769565217391305)"
07-01-2023 20:42:34.571602,"(10.0, 30.0, 27.8125)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.5, 3.4769565217391305)"
07-01-2023 20:42:35.555944,"(10.0, 30.0, 27.8125)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.5, 3.4769565217391305)"
07-01-2023 20:42:36.540217,"(10.0, 30.0, 27.8125)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.5, 3.4769565217391305)"
07-01-2023 20:42:37.640754,"(10.0, 30.0, 27.8125)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.5, 3.3311764705882356)"
07-01-2023 20:42:38.743743,"(10.0, 30.0, 27.8125)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.45, 3.3311764705882356)"
07-01-2023 20:42:39.774874,"(10.0, 30.0, 27.8125)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.4, 3.3791304347826085)"
07-01-2023 20:42:40.686979,"(10.0, 30.0, 27.8125)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.4, 3.3791304347826085)"
07-01-2023 20:42:41.636678,"(10.0, 30.0, 27.8125)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.4, 3.3791304347826085)"
07-01-2023 20:42:42.596414,"(10.0, 30.0, 27.8125)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.4, 3.3791304347826085)"
07-01-2023 20:42:43.528605,"(10.0, 30.0, 27.8125)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.4, 3.3791304347826085)"
07-01-2023 20:42:44.608722,"(10.0, 30.0, 27.8125)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.4, 3.212641509433962)"
07-01-2023 20:42:45.747781,"(10.0, 30.0, 28.11111111111111)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.35, 3.2813043478260866)"
07-01-2023 20:42:46.718952,"(10.0, 30.0, 28.11111111111111)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.3, 3.2813043478260866)"
07-01-2023 20:42:47.754075,"(10.0, 30.0, 28.11111111111111)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.3, 3.2813043478260866)"
07-01-2023 20:42:48.849769,"(10.0, 30.0, 28.11111111111111)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.3, 3.2813043478260866)"
07-01-2023 20:42:50.010192,"(10.0, 30.0, 28.11111111111111)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.3, 3.2813043478260866)"
07-01-2023 20:42:50.986290,"(10.0, 30.0, 28.11111111111111)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.3, 3.2813043478260866)"
07-01-2023 20:42:52.106285,"(10.0, 30.0, 28.11111111111111)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.3, 3.2813043478260866)"
07-01-2023 20:42:53.248534,"(10.0, 30.0, 28.11111111111111)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.3, 3.1409615384615384)"
07-01-2023 20:42:54.410532,"(10.0, 30.0, 28.11111111111111)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.25, 3.1409615384615384)"
07-01-2023 20:42:55.499959,"(10.0, 26.0, 24.555555555555557)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.25, 3.1409615384615384)"
07-01-2023 20:42:56.604207,"(10.0, 26.0, 24.555555555555557)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.25, 3.1409615384615384)"
07-01-2023 20:42:57.576214,"(10.0, 26.0, 24.214285714285715)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.25, 3.0852830188679246)"
07-01-2023 20:42:58.634732,"(10.0, 26.0, 24.214285714285715)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.2, 3.0209090909090905)"
07-01-2023 20:42:59.615921,"(10.0, 26.0, 24.214285714285715)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.15, 3.0209090909090905)"
07-01-2023 20:43:00.580194,"(10.0, 26.0, 22.125)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.15, 3.0209090909090905)"
07-01-2023 20:43:01.521562,"(10.0, 26.0, 22.125)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.15, 3.0209090909090905)"
07-01-2023 20:43:02.447626,"(10.0, 26.0, 22.125)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.15, 3.0209090909090905)"
07-01-2023 20:43:03.446219,"(10.0, 26.0, 22.125)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.15, 3.0209090909090905)"
07-01-2023 20:43:04.530250,"(10.0, 26.0, 22.125)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.15, 3.0209090909090905)"
07-01-2023 20:43:05.643055,"(10.0, 26.0, 22.125)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.15, 3.0209090909090905)"
07-01-2023 20:43:06.623614,"(10.0, 24.0, 20.625)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.15, 3.0209090909090905)"
07-01-2023 20:43:07.620892,"(10.0, 24.0, 20.625)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.15, 3.0209090909090905)"
07-01-2023 20:43:08.661221,"(10.0, 36.0, 29.625)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.15, 3.0209090909090905)"
07-01-2023 20:43:09.601165,"(10.0, 36.0, 29.625)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.15, 3.0209090909090905)"
07-01-2023 20:43:10.636235,"(10.0, 36.0, 29.625)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.15, 3.0111538461538463)"
07-01-2023 20:43:11.534955,"(10.0, 27.0, 22.875)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.1, 3.0111538461538463)"
07-01-2023 20:43:12.501933,"(10.0, 27.0, 22.875)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.1, 3.0111538461538463)"
07-01-2023 20:43:13.543680,"(10.0, 27.0, 23.125)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.1, 3.0111538461538463)"
07-01-2023 20:43:14.502597,"(10.0, 27.0, 23.125)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.1, 3.0111538461538463)"
07-01-2023 20:43:15.440947,"(10.0, 27.0, 23.125)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.1, 3.0111538461538463)"
07-01-2023 20:43:16.412918,"(10.0, 27.0, 23.125)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.1, 3.0111538461538463)"
07-01-2023 20:43:17.368648,"(10.0, 27.0, 23.125)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.1, 2.939090909090909)"
07-01-2023 20:43:18.308351,"(10.0, 27.0, 23.125)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.05, 2.939090909090909)"
07-01-2023 20:43:19.321365,"(10.0, 27.0, 23.125)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.05, 2.9483333333333333)"
07-01-2023 20:43:20.362856,"(10.0, 27.0, 23.125)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.05, 2.9483333333333333)"
07-01-2023 20:43:21.365104,"(10.0, 27.0, 23.125)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.05, 2.9483333333333333)"
07-01-2023 20:43:22.221639,"(10.0, 27.0, 23.125)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.05, 2.9483333333333333)"
07-01-2023 20:43:23.123988,"(10.0, 27.0, 23.125)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.05, 2.9483333333333333)"
07-01-2023 20:43:24.091819,"(10.0, 27.0, 23.125)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.05, 2.9483333333333333)"
07-01-2023 20:43:25.091889,"(10.0, 27.0, 23.125)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.05, 2.9246153846153846)"
07-01-2023 20:43:26.036425,"(10.0, 27.0, 23.125)","(3.3, 5.4, 4.153846153846154)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.0, 2.9246153846153846)"
07-01-2023 20:43:26.927562,"(10.0, 27.0, 23.125)","(3.3, 5.4, 5.04)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.0, 2.9246153846153846)"
07-01-2023 20:43:27.846989,"(10.0, 27.0, 23.125)","(3.3, 5.4, 5.04)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.0, 2.9246153846153846)"
07-01-2023 20:43:28.856904,"(10.0, 27.0, 23.125)","(3.3, 5.4, 5.04)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.0, 2.9246153846153846)"
07-01-2023 20:43:29.872519,"(10.0, 27.0, 23.125)","(3.3, 5.4, 5.04)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.0, 2.9246153846153846)"
07-01-2023 20:43:30.907060,"(10.0, 27.0, 23.125)","(3.3, 5.4, 5.04)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.0, 2.9246153846153846)"
07-01-2023 20:43:31.913173,"(10.0, 27.0, 24.5)","(3.3, 5.4, 5.04)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.0, 2.9246153846153846)"
07-01-2023 20:43:32.876043,"(10.0, 27.0, 24.5)","(3.3, 5.4, 5.04)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.0, 2.9246153846153846)"
07-01-2023 20:43:33.807457,"(10.0, 27.0, 24.5)","(3.3, 5.4, 5.04)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.0, 2.9246153846153846)"
07-01-2023 20:43:34.684019,"(10.0, 27.0, 24.5)","(3.3, 5.4, 5.04)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.0, 2.9246153846153846)"
07-01-2023 20:43:35.622029,"(10.0, 27.0, 24.5)","(3.3, 5.4, 5.04)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.0, 2.9246153846153846)"
07-01-2023 20:43:36.650165,"(10.0, 27.0, 24.5)","(3.3, 5.4, 5.04)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.0, 2.9246153846153846)"
07-01-2023 20:43:37.640694,"(10.0, 27.0, 24.5)","(3.3, 5.4, 5.04)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.0, 2.9246153846153846)"
07-01-2023 20:43:38.472237,"(10.0, 27.0, 24.5)","(3.3, 5.4, 5.04)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.0, 2.9246153846153846)"
07-01-2023 20:43:39.416995,"(10.0, 27.0, 24.5)","(3.3, 5.4, 5.04)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.0, 2.9246153846153846)"
07-01-2023 20:43:40.418750,"(10.0, 27.0, 24.5)","(3.3, 5.4, 5.04)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.0, 2.9246153846153846)"
07-01-2023 20:43:41.319985,"(10.0, 27.0, 24.5)","(3.3, 5.4, 5.04)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.0, 2.9246153846153846)"
07-01-2023 20:43:42.294348,"(10.0, 27.0, 24.5)","(3.3, 5.4, 5.04)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.0, 2.9246153846153846)"
07-01-2023 20:43:43.297650,"(10.0, 27.0, 24.5)","(3.3, 5.4, 5.04)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.0, 2.9246153846153846)"
07-01-2023 20:43:44.323510,"(10.0, 27.0, 24.5)","(3.3, 5.4, 5.04)","(7.0, 12.5, 10.314285714285715)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 3.0, 2.9246153846153846)"
