,Dayseas Trudie,Mayfair Fantasy,Got No Torque,Meg Bee,Heres Caza,Me And You,Calla Sue,Miss Sassy
04-01-2023 14:43:18.583581,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.209090909090909)","(13.0, 29.0, 22.0)","(3.2, 4.4, 3.2181818181818183)","(10.0, 99999, 99990)","(10.0, 19.5, 15.9)","(14.0, 34.0, 16.0625)"
04-01-2023 14:43:19.616746,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.209090909090909)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.5333333333333337)","(10.0, 99999, 99990)","(10.0, 19.5, 15.9)","(14.0, 34.0, 16.0625)"
04-01-2023 14:43:20.687212,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.197826086956521)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.5333333333333337)","(10.0, 99999, 99990)","(10.0, 19.5, 15.9)","(14.0, 34.0, 16.0625)"
04-01-2023 14:43:21.826180,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.122727272727273)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.5333333333333337)","(10.0, 99999, 99990)","(10.0, 19.5, 15.9)","(14.0, 34.0, 16.0625)"
04-01-2023 14:43:22.991903,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.036363636363636)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.5333333333333337)","(10.0, 99999, 99990)","(10.0, 19.5, 15.9)","(14.0, 34.0, 16.0625)"
04-01-2023 14:43:24.710110,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.036363636363636)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.507142857142857)","(10.0, 99999, 99990)","(10.0, 19.5, 15.9)","(14.0, 34.0, 16.0625)"
04-01-2023 14:43:26.199005,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.197826086956521)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.476923076923077)","(10.0, 99999, 99990)","(10.0, 19.5, 15.9)","(14.0, 34.0, 16.0625)"
04-01-2023 14:43:27.606321,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.122727272727273)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.5333333333333337)","(10.0, 99999, 99990)","(10.0, 19.5, 15.9)","(14.0, 34.0, 16.0625)"
04-01-2023 14:43:28.798216,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.122727272727273)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.476923076923077)","(10.0, 99999, 99990)","(10.0, 19.5, 15.9)","(14.0, 34.0, 16.0625)"
04-01-2023 14:43:29.902421,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.122727272727273)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.476923076923077)","(10.0, 99999, 99990)","(10.0, 19.5, 15.9)","(14.0, 34.0, 16.0625)"
04-01-2023 14:43:30.979266,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.122727272727273)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.476923076923077)","(10.0, 99999, 99990)","(10.0, 19.5, 15.9)","(14.0, 34.0, 16.0625)"
04-01-2023 14:43:32.073335,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.280434782608696)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.5333333333333337)","(10.0, 99999, 99990)","(10.0, 19.5, 15.9)","(14.0, 34.0, 16.0625)"
04-01-2023 14:43:33.162890,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.209090909090909)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.476923076923077)","(10.0, 99999, 99990)","(10.0, 19.5, 15.9)","(14.0, 34.0, 16.0625)"
04-01-2023 14:43:34.237298,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.036363636363636)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.476923076923077)","(10.0, 99999, 99990)","(10.0, 19.5, 15.9)","(14.0, 34.0, 16.0625)"
04-01-2023 14:43:35.328685,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.165909090909091)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.476923076923077)","(10.0, 99999, 99990)","(10.0, 19.5, 15.9)","(14.0, 34.0, 16.0625)"
04-01-2023 14:43:36.465411,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.309090909090909)","(10.0, 99999, 99990)","(10.0, 19.5, 15.9)","(14.0, 34.0, 16.0625)"
04-01-2023 14:43:37.715157,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.5333333333333337)","(10.0, 99999, 99990)","(10.0, 19.5, 15.9)","(14.0, 34.0, 16.0625)"
04-01-2023 14:43:38.806468,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.507142857142857)","(10.0, 99999, 99990)","(10.0, 19.5, 15.9)","(14.0, 34.0, 16.0625)"
04-01-2023 14:43:39.937612,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.476923076923077)","(10.0, 99999, 99990)","(10.0, 19.5, 15.9)","(14.0, 34.0, 16.0625)"
04-01-2023 14:43:41.223740,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.476923076923077)","(10.0, 99999, 99990)","(10.0, 19.5, 15.9)","(14.0, 34.0, 16.0625)"
04-01-2023 14:43:42.630213,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.5333333333333337)","(10.0, 99999, 99990)","(10.0, 19.5, 15.9)","(14.0, 34.0, 16.0625)"
04-01-2023 14:43:43.950536,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.476923076923077)","(10.0, 99999, 99990)","(10.0, 19.5, 15.9)","(14.0, 34.0, 16.0625)"
04-01-2023 14:43:45.444399,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.476923076923077)","(10.0, 99999, 99990)","(10.0, 19.5, 15.9)","(14.0, 34.0, 16.0625)"
04-01-2023 14:43:46.645300,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.5333333333333337)","(10.0, 99999, 99990)","(10.0, 19.5, 15.9)","(14.0, 34.0, 16.0625)"
04-01-2023 14:43:47.951689,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.476923076923077)","(10.0, 99999, 99990)","(10.0, 19.5, 15.9)","(14.0, 34.0, 16.0625)"
04-01-2023 14:43:49.124716,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.476923076923077)","(10.0, 99999, 99990)","(10.0, 19.5, 13.833333333333334)","(14.0, 34.0, 16.0625)"
04-01-2023 14:43:50.241955,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.5333333333333337)","(10.0, 99999, 99990)","(10.0, 19.5, 13.833333333333334)","(14.0, 34.0, 16.0625)"
04-01-2023 14:43:51.371888,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.476923076923077)","(10.0, 99999, 99990)","(10.0, 19.5, 13.833333333333334)","(14.0, 34.0, 16.0625)"
04-01-2023 14:43:52.599656,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.476923076923077)","(10.0, 99999, 99990)","(10.0, 19.5, 13.833333333333334)","(14.0, 34.0, 16.0625)"
04-01-2023 14:43:53.765338,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.2181818181818183)","(10.0, 99999, 99990)","(10.0, 19.5, 13.833333333333334)","(14.0, 34.0, 16.0625)"
04-01-2023 14:43:54.941414,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.2181818181818183)","(10.0, 99999, 99990)","(10.0, 19.5, 13.833333333333334)","(14.0, 34.0, 16.0625)"
04-01-2023 14:43:56.128247,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.2181818181818183)","(10.0, 99999, 99990)","(10.0, 19.5, 13.833333333333334)","(14.0, 34.0, 16.0625)"
04-01-2023 14:43:57.327852,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.2181818181818183)","(10.0, 99999, 99990)","(10.0, 19.5, 13.833333333333334)","(14.0, 34.0, 16.0625)"
04-01-2023 14:43:58.507230,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.2181818181818183)","(10.0, 99999, 99990)","(10.0, 19.5, 13.833333333333334)","(14.0, 34.0, 16.0625)"
04-01-2023 14:43:59.705254,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.2181818181818183)","(10.0, 99999, 99990)","(10.0, 19.5, 13.833333333333334)","(14.0, 34.0, 16.0625)"
04-01-2023 14:44:00.960578,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.2181818181818183)","(10.0, 99999, 99990)","(10.0, 19.5, 13.833333333333334)","(14.0, 34.0, 16.0625)"
04-01-2023 14:44:02.223441,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.2181818181818183)","(10.0, 99999, 99990)","(10.0, 19.5, 13.833333333333334)","(14.0, 34.0, 16.0625)"
04-01-2023 14:44:03.443561,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.2181818181818183)","(10.0, 99999, 99990)","(10.0, 19.5, 13.833333333333334)","(14.0, 34.0, 16.0625)"
04-01-2023 14:44:04.675454,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.2181818181818183)","(10.0, 99999, 99990)","(10.0, 19.5, 13.833333333333334)","(14.0, 34.0, 16.0625)"
04-01-2023 14:44:05.926756,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.2181818181818183)","(10.0, 99999, 99990)","(10.0, 19.5, 13.833333333333334)","(14.0, 34.0, 16.0625)"
04-01-2023 14:44:07.165363,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.2181818181818183)","(10.0, 99999, 99990)","(10.0, 19.5, 13.833333333333334)","(14.0, 34.0, 16.0625)"
04-01-2023 14:44:08.380855,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.2181818181818183)","(10.0, 99999, 99990)","(10.0, 19.5, 13.833333333333334)","(14.0, 34.0, 16.0625)"
04-01-2023 14:44:09.492515,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.2181818181818183)","(10.0, 99999, 99990)","(10.0, 19.5, 13.833333333333334)","(14.0, 34.0, 16.0625)"
04-01-2023 14:44:10.599782,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.2181818181818183)","(10.0, 99999, 99990)","(10.0, 19.5, 13.833333333333334)","(14.0, 34.0, 16.0625)"
04-01-2023 14:44:11.757760,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.2181818181818183)","(10.0, 99999, 99990)","(10.0, 19.5, 13.833333333333334)","(14.0, 34.0, 16.0625)"
04-01-2023 14:44:12.937166,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.2181818181818183)","(10.0, 99999, 99990)","(10.0, 19.5, 13.833333333333334)","(14.0, 34.0, 16.0625)"
04-01-2023 14:44:14.110512,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.2181818181818183)","(10.0, 99999, 99990)","(10.0, 19.5, 13.833333333333334)","(14.0, 34.0, 16.0625)"
04-01-2023 14:44:15.249024,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.5333333333333337)","(10.0, 99999, 99990)","(10.0, 19.5, 13.833333333333334)","(14.0, 34.0, 16.0625)"
04-01-2023 14:44:16.378121,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.715789473684211)","(10.0, 99999, 99990)","(10.0, 19.5, 13.833333333333334)","(14.0, 34.0, 16.0625)"
04-01-2023 14:44:17.503444,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.715789473684211)","(10.0, 99999, 99990)","(10.0, 19.5, 13.833333333333334)","(14.0, 34.0, 16.0625)"
04-01-2023 14:44:18.604226,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.715789473684211)","(10.0, 99999, 99990)","(10.0, 19.5, 13.833333333333334)","(14.0, 34.0, 16.0625)"
04-01-2023 14:44:19.711144,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.715789473684211)","(10.0, 99999, 99990)","(10.0, 19.5, 13.833333333333334)","(14.0, 34.0, 16.0625)"
04-01-2023 14:44:20.749164,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.715789473684211)","(10.0, 99999, 99990)","(10.0, 19.5, 13.833333333333334)","(14.0, 34.0, 16.0625)"
04-01-2023 14:44:21.737943,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.715789473684211)","(10.0, 99999, 99990)","(10.0, 19.5, 13.833333333333334)","(14.0, 34.0, 16.0625)"
04-01-2023 14:44:22.742986,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.715789473684211)","(10.0, 99999, 99990)","(10.0, 19.5, 13.833333333333334)","(14.0, 34.0, 16.0625)"
04-01-2023 14:44:23.768098,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.715789473684211)","(10.0, 99999, 99990)","(10.0, 19.5, 13.833333333333334)","(14.0, 34.0, 16.0625)"
04-01-2023 14:44:24.789401,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.715789473684211)","(10.0, 99999, 99990)","(10.0, 19.5, 13.833333333333334)","(14.0, 34.0, 16.0625)"
04-01-2023 14:44:25.837890,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.715789473684211)","(10.0, 99999, 99990)","(10.0, 19.5, 13.833333333333334)","(14.0, 34.0, 16.0625)"
04-01-2023 14:44:26.952394,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.715789473684211)","(10.0, 99999, 99990)","(10.0, 19.5, 13.833333333333334)","(14.0, 34.0, 16.0625)"
04-01-2023 14:44:28.060615,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.715789473684211)","(10.0, 99999, 99990)","(10.0, 19.5, 13.833333333333334)","(14.0, 34.0, 16.0625)"
04-01-2023 14:44:29.200019,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.715789473684211)","(10.0, 99999, 99990)","(10.0, 19.5, 13.833333333333334)","(14.0, 34.0, 16.0625)"
04-01-2023 14:44:30.305797,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.715789473684211)","(10.0, 99999, 99990)","(10.0, 19.5, 13.833333333333334)","(14.0, 34.0, 16.0625)"
04-01-2023 14:44:31.429562,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.715789473684211)","(10.0, 99999, 99990)","(10.0, 19.5, 13.833333333333334)","(14.0, 34.0, 16.0625)"
04-01-2023 14:44:32.558105,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.715789473684211)","(10.0, 99999, 99990)","(10.0, 19.5, 13.833333333333334)","(14.0, 34.0, 16.0625)"
04-01-2023 14:44:33.670857,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.715789473684211)","(10.0, 99999, 99990)","(10.0, 19.5, 13.833333333333334)","(14.0, 34.0, 16.0625)"
04-01-2023 14:44:34.751219,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.715789473684211)","(10.0, 99999, 99990)","(10.0, 19.5, 13.833333333333334)","(14.0, 34.0, 16.0625)"
04-01-2023 14:44:35.795971,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.715789473684211)","(10.0, 99999, 99990)","(10.0, 19.5, 13.833333333333334)","(14.0, 34.0, 16.0625)"
04-01-2023 14:44:36.781525,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.715789473684211)","(10.0, 99999, 99990)","(10.0, 19.5, 13.833333333333334)","(14.0, 34.0, 16.0625)"
04-01-2023 14:44:37.739190,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.715789473684211)","(10.0, 99999, 99990)","(10.0, 19.5, 13.833333333333334)","(14.0, 34.0, 16.0625)"
04-01-2023 14:44:38.758313,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.715789473684211)","(10.0, 99999, 99990)","(10.0, 19.5, 13.833333333333334)","(14.0, 34.0, 16.0625)"
04-01-2023 14:44:39.826325,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.6537037037037035)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.4, 3.715789473684211)","(10.0, 99999, 99990)","(10.0, 19.5, 13.833333333333334)","(14.0, 34.0, 16.0625)"
04-01-2023 14:44:40.939723,"(61.0, 200.0, 157.14285714285714)","(2.8, 4.2, 3.3654545454545453)","(3.7, 5.4, 4.575)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.7, 3.523076923076923)","(10.0, 99999, 99990)","(10.0, 19.5, 12.5)","(14.0, 34.0, 15.363636363636363)"
04-01-2023 14:44:42.038760,"(61.0, 200.0, 170.0)","(2.8, 4.2, 3.3654545454545453)","(3.7, 5.4, 4.575)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.6, 3.4846153846153847)","(10.0, 99999, 99990)","(10.0, 20.0, 12.5)","(14.0, 34.0, 15.208333333333334)"
04-01-2023 14:44:43.105715,"(61.0, 200.0, 170.0)","(2.8, 4.1, 3.7325)","(3.7, 5.4, 4.575)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.6, 3.2363636363636363)","(10.0, 99999, 99990)","(10.0, 20.0, 12.5)","(14.0, 34.0, 15.208333333333334)"
04-01-2023 14:44:44.167540,"(61.0, 200.0, 170.0)","(2.8, 4.1, 3.7325)","(3.7, 5.4, 4.575)","(13.0, 29.0, 17.666666666666668)","(3.2, 4.6, 3.2363636363636363)","(10.0, 99999, 99990)","(10.0, 20.0, 12.5)","(14.0, 34.0, 15.208333333333334)"
04-01-2023 14:44:45.274544,"(61.0, 200.0, 170.0)","(2.8, 4.1, 3.7325)","(3.7, 5.4, 4.575)","(13.0, 29.0, 16.5)","(3.2, 4.6, 3.6)","(10.0, 99999, 99990)","(10.0, 20.0, 12.5)","(14.0, 34.0, 15.208333333333334)"
04-01-2023 14:44:46.429826,"(61.0, 200.0, 172.72727272727275)","(2.8, 4.1, 3.7325)","(3.7, 5.4, 4.575)","(13.0, 30.0, 16.5)","(3.2, 4.6, 3.6)","(10.0, 99999, 99990)","(10.0, 20.0, 12.5)","(14.0, 34.0, 15.208333333333334)"
04-01-2023 14:44:47.466722,"(61.0, 200.0, 172.72727272727275)","(2.8, 4.1, 3.7325)","(3.7, 5.4, 4.575)","(13.0, 30.0, 16.5)","(3.2, 4.6, 3.6)","(10.0, 99999, 99990)","(10.0, 20.0, 12.5)","(14.0, 34.0, 15.208333333333334)"
04-01-2023 14:44:48.454894,"(61.0, 200.0, 172.72727272727275)","(2.8, 4.2, 4.124444444444444)","(3.7, 5.4, 4.575)","(13.0, 30.0, 16.5)","(3.2, 4.6, 3.523076923076923)","(10.0, 99999, 99990)","(10.0, 20.0, 12.5)","(14.0, 34.0, 15.208333333333334)"
04-01-2023 14:44:49.437541,"(61.0, 200.0, 172.72727272727275)","(2.8, 4.3, 4.2188888888888885)","(3.7, 5.4, 4.575)","(13.0, 30.0, 16.5)","(3.2, 4.6, 3.523076923076923)","(10.0, 99999, 99990)","(10.0, 20.0, 12.5)","(14.0, 34.0, 15.208333333333334)"
04-01-2023 14:44:50.472093,"(61.0, 200.0, 172.72727272727275)","(2.8, 4.3, 4.2188888888888885)","(3.7, 5.4, 4.575)","(13.0, 30.0, 16.5)","(3.2, 4.6, 3.523076923076923)","(10.0, 99999, 99990)","(10.0, 20.0, 12.5)","(14.0, 34.0, 15.208333333333334)"
04-01-2023 14:44:51.501815,"(61.0, 200.0, 172.72727272727275)","(2.8, 4.3, 4.2188888888888885)","(3.7, 5.4, 4.575)","(13.0, 30.0, 16.5)","(3.2, 4.6, 3.2363636363636363)","(10.0, 99999, 99990)","(10.0, 20.0, 12.5)","(14.0, 34.0, 15.208333333333334)"
