,Dayseas Trudie,Mayfair Fantasy,Got No Torque,Meg Bee,Heres Caza,Me And You,Calla Sue,Miss Sassy
04-01-2023 14:40:56.747412,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.7, 2.899230769230769)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:40:57.990301,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 2.899230769230769)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:40:59.541230,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 2.899230769230769)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:41:00.895575,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 2.899230769230769)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:41:02.214804,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 2.899230769230769)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:41:03.711472,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 2.899230769230769)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:41:05.246169,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 2.899230769230769)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:41:06.572532,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 2.899230769230769)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:41:07.855404,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 2.899230769230769)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:41:09.194074,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.2439999999999998)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:41:10.478314,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.2439999999999998)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:41:11.727027,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.2439999999999998)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:41:12.933683,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.2439999999999998)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:41:14.138227,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.2439999999999998)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:41:15.422553,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.2439999999999998)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:41:16.618309,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:41:17.891033,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:41:19.140029,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:41:20.403256,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:41:21.741156,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:41:23.023777,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:41:24.329719,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:41:25.629797,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:41:26.865957,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:41:28.049038,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:41:29.254885,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:41:30.380180,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:41:31.494877,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:41:32.665960,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:41:33.773482,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:41:34.887313,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:41:36.050634,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:41:37.229738,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:41:38.401260,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:41:39.547604,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:41:40.675523,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:41:41.770736,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:41:42.913103,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:41:44.040969,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:41:45.234143,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:41:46.440357,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:41:47.670475,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:41:48.903057,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:41:50.112697,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:41:51.374338,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:41:52.825058,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:41:54.097837,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:41:55.326926,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:41:56.602116,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:41:57.826606,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:41:59.005029,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:42:00.172380,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:42:01.335401,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:42:02.576918,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:42:03.822121,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:42:05.073413,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:42:06.494817,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:42:07.748972,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:42:09.046950,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:42:10.308543,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:42:11.643844,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:42:13.021261,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:42:14.413881,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:42:15.817880,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:42:17.243744,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:42:18.477453,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:42:19.655455,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:42:20.874781,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:42:21.982914,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:42:23.109569,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:42:24.304302,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:42:25.506140,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:42:26.989040,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:42:28.126463,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:42:29.582666,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:42:31.608822,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:42:32.824134,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:42:34.094064,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:42:35.342125,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:42:36.579764,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:42:37.798180,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:42:39.050048,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:42:40.324077,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
04-01-2023 14:42:41.538138,"(61.0, 200.0, 157.14285714285714)","(2.8, 3.85, 3.4320689655172414)","(3.7, 6.8, 4.156521739130435)","(13.0, 29.0, 24.625)","(3.2, 4.4, 3.5875000000000004)","(10.0, 99999, 99990)","(10.0, 19.5, 18.37777777777778)","(14.0, 34.0, 20.0)"
