,Dr Racheal,Nyah Nyah Demon,Hustle Nina,Be Yourself,Hot Fudge,Mini Mason,Tinker Dan,Be Little
07-12-2022 18:03:28.513137,"(7.0, 8.0, 7.919101123595506)","(1.75, 2.04, 2.0163636363636366)","(4.4, 5.6, 5.596)","(71.0, 180.0, 177.65625)","(9.0, 13.5, 13.422222222222222)","(20.0, 32.0, 31.894736842105264)","(14.0, 19.0, 18.27777777777778)","(20.0, 34.0, 32.857142857142854)"
07-12-2022 18:03:30.173586,"(7.0, 8.0, 7.928571428571429)","(1.75, 2.02, 2.017014925373134)","(4.4, 5.7, 5.5777777777777775)","(71.0, 180.0, 177.65625)","(9.0, 13.5, 13.672131147540984)","(20.0, 32.0, 31.894736842105264)","(14.0, 18.5, 18.27777777777778)","(20.0, 30.0, 29.181818181818183)"
07-12-2022 18:03:31.692281,"(7.0, 8.0, 7.944)","(1.75, 2.02, 2.0163636363636366)","(4.4, 5.7, 5.703225806451613)","(71.0, 180.0, 177.65625)","(9.0, 14.0, 13.590909090909092)","(20.0, 32.0, 31.9)","(14.0, 18.5, 18.27777777777778)","(20.0, 30.0, 28.57894736842105)"
07-12-2022 18:03:33.291484,"(7.0, 8.0, 7.957575757575757)","(1.75, 2.02, 2.0078260869565216)","(4.4, 5.8, 5.696)","(71.0, 180.0, 177.65625)","(9.0, 14.0, 13.84375)","(20.0, 32.0, 31.9)","(14.0, 18.5, 17.923076923076923)","(20.0, 29.0, 28.5)"
07-12-2022 18:03:34.723057,"(7.0, 8.2, 8.004444444444443)","(1.75, 2.04, 2.00864)","(4.4, 5.8, 5.826050420168068)","(71.0, 180.0, 177.65625)","(9.0, 14.0, 13.9375)","(20.0, 32.0, 31.894736842105264)","(14.0, 18.0, 17.0625)","(20.0, 29.0, 28.285714285714285)"
07-12-2022 18:03:36.297960,"(7.0, 8.2, 7.987755102040816)","(1.75, 2.04, 1.9960869565217392)","(4.4, 5.9, 5.866666666666667)","(71.0, 180.0, 177.65625)","(9.0, 14.0, 13.9375)","(20.0, 32.0, 31.894736842105264)","(14.0, 17.5, 17.03846153846154)","(19.0, 29.0, 27.58823529411765)"
07-12-2022 18:03:37.862445,"(6.5, 8.2, 7.987755102040816)","(1.75, 2.02, 1.99875)","(4.4, 5.9, 5.8533333333333335)","(71.0, 180.0, 177.65625)","(9.0, 14.0, 13.9375)","(20.0, 32.0, 31.9)","(14.0, 17.5, 17.03846153846154)","(19.0, 29.0, 27.833333333333332)"
07-12-2022 18:03:39.434931,"(6.5, 8.2, 7.987755102040816)","(1.75, 2.0, 1.9833333333333334)","(4.4, 5.9, 5.8533333333333335)","(71.0, 180.0, 177.65625)","(9.0, 14.0, 14.028301886792454)","(20.0, 32.0, 31.866666666666667)","(14.0, 17.5, 17.125)","(19.0, 29.0, 27.833333333333332)"
07-12-2022 18:03:41.121619,"(6.5, 8.2, 8.035294117647059)","(1.75, 1.99, 1.9771794871794872)","(4.4, 5.9, 5.863829787234042)","(71.0, 180.0, 177.65625)","(9.0, 14.5, 14.14)","(20.0, 32.0, 31.866666666666667)","(14.0, 17.5, 17.055555555555557)","(19.0, 29.0, 27.833333333333332)"
07-12-2022 18:03:42.740668,"(6.5, 8.2, 7.7394495412844035)","(1.75, 1.99, 1.976865671641791)","(4.4, 6.0, 5.944117647058824)","(71.0, 180.0, 177.65625)","(9.0, 14.5, 14.73076923076923)","(20.0, 32.0, 31.857142857142858)","(14.0, 17.5, 17.112903225806452)","(19.0, 29.0, 27.625)"
07-12-2022 18:03:44.440834,"(6.5, 7.8, 7.7056910569105685)","(1.75, 1.99, 1.9775)","(4.4, 6.2, 5.951428571428572)","(71.0, 180.0, 177.65625)","(9.0, 15.0, 14.928571428571429)","(20.0, 32.0, 31.88888888888889)","(14.0, 17.5, 16.708333333333332)","(19.0, 29.0, 27.833333333333332)"
07-12-2022 18:03:46.077007,"(6.5, 7.8, 7.758536585365853)","(1.75, 1.98, 1.9749333333333332)","(4.4, 6.2, 5.966964285714286)","(71.0, 180.0, 177.65625)","(9.0, 15.0, 15.17741935483871)","(20.0, 32.0, 31.894736842105264)","(14.0, 17.0, 16.642857142857142)","(19.0, 29.0, 27.833333333333332)"
07-12-2022 18:03:47.722326,"(6.5, 7.8, 7.702272727272727)","(1.75, 1.98, 1.9725454545454546)","(4.4, 6.2, 6.1421052631578945)","(71.0, 180.0, 177.65625)","(9.0, 15.5, 15.117647058823529)","(20.0, 32.0, 31.894736842105264)","(14.0, 17.0, 16.583333333333332)","(19.0, 29.0, 27.833333333333332)"
07-12-2022 18:03:49.367410,"(6.5, 7.8, 7.78125)","(1.75, 1.98, 1.9713333333333334)","(4.4, 6.4, 6.153535353535354)","(71.0, 180.0, 165.71428571428572)","(10.0, 15.5, 15.117647058823529)","(21.0, 32.0, 31.894736842105264)","(14.0, 17.0, 16.583333333333332)","(19.0, 29.0, 27.833333333333332)"
07-12-2022 18:03:51.076135,"(6.5, 7.8, 7.758904109589041)","(1.75, 1.98, 1.97)","(4.4, 6.4, 6.169811320754717)","(71.0, 180.0, 172.85714285714286)","(10.0, 15.5, 15.066666666666666)","(21.0, 32.0, 33.69230769230769)","(14.0, 17.0, 16.583333333333332)","(19.0, 29.0, 27.434782608695652)"
07-12-2022 18:03:53.753287,"(6.5, 7.8, 7.680555555555555)","(1.75, 2.02, 2.015187165775401)","(4.6, 6.2, 6.140425531914894)","(71.0, 180.0, 178.84615384615384)","(10.0, 15.0, 14.746835443037975)","(21.0, 34.0, 33.673469387755105)","(14.0, 16.5, 16.333333333333332)","(19.0, 29.0, 27.25)"
07-12-2022 18:03:55.469526,"(6.5, 7.8, 7.46218487394958)","(1.75, 2.02, 2.0156626506024096)","(4.6, 6.2, 5.973469387755102)","(71.0, 180.0, 177.45762711864407)","(10.0, 15.0, 14.931159420289855)","(21.0, 34.0, 33.371428571428574)","(14.0, 16.5, 16.325892857142858)","(19.0, 28.0, 27.5)"
07-12-2022 18:03:57.540831,"(6.5, 7.6, 7.335294117647059)","(1.75, 2.04, 2.0218803418803417)","(4.6, 6.0, 5.937037037037038)","(71.0, 180.0, 177.45762711864407)","(10.0, 16.0, 15.720689655172414)","(21.0, 34.0, 33.68888888888889)","(14.0, 16.5, 16.330357142857142)","(19.0, 29.0, 28.304347826086957)"
07-12-2022 18:03:59.605777,"(6.5, 7.4, 7.267741935483871)","(1.75, 2.04, 2.0257342657342656)","(4.6, 6.0, 5.945283018867925)","(71.0, 170.0, 169.28571428571428)","(10.0, 15.5, 15.424242424242424)","(21.0, 34.0, 33.853658536585364)","(14.0, 16.5, 16.330357142857142)","(19.0, 29.0, 28.03846153846154)"
07-12-2022 18:04:01.368027,"(6.5, 7.4, 7.255421686746988)","(1.75, 2.04, 2.024864864864865)","(4.6, 6.2, 5.902222222222222)","(71.0, 170.0, 169.28571428571428)","(10.0, 15.5, 15.43421052631579)","(21.0, 34.0, 34.32)","(14.0, 16.5, 16.330357142857142)","(19.0, 29.0, 28.041666666666668)"
07-12-2022 18:04:03.124818,"(6.5, 7.4, 7.153623188405797)","(1.75, 2.04, 2.012982456140351)","(4.6, 6.0, 5.945967741935484)","(71.0, 170.0, 169.28571428571428)","(10.0, 15.5, 15.4375)","(21.0, 36.0, 34.32)","(13.0, 16.5, 16.258278145695364)","(19.0, 29.0, 29.1)"
07-12-2022 18:04:04.828855,"(6.5, 7.2, 7.248780487804878)","(1.75, 2.02, 2.021679389312977)","(4.6, 6.2, 5.966176470588236)","(71.0, 170.0, 169.28571428571428)","(10.0, 15.5, 15.436363636363636)","(21.0, 36.0, 34.32)","(13.0, 16.5, 15.323529411764707)","(19.0, 30.0, 29.15625)"
07-12-2022 18:04:06.614742,"(6.5, 7.4, 7.228571428571429)","(1.75, 2.04, 2.020327868852459)","(4.6, 6.2, 6.037254901960784)","(71.0, 170.0, 178.92857142857142)","(10.0, 15.5, 15.440677966101696)","(21.0, 36.0, 34.32)","(13.0, 15.5, 14.785714285714286)","(19.0, 30.0, 29.48076923076923)"
07-12-2022 18:04:08.375373,"(6.5, 7.4, 7.32054794520548)","(1.75, 2.04, 2.0211023622047244)","(4.6, 6.2, 6.0152777777777775)","(71.0, 180.0, 177.45762711864407)","(10.0, 15.5, 15.64516129032258)","(21.0, 36.0, 34.17391304347826)","(13.0, 15.0, 14.954545454545455)","(19.0, 30.0, 31.20408163265306)"
07-12-2022 18:04:10.134162,"(6.5, 7.4, 7.32054794520548)","(1.75, 2.04, 2.020900900900901)","(4.6, 6.2, 6.0152777777777775)","(71.0, 180.0, 177.54098360655738)","(10.0, 16.0, 15.619047619047619)","(21.0, 36.0, 34.17391304347826)","(13.0, 15.0, 14.976190476190476)","(19.0, 32.0, 31.20408163265306)"
07-12-2022 18:04:11.734890,"(6.5, 7.4, 7.273684210526316)","(1.75, 2.04, 2.0242857142857145)","(4.6, 6.2, 5.988888888888889)","(71.0, 180.0, 177.54098360655738)","(10.0, 16.0, 15.424242424242424)","(21.0, 36.0, 34.17391304347826)","(13.0, 15.0, 14.975)","(19.0, 32.0, 31.21212121212121)"
07-12-2022 18:04:13.527813,"(6.5, 7.4, 7.255737704918033)","(1.75, 2.04, 2.0235514018691587)","(4.6, 6.0, 5.973295454545455)","(71.0, 180.0, 177.54098360655738)","(10.0, 15.5, 15.403846153846153)","(21.0, 36.0, 34.12244897959184)","(13.0, 15.0, 14.982758620689655)","(19.0, 32.0, 31.40909090909091)"
07-12-2022 18:04:15.227987,"(6.5, 7.4, 7.277192982456141)","(1.75, 2.04, 2.008985507246377)","(4.6, 6.2, 5.976331360946745)","(71.0, 180.0, 165.71428571428572)","(10.0, 15.5, 15.291666666666666)","(21.0, 36.0, 34.5)","(13.0, 15.0, 15.318181818181818)","(19.0, 32.0, 31.55)"
07-12-2022 18:04:17.254674,"(6.5, 7.4, 7.272131147540984)","(1.75, 2.02, 2.0071641791044774)","(4.6, 6.2, 5.952941176470588)","(71.0, 180.0, 173.33333333333334)","(10.0, 15.5, 15.291666666666666)","(21.0, 38.0, 36.10526315789474)","(13.0, 15.5, 15.2)","(19.0, 32.0, 31.333333333333332)"
07-12-2022 18:04:19.369936,"(6.5, 7.4, 7.276363636363636)","(1.75, 2.02, 2.0077966101694917)","(4.6, 6.2, 5.952941176470588)","(71.0, 180.0, 173.33333333333334)","(10.0, 15.5, 14.8)","(21.0, 38.0, 36.2)","(13.0, 15.5, 15.26923076923077)","(19.0, 32.0, 31.485714285714288)"
07-12-2022 18:04:21.527209,"(6.5, 7.4, 7.295454545454546)","(1.75, 2.02, 1.9993478260869566)","(4.6, 6.2, 5.952941176470588)","(71.0, 180.0, 168.57142857142858)","(10.0, 15.0, 14.625)","(21.0, 38.0, 36.2)","(13.0, 15.5, 15.333333333333334)","(19.0, 32.0, 31.485714285714288)"
07-12-2022 18:04:23.318614,"(6.5, 7.4, 7.211428571428572)","(1.75, 2.0, 2.026530612244898)","(4.6, 6.2, 5.917518248175183)","(71.0, 190.0, 187.8181818181818)","(10.0, 15.0, 14.68)","(21.0, 38.0, 36.5)","(13.0, 15.5, 15.196428571428571)","(19.0, 32.0, 31.485714285714288)"
07-12-2022 18:04:24.931217,"(6.5, 7.4, 7.211428571428572)","(1.75, 2.04, 2.0432592592592593)","(4.6, 6.2, 5.773684210526316)","(71.0, 190.0, 187.8181818181818)","(10.0, 15.0, 14.39655172413793)","(21.0, 38.0, 36.54545454545455)","(13.0, 15.5, 15.196428571428571)","(19.0, 32.0, 31.485714285714288)"
07-12-2022 18:04:26.487844,"(6.5, 7.4, 7.245283018867925)","(1.75, 2.06, 2.045511811023622)","(4.6, 5.8, 5.8213114754098365)","(71.0, 190.0, 185.69230769230768)","(10.0, 14.5, 14.35)","(21.0, 38.0, 36.54545454545455)","(13.0, 15.5, 14.821428571428571)","(19.0, 32.0, 31.513513513513512)"
07-12-2022 18:04:28.567890,"(6.5, 7.4, 7.290196078431372)","(1.75, 2.06, 2.0485)","(4.6, 5.9, 5.805714285714286)","(71.0, 190.0, 185.69230769230768)","(10.0, 14.5, 14.166666666666666)","(21.0, 38.0, 36.54545454545455)","(13.0, 15.0, 14.821428571428571)","(19.0, 32.0, 31.555555555555557)"
07-12-2022 18:04:30.346678,"(6.5, 7.4, 7.290196078431372)","(1.75, 2.06, 2.04969696969697)","(4.6, 5.9, 5.8213114754098365)","(71.0, 190.0, 185.69230769230768)","(10.0, 14.5, 14.115384615384615)","(21.0, 38.0, 36.54545454545455)","(13.0, 15.0, 14.821428571428571)","(19.0, 32.0, 31.555555555555557)"
07-12-2022 18:04:32.434858,"(6.5, 7.4, 7.1671875)","(1.75, 2.1, 2.096)","(4.6, 5.9, 5.730769230769231)","(71.0, 180.0, 179.0)","(10.0, 14.5, 14.09375)","(21.0, 38.0, 36.608695652173914)","(13.0, 15.0, 14.605263157894736)","(19.0, 32.0, 31.444444444444443)"
07-12-2022 18:04:34.196162,"(6.5, 7.2, 7.144594594594595)","(1.75, 2.1, 2.10218487394958)","(4.6, 5.9, 5.66060606060606)","(71.0, 180.0, 179.0)","(10.0, 14.5, 14.078947368421053)","(21.0, 38.0, 36.608695652173914)","(13.0, 15.0, 14.48936170212766)","(19.0, 32.0, 31.444444444444443)"
07-12-2022 18:04:35.925858,"(6.5, 7.2, 7.144594594594595)","(1.75, 2.12, 2.0971428571428574)","(4.6, 5.7, 5.65593220338983)","(71.0, 180.0, 178.9090909090909)","(10.0, 14.5, 14.078947368421053)","(21.0, 38.0, 35.86666666666667)","(13.0, 15.0, 14.414634146341463)","(19.0, 32.0, 31.444444444444443)"
07-12-2022 18:04:37.586917,"(6.5, 7.2, 7.144594594594595)","(1.75, 2.1, 2.1065546218487397)","(4.6, 5.7, 5.596875)","(71.0, 180.0, 176.0)","(10.0, 14.5, 14.078947368421053)","(21.0, 38.0, 35.333333333333336)","(13.0, 15.0, 14.372093023255815)","(19.0, 32.0, 31.444444444444443)"
07-12-2022 18:04:39.136135,"(6.5, 7.2, 7.144594594594595)","(1.75, 2.12, 2.1048275862068966)","(4.6, 5.6, 5.596551724137931)","(71.0, 180.0, 177.0)","(10.0, 14.5, 14.078947368421053)","(21.0, 38.0, 35.5)","(13.0, 15.0, 14.372093023255815)","(19.0, 32.0, 31.444444444444443)"
07-12-2022 18:04:40.705539,"(6.5, 7.2, 7.144594594594595)","(1.75, 2.12, 2.106356589147287)","(4.6, 5.6, 5.597297297297297)","(71.0, 180.0, 178.27586206896552)","(10.0, 14.5, 14.078947368421053)","(21.0, 38.0, 35.5)","(13.0, 15.0, 14.50909090909091)","(19.0, 32.0, 31.444444444444443)"
07-12-2022 18:04:42.199208,"(6.5, 7.2, 7.144594594594595)","(1.75, 2.12, 2.106521739130435)","(4.6, 5.6, 5.588607594936709)","(71.0, 180.0, 178.27586206896552)","(10.0, 14.5, 14.078947368421053)","(21.0, 38.0, 35.5)","(13.0, 15.0, 14.4)","(19.0, 32.0, 31.444444444444443)"
07-12-2022 18:04:43.802654,"(6.5, 7.2, 7.144594594594595)","(1.75, 2.12, 2.102777777777778)","(4.6, 5.7, 5.55)","(71.0, 180.0, 178.3695652173913)","(10.0, 14.5, 14.152173913043478)","(21.0, 38.0, 36.62068965517241)","(13.0, 15.0, 14.409090909090908)","(19.0, 32.0, 31.444444444444443)"
07-12-2022 18:04:45.397150,"(6.5, 7.2, 7.144594594594595)","(1.75, 2.12, 2.102777777777778)","(4.6, 5.6, 5.581081081081082)","(71.0, 180.0, 176.6326530612245)","(10.0, 14.5, 14.17123287671233)","(21.0, 38.0, 36.705882352941174)","(13.0, 15.0, 14.31578947368421)","(19.0, 32.0, 31.444444444444443)"
07-12-2022 18:04:48.038280,"(6.5, 7.2, 7.1798319327731095)","(1.75, 2.12, 2.0986206896551725)","(4.6, 5.7, 5.598360655737705)","(71.0, 180.0, 178.35164835164835)","(10.0, 15.0, 14.290322580645162)","(21.0, 38.0, 36.42857142857143)","(13.0, 15.0, 14.346153846153847)","(19.0, 32.0, 31.393939393939394)"
07-12-2022 18:04:53.240204,"(6.5, 7.2, 7.110880829015544)","(1.75, 2.12, 2.116734693877551)","(4.6, 5.7, 5.577192982456141)","(71.0, 170.0, 168.88888888888889)","(10.0, 15.0, 14.285714285714286)","(21.0, 36.0, 35.1)","(13.0, 15.0, 14.28125)","(19.0, 32.0, 31.393939393939394)"
07-12-2022 18:04:55.234891,"(6.5, 7.2, 7.1931034482758625)","(1.75, 2.12, 2.0631384615384616)","(4.6, 5.7, 5.779452054794521)","(71.0, 170.0, 179.33333333333334)","(10.0, 15.0, 14.714285714285714)","(21.0, 36.0, 36.90909090909091)","(13.0, 15.0, 14.580645161290322)","(19.0, 32.0, 31.76923076923077)"
07-12-2022 18:04:56.791797,"(6.0, 7.2, 7.173333333333334)","(1.75, 2.08, 2.072804232804233)","(4.6, 5.9, 5.758620689655173)","(71.0, 180.0, 179.33333333333334)","(11.0, 15.0, 14.764705882352942)","(21.0, 38.0, 36.5945945945946)","(12.0, 15.0, 14.606060606060606)","(20.0, 32.0, 31.76923076923077)"
07-12-2022 18:04:58.595155,"(6.0, 7.2, 7.173333333333334)","(1.75, 2.08, 2.0727272727272728)","(4.6, 5.9, 5.758620689655173)","(71.0, 180.0, 179.33333333333334)","(11.0, 15.0, 14.821428571428571)","(21.0, 38.0, 36.5945945945946)","(12.0, 15.0, 14.580645161290322)","(20.0, 32.0, 31.76923076923077)"
07-12-2022 18:05:00.196655,"(6.0, 7.2, 7.173333333333334)","(1.75, 2.08, 2.08275)","(4.6, 5.9, 5.758620689655173)","(71.0, 180.0, 179.25925925925927)","(11.0, 15.0, 14.882352941176471)","(21.0, 38.0, 37.310344827586206)","(12.0, 15.0, 14.5)","(20.0, 32.0, 31.333333333333332)"
07-12-2022 18:05:02.893345,"(6.0, 7.2, 9998.5)","(1.75, 2.1, 9998.5)","(4.6, 5.9, 9998.5)","(71.0, 180.0, 9998.5)","(11.0, 15.0, 9998.5)","(21.0, 99998, 9998.5)","(12.0, 99998, 9998.5)","(20.0, 99998, 9998.5)"
07-12-2022 18:05:04.949748,"(6.0, 99998, 9998.5)","(1.75, 99998, 9998.5)","(4.6, 99998, 9998.5)","(71.0, 99998, 9998.5)","(11.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(12.0, 99998, 9998.5)","(20.0, 99998, 9998.5)"
07-12-2022 18:05:06.321933,"(6.0, 99998, 9998.5)","(1.75, 99998, 9998.5)","(4.6, 99998, 9998.5)","(71.0, 99998, 9998.5)","(11.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(12.0, 99998, 9998.5)","(20.0, 99998, 9998.5)"
07-12-2022 18:05:07.913053,"(6.0, 99998, 9998.5)","(1.75, 99998, 9998.5)","(4.6, 99998, 9998.5)","(71.0, 99998, 9998.5)","(11.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(12.0, 99998, 9998.5)","(20.0, 99998, 9998.5)"
07-12-2022 18:05:09.737113,"(6.0, 99998, 9998.5)","(1.75, 99998, 9998.5)","(4.6, 99998, 9998.5)","(71.0, 99998, 9998.5)","(11.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(12.0, 99998, 9998.5)","(20.0, 99998, 9998.5)"
07-12-2022 18:05:11.330772,"(6.0, 99998, 9998.5)","(1.75, 99998, 9998.5)","(4.6, 99998, 9998.5)","(71.0, 99998, 9998.5)","(11.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(12.0, 99998, 9998.5)","(20.0, 99998, 9998.5)"
