,Kaypat World,Aerobic Maximum,Urban Girl,Side Kick,All Vogue,Maywyn Kama,Out Of Turmoil
16-12-2022 15:14:04.848477,"(21.0, 55.0, 52.77272727272727)","(26.0, 75.0, 67.0)","(4.6, 5.5, 5.4875)","(2.25, 2.44, 2.4388888888888887)","(6.0, 9.0, 8.428571428571429)","(3.3, 4.6, 4.5125)","(21.0, 42.0, 38.0)"
16-12-2022 15:14:05.728516,"(21.0, 55.0, 52.77272727272727)","(26.0, 75.0, 67.0)","(4.6, 5.6, 5.4875)","(2.25, 2.44, 2.4388888888888887)","(6.0, 9.0, 8.428571428571429)","(3.3, 4.6, 4.5125)","(21.0, 42.0, 38.0)"
16-12-2022 15:14:06.632191,"(21.0, 55.0, 52.77272727272727)","(26.0, 75.0, 67.0)","(4.6, 5.5, 5.486666666666666)","(2.25, 2.44, 2.438918918918919)","(6.0, 9.0, 8.666666666666666)","(3.3, 4.6, 4.509677419354839)","(21.0, 42.0, 38.0)"
16-12-2022 15:14:07.503444,"(21.0, 55.0, 52.77272727272727)","(26.0, 75.0, 67.0)","(4.6, 5.5, 5.486666666666666)","(2.25, 2.46, 2.445)","(6.0, 9.0, 8.666666666666666)","(3.3, 4.6, 4.509677419354839)","(21.0, 42.0, 38.0)"
16-12-2022 15:14:08.410810,"(21.0, 55.0, 52.77272727272727)","(26.0, 75.0, 67.0)","(4.6, 5.5, 5.433333333333334)","(2.25, 2.46, 2.4446808510638296)","(6.0, 9.0, 8.666666666666666)","(3.3, 4.6, 4.588888888888889)","(21.0, 42.0, 38.0)"
16-12-2022 15:14:09.290291,"(21.0, 55.0, 52.77272727272727)","(26.0, 75.0, 67.0)","(4.6, 5.5, 5.423809523809524)","(2.25, 2.42, 2.4175)","(6.0, 9.0, 8.666666666666666)","(3.3, 4.6, 4.642857142857143)","(21.0, 42.0, 41.38461538461539)"
16-12-2022 15:14:10.189043,"(21.0, 55.0, 52.77272727272727)","(26.0, 75.0, 67.0)","(4.6, 5.5, 5.396296296296296)","(2.25, 2.44, 2.433846153846154)","(6.0, 9.0, 8.529411764705882)","(3.3, 4.7, 4.666666666666667)","(21.0, 42.0, 41.38461538461539)"
16-12-2022 15:14:11.069817,"(21.0, 55.0, 52.77272727272727)","(26.0, 75.0, 68.33333333333333)","(4.6, 5.4, 5.38)","(2.25, 2.44, 2.433846153846154)","(6.0, 9.0, 8.6)","(3.3, 4.7, 4.666666666666667)","(21.0, 42.0, 41.578947368421055)"
16-12-2022 15:14:11.960135,"(21.0, 55.0, 52.77272727272727)","(26.0, 75.0, 68.33333333333333)","(4.6, 5.4, 5.377777777777778)","(2.25, 2.44, 2.4388888888888887)","(6.0, 9.0, 8.494736842105263)","(3.3, 4.7, 4.673913043478261)","(21.0, 42.0, 41.578947368421055)"
16-12-2022 15:14:12.837467,"(21.0, 55.0, 52.77272727272727)","(26.0, 75.0, 68.33333333333333)","(4.6, 5.3, 5.199999999999999)","(2.25, 2.44, 2.438823529411765)","(6.0, 9.0, 8.5)","(3.3, 4.7, 4.673913043478261)","(21.0, 42.0, 41.578947368421055)"
16-12-2022 15:14:13.727161,"(21.0, 55.0, 52.77272727272727)","(26.0, 75.0, 68.33333333333333)","(4.6, 5.3, 5.199999999999999)","(2.25, 2.46, 2.4443478260869567)","(6.0, 9.0, 8.636363636363637)","(3.3, 4.7, 4.673913043478261)","(21.0, 42.0, 41.578947368421055)"
16-12-2022 15:14:14.604138,"(21.0, 55.0, 52.77272727272727)","(26.0, 75.0, 68.33333333333333)","(4.6, 5.3, 5.199999999999999)","(2.25, 2.46, 2.4443478260869567)","(6.0, 9.0, 8.5)","(3.3, 4.7, 4.673913043478261)","(21.0, 42.0, 41.578947368421055)"
16-12-2022 15:14:15.500086,"(21.0, 55.0, 52.77272727272727)","(26.0, 75.0, 68.33333333333333)","(4.6, 5.3, 5.2823529411764705)","(2.25, 2.46, 2.4443478260869567)","(6.0, 9.0, 8.636363636363637)","(3.3, 4.7, 4.709677419354838)","(21.0, 42.0, 41.578947368421055)"
16-12-2022 15:14:16.376117,"(21.0, 55.0, 52.77272727272727)","(26.0, 75.0, 68.33333333333333)","(4.6, 5.2, 5.184615384615385)","(2.25, 2.46, 2.4443478260869567)","(6.0, 9.0, 8.636363636363637)","(3.3, 4.8, 4.709677419354838)","(21.0, 42.0, 41.578947368421055)"
16-12-2022 15:14:17.277197,"(21.0, 55.0, 52.77272727272727)","(26.0, 75.0, 68.33333333333333)","(4.6, 5.2, 5.185714285714286)","(2.25, 2.42, 2.4174358974358974)","(6.0, 9.0, 8.466666666666667)","(3.3, 4.8, 4.697142857142857)","(21.0, 42.0, 41.578947368421055)"
16-12-2022 15:14:18.189596,"(21.0, 55.0, 52.77272727272727)","(26.0, 75.0, 68.33333333333333)","(4.6, 5.3, 5.185714285714286)","(2.25, 2.42, 2.4166666666666665)","(6.0, 9.0, 8.466666666666667)","(3.3, 4.8, 4.697142857142857)","(21.0, 42.0, 41.578947368421055)"
16-12-2022 15:14:19.070438,"(21.0, 55.0, 52.77272727272727)","(26.0, 75.0, 68.33333333333333)","(4.6, 5.3, 5.185714285714286)","(2.25, 2.48, 2.4254545454545453)","(6.0, 9.0, 8.238095238095237)","(3.3, 4.8, 4.7214285714285715)","(21.0, 42.0, 41.578947368421055)"
16-12-2022 15:14:19.990990,"(21.0, 55.0, 52.77272727272727)","(26.0, 75.0, 68.33333333333333)","(4.6, 5.3, 5.185714285714286)","(2.25, 2.46, 2.4466666666666668)","(6.0, 8.8, 8.2)","(3.3, 4.8, 4.741666666666666)","(21.0, 42.0, 41.578947368421055)"
16-12-2022 15:14:20.892814,"(21.0, 55.0, 52.77272727272727)","(26.0, 75.0, 68.33333333333333)","(4.6, 5.3, 5.185714285714286)","(2.25, 2.5, 2.4699999999999998)","(6.0, 8.8, 8.2)","(3.3, 4.8, 4.723076923076923)","(21.0, 42.0, 41.578947368421055)"
16-12-2022 15:14:21.780523,"(21.0, 55.0, 52.77272727272727)","(26.0, 75.0, 68.33333333333333)","(4.6, 5.3, 5.185714285714286)","(2.25, 2.5, 2.48)","(6.0, 8.8, 8.2)","(3.3, 4.8, 4.723076923076923)","(21.0, 42.0, 39.2)"
16-12-2022 15:14:22.649713,"(21.0, 55.0, 52.77272727272727)","(26.0, 75.0, 68.33333333333333)","(4.6, 5.3, 5.185714285714286)","(2.25, 2.5, 2.48)","(6.0, 8.6, 8.4)","(3.3, 4.8, 4.723076923076923)","(21.0, 42.0, 39.2)"
16-12-2022 15:14:23.540879,"(21.0, 55.0, 52.77272727272727)","(26.0, 75.0, 68.33333333333333)","(4.6, 5.2, 5.184615384615385)","(2.25, 2.5, 2.48)","(6.0, 8.6, 8.16)","(3.3, 4.8, 4.723076923076923)","(21.0, 42.0, 36.888888888888886)"
16-12-2022 15:14:24.423181,"(21.0, 55.0, 52.77272727272727)","(26.0, 75.0, 68.33333333333333)","(4.6, 5.2, 5.184615384615385)","(2.25, 2.5, 2.48)","(6.0, 8.6, 8.16)","(3.3, 4.8, 4.723076923076923)","(21.0, 42.0, 36.888888888888886)"
16-12-2022 15:14:25.304494,"(21.0, 55.0, 52.77272727272727)","(26.0, 75.0, 68.33333333333333)","(4.6, 5.2, 5.184615384615385)","(2.25, 2.5, 2.48)","(6.0, 8.6, 8.16)","(3.3, 4.8, 4.723076923076923)","(21.0, 42.0, 36.888888888888886)"
16-12-2022 15:14:26.203347,"(21.0, 55.0, 52.77272727272727)","(26.0, 75.0, 68.33333333333333)","(4.6, 5.2, 5.184615384615385)","(2.25, 2.48, 2.445)","(6.0, 8.6, 8.114285714285714)","(3.3, 4.8, 4.741666666666666)","(21.0, 42.0, 36.888888888888886)"
16-12-2022 15:14:27.079596,"(21.0, 55.0, 52.77272727272727)","(26.0, 75.0, 68.33333333333333)","(4.6, 5.2, 5.184615384615385)","(2.25, 2.48, 2.4457142857142857)","(6.0, 8.6, 8.16)","(3.3, 4.8, 4.741666666666666)","(21.0, 42.0, 36.888888888888886)"
16-12-2022 15:14:27.986599,"(21.0, 55.0, 53.18518518518518)","(26.0, 75.0, 68.33333333333333)","(4.6, 5.2, 5.184615384615385)","(2.25, 2.48, 2.445)","(6.0, 8.6, 8.16)","(3.3, 4.7, 4.642857142857143)","(21.0, 42.0, 36.888888888888886)"
16-12-2022 15:14:28.858599,"(21.0, 55.0, 53.18518518518518)","(26.0, 75.0, 68.33333333333333)","(4.6, 5.2, 5.184615384615385)","(2.25, 2.48, 2.445)","(6.0, 8.6, 8.233333333333333)","(3.3, 4.7, 4.583333333333333)","(21.0, 42.0, 36.888888888888886)"
16-12-2022 15:14:29.774497,"(26.0, 55.0, 53.18518518518518)","(31.0, 75.0, 68.33333333333333)","(4.6, 5.2, 5.184615384615385)","(2.15, 2.48, 2.445)","(6.5, 8.6, 8.233333333333333)","(3.5, 4.7, 4.675)","(26.0, 42.0, 36.888888888888886)"
16-12-2022 15:14:30.667964,"(26.0, 55.0, 53.18518518518518)","(31.0, 75.0, 68.33333333333333)","(4.6, 5.2, 5.184615384615385)","(2.15, 2.48, 2.445)","(6.5, 8.4, 8.076190476190476)","(3.5, 4.7, 4.58235294117647)","(26.0, 42.0, 36.888888888888886)"
16-12-2022 15:14:31.580169,"(26.0, 55.0, 53.18518518518518)","(31.0, 75.0, 68.33333333333333)","(4.6, 5.3, 5.2)","(2.15, 2.5, 2.48)","(6.5, 8.4, 8.076190476190476)","(3.5, 4.7, 4.58235294117647)","(26.0, 42.0, 36.888888888888886)"
16-12-2022 15:14:32.498933,"(26.0, 55.0, 53.18518518518518)","(31.0, 75.0, 68.33333333333333)","(4.6, 5.3, 5.252941176470588)","(2.15, 2.5, 2.48)","(6.5, 8.4, 8.088888888888889)","(3.5, 4.7, 4.5636363636363635)","(26.0, 42.0, 36.888888888888886)"
16-12-2022 15:14:33.391058,"(26.0, 55.0, 53.18518518518518)","(31.0, 75.0, 68.33333333333333)","(4.6, 5.3, 5.252941176470588)","(2.15, 2.5, 2.48)","(6.5, 8.4, 8.088888888888889)","(3.5, 4.7, 4.5636363636363635)","(26.0, 42.0, 36.888888888888886)"
16-12-2022 15:14:34.305707,"(26.0, 55.0, 53.18518518518518)","(31.0, 75.0, 68.33333333333333)","(4.6, 5.3, 5.2368421052631575)","(2.15, 2.48, 2.4514285714285715)","(6.5, 8.4, 8.069565217391304)","(3.5, 4.7, 4.558333333333334)","(26.0, 42.0, 36.888888888888886)"
16-12-2022 15:14:35.216652,"(26.0, 55.0, 53.18518518518518)","(31.0, 75.0, 68.33333333333333)","(4.6, 5.6, 5.554716981132075)","(2.15, 2.48, 2.4618867924528303)","(6.5, 8.4, 8.069565217391304)","(3.5, 4.7, 4.566666666666666)","(26.0, 42.0, 36.888888888888886)"
16-12-2022 15:14:36.112889,"(26.0, 55.0, 53.18518518518518)","(31.0, 75.0, 68.33333333333333)","(4.6, 5.6, 5.584210526315789)","(2.15, 2.48, 2.4596428571428572)","(6.5, 8.4, 8.069565217391304)","(3.5, 4.7, 4.5600000000000005)","(26.0, 42.0, 36.888888888888886)"
16-12-2022 15:14:37.011830,"(26.0, 55.0, 53.18518518518518)","(31.0, 75.0, 68.33333333333333)","(4.6, 5.6, 5.584210526315789)","(2.15, 2.48, 2.4596428571428572)","(6.5, 8.4, 8.069565217391304)","(3.5, 4.7, 4.5600000000000005)","(26.0, 42.0, 36.888888888888886)"
16-12-2022 15:14:37.898731,"(26.0, 55.0, 53.18518518518518)","(31.0, 75.0, 68.33333333333333)","(4.6, 5.6, 5.544)","(2.15, 2.48, 2.4596428571428572)","(6.5, 8.2, 7.81)","(3.5, 4.7, 4.6066666666666665)","(26.0, 42.0, 36.888888888888886)"
16-12-2022 15:14:38.779139,"(26.0, 55.0, 53.18518518518518)","(31.0, 75.0, 66.66666666666667)","(4.6, 5.7, 5.6347826086956525)","(2.15, 2.48, 2.4507692307692306)","(6.5, 8.2, 7.874999999999999)","(3.5, 4.7, 4.62)","(26.0, 42.0, 36.888888888888886)"
16-12-2022 15:14:39.668181,"(26.0, 55.0, 53.18518518518518)","(31.0, 75.0, 69.82758620689656)","(4.6, 5.7, 5.603571428571429)","(2.15, 2.48, 2.4514285714285715)","(6.5, 8.2, 7.874999999999999)","(3.5, 4.7, 4.575)","(26.0, 42.0, 36.74285714285714)"
16-12-2022 15:14:40.558590,"(26.0, 55.0, 53.18518518518518)","(31.0, 75.0, 69.82758620689656)","(4.6, 5.7, 5.603571428571429)","(2.15, 2.48, 2.4556756756756757)","(6.5, 8.2, 7.819999999999999)","(3.5, 4.7, 4.575)","(26.0, 42.0, 36.74285714285714)"
16-12-2022 15:14:41.435107,"(26.0, 55.0, 53.18518518518518)","(31.0, 75.0, 69.82758620689656)","(4.6, 5.7, 5.603571428571429)","(2.15, 2.48, 2.4556756756756757)","(6.5, 8.2, 7.819999999999999)","(3.5, 4.7, 4.575)","(26.0, 42.0, 36.74285714285714)"
16-12-2022 15:14:42.338451,"(26.0, 55.0, 53.18518518518518)","(31.0, 75.0, 69.82758620689656)","(4.6, 5.7, 5.603571428571429)","(2.15, 2.48, 2.4556756756756757)","(6.5, 8.2, 7.874999999999999)","(3.5, 4.7, 4.575)","(26.0, 42.0, 36.74285714285714)"
16-12-2022 15:14:43.223978,"(26.0, 55.0, 53.18518518518518)","(31.0, 75.0, 69.82758620689656)","(4.6, 5.7, 5.569565217391305)","(2.15, 2.44, 2.4362962962962964)","(6.5, 8.2, 7.874999999999999)","(3.5, 4.7, 4.65)","(26.0, 42.0, 36.74285714285714)"
16-12-2022 15:14:44.125088,"(26.0, 55.0, 53.18518518518518)","(31.0, 75.0, 69.82758620689656)","(4.6, 5.7, 5.5888888888888895)","(2.15, 2.44, 2.4238095238095236)","(6.5, 8.2, 7.792)","(3.5, 4.7, 4.593103448275862)","(26.0, 42.0, 36.74285714285714)"
16-12-2022 15:14:45.021160,"(26.0, 55.0, 53.18518518518518)","(31.0, 75.0, 69.82758620689656)","(4.6, 5.7, 5.5888888888888895)","(2.15, 2.44, 2.4314999999999998)","(6.5, 8.2, 7.792)","(3.5, 4.8, 4.609523809523809)","(26.0, 42.0, 36.74285714285714)"
16-12-2022 15:14:45.911390,"(26.0, 55.0, 53.18518518518518)","(31.0, 75.0, 69.82758620689656)","(4.6, 5.7, 5.5888888888888895)","(2.15, 2.44, 2.4314999999999998)","(6.5, 8.2, 7.792)","(3.5, 4.8, 4.609523809523809)","(26.0, 42.0, 36.74285714285714)"
16-12-2022 15:14:46.820773,"(26.0, 55.0, 53.18518518518518)","(31.0, 75.0, 69.82758620689656)","(4.6, 5.7, 5.5888888888888895)","(2.15, 2.44, 2.4223529411764706)","(6.5, 8.2, 7.928)","(3.5, 4.8, 4.609523809523809)","(26.0, 42.0, 36.74285714285714)"
16-12-2022 15:14:47.716636,"(26.0, 55.0, 53.18518518518518)","(31.0, 75.0, 69.82758620689656)","(4.6, 5.7, 5.5888888888888895)","(2.15, 2.44, 2.4325925925925924)","(6.5, 8.2, 7.928)","(3.5, 4.8, 4.609523809523809)","(26.0, 42.0, 35.18518518518518)"
16-12-2022 15:14:48.611622,"(26.0, 55.0, 53.18518518518518)","(31.0, 75.0, 70.3125)","(4.6, 5.7, 5.603225806451613)","(2.15, 2.44, 2.4371830985915492)","(6.5, 8.2, 7.928)","(3.5, 4.8, 4.6117647058823525)","(26.0, 42.0, 36.25)"
16-12-2022 15:14:49.516425,"(26.0, 55.0, 53.18518518518518)","(31.0, 75.0, 70.3125)","(4.6, 5.7, 5.603225806451613)","(2.15, 2.44, 2.43906976744186)","(6.5, 8.2, 7.928)","(3.5, 4.8, 4.608)","(26.0, 42.0, 35.18518518518518)"
16-12-2022 15:14:50.427467,"(26.0, 55.0, 53.18518518518518)","(31.0, 75.0, 70.3125)","(4.6, 5.7, 5.603225806451613)","(2.15, 2.44, 2.4307692307692306)","(6.5, 8.2, 7.928)","(3.5, 4.8, 4.608)","(26.0, 42.0, 36.064516129032256)"
16-12-2022 15:14:51.333296,"(26.0, 55.0, 54.08695652173913)","(31.0, 75.0, 70.3125)","(4.6, 5.7, 5.603225806451613)","(2.15, 2.44, 2.4313725490196076)","(6.5, 8.2, 7.8999999999999995)","(3.5, 4.8, 4.6117647058823525)","(26.0, 42.0, 34.92307692307692)"
16-12-2022 15:14:52.227410,"(26.0, 55.0, 54.08695652173913)","(31.0, 75.0, 70.3125)","(4.6, 5.7, 5.603225806451613)","(2.15, 2.42, 2.417948717948718)","(6.5, 8.2, 7.8999999999999995)","(3.5, 4.8, 4.608695652173913)","(26.0, 42.0, 36.064516129032256)"
16-12-2022 15:14:53.153039,"(26.0, 55.0, 54.08695652173913)","(31.0, 75.0, 70.3125)","(4.6, 5.7, 5.603225806451613)","(2.15, 2.44, 2.429787234042553)","(6.5, 8.2, 7.91764705882353)","(3.5, 4.8, 4.644444444444444)","(26.0, 42.0, 34.92307692307692)"
16-12-2022 15:14:54.037233,"(26.0, 55.0, 54.08695652173913)","(31.0, 75.0, 70.3125)","(4.6, 5.7, 5.603225806451613)","(2.15, 2.44, 2.4304)","(6.5, 8.0, 7.8352941176470585)","(3.5, 4.8, 4.644444444444444)","(26.0, 42.0, 36.064516129032256)"
16-12-2022 15:14:54.944122,"(26.0, 55.0, 54.08695652173913)","(31.0, 75.0, 70.3125)","(4.6, 5.7, 5.603225806451613)","(2.15, 2.44, 2.4304)","(6.5, 8.0, 7.745454545454545)","(3.5, 4.8, 4.706666666666666)","(26.0, 42.0, 34.92307692307692)"
16-12-2022 15:14:55.826208,"(26.0, 55.0, 54.08695652173913)","(31.0, 75.0, 70.3125)","(4.6, 5.7, 5.631818181818182)","(2.15, 2.44, 2.4304)","(6.5, 8.0, 7.825)","(3.5, 4.8, 4.706666666666666)","(26.0, 42.0, 36.064516129032256)"
16-12-2022 15:14:56.746454,"(26.0, 55.0, 54.08695652173913)","(31.0, 75.0, 70.3125)","(4.6, 5.7, 5.631818181818182)","(2.15, 2.44, 2.429787234042553)","(6.5, 8.0, 7.745454545454545)","(3.5, 4.8, 4.699999999999999)","(26.0, 42.0, 34.92307692307692)"
16-12-2022 15:14:57.617710,"(26.0, 55.0, 54.08695652173913)","(31.0, 75.0, 70.3125)","(4.6, 5.7, 5.631818181818182)","(2.15, 2.42, 2.4145)","(6.5, 8.0, 7.825)","(3.5, 4.8, 4.699999999999999)","(26.0, 42.0, 34.92307692307692)"
16-12-2022 15:14:58.539456,"(26.0, 55.0, 54.08695652173913)","(31.0, 75.0, 70.3125)","(4.6, 5.7, 5.648780487804879)","(2.15, 2.38, 2.3789473684210525)","(6.5, 8.0, 7.745454545454545)","(3.6, 4.8, 4.709677419354838)","(26.0, 42.0, 34.92307692307692)"
16-12-2022 15:14:59.442592,"(26.0, 55.0, 54.08695652173913)","(31.0, 75.0, 70.3125)","(4.6, 5.7, 5.6775)","(2.15, 2.38, 2.3777777777777778)","(6.5, 8.0, 7.8133333333333335)","(3.6, 4.8, 4.709677419354838)","(26.0, 42.0, 36.064516129032256)"
16-12-2022 15:15:00.326972,"(26.0, 55.0, 54.08695652173913)","(31.0, 75.0, 70.3125)","(4.6, 5.8, 5.65)","(2.15, 2.38, 2.3776190476190475)","(6.5, 8.0, 7.72)","(3.6, 4.8, 4.788888888888889)","(26.0, 42.0, 34.92307692307692)"
16-12-2022 15:15:01.206165,"(26.0, 55.0, 54.08695652173913)","(31.0, 75.0, 70.3125)","(4.6, 5.8, 5.6536585365853655)","(2.15, 2.38, 2.3777272727272725)","(6.5, 8.0, 7.8068965517241375)","(3.6, 4.8, 4.747368421052632)","(26.0, 42.0, 35.86666666666667)"
16-12-2022 15:15:02.088914,"(26.0, 55.0, 54.53333333333333)","(31.0, 75.0, 65.9090909090909)","(4.6, 5.8, 5.70625)","(2.15, 2.38, 2.365333333333333)","(6.5, 8.0, 7.917241379310345)","(3.6, 4.8, 4.770212765957447)","(26.0, 42.0, 37.027027027027025)"
16-12-2022 15:15:02.990462,"(26.0, 55.0, 54.67741935483871)","(31.0, 75.0, 70.3125)","(4.6, 5.8, 5.658064516129032)","(2.15, 2.38, 2.3425)","(6.5, 8.0, 7.89)","(3.6, 4.8, 4.6)","(26.0, 42.0, 37.027027027027025)"
16-12-2022 15:15:03.888292,"(26.0, 55.0, 54.67741935483871)","(31.0, 75.0, 70.3125)","(4.6, 5.8, 5.658064516129032)","(2.15, 2.38, 2.3432)","(6.5, 8.0, 7.9411764705882355)","(3.6, 4.6, 4.456164383561644)","(26.0, 42.0, 38.480000000000004)"
16-12-2022 15:15:04.793385,"(26.0, 55.0, 54.642857142857146)","(31.0, 75.0, 70.3125)","(4.6, 5.8, 5.645283018867924)","(2.15, 2.38, 2.3614814814814813)","(6.5, 8.2, 8.054545454545455)","(3.6, 4.6, 4.46)","(26.0, 42.0, 39.89473684210526)"
16-12-2022 15:15:05.684072,"(26.0, 55.0, 54.642857142857146)","(31.0, 75.0, 70.3125)","(4.6, 5.8, 5.645283018867924)","(2.15, 2.38, 2.3615999999999997)","(6.5, 8.2, 8.054545454545455)","(3.6, 4.6, 4.46)","(26.0, 42.0, 39.77777777777778)"
16-12-2022 15:15:06.589427,"(26.0, 55.0, 54.696969696969695)","(31.0, 75.0, 70.3125)","(4.6, 5.8, 5.661016949152542)","(2.15, 2.36, 2.353076923076923)","(6.5, 8.2, 8.115151515151515)","(3.6, 4.6, 4.470807453416149)","(26.0, 42.0, 39.77777777777778)"
16-12-2022 15:15:07.492688,"(26.0, 55.0, 54.696969696969695)","(31.0, 75.0, 70.3125)","(4.6, 5.8, 5.661016949152542)","(2.15, 2.36, 2.353076923076923)","(6.5, 8.4, 8.233333333333334)","(3.6, 4.6, 4.473076923076923)","(26.0, 42.0, 39.77777777777778)"
16-12-2022 15:15:08.404446,"(26.0, 55.0, 54.696969696969695)","(31.0, 75.0, 70.3125)","(4.6, 5.8, 5.658064516129032)","(2.15, 2.38, 2.3509677419354835)","(6.5, 8.4, 8.070588235294117)","(3.6, 4.6, 4.503174603174603)","(26.0, 42.0, 40.26086956521739)"
16-12-2022 15:15:09.296568,"(26.0, 55.0, 54.84375)","(31.0, 75.0, 68.47826086956522)","(4.6, 5.7, 5.666666666666667)","(2.15, 2.38, 2.3436363636363633)","(6.5, 8.4, 8.248648648648649)","(3.6, 4.6, 4.510294117647058)","(26.0, 42.0, 40.26086956521739)"
16-12-2022 15:15:10.174410,"(26.0, 55.0, 54.84375)","(31.0, 75.0, 70.65217391304348)","(4.6, 5.7, 5.670588235294118)","(2.15, 2.38, 2.361428571428571)","(6.5, 8.4, 8.248648648648649)","(3.6, 4.6, 4.510294117647058)","(26.0, 42.0, 40.26086956521739)"
16-12-2022 15:15:11.063452,"(26.0, 70.0, 68.94736842105263)","(31.0, 75.0, 70.65217391304348)","(4.6, 5.8, 5.636666666666667)","(2.15, 2.36, 2.346153846153846)","(6.5, 8.4, 8.269767441860465)","(3.6, 4.6, 4.517808219178082)","(26.0, 42.0, 40.5)"
16-12-2022 15:15:11.940870,"(26.0, 70.0, 67.36842105263158)","(31.0, 75.0, 70.65217391304348)","(4.6, 5.8, 5.6385964912280695)","(2.15, 2.36, 2.3425)","(6.5, 8.4, 8.305882352941177)","(3.6, 4.6, 4.517808219178082)","(26.0, 42.0, 40.588235294117645)"
16-12-2022 15:15:12.852753,"(26.0, 70.0, 66.0)","(31.0, 75.0, 70.65217391304348)","(4.6, 5.8, 5.6385964912280695)","(2.15, 2.36, 2.3425)","(6.5, 8.4, 8.280000000000001)","(3.6, 4.6, 4.51044776119403)","(26.0, 42.0, 40.588235294117645)"
16-12-2022 15:15:13.727642,"(26.0, 70.0, 66.0)","(31.0, 75.0, 71.42857142857143)","(4.6, 5.7, 5.614285714285714)","(2.15, 2.38, 2.3605714285714283)","(6.5, 8.4, 8.256)","(3.6, 4.6, 4.51044776119403)","(26.0, 42.0, 40.588235294117645)"
16-12-2022 15:15:14.630204,"(26.0, 65.0, 64.11764705882354)","(31.0, 75.0, 72.2)","(4.6, 5.7, 5.62)","(2.15, 2.38, 2.3605263157894734)","(6.5, 8.4, 8.256)","(3.6, 4.6, 4.527450980392157)","(26.0, 42.0, 40.90909090909091)"
16-12-2022 15:15:15.523056,"(26.0, 65.0, 62.8125)","(31.0, 75.0, 72.2)","(4.6, 5.7, 5.6230769230769235)","(2.15, 2.38, 2.3457142857142856)","(6.5, 8.4, 8.302702702702703)","(3.6, 4.6, 4.558333333333334)","(26.0, 42.0, 40.22222222222222)"
16-12-2022 15:15:16.407986,"(26.0, 65.0, 62.8125)","(31.0, 75.0, 72.2)","(4.6, 5.7, 5.58)","(2.15, 2.38, 2.347213114754098)","(6.5, 8.4, 8.311111111111112)","(3.6, 4.6, 4.566666666666666)","(26.0, 42.0, 41.333333333333336)"
16-12-2022 15:15:17.314966,"(26.0, 65.0, 62.8125)","(31.0, 75.0, 72.2)","(4.6, 5.7, 5.58)","(2.15, 2.38, 2.3488235294117645)","(6.5, 8.6, 8.44)","(3.6, 4.6, 4.566666666666666)","(26.0, 42.0, 41.333333333333336)"
16-12-2022 15:15:18.205017,"(26.0, 65.0, 62.8125)","(31.0, 75.0, 72.2)","(4.8, 5.7, 5.58)","(2.15, 2.4, 2.363243243243243)","(6.5, 8.6, 8.38076923076923)","(3.6, 4.6, 4.541935483870968)","(26.0, 42.0, 41.63636363636364)"
16-12-2022 15:15:19.096853,"(26.0, 65.0, 62.23684210526316)","(31.0, 75.0, 72.2)","(4.8, 5.7, 5.570588235294117)","(2.15, 2.38, 2.362727272727273)","(6.5, 8.6, 8.35)","(3.6, 4.6, 4.541935483870968)","(26.0, 42.0, 41.333333333333336)"
16-12-2022 15:15:20.019148,"(26.0, 65.0, 62.8125)","(31.0, 75.0, 72.2)","(4.8, 5.7, 5.58421052631579)","(2.15, 2.38, 2.362142857142857)","(6.5, 8.6, 8.371428571428572)","(3.6, 4.6, 4.6720930232558135)","(26.0, 42.0, 41.63636363636364)"
16-12-2022 15:15:20.920502,"(26.0, 65.0, 62.8125)","(31.0, 75.0, 72.2)","(4.8, 5.7, 5.58421052631579)","(2.15, 2.38, 2.358260869565217)","(6.5, 8.6, 8.371428571428572)","(3.6, 4.7, 4.622727272727272)","(26.0, 42.0, 41.63636363636364)"
16-12-2022 15:15:21.839438,"(26.0, 65.0, 63.0188679245283)","(31.0, 75.0, 72.2)","(4.8, 5.7, 5.555172413793104)","(2.15, 2.38, 2.3530232558139534)","(6.5, 8.6, 8.476923076923077)","(3.6, 4.7, 4.615)","(26.0, 42.0, 41.75)"
16-12-2022 15:15:22.729948,"(26.0, 65.0, 63.666666666666664)","(31.0, 75.0, 72.2)","(4.8, 5.7, 5.530188679245283)","(2.15, 2.38, 2.3468571428571425)","(6.5, 8.6, 8.399999999999999)","(3.6, 4.7, 4.624324324324324)","(26.0, 42.0, 41.75)"
16-12-2022 15:15:23.645174,"(26.0, 65.0, 63.666666666666664)","(31.0, 75.0, 72.2)","(4.8, 5.6, 5.503448275862069)","(2.15, 2.38, 2.3585714285714285)","(6.5, 8.6, 8.386666666666667)","(3.6, 4.7, 4.634883720930232)","(26.0, 42.0, 41.75)"
16-12-2022 15:15:24.540467,"(26.0, 65.0, 63.8)","(31.0, 75.0, 72.2)","(4.8, 5.6, 5.52)","(2.15, 2.38, 2.358245614035088)","(6.5, 8.6, 8.386666666666667)","(3.6, 4.7, 4.648717948717949)","(26.0, 42.0, 41.666666666666664)"
16-12-2022 15:15:25.432261,"(26.0, 65.0, 63.666666666666664)","(31.0, 75.0, 72.2)","(4.8, 5.6, 5.509677419354839)","(2.15, 2.38, 2.358245614035088)","(6.5, 8.6, 8.386666666666667)","(3.6, 4.7, 4.648717948717949)","(26.0, 42.0, 41.666666666666664)"
