,Mt View Dodger,Starters King,Cailahs Crew,Storm Raptor,Sazan Bale,Mighty Tuscany,Soda Jazzy,Stress Test
11,"[datetime.datetime(2022, 11, 28, 16, 23, 43, 715717), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 16, 23, 43, 715717), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 16, 23, 43, 715717), 2.1, 2.62]","[datetime.datetime(2022, 11, 28, 16, 23, 43, 715717), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 23, 43, 715717), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 23, 43, 715717), 21.0, 190.0]","[datetime.datetime(2022, 11, 28, 16, 23, 43, 715717), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 16, 23, 43, 715717), 3.0, 3.95]"
12,"[datetime.datetime(2022, 11, 28, 16, 23, 44, 862706), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 16, 23, 44, 862706), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 16, 23, 44, 862706), 2.1, 2.62]","[datetime.datetime(2022, 11, 28, 16, 23, 44, 862706), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 23, 44, 862706), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 23, 44, 862706), 21.0, 190.0]","[datetime.datetime(2022, 11, 28, 16, 23, 44, 862706), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 16, 23, 44, 862706), 3.0, 3.95]"
13,"[datetime.datetime(2022, 11, 28, 16, 23, 46, 961), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 16, 23, 46, 961), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 16, 23, 46, 961), 2.1, 2.62]","[datetime.datetime(2022, 11, 28, 16, 23, 46, 961), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 23, 46, 961), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 23, 46, 961), 21.0, 190.0]","[datetime.datetime(2022, 11, 28, 16, 23, 46, 961), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 16, 23, 46, 961), 3.0, 3.95]"
14,"[datetime.datetime(2022, 11, 28, 16, 23, 47, 143349), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 16, 23, 47, 143349), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 16, 23, 47, 143349), 2.1, 2.62]","[datetime.datetime(2022, 11, 28, 16, 23, 47, 143349), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 23, 47, 143349), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 23, 47, 143349), 21.0, 190.0]","[datetime.datetime(2022, 11, 28, 16, 23, 47, 143349), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 16, 23, 47, 143349), 3.0, 3.95]"
15,"[datetime.datetime(2022, 11, 28, 16, 23, 48, 288478), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 16, 23, 48, 288478), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 16, 23, 48, 288478), 2.1, 2.62]","[datetime.datetime(2022, 11, 28, 16, 23, 48, 288478), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 23, 48, 288478), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 23, 48, 288478), 21.0, 190.0]","[datetime.datetime(2022, 11, 28, 16, 23, 48, 288478), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 16, 23, 48, 288478), 3.0, 3.95]"
16,"[datetime.datetime(2022, 11, 28, 16, 23, 49, 430096), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 16, 23, 49, 430096), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 16, 23, 49, 430096), 2.1, 2.62]","[datetime.datetime(2022, 11, 28, 16, 23, 49, 430096), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 23, 49, 430096), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 23, 49, 430096), 21.0, 190.0]","[datetime.datetime(2022, 11, 28, 16, 23, 49, 430096), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 16, 23, 49, 430096), 3.0, 3.95]"
17,"[datetime.datetime(2022, 11, 28, 16, 23, 50, 575702), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 16, 23, 50, 575702), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 16, 23, 50, 575702), 2.1, 2.62]","[datetime.datetime(2022, 11, 28, 16, 23, 50, 575702), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 23, 50, 575702), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 23, 50, 575702), 21.0, 190.0]","[datetime.datetime(2022, 11, 28, 16, 23, 50, 575702), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 16, 23, 50, 575702), 3.0, 3.95]"
18,"[datetime.datetime(2022, 11, 28, 16, 23, 51, 712808), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 16, 23, 51, 712808), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 16, 23, 51, 712808), 2.1, 2.62]","[datetime.datetime(2022, 11, 28, 16, 23, 51, 712808), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 23, 51, 712808), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 23, 51, 712808), 21.0, 190.0]","[datetime.datetime(2022, 11, 28, 16, 23, 51, 712808), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 16, 23, 51, 712808), 3.0, 3.95]"
19,"[datetime.datetime(2022, 11, 28, 16, 23, 52, 853843), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 16, 23, 52, 853843), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 16, 23, 52, 853843), 2.1, 2.62]","[datetime.datetime(2022, 11, 28, 16, 23, 52, 853843), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 23, 52, 853843), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 23, 52, 853843), 21.0, 190.0]","[datetime.datetime(2022, 11, 28, 16, 23, 52, 853843), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 16, 23, 52, 853843), 3.0, 3.95]"
20,"[datetime.datetime(2022, 11, 28, 16, 23, 53, 994976), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 16, 23, 53, 994976), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 16, 23, 53, 994976), 2.1, 2.62]","[datetime.datetime(2022, 11, 28, 16, 23, 53, 994976), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 23, 53, 994976), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 23, 53, 994976), 21.0, 190.0]","[datetime.datetime(2022, 11, 28, 16, 23, 53, 994976), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 16, 23, 53, 994976), 3.0, 3.95]"
21,"[datetime.datetime(2022, 11, 28, 16, 23, 55, 142533), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 16, 23, 55, 142533), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 16, 23, 55, 142533), 2.1, 2.62]","[datetime.datetime(2022, 11, 28, 16, 23, 55, 142533), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 23, 55, 142533), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 23, 55, 142533), 21.0, 190.0]","[datetime.datetime(2022, 11, 28, 16, 23, 55, 142533), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 16, 23, 55, 142533), 3.0, 3.95]"
22,"[datetime.datetime(2022, 11, 28, 16, 23, 56, 271332), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 16, 23, 56, 271332), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 16, 23, 56, 271332), 2.1, 2.62]","[datetime.datetime(2022, 11, 28, 16, 23, 56, 271332), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 23, 56, 271332), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 23, 56, 271332), 21.0, 190.0]","[datetime.datetime(2022, 11, 28, 16, 23, 56, 271332), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 16, 23, 56, 271332), 3.0, 3.95]"
23,"[datetime.datetime(2022, 11, 28, 16, 23, 57, 407049), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 16, 23, 57, 407049), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 16, 23, 57, 407049), 2.1, 2.62]","[datetime.datetime(2022, 11, 28, 16, 23, 57, 407049), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 23, 57, 407049), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 23, 57, 407049), 21.0, 190.0]","[datetime.datetime(2022, 11, 28, 16, 23, 57, 407049), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 16, 23, 57, 407049), 3.0, 3.95]"
24,"[datetime.datetime(2022, 11, 28, 16, 23, 58, 550086), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 16, 23, 58, 550086), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 16, 23, 58, 550086), 2.1, 2.62]","[datetime.datetime(2022, 11, 28, 16, 23, 58, 550086), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 23, 58, 550086), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 23, 58, 550086), 21.0, 190.0]","[datetime.datetime(2022, 11, 28, 16, 23, 58, 550086), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 16, 23, 58, 550086), 3.0, 3.95]"
25,"[datetime.datetime(2022, 11, 28, 16, 23, 59, 697217), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 16, 23, 59, 697217), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 16, 23, 59, 697217), 2.1, 2.62]","[datetime.datetime(2022, 11, 28, 16, 23, 59, 697217), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 23, 59, 697217), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 23, 59, 697217), 21.0, 190.0]","[datetime.datetime(2022, 11, 28, 16, 23, 59, 697217), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 16, 23, 59, 697217), 3.0, 3.95]"
26,"[datetime.datetime(2022, 11, 28, 16, 24, 0, 837035), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 16, 24, 0, 837035), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 16, 24, 0, 837035), 2.1, 2.62]","[datetime.datetime(2022, 11, 28, 16, 24, 0, 837035), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 24, 0, 837035), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 24, 0, 837035), 21.0, 190.0]","[datetime.datetime(2022, 11, 28, 16, 24, 0, 837035), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 16, 24, 0, 837035), 3.0, 3.95]"
27,"[datetime.datetime(2022, 11, 28, 16, 24, 1, 976700), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 16, 24, 1, 976700), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 16, 24, 1, 976700), 2.1, 2.62]","[datetime.datetime(2022, 11, 28, 16, 24, 1, 976700), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 24, 1, 976700), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 24, 1, 976700), 21.0, 190.0]","[datetime.datetime(2022, 11, 28, 16, 24, 1, 976700), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 16, 24, 1, 976700), 3.0, 3.95]"
28,"[datetime.datetime(2022, 11, 28, 16, 24, 3, 128223), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 16, 24, 3, 128223), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 16, 24, 3, 128223), 2.1, 2.62]","[datetime.datetime(2022, 11, 28, 16, 24, 3, 128223), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 24, 3, 128223), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 24, 3, 128223), 21.0, 190.0]","[datetime.datetime(2022, 11, 28, 16, 24, 3, 128223), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 16, 24, 3, 128223), 3.0, 3.95]"
29,"[datetime.datetime(2022, 11, 28, 16, 24, 4, 267725), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 16, 24, 4, 267725), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 16, 24, 4, 267725), 2.1, 2.62]","[datetime.datetime(2022, 11, 28, 16, 24, 4, 267725), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 24, 4, 267725), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 24, 4, 267725), 21.0, 190.0]","[datetime.datetime(2022, 11, 28, 16, 24, 4, 267725), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 16, 24, 4, 267725), 3.0, 3.95]"
30,"[datetime.datetime(2022, 11, 28, 16, 24, 5, 412316), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 16, 24, 5, 412316), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 16, 24, 5, 412316), 2.1, 2.62]","[datetime.datetime(2022, 11, 28, 16, 24, 5, 412316), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 24, 5, 412316), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 24, 5, 412316), 21.0, 190.0]","[datetime.datetime(2022, 11, 28, 16, 24, 5, 412316), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 16, 24, 5, 412316), 3.0, 3.95]"
31,"[datetime.datetime(2022, 11, 28, 16, 24, 6, 554654), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 16, 24, 6, 554654), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 16, 24, 6, 554654), 2.1, 2.62]","[datetime.datetime(2022, 11, 28, 16, 24, 6, 554654), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 24, 6, 554654), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 24, 6, 554654), 21.0, 190.0]","[datetime.datetime(2022, 11, 28, 16, 24, 6, 554654), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 16, 24, 6, 554654), 3.0, 3.95]"
32,"[datetime.datetime(2022, 11, 28, 16, 24, 7, 699593), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 16, 24, 7, 699593), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 16, 24, 7, 699593), 2.1, 2.62]","[datetime.datetime(2022, 11, 28, 16, 24, 7, 699593), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 24, 7, 699593), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 24, 7, 699593), 21.0, 190.0]","[datetime.datetime(2022, 11, 28, 16, 24, 7, 699593), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 16, 24, 7, 699593), 3.0, 3.95]"
33,"[datetime.datetime(2022, 11, 28, 16, 24, 8, 837074), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 16, 24, 8, 837074), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 16, 24, 8, 837074), 2.1, 2.62]","[datetime.datetime(2022, 11, 28, 16, 24, 8, 837074), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 24, 8, 837074), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 24, 8, 837074), 21.0, 190.0]","[datetime.datetime(2022, 11, 28, 16, 24, 8, 837074), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 16, 24, 8, 837074), 3.0, 3.95]"
34,"[datetime.datetime(2022, 11, 28, 16, 24, 10, 147), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 16, 24, 10, 147), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 16, 24, 10, 147), 2.1, 2.62]","[datetime.datetime(2022, 11, 28, 16, 24, 10, 147), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 24, 10, 147), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 24, 10, 147), 21.0, 190.0]","[datetime.datetime(2022, 11, 28, 16, 24, 10, 147), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 16, 24, 10, 147), 3.0, 4.1]"
35,"[datetime.datetime(2022, 11, 28, 16, 24, 11, 162058), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 16, 24, 11, 162058), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 16, 24, 11, 162058), 2.1, 2.62]","[datetime.datetime(2022, 11, 28, 16, 24, 11, 162058), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 24, 11, 162058), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 24, 11, 162058), 21.0, 190.0]","[datetime.datetime(2022, 11, 28, 16, 24, 11, 162058), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 16, 24, 11, 162058), 3.0, 4.1]"
36,"[datetime.datetime(2022, 11, 28, 16, 24, 12, 316660), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 16, 24, 12, 316660), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 16, 24, 12, 316660), 2.1, 2.62]","[datetime.datetime(2022, 11, 28, 16, 24, 12, 316660), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 24, 12, 316660), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 24, 12, 316660), 21.0, 190.0]","[datetime.datetime(2022, 11, 28, 16, 24, 12, 316660), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 16, 24, 12, 316660), 3.0, 4.1]"
37,"[datetime.datetime(2022, 11, 28, 16, 24, 13, 464882), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 16, 24, 13, 464882), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 16, 24, 13, 464882), 2.1, 2.62]","[datetime.datetime(2022, 11, 28, 16, 24, 13, 464882), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 24, 13, 464882), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 24, 13, 464882), 21.0, 190.0]","[datetime.datetime(2022, 11, 28, 16, 24, 13, 464882), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 16, 24, 13, 464882), 3.0, 4.1]"
38,"[datetime.datetime(2022, 11, 28, 16, 24, 14, 607659), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 16, 24, 14, 607659), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 16, 24, 14, 607659), 2.1, 2.62]","[datetime.datetime(2022, 11, 28, 16, 24, 14, 607659), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 24, 14, 607659), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 24, 14, 607659), 21.0, 180.0]","[datetime.datetime(2022, 11, 28, 16, 24, 14, 607659), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 16, 24, 14, 607659), 3.0, 4.1]"
39,"[datetime.datetime(2022, 11, 28, 16, 24, 15, 775741), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 16, 24, 15, 775741), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 16, 24, 15, 775741), 2.1, 2.62]","[datetime.datetime(2022, 11, 28, 16, 24, 15, 775741), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 24, 15, 775741), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 24, 15, 775741), 21.0, 180.0]","[datetime.datetime(2022, 11, 28, 16, 24, 15, 775741), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 16, 24, 15, 775741), 3.0, 4.1]"
