,Bob,Vincenzo,Mums The Boss,Spirit Of Macher,Dark Lever,Single Babe,Tinas Rock,Whos In Winny
08-12-2022 13:22:11.867501,"(5.0, 7.0, 6.7846153846153845)","(3.6, 4.5, 4.372549019607843)","(2.1, 2.52, 2.51990675990676)","(81.0, 270.0, 200.0)","(41.0, 75.0, 73.93617021276596)","(31.0, 60.0, 63.333333333333336)","(31.0, 55.0, 49.06)","(5.0, 6.0, 5.974747474747475)"
08-12-2022 13:22:13.051481,"(5.0, 7.0, 6.734246575342466)","(3.6, 4.5, 4.393373493975903)","(2.1, 2.52, 2.5373741794310725)","(81.0, 260.0, 196.66666666666666)","(41.0, 75.0, 73.93617021276596)","(31.0, 65.0, 63.333333333333336)","(31.0, 55.0, 49.06)","(5.0, 6.0, 6.236363636363636)"
08-12-2022 13:22:14.397227,"(5.0, 7.0, 6.723893805309735)","(3.6, 4.4, 4.328169014084508)","(2.1, 2.54, 2.5373626373626372)","(81.0, 250.0, 234.44444444444446)","(41.0, 75.0, 73.6734693877551)","(31.0, 65.0, 61.76470588235294)","(31.0, 55.0, 48.90909090909091)","(5.0, 6.8, 6.248484848484849)"
08-12-2022 13:22:15.719536,"(5.0, 7.0, 6.808294930875576)","(3.6, 4.4, 4.330973451327434)","(2.1, 2.54, 2.5373626373626372)","(81.0, 240.0, 238.0)","(41.0, 75.0, 73.6734693877551)","(31.0, 65.0, 61.76470588235294)","(31.0, 50.0, 48.73684210526316)","(5.0, 6.6, 6.28421052631579)"
08-12-2022 13:22:17.029594,"(5.0, 7.0, 6.641379310344828)","(3.6, 4.4, 4.330973451327434)","(2.1, 2.54, 2.539506172839506)","(81.0, 250.0, 243.33333333333334)","(41.0, 75.0, 73.6734693877551)","(31.0, 65.0, 61.76470588235294)","(31.0, 50.0, 48.285714285714285)","(5.0, 6.8, 6.52)"
08-12-2022 13:22:18.293396,"(5.0, 7.0, 6.607547169811321)","(3.6, 4.4, 4.312359550561798)","(2.1, 2.54, 2.537825059101655)","(81.0, 270.0, 246.0)","(41.0, 75.0, 73.6734693877551)","(31.0, 65.0, 60.76923076923077)","(31.0, 50.0, 48.285714285714285)","(5.0, 6.6, 6.333333333333333)"
08-12-2022 13:22:19.645184,"(5.0, 7.0, 6.641379310344828)","(3.6, 4.4, 4.312359550561798)","(2.1, 2.54, 2.537825059101655)","(81.0, 260.0, 233.0769230769231)","(41.0, 75.0, 73.6734693877551)","(31.0, 65.0, 60.76923076923077)","(31.0, 50.0, 48.285714285714285)","(5.0, 6.8, 6.493617021276596)"
08-12-2022 13:22:21.017212,"(5.0, 7.0, 6.766666666666667)","(3.6, 4.4, 4.324031007751938)","(2.1, 2.54, 2.573236929922136)","(81.0, 260.0, 216.66666666666666)","(41.0, 75.0, 73.6734693877551)","(31.0, 65.0, 60.76923076923077)","(31.0, 50.0, 45.06666666666667)","(5.0, 6.8, 6.565217391304348)"
08-12-2022 13:22:22.372132,"(5.0, 6.8, 6.766666666666667)","(3.6, 4.4, 4.319402985074627)","(2.1, 2.58, 2.539614921780987)","(81.0, 230.0, 216.66666666666666)","(41.0, 75.0, 73.6734693877551)","(31.0, 65.0, 60.76923076923077)","(31.0, 46.0, 45.285714285714285)","(5.0, 6.6, 6.565217391304348)"
08-12-2022 13:22:23.699792,"(5.0, 6.8, 6.766666666666667)","(3.6, 4.4, 4.2662790697674415)","(2.1, 2.54, 2.5294736842105263)","(81.0, 230.0, 210.0)","(41.0, 75.0, 73.64583333333333)","(31.0, 65.0, 60.76923076923077)","(31.0, 46.0, 45.166666666666664)","(5.0, 6.6, 6.7437499999999995)"
08-12-2022 13:22:25.007212,"(5.0, 6.6, 6.504)","(3.6, 4.3, 4.265979381443299)","(2.1, 2.54, 2.5309565217391303)","(81.0, 220.0, 227.5)","(41.0, 75.0, 73.64583333333333)","(31.0, 65.0, 60.76923076923077)","(31.0, 46.0, 45.27272727272727)","(5.0, 6.8, 6.733333333333333)"
08-12-2022 13:22:26.398809,"(5.0, 6.6, 6.495652173913044)","(3.6, 4.3, 4.260240963855422)","(2.1, 2.54, 2.5309565217391303)","(81.0, 240.0, 227.5)","(41.0, 75.0, 73.64583333333333)","(31.0, 65.0, 60.76923076923077)","(31.0, 46.0, 45.27272727272727)","(5.0, 6.8, 6.733333333333333)"
08-12-2022 13:22:27.779281,"(5.0, 6.6, 6.495652173913044)","(3.6, 4.3, 4.2)","(2.1, 2.54, 2.533571428571429)","(81.0, 240.0, 201.42857142857142)","(41.0, 75.0, 73.61702127659575)","(31.0, 65.0, 60.416666666666664)","(31.0, 46.0, 45.2)","(5.0, 6.8, 6.981132075471698)"
08-12-2022 13:22:29.118869,"(5.0, 6.6, 6.46)","(3.6, 4.2, 4.194886363636364)","(2.1, 2.54, 2.537014925373134)","(81.0, 230.0, 202.0)","(41.0, 75.0, 73.61702127659575)","(31.0, 65.0, 60.416666666666664)","(31.0, 46.0, 45.111111111111114)","(5.0, 7.0, 7.1454545454545455)"
08-12-2022 13:22:30.458518,"(5.0, 6.4, 6.397235023041475)","(3.6, 4.2, 4.195901639344262)","(2.1, 2.58, 2.5711306256860595)","(81.0, 220.0, 202.0)","(41.0, 75.0, 73.61702127659575)","(31.0, 65.0, 60.416666666666664)","(31.0, 46.0, 45.111111111111114)","(5.0, 7.2, 7.053333333333334)"
08-12-2022 13:22:32.578750,"(5.0, 6.8, 6.705785123966942)","(3.6, 4.2, 4.245341614906832)","(2.1, 2.58, 2.5569086651053863)","(81.0, 220.0, 201.42857142857142)","(41.0, 75.0, 73.61702127659575)","(31.0, 65.0, 60.416666666666664)","(31.0, 46.0, 45.111111111111114)","(5.0, 7.4, 7.053333333333334)"
08-12-2022 13:22:34.095769,"(5.0, 6.8, 6.748878923766816)","(3.6, 4.3, 4.26258064516129)","(2.1, 2.56, 2.442061855670103)","(81.0, 230.0, 145.55555555555554)","(41.0, 75.0, 73.61702127659575)","(31.0, 65.0, 60.416666666666664)","(31.0, 46.0, 45.333333333333336)","(5.0, 7.4, 7.217857142857143)"
08-12-2022 13:22:36.002885,"(5.0, 6.8, 6.56551724137931)","(3.6, 4.3, 4.271)","(2.1, 2.48, 2.444)","(81.0, 150.0, 145.55555555555554)","(41.0, 75.0, 73.61702127659575)","(31.0, 65.0, 60.416666666666664)","(31.0, 46.0, 45.333333333333336)","(5.0, 7.4, 7.308695652173913)"
08-12-2022 13:22:37.471764,"(5.0, 6.6, 6.56551724137931)","(3.6, 4.3, 4.271)","(2.1, 2.48, 2.444)","(81.0, 150.0, 145.55555555555554)","(41.0, 75.0, 73.86363636363636)","(31.0, 65.0, 61.666666666666664)","(31.0, 46.0, 45.38461538461539)","(5.0, 7.4, 7.31923076923077)"
08-12-2022 13:22:39.007745,"(5.0, 6.6, 6.374358974358975)","(3.6, 4.3, 4.279591836734694)","(2.1, 2.48, 2.44025459688826)","(81.0, 150.0, 145.55555555555554)","(41.0, 75.0, 73.86363636363636)","(31.0, 70.0, 62.857142857142854)","(31.0, 46.0, 45.38461538461539)","(5.0, 7.4, 6.984210526315789)"
08-12-2022 13:22:40.714908,"(5.0, 6.4, 6.378947368421053)","(3.6, 4.3, 4.279591836734694)","(2.1, 2.5, 2.4416574585635358)","(81.0, 150.0, 145.55555555555554)","(41.0, 75.0, 73.86363636363636)","(31.0, 65.0, 64.44444444444444)","(31.0, 46.0, 45.38461538461539)","(5.0, 7.0, 6.984210526315789)"
08-12-2022 13:22:42.321970,"(5.0, 6.4, 6.501587301587302)","(3.6, 4.3, 4.386206896551724)","(2.1, 2.5, 2.4402848101265824)","(81.0, 150.0, 147.14285714285714)","(41.0, 75.0, 74.14634146341463)","(31.0, 70.0, 67.11538461538461)","(31.0, 46.0, 49.05263157894737)","(5.0, 7.0, 5.980898876404495)"
08-12-2022 13:22:43.844136,"(5.0, 6.8, 6.533333333333333)","(3.6, 4.5, 4.39622641509434)","(2.1, 2.5, 2.4402848101265824)","(81.0, 150.0, 147.14285714285714)","(51.0, 75.0, 74.14634146341463)","(31.0, 70.0, 67.22222222222223)","(31.0, 50.0, 48.875)","(5.5, 6.8, 6.314285714285714)"
08-12-2022 13:22:45.279251,"(5.5, 6.8, 6.631578947368421)","(3.6, 4.5, 4.39622641509434)","(2.1, 2.5, 2.4402848101265824)","(81.0, 150.0, 147.14285714285714)","(51.0, 75.0, 74.14634146341463)","(31.0, 70.0, 66.73913043478261)","(31.0, 50.0, 48.875)","(5.5, 6.6, 6.24)"
08-12-2022 13:22:46.683597,"(5.0, 6.8, 6.631578947368421)","(3.7, 4.5, 4.4437500000000005)","(2.1, 2.5, 2.4229402756508422)","(81.0, 150.0, 147.14285714285714)","(51.0, 75.0, 74.14634146341463)","(31.0, 70.0, 66.73913043478261)","(31.0, 50.0, 49.05263157894737)","(5.5, 6.4, 6.289655172413793)"
08-12-2022 13:22:48.074511,"(5.0, 6.8, 6.841176470588235)","(3.7, 4.5, 4.448571428571428)","(2.1, 2.5, 2.420755905511811)","(81.0, 150.0, 161.42857142857142)","(51.0, 75.0, 74.07894736842105)","(31.0, 70.0, 66.5909090909091)","(31.0, 50.0, 48.093023255813954)","(5.5, 6.4, 6.296774193548387)"
08-12-2022 13:22:49.428580,"(5.0, 7.0, 6.843478260869565)","(3.6, 4.5, 4.448571428571428)","(2.1, 2.5, 2.420755905511811)","(81.0, 170.0, 161.42857142857142)","(51.0, 75.0, 74.07894736842105)","(31.0, 70.0, 66.5909090909091)","(31.0, 55.0, 47.18421052631579)","(5.5, 6.4, 6.296774193548387)"
08-12-2022 13:22:50.672767,"(5.0, 7.0, 6.866666666666666)","(3.6, 4.5, 4.448571428571428)","(2.1, 2.48, 2.424)","(81.0, 170.0, 164.54545454545453)","(51.0, 75.0, 74.07894736842105)","(31.0, 70.0, 66.5909090909091)","(31.0, 55.0, 47.18421052631579)","(5.5, 6.4, 6.296774193548387)"
08-12-2022 13:22:52.010269,"(5.5, 7.0, 6.763636363636364)","(3.7, 4.5, 4.394117647058823)","(2.1, 2.48, 2.424)","(81.0, 170.0, 164.54545454545453)","(51.0, 75.0, 73.93939393939394)","(31.0, 70.0, 66.5909090909091)","(31.0, 55.0, 47.3235294117647)","(5.0, 6.4, 6.3578947368421055)"
08-12-2022 13:22:53.320227,"(5.5, 7.0, 6.664516129032258)","(3.7, 4.5, 4.386666666666667)","(2.1, 2.48, 2.42375)","(81.0, 170.0, 161.42857142857142)","(51.0, 75.0, 73.93939393939394)","(31.0, 70.0, 68.75)","(31.0, 55.0, 45.294117647058826)","(5.0, 6.4, 6.36923076923077)"
08-12-2022 13:22:54.590944,"(5.5, 7.0, 6.612121212121211)","(3.7, 4.4, 4.394285714285715)","(2.1, 2.48, 2.42375)","(81.0, 170.0, 164.54545454545453)","(51.0, 75.0, 73.93939393939394)","(31.0, 75.0, 67.85714285714286)","(31.0, 46.0, 44.90909090909091)","(5.0, 6.4, 6.36923076923077)"
08-12-2022 13:22:55.828337,"(5.5, 7.0, 6.644444444444445)","(3.7, 4.5, 4.454430379746835)","(2.1, 2.48, 2.42375)","(81.0, 170.0, 164.54545454545453)","(51.0, 75.0, 73.93939393939394)","(31.0, 75.0, 67.85714285714286)","(31.0, 46.0, 44.90909090909091)","(5.0, 6.4, 6.3578947368421055)"
08-12-2022 13:22:57.124980,"(5.5, 7.0, 6.644444444444445)","(3.7, 4.5, 4.454430379746835)","(2.1, 2.48, 2.4404878048780487)","(81.0, 170.0, 168.94736842105263)","(51.0, 75.0, 73.93939393939394)","(31.0, 75.0, 67.85714285714286)","(31.0, 46.0, 44.90909090909091)","(5.0, 6.4, 6.3578947368421055)"
08-12-2022 13:22:58.475763,"(5.5, 7.0, 6.5826086956521745)","(3.7, 4.5, 4.323547400611621)","(2.1, 2.48, 2.4451851851851854)","(81.0, 170.0, 169.04761904761904)","(51.0, 75.0, 73.93939393939394)","(31.0, 75.0, 67.85714285714286)","(31.0, 46.0, 44.90909090909091)","(5.0, 6.4, 6.983928571428572)"
08-12-2022 13:22:59.799306,"(5.5, 7.0, 6.542857142857143)","(3.7, 4.4, 4.320382165605095)","(2.1, 2.46, 2.457285067873303)","(81.0, 170.0, 169.04761904761904)","(51.0, 75.0, 73.93939393939394)","(31.0, 75.0, 67.85714285714286)","(31.0, 46.0, 44.90909090909091)","(5.0, 7.0, 6.85)"
08-12-2022 13:23:01.147397,"(5.5, 7.0, 6.5826086956521745)","(3.7, 4.4, 4.315540540540541)","(2.1, 2.46, 2.457285067873303)","(81.0, 170.0, 169.04761904761904)","(51.0, 75.0, 73.93939393939394)","(31.0, 75.0, 67.85714285714286)","(31.0, 46.0, 44.90909090909091)","(5.5, 7.0, 6.822222222222222)"
08-12-2022 13:23:02.355014,"(5.5, 7.0, 6.5826086956521745)","(3.7, 4.4, 4.316666666666666)","(2.1, 2.46, 2.457272727272727)","(81.0, 170.0, 169.04761904761904)","(51.0, 75.0, 73.93939393939394)","(31.0, 75.0, 67.85714285714286)","(31.0, 46.0, 44.90909090909091)","(5.5, 7.0, 6.8315789473684205)"
08-12-2022 13:23:03.671591,"(5.5, 7.0, 6.5826086956521745)","(3.7, 4.4, 4.310104529616725)","(2.05, 2.46, 2.4274074074074075)","(81.0, 170.0, 169.04761904761904)","(51.0, 75.0, 73.93939393939394)","(31.0, 75.0, 69.0)","(31.0, 46.0, 44.90909090909091)","(5.5, 7.0, 6.8315789473684205)"
08-12-2022 13:23:05.022144,"(5.5, 7.0, 6.553488372093024)","(3.7, 4.4, 4.30979020979021)","(2.05, 2.48, 2.4274074074074075)","(81.0, 170.0, 169.04761904761904)","(51.0, 75.0, 73.93939393939394)","(31.0, 75.0, 69.0)","(31.0, 46.0, 44.90909090909091)","(5.5, 7.0, 6.822222222222222)"
08-12-2022 13:23:06.354457,"(5.5, 7.0, 6.553488372093024)","(3.7, 4.4, 4.306859205776173)","(2.05, 2.48, 2.4238461538461538)","(81.0, 170.0, 169.04761904761904)","(51.0, 75.0, 73.93939393939394)","(31.0, 75.0, 69.0)","(31.0, 46.0, 44.90909090909091)","(5.5, 7.0, 6.822222222222222)"
08-12-2022 13:23:07.619418,"(5.5, 7.0, 6.553488372093024)","(3.7, 4.4, 4.306859205776173)","(2.05, 2.48, 2.4238461538461538)","(81.0, 170.0, 169.04761904761904)","(51.0, 75.0, 73.93939393939394)","(31.0, 75.0, 69.0)","(31.0, 46.0, 44.90909090909091)","(5.5, 7.0, 6.8769230769230765)"
08-12-2022 13:23:08.895047,"(5.5, 7.0, 6.553488372093024)","(3.7, 4.4, 4.306859205776173)","(2.05, 2.48, 2.4198898071625345)","(81.0, 170.0, 169.04761904761904)","(51.0, 75.0, 73.93939393939394)","(31.0, 75.0, 69.0)","(31.0, 46.0, 44.90909090909091)","(5.5, 7.0, 6.8769230769230765)"
08-12-2022 13:23:10.218934,"(5.5, 7.0, 6.550000000000001)","(3.7, 4.4, 4.27695652173913)","(2.05, 2.42, 2.419890410958904)","(81.0, 170.0, 169.04761904761904)","(51.0, 75.0, 73.93939393939394)","(31.0, 75.0, 69.0)","(31.0, 46.0, 44.90909090909091)","(5.5, 7.0, 6.8769230769230765)"
08-12-2022 13:23:11.594853,"(5.5, 7.0, 6.550000000000001)","(3.7, 4.4, 4.2781456953642385)","(2.05, 2.42, 2.419890410958904)","(81.0, 170.0, 169.04761904761904)","(51.0, 75.0, 74.05405405405405)","(31.0, 75.0, 69.0)","(31.0, 46.0, 44.90909090909091)","(5.5, 7.0, 6.709090909090909)"
08-12-2022 13:23:12.916440,"(5.5, 7.0, 6.550000000000001)","(3.7, 4.4, 4.2781456953642385)","(2.05, 2.42, 2.476923076923077)","(81.0, 170.0, 169.04761904761904)","(51.0, 75.0, 74.05405405405405)","(31.0, 75.0, 69.0)","(31.0, 46.0, 44.90909090909091)","(5.5, 7.0, 6.975510204081632)"
08-12-2022 13:23:14.186949,"(5.5, 7.0, 6.550000000000001)","(3.7, 4.4, 4.2781456953642385)","(2.05, 2.48, 2.46692793931732)","(81.0, 170.0, 169.04761904761904)","(51.0, 75.0, 74.05405405405405)","(31.0, 75.0, 68.33333333333333)","(31.0, 46.0, 45.81818181818182)","(5.5, 7.0, 6.975510204081632)"
08-12-2022 13:23:15.395335,"(5.5, 7.2, 6.478571428571429)","(3.7, 4.4, 4.27072599531616)","(2.05, 2.5, 2.4673755047106325)","(81.0, 170.0, 169.04761904761904)","(51.0, 75.0, 74.05405405405405)","(31.0, 75.0, 68.33333333333333)","(31.0, 46.0, 45.81818181818182)","(5.5, 7.0, 6.976923076923077)"
08-12-2022 13:23:16.635192,"(5.5, 7.0, 6.781818181818182)","(3.7, 4.4, 4.230153846153846)","(2.05, 2.5, 2.462301710730949)","(81.0, 170.0, 169.04761904761904)","(51.0, 75.0, 74.05405405405405)","(31.0, 75.0, 68.33333333333333)","(31.0, 46.0, 45.8)","(5.5, 7.0, 6.942986425339367)"
08-12-2022 13:23:17.877684,"(5.5, 7.0, 6.640000000000001)","(3.7, 4.4, 4.315076923076923)","(2.05, 2.5, 2.462301710730949)","(81.0, 170.0, 169.04761904761904)","(51.0, 75.0, 74.05405405405405)","(31.0, 75.0, 68.33333333333333)","(31.0, 46.0, 45.8)","(5.5, 7.0, 6.976923076923077)"
08-12-2022 13:23:19.037846,"(5.5, 7.0, 6.781818181818182)","(3.7, 4.4, 4.315076923076923)","(2.05, 2.46, 2.4535416666666667)","(81.0, 170.0, 169.04761904761904)","(51.0, 75.0, 74.05405405405405)","(31.0, 75.0, 75.95238095238095)","(31.0, 46.0, 45.714285714285715)","(5.5, 7.0, 6.7555555555555555)"
08-12-2022 13:23:20.103170,"(5.5, 6.8, 6.615384615384616)","(3.7, 4.4, 4.315076923076923)","(2.05, 2.46, 2.4535416666666667)","(81.0, 170.0, 169.04761904761904)","(51.0, 75.0, 74.05405405405405)","(31.0, 80.0, 75.95238095238095)","(31.0, 46.0, 48.27777777777778)","(5.5, 6.8, 6.743347639484979)"
08-12-2022 13:23:21.271124,"(5.5, 6.8, 6.615384615384616)","(3.7, 4.4, 4.315076923076923)","(2.05, 2.46, 2.4526315789473685)","(81.0, 170.0, 169.04761904761904)","(51.0, 75.0, 74.05405405405405)","(31.0, 80.0, 76.0)","(31.0, 55.0, 48.94117647058823)","(5.5, 6.8, 6.738983050847457)"
08-12-2022 13:23:22.569267,"(5.5, 6.8, 6.615384615384616)","(3.7, 4.4, 4.315076923076923)","(2.1, 2.46, 2.4526315789473685)","(81.0, 170.0, 169.04761904761904)","(51.0, 75.0, 74.05405405405405)","(31.0, 80.0, 76.0)","(31.0, 50.0, 48.27777777777778)","(5.5, 6.8, 6.738983050847457)"
08-12-2022 13:23:23.776319,"(5.5, 6.8, 6.615384615384616)","(3.7, 4.4, 4.315076923076923)","(2.1, 2.46, 2.438846153846154)","(81.0, 170.0, 169.0)","(51.0, 75.0, 74.05405405405405)","(31.0, 80.0, 71.66666666666667)","(31.0, 55.0, 49.2)","(5.5, 6.8, 6.736563876651982)"
08-12-2022 13:23:24.957399,"(5.5, 6.6, 6.493333333333333)","(3.7, 4.4, 4.323545706371191)","(2.1, 2.44, 2.442278481012658)","(81.0, 170.0, 169.0)","(51.0, 75.0, 74.05405405405405)","(31.0, 75.0, 71.66666666666667)","(31.0, 50.0, 49.294117647058826)","(5.5, 6.8, 6.730434782608696)"
08-12-2022 13:23:26.171920,"(5.5, 6.6, 6.5)","(3.7, 4.4, 4.266019417475729)","(2.05, 2.46, 2.4404651162790696)","(81.0, 170.0, 169.0)","(51.0, 75.0, 74.05405405405405)","(41.0, 75.0, 73.33333333333333)","(31.0, 50.0, 50.170731707317074)","(5.5, 6.8, 6.729756097560975)"
08-12-2022 13:23:27.392198,"(5.5, 6.6, 6.5)","(3.7, 4.4, 4.266019417475729)","(2.05, 2.46, 2.4404651162790696)","(81.0, 170.0, 169.0)","(51.0, 75.0, 74.05405405405405)","(41.0, 75.0, 71.66666666666667)","(31.0, 55.0, 50.170731707317074)","(5.5, 6.8, 6.729756097560975)"
08-12-2022 13:23:28.701143,"(5.5, 6.6, 6.5)","(3.7, 4.4, 4.26095717884131)","(2.05, 2.46, 2.4456410256410255)","(81.0, 170.0, 169.0)","(51.0, 75.0, 74.05405405405405)","(31.0, 75.0, 73.75)","(31.0, 55.0, 50.170731707317074)","(5.5, 6.8, 6.729756097560975)"
08-12-2022 13:23:29.862495,"(5.5, 6.4, 6.365094339622642)","(3.7, 4.4, 4.263703703703704)","(2.05, 2.46, 2.451578947368421)","(81.0, 170.0, 202.85714285714286)","(51.0, 75.0, 73.75)","(31.0, 75.0, 73.36065573770492)","(31.0, 55.0, 48.34782608695652)","(5.5, 6.8, 6.733727810650888)"
08-12-2022 13:23:30.953612,"(5.5, 6.4, 6.359817351598174)","(3.7, 4.4, 4.262210796915167)","(2.05, 2.46, 2.4457142857142857)","(81.0, 210.0, 204.44444444444446)","(51.0, 75.0, 73.75)","(31.0, 75.0, 73.36065573770492)","(31.0, 50.0, 48.0)","(5.5, 6.8, 6.733727810650888)"
08-12-2022 13:23:32.088867,"(5.5, 6.4, 6.359817351598174)","(3.7, 4.4, 4.262210796915167)","(2.05, 2.46, 2.452875)","(81.0, 210.0, 203.75)","(51.0, 75.0, 73.01886792452831)","(31.0, 75.0, 69.64285714285714)","(31.0, 50.0, 48.23255813953488)","(5.5, 6.8, 6.739784946236559)"
08-12-2022 13:23:33.238298,"(5.5, 6.4, 6.361572052401747)","(3.7, 4.4, 4.273469387755102)","(2.05, 2.46, 2.456)","(81.0, 210.0, 196.52173913043478)","(51.0, 75.0, 73.01886792452831)","(31.0, 70.0, 69.72727272727273)","(31.0, 50.0, 48.1)","(5.5, 6.8, 6.964625850340136)"
08-12-2022 13:23:34.545182,"(5.5, 6.4, 6.374528301886793)","(3.7, 4.4, 4.2643326039387315)","(2.05, 2.46, 2.456)","(81.0, 200.0, 196.52173913043478)","(51.0, 75.0, 73.01886792452831)","(31.0, 70.0, 69.7)","(31.0, 50.0, 47.82857142857143)","(5.5, 7.0, 6.985365853658537)"
08-12-2022 13:23:35.733421,"(5.5, 6.4, 6.371122994652406)","(3.7, 4.4, 4.2643326039387315)","(2.1, 2.46, 2.456)","(91.0, 200.0, 196.52173913043478)","(51.0, 75.0, 73.01886792452831)","(31.0, 70.0, 69.7)","(31.0, 50.0, 47.82857142857143)","(5.5, 7.0, 6.983132530120482)"
08-12-2022 13:23:36.902472,"(5.5, 6.6, 6.5352601156069365)","(3.7, 4.4, 4.261607142857143)","(2.1, 2.46, 2.457894736842105)","(91.0, 200.0, 196.52173913043478)","(51.0, 75.0, 73.01886792452831)","(31.0, 70.0, 73.24561403508773)","(31.0, 50.0, 47.82857142857143)","(5.5, 7.0, 6.958947368421053)"
08-12-2022 13:23:38.184936,"(5.5, 6.6, 6.538461538461538)","(3.7, 4.4, 4.260986547085202)","(2.1, 2.46, 2.444722222222222)","(81.0, 200.0, 196.52173913043478)","(51.0, 75.0, 73.01886792452831)","(31.0, 75.0, 73.24561403508773)","(31.0, 50.0, 47.729729729729726)","(5.5, 7.0, 6.960869565217391)"
08-12-2022 13:23:39.423060,"(5.5, 6.6, 6.541361256544502)","(3.7, 4.4, 4.300641025641026)","(2.1, 2.46, 2.4442857142857144)","(81.0, 200.0, 196.52173913043478)","(51.0, 75.0, 72.15277777777777)","(31.0, 75.0, 69.43396226415095)","(31.0, 50.0, 47.729729729729726)","(5.5, 7.0, 6.9628865979381445)"
08-12-2022 13:23:40.649851,"(5.5, 6.6, 6.541361256544502)","(3.7, 4.4, 4.300641025641026)","(2.1, 2.46, 2.4442857142857144)","(81.0, 200.0, 196.52173913043478)","(51.0, 75.0, 72.02898550724638)","(31.0, 70.0, 69.4)","(31.0, 50.0, 47.375)","(5.5, 7.0, 6.9628865979381445)"
08-12-2022 13:23:41.836675,"(5.5, 6.8, 6.552727272727273)","(3.7, 4.4, 4.266666666666667)","(2.1, 2.46, 2.4465853658536583)","(81.0, 200.0, 196.52173913043478)","(51.0, 75.0, 72.02898550724638)","(31.0, 70.0, 69.4)","(31.0, 50.0, 47.375)","(5.5, 7.0, 6.9628865979381445)"
08-12-2022 13:23:43.029071,"(5.5, 6.8, 6.548148148148148)","(3.7, 4.3, 4.2331896551724135)","(2.1, 2.46, 2.445814696485623)","(81.0, 200.0, 196.52173913043478)","(51.0, 75.0, 72.02898550724638)","(31.0, 70.0, 69.4)","(31.0, 50.0, 47.375)","(5.5, 7.0, 6.959776536312849)"
08-12-2022 13:23:44.329230,"(5.5, 6.8, 6.533333333333333)","(3.7, 4.4, 4.3025157232704405)","(2.1, 2.46, 2.446233766233766)","(81.0, 200.0, 196.52173913043478)","(51.0, 75.0, 72.02898550724638)","(31.0, 70.0, 69.0)","(31.0, 50.0, 47.375)","(5.5, 7.0, 6.959776536312849)"
08-12-2022 13:23:45.516555,"(5.5, 6.8, 6.533333333333333)","(3.7, 4.4, 4.3025157232704405)","(2.1, 2.46, 2.4508396946564885)","(81.0, 200.0, 196.52173913043478)","(51.0, 75.0, 72.02898550724638)","(31.0, 70.0, 69.0)","(31.0, 50.0, 47.375)","(5.5, 7.0, 6.959776536312849)"
08-12-2022 13:23:46.661921,"(5.5, 6.8, 6.481159420289855)","(3.7, 4.4, 4.3025157232704405)","(2.1, 2.46, 2.4492753623188404)","(81.0, 200.0, 185.0)","(51.0, 75.0, 72.86458333333333)","(31.0, 70.0, 69.0)","(31.0, 50.0, 47.375)","(5.5, 7.0, 6.959776536312849)"
08-12-2022 13:23:47.898369,"(5.5, 6.8, 6.481159420289855)","(3.7, 4.4, 4.3025157232704405)","(2.1, 2.46, 2.451076923076923)","(81.0, 200.0, 185.0)","(51.0, 75.0, 72.86458333333333)","(31.0, 70.0, 69.0)","(31.0, 50.0, 47.375)","(5.5, 7.0, 6.959090909090909)"
08-12-2022 13:23:49.127799,"(5.5, 6.6, 6.564245810055866)","(3.7, 4.4, 4.348888888888889)","(2.1, 2.46, 2.446355140186916)","(81.0, 200.0, 185.0)","(51.0, 75.0, 73.11320754716981)","(31.0, 70.0, 69.0)","(31.0, 50.0, 47.375)","(5.5, 7.0, 6.965714285714285)"
08-12-2022 13:23:50.450896,"(5.5, 6.6, 6.473949579831933)","(3.7, 4.5, 4.325)","(2.1, 2.46, 2.443765690376569)","(81.0, 200.0, 180.0)","(51.0, 75.0, 72.95081967213115)","(41.0, 70.0, 68.33333333333333)","(31.0, 50.0, 47.29032258064516)","(5.5, 7.0, 7.194444444444445)"
08-12-2022 13:23:51.786855,"(5.5, 6.6, 6.496153846153846)","(3.7, 4.4, 4.325)","(2.1, 2.46, 2.4438655462184875)","(81.0, 200.0, 180.0)","(51.0, 75.0, 72.95081967213115)","(41.0, 70.0, 68.33333333333333)","(31.0, 50.0, 47.29032258064516)","(5.5, 7.4, 7.233707865168539)"
08-12-2022 13:23:53.249611,"(5.5, 6.6, 6.4868421052631575)","(3.7, 4.4, 4.325)","(2.1, 2.46, 2.433271028037383)","(81.0, 200.0, 180.0)","(51.0, 75.0, 72.95081967213115)","(41.0, 70.0, 68.33333333333333)","(31.0, 50.0, 49.333333333333336)","(5.5, 7.4, 7.296)"
08-12-2022 13:23:54.685859,"(5.5, 6.6, 6.563333333333333)","(3.7, 4.4, 4.312334801762114)","(2.1, 2.44, 2.4228571428571426)","(81.0, 200.0, 203.75)","(51.0, 75.0, 72.98387096774194)","(41.0, 70.0, 68.27586206896552)","(31.0, 50.0, 49.0)","(5.5, 7.4, 7.374603174603175)"
