,Night Boss,Shanghai Candy,Freedom Rider,Purple Shirt,Political Decision,Missionsninetynine,Late In The Game
15-12-2022 13:02:11.231701,"(8.0, 8.8, 8.068085106382979)","(15.0, 27.0, 24.666666666666668)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.866666666666667)","(26.0, 48.0, 46.5)","(4.0, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:12.231423,"(8.0, 8.8, 8.068085106382979)","(15.0, 27.0, 24.666666666666668)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.866666666666667)","(26.0, 48.0, 46.5)","(4.0, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:13.140852,"(8.0, 8.8, 8.068085106382979)","(15.0, 27.0, 24.666666666666668)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.866666666666667)","(26.0, 48.0, 46.5)","(4.0, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:14.146942,"(8.0, 8.8, 8.076190476190476)","(15.0, 27.0, 25.782608695652172)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.6)","(26.0, 48.0, 46.875)","(4.0, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:15.193821,"(8.0, 8.8, 8.076190476190476)","(15.0, 27.0, 25.782608695652172)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.6)","(26.0, 48.0, 46.875)","(4.0, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:16.255424,"(8.0, 8.8, 8.076190476190476)","(15.0, 27.0, 23.0)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.6)","(26.0, 48.0, 46.875)","(4.0, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:17.302023,"(8.0, 8.8, 8.076190476190476)","(15.0, 27.0, 23.0)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.6)","(26.0, 48.0, 46.875)","(4.0, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:18.289038,"(8.0, 8.8, 8.076190476190476)","(15.0, 27.0, 23.0)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.6)","(26.0, 48.0, 46.875)","(4.0, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:19.320991,"(8.0, 8.8, 8.076190476190476)","(15.0, 27.0, 23.0)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.6)","(26.0, 48.0, 46.875)","(4.0, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:20.322362,"(8.0, 8.8, 8.076190476190476)","(15.0, 27.0, 23.0)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.6)","(26.0, 48.0, 46.875)","(4.0, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:21.342145,"(8.0, 8.8, 8.076190476190476)","(15.0, 27.0, 23.0)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.6)","(26.0, 48.0, 46.875)","(4.0, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:22.447498,"(8.0, 8.8, 8.076190476190476)","(15.0, 27.0, 23.0)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.6)","(26.0, 48.0, 46.875)","(4.0, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:23.430185,"(8.0, 8.8, 8.076190476190476)","(15.0, 27.0, 23.0)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.6)","(26.0, 48.0, 46.875)","(4.0, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:24.440215,"(8.0, 8.8, 8.069565217391304)","(15.0, 27.0, 24.333333333333332)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.6)","(26.0, 48.0, 46.714285714285715)","(4.0, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:25.458401,"(8.0, 8.8, 8.069565217391304)","(15.0, 27.0, 24.333333333333332)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.6)","(26.0, 48.0, 46.714285714285715)","(4.0, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:26.467023,"(8.0, 8.8, 8.069565217391304)","(15.0, 27.0, 24.333333333333332)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.6)","(26.0, 48.0, 46.714285714285715)","(4.0, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:27.449389,"(8.0, 8.8, 8.069565217391304)","(15.0, 27.0, 24.333333333333332)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.6)","(26.0, 48.0, 46.714285714285715)","(4.0, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:28.514426,"(8.0, 8.8, 8.069565217391304)","(15.0, 27.0, 24.333333333333332)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.6)","(26.0, 48.0, 46.714285714285715)","(4.0, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:29.576969,"(8.0, 8.8, 8.069565217391304)","(15.0, 27.0, 24.333333333333332)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.6)","(26.0, 48.0, 46.714285714285715)","(4.0, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:30.615350,"(8.0, 8.8, 8.069565217391304)","(15.0, 27.0, 24.333333333333332)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.6)","(26.0, 48.0, 46.714285714285715)","(4.0, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:31.679982,"(8.0, 8.8, 8.069565217391304)","(15.0, 27.0, 24.333333333333332)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.6)","(26.0, 48.0, 46.714285714285715)","(4.0, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:32.778216,"(8.0, 8.8, 8.069565217391304)","(15.0, 27.0, 24.333333333333332)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.6)","(26.0, 48.0, 46.714285714285715)","(4.0, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:33.802334,"(8.0, 8.8, 8.103225806451613)","(15.0, 27.0, 23.666666666666668)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.6)","(26.0, 48.0, 44.2)","(4.0, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:34.796544,"(8.0, 8.8, 8.103225806451613)","(15.0, 27.0, 23.666666666666668)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.6)","(26.0, 48.0, 44.2)","(4.0, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:35.795212,"(8.0, 8.8, 8.103225806451613)","(15.0, 27.0, 23.666666666666668)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.333333333333334)","(26.0, 48.0, 45.888888888888886)","(4.0, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:36.791180,"(8.0, 8.8, 8.103225806451613)","(15.0, 27.0, 23.666666666666668)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.333333333333334)","(26.0, 48.0, 45.888888888888886)","(4.0, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:37.779603,"(7.5, 8.8, 8.103225806451613)","(16.0, 27.0, 23.666666666666668)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.333333333333334)","(26.0, 48.0, 45.888888888888886)","(4.2, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:38.789704,"(7.5, 8.8, 8.103225806451613)","(16.0, 27.0, 23.666666666666668)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.333333333333334)","(26.0, 48.0, 45.888888888888886)","(4.2, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:39.723672,"(7.5, 8.8, 8.103225806451613)","(16.0, 27.0, 23.666666666666668)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.333333333333334)","(26.0, 48.0, 45.888888888888886)","(4.2, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:40.771865,"(7.5, 8.8, 8.103225806451613)","(16.0, 27.0, 22.333333333333332)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.333333333333334)","(26.0, 48.0, 45.888888888888886)","(4.2, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:41.870034,"(7.5, 8.8, 8.103225806451613)","(16.0, 27.0, 22.333333333333332)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.333333333333334)","(26.0, 48.0, 45.888888888888886)","(4.2, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:42.902816,"(7.5, 8.8, 8.103225806451613)","(16.0, 27.0, 22.333333333333332)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.333333333333334)","(26.0, 48.0, 47.0)","(4.2, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:43.852080,"(7.5, 8.8, 8.071111111111112)","(16.0, 27.0, 24.454545454545453)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.333333333333334)","(26.0, 48.0, 47.0)","(4.2, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:44.822830,"(7.5, 8.8, 8.071111111111112)","(16.0, 27.0, 23.88888888888889)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.333333333333334)","(26.0, 48.0, 47.0)","(4.2, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:45.854211,"(7.5, 8.8, 8.071111111111112)","(16.0, 27.0, 23.0)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.333333333333334)","(26.0, 48.0, 47.0)","(4.2, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:47.002358,"(7.5, 8.8, 8.071111111111112)","(16.0, 27.0, 23.0)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.333333333333334)","(26.0, 48.0, 47.0)","(4.2, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:48.071478,"(7.5, 8.8, 8.071111111111112)","(16.0, 27.0, 23.0)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.333333333333334)","(26.0, 48.0, 47.0)","(4.2, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:49.172001,"(7.5, 8.8, 8.071111111111112)","(16.0, 27.0, 23.0)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.333333333333334)","(26.0, 48.0, 45.0)","(4.2, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:50.241900,"(7.5, 8.8, 8.071111111111112)","(16.0, 27.0, 23.0)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.333333333333334)","(26.0, 48.0, 45.0)","(4.2, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:51.375332,"(7.5, 8.8, 8.071111111111112)","(16.0, 27.0, 23.0)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.333333333333334)","(26.0, 48.0, 45.0)","(4.2, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:52.408656,"(7.5, 8.8, 8.071111111111112)","(16.0, 27.0, 23.0)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.333333333333334)","(26.0, 48.0, 45.0)","(4.2, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:53.444758,"(7.5, 8.8, 8.071111111111112)","(16.0, 27.0, 23.0)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.333333333333334)","(26.0, 48.0, 45.0)","(4.2, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:54.426769,"(7.5, 8.8, 8.103225806451613)","(16.0, 27.0, 23.0)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.333333333333334)","(26.0, 48.0, 45.0)","(4.2, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:55.378866,"(7.5, 8.8, 8.103225806451613)","(16.0, 27.0, 23.0)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.333333333333334)","(26.0, 48.0, 45.0)","(4.2, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:56.350638,"(7.5, 8.8, 8.103225806451613)","(16.0, 27.0, 23.0)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.333333333333334)","(26.0, 48.0, 44.2)","(4.2, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:57.297807,"(7.5, 8.8, 8.103225806451613)","(16.0, 27.0, 23.0)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.333333333333334)","(26.0, 48.0, 44.2)","(4.2, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:58.384795,"(7.5, 8.8, 8.103225806451613)","(16.0, 27.0, 23.0)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.333333333333334)","(26.0, 48.0, 44.2)","(4.2, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:02:59.694652,"(7.5, 8.8, 8.103225806451613)","(16.0, 27.0, 22.0)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.333333333333334)","(26.0, 48.0, 44.2)","(4.2, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:03:00.825004,"(7.5, 8.8, 8.103225806451613)","(16.0, 27.0, 22.0)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.333333333333334)","(26.0, 48.0, 44.2)","(4.2, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:03:01.932977,"(7.5, 8.8, 8.103225806451613)","(16.0, 27.0, 22.0)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.333333333333334)","(26.0, 48.0, 44.2)","(4.2, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:03:03.063922,"(7.5, 8.8, 8.103225806451613)","(16.0, 27.0, 22.333333333333332)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.333333333333334)","(26.0, 48.0, 46.64285714285714)","(4.2, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:03:04.177014,"(7.5, 8.8, 8.078048780487805)","(16.0, 27.0, 24.454545454545453)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.333333333333334)","(26.0, 48.0, 46.64285714285714)","(4.2, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:03:05.182238,"(7.5, 8.8, 8.078048780487805)","(16.0, 27.0, 24.454545454545453)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.333333333333334)","(26.0, 48.0, 46.64285714285714)","(4.2, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:03:06.092012,"(7.5, 8.8, 8.078048780487805)","(16.0, 27.0, 24.454545454545453)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.333333333333334)","(26.0, 48.0, 46.64285714285714)","(4.2, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:03:07.071188,"(7.5, 8.8, 8.078048780487805)","(16.0, 27.0, 24.454545454545453)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.333333333333334)","(26.0, 48.0, 46.64285714285714)","(4.2, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:03:08.099360,"(7.5, 8.8, 8.078048780487805)","(16.0, 27.0, 24.454545454545453)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.333333333333334)","(26.0, 48.0, 46.64285714285714)","(4.2, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:03:09.296661,"(7.5, 8.8, 8.078048780487805)","(16.0, 27.0, 24.454545454545453)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.333333333333334)","(26.0, 48.0, 46.64285714285714)","(4.2, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:03:10.366194,"(7.5, 8.8, 8.078048780487805)","(16.0, 27.0, 24.454545454545453)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.333333333333334)","(26.0, 48.0, 46.64285714285714)","(4.2, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:03:11.413257,"(7.5, 8.8, 8.078048780487805)","(16.0, 27.0, 24.454545454545453)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.333333333333334)","(26.0, 48.0, 46.64285714285714)","(4.2, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:03:12.426676,"(7.5, 8.8, 8.078048780487805)","(16.0, 27.0, 24.454545454545453)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.333333333333334)","(26.0, 48.0, 46.64285714285714)","(4.2, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:03:13.435449,"(7.5, 8.8, 8.078048780487805)","(16.0, 27.0, 24.454545454545453)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.333333333333334)","(26.0, 48.0, 46.64285714285714)","(4.2, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:03:14.421825,"(7.5, 8.8, 8.103225806451613)","(16.0, 27.0, 22.333333333333332)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.333333333333334)","(26.0, 48.0, 45.888888888888886)","(4.2, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:03:15.350456,"(7.5, 8.8, 8.103225806451613)","(16.0, 27.0, 22.333333333333332)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.333333333333334)","(26.0, 48.0, 45.888888888888886)","(4.2, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:03:16.371836,"(7.5, 8.8, 8.103225806451613)","(16.0, 27.0, 22.333333333333332)","(3.7, 4.7, 4.4)","(10.0, 12.0, 11.333333333333334)","(26.0, 48.0, 45.888888888888886)","(4.2, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:03:17.429683,"(7.5, 8.8, 8.103225806451613)","(16.0, 27.0, 22.333333333333332)","(3.7, 4.7, 4.388888888888888)","(10.0, 12.0, 11.333333333333334)","(26.0, 48.0, 45.888888888888886)","(4.2, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:03:18.398739,"(7.5, 8.8, 8.103225806451613)","(16.0, 27.0, 22.333333333333332)","(3.7, 4.7, 4.388888888888888)","(10.0, 12.0, 11.333333333333334)","(26.0, 48.0, 45.888888888888886)","(4.2, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:03:19.622174,"(7.5, 8.8, 8.29056603773585)","(16.0, 27.0, 22.333333333333332)","(3.7, 4.7, 4.388888888888888)","(10.0, 12.0, 11.333333333333334)","(26.0, 48.0, 45.888888888888886)","(4.2, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:03:20.711715,"(7.5, 8.8, 8.29056603773585)","(16.0, 27.0, 22.333333333333332)","(3.7, 4.7, 4.388888888888888)","(10.0, 12.0, 11.333333333333334)","(26.0, 48.0, 45.888888888888886)","(4.2, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:03:21.677021,"(7.5, 8.8, 8.29056603773585)","(16.0, 27.0, 22.333333333333332)","(3.7, 4.7, 4.388888888888888)","(10.0, 12.0, 11.333333333333334)","(26.0, 48.0, 45.888888888888886)","(4.2, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:03:22.717692,"(7.5, 8.8, 8.29056603773585)","(16.0, 27.0, 22.333333333333332)","(3.7, 4.7, 4.388888888888888)","(10.0, 12.0, 11.333333333333334)","(26.0, 48.0, 45.888888888888886)","(4.2, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:03:23.668963,"(7.5, 8.8, 7.934615384615385)","(16.0, 27.0, 24.454545454545453)","(3.7, 4.7, 4.388888888888888)","(10.0, 12.0, 11.333333333333334)","(26.0, 48.0, 46.8125)","(4.2, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:03:24.635905,"(7.5, 8.6, 8.169230769230769)","(16.0, 27.0, 24.454545454545453)","(3.7, 4.7, 4.388888888888888)","(10.0, 12.0, 11.333333333333334)","(26.0, 48.0, 46.8125)","(4.2, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:03:25.677176,"(7.5, 8.6, 7.8999999999999995)","(16.0, 27.0, 24.454545454545453)","(3.7, 4.7, 4.388888888888888)","(10.0, 12.0, 11.333333333333334)","(26.0, 48.0, 45.0)","(4.2, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:03:26.703536,"(7.5, 8.6, 7.8999999999999995)","(16.0, 27.0, 24.454545454545453)","(3.7, 4.7, 4.388888888888888)","(10.0, 12.0, 11.333333333333334)","(26.0, 48.0, 45.0)","(4.2, 5.9, 5.74)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:03:27.824624,"(7.5, 8.6, 7.8999999999999995)","(16.0, 27.0, 24.454545454545453)","(3.7, 4.7, 4.388888888888888)","(10.0, 12.0, 10.78125)","(26.0, 48.0, 45.0)","(4.2, 5.9, 5.823076923076923)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:03:28.989886,"(7.5, 8.6, 7.8999999999999995)","(16.0, 27.0, 24.454545454545453)","(3.7, 4.7, 4.552631578947368)","(10.0, 12.0, 10.78125)","(26.0, 48.0, 45.0)","(4.2, 6.2, 5.823076923076923)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:03:30.060332,"(7.5, 8.6, 7.8999999999999995)","(16.0, 27.0, 24.454545454545453)","(3.7, 4.7, 4.552631578947368)","(10.0, 12.0, 10.78125)","(26.0, 48.0, 45.0)","(4.2, 6.2, 5.823076923076923)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:03:31.099491,"(7.5, 8.6, 7.776470588235294)","(16.0, 27.0, 24.454545454545453)","(3.7, 4.7, 4.552631578947368)","(10.0, 12.0, 10.78125)","(26.0, 48.0, 45.0)","(4.2, 6.2, 5.823076923076923)","(2.7, 3.25, 3.173076923076923)"
15-12-2022 13:03:32.024522,"(7.5, 8.6, 7.776470588235294)","(16.0, 27.0, 24.454545454545453)","(3.7, 4.7, 4.566666666666666)","(10.0, 12.0, 10.78125)","(26.0, 48.0, 45.0)","(4.2, 6.0, 5.8)","(2.7, 3.25, 3.225)"
15-12-2022 13:03:33.009339,"(7.5, 8.6, 7.776470588235294)","(16.0, 27.0, 24.454545454545453)","(3.7, 4.7, 4.6230769230769235)","(10.0, 12.0, 11.071428571428571)","(26.0, 48.0, 45.0)","(4.2, 6.0, 5.8)","(2.7, 3.25, 3.225)"
15-12-2022 13:03:34.140840,"(7.5, 8.6, 7.776470588235294)","(16.0, 27.0, 25.352941176470587)","(3.7, 4.7, 4.6230769230769235)","(10.0, 12.0, 11.4)","(26.0, 48.0, 47.0)","(4.2, 6.0, 5.8)","(2.7, 3.25, 3.225)"
15-12-2022 13:03:35.176190,"(7.5, 8.6, 7.69375)","(16.0, 27.0, 25.352941176470587)","(3.7, 4.7, 4.6230769230769235)","(10.0, 12.0, 11.4)","(26.0, 48.0, 47.0)","(4.2, 6.0, 5.8)","(2.7, 3.25, 3.225)"
15-12-2022 13:03:36.182096,"(7.5, 8.6, 7.69375)","(16.0, 27.0, 25.352941176470587)","(3.7, 4.7, 4.6230769230769235)","(10.0, 12.0, 11.4)","(26.0, 48.0, 47.0)","(4.2, 6.0, 5.8)","(2.7, 3.25, 3.225)"
15-12-2022 13:03:37.316595,"(7.5, 8.6, 7.69375)","(16.0, 27.0, 25.352941176470587)","(3.7, 4.7, 4.6230769230769235)","(10.0, 12.0, 11.0)","(26.0, 48.0, 47.0)","(4.2, 6.0, 5.8)","(2.7, 3.25, 3.225)"
15-12-2022 13:03:38.375154,"(7.5, 8.4, 7.84)","(16.0, 27.0, 25.352941176470587)","(3.7, 4.7, 4.6230769230769235)","(10.0, 11.5, 11.0)","(26.0, 48.0, 47.0)","(4.2, 6.0, 5.8)","(2.7, 3.25, 3.225)"
15-12-2022 13:03:39.348426,"(7.5, 8.4, 7.84)","(16.0, 27.0, 25.352941176470587)","(3.7, 4.7, 4.6230769230769235)","(10.0, 11.5, 10.785714285714286)","(26.0, 48.0, 47.0)","(4.2, 6.0, 5.8)","(2.7, 3.25, 3.225)"
15-12-2022 13:03:40.351839,"(7.5, 8.4, 7.84)","(16.0, 27.0, 25.352941176470587)","(3.7, 4.7, 4.648717948717949)","(10.0, 11.5, 10.785714285714286)","(26.0, 48.0, 46.61538461538461)","(4.2, 6.0, 5.8)","(2.7, 3.25, 3.225)"
15-12-2022 13:03:41.344889,"(7.5, 8.4, 7.84)","(16.0, 27.0, 25.352941176470587)","(3.7, 4.7, 4.62)","(10.0, 11.5, 10.785714285714286)","(26.0, 48.0, 46.61538461538461)","(4.2, 6.0, 5.8)","(2.7, 3.25, 3.225)"
15-12-2022 13:03:42.363021,"(7.5, 8.4, 7.84)","(16.0, 27.0, 25.352941176470587)","(3.7, 4.7, 4.62)","(10.0, 11.5, 10.7)","(26.0, 48.0, 46.61538461538461)","(4.2, 6.0, 5.8)","(2.7, 3.25, 3.225)"
15-12-2022 13:03:43.443828,"(7.5, 8.4, 7.84)","(16.0, 27.0, 25.352941176470587)","(3.7, 4.7, 4.62)","(10.0, 11.5, 10.7)","(26.0, 48.0, 40.0)","(4.2, 6.0, 5.8)","(2.7, 3.25, 3.225)"
15-12-2022 13:03:44.498145,"(7.0, 8.4, 7.84)","(16.0, 27.0, 22.2)","(3.7, 4.7, 4.62)","(10.0, 11.5, 11.227272727272727)","(26.0, 48.0, 40.0)","(4.2, 6.0, 5.8)","(2.7, 3.25, 3.225)"
15-12-2022 13:03:45.551046,"(7.0, 8.4, 7.84)","(16.0, 27.0, 22.2)","(3.7, 4.7, 4.62)","(10.0, 11.5, 11.189655172413794)","(26.0, 48.0, 40.0)","(4.2, 6.0, 5.8)","(2.7, 3.25, 3.225)"
15-12-2022 13:03:46.543113,"(7.0, 8.6, 8.24705882352941)","(16.0, 27.0, 22.2)","(3.7, 4.7, 4.62)","(10.0, 11.5, 11.189655172413794)","(26.0, 48.0, 46.714285714285715)","(4.2, 6.0, 5.8)","(2.7, 3.25, 3.225)"
15-12-2022 13:03:47.474886,"(7.0, 8.8, 7.8933333333333335)","(16.0, 27.0, 24.333333333333332)","(3.7, 4.7, 4.648717948717949)","(10.0, 11.5, 11.189655172413794)","(26.0, 48.0, 46.714285714285715)","(4.2, 6.0, 5.8)","(2.7, 3.25, 3.225)"
15-12-2022 13:03:48.507172,"(7.0, 8.8, 7.8933333333333335)","(16.0, 27.0, 24.333333333333332)","(3.7, 4.7, 4.648717948717949)","(10.0, 11.5, 11.189655172413794)","(26.0, 48.0, 46.714285714285715)","(4.2, 6.0, 5.8)","(2.7, 3.25, 3.225)"
