,Hazey Roy,Miss Maddy Lee,Chasing Clout,Purdys Chance,Bob Barker
10-01-2023 13:18:06.383937,"(9.0, 19.0, 17.583333333333336)","(11.0, 27.0, 26.55357142857143)","(5.0, 6.6, 6.233333333333333)","(1.95, 2.94, 2.4354545454545455)","(3.0, 3.25, 3.0483333333333333)"
10-01-2023 13:18:07.364708,"(9.0, 19.0, 15.0)","(11.0, 27.0, 26.55357142857143)","(5.0, 6.8, 6.5)","(1.95, 2.94, 2.3066666666666666)","(3.0, 3.25, 3.1048)"
10-01-2023 13:18:08.350014,"(9.0, 19.0, 17.666666666666664)","(11.0, 27.0, 26.55357142857143)","(5.0, 6.8, 6.25)","(1.95, 2.94, 2.3557894736842107)","(3.0, 3.25, 3.092173913043478)"
10-01-2023 13:18:09.173578,"(9.0, 19.0, 17.666666666666664)","(11.0, 27.0, 26.55357142857143)","(5.0, 6.8, 6.25)","(1.95, 2.94, 2.3557894736842107)","(3.0, 3.25, 3.046923076923077)"
10-01-2023 13:18:10.145045,"(9.0, 19.0, 17.125)","(11.0, 27.0, 26.55357142857143)","(5.0, 6.8, 6.25)","(1.95, 2.94, 2.3557894736842107)","(3.0, 3.25, 3.046923076923077)"
10-01-2023 13:18:11.103908,"(9.0, 19.0, 18.318181818181817)","(11.0, 27.0, 26.55357142857143)","(5.0, 6.8, 6.25)","(1.95, 2.94, 2.3557894736842107)","(3.0, 3.25, 3.023125)"
10-01-2023 13:18:11.995044,"(9.0, 19.0, 18.318181818181817)","(11.0, 27.0, 26.55357142857143)","(5.0, 6.8, 6.25)","(1.95, 2.94, 2.4573913043478264)","(3.0, 3.2, 3.0366666666666666)"
10-01-2023 13:18:12.906745,"(9.0, 19.0, 18.318181818181817)","(11.0, 27.0, 23.0)","(5.0, 6.8, 6.25)","(1.95, 2.94, 2.4573913043478264)","(3.0, 3.2, 3.02)"
10-01-2023 13:18:13.835964,"(9.0, 19.0, 18.758064516129032)","(11.0, 27.0, 23.0)","(5.0, 6.8, 6.25)","(1.95, 2.94, 2.4573913043478264)","(3.0, 3.2, 3.02)"
10-01-2023 13:18:14.798083,"(9.0, 19.0, 15.5)","(11.0, 27.0, 23.0)","(5.0, 6.8, 6.25)","(1.95, 2.94, 2.4573913043478264)","(3.0, 3.2, 3.06)"
10-01-2023 13:18:15.673187,"(9.0, 19.0, 15.5)","(11.0, 27.0, 23.0)","(5.0, 6.8, 6.25)","(1.95, 2.94, 2.4573913043478264)","(3.0, 3.2, 3.06)"
10-01-2023 13:18:16.532036,"(9.0, 19.0, 17.833333333333336)","(11.0, 27.0, 23.333333333333332)","(5.0, 6.8, 6.25)","(1.95, 2.94, 2.4573913043478264)","(3.0, 3.2, 3.06)"
10-01-2023 13:18:17.504291,"(9.0, 19.0, 17.833333333333336)","(11.0, 27.0, 23.333333333333332)","(5.0, 6.8, 6.25)","(1.95, 2.94, 2.3233333333333333)","(3.0, 3.2, 3.0084615384615385)"
10-01-2023 13:18:18.435450,"(9.0, 19.0, 17.833333333333336)","(11.0, 27.0, 23.333333333333332)","(5.0, 6.8, 6.25)","(1.95, 2.94, 2.356666666666667)","(3.0, 3.15, 3.0084615384615385)"
10-01-2023 13:18:19.334478,"(9.0, 19.0, 17.375)","(11.0, 27.0, 24.375)","(5.0, 6.8, 6.25)","(1.95, 2.92, 2.5314285714285716)","(3.0, 3.15, 3.0)"
10-01-2023 13:18:20.252094,"(9.0, 19.0, 17.375)","(11.0, 27.0, 23.666666666666668)","(5.0, 6.8, 6.677777777777777)","(1.95, 2.92, 2.3473684210526318)","(3.0, 3.15, 3.0426666666666664)"
10-01-2023 13:18:21.123546,"(9.0, 19.0, 17.375)","(11.0, 27.0, 23.666666666666668)","(5.0, 6.8, 6.677777777777777)","(1.95, 2.9, 2.735)","(3.0, 3.15, 3.0426666666666664)"
10-01-2023 13:18:21.991194,"(9.0, 19.0, 18.61764705882353)","(11.0, 27.0, 26.473684210526315)","(5.0, 6.8, 6.677777777777777)","(1.95, 2.9, 2.3923076923076927)","(3.0, 3.15, 3.0426666666666664)"
10-01-2023 13:18:22.849782,"(9.0, 19.0, 18.61764705882353)","(11.0, 27.0, 24.0)","(5.0, 6.8, 6.677777777777777)","(1.95, 2.9, 2.3923076923076927)","(3.0, 3.15, 3.0426666666666664)"
10-01-2023 13:18:23.829454,"(9.0, 19.0, 18.61764705882353)","(11.0, 27.0, 24.0)","(5.0, 6.8, 6.677777777777777)","(1.95, 2.9, 2.525714285714286)","(3.0, 3.15, 3.01)"
10-01-2023 13:18:25.210951,"(9.0, 19.0, 18.61764705882353)","(11.0, 27.0, 26.470588235294116)","(5.0, 6.8, 6.677777777777777)","(1.95, 2.88, 2.415)","(3.0, 3.1, 3.01)"
10-01-2023 13:18:26.318297,"(9.0, 19.0, 18.61764705882353)","(11.0, 27.0, 26.470588235294116)","(5.0, 6.8, 6.677777777777777)","(1.95, 2.88, 2.3219999999999996)","(3.0, 3.1, 3.028235294117647)"
10-01-2023 13:18:27.427291,"(9.0, 19.0, 18.61764705882353)","(11.0, 27.0, 24.875)","(5.0, 6.8, 6.677777777777777)","(1.95, 2.88, 2.2926315789473684)","(3.0, 3.15, 3.028235294117647)"
10-01-2023 13:18:28.437280,"(9.0, 19.0, 18.61764705882353)","(11.0, 27.0, 24.875)","(5.0, 6.8, 6.677777777777777)","(1.95, 2.88, 2.2926315789473684)","(3.0, 3.15, 3.028235294117647)"
10-01-2023 13:18:29.426774,"(9.0, 19.0, 18.61764705882353)","(11.0, 27.0, 24.875)","(5.0, 6.8, 6.677777777777777)","(1.95, 2.88, 2.2926315789473684)","(3.0, 3.15, 3.028235294117647)"
10-01-2023 13:18:30.415947,"(9.0, 19.0, 18.61764705882353)","(11.0, 29.0, 28.38235294117647)","(5.0, 6.8, 6.677777777777777)","(1.95, 2.86, 2.517142857142857)","(3.0, 3.1, 3.050344827586207)"
10-01-2023 13:18:31.381765,"(9.0, 19.0, 18.61764705882353)","(11.0, 29.0, 28.38235294117647)","(5.0, 6.8, 6.677777777777777)","(1.95, 2.84, 2.695)","(3.0, 3.1, 2.957777777777778)"
10-01-2023 13:18:32.423937,"(9.0, 19.0, 18.61764705882353)","(11.0, 29.0, 28.38235294117647)","(5.0, 6.8, 6.677777777777777)","(1.95, 2.84, 2.695)","(3.0, 3.1, 3.015)"
10-01-2023 13:18:33.360266,"(9.0, 19.0, 18.61764705882353)","(11.0, 29.0, 28.38235294117647)","(5.0, 6.8, 6.677777777777777)","(1.95, 2.84, 2.55)","(3.0, 3.15, 3.015)"
10-01-2023 13:18:34.485647,"(9.0, 19.0, 18.61764705882353)","(11.0, 29.0, 28.38235294117647)","(5.0, 6.8, 6.677777777777777)","(1.95, 2.84, 2.3428571428571425)","(3.0, 3.15, 3.015)"
10-01-2023 13:18:35.829010,"(9.0, 19.0, 18.61764705882353)","(11.0, 29.0, 28.38235294117647)","(5.0, 6.8, 6.677777777777777)","(1.95, 2.84, 2.453333333333333)","(3.0, 3.15, 3.0015384615384617)"
10-01-2023 13:18:36.816861,"(9.0, 19.0, 18.61764705882353)","(11.0, 29.0, 28.38235294117647)","(5.0, 6.8, 6.677777777777777)","(1.95, 2.84, 2.453333333333333)","(3.0, 3.1, 3.0015384615384617)"
10-01-2023 13:18:37.821890,"(9.0, 19.0, 18.61764705882353)","(11.0, 29.0, 28.38235294117647)","(5.0, 6.8, 6.677777777777777)","(1.95, 2.84, 2.695)","(3.0, 3.1, 3.0015384615384617)"
10-01-2023 13:18:38.755450,"(9.0, 19.0, 18.61764705882353)","(11.0, 29.0, 28.38235294117647)","(5.0, 6.8, 6.677777777777777)","(1.95, 2.84, 2.695)","(3.0, 3.1, 3.0015384615384617)"
10-01-2023 13:18:39.737698,"(9.0, 19.0, 18.61764705882353)","(11.0, 29.0, 28.38235294117647)","(5.0, 6.8, 6.677777777777777)","(1.95, 2.84, 2.3428571428571425)","(3.0, 3.15, 3.015)"
10-01-2023 13:18:40.735694,"(9.0, 19.0, 18.61764705882353)","(11.0, 29.0, 28.38235294117647)","(5.0, 6.8, 6.677777777777777)","(1.95, 2.84, 2.3428571428571425)","(3.0, 3.15, 3.015)"
10-01-2023 13:18:41.951129,"(9.0, 19.0, 18.61764705882353)","(11.0, 29.0, 28.38235294117647)","(5.0, 6.8, 6.677777777777777)","(1.95, 2.84, 2.453333333333333)","(3.0, 3.15, 3.0015384615384617)"
10-01-2023 13:18:43.082461,"(9.0, 19.0, 18.61764705882353)","(11.0, 29.0, 28.38235294117647)","(5.0, 6.8, 6.58)","(1.95, 2.84, 2.695)","(3.0, 3.1, 3.0015384615384617)"
10-01-2023 13:18:44.128585,"(9.0, 19.0, 18.61764705882353)","(11.0, 29.0, 28.38235294117647)","(5.0, 6.8, 6.58)","(1.95, 2.84, 2.695)","(3.0, 3.1, 3.0015384615384617)"
10-01-2023 13:18:45.178048,"(9.0, 19.0, 18.61764705882353)","(11.0, 29.0, 28.38235294117647)","(5.0, 6.8, 6.58)","(1.95, 2.84, 2.55)","(3.0, 3.1, 3.0733333333333333)"
10-01-2023 13:18:46.205584,"(9.0, 19.0, 18.61764705882353)","(11.0, 29.0, 28.38235294117647)","(5.0, 6.8, 6.58)","(1.95, 2.84, 2.3428571428571425)","(3.0, 3.15, 2.961)"
10-01-2023 13:18:47.197143,"(9.0, 19.0, 18.61764705882353)","(11.0, 29.0, 28.475)","(5.0, 6.8, 6.58)","(1.95, 2.84, 2.3428571428571425)","(3.0, 3.15, 3.0733333333333333)"
10-01-2023 13:18:48.274404,"(9.0, 19.0, 18.61764705882353)","(11.0, 29.0, 28.475)","(5.0, 6.8, 6.58)","(1.95, 2.84, 2.4971428571428573)","(3.0, 3.15, 3.0446153846153847)"
10-01-2023 13:18:49.367069,"(9.0, 19.0, 18.61764705882353)","(11.0, 30.0, 27.240000000000002)","(5.0, 6.8, 6.58)","(1.95, 2.84, 2.4971428571428573)","(3.0, 3.1, 3.0446153846153847)"
10-01-2023 13:18:50.496185,"(9.0, 19.0, 18.61764705882353)","(11.0, 30.0, 27.240000000000002)","(5.0, 6.8, 6.58)","(1.95, 2.84, 2.3600000000000003)","(3.0, 3.1, 3.0733333333333333)"
10-01-2023 13:18:51.547364,"(9.0, 19.0, 18.61764705882353)","(11.0, 30.0, 27.240000000000002)","(5.0, 6.8, 6.58)","(1.95, 2.84, 2.3600000000000003)","(3.0, 3.15, 3.0733333333333333)"
10-01-2023 13:18:52.449489,"(9.0, 19.0, 18.61764705882353)","(11.0, 30.0, 27.240000000000002)","(5.0, 6.8, 6.58)","(1.95, 2.84, 2.3600000000000003)","(3.0, 3.15, 3.0733333333333333)"
10-01-2023 13:18:53.458995,"(9.0, 19.0, 18.61764705882353)","(11.0, 30.0, 27.240000000000002)","(5.0, 6.8, 6.58)","(1.95, 2.84, 2.4971428571428573)","(3.0, 3.15, 3.0446153846153847)"
10-01-2023 13:18:54.402640,"(9.0, 19.0, 18.61764705882353)","(11.0, 30.0, 27.240000000000002)","(5.0, 6.8, 6.58)","(1.95, 2.84, 2.4971428571428573)","(3.0, 3.1, 3.0446153846153847)"
10-01-2023 13:18:55.359975,"(9.0, 19.0, 18.61764705882353)","(11.0, 30.0, 28.0)","(5.0, 6.8, 6.58)","(1.95, 2.84, 2.4971428571428573)","(3.0, 3.1, 3.0446153846153847)"
10-01-2023 13:18:56.312442,"(9.0, 19.0, 18.61764705882353)","(11.0, 30.0, 28.0)","(5.0, 6.8, 6.58)","(1.95, 2.84, 2.4971428571428573)","(3.0, 3.1, 3.0446153846153847)"
10-01-2023 13:18:57.282389,"(9.0, 19.0, 18.61764705882353)","(11.0, 30.0, 28.0)","(5.0, 6.8, 6.58)","(1.95, 2.84, 2.3600000000000003)","(3.0, 3.15, 3.0733333333333333)"
10-01-2023 13:18:58.285056,"(9.0, 19.0, 18.61764705882353)","(11.0, 30.0, 28.0)","(5.0, 6.8, 6.58)","(1.95, 2.84, 2.3600000000000003)","(3.0, 3.15, 3.0733333333333333)"
10-01-2023 13:18:59.306362,"(9.0, 19.0, 18.61764705882353)","(11.0, 30.0, 28.0)","(5.0, 6.8, 6.58)","(1.95, 2.84, 2.4971428571428573)","(3.0, 3.15, 3.0446153846153847)"
10-01-2023 13:19:00.312247,"(9.0, 19.0, 18.61764705882353)","(11.0, 30.0, 28.0)","(5.0, 6.8, 6.58)","(1.95, 2.84, 2.4971428571428573)","(3.0, 3.1, 3.0446153846153847)"
10-01-2023 13:19:01.435483,"(9.0, 19.0, 18.61764705882353)","(12.0, 30.0, 28.0)","(5.0, 6.8, 6.58)","(1.95, 2.84, 2.4971428571428573)","(3.0, 3.1, 2.957777777777778)"
10-01-2023 13:19:02.524864,"(9.0, 19.0, 18.61764705882353)","(12.0, 30.0, 28.0)","(5.0, 6.8, 6.58)","(1.95, 2.84, 2.3600000000000003)","(3.0, 3.1, 2.961)"
10-01-2023 13:19:03.562095,"(9.0, 19.0, 18.61764705882353)","(12.0, 30.0, 28.0)","(5.0, 6.8, 6.58)","(1.95, 2.84, 2.3600000000000003)","(3.0, 3.15, 2.961)"
10-01-2023 13:19:04.593695,"(9.0, 19.0, 18.61764705882353)","(12.0, 30.0, 28.0)","(5.0, 6.8, 6.58)","(1.95, 2.84, 2.3600000000000003)","(3.0, 3.15, 2.961)"
10-01-2023 13:19:05.674726,"(9.0, 19.0, 18.61764705882353)","(12.0, 30.0, 28.0)","(5.0, 6.8, 6.58)","(1.95, 2.84, 2.4971428571428573)","(3.0, 3.15, 2.957777777777778)"
10-01-2023 13:19:06.903958,"(9.0, 19.0, 18.61764705882353)","(12.0, 30.0, 28.0)","(5.0, 6.8, 6.58)","(1.95, 2.84, 2.4971428571428573)","(3.0, 3.1, 2.957777777777778)"
10-01-2023 13:19:07.949013,"(9.0, 19.0, 18.61764705882353)","(12.0, 30.0, 28.0)","(5.0, 6.8, 6.58)","(1.95, 2.84, 2.4971428571428573)","(3.0, 3.1, 2.957777777777778)"
10-01-2023 13:19:08.901120,"(9.0, 19.0, 18.61764705882353)","(12.0, 30.0, 28.083333333333336)","(5.0, 6.8, 6.58)","(1.95, 2.84, 2.3600000000000003)","(3.0, 3.1, 2.961)"
10-01-2023 13:19:09.916378,"(9.0, 19.0, 18.61764705882353)","(12.0, 30.0, 28.083333333333336)","(5.0, 6.8, 6.58)","(1.95, 2.84, 2.3600000000000003)","(3.0, 3.15, 2.961)"
10-01-2023 13:19:10.971634,"(9.0, 19.0, 18.61764705882353)","(12.0, 30.0, 28.083333333333336)","(5.0, 6.8, 6.58)","(1.95, 2.84, 2.3600000000000003)","(3.0, 3.15, 2.961)"
10-01-2023 13:19:12.016125,"(9.0, 19.0, 18.61764705882353)","(12.0, 30.0, 28.083333333333336)","(5.0, 6.8, 6.58)","(1.95, 2.84, 2.4971428571428573)","(3.0, 3.15, 2.957777777777778)"
10-01-2023 13:19:12.981537,"(9.0, 19.0, 18.61764705882353)","(12.0, 30.0, 28.083333333333336)","(5.0, 6.8, 6.58)","(1.95, 2.84, 2.4971428571428573)","(3.0, 3.1, 2.957777777777778)"
10-01-2023 13:19:14.021082,"(9.0, 19.0, 18.61764705882353)","(12.0, 30.0, 28.083333333333336)","(5.0, 6.8, 6.58)","(1.95, 2.84, 2.4971428571428573)","(3.0, 3.1, 2.957777777777778)"
10-01-2023 13:19:15.030430,"(9.0, 19.0, 18.61764705882353)","(12.0, 30.0, 28.083333333333336)","(5.0, 6.8, 6.58)","(1.95, 2.84, 2.3600000000000003)","(3.0, 3.1, 2.961)"
10-01-2023 13:19:16.009278,"(9.0, 19.0, 18.61764705882353)","(12.0, 30.0, 28.083333333333336)","(5.0, 6.8, 6.58)","(1.95, 2.84, 2.3600000000000003)","(3.0, 3.15, 2.961)"
10-01-2023 13:19:17.033264,"(9.0, 19.0, 18.61764705882353)","(12.0, 30.0, 28.083333333333336)","(5.0, 6.8, 6.58)","(1.95, 2.84, 2.3600000000000003)","(3.0, 3.15, 2.961)"
10-01-2023 13:19:18.074984,"(9.0, 19.0, 18.61764705882353)","(12.0, 30.0, 28.083333333333336)","(5.0, 6.8, 6.58)","(1.95, 2.84, 2.4971428571428573)","(3.0, 3.15, 2.957777777777778)"
10-01-2023 13:19:19.134820,"(9.0, 19.0, 18.61764705882353)","(12.0, 30.0, 28.083333333333336)","(5.0, 6.8, 6.58)","(1.95, 2.84, 2.4971428571428573)","(3.0, 3.1, 2.957777777777778)"
10-01-2023 13:19:20.184644,"(9.0, 19.0, 18.61764705882353)","(12.0, 30.0, 28.083333333333336)","(5.0, 6.8, 6.58)","(1.95, 2.84, 2.4971428571428573)","(3.0, 3.1, 2.957777777777778)"
10-01-2023 13:19:21.232043,"(9.0, 19.0, 18.61764705882353)","(12.0, 30.0, 28.083333333333336)","(5.0, 6.8, 6.58)","(1.95, 2.84, 2.3600000000000003)","(3.0, 3.1, 2.961)"
10-01-2023 13:19:22.260198,"(10.0, 19.0, 18.61764705882353)","(12.0, 30.0, 28.083333333333336)","(5.0, 6.8, 6.58)","(1.95, 2.84, 2.3600000000000003)","(3.0, 3.15, 2.961)"
10-01-2023 13:19:23.293900,"(10.0, 19.0, 18.61764705882353)","(12.0, 30.0, 28.083333333333336)","(5.0, 6.8, 6.58)","(1.95, 2.84, 2.3600000000000003)","(3.0, 3.15, 2.961)"
10-01-2023 13:19:24.458251,"(10.0, 19.0, 18.61764705882353)","(12.0, 30.0, 28.083333333333336)","(5.0, 6.8, 6.58)","(1.95, 2.84, 2.4971428571428573)","(3.0, 3.15, 2.957777777777778)"
10-01-2023 13:19:25.647390,"(10.0, 19.0, 18.61764705882353)","(12.0, 30.0, 29.452380952380953)","(5.0, 6.8, 6.58)","(1.95, 2.84, 2.389090909090909)","(3.0, 3.1, 2.957777777777778)"
10-01-2023 13:19:26.798746,"(10.0, 19.0, 18.61764705882353)","(12.0, 32.0, 22.714285714285715)","(5.0, 6.8, 6.58)","(1.95, 2.84, 2.67)","(3.0, 3.1, 3.04)"
10-01-2023 13:19:27.873668,"(10.0, 19.0, 18.61764705882353)","(12.0, 32.0, 26.31818181818182)","(5.0, 6.8, 6.58)","(1.95, 2.82, 2.52)","(3.0, 3.1, 3.012)"
10-01-2023 13:19:28.853346,"(10.0, 19.0, 18.61764705882353)","(12.0, 32.0, 22.0)","(5.0, 6.8, 6.58)","(1.95, 2.82, 2.52)","(3.0, 3.15, 3.012)"
10-01-2023 13:19:29.871483,"(10.0, 19.0, 18.61764705882353)","(12.0, 32.0, 22.0)","(5.0, 6.8, 6.58)","(1.95, 2.82, 2.67)","(3.0, 3.15, 3.01)"
10-01-2023 13:19:30.913207,"(10.0, 19.0, 18.61764705882353)","(12.0, 32.0, 22.0)","(5.0, 6.8, 6.58)","(1.95, 2.82, 2.67)","(3.0, 3.1, 3.01)"
10-01-2023 13:19:32.087623,"(10.0, 19.0, 18.61764705882353)","(12.0, 32.0, 22.0)","(5.0, 6.8, 6.58)","(1.95, 2.82, 2.67)","(3.0, 3.1, 3.01)"
10-01-2023 13:19:33.122810,"(10.0, 19.0, 18.61764705882353)","(12.0, 32.0, 22.0)","(5.0, 6.8, 6.58)","(1.95, 2.82, 2.52)","(3.0, 3.1, 3.028235294117647)"
10-01-2023 13:19:34.193460,"(10.0, 19.0, 18.61764705882353)","(12.0, 32.0, 22.0)","(5.0, 6.8, 6.58)","(1.95, 2.82, 2.52)","(3.0, 3.15, 3.012)"
10-01-2023 13:19:35.305716,"(10.0, 19.0, 18.61764705882353)","(12.0, 32.0, 22.0)","(5.0, 6.8, 6.58)","(1.95, 2.82, 2.52)","(3.0, 3.15, 3.012)"
10-01-2023 13:19:36.440320,"(10.0, 19.0, 18.61764705882353)","(12.0, 32.0, 22.0)","(5.0, 6.8, 6.038461538461538)","(1.95, 2.82, 2.7699999999999996)","(3.0, 3.15, 3.01)"
10-01-2023 13:19:37.440766,"(10.0, 19.0, 18.61764705882353)","(12.0, 32.0, 22.0)","(5.0, 6.8, 5.944444444444445)","(1.95, 2.82, 2.6266666666666665)","(3.0, 3.1, 3.01)"
10-01-2023 13:19:38.634095,"(10.0, 19.0, 17.5)","(12.0, 32.0, 22.0)","(5.0, 6.8, 5.725581395348837)","(1.95, 2.82, 2.6266666666666665)","(3.0, 3.1, 3.022222222222222)"
10-01-2023 13:19:39.712033,"(10.0, 19.0, 18.7)","(12.0, 32.0, 22.0)","(5.0, 6.8, 5.725581395348837)","(1.95, 2.82, 2.4466666666666663)","(3.0, 3.15, 3.0036363636363634)"
10-01-2023 13:19:40.786623,"(10.0, 19.0, 18.7)","(12.0, 32.0, 22.0)","(5.0, 6.6, 6.15)","(1.95, 2.82, 2.4466666666666663)","(3.0, 3.15, 3.0036363636363634)"
10-01-2023 13:19:41.789323,"(10.0, 19.0, 18.7)","(12.0, 32.0, 22.0)","(5.0, 6.6, 5.8)","(1.95, 2.82, 2.733846153846154)","(3.0, 3.15, 3.01)"
10-01-2023 13:19:42.805468,"(10.0, 19.0, 18.7)","(12.0, 32.0, 22.0)","(5.0, 6.6, 5.775)","(1.95, 2.82, 2.733846153846154)","(3.0, 3.1, 3.01)"
10-01-2023 13:19:43.946570,"(10.0, 19.0, 18.7)","(12.0, 32.0, 22.0)","(5.0, 6.6, 5.933333333333334)","(1.95, 2.82, 2.5023529411764702)","(3.0, 3.1, 3.01)"
10-01-2023 13:19:45.011653,"(10.0, 19.0, 18.7)","(12.0, 32.0, 22.0)","(5.0, 6.4, 5.875)","(1.95, 2.82, 2.3185714285714285)","(3.0, 3.1, 3.0454545454545454)"
10-01-2023 13:19:46.088897,"(10.0, 19.0, 18.7)","(12.0, 32.0, 22.0)","(5.0, 6.4, 5.7875000000000005)","(1.95, 2.82, 2.4046153846153846)","(3.0, 3.15, 3.0036363636363634)"
10-01-2023 13:19:47.176694,"(10.0, 19.0, 18.7)","(12.0, 32.0, 22.0)","(5.0, 6.4, 5.7875000000000005)","(1.95, 2.82, 2.4046153846153846)","(3.0, 3.15, 3.0036363636363634)"
10-01-2023 13:19:48.329283,"(10.0, 19.5, 18.145833333333332)","(12.0, 32.0, 22.0)","(5.0, 6.4, 5.7875000000000005)","(1.95, 2.82, 2.4046153846153846)","(3.0, 3.15, 2.992)"
10-01-2023 13:19:49.251318,"(10.0, 19.5, 18.145833333333332)","(12.0, 32.0, 22.0)","(5.0, 6.4, 5.7875000000000005)","(1.95, 2.82, 2.3812499999999996)","(3.0, 3.1, 2.9971428571428573)"
10-01-2023 13:19:50.493515,"(10.0, 19.5, 18.145833333333332)","(12.0, 32.0, 22.0)","(5.0, 6.4, 5.724137931034483)","(1.95, 2.82, 2.3812499999999996)","(3.0, 3.1, 2.9971428571428573)"
10-01-2023 13:19:51.509110,"(10.0, 19.5, 18.145833333333332)","(12.0, 32.0, 22.0)","(5.0, 6.4, 5.724137931034483)","(1.95, 2.82, 2.3812499999999996)","(3.0, 3.1, 2.989)"
10-01-2023 13:19:52.543851,"(10.0, 19.5, 18.145833333333332)","(12.0, 32.0, 22.0)","(5.0, 6.4, 5.724137931034483)","(1.95, 2.82, 2.3812499999999996)","(3.0, 3.15, 2.989)"
10-01-2023 13:19:53.495333,"(10.0, 19.5, 18.613636363636363)","(12.0, 32.0, 22.0)","(5.0, 6.4, 5.724137931034483)","(1.95, 2.82, 2.3812499999999996)","(3.0, 3.15, 2.9971428571428573)"
10-01-2023 13:19:54.452732,"(10.0, 19.5, 18.613636363636363)","(12.0, 32.0, 22.0)","(5.0, 6.4, 5.724137931034483)","(1.95, 2.82, 2.3812499999999996)","(3.0, 3.1, 2.9971428571428573)"
10-01-2023 13:19:55.450463,"(10.0, 19.5, 18.613636363636363)","(12.0, 32.0, 22.0)","(5.0, 6.4, 5.724137931034483)","(1.95, 2.82, 2.3812499999999996)","(3.0, 3.1, 2.9971428571428573)"
10-01-2023 13:19:56.457401,"(10.0, 19.5, 18.613636363636363)","(12.0, 32.0, 22.0)","(5.0, 6.4, 5.724137931034483)","(1.95, 2.82, 2.3812499999999996)","(3.0, 3.1, 2.9971428571428573)"
10-01-2023 13:19:57.518087,"(10.0, 19.5, 18.613636363636363)","(12.0, 32.0, 22.0)","(5.0, 6.4, 5.724137931034483)","(1.95, 2.82, 2.3812499999999996)","(3.0, 3.1, 2.989)"
10-01-2023 13:19:58.523894,"(10.0, 19.5, 18.613636363636363)","(12.0, 32.0, 22.0)","(5.0, 6.4, 5.724137931034483)","(1.95, 2.82, 2.3812499999999996)","(3.0, 3.15, 3.0036363636363634)"
10-01-2023 13:19:59.487505,"(10.0, 19.5, 18.613636363636363)","(12.0, 32.0, 22.0)","(5.0, 6.4, 5.724137931034483)","(1.95, 2.82, 2.3812499999999996)","(3.0, 3.15, 3.01)"
10-01-2023 13:20:00.432229,"(10.0, 19.5, 18.613636363636363)","(12.0, 32.0, 22.0)","(5.0, 6.4, 5.724137931034483)","(1.95, 2.82, 2.3812499999999996)","(3.0, 3.1, 3.01)"
10-01-2023 13:20:01.419220,"(10.0, 19.5, 18.613636363636363)","(12.0, 32.0, 22.0)","(5.0, 6.4, 5.724137931034483)","(1.95, 2.82, 2.3812499999999996)","(3.0, 3.1, 3.01)"
10-01-2023 13:20:02.497085,"(10.0, 19.5, 18.613636363636363)","(13.0, 32.0, 22.0)","(5.5, 6.4, 5.724137931034483)","(1.9, 2.82, 2.3812499999999996)","(3.0, 3.1, 3.022222222222222)"
10-01-2023 13:20:03.484274,"(10.0, 19.5, 18.613636363636363)","(13.0, 32.0, 22.0)","(5.5, 6.4, 5.724137931034483)","(1.9, 2.82, 2.3812499999999996)","(3.0, 3.15, 3.0036363636363634)"
10-01-2023 13:20:04.472148,"(10.0, 19.5, 18.613636363636363)","(13.0, 32.0, 22.0)","(5.5, 6.4, 5.724137931034483)","(1.9, 2.82, 2.4419999999999997)","(3.0, 3.15, 3.0036363636363634)"
10-01-2023 13:20:05.475064,"(10.0, 19.5, 18.613636363636363)","(13.0, 32.0, 22.0)","(5.5, 6.4, 5.724137931034483)","(1.9, 2.82, 2.7117647058823526)","(3.0, 3.15, 3.01)"
10-01-2023 13:20:06.385349,"(10.0, 19.5, 15.0)","(13.0, 32.0, 22.0)","(5.5, 6.4, 5.724137931034483)","(1.9, 2.8, 2.7117647058823526)","(3.0, 3.1, 3.01)"
10-01-2023 13:20:07.319587,"(10.0, 19.5, 15.0)","(13.0, 32.0, 22.0)","(5.5, 6.4, 5.724137931034483)","(1.9, 2.8, 2.778)","(3.0, 3.1, 3.01)"
10-01-2023 13:20:08.317786,"(10.0, 19.5, 15.0)","(13.0, 32.0, 22.0)","(5.5, 6.4, 5.56)","(1.9, 2.8, 2.59)","(3.0, 3.1, 2.992)"
10-01-2023 13:20:09.340794,"(10.0, 19.5, 15.0)","(13.0, 32.0, 22.0)","(5.5, 6.4, 5.791666666666667)","(1.9, 2.8, 2.59)","(3.0, 3.1, 3.04)"
10-01-2023 13:20:10.293478,"(10.0, 19.5, 15.0)","(13.0, 32.0, 22.0)","(5.5, 6.2, 5.791666666666667)","(1.9, 2.8, 2.59)","(3.0, 3.1, 3.04)"
10-01-2023 13:20:11.125607,"(10.0, 19.5, 15.0)","(13.0, 32.0, 22.0)","(5.5, 6.2, 5.607692307692307)","(1.9, 2.8, 2.59)","(3.0, 3.1, 3.04)"
10-01-2023 13:20:12.084713,"(10.0, 19.5, 15.0)","(13.0, 32.0, 22.0)","(5.5, 6.2, 5.607692307692307)","(1.9, 2.8, 2.59)","(3.0, 3.1, 2.972)"
10-01-2023 13:20:12.952503,"(10.0, 19.5, 15.0)","(13.0, 32.0, 22.0)","(5.5, 6.2, 5.78)","(1.9, 2.8, 2.59)","(3.0, 3.05, 2.972)"
