,Opawa Richard,Hes Iconic,Uncle Albert,Big Time Foxy,Redeem A Rapper,Mow Cow,Opawa Amiekay
04-01-2023 10:32:22.277432,"(3.6, 5.0, 4.171428571428571)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.85909090909091)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:32:23.233552,"(3.6, 5.0, 4.661538461538461)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.85909090909091)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:32:24.225614,"(3.6, 5.0, 4.661538461538461)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.85909090909091)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:32:25.172621,"(3.6, 5.0, 4.661538461538461)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.85909090909091)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:32:26.155344,"(3.6, 5.0, 4.661538461538461)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.85909090909091)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:32:27.097644,"(3.6, 5.0, 4.661538461538461)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.85909090909091)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:32:28.077790,"(3.6, 5.0, 4.661538461538461)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.85909090909091)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:32:29.014737,"(3.6, 5.0, 4.661538461538461)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.85909090909091)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:32:30.019615,"(3.6, 5.0, 4.661538461538461)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.85909090909091)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:32:31.054384,"(3.6, 5.0, 4.661538461538461)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.85909090909091)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:32:32.079668,"(3.6, 5.0, 4.661538461538461)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:32:33.018763,"(3.6, 5.0, 4.661538461538461)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:32:33.942452,"(3.6, 5.0, 4.661538461538461)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:32:34.903884,"(3.6, 5.0, 4.661538461538461)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:32:35.893655,"(3.6, 5.0, 4.661538461538461)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:32:36.931057,"(3.6, 5.0, 4.661538461538461)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:32:37.909584,"(3.6, 5.0, 4.661538461538461)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:32:38.873102,"(3.6, 5.0, 4.661538461538461)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:32:39.850927,"(3.6, 5.0, 4.661538461538461)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:32:40.769244,"(3.6, 5.0, 4.661538461538461)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:32:41.734803,"(3.6, 5.0, 4.661538461538461)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:32:42.717363,"(3.6, 5.0, 4.661538461538461)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:32:43.715033,"(3.6, 5.0, 4.661538461538461)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:32:44.704905,"(3.6, 5.0, 4.661538461538461)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:32:45.671212,"(3.6, 5.0, 4.661538461538461)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:32:46.696083,"(3.6, 5.0, 4.661538461538461)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:32:47.625463,"(3.6, 5.0, 4.661538461538461)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:32:48.651251,"(3.6, 5.0, 4.661538461538461)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:32:49.697064,"(3.6, 5.0, 4.661538461538461)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:32:50.643547,"(3.6, 5.0, 4.661538461538461)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:32:51.584879,"(3.6, 5.0, 4.661538461538461)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:32:52.500046,"(3.6, 5.0, 4.661538461538461)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:32:53.453347,"(3.6, 5.0, 4.661538461538461)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:32:54.345948,"(3.6, 5.0, 4.661538461538461)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:32:55.265076,"(3.6, 5.0, 4.661538461538461)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:32:56.213428,"(3.6, 5.0, 4.661538461538461)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:32:57.131516,"(3.6, 5.0, 4.661538461538461)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:32:58.060960,"(3.6, 5.0, 4.661538461538461)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:32:59.003540,"(3.6, 5.0, 4.661538461538461)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:32:59.952063,"(3.6, 5.0, 4.661538461538461)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:33:00.853743,"(3.6, 5.1, 4.74102564102564)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:33:01.799070,"(3.6, 5.1, 4.74102564102564)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:33:02.700297,"(3.6, 5.1, 4.74102564102564)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:33:03.601605,"(3.6, 5.1, 4.74102564102564)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:33:04.498053,"(3.6, 5.1, 4.74102564102564)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:33:05.400129,"(3.6, 5.1, 4.74102564102564)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:33:06.307928,"(3.6, 5.1, 4.74102564102564)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:33:07.202064,"(3.6, 5.1, 4.74102564102564)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:33:08.123521,"(3.6, 5.1, 4.74102564102564)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:33:09.004693,"(3.6, 5.1, 4.74102564102564)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:33:09.885215,"(3.6, 5.1, 4.74102564102564)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:33:10.795603,"(3.6, 5.1, 4.820512820512821)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:33:11.692295,"(3.6, 5.2, 4.820512820512821)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:33:12.634283,"(3.6, 5.2, 4.820512820512821)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:33:13.530844,"(3.6, 5.2, 4.820512820512821)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:33:14.455896,"(3.6, 5.2, 4.820512820512821)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:33:15.354439,"(3.6, 5.2, 4.820512820512821)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:33:16.296202,"(3.6, 5.2, 4.820512820512821)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:33:17.206569,"(3.6, 5.2, 4.820512820512821)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:33:18.128843,"(3.6, 5.2, 4.820512820512821)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:33:19.059554,"(3.6, 5.2, 4.820512820512821)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:33:20.055176,"(3.6, 5.2, 4.820512820512821)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:33:21.059933,"(3.6, 5.2, 4.820512820512821)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:33:22.076639,"(3.6, 5.2, 4.820512820512821)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:33:23.061316,"(3.6, 5.2, 4.820512820512821)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:33:24.058446,"(3.6, 5.2, 4.820512820512821)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:33:25.022588,"(3.6, 5.2, 4.820512820512821)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:33:26.005352,"(3.6, 5.2, 4.820512820512821)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:33:26.997786,"(3.6, 5.2, 4.820512820512821)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:33:28.031852,"(3.6, 5.2, 4.820512820512821)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:33:29.097153,"(3.6, 5.2, 4.820512820512821)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:33:30.125326,"(3.6, 5.2, 4.820512820512821)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:33:31.156192,"(3.6, 5.2, 4.820512820512821)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:33:32.191514,"(3.6, 5.2, 4.820512820512821)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:33:33.280373,"(3.6, 5.2, 4.820512820512821)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:33:34.374789,"(3.6, 5.2, 4.820512820512821)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:33:35.409521,"(3.6, 5.2, 4.820512820512821)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:33:36.454510,"(3.6, 5.2, 4.820512820512821)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.8345454545454545)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:33:37.468455,"(3.6, 5.2, 4.820512820512821)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.2, 3.746153846153846)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:33:38.511965,"(3.6, 5.2, 4.820512820512821)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.3, 3.746153846153846)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:33:39.532882,"(3.6, 5.2, 4.820512820512821)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.3, 3.746153846153846)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:33:40.530731,"(3.6, 5.2, 4.820512820512821)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.3, 3.746153846153846)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:33:41.537631,"(3.6, 5.2, 4.820512820512821)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.3, 3.746153846153846)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:33:42.499295,"(3.6, 5.2, 4.820512820512821)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.3, 3.746153846153846)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:33:43.491322,"(3.6, 5.2, 4.820512820512821)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.3, 3.746153846153846)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:33:44.533987,"(3.6, 5.2, 4.820512820512821)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.3, 3.746153846153846)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:33:45.561438,"(3.6, 5.2, 4.820512820512821)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.3, 3.746153846153846)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:33:46.589172,"(3.6, 5.2, 4.820512820512821)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.3, 3.746153846153846)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:33:47.601902,"(3.6, 5.2, 4.820512820512821)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.3, 3.746153846153846)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:33:48.666709,"(3.6, 5.2, 4.820512820512821)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.3, 3.746153846153846)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:33:49.683128,"(3.6, 5.2, 4.820512820512821)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.3, 3.746153846153846)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:33:50.673926,"(3.6, 5.2, 4.820512820512821)","(16.0, 120.0, 71.81818181818181)","(18.0, 130.0, 72.75)","(17.0, 80.0, 74.54166666666666)","(6.0, 10.5, 9.7)","(2.9, 4.3, 3.746153846153846)","(2.9, 4.7, 4.446808510638298)"
