,Claim The Crown,Huon,Rockribbed,Go Troppo,Luvoir,Unamerican,Three Kings,Catapult,Ka Bling,Time Raid,Cadetship,Butchnbugs
04-01-2023 16:39:39.682285,"(19.0, 27.0, 25.095238095238095)","(3.9, 4.5, 4.446696035242291)","(4.0, 4.3, 4.295454545454545)","(9.0, 10.5, 10.289473684210526)","(21.0, 28.0, 24.837209302325583)","(51.0, 90.0, 88.125)","(101.0, 190.0, 160.0)","(19.0, 32.0, 31.142857142857142)","(10.0, 12.5, 12.317307692307692)","(61.0, 120.0, 106.66666666666667)","(4.4, 4.9, 4.8789883268482495)","(41.0, 60.0, 52.758620689655174)"
04-01-2023 16:39:40.974202,"(19.0, 27.0, 25.095238095238095)","(3.9, 4.3, 4.358750000000001)","(4.0, 4.3, 4.296319018404908)","(9.0, 10.5, 10.304147465437788)","(21.0, 28.0, 25.733333333333334)","(51.0, 90.0, 86.66666666666667)","(101.0, 190.0, 160.0)","(19.0, 32.0, 31.217391304347828)","(10.0, 12.5, 12.383720930232558)","(61.0, 120.0, 108.0)","(4.4, 4.9, 4.908884073672806)","(41.0, 60.0, 48.75)"
04-01-2023 16:39:42.228497,"(19.0, 27.0, 25.095238095238095)","(3.9, 4.4, 4.342342342342342)","(4.0, 4.3, 4.291964285714285)","(9.0, 10.5, 10.292682926829269)","(21.0, 28.0, 25.243243243243242)","(51.0, 90.0, 86.25)","(101.0, 190.0, 166.0)","(19.0, 32.0, 31.162790697674417)","(10.0, 12.5, 12.380952380952381)","(61.0, 120.0, 106.66666666666667)","(4.4, 5.0, 4.843110236220472)","(41.0, 60.0, 52.88135593220339)"
04-01-2023 16:39:43.519538,"(19.0, 25.0, 24.333333333333332)","(3.9, 4.9, 4.662962962962963)","(4.0, 4.3, 4.484137931034483)","(9.0, 10.5, 10.292682926829269)","(21.0, 28.0, 25.243243243243242)","(51.0, 90.0, 86.25)","(101.0, 190.0, 165.0)","(19.0, 32.0, 31.162790697674417)","(10.0, 12.5, 12.380952380952381)","(61.0, 120.0, 106.66666666666667)","(4.4, 5.0, 4.843110236220472)","(41.0, 60.0, 54.28)"
04-01-2023 16:39:44.845094,"(20.0, 25.0, 24.09090909090909)","(3.9, 4.8, 4.742222222222222)","(3.9, 4.6, 4.369902912621359)","(9.0, 10.5, 10.287081339712918)","(21.0, 28.0, 25.243243243243242)","(51.0, 90.0, 88.125)","(101.0, 180.0, 170.625)","(19.0, 32.0, 31.162790697674417)","(10.0, 12.5, 12.380952380952381)","(61.0, 120.0, 106.66666666666667)","(4.4, 5.0, 4.843110236220472)","(41.0, 55.0, 53.13793103448276)"
04-01-2023 16:39:46.184916,"(20.0, 25.0, 24.09090909090909)","(3.9, 4.8, 4.776506024096386)","(3.9, 4.6, 4.408333333333333)","(9.0, 10.5, 10.287081339712918)","(21.0, 28.0, 25.243243243243242)","(51.0, 90.0, 88.125)","(101.0, 180.0, 168.33333333333334)","(19.0, 32.0, 30.444444444444443)","(10.0, 12.5, 12.364864864864865)","(61.0, 120.0, 106.66666666666667)","(4.4, 5.0, 4.842483026188167)","(41.0, 55.0, 49.68)"
04-01-2023 16:39:47.467118,"(20.0, 25.0, 24.09090909090909)","(3.9, 4.8, 4.745454545454545)","(3.9, 4.6, 4.448571428571428)","(9.0, 10.5, 10.287081339712918)","(21.0, 28.0, 25.243243243243242)","(51.0, 90.0, 86.25)","(101.0, 180.0, 170.0)","(19.0, 32.0, 30.444444444444443)","(10.0, 12.5, 12.290322580645162)","(61.0, 120.0, 106.66666666666667)","(4.4, 5.0, 4.838728897715988)","(41.0, 50.0, 49.285714285714285)"
04-01-2023 16:39:48.707612,"(20.0, 25.0, 24.09090909090909)","(3.9, 4.8, 4.745454545454545)","(3.9, 4.5, 4.448571428571428)","(9.0, 10.5, 10.287081339712918)","(21.0, 28.0, 25.243243243243242)","(51.0, 90.0, 86.25)","(101.0, 180.0, 170.0)","(19.0, 32.0, 30.444444444444443)","(10.0, 12.5, 12.290322580645162)","(61.0, 120.0, 106.66666666666667)","(4.4, 5.0, 4.838537549407114)","(41.0, 50.0, 49.285714285714285)"
04-01-2023 16:39:49.999865,"(20.0, 25.0, 24.09090909090909)","(3.9, 4.8, 4.745454545454545)","(3.9, 4.5, 4.489285714285714)","(9.0, 10.5, 10.091743119266056)","(21.0, 28.0, 25.243243243243242)","(51.0, 90.0, 86.25)","(101.0, 180.0, 170.625)","(19.0, 32.0, 30.444444444444443)","(10.0, 12.5, 12.290322580645162)","(61.0, 120.0, 106.66666666666667)","(4.4, 5.0, 4.838151425762045)","(41.0, 50.0, 49.53846153846154)"
04-01-2023 16:39:51.348801,"(20.0, 25.0, 24.09090909090909)","(3.9, 4.9, 4.675)","(3.9, 4.5, 4.392441860465117)","(9.0, 10.5, 10.274111675126903)","(21.0, 28.0, 25.243243243243242)","(51.0, 90.0, 86.25)","(101.0, 180.0, 170.625)","(19.0, 32.0, 30.444444444444443)","(10.0, 12.5, 12.290322580645162)","(61.0, 120.0, 106.66666666666667)","(4.4, 5.0, 4.902833530106258)","(41.0, 50.0, 49.53846153846154)"
04-01-2023 16:39:52.691178,"(20.0, 25.0, 23.0)","(3.9, 4.8, 4.573333333333333)","(3.9, 4.4, 4.532894736842105)","(9.0, 10.5, 10.274111675126903)","(21.0, 28.0, 25.166666666666668)","(51.0, 90.0, 86.25)","(101.0, 180.0, 170.625)","(19.0, 32.0, 30.444444444444443)","(10.0, 12.5, 12.333333333333334)","(61.0, 120.0, 106.66666666666667)","(4.4, 5.0, 4.900608272506083)","(41.0, 50.0, 49.53846153846154)"
04-01-2023 16:39:53.972265,"(20.0, 23.0, 22.161290322580644)","(3.9, 4.6, 4.573333333333333)","(3.9, 4.6, 4.537583892617449)","(9.0, 10.5, 10.274111675126903)","(21.0, 28.0, 25.166666666666668)","(51.0, 90.0, 86.25)","(101.0, 180.0, 170.625)","(19.0, 32.0, 30.263157894736842)","(10.0, 12.5, 12.333333333333334)","(61.0, 120.0, 106.66666666666667)","(4.4, 5.0, 4.900608272506083)","(41.0, 50.0, 49.833333333333336)"
04-01-2023 16:39:55.310119,"(20.0, 23.0, 22.133333333333333)","(3.9, 4.6, 4.587804878048781)","(3.9, 4.6, 4.537583892617449)","(9.0, 10.5, 10.11304347826087)","(21.0, 28.0, 25.166666666666668)","(51.0, 90.0, 86.25)","(101.0, 180.0, 170.625)","(19.0, 32.0, 30.37142857142857)","(10.0, 12.5, 12.333333333333334)","(61.0, 120.0, 106.66666666666667)","(4.4, 5.0, 4.900608272506083)","(41.0, 50.0, 49.833333333333336)"
04-01-2023 16:39:56.603799,"(20.0, 22.0, 21.363636363636363)","(3.9, 4.8, 4.681208053691275)","(3.9, 4.6, 4.537583892617449)","(9.0, 10.5, 10.290094339622641)","(21.0, 28.0, 25.166666666666668)","(51.0, 90.0, 86.25)","(101.0, 180.0, 170.625)","(19.0, 32.0, 30.263157894736842)","(10.0, 12.5, 12.333333333333334)","(61.0, 120.0, 106.66666666666667)","(4.4, 5.0, 4.900608272506083)","(41.0, 50.0, 49.833333333333336)"
04-01-2023 16:39:57.866166,"(20.0, 22.0, 21.7)","(3.9, 4.8, 4.566666666666666)","(3.9, 4.6, 4.537583892617449)","(9.0, 10.5, 10.290094339622641)","(21.0, 28.0, 25.166666666666668)","(51.0, 90.0, 86.25)","(101.0, 180.0, 170.625)","(19.0, 32.0, 30.263157894736842)","(10.0, 12.5, 12.385964912280702)","(61.0, 120.0, 106.66666666666667)","(4.4, 5.0, 4.900608272506083)","(41.0, 50.0, 49.833333333333336)"
04-01-2023 16:39:59.154813,"(20.0, 22.0, 21.58139534883721)","(3.9, 4.6, 4.551428571428572)","(3.9, 4.6, 4.515646258503401)","(9.0, 10.5, 10.290094339622641)","(21.0, 28.0, 25.166666666666668)","(51.0, 90.0, 86.25)","(101.0, 180.0, 170.625)","(19.0, 32.0, 29.130434782608695)","(10.0, 12.5, 12.385964912280702)","(61.0, 120.0, 106.66666666666667)","(4.4, 5.0, 4.900608272506083)","(41.0, 50.0, 49.833333333333336)"
04-01-2023 16:40:00.477318,"(20.0, 22.0, 21.58139534883721)","(3.9, 4.6, 4.55)","(3.9, 4.6, 4.514093959731544)","(9.0, 10.5, 10.290094339622641)","(21.0, 28.0, 25.166666666666668)","(51.0, 90.0, 86.25)","(101.0, 180.0, 170.625)","(19.0, 32.0, 31.323076923076922)","(10.0, 12.5, 12.385964912280702)","(61.0, 120.0, 106.66666666666667)","(4.4, 5.0, 4.900608272506083)","(41.0, 50.0, 49.833333333333336)"
04-01-2023 16:40:01.761087,"(20.0, 22.0, 21.4)","(3.9, 4.6, 4.55)","(3.9, 4.6, 4.491525423728813)","(9.0, 10.5, 10.290094339622641)","(21.0, 28.0, 25.157894736842106)","(51.0, 90.0, 86.25)","(101.0, 180.0, 170.625)","(19.0, 32.0, 29.46153846153846)","(10.0, 12.5, 12.36734693877551)","(61.0, 120.0, 106.66666666666667)","(4.4, 5.0, 4.864958677685951)","(41.0, 50.0, 49.833333333333336)"
04-01-2023 16:40:03.062880,"(20.0, 22.0, 21.4)","(3.9, 4.6, 4.55)","(3.9, 4.5, 4.515789473684211)","(9.0, 10.5, 10.290094339622641)","(21.0, 28.0, 25.157894736842106)","(51.0, 90.0, 86.25)","(101.0, 180.0, 170.625)","(19.0, 32.0, 29.46153846153846)","(10.0, 12.5, 11.98611111111111)","(61.0, 120.0, 106.66666666666667)","(4.4, 5.0, 4.864958677685951)","(41.0, 50.0, 49.42857142857143)"
04-01-2023 16:40:04.356317,"(20.0, 23.0, 21.583333333333332)","(3.9, 4.6, 4.658088235294118)","(3.9, 4.6, 4.497652582159624)","(9.0, 10.5, 10.290094339622641)","(21.0, 28.0, 25.13953488372093)","(51.0, 90.0, 86.25)","(101.0, 180.0, 171.66666666666666)","(19.0, 32.0, 29.235294117647058)","(10.0, 12.0, 11.98611111111111)","(61.0, 120.0, 115.0)","(4.4, 5.0, 4.863710407239819)","(41.0, 50.0, 49.92)"
04-01-2023 16:40:05.667910,"(20.0, 22.0, 21.3125)","(3.9, 4.7, 4.591428571428572)","(3.9, 4.5, 4.497652582159624)","(9.0, 10.5, 10.290094339622641)","(21.0, 28.0, 25.634615384615383)","(51.0, 90.0, 86.25)","(101.0, 180.0, 171.66666666666666)","(19.0, 30.0, 29.235294117647058)","(10.0, 12.0, 11.983333333333333)","(61.0, 120.0, 115.45454545454545)","(4.4, 5.0, 4.863710407239819)","(41.0, 50.0, 49.92)"
04-01-2023 16:40:07.029992,"(19.0, 22.0, 20.807692307692307)","(3.9, 4.7, 4.414513274336284)","(3.9, 4.5, 4.5377551020408164)","(9.0, 10.5, 10.295673076923077)","(20.0, 28.0, 26.375)","(51.0, 90.0, 86.25)","(101.0, 180.0, 171.66666666666666)","(19.0, 30.0, 29.235294117647058)","(10.0, 12.0, 12.166666666666666)","(61.0, 120.0, 117.5)","(4.4, 5.0, 4.911515863689777)","(41.0, 50.0, 49.92)"
04-01-2023 16:40:08.333168,"(19.0, 22.0, 20.807692307692307)","(3.9, 4.5, 4.415114235500879)","(3.9, 4.6, 4.571153846153846)","(9.0, 10.5, 10.295673076923077)","(20.0, 27.0, 25.0)","(51.0, 90.0, 86.25)","(101.0, 180.0, 171.66666666666666)","(19.0, 30.0, 29.5)","(10.0, 12.5, 12.152173913043478)","(61.0, 120.0, 115.45454545454545)","(4.4, 5.0, 4.914236902050114)","(41.0, 50.0, 49.92)"
04-01-2023 16:40:09.660147,"(19.0, 22.0, 20.875)","(3.9, 4.5, 4.415114235500879)","(3.9, 4.6, 4.571153846153846)","(9.0, 10.5, 10.390625)","(20.0, 27.0, 26.388235294117646)","(51.0, 90.0, 86.25)","(101.0, 180.0, 171.66666666666666)","(19.0, 30.0, 29.5)","(10.0, 12.5, 12.166666666666666)","(61.0, 120.0, 115.45454545454545)","(4.4, 5.0, 4.910781990521327)","(41.0, 50.0, 49.92)"
04-01-2023 16:40:10.963426,"(19.0, 22.0, 20.807692307692307)","(3.9, 4.5, 4.408599167822469)","(3.9, 4.6, 4.589108910891089)","(9.0, 10.5, 10.396449704142011)","(20.0, 27.0, 26.388235294117646)","(51.0, 90.0, 86.25)","(101.0, 180.0, 171.66666666666666)","(19.0, 30.0, 29.5)","(10.0, 12.5, 12.271428571428572)","(61.0, 120.0, 117.5)","(4.4, 5.0, 4.863514719000892)","(41.0, 50.0, 49.92)"
04-01-2023 16:40:12.268121,"(19.0, 22.0, 21.602564102564102)","(3.9, 4.5, 4.426203807390817)","(3.9, 4.6, 4.61358024691358)","(9.0, 10.5, 10.396449704142011)","(20.0, 27.0, 26.388235294117646)","(51.0, 90.0, 86.25)","(101.0, 180.0, 171.66666666666666)","(19.0, 30.0, 29.5)","(10.0, 12.5, 12.333333333333334)","(61.0, 120.0, 115.45454545454545)","(4.4, 5.0, 4.868330464716006)","(41.0, 50.0, 49.92)"
04-01-2023 16:40:13.559636,"(19.0, 22.0, 21.635135135135137)","(3.9, 4.5, 4.426470588235294)","(3.9, 4.7, 4.573303167420814)","(9.0, 10.5, 10.41875)","(20.0, 27.0, 25.227272727272727)","(51.0, 90.0, 86.25)","(101.0, 180.0, 172.30769230769232)","(19.0, 30.0, 29.5)","(10.0, 12.5, 12.358695652173912)","(61.0, 120.0, 115.45454545454545)","(4.4, 5.0, 4.863514719000892)","(41.0, 50.0, 49.925925925925924)"
04-01-2023 16:40:14.883472,"(19.0, 22.0, 21.15625)","(3.9, 4.5, 4.426470588235294)","(3.9, 4.7, 4.573303167420814)","(9.0, 10.5, 10.41875)","(20.0, 27.0, 25.227272727272727)","(51.0, 90.0, 86.25)","(101.0, 180.0, 172.30769230769232)","(19.0, 30.0, 29.5)","(10.0, 12.5, 11.9875)","(61.0, 120.0, 115.45454545454545)","(4.4, 5.0, 4.863514719000892)","(41.0, 50.0, 49.925925925925924)"
04-01-2023 16:40:16.171126,"(19.0, 22.0, 21.15625)","(3.9, 4.5, 4.426470588235294)","(3.9, 4.7, 4.524793388429752)","(9.0, 10.5, 10.420731707317072)","(20.0, 27.0, 26.238805970149254)","(51.0, 90.0, 86.25)","(101.0, 180.0, 172.30769230769232)","(19.0, 30.0, 29.529411764705884)","(10.0, 12.0, 11.978260869565217)","(61.0, 120.0, 115.45454545454545)","(4.4, 5.0, 4.826727066817667)","(41.0, 50.0, 49.925925925925924)"
04-01-2023 16:40:17.437942,"(19.0, 22.0, 21.15625)","(3.9, 4.4, 4.321584699453552)","(3.9, 4.7, 4.437190082644628)","(9.0, 10.5, 10.420731707317072)","(20.0, 27.0, 25.11111111111111)","(51.0, 90.0, 86.25)","(101.0, 180.0, 172.30769230769232)","(19.0, 30.0, 29.529411764705884)","(10.0, 12.0, 11.978260869565217)","(61.0, 120.0, 117.5)","(4.4, 5.0, 4.877795527156549)","(41.0, 50.0, 49.925925925925924)"
04-01-2023 16:40:18.747385,"(19.0, 22.0, 21.15625)","(3.9, 4.4, 4.31629392971246)","(3.9, 4.7, 4.5495934959349595)","(9.0, 10.5, 10.420731707317072)","(20.0, 27.0, 26.3625)","(51.0, 90.0, 86.25)","(101.0, 180.0, 172.30769230769232)","(19.0, 30.0, 29.529411764705884)","(10.0, 12.0, 11.981481481481481)","(61.0, 120.0, 117.5)","(4.4, 5.0, 4.903530895334175)","(41.0, 50.0, 49.925925925925924)"
04-01-2023 16:40:20.014765,"(19.0, 22.0, 21.25)","(3.9, 4.4, 4.3123745819398)","(3.9, 4.6, 4.604237288135593)","(9.0, 10.5, 10.426966292134832)","(20.0, 27.0, 25.26923076923077)","(51.0, 90.0, 88.63636363636364)","(101.0, 180.0, 171.66666666666666)","(19.0, 30.0, 29.704545454545453)","(10.0, 12.0, 11.988888888888889)","(61.0, 120.0, 107.0)","(4.4, 5.0, 4.878763866877971)","(41.0, 50.0, 49.92857142857143)"
04-01-2023 16:40:21.295311,"(19.0, 22.0, 21.25)","(3.9, 4.4, 4.3123745819398)","(3.9, 4.7, 4.604237288135593)","(9.0, 10.5, 10.428571428571429)","(20.0, 27.0, 25.26923076923077)","(51.0, 90.0, 87.85714285714286)","(101.0, 180.0, 171.66666666666666)","(19.0, 30.0, 29.704545454545453)","(10.0, 12.0, 11.988888888888889)","(61.0, 110.0, 107.0)","(4.4, 5.0, 4.878763866877971)","(41.0, 50.0, 49.92857142857143)"
04-01-2023 16:40:22.602762,"(19.0, 22.0, 21.25)","(3.9, 4.4, 4.314285714285714)","(3.9, 4.7, 4.604237288135593)","(9.0, 10.5, 10.395939086294415)","(20.0, 27.0, 25.26923076923077)","(51.0, 90.0, 87.85714285714286)","(101.0, 180.0, 171.66666666666666)","(19.0, 30.0, 29.72340425531915)","(10.0, 12.0, 11.988888888888889)","(61.0, 110.0, 107.0)","(4.4, 5.0, 4.877960784313726)","(41.0, 50.0, 49.75)"
04-01-2023 16:40:23.909631,"(19.0, 22.0, 21.46)","(3.9, 4.4, 4.314285714285714)","(3.9, 4.7, 4.6095999999999995)","(9.0, 10.5, 10.39950980392157)","(20.0, 27.0, 25.26923076923077)","(51.0, 90.0, 87.85714285714286)","(101.0, 180.0, 171.66666666666666)","(19.0, 30.0, 29.72340425531915)","(10.0, 12.0, 11.988888888888889)","(61.0, 110.0, 107.0)","(4.4, 5.0, 4.877960784313726)","(41.0, 50.0, 49.75)"
04-01-2023 16:40:25.167990,"(19.0, 22.0, 21.46)","(3.9, 4.4, 4.314285714285714)","(3.9, 4.7, 4.639572192513369)","(9.0, 10.5, 10.39950980392157)","(20.0, 27.0, 25.26923076923077)","(51.0, 90.0, 87.85714285714286)","(101.0, 180.0, 171.66666666666666)","(19.0, 30.0, 29.717391304347824)","(10.0, 12.0, 11.988888888888889)","(61.0, 110.0, 107.77777777777777)","(4.4, 5.0, 4.893079584775087)","(41.0, 50.0, 49.75)"
04-01-2023 16:40:26.479416,"(19.0, 22.0, 21.571428571428573)","(3.9, 4.3, 4.296202531645569)","(3.9, 4.7, 4.580392156862745)","(9.0, 10.5, 10.39950980392157)","(20.0, 27.0, 25.78688524590164)","(51.0, 90.0, 88.63636363636364)","(101.0, 180.0, 171.66666666666666)","(19.0, 30.0, 29.86111111111111)","(10.0, 12.0, 11.99)","(61.0, 110.0, 108.82352941176471)","(4.4, 4.9, 4.893079584775087)","(41.0, 50.0, 49.75)"
04-01-2023 16:40:27.826302,"(19.0, 22.0, 21.857142857142858)","(3.9, 4.3, 4.283333333333333)","(3.9, 4.7, 4.592413793103448)","(9.0, 10.5, 10.264754098360656)","(20.0, 27.0, 25.774193548387096)","(51.0, 90.0, 88.63636363636364)","(101.0, 180.0, 171.66666666666666)","(19.0, 30.0, 29.7)","(10.0, 12.0, 11.99)","(61.0, 110.0, 108.82352941176471)","(4.4, 4.9, 4.893079584775087)","(41.0, 50.0, 49.0)"
04-01-2023 16:40:29.135833,"(19.0, 22.0, 21.88888888888889)","(3.9, 4.3, 4.271538461538461)","(3.9, 4.7, 4.575218658892128)","(9.0, 10.5, 10.165289256198347)","(20.0, 27.0, 25.727272727272727)","(51.0, 90.0, 88.63636363636364)","(101.0, 180.0, 175.0)","(19.0, 30.0, 29.75)","(10.0, 12.0, 12.25)","(61.0, 110.0, 109.375)","(4.4, 4.9, 4.914918918918919)","(41.0, 50.0, 49.0)"
04-01-2023 16:40:30.415357,"(19.0, 22.0, 21.88888888888889)","(3.9, 4.3, 4.271538461538461)","(3.9, 4.7, 4.575218658892128)","(9.0, 10.5, 10.1472)","(20.0, 27.0, 25.685714285714287)","(51.0, 90.0, 88.63636363636364)","(101.0, 180.0, 175.0)","(19.0, 30.0, 29.75)","(10.0, 12.5, 12.152173913043478)","(61.0, 110.0, 109.375)","(4.4, 5.0, 4.915065502183406)","(41.0, 50.0, 49.0)"
04-01-2023 16:40:31.734901,"(19.0, 22.0, 21.88888888888889)","(3.9, 4.3, 4.2563106796116505)","(4.0, 4.7, 4.575218658892128)","(9.0, 10.5, 10.1472)","(20.0, 27.0, 25.685714285714287)","(51.0, 90.0, 86.66666666666667)","(101.0, 180.0, 175.0)","(19.0, 30.0, 29.75)","(10.0, 12.5, 12.055555555555555)","(61.0, 110.0, 109.375)","(4.4, 5.0, 4.915065502183406)","(41.0, 50.0, 49.0)"
04-01-2023 16:40:33.091644,"(19.0, 22.0, 21.88888888888889)","(3.9, 4.3, 4.254545454545455)","(4.0, 4.7, 4.566666666666666)","(9.0, 10.5, 10.129411764705882)","(20.0, 27.0, 25.516129032258064)","(51.0, 90.0, 86.66666666666667)","(101.0, 180.0, 175.0)","(19.0, 30.0, 29.75)","(10.0, 12.5, 11.86)","(61.0, 110.0, 109.28571428571429)","(4.4, 5.0, 4.917057569296375)","(41.0, 50.0, 49.0)"
04-01-2023 16:40:34.395035,"(19.0, 22.0, 21.88888888888889)","(3.9, 4.3, 4.261864406779661)","(4.0, 4.7, 4.566666666666666)","(9.0, 10.5, 10.129411764705882)","(20.0, 27.0, 25.72972972972973)","(51.0, 90.0, 88.33333333333333)","(101.0, 180.0, 175.0)","(19.0, 30.0, 29.8125)","(10.0, 12.5, 11.7)","(61.0, 110.0, 109.41176470588235)","(4.4, 5.0, 4.917057569296375)","(41.0, 50.0, 49.22222222222222)"
04-01-2023 16:40:35.642120,"(19.0, 22.0, 21.88888888888889)","(3.9, 4.3, 4.274137931034483)","(4.0, 4.7, 4.619465648854962)","(9.0, 10.5, 10.015384615384615)","(20.0, 27.0, 25.72972972972973)","(51.0, 90.0, 86.66666666666667)","(101.0, 180.0, 175.0)","(19.0, 30.0, 29.8125)","(10.0, 12.5, 11.7)","(61.0, 110.0, 109.41176470588235)","(4.4, 5.0, 4.917057569296375)","(41.0, 50.0, 49.22222222222222)"
04-01-2023 16:40:36.929003,"(19.0, 22.0, 21.870967741935484)","(3.9, 4.3, 4.274137931034483)","(4.0, 4.7, 4.619465648854962)","(9.0, 10.5, 10.015384615384615)","(20.0, 27.0, 25.72972972972973)","(51.0, 90.0, 86.66666666666667)","(101.0, 180.0, 175.0)","(19.0, 30.0, 29.9375)","(10.0, 12.5, 11.7)","(61.0, 110.0, 109.41176470588235)","(4.4, 5.0, 5.178846153846154)","(41.0, 50.0, 49.22222222222222)"
04-01-2023 16:40:38.267631,"(19.0, 22.0, 21.870967741935484)","(3.9, 4.3, 4.33298969072165)","(4.0, 4.7, 4.620353982300885)","(9.0, 10.5, 10.200000000000001)","(20.0, 27.0, 25.507936507936506)","(51.0, 90.0, 86.66666666666667)","(101.0, 180.0, 175.0)","(19.0, 30.0, 29.916666666666668)","(10.0, 12.5, 11.7)","(61.0, 110.0, 109.28571428571429)","(4.4, 5.2, 5.1923588039867115)","(41.0, 50.0, 49.57142857142857)"
04-01-2023 16:40:39.616310,"(19.0, 22.0, 21.870967741935484)","(3.9, 4.4, 4.336986301369864)","(4.0, 4.7, 4.622115384615384)","(9.0, 10.5, 10.200000000000001)","(20.0, 27.0, 25.41509433962264)","(51.0, 90.0, 86.66666666666667)","(101.0, 180.0, 175.0)","(19.0, 30.0, 29.9)","(10.0, 12.5, 11.7)","(61.0, 110.0, 109.28571428571429)","(4.4, 5.2, 5.195637583892617)","(41.0, 50.0, 49.57142857142857)"
04-01-2023 16:40:40.875850,"(19.0, 22.0, 21.857142857142858)","(3.9, 4.4, 4.322033898305085)","(4.0, 4.7, 4.5442307692307695)","(9.0, 10.5, 9.995348837209303)","(20.0, 27.0, 25.41509433962264)","(51.0, 90.0, 86.66666666666667)","(101.0, 180.0, 175.0)","(19.0, 30.0, 29.916666666666668)","(10.0, 12.5, 11.7)","(61.0, 110.0, 109.28571428571429)","(4.4, 5.2, 5.26551724137931)","(41.0, 50.0, 49.57142857142857)"
04-01-2023 16:40:42.133794,"(19.0, 22.0, 21.857142857142858)","(3.9, 4.4, 4.322033898305085)","(4.0, 4.7, 4.5442307692307695)","(9.0, 10.5, 9.968)","(20.0, 27.0, 25.133333333333333)","(51.0, 90.0, 86.66666666666667)","(101.0, 180.0, 175.0)","(19.0, 30.0, 29.933333333333334)","(10.0, 12.5, 11.7)","(61.0, 110.0, 109.28571428571429)","(4.4, 5.3, 5.217840375586855)","(41.0, 50.0, 49.57142857142857)"
04-01-2023 16:40:43.442098,"(19.0, 22.0, 21.857142857142858)","(3.9, 4.4, 4.371894093686355)","(4.0, 4.5, 4.476351351351352)","(9.0, 10.5, 9.97843137254902)","(20.0, 27.0, 25.12)","(51.0, 90.0, 86.66666666666667)","(101.0, 180.0, 175.0)","(19.0, 30.0, 29.941176470588236)","(10.0, 12.5, 11.403846153846153)","(61.0, 110.0, 109.28571428571429)","(4.4, 5.3, 5.217840375586855)","(41.0, 50.0, 48.0)"
04-01-2023 16:40:44.721849,"(19.0, 22.0, 21.857142857142858)","(3.9, 4.4, 4.371894093686355)","(4.0, 4.5, 4.468367346938775)","(9.0, 10.5, 10.037323943661972)","(20.0, 27.0, 25.122448979591837)","(51.0, 90.0, 86.66666666666667)","(101.0, 180.0, 175.0)","(19.0, 30.0, 29.941176470588236)","(10.0, 12.5, 11.403846153846153)","(61.0, 110.0, 109.28571428571429)","(4.4, 5.3, 5.216744186046512)","(41.0, 50.0, 48.666666666666664)"
04-01-2023 16:40:45.988932,"(19.0, 22.0, 21.857142857142858)","(3.9, 4.4, 4.371894093686355)","(4.0, 4.5, 4.466304347826087)","(9.0, 10.5, 10.037323943661972)","(20.0, 27.0, 25.122448979591837)","(51.0, 90.0, 86.66666666666667)","(101.0, 180.0, 175.0)","(19.0, 30.0, 29.941176470588236)","(10.0, 12.5, 11.403846153846153)","(61.0, 110.0, 109.28571428571429)","(4.4, 5.3, 5.217061611374407)","(41.0, 50.0, 47.333333333333336)"
04-01-2023 16:40:47.263029,"(19.0, 22.0, 21.857142857142858)","(3.8, 4.4, 4.371894093686355)","(4.0, 4.5, 4.462424242424243)","(9.0, 10.5, 10.04407894736842)","(20.0, 27.0, 25.12)","(51.0, 90.0, 91.25)","(101.0, 180.0, 175.0)","(19.0, 30.0, 29.941176470588236)","(10.0, 12.5, 11.661764705882353)","(61.0, 110.0, 109.28571428571429)","(4.4, 5.3, 5.217061611374407)","(41.0, 48.0, 47.333333333333336)"
04-01-2023 16:40:48.576936,"(19.0, 22.0, 21.857142857142858)","(3.8, 4.3, 4.297402597402598)","(4.0, 4.5, 4.474485596707819)","(9.0, 10.5, 10.04407894736842)","(20.0, 27.0, 25.12)","(51.0, 95.0, 93.125)","(101.0, 180.0, 175.0)","(19.0, 30.0, 29.941176470588236)","(10.0, 12.5, 11.661764705882353)","(61.0, 110.0, 109.28571428571429)","(4.4, 5.3, 5.223913043478261)","(41.0, 48.0, 47.27272727272727)"
04-01-2023 16:40:49.986569,"(19.0, 22.0, 21.854545454545455)","(3.8, 4.3, 4.315584415584415)","(4.0, 4.5, 4.480981595092024)","(9.0, 10.5, 9.813861386138614)","(20.0, 27.0, 25.72972972972973)","(51.0, 95.0, 91.66666666666667)","(101.0, 180.0, 175.0)","(19.0, 30.0, 29.956521739130434)","(10.0, 12.5, 11.887096774193548)","(61.0, 110.0, 109.41176470588235)","(4.4, 5.3, 5.241883116883117)","(41.0, 48.0, 47.09090909090909)"
04-01-2023 16:40:51.235742,"(19.0, 22.0, 21.854545454545455)","(3.8, 4.4, 4.368564920273349)","(4.0, 4.5, 4.476951672862453)","(9.0, 10.5, 10.097093023255814)","(20.0, 27.0, 25.507936507936506)","(51.0, 95.0, 90.0)","(101.0, 180.0, 175.0)","(19.0, 30.0, 29.956521739130434)","(10.0, 12.5, 11.26086956521739)","(61.0, 110.0, 109.28571428571429)","(4.4, 5.3, 5.241471571906355)","(41.0, 50.0, 47.09090909090909)"
