,Its Cleo,Hendy,Feel The Magic,Thatll Do Neo,Jimmy The Singer,Cashmere Kaos,Mortons Jilliby,Nine Nine
08-01-2023 13:21:54.650815,"(31.0, 290.0, 102.85714285714286)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 16.011764705882353)","(8.5, 22.0, 18.85)","(4.2, 6.8, 5.938461538461539)","(8.5, 18.0, 10.0)","(5.5, 10.0, 5.86)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:21:55.951874,"(31.0, 290.0, 102.85714285714286)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 16.011764705882353)","(8.5, 22.0, 13.66)","(4.2, 6.8, 5.938461538461539)","(8.5, 18.0, 10.0)","(5.5, 10.0, 5.86)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:21:57.242116,"(31.0, 290.0, 102.85714285714286)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 16.011764705882353)","(8.5, 16.5, 14.5)","(4.2, 6.8, 5.938461538461539)","(8.5, 18.0, 10.0)","(5.5, 10.0, 5.86)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:21:58.486405,"(31.0, 290.0, 102.85714285714286)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 16.011764705882353)","(8.5, 23.0, 16.32)","(4.2, 6.8, 5.938461538461539)","(8.5, 18.0, 10.0)","(5.5, 10.0, 5.86)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:21:59.770413,"(31.0, 290.0, 102.85714285714286)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 16.011764705882353)","(8.5, 18.0, 16.32)","(4.2, 6.8, 5.938461538461539)","(8.5, 18.0, 10.0)","(5.5, 10.0, 5.86)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:22:01.032692,"(31.0, 290.0, 102.85714285714286)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 16.011764705882353)","(8.5, 18.0, 16.32)","(4.2, 6.8, 5.938461538461539)","(8.5, 18.0, 10.0)","(5.5, 10.0, 5.86)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:22:02.267238,"(31.0, 290.0, 102.85714285714286)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 16.011764705882353)","(8.5, 18.0, 16.32)","(4.2, 6.8, 5.938461538461539)","(8.5, 18.0, 10.0)","(5.5, 10.0, 5.86)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:22:03.423756,"(31.0, 290.0, 102.85714285714286)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 16.011764705882353)","(8.5, 18.0, 16.32)","(4.2, 6.8, 5.938461538461539)","(8.5, 18.0, 10.0)","(5.5, 10.0, 5.86)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:22:04.543129,"(31.0, 290.0, 102.85714285714286)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 16.011764705882353)","(8.5, 18.0, 16.32)","(4.2, 6.8, 5.938461538461539)","(8.5, 18.0, 10.0)","(5.5, 10.0, 5.86)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:22:05.578602,"(31.0, 290.0, 102.85714285714286)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 16.011764705882353)","(8.5, 18.0, 16.32)","(4.2, 6.8, 5.938461538461539)","(8.5, 18.0, 13.2)","(5.5, 10.0, 5.86)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:22:06.702506,"(31.0, 290.0, 75.63636363636363)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 16.011764705882353)","(8.5, 18.0, 16.32)","(4.2, 6.8, 5.938461538461539)","(8.5, 18.0, 13.2)","(5.5, 10.0, 5.86)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:22:07.827801,"(31.0, 290.0, 75.63636363636363)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 16.011764705882353)","(8.5, 18.0, 16.32)","(4.2, 6.8, 5.938461538461539)","(8.5, 18.0, 13.2)","(5.5, 10.0, 5.86)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:22:08.886367,"(31.0, 290.0, 75.63636363636363)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 16.011764705882353)","(8.5, 18.0, 16.36)","(4.2, 6.8, 4.64)","(8.5, 18.0, 13.685714285714287)","(5.5, 10.0, 7.24)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:22:09.960112,"(31.0, 290.0, 75.63636363636363)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 14.266666666666666)","(8.5, 18.0, 16.857142857142858)","(4.2, 6.8, 4.64)","(8.5, 17.5, 13.05)","(5.5, 10.0, 7.24)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:22:11.086094,"(31.0, 290.0, 75.63636363636363)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 14.266666666666666)","(8.5, 18.0, 16.125)","(4.2, 6.8, 4.64)","(8.5, 17.5, 13.05)","(5.5, 10.0, 7.24)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:22:12.216790,"(31.0, 290.0, 75.63636363636363)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 14.266666666666666)","(8.5, 18.0, 16.125)","(4.2, 6.8, 4.64)","(8.5, 17.5, 13.05)","(5.5, 10.0, 6.884615384615385)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:22:13.346982,"(31.0, 290.0, 109.3076923076923)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 14.266666666666666)","(8.5, 18.0, 16.125)","(4.2, 6.8, 4.64)","(8.5, 17.5, 13.05)","(5.5, 10.0, 6.884615384615385)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:22:14.487595,"(31.0, 290.0, 109.3076923076923)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 14.266666666666666)","(8.5, 18.0, 16.25)","(4.2, 6.8, 4.64)","(8.5, 17.5, 13.05)","(5.5, 10.0, 6.884615384615385)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:22:15.652390,"(31.0, 290.0, 109.3076923076923)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 14.266666666666666)","(8.5, 18.0, 16.25)","(4.2, 6.8, 4.64)","(8.5, 17.5, 13.05)","(5.5, 10.0, 6.884615384615385)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:22:16.751066,"(31.0, 290.0, 109.3076923076923)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 14.266666666666666)","(8.5, 18.0, 16.25)","(4.2, 6.8, 4.64)","(8.5, 17.5, 13.05)","(5.5, 10.0, 6.884615384615385)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:22:17.837377,"(31.0, 290.0, 109.3076923076923)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 14.266666666666666)","(8.5, 18.0, 16.25)","(4.2, 6.8, 4.64)","(8.5, 17.5, 15.433333333333334)","(5.5, 10.0, 6.953846153846154)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:22:18.982339,"(31.0, 290.0, 109.3076923076923)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 14.266666666666666)","(8.5, 18.0, 16.25)","(4.2, 6.8, 4.64)","(8.5, 17.5, 15.433333333333334)","(5.5, 10.0, 6.953846153846154)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:22:20.110639,"(31.0, 290.0, 109.3076923076923)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 14.266666666666666)","(8.5, 18.0, 16.25)","(4.2, 6.8, 4.64)","(8.5, 17.5, 15.433333333333334)","(5.5, 10.0, 6.953846153846154)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:22:21.266826,"(31.0, 290.0, 109.3076923076923)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 14.266666666666666)","(8.5, 18.0, 16.25)","(4.2, 6.8, 4.64)","(8.5, 17.5, 15.433333333333334)","(5.5, 10.0, 6.953846153846154)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:22:22.435714,"(31.0, 290.0, 109.3076923076923)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 14.266666666666666)","(8.5, 18.0, 16.25)","(4.2, 6.8, 4.64)","(8.5, 17.5, 15.433333333333334)","(5.5, 10.0, 6.953846153846154)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:22:23.590588,"(31.0, 290.0, 109.3076923076923)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 14.266666666666666)","(8.5, 18.0, 16.25)","(4.2, 6.8, 4.64)","(8.5, 17.5, 15.433333333333334)","(5.5, 10.0, 6.953846153846154)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:22:24.654981,"(31.0, 290.0, 109.3076923076923)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 14.266666666666666)","(8.5, 18.0, 16.25)","(4.2, 6.8, 4.64)","(8.5, 17.5, 15.433333333333334)","(5.5, 10.0, 6.953846153846154)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:22:25.703327,"(31.0, 290.0, 109.3076923076923)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 14.266666666666666)","(8.5, 18.0, 16.7)","(4.2, 6.8, 4.64)","(8.5, 17.5, 15.433333333333334)","(5.5, 10.0, 6.953846153846154)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:22:26.705351,"(31.0, 290.0, 109.3076923076923)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 14.266666666666666)","(8.5, 18.0, 16.7)","(4.2, 6.8, 4.64)","(8.5, 17.5, 15.433333333333334)","(5.5, 10.0, 6.953846153846154)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:22:27.712741,"(31.0, 290.0, 109.3076923076923)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 14.266666666666666)","(8.5, 18.0, 16.7)","(4.2, 6.8, 4.64)","(8.5, 17.5, 15.433333333333334)","(5.5, 10.0, 6.953846153846154)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:22:28.745543,"(31.0, 290.0, 109.3076923076923)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 14.266666666666666)","(8.5, 18.0, 16.7)","(4.2, 6.8, 4.64)","(8.5, 17.5, 15.433333333333334)","(5.5, 10.0, 6.953846153846154)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:22:29.885360,"(31.0, 290.0, 109.3076923076923)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 14.266666666666666)","(8.5, 18.0, 16.5)","(4.2, 6.8, 4.64)","(8.5, 17.5, 15.433333333333334)","(5.5, 10.0, 6.953846153846154)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:22:30.925910,"(31.0, 290.0, 109.3076923076923)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 14.266666666666666)","(8.5, 18.0, 16.5)","(4.2, 6.8, 4.64)","(8.5, 17.5, 15.433333333333334)","(5.5, 10.0, 6.953846153846154)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:22:32.148768,"(31.0, 290.0, 109.3076923076923)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 14.266666666666666)","(8.5, 18.0, 16.5)","(4.2, 6.8, 4.64)","(8.5, 17.5, 15.433333333333334)","(5.5, 10.0, 6.953846153846154)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:22:33.336474,"(31.0, 290.0, 109.3076923076923)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 14.266666666666666)","(8.5, 18.0, 16.5)","(4.2, 6.8, 4.64)","(8.5, 17.5, 15.433333333333334)","(5.5, 10.0, 6.953846153846154)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:22:34.560809,"(31.0, 290.0, 109.3076923076923)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 14.266666666666666)","(8.5, 18.0, 16.5)","(4.2, 6.8, 4.64)","(8.5, 17.5, 15.433333333333334)","(5.5, 10.0, 6.953846153846154)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:22:35.756336,"(31.0, 290.0, 109.3076923076923)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 14.266666666666666)","(8.5, 18.0, 17.25)","(4.2, 6.8, 4.64)","(8.5, 17.5, 15.433333333333334)","(5.5, 10.0, 6.953846153846154)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:22:36.926337,"(31.0, 290.0, 109.3076923076923)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 14.266666666666666)","(8.5, 18.0, 17.25)","(4.2, 6.8, 4.64)","(8.5, 17.5, 15.433333333333334)","(5.5, 10.0, 6.953846153846154)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:22:38.060969,"(31.0, 290.0, 109.3076923076923)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 14.266666666666666)","(8.5, 18.0, 17.25)","(4.2, 6.8, 4.64)","(8.5, 17.5, 15.433333333333334)","(5.5, 10.0, 6.953846153846154)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:22:39.192974,"(31.0, 290.0, 109.3076923076923)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 14.266666666666666)","(8.5, 18.0, 17.25)","(4.2, 6.8, 5.136)","(8.5, 17.5, 12.95)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:22:40.318855,"(31.0, 290.0, 109.3076923076923)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 14.266666666666666)","(8.5, 18.0, 17.25)","(4.2, 6.8, 5.136)","(8.5, 17.5, 15.433333333333334)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:22:41.499311,"(31.0, 290.0, 109.3076923076923)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 14.266666666666666)","(8.5, 18.0, 17.25)","(4.2, 6.8, 5.136)","(8.5, 17.5, 15.433333333333334)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:22:42.630420,"(31.0, 290.0, 109.3076923076923)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 14.266666666666666)","(8.5, 18.0, 17.25)","(4.2, 6.8, 4.8)","(8.5, 17.5, 15.433333333333334)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:22:43.684998,"(31.0, 290.0, 109.3076923076923)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 14.266666666666666)","(8.5, 18.0, 17.25)","(4.2, 6.8, 4.8)","(8.5, 17.5, 15.433333333333334)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:22:44.659213,"(31.0, 290.0, 109.3076923076923)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 14.266666666666666)","(8.5, 18.0, 17.25)","(4.2, 6.8, 4.8)","(8.5, 17.5, 15.433333333333334)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:22:45.766507,"(31.0, 290.0, 109.3076923076923)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 14.266666666666666)","(8.5, 18.0, 17.25)","(4.2, 6.8, 4.8)","(8.5, 17.5, 15.433333333333334)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:22:46.937214,"(31.0, 290.0, 109.3076923076923)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 14.266666666666666)","(8.5, 18.0, 17.25)","(4.2, 6.8, 4.8)","(8.5, 17.5, 15.433333333333334)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:22:48.074718,"(31.0, 290.0, 109.3076923076923)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 14.266666666666666)","(8.5, 18.0, 17.25)","(4.2, 6.8, 4.8)","(8.5, 17.5, 15.433333333333334)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:22:49.182234,"(31.0, 290.0, 109.3076923076923)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 14.266666666666666)","(8.5, 18.0, 17.25)","(4.2, 6.8, 4.8)","(8.5, 17.5, 15.433333333333334)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:22:50.346891,"(31.0, 290.0, 109.3076923076923)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 14.266666666666666)","(8.5, 18.0, 17.25)","(4.2, 6.8, 4.8)","(8.5, 17.5, 15.433333333333334)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:22:51.577699,"(31.0, 290.0, 109.3076923076923)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 14.266666666666666)","(8.5, 18.0, 16.9)","(4.2, 6.8, 4.8)","(8.5, 17.5, 15.433333333333334)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:22:52.808784,"(31.0, 290.0, 122.85714285714286)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 14.266666666666666)","(8.5, 18.0, 16.9)","(4.2, 6.8, 4.8)","(8.5, 17.5, 15.433333333333334)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:22:54.011402,"(31.0, 290.0, 122.85714285714286)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 14.266666666666666)","(8.5, 18.0, 16.9)","(4.2, 6.8, 4.8)","(8.5, 17.5, 15.433333333333334)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:22:55.207991,"(31.0, 290.0, 122.85714285714286)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 14.266666666666666)","(8.5, 18.0, 16.9)","(4.2, 6.8, 4.8)","(8.5, 17.5, 15.433333333333334)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:22:56.387144,"(31.0, 290.0, 122.85714285714286)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 14.266666666666666)","(8.5, 18.0, 16.75)","(4.2, 6.8, 4.8)","(8.5, 17.5, 15.421052631578947)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:22:57.609524,"(31.0, 290.0, 160.0)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 14.266666666666666)","(8.5, 18.0, 16.75)","(4.2, 6.8, 4.8)","(8.5, 18.0, 15.421052631578947)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:22:58.867006,"(31.0, 290.0, 160.0)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 14.266666666666666)","(8.5, 18.0, 16.75)","(4.2, 6.8, 4.8)","(8.5, 18.0, 15.421052631578947)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:23:00.173404,"(31.0, 290.0, 160.0)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 14.266666666666666)","(8.5, 18.0, 16.75)","(4.2, 6.8, 4.8)","(8.5, 18.0, 15.421052631578947)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:23:01.367410,"(31.0, 290.0, 160.0)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 14.266666666666666)","(8.5, 18.0, 16.75)","(4.2, 6.8, 4.8)","(8.5, 18.0, 15.421052631578947)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:23:02.538076,"(31.0, 290.0, 160.0)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 14.266666666666666)","(8.5, 18.0, 16.75)","(4.2, 6.8, 4.8)","(8.5, 18.0, 15.421052631578947)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:23:03.647454,"(31.0, 290.0, 160.0)","(3.6, 5.2, 3.7333333333333334)","(9.0, 17.0, 14.266666666666666)","(8.5, 18.0, 16.75)","(4.2, 6.8, 6.14)","(8.5, 18.0, 15.447058823529412)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:23:04.834387,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.485714285714286)","(8.5, 18.0, 16.75)","(4.2, 6.6, 6.14)","(8.5, 17.0, 14.68421052631579)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:23:06.046984,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.485714285714286)","(8.5, 18.0, 16.75)","(4.2, 6.6, 6.14)","(8.5, 17.0, 14.68421052631579)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:23:07.218574,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.485714285714286)","(8.5, 18.0, 16.75)","(4.2, 6.6, 6.14)","(8.5, 17.0, 14.68421052631579)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:23:08.303279,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.485714285714286)","(8.5, 18.0, 16.75)","(4.2, 6.6, 6.14)","(8.5, 17.0, 14.68421052631579)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:23:09.357025,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.485714285714286)","(8.5, 18.0, 16.75)","(4.2, 6.6, 6.14)","(8.5, 17.0, 14.68421052631579)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:23:10.516500,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.485714285714286)","(8.5, 18.0, 16.75)","(4.2, 6.6, 6.14)","(8.5, 17.0, 14.68421052631579)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:23:11.769697,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.485714285714286)","(8.5, 18.0, 16.75)","(4.2, 6.6, 6.14)","(8.5, 17.0, 14.68421052631579)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:23:13.054665,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.485714285714286)","(8.5, 18.0, 16.75)","(4.2, 6.6, 6.14)","(8.5, 17.0, 14.68421052631579)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:23:14.275011,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.485714285714286)","(8.5, 18.0, 16.75)","(4.2, 6.6, 6.14)","(8.5, 17.0, 14.68421052631579)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:23:15.479392,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.485714285714286)","(8.5, 18.0, 16.75)","(4.2, 6.6, 6.14)","(8.5, 17.0, 14.68421052631579)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:23:16.691977,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.485714285714286)","(8.5, 18.0, 16.75)","(4.2, 6.6, 6.14)","(8.5, 17.0, 14.68421052631579)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:23:17.978930,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.1)","(4.2, 6.6, 6.14)","(8.5, 17.0, 14.68421052631579)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:23:19.255133,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.1)","(4.2, 6.6, 6.14)","(8.5, 17.0, 14.68421052631579)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:23:20.549107,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.1)","(4.2, 6.6, 6.14)","(8.5, 17.0, 14.68421052631579)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:23:21.817234,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.1)","(4.2, 6.6, 6.14)","(8.5, 17.0, 14.68421052631579)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:23:23.055786,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.1)","(4.2, 6.6, 6.14)","(8.5, 17.0, 14.68421052631579)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:23:24.328982,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.1)","(4.2, 6.6, 6.14)","(8.5, 17.0, 14.68421052631579)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:23:25.559639,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.1)","(4.2, 6.6, 4.84)","(8.5, 17.0, 14.68421052631579)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:23:26.844767,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.1)","(4.2, 7.0, 6.3)","(8.5, 17.0, 14.68421052631579)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:23:28.037141,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.1)","(4.2, 6.8, 6.3)","(8.5, 17.0, 14.68421052631579)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:23:29.361084,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.1)","(4.2, 6.8, 6.3)","(8.5, 17.0, 14.68421052631579)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:23:30.742834,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.1)","(4.2, 6.8, 6.3)","(8.5, 17.0, 15.48)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:23:32.081068,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.1)","(4.2, 6.8, 6.3)","(8.5, 16.0, 15.48)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
