,Cruzin Ace,Aeroplane Lucy,Inner Light,Gagan Asher,Keep It Sassy,Bundy Rocket,Zipping Noelle,War Hammer
04-01-2023 14:08:55.288523,"(2.0, 2.2, 2.161818181818182)","(8.0, 11.0, 10.865384615384615)","(3.9, 5.7, 5.282978723404256)","(20.0, 40.0, 38.166666666666664)","(21.0, 42.0, 32.3448275862069)","(31.0, 120.0, 95.25)","(7.5, 10.0, 9.6125)","(7.5, 10.5, 10.25)"
04-01-2023 14:08:56.428670,"(2.0, 2.2, 2.161818181818182)","(8.0, 11.0, 10.865384615384615)","(3.9, 5.7, 5.289130434782609)","(20.0, 40.0, 35.875)","(21.0, 42.0, 32.3448275862069)","(31.0, 120.0, 95.25)","(7.5, 9.8, 9.53)","(7.5, 10.5, 10.291666666666666)"
04-01-2023 14:08:57.776078,"(2.0, 2.2, 2.161818181818182)","(8.0, 11.0, 10.865384615384615)","(3.9, 5.7, 5.289130434782609)","(20.0, 40.0, 31.35135135135135)","(21.0, 42.0, 32.3448275862069)","(31.0, 120.0, 95.25)","(7.5, 9.8, 9.53)","(7.5, 10.5, 10.235294117647058)"
04-01-2023 14:08:59.433306,"(2.0, 2.2, 2.161818181818182)","(8.0, 11.0, 10.865384615384615)","(3.9, 5.7, 5.289130434782609)","(20.0, 40.0, 33.191489361702125)","(21.0, 42.0, 32.3448275862069)","(31.0, 120.0, 95.25)","(7.5, 9.8, 9.53)","(7.5, 10.5, 10.34375)"
04-01-2023 14:09:00.648401,"(2.0, 2.2, 2.161818181818182)","(8.0, 11.0, 10.766666666666667)","(3.9, 5.7, 5.289130434782609)","(20.0, 40.0, 33.191489361702125)","(21.0, 42.0, 32.3448275862069)","(31.0, 120.0, 95.25)","(7.5, 9.8, 10.157894736842104)","(7.5, 10.5, 10.15)"
04-01-2023 14:09:01.685856,"(2.0, 2.2, 2.161818181818182)","(8.0, 11.0, 10.766666666666667)","(3.9, 5.7, 5.289130434782609)","(20.0, 40.0, 33.191489361702125)","(21.0, 42.0, 32.3448275862069)","(31.0, 120.0, 95.25)","(7.5, 10.5, 9.98235294117647)","(7.5, 10.5, 9.78)"
04-01-2023 14:09:02.864577,"(2.0, 2.2, 2.161818181818182)","(8.0, 11.0, 10.766666666666667)","(3.9, 5.7, 5.289130434782609)","(20.0, 40.0, 33.191489361702125)","(21.0, 42.0, 32.3448275862069)","(31.0, 120.0, 95.25)","(7.5, 10.5, 9.693333333333333)","(7.5, 10.5, 9.69)"
04-01-2023 14:09:04.139220,"(2.0, 2.2, 2.161818181818182)","(8.0, 11.0, 10.833333333333334)","(3.9, 5.7, 5.289130434782609)","(20.0, 40.0, 33.84615384615385)","(21.0, 42.0, 32.3448275862069)","(31.0, 120.0, 95.25)","(7.5, 10.5, 9.693333333333333)","(7.5, 10.5, 10.3)"
04-01-2023 14:09:05.369744,"(2.0, 2.2, 2.161818181818182)","(8.0, 11.0, 10.833333333333334)","(3.9, 5.7, 5.289130434782609)","(20.0, 40.0, 33.84615384615385)","(21.0, 42.0, 32.3448275862069)","(31.0, 120.0, 95.25)","(7.5, 10.5, 9.693333333333333)","(7.5, 10.5, 10.3)"
04-01-2023 14:09:06.638382,"(2.0, 2.2, 2.161818181818182)","(8.0, 11.0, 10.833333333333334)","(3.9, 5.7, 5.289130434782609)","(20.0, 40.0, 33.84615384615385)","(21.0, 42.0, 32.3448275862069)","(31.0, 120.0, 95.25)","(7.5, 10.5, 9.74375)","(7.5, 10.5, 10.2)"
04-01-2023 14:09:07.920362,"(2.0, 2.2, 2.161818181818182)","(8.0, 11.0, 10.833333333333334)","(3.9, 5.7, 5.289130434782609)","(20.0, 40.0, 33.84615384615385)","(21.0, 42.0, 32.3448275862069)","(31.0, 120.0, 95.25)","(7.5, 10.5, 10.023333333333333)","(7.5, 10.5, 10.2)"
04-01-2023 14:09:09.116664,"(1.9, 2.2, 2.161818181818182)","(8.5, 11.0, 10.766666666666667)","(4.0, 5.7, 5.289130434782609)","(21.0, 40.0, 33.84615384615385)","(21.0, 42.0, 32.3448275862069)","(41.0, 120.0, 95.25)","(7.5, 10.5, 10.066666666666666)","(8.0, 10.5, 10.153846153846153)"
04-01-2023 14:09:10.262963,"(1.9, 2.2, 2.161818181818182)","(8.5, 11.0, 10.766666666666667)","(4.0, 5.7, 5.289130434782609)","(21.0, 40.0, 33.84615384615385)","(21.0, 42.0, 32.3448275862069)","(41.0, 120.0, 95.25)","(7.5, 10.5, 9.851851851851851)","(8.0, 10.5, 10.230769230769232)"
04-01-2023 14:09:11.451972,"(1.9, 2.2, 2.1176470588235294)","(8.5, 11.0, 10.65)","(4.0, 5.7, 5.289130434782609)","(21.0, 40.0, 33.84615384615385)","(21.0, 42.0, 32.3448275862069)","(41.0, 120.0, 96.42857142857143)","(7.5, 10.0, 9.5)","(8.0, 10.5, 10.015384615384615)"
04-01-2023 14:09:12.841737,"(1.9, 2.2, 2.146666666666667)","(8.5, 11.0, 10.78125)","(4.0, 5.7, 5.289130434782609)","(21.0, 40.0, 33.84615384615385)","(21.0, 42.0, 32.3448275862069)","(41.0, 120.0, 96.42857142857143)","(7.5, 10.0, 9.5)","(8.0, 10.5, 10.2)"
04-01-2023 14:09:14.237269,"(1.9, 2.2, 2.146666666666667)","(8.5, 11.0, 10.78125)","(4.0, 5.7, 5.289130434782609)","(21.0, 40.0, 33.84615384615385)","(21.0, 42.0, 32.3448275862069)","(41.0, 120.0, 83.33333333333333)","(7.5, 10.0, 9.485714285714286)","(8.0, 10.5, 10.272727272727273)"
04-01-2023 14:09:15.615761,"(1.9, 2.2, 2.151304347826087)","(8.5, 11.0, 10.681818181818182)","(4.0, 5.7, 5.289130434782609)","(21.0, 40.0, 33.904761904761905)","(21.0, 42.0, 32.3448275862069)","(41.0, 120.0, 83.33333333333333)","(7.5, 10.0, 9.7)","(8.0, 10.5, 10.321428571428571)"
04-01-2023 14:09:17.013474,"(1.9, 2.2, 2.144)","(8.5, 11.0, 10.681818181818182)","(4.0, 5.7, 5.289130434782609)","(21.0, 40.0, 35.07692307692308)","(21.0, 42.0, 32.3448275862069)","(41.0, 120.0, 83.33333333333333)","(7.5, 10.0, 10.408333333333333)","(8.0, 10.5, 10.409090909090908)"
04-01-2023 14:09:18.458247,"(1.9, 2.2, 2.144)","(8.5, 11.0, 10.681818181818182)","(4.0, 5.7, 5.289130434782609)","(21.0, 40.0, 35.07692307692308)","(21.0, 42.0, 32.3448275862069)","(41.0, 120.0, 83.33333333333333)","(7.5, 10.5, 9.755555555555555)","(8.0, 11.0, 10.153846153846153)"
04-01-2023 14:09:19.665990,"(1.9, 2.2, 2.142857142857143)","(8.5, 11.0, 9.613333333333333)","(4.0, 5.7, 5.289130434782609)","(21.0, 40.0, 34.9375)","(21.0, 42.0, 31.6)","(41.0, 120.0, 94.33333333333333)","(7.5, 11.0, 9.981818181818182)","(8.0, 10.5, 10.11111111111111)"
04-01-2023 14:09:20.861874,"(1.9, 2.2, 2.1392)","(8.5, 11.0, 10.277777777777779)","(4.0, 5.7, 5.19375)","(21.0, 40.0, 36.69387755102041)","(21.0, 42.0, 33.76470588235294)","(41.0, 120.0, 90.0)","(7.5, 11.0, 9.68235294117647)","(8.0, 10.5, 10.195652173913043)"
04-01-2023 14:09:22.052626,"(1.9, 2.2, 2.1272727272727274)","(8.5, 11.0, 9.506666666666668)","(4.0, 5.7, 5.2592592592592595)","(21.0, 40.0, 35.59183673469388)","(21.0, 42.0, 33.76470588235294)","(41.0, 100.0, 90.0)","(7.5, 11.0, 9.818181818181818)","(8.0, 10.5, 10.195652173913043)"
04-01-2023 14:09:23.236035,"(1.9, 2.2, 2.1272727272727274)","(8.5, 11.0, 9.88)","(4.0, 5.7, 5.2592592592592595)","(21.0, 40.0, 35.59183673469388)","(21.0, 42.0, 33.76470588235294)","(41.0, 100.0, 86.66666666666667)","(7.5, 10.0, 9.8)","(8.0, 10.5, 10.195652173913043)"
04-01-2023 14:09:24.401861,"(1.9, 2.2, 2.158918918918919)","(8.5, 11.0, 10.263157894736842)","(4.0, 5.7, 5.304878048780488)","(21.0, 40.0, 35.59183673469388)","(21.0, 42.0, 33.76470588235294)","(41.0, 100.0, 92.64705882352942)","(7.5, 10.0, 9.6875)","(8.0, 10.5, 10.321428571428571)"
04-01-2023 14:09:25.648002,"(1.9, 2.2, 2.158918918918919)","(8.5, 11.0, 9.6)","(4.0, 5.7, 5.304878048780488)","(21.0, 40.0, 35.59183673469388)","(21.0, 42.0, 33.76470588235294)","(41.0, 100.0, 94.44444444444444)","(7.5, 11.0, 10.066666666666666)","(8.0, 10.5, 9.98421052631579)"
04-01-2023 14:09:26.936326,"(1.9, 2.2, 2.1578947368421053)","(8.5, 11.0, 10.263157894736842)","(4.0, 5.7, 5.409375)","(21.0, 40.0, 35.59183673469388)","(21.0, 42.0, 33.76470588235294)","(41.0, 100.0, 90.0)","(7.5, 11.0, 10.100000000000001)","(8.0, 10.5, 9.66)"
04-01-2023 14:09:28.147509,"(1.9, 2.2, 2.123809523809524)","(8.5, 10.5, 9.583333333333334)","(4.0, 5.7, 5.43)","(21.0, 40.0, 35.59183673469388)","(21.0, 42.0, 33.76470588235294)","(41.0, 100.0, 80.625)","(7.5, 11.0, 10.083333333333334)","(8.0, 10.5, 9.66)"
04-01-2023 14:09:29.340809,"(1.9, 2.18, 2.14)","(8.5, 10.5, 9.583333333333334)","(4.0, 5.7, 5.43)","(21.0, 40.0, 35.59183673469388)","(21.0, 42.0, 33.76470588235294)","(41.0, 120.0, 92.5)","(7.5, 10.5, 10.045454545454545)","(8.0, 10.5, 10.11111111111111)"
04-01-2023 14:09:30.495058,"(1.9, 2.18, 2.14)","(8.5, 10.5, 10.31578947368421)","(4.0, 5.7, 5.409375)","(21.0, 40.0, 35.52)","(21.0, 42.0, 33.76470588235294)","(41.0, 110.0, 92.5)","(7.5, 10.5, 10.083333333333334)","(8.0, 10.5, 10.11111111111111)"
04-01-2023 14:09:31.597983,"(1.9, 2.18, 2.14)","(8.5, 12.0, 11.266666666666667)","(4.0, 5.7, 5.409375)","(21.0, 40.0, 35.52)","(21.0, 42.0, 33.76470588235294)","(41.0, 110.0, 92.5)","(7.5, 10.5, 10.272727272727273)","(8.0, 10.5, 10.222222222222221)"
04-01-2023 14:09:32.694075,"(1.9, 2.16, 2.1333333333333333)","(8.5, 12.0, 10.181818181818182)","(4.0, 5.7, 5.409375)","(21.0, 40.0, 35.52)","(21.0, 42.0, 34.0)","(41.0, 110.0, 92.5)","(7.5, 10.5, 10.272727272727273)","(8.0, 10.5, 10.153846153846153)"
04-01-2023 14:09:33.772752,"(1.9, 2.16, 2.1571428571428575)","(8.5, 10.5, 10.25)","(4.0, 5.7, 5.413846153846154)","(21.0, 40.0, 35.52)","(21.0, 42.0, 34.0)","(41.0, 110.0, 92.5)","(7.5, 10.5, 10.352941176470589)","(8.0, 10.5, 10.11111111111111)"
04-01-2023 14:09:34.941221,"(1.9, 2.16, 2.1571428571428575)","(8.5, 10.5, 10.321428571428571)","(4.0, 5.7, 5.413846153846154)","(21.0, 40.0, 35.52)","(21.0, 42.0, 34.0)","(41.0, 110.0, 92.5)","(7.5, 10.5, 10.083333333333334)","(8.0, 10.5, 10.073913043478262)"
04-01-2023 14:09:36.150651,"(1.9, 2.16, 2.1571428571428575)","(8.5, 10.5, 10.222222222222221)","(4.0, 5.7, 5.413846153846154)","(21.0, 40.0, 35.52)","(21.0, 42.0, 34.0)","(41.0, 110.0, 92.5)","(7.5, 10.5, 10.083333333333334)","(8.0, 10.5, 10.073913043478262)"
04-01-2023 14:09:37.330987,"(1.9, 2.16, 2.1571428571428575)","(8.5, 10.5, 10.238095238095237)","(4.0, 5.7, 5.448648648648649)","(21.0, 40.0, 35.42857142857143)","(21.0, 42.0, 34.0)","(41.0, 110.0, 80.0)","(7.5, 10.5, 10.181818181818182)","(8.0, 10.5, 10.195652173913043)"
04-01-2023 14:09:38.525644,"(1.9, 2.16, 2.1571428571428575)","(8.5, 10.5, 10.25)","(4.0, 5.7, 5.448648648648649)","(21.0, 40.0, 34.90909090909091)","(21.0, 42.0, 34.0)","(41.0, 85.0, 87.5)","(7.5, 10.5, 10.28125)","(8.0, 10.5, 10.333333333333334)"
04-01-2023 14:09:39.716624,"(1.9, 2.16, 2.1333333333333333)","(8.5, 10.5, 10.368421052631579)","(4.0, 5.7, 5.413846153846154)","(21.0, 40.0, 35.58620689655172)","(21.0, 42.0, 34.0)","(41.0, 100.0, 87.5)","(7.5, 10.5, 9.983333333333334)","(8.0, 11.0, 10.195652173913043)"
04-01-2023 14:09:40.901684,"(1.9, 2.16, 2.1333333333333333)","(8.5, 12.0, 11.333333333333334)","(4.0, 5.7, 5.409375)","(21.0, 40.0, 35.58620689655172)","(21.0, 42.0, 34.0)","(41.0, 100.0, 78.5)","(7.5, 10.0, 10.166666666666666)","(8.0, 10.5, 10.195652173913043)"
04-01-2023 14:09:42.018209,"(1.9, 2.18, 2.122727272727273)","(8.5, 12.0, 10.833333333333334)","(4.0, 5.7, 5.409375)","(21.0, 40.0, 35.49090909090909)","(21.0, 42.0, 34.0)","(41.0, 110.0, 78.5)","(7.5, 10.5, 10.363636363636363)","(8.0, 10.5, 10.195652173913043)"
04-01-2023 14:09:43.061643,"(1.9, 2.18, 2.122727272727273)","(8.5, 12.0, 10.636363636363637)","(4.0, 5.7, 5.409375)","(21.0, 40.0, 35.25423728813559)","(21.0, 42.0, 34.0)","(41.0, 110.0, 78.88888888888889)","(7.5, 10.5, 10.416666666666666)","(8.0, 10.5, 9.799999999999999)"
04-01-2023 14:09:44.215779,"(1.9, 2.18, 2.122727272727273)","(8.5, 12.0, 10.791666666666666)","(4.0, 5.7, 5.409375)","(21.0, 40.0, 35.25423728813559)","(21.0, 42.0, 34.0)","(41.0, 110.0, 78.88888888888889)","(7.5, 10.5, 10.384615384615385)","(8.0, 10.5, 9.952173913043477)"
04-01-2023 14:09:45.284720,"(1.9, 2.18, 2.122727272727273)","(8.5, 11.0, 9.833333333333332)","(4.0, 5.7, 5.409375)","(21.0, 40.0, 35.25423728813559)","(21.0, 42.0, 34.0)","(41.0, 110.0, 78.88888888888889)","(7.5, 10.5, 10.125)","(8.0, 10.5, 10.05)"
04-01-2023 14:09:46.348275,"(1.9, 2.18, 2.122727272727273)","(8.5, 11.0, 10.085714285714285)","(4.0, 5.6, 5.3999999999999995)","(21.0, 40.0, 35.25423728813559)","(21.0, 42.0, 34.0)","(41.0, 110.0, 78.88888888888889)","(7.5, 10.5, 10.2)","(8.0, 10.5, 10.1875)"
04-01-2023 14:09:47.489038,"(1.9, 2.18, 2.122727272727273)","(8.5, 11.0, 10.375)","(4.0, 5.6, 5.423529411764705)","(21.0, 40.0, 35.25423728813559)","(21.0, 42.0, 34.0)","(41.0, 110.0, 78.88888888888889)","(7.5, 10.5, 10.0125)","(8.0, 10.5, 10.15)"
04-01-2023 14:09:48.554469,"(1.9, 2.18, 2.141904761904762)","(8.5, 11.0, 10.5)","(4.0, 5.6, 5.426923076923076)","(21.0, 40.0, 35.25423728813559)","(21.0, 42.0, 34.0)","(41.0, 110.0, 78.88888888888889)","(7.5, 10.5, 10.114814814814814)","(8.0, 10.5, 10.195652173913043)"
04-01-2023 14:09:49.632027,"(1.9, 2.18, 2.141904761904762)","(8.5, 11.0, 10.44)","(4.0, 5.6, 5.426923076923076)","(21.0, 40.0, 35.25423728813559)","(21.0, 42.0, 34.0)","(41.0, 110.0, 78.88888888888889)","(7.5, 10.5, 9.833333333333334)","(8.0, 10.5, 10.195652173913043)"
04-01-2023 14:09:50.649762,"(1.9, 2.18, 2.1228571428571428)","(8.5, 11.0, 10.44)","(4.0, 5.6, 5.213793103448276)","(21.0, 40.0, 35.25423728813559)","(21.0, 42.0, 32.4)","(41.0, 110.0, 78.88888888888889)","(7.5, 10.0, 9.833333333333334)","(8.0, 10.5, 10.195652173913043)"
04-01-2023 14:09:51.683963,"(1.9, 2.18, 2.1228571428571428)","(8.5, 10.5, 10.34375)","(4.0, 5.6, 5.310344827586206)","(21.0, 40.0, 35.25423728813559)","(21.0, 42.0, 33.76470588235294)","(41.0, 110.0, 78.88888888888889)","(7.5, 10.0, 9.833333333333334)","(8.0, 10.5, 10.11111111111111)"
04-01-2023 14:09:52.711640,"(1.9, 2.2, 2.1276190476190475)","(8.5, 10.5, 10.0)","(4.0, 5.6, 5.3543859649122805)","(21.0, 40.0, 35.333333333333336)","(21.0, 42.0, 33.111111111111114)","(41.0, 110.0, 78.88888888888889)","(7.5, 10.0, 9.833333333333334)","(8.0, 10.5, 10.333333333333334)"
04-01-2023 14:09:53.903949,"(1.9, 2.2, 2.162)","(8.5, 10.5, 9.8)","(4.0, 5.6, 5.238709677419355)","(21.0, 40.0, 34.75)","(21.0, 42.0, 32.76923076923077)","(41.0, 110.0, 78.88888888888889)","(7.5, 10.0, 9.833333333333334)","(8.0, 11.0, 9.66)"
04-01-2023 14:09:54.940697,"(1.9, 2.2, 2.1625)","(8.5, 10.5, 9.8)","(4.0, 5.6, 5.238709677419355)","(21.0, 40.0, 34.75)","(21.0, 42.0, 32.76923076923077)","(41.0, 110.0, 78.5)","(7.5, 10.0, 9.833333333333334)","(8.0, 10.5, 9.66)"
04-01-2023 14:09:56.021546,"(1.9, 2.2, 2.1625)","(8.0, 10.5, 10.285714285714286)","(4.0, 5.6, 5.374193548387097)","(21.0, 40.0, 35.333333333333336)","(21.0, 42.0, 32.76923076923077)","(41.0, 110.0, 78.88888888888889)","(7.5, 10.0, 10.376190476190477)","(8.0, 10.5, 9.66)"
04-01-2023 14:09:57.166151,"(1.9, 2.2, 2.1625)","(8.0, 11.5, 11.2)","(4.0, 5.6, 5.345454545454545)","(21.0, 40.0, 34.75)","(21.0, 42.0, 32.76923076923077)","(41.0, 110.0, 78.88888888888889)","(7.5, 10.5, 9.833333333333334)","(8.0, 10.5, 9.66)"
04-01-2023 14:09:58.168538,"(1.9, 2.2, 2.1625)","(8.0, 12.0, 10.95)","(4.0, 5.6, 5.345454545454545)","(21.0, 40.0, 34.75)","(21.0, 42.0, 32.76923076923077)","(41.0, 110.0, 78.88888888888889)","(7.5, 10.0, 9.833333333333334)","(8.0, 10.5, 9.66)"
04-01-2023 14:09:59.201722,"(1.9, 2.2, 2.1625)","(8.0, 12.0, 11.454545454545455)","(4.0, 5.6, 5.345454545454545)","(21.0, 40.0, 35.25423728813559)","(21.0, 42.0, 32.76923076923077)","(41.0, 110.0, 78.88888888888889)","(7.5, 10.0, 9.833333333333334)","(8.0, 10.5, 9.66)"
04-01-2023 14:10:00.330985,"(1.9, 2.2, 2.1625)","(8.0, 12.0, 10.545454545454545)","(4.0, 5.6, 5.345454545454546)","(21.0, 40.0, 35.25423728813559)","(21.0, 42.0, 32.76923076923077)","(41.0, 110.0, 95.58823529411765)","(7.5, 10.0, 9.823529411764707)","(8.0, 10.5, 9.863157894736842)"
04-01-2023 14:10:01.425443,"(1.9, 2.2, 2.1625)","(8.0, 12.0, 10.545454545454545)","(4.0, 5.6, 5.351111111111111)","(21.0, 40.0, 35.25423728813559)","(21.0, 42.0, 32.76923076923077)","(41.0, 110.0, 89.58333333333333)","(7.5, 10.0, 9.823529411764707)","(8.0, 11.0, 9.66)"
04-01-2023 14:10:02.539604,"(1.9, 2.2, 2.162352941176471)","(8.0, 12.0, 10.76923076923077)","(4.0, 5.6, 5.351111111111111)","(21.0, 40.0, 35.40983606557377)","(21.0, 42.0, 32.76923076923077)","(41.0, 110.0, 87.5)","(7.5, 10.0, 9.823529411764707)","(8.0, 10.5, 9.66)"
04-01-2023 14:10:03.683317,"(1.9, 2.2, 2.143529411764706)","(8.0, 12.0, 10.76923076923077)","(4.0, 5.6, 5.419354838709677)","(21.0, 40.0, 35.25423728813559)","(21.0, 42.0, 32.76923076923077)","(41.0, 90.0, 85.0)","(7.5, 10.0, 9.869565217391305)","(8.0, 10.5, 9.652941176470588)"
04-01-2023 14:10:04.799895,"(1.9, 2.2, 2.146666666666667)","(8.0, 11.5, 10.833333333333334)","(4.0, 5.6, 5.419354838709677)","(21.0, 40.0, 35.25423728813559)","(21.0, 42.0, 32.76923076923077)","(41.0, 90.0, 85.0)","(7.5, 10.0, 9.842105263157896)","(8.0, 10.5, 9.652941176470588)"
04-01-2023 14:10:05.902241,"(1.9, 2.2, 2.146666666666667)","(8.0, 11.5, 10.833333333333334)","(4.0, 5.6, 5.419354838709677)","(21.0, 40.0, 35.25423728813559)","(21.0, 42.0, 32.76923076923077)","(41.0, 90.0, 85.0)","(7.5, 10.0, 9.842105263157896)","(8.0, 10.5, 9.652941176470588)"
04-01-2023 14:10:07.018541,"(1.9, 2.2, 2.146666666666667)","(8.0, 11.5, 10.833333333333334)","(4.0, 5.6, 5.419354838709677)","(21.0, 40.0, 35.25423728813559)","(21.0, 42.0, 32.76923076923077)","(41.0, 90.0, 85.0)","(7.5, 10.0, 9.842105263157896)","(8.0, 10.5, 9.674999999999999)"
04-01-2023 14:10:08.061703,"(1.9, 2.2, 2.146666666666667)","(8.0, 11.5, 10.833333333333334)","(4.0, 5.6, 5.419354838709677)","(21.0, 40.0, 35.25423728813559)","(21.0, 42.0, 32.76923076923077)","(41.0, 90.0, 85.0)","(7.5, 10.0, 9.869565217391305)","(8.0, 10.5, 9.674999999999999)"
04-01-2023 14:10:09.117637,"(1.9, 2.2, 2.1470588235294117)","(8.0, 11.5, 10.517241379310345)","(4.0, 5.6, 5.419354838709677)","(21.0, 40.0, 35.25423728813559)","(21.0, 42.0, 32.76923076923077)","(41.0, 100.0, 85.0)","(7.5, 10.0, 9.869565217391305)","(8.0, 10.5, 9.674999999999999)"
04-01-2023 14:10:10.246069,"(1.9, 2.2, 2.1470588235294117)","(8.0, 11.5, 10.75)","(4.0, 5.6, 5.419354838709677)","(21.0, 40.0, 35.25423728813559)","(21.0, 42.0, 32.76923076923077)","(41.0, 100.0, 85.0)","(7.5, 10.0, 9.869565217391305)","(8.0, 10.5, 9.674999999999999)"
04-01-2023 14:10:11.351886,"(1.9, 2.2, 2.1470588235294117)","(8.0, 11.0, 10.444444444444445)","(4.0, 5.6, 5.419354838709677)","(21.0, 40.0, 35.25423728813559)","(21.0, 42.0, 32.76923076923077)","(41.0, 100.0, 84.0)","(7.5, 10.0, 9.869565217391305)","(8.0, 10.5, 10.041666666666666)"
04-01-2023 14:10:12.520703,"(1.9, 2.2, 2.1470588235294117)","(8.0, 11.0, 10.772727272727273)","(4.0, 5.6, 5.419354838709677)","(21.0, 40.0, 35.25423728813559)","(21.0, 42.0, 32.76923076923077)","(41.0, 100.0, 84.0)","(7.5, 10.0, 9.869565217391305)","(8.0, 10.5, 10.041666666666666)"
04-01-2023 14:10:13.720472,"(1.9, 2.2, 2.1470588235294117)","(8.0, 11.0, 10.583333333333334)","(4.0, 5.6, 5.419354838709677)","(21.0, 40.0, 35.25423728813559)","(21.0, 42.0, 32.76923076923077)","(41.0, 100.0, 84.0)","(7.5, 10.0, 9.869565217391305)","(8.0, 10.5, 10.041666666666666)"
04-01-2023 14:10:14.880708,"(1.9, 2.2, 2.1470588235294117)","(8.0, 11.0, 10.666666666666666)","(4.0, 5.6, 5.419354838709677)","(21.0, 40.0, 35.25423728813559)","(21.0, 42.0, 32.76923076923077)","(41.0, 100.0, 84.0)","(7.5, 10.0, 9.92)","(8.0, 10.5, 10.041666666666666)"
04-01-2023 14:10:16.000992,"(1.9, 2.2, 2.1470588235294117)","(8.0, 11.0, 10.666666666666666)","(4.0, 5.6, 5.419354838709677)","(21.0, 40.0, 35.25423728813559)","(21.0, 42.0, 32.76923076923077)","(41.0, 100.0, 84.0)","(7.5, 10.0, 9.941176470588236)","(8.0, 10.5, 10.041666666666666)"
04-01-2023 14:10:17.085296,"(1.9, 2.2, 2.1470588235294117)","(8.0, 11.0, 10.583333333333334)","(4.0, 5.6, 5.419354838709677)","(21.0, 40.0, 35.25423728813559)","(21.0, 42.0, 32.76923076923077)","(41.0, 100.0, 84.0)","(7.5, 10.0, 10.47)","(8.0, 10.5, 9.950000000000001)"
04-01-2023 14:10:18.134124,"(1.9, 2.2, 2.1470588235294117)","(8.0, 11.0, 10.3)","(4.0, 5.6, 5.419354838709677)","(21.0, 40.0, 35.25423728813559)","(21.0, 42.0, 32.76923076923077)","(41.0, 100.0, 84.0)","(7.5, 10.5, 9.854545454545455)","(8.0, 10.5, 9.950000000000001)"
04-01-2023 14:10:19.177691,"(1.9, 2.2, 2.1470588235294117)","(8.0, 11.0, 10.5)","(4.0, 5.6, 5.392592592592592)","(21.0, 40.0, 35.25423728813559)","(21.0, 42.0, 32.76923076923077)","(41.0, 100.0, 84.0)","(7.5, 11.0, 10.172413793103448)","(8.0, 10.5, 9.950000000000001)"
04-01-2023 14:10:20.251147,"(1.9, 2.2, 2.1470588235294117)","(8.0, 11.0, 10.5)","(4.0, 5.6, 5.392592592592592)","(21.0, 40.0, 34.149253731343286)","(21.0, 42.0, 32.76923076923077)","(41.0, 100.0, 84.0)","(7.5, 11.0, 9.857142857142858)","(8.0, 10.5, 10.225)"
04-01-2023 14:10:21.318553,"(1.9, 2.2, 2.1470588235294117)","(8.0, 11.0, 10.634782608695652)","(4.0, 5.6, 5.392592592592592)","(21.0, 38.0, 34.285714285714285)","(21.0, 42.0, 32.76923076923077)","(41.0, 100.0, 84.0)","(7.5, 11.0, 10.478260869565219)","(8.0, 10.5, 10.225)"
04-01-2023 14:10:22.395037,"(1.9, 2.2, 2.1470588235294117)","(8.0, 11.0, 10.634782608695652)","(4.0, 5.6, 5.392592592592592)","(21.0, 38.0, 34.285714285714285)","(21.0, 42.0, 34.5)","(41.0, 100.0, 85.0)","(7.5, 11.0, 9.96969696969697)","(8.0, 10.5, 10.225)"
04-01-2023 14:10:23.446672,"(1.9, 2.2, 2.1500000000000004)","(8.0, 10.5, 10.333333333333334)","(4.0, 5.6, 5.4)","(21.0, 38.0, 34.0)","(21.0, 42.0, 34.5)","(41.0, 100.0, 85.0)","(7.5, 10.0, 9.980645161290322)","(8.0, 10.5, 10.225)"
04-01-2023 14:10:24.521464,"(1.9, 2.2, 2.16)","(8.0, 10.5, 10.333333333333334)","(4.0, 5.6, 5.392592592592592)","(21.0, 38.0, 34.0)","(21.0, 42.0, 34.5)","(41.0, 100.0, 85.0)","(7.5, 10.0, 10.475862068965517)","(8.0, 10.5, 10.225)"
04-01-2023 14:10:25.575611,"(1.9, 2.2, 2.1454545454545455)","(8.0, 10.5, 10.333333333333334)","(4.0, 5.6, 5.392592592592592)","(21.0, 38.0, 34.028169014084504)","(21.0, 42.0, 34.5)","(41.0, 100.0, 85.0)","(7.5, 10.5, 10.6)","(8.0, 10.5, 9.84)"
04-01-2023 14:10:26.614263,"(1.9, 2.2, 2.1454545454545455)","(8.0, 10.5, 10.333333333333334)","(4.0, 5.6, 5.392592592592592)","(21.0, 38.0, 34.028169014084504)","(21.0, 42.0, 34.5)","(41.0, 100.0, 85.0)","(7.5, 11.0, 10.038461538461538)","(8.0, 10.5, 9.84)"
04-01-2023 14:10:27.632330,"(1.9, 2.2, 2.1454545454545455)","(8.0, 10.5, 10.333333333333334)","(4.0, 5.6, 5.389090909090909)","(21.0, 38.0, 34.028169014084504)","(21.0, 42.0, 34.5)","(41.0, 100.0, 85.0)","(7.5, 11.0, 10.636363636363637)","(8.0, 10.5, 9.84)"
04-01-2023 14:10:28.765122,"(1.9, 2.2, 2.1454545454545455)","(8.0, 10.5, 10.333333333333334)","(4.0, 5.6, 5.389090909090909)","(21.0, 38.0, 34.028169014084504)","(21.0, 42.0, 34.5)","(41.0, 100.0, 85.0)","(7.5, 11.0, 10.555555555555555)","(8.0, 10.5, 10.176470588235293)"
