,Lamont Bale,Caps Lock On,Rogue Temptation,Specter Litt,Hoppy Bob,Bigsy,Summer Daze,Jasper Bale
15-12-2022 15:34:22.785891,"(11.0, 20.0, 17.666666666666668)","(7.5, 12.0, 10.307692307692308)","(91.0, 550.0, 485.0)","(18.0, 25.0, 21.307692307692307)","(3.1, 3.6, 3.3642857142857143)","(4.8, 6.6, 6.494339622641509)","(4.0, 4.9, 4.66)","(5.0, 7.8, 7.333333333333333)"
15-12-2022 15:34:23.819964,"(11.0, 20.0, 17.083333333333332)","(7.5, 12.0, 10.307692307692308)","(91.0, 550.0, 485.0)","(18.0, 25.0, 21.307692307692307)","(3.1, 3.6, 3.3642857142857143)","(4.8, 6.6, 6.494339622641509)","(4.0, 4.9, 4.66)","(5.0, 7.8, 7.333333333333333)"
15-12-2022 15:34:24.961409,"(11.0, 20.0, 17.666666666666668)","(7.5, 12.0, 10.307692307692308)","(91.0, 550.0, 485.0)","(18.0, 25.0, 21.307692307692307)","(3.1, 3.6, 3.3642857142857143)","(4.8, 6.6, 6.494339622641509)","(4.0, 4.9, 4.66)","(5.0, 7.8, 7.333333333333333)"
15-12-2022 15:34:26.013127,"(11.0, 19.5, 18.166666666666668)","(7.5, 12.0, 10.307692307692308)","(91.0, 550.0, 485.0)","(18.0, 25.0, 21.307692307692307)","(3.1, 3.6, 3.3642857142857143)","(4.8, 6.6, 6.494339622641509)","(4.0, 4.9, 4.66)","(5.0, 7.8, 7.333333333333333)"
15-12-2022 15:34:27.074656,"(11.0, 19.5, 17.5)","(7.5, 12.0, 10.307692307692308)","(91.0, 550.0, 485.0)","(18.0, 25.0, 21.307692307692307)","(3.1, 3.6, 3.3642857142857143)","(4.8, 6.6, 6.494339622641509)","(4.0, 4.9, 4.66)","(5.0, 7.8, 7.333333333333333)"
15-12-2022 15:34:28.080592,"(11.0, 19.5, 17.571428571428573)","(7.5, 12.0, 10.307692307692308)","(91.0, 550.0, 485.0)","(18.0, 25.0, 21.736842105263158)","(3.1, 3.6, 3.340909090909091)","(4.8, 6.6, 6.494339622641509)","(4.0, 4.9, 4.515384615384615)","(5.0, 7.8, 7.336363636363636)"
15-12-2022 15:34:29.034386,"(11.0, 19.5, 17.8125)","(7.5, 12.0, 10.666666666666666)","(91.0, 550.0, 485.0)","(18.0, 25.0, 21.736842105263158)","(3.1, 3.6, 3.353571428571428)","(4.8, 6.6, 6.503448275862069)","(4.0, 4.9, 4.513333333333334)","(5.0, 7.8, 7.336363636363636)"
15-12-2022 15:34:30.002538,"(11.0, 19.5, 17.0)","(7.5, 12.0, 10.25)","(91.0, 550.0, 485.0)","(18.0, 25.0, 21.242424242424242)","(3.1, 3.55, 3.353571428571428)","(4.8, 6.6, 6.503448275862069)","(4.0, 4.9, 4.644117647058823)","(5.0, 7.8, 7.336363636363636)"
15-12-2022 15:34:31.001961,"(11.0, 19.5, 18.0)","(7.5, 12.0, 10.666666666666666)","(91.0, 550.0, 485.0)","(18.0, 25.0, 21.736842105263158)","(3.1, 3.55, 3.3416666666666663)","(4.8, 6.6, 6.503448275862069)","(4.0, 4.9, 4.6499999999999995)","(5.0, 7.8, 7.2893617021276595)"
15-12-2022 15:34:32.039434,"(11.0, 19.5, 17.0)","(7.5, 12.0, 10.222222222222221)","(91.0, 550.0, 485.0)","(18.0, 25.0, 21.242424242424242)","(3.1, 3.55, 3.4)","(4.8, 6.6, 6.0)","(3.9, 4.9, 4.6499999999999995)","(5.0, 7.8, 7.2893617021276595)"
15-12-2022 15:34:33.295238,"(11.0, 19.5, 17.735294117647058)","(7.5, 12.0, 10.608695652173914)","(91.0, 550.0, 485.0)","(18.0, 25.0, 21.736842105263158)","(3.1, 3.55, 3.4354166666666663)","(4.8, 6.2, 5.983333333333333)","(3.9, 4.9, 4.515384615384615)","(5.0, 7.8, 7.2893617021276595)"
15-12-2022 15:34:34.340948,"(11.0, 19.5, 17.735294117647058)","(7.5, 12.0, 10.608695652173914)","(91.0, 550.0, 485.0)","(18.0, 25.0, 21.242424242424242)","(3.1, 3.55, 3.4354166666666663)","(4.8, 6.4, 6.066666666666667)","(3.9, 4.9, 4.566666666666666)","(5.0, 7.8, 7.2893617021276595)"
15-12-2022 15:34:35.365627,"(11.0, 19.5, 17.0)","(7.5, 11.0, 10.75)","(91.0, 550.0, 485.0)","(18.0, 25.0, 21.242424242424242)","(3.1, 3.55, 3.3925925925925924)","(4.8, 6.4, 6.066666666666667)","(3.9, 4.9, 4.6499999999999995)","(5.0, 7.8, 7.0)"
15-12-2022 15:34:36.799734,"(11.0, 19.5, 17.5)","(7.5, 12.0, 11.5)","(91.0, 550.0, 485.0)","(18.0, 25.0, 21.736842105263158)","(3.1, 3.55, 3.3806451612903223)","(4.8, 6.4, 6.066666666666667)","(3.9, 4.9, 4.6499999999999995)","(5.0, 7.8, 7.3238095238095235)"
15-12-2022 15:34:37.841090,"(11.0, 19.5, 17.735294117647058)","(7.5, 12.0, 11.5)","(91.0, 550.0, 485.0)","(18.0, 25.0, 21.736842105263158)","(3.1, 3.55, 3.3806451612903223)","(4.8, 6.4, 6.177777777777778)","(3.9, 4.9, 4.6499999999999995)","(5.0, 7.8, 7.3238095238095235)"
15-12-2022 15:34:38.970846,"(11.0, 19.5, 17.735294117647058)","(7.5, 12.0, 11.166666666666666)","(91.0, 550.0, 485.0)","(19.0, 25.0, 21.242424242424242)","(3.1, 3.55, 3.3925925925925924)","(4.8, 6.2, 6.177777777777778)","(3.9, 4.9, 4.515384615384615)","(5.0, 7.8, 7.374468085106383)"
15-12-2022 15:34:40.102304,"(11.0, 19.5, 17.0)","(7.5, 12.0, 11.166666666666666)","(91.0, 550.0, 485.0)","(19.0, 25.0, 21.736842105263158)","(3.1, 3.55, 3.3925925925925924)","(4.8, 6.2, 6.177777777777778)","(3.9, 4.9, 4.503125)","(5.0, 7.8, 7.374468085106383)"
15-12-2022 15:34:41.253940,"(11.0, 19.5, 18.0)","(7.5, 12.0, 11.166666666666666)","(91.0, 550.0, 485.0)","(19.0, 25.0, 21.736842105263158)","(3.1, 3.55, 3.408333333333333)","(4.8, 6.2, 6.066666666666667)","(3.9, 4.6, 4.3428571428571425)","(5.0, 7.8, 7.374468085106383)"
15-12-2022 15:34:42.259797,"(11.0, 19.5, 17.735294117647058)","(7.5, 12.0, 11.166666666666666)","(91.0, 550.0, 485.0)","(19.0, 25.0, 21.736842105263158)","(3.1, 3.55, 3.408333333333333)","(4.8, 6.4, 6.066666666666667)","(3.9, 4.6, 4.3428571428571425)","(5.0, 7.8, 7.374468085106383)"
15-12-2022 15:34:43.318000,"(11.0, 19.5, 17.5)","(7.5, 12.0, 11.166666666666666)","(91.0, 550.0, 485.0)","(19.0, 25.0, 21.258064516129032)","(3.1, 3.55, 3.408333333333333)","(4.8, 6.4, 6.066666666666667)","(3.9, 4.6, 4.3428571428571425)","(5.0, 7.8, 7.374468085106383)"
15-12-2022 15:34:44.474782,"(11.0, 19.5, 17.735294117647058)","(7.5, 12.0, 11.166666666666666)","(91.0, 550.0, 485.0)","(19.0, 25.0, 21.258064516129032)","(3.1, 3.55, 3.408333333333333)","(4.8, 6.4, 6.066666666666667)","(3.9, 4.6, 4.3428571428571425)","(5.0, 7.8, 7.374468085106383)"
15-12-2022 15:34:45.534832,"(11.0, 19.5, 17.0)","(7.5, 12.0, 11.166666666666666)","(91.0, 550.0, 485.0)","(19.0, 25.0, 21.307692307692307)","(3.1, 3.55, 3.408333333333333)","(4.8, 6.4, 6.066666666666667)","(3.9, 4.6, 4.3428571428571425)","(5.0, 7.8, 7.374468085106383)"
15-12-2022 15:34:46.599582,"(11.0, 19.5, 18.0)","(7.5, 13.0, 12.5625)","(91.0, 550.0, 485.0)","(19.0, 25.0, 21.903225806451612)","(3.1, 3.55, 3.408333333333333)","(4.8, 6.4, 6.066666666666667)","(3.9, 4.6, 4.331914893617021)","(5.0, 7.8, 7.374468085106383)"
15-12-2022 15:34:47.708391,"(11.0, 19.5, 17.0)","(7.5, 13.0, 11.74074074074074)","(91.0, 550.0, 485.0)","(19.0, 25.0, 21.903225806451612)","(3.1, 3.55, 3.408333333333333)","(4.8, 6.4, 6.066666666666667)","(3.9, 4.6, 4.328846153846154)","(5.0, 7.8, 7.329411764705882)"
15-12-2022 15:34:48.751443,"(11.0, 19.5, 18.0)","(7.5, 12.5, 11.710526315789474)","(91.0, 550.0, 485.0)","(19.0, 25.0, 21.903225806451612)","(3.1, 3.55, 3.3955882352941176)","(4.8, 6.4, 6.066666666666667)","(3.9, 4.6, 4.466666666666667)","(5.0, 7.8, 7.38974358974359)"
15-12-2022 15:34:49.765417,"(11.0, 19.5, 17.735294117647058)","(7.5, 13.0, 11.555555555555555)","(91.0, 550.0, 485.0)","(19.0, 25.0, 21.307692307692307)","(3.1, 3.55, 3.3955882352941176)","(4.8, 6.4, 6.066666666666667)","(3.9, 4.5, 4.3625)","(5.0, 7.8, 7.466666666666667)"
15-12-2022 15:34:50.742972,"(11.0, 19.5, 17.5)","(7.5, 13.0, 11.869565217391305)","(91.0, 550.0, 485.0)","(19.0, 25.0, 21.307692307692307)","(3.1, 3.55, 3.3955882352941176)","(4.8, 6.4, 6.066666666666667)","(3.9, 4.5, 4.347619047619047)","(5.0, 7.8, 7.466666666666667)"
15-12-2022 15:34:51.718925,"(11.0, 19.5, 18.0)","(7.5, 13.0, 11.555555555555555)","(91.0, 550.0, 485.0)","(19.0, 25.0, 21.903225806451612)","(3.1, 3.55, 3.3806451612903223)","(4.8, 6.4, 6.066666666666667)","(3.9, 4.5, 4.347619047619047)","(5.0, 7.8, 7.507317073170732)"
15-12-2022 15:34:52.709748,"(11.0, 19.5, 17.0)","(7.5, 13.0, 11.74074074074074)","(91.0, 550.0, 485.0)","(19.0, 25.0, 21.307692307692307)","(3.1, 3.55, 3.3806451612903223)","(4.8, 6.4, 6.066666666666667)","(3.9, 4.5, 4.338461538461538)","(5.0, 7.8, 7.507317073170732)"
15-12-2022 15:34:54.251591,"(11.0, 19.5, 17.5)","(7.5, 12.5, 12.037037037037036)","(91.0, 550.0, 485.0)","(19.0, 25.0, 21.903225806451612)","(3.1, 3.5, 3.423076923076923)","(4.8, 6.4, 6.066666666666667)","(3.9, 4.5, 4.338461538461538)","(5.0, 7.8, 7.562790697674418)"
15-12-2022 15:34:55.379058,"(11.0, 19.5, 17.735294117647058)","(7.5, 13.0, 12.037037037037036)","(91.0, 550.0, 485.0)","(19.0, 25.0, 21.903225806451612)","(3.1, 3.5, 3.423076923076923)","(4.8, 6.4, 6.286363636363637)","(3.9, 4.5, 4.583529411764705)","(5.0, 7.8, 7.562790697674418)"
15-12-2022 15:34:56.485487,"(11.0, 19.5, 17.735294117647058)","(7.5, 13.0, 11.869565217391305)","(91.0, 550.0, 452.5)","(19.0, 25.0, 21.307692307692307)","(3.1, 3.5, 3.441176470588235)","(4.8, 6.4, 6.242105263157895)","(3.9, 4.6, 4.583720930232558)","(5.0, 7.8, 7.562790697674418)"
15-12-2022 15:34:57.813092,"(11.0, 19.5, 18.0)","(7.5, 13.0, 11.833333333333334)","(91.0, 550.0, 452.5)","(19.0, 25.0, 21.903225806451612)","(3.1, 3.5, 3.441176470588235)","(4.8, 6.4, 6.242105263157895)","(3.9, 4.6, 4.583720930232558)","(5.0, 7.8, 7.59)"
15-12-2022 15:34:59.033311,"(11.0, 19.5, 18.0)","(7.5, 12.5, 11.555555555555555)","(91.0, 550.0, 452.5)","(19.0, 25.0, 21.347826086956523)","(3.1, 3.5, 3.426315789473684)","(4.8, 6.4, 6.325)","(3.9, 4.6, 4.583720930232558)","(5.0, 7.8, 7.59)"
15-12-2022 15:35:00.199953,"(11.0, 19.5, 17.0)","(7.5, 13.0, 11.555555555555555)","(91.0, 550.0, 452.5)","(19.0, 25.0, 21.347826086956523)","(3.1, 3.5, 3.426315789473684)","(4.8, 6.4, 6.325)","(3.9, 4.6, 4.583720930232558)","(5.0, 7.8, 7.59)"
15-12-2022 15:35:01.529771,"(11.0, 19.5, 17.0)","(7.5, 13.0, 11.555555555555555)","(91.0, 630.0, 316.66666666666663)","(19.0, 25.0, 22.0)","(3.1, 3.5, 3.445348837209302)","(4.8, 6.4, 6.171428571428572)","(3.9, 4.6, 4.582278481012658)","(5.0, 7.8, 7.553846153846154)"
15-12-2022 15:35:02.967223,"(11.0, 19.5, 18.0)","(7.5, 13.0, 11.74074074074074)","(91.0, 630.0, 316.66666666666663)","(19.0, 25.0, 22.0)","(3.1, 3.55, 3.358695652173913)","(4.8, 6.2, 6.073684210526316)","(3.9, 4.6, 4.582278481012658)","(5.0, 7.8, 7.553846153846154)"
15-12-2022 15:35:04.134658,"(11.0, 19.5, 17.735294117647058)","(7.5, 13.0, 11.454545454545455)","(91.0, 630.0, 316.66666666666663)","(19.0, 25.0, 21.347826086956523)","(3.1, 3.55, 3.358695652173913)","(4.8, 6.2, 5.709090909090909)","(3.9, 4.6, 4.582278481012658)","(5.0, 7.8, 7.553846153846154)"
15-12-2022 15:35:05.345189,"(11.0, 19.5, 17.0)","(7.5, 13.0, 11.576923076923077)","(91.0, 630.0, 316.66666666666663)","(19.0, 25.0, 22.2)","(3.1, 3.55, 3.4)","(4.8, 6.2, 5.84)","(3.9, 4.6, 4.581081081081081)","(5.0, 7.8, 7.553846153846154)"
15-12-2022 15:35:06.469254,"(11.0, 19.5, 17.4375)","(7.5, 12.5, 11.576923076923077)","(91.0, 630.0, 377.5)","(19.0, 24.0, 21.46153846153846)","(3.1, 3.55, 3.465151515151515)","(4.8, 6.2, 5.826666666666666)","(3.9, 4.6, 4.581081081081081)","(5.0, 7.8, 7.553846153846154)"
15-12-2022 15:35:07.634183,"(11.0, 19.5, 16.96153846153846)","(7.5, 12.5, 11.441176470588236)","(91.0, 450.0, 377.5)","(19.0, 24.0, 22.166666666666668)","(3.1, 3.55, 3.4)","(4.8, 6.2, 5.826666666666666)","(3.9, 4.6, 4.581081081081081)","(5.0, 7.8, 7.545)"
15-12-2022 15:35:08.844654,"(11.0, 19.5, 17.666666666666668)","(7.5, 12.5, 11.681818181818182)","(91.0, 450.0, 377.5)","(19.0, 24.0, 21.333333333333332)","(3.1, 3.55, 3.4)","(4.8, 6.2, 5.826666666666666)","(3.9, 4.6, 4.581081081081081)","(5.0, 7.8, 7.545)"
15-12-2022 15:35:10.123999,"(11.0, 19.5, 17.4375)","(7.5, 12.5, 11.1875)","(91.0, 450.0, 377.5)","(19.0, 24.0, 21.333333333333332)","(3.1, 3.55, 3.4136363636363636)","(4.8, 6.2, 5.930769230769231)","(3.9, 4.6, 4.592307692307692)","(5.0, 7.8, 7.545)"
15-12-2022 15:35:11.270625,"(11.0, 19.5, 16.96153846153846)","(7.5, 12.5, 11.1875)","(91.0, 450.0, 377.5)","(19.0, 24.0, 21.333333333333332)","(3.1, 3.55, 3.40625)","(4.8, 6.2, 5.930769230769231)","(3.9, 4.6, 4.683050847457627)","(5.0, 7.8, 7.545)"
15-12-2022 15:35:12.440000,"(11.0, 19.5, 17.4375)","(7.5, 12.5, 11.1875)","(91.0, 450.0, 377.5)","(19.0, 24.0, 21.26086956521739)","(3.1, 3.5, 3.40625)","(4.8, 6.2, 5.876470588235295)","(3.9, 4.7, 4.66)","(5.0, 7.8, 7.545)"
15-12-2022 15:35:13.603550,"(11.0, 19.5, 17.928571428571427)","(7.5, 12.5, 11.09375)","(91.0, 450.0, 356.66666666666663)","(19.0, 24.0, 21.26086956521739)","(3.1, 3.5, 3.414285714285714)","(4.8, 6.2, 5.866666666666667)","(3.9, 4.9, 4.66)","(5.0, 7.8, 7.545)"
15-12-2022 15:35:14.733095,"(11.0, 19.0, 16.833333333333332)","(7.5, 12.5, 11.075)","(91.0, 450.0, 394.0)","(19.0, 24.0, 21.26086956521739)","(3.1, 3.5, 3.42)","(4.8, 6.2, 5.866666666666667)","(3.9, 4.9, 4.671428571428571)","(5.0, 7.8, 7.545)"
15-12-2022 15:35:15.903749,"(11.0, 19.0, 17.333333333333332)","(7.5, 12.5, 11.075)","(91.0, 450.0, 394.0)","(19.0, 24.0, 21.26086956521739)","(3.1, 3.5, 3.42)","(4.8, 6.2, 5.866666666666667)","(3.9, 4.9, 4.668181818181818)","(5.0, 7.8, 7.545)"
15-12-2022 15:35:16.998643,"(11.0, 19.0, 17.75)","(7.5, 12.5, 11.09375)","(91.0, 450.0, 394.0)","(19.0, 24.0, 21.75)","(3.1, 3.5, 3.4275862068965517)","(4.8, 6.2, 5.866666666666667)","(3.9, 4.9, 4.699999999999999)","(5.0, 7.8, 7.545)"
15-12-2022 15:35:18.109751,"(11.0, 19.0, 16.794117647058822)","(7.5, 12.5, 11.107142857142858)","(91.0, 450.0, 394.0)","(19.0, 24.0, 21.26086956521739)","(3.1, 3.5, 3.5558823529411767)","(4.8, 6.2, 5.866666666666667)","(3.9, 4.8, 4.6499999999999995)","(5.0, 7.8, 7.545)"
15-12-2022 15:35:19.255344,"(11.0, 19.0, 16.93103448275862)","(7.5, 12.5, 11.107142857142858)","(91.0, 450.0, 394.0)","(19.0, 24.0, 21.26086956521739)","(3.1, 3.6, 3.5558823529411767)","(4.8, 6.2, 5.866666666666667)","(3.9, 4.8, 4.6499999999999995)","(5.0, 7.8, 7.545)"
15-12-2022 15:35:20.378431,"(11.0, 19.0, 17.362068965517242)","(7.5, 12.0, 11.833333333333334)","(91.0, 450.0, 394.0)","(19.0, 24.0, 21.75)","(3.1, 3.6, 3.466666666666667)","(4.8, 6.2, 5.866666666666667)","(3.9, 4.8, 4.6499999999999995)","(5.0, 7.8, 7.545)"
15-12-2022 15:35:21.565318,"(11.0, 19.0, 16.738095238095237)","(7.5, 12.0, 11.75)","(91.0, 450.0, 394.0)","(21.0, 24.0, 21.26086956521739)","(3.1, 3.6, 3.503448275862069)","(4.6, 6.2, 5.933333333333334)","(3.9, 4.8, 4.6499999999999995)","(5.5, 7.8, 7.545)"
15-12-2022 15:35:22.872054,"(11.0, 19.0, 17.020833333333332)","(7.5, 12.0, 11.863636363636363)","(91.0, 450.0, 356.66666666666663)","(21.0, 24.0, 21.75)","(3.1, 3.6, 3.509677419354839)","(4.6, 6.0, 5.958333333333333)","(3.9, 4.8, 4.6499999999999995)","(5.5, 7.8, 7.553846153846154)"
15-12-2022 15:35:24.074049,"(11.0, 19.0, 17.173076923076923)","(7.5, 12.0, 11.85)","(91.0, 450.0, 356.66666666666663)","(21.0, 24.0, 21.75)","(3.1, 3.6, 3.522222222222222)","(4.6, 6.0, 5.958333333333333)","(3.9, 4.8, 4.6499999999999995)","(5.5, 7.8, 7.553846153846154)"
15-12-2022 15:35:25.222798,"(11.0, 19.0, 17.103448275862068)","(7.5, 12.0, 11.9)","(91.0, 450.0, 356.66666666666663)","(21.0, 24.0, 21.26086956521739)","(3.1, 3.6, 3.522222222222222)","(4.6, 6.0, 5.788461538461538)","(3.9, 4.8, 4.6695652173913045)","(5.5, 7.8, 7.553846153846154)"
15-12-2022 15:35:26.413310,"(11.0, 19.0, 16.708333333333332)","(7.5, 12.0, 11.911764705882353)","(91.0, 450.0, 356.66666666666663)","(21.0, 24.0, 21.26086956521739)","(3.1, 3.6, 3.522222222222222)","(4.6, 6.0, 5.788461538461538)","(3.9, 4.8, 4.6695652173913045)","(5.5, 7.8, 7.553846153846154)"
15-12-2022 15:35:27.630545,"(11.0, 19.0, 17.28125)","(7.5, 12.0, 11.911764705882353)","(91.0, 450.0, 356.66666666666663)","(21.0, 24.0, 21.636363636363637)","(3.1, 3.6, 3.522222222222222)","(4.6, 6.0, 5.852941176470589)","(3.9, 4.8, 4.672727272727273)","(5.5, 7.8, 7.692857142857143)"
15-12-2022 15:35:28.835957,"(11.0, 19.0, 17.103448275862068)","(7.5, 12.0, 11.911764705882353)","(91.0, 450.0, 356.66666666666663)","(21.0, 24.0, 21.214285714285715)","(3.1, 3.6, 3.522222222222222)","(4.6, 5.9, 5.815789473684211)","(3.9, 4.8, 4.688888888888888)","(5.5, 7.8, 7.730769230769231)"
15-12-2022 15:35:29.995164,"(11.0, 19.0, 16.708333333333332)","(7.5, 12.0, 11.911764705882353)","(91.0, 450.0, 356.66666666666663)","(21.0, 24.0, 21.214285714285715)","(3.1, 3.6, 3.522222222222222)","(4.6, 5.9, 5.838461538461539)","(3.9, 4.8, 4.678260869565217)","(5.5, 7.8, 7.730769230769231)"
15-12-2022 15:35:31.150762,"(11.0, 19.0, 16.962962962962962)","(7.5, 12.0, 11.911764705882353)","(91.0, 450.0, 356.66666666666663)","(21.0, 24.0, 21.214285714285715)","(3.1, 3.6, 3.522222222222222)","(4.6, 5.9, 5.838461538461539)","(3.9, 4.8, 4.678260869565217)","(5.5, 7.8, 7.730769230769231)"
15-12-2022 15:35:32.312690,"(11.0, 19.0, 17.103448275862068)","(7.5, 12.0, 11.7)","(91.0, 450.0, 356.66666666666663)","(21.0, 24.0, 21.363636363636363)","(3.1, 3.6, 3.522222222222222)","(4.6, 5.9, 5.838461538461539)","(3.9, 4.8, 4.694736842105263)","(5.5, 7.8, 7.730769230769231)"
15-12-2022 15:35:33.494064,"(11.0, 19.0, 16.708333333333332)","(7.5, 12.0, 11.035714285714286)","(91.0, 450.0, 356.66666666666663)","(21.0, 23.0, 21.25)","(3.1, 3.6, 3.522222222222222)","(4.6, 5.9, 5.838461538461539)","(3.9, 4.8, 4.694736842105263)","(5.5, 7.8, 7.730769230769231)"
15-12-2022 15:35:34.630946,"(11.0, 19.0, 16.962962962962962)","(7.5, 12.0, 11.035714285714286)","(91.0, 450.0, 294.0)","(21.0, 23.0, 21.666666666666668)","(3.1, 3.6, 3.522222222222222)","(4.6, 5.9, 5.838461538461539)","(3.9, 4.8, 4.694736842105263)","(5.5, 7.8, 7.730769230769231)"
15-12-2022 15:35:35.720016,"(11.0, 19.0, 17.173076923076923)","(7.5, 12.0, 11.289473684210526)","(91.0, 480.0, 247.5)","(21.0, 23.0, 21.666666666666668)","(3.1, 3.6, 3.522222222222222)","(4.6, 5.9, 5.793333333333334)","(3.9, 4.8, 4.694736842105263)","(5.5, 7.8, 7.730769230769231)"
15-12-2022 15:35:36.791169,"(11.0, 19.0, 17.173076923076923)","(7.5, 12.0, 11.289473684210526)","(91.0, 480.0, 247.5)","(21.0, 23.0, 21.666666666666668)","(3.1, 3.6, 3.522222222222222)","(4.6, 5.9, 5.793333333333334)","(3.9, 4.8, 4.675)","(5.5, 7.8, 7.730769230769231)"
15-12-2022 15:35:38.049906,"(11.0, 19.0, 17.020833333333332)","(7.5, 12.0, 11.035714285714286)","(91.0, 450.0, 356.66666666666663)","(21.0, 23.0, 21.25)","(3.1, 3.6, 3.522222222222222)","(4.6, 5.9, 5.684)","(3.9, 4.8, 4.66)","(5.5, 7.8, 7.866666666666666)"
15-12-2022 15:35:39.279475,"(11.0, 19.0, 16.738095238095237)","(7.5, 11.5, 10.73076923076923)","(91.0, 450.0, 356.66666666666663)","(21.0, 23.0, 21.25)","(3.1, 3.6, 3.522222222222222)","(4.6, 5.9, 5.75)","(3.9, 4.8, 4.6375)","(5.5, 8.2, 8.08)"
15-12-2022 15:35:40.393779,"(12.0, 19.0, 17.362068965517242)","(7.5, 11.5, 11.227272727272727)","(101.0, 450.0, 356.66666666666663)","(19.0, 23.0, 21.7)","(3.1, 3.6, 3.466176470588235)","(4.8, 5.9, 5.778125)","(4.0, 4.7, 4.62)","(5.5, 8.2, 8.1)"
15-12-2022 15:35:41.571902,"(12.0, 19.0, 16.738095238095237)","(7.5, 11.5, 11.0)","(101.0, 450.0, 356.66666666666663)","(19.0, 23.0, 21.7)","(3.1, 3.55, 3.4725806451612904)","(4.8, 5.9, 5.758333333333334)","(4.0, 4.7, 4.635483870967742)","(5.5, 8.2, 8.281818181818181)"
15-12-2022 15:35:42.936392,"(12.0, 19.0, 17.083333333333332)","(7.5, 11.5, 11.9375)","(101.0, 450.0, 377.5)","(19.0, 23.0, 22.910714285714285)","(3.1, 3.55, 3.466666666666667)","(4.8, 5.9, 5.707142857142857)","(4.0, 4.7, 4.635483870967742)","(5.5, 8.6, 8.2)"
15-12-2022 15:35:44.173845,"(12.0, 19.0, 17.083333333333332)","(7.5, 12.0, 11.74)","(101.0, 450.0, 372.5)","(19.0, 23.0, 23.857142857142858)","(3.1, 3.5, 3.4482758620689653)","(4.8, 5.9, 5.688888888888889)","(4.0, 4.7, 4.6421052631578945)","(5.5, 8.6, 8.17142857142857)"
15-12-2022 15:35:45.360018,"(12.0, 19.0, 17.72222222222222)","(7.5, 12.5, 11.74)","(101.0, 450.0, 372.5)","(19.0, 24.0, 23.728813559322035)","(3.1, 3.5, 3.4424242424242424)","(4.8, 5.7, 5.743478260869566)","(4.0, 4.7, 4.639024390243902)","(5.5, 8.6, 8.336)"
15-12-2022 15:35:46.575875,"(12.0, 19.0, 18.041666666666668)","(7.5, 12.5, 11.866666666666667)","(101.0, 450.0, 414.44444444444446)","(19.0, 24.0, 23.728813559322035)","(3.1, 3.5, 3.4482758620689653)","(4.8, 5.9, 5.725806451612903)","(4.0, 4.7, 4.634177215189873)","(5.5, 8.6, 8.35)"
15-12-2022 15:35:47.745132,"(12.0, 19.0, 18.041666666666668)","(7.5, 12.0, 11.923076923076923)","(101.0, 450.0, 414.44444444444446)","(19.0, 24.0, 23.821428571428573)","(3.1, 3.5, 3.411764705882353)","(4.8, 5.9, 5.718181818181818)","(4.0, 4.7, 4.627710843373494)","(5.5, 8.6, 9.153846153846153)"
15-12-2022 15:35:48.815782,"(12.0, 19.0, 18.041666666666668)","(7.5, 12.0, 11.857142857142858)","(101.0, 450.0, 276.66666666666663)","(19.0, 24.0, 23.821428571428573)","(3.1, 3.5, 3.4085714285714284)","(4.8, 5.9, 5.725806451612903)","(4.0, 4.7, 4.634177215189873)","(5.5, 9.4, 8.74)"
15-12-2022 15:35:49.914776,"(12.0, 19.0, 18.041666666666668)","(7.5, 12.0, 11.923076923076923)","(101.0, 460.0, 276.66666666666663)","(19.0, 24.0, 23.821428571428573)","(3.1, 3.5, 3.411764705882353)","(4.8, 5.9, 5.725806451612903)","(4.0, 4.7, 4.634177215189873)","(5.5, 9.4, 8.85142857142857)"
15-12-2022 15:35:51.015122,"(12.0, 19.0, 17.673076923076923)","(7.5, 12.0, 11.923076923076923)","(101.0, 460.0, 285.2941176470588)","(19.0, 24.0, 23.821428571428573)","(3.1, 3.5, 3.397297297297297)","(4.8, 5.9, 5.725806451612903)","(4.0, 4.7, 4.634177215189873)","(5.5, 9.4, 8.763636363636364)"
15-12-2022 15:35:52.217398,"(12.0, 19.0, 16.946428571428573)","(8.0, 12.0, 11.5)","(91.0, 460.0, 285.2941176470588)","(19.0, 24.0, 23.821428571428573)","(3.1, 3.5, 3.444642857142857)","(4.8, 5.9, 5.735294117647059)","(4.0, 4.7, 4.641772151898734)","(5.5, 9.4, 8.742857142857144)"
15-12-2022 15:35:53.708431,"(12.0, 19.0, 17.257575757575758)","(8.0, 11.5, 11.291666666666666)","(91.0, 460.0, 285.2941176470588)","(19.0, 24.0, 23.821428571428573)","(3.1, 3.45, 3.372413793103448)","(4.8, 5.9, 5.726315789473684)","(4.0, 4.7, 4.636585365853659)","(5.5, 9.4, 9.005714285714287)"
15-12-2022 15:35:54.997259,"(12.0, 18.5, 18.22222222222222)","(8.0, 11.5, 11.4375)","(91.0, 460.0, 388.0)","(19.0, 24.0, 23.821428571428573)","(3.1, 3.45, 3.372413793103448)","(4.8, 5.8, 5.6625)","(4.0, 4.7, 4.636585365853659)","(5.5, 9.4, 9.040000000000001)"
