,Talkerup Nz,Malinjang,Cheddar Made Beta Nz,Royal Princess,Windy Hill Wally,Mister Artikulate,Charlevoix,Midnight Somewhere,Whostolemypigeon
08-12-2022 14:05:26.348264,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:05:27.880229,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:05:29.384695,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:05:30.937446,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:05:32.479901,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:05:33.911466,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:05:35.592967,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:05:37.239407,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:05:38.949197,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:05:40.669492,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:05:42.355786,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:05:44.095319,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:05:45.955624,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:05:47.657524,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:05:49.389981,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:05:51.233915,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:05:52.851814,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:05:54.489442,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:05:56.217142,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:05:57.753552,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:05:59.341737,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:06:00.969402,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:06:02.532994,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:06:04.061510,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:06:05.658541,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:06:07.308316,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:06:09.069683,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:06:10.790230,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:06:12.603786,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:06:14.305032,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:06:16.121385,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:06:17.626371,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:06:19.220096,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:06:20.704676,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:06:22.257492,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:06:23.708917,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:06:25.241916,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:06:26.769599,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:06:28.328015,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:06:29.941866,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:06:31.540156,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:06:33.150797,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:06:34.757411,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:06:36.329492,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:06:37.856244,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:06:39.439424,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:06:40.888266,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:06:42.335253,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:06:43.762477,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:06:45.282499,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:06:46.827517,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:06:48.311688,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:06:49.800509,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:06:51.286984,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:06:52.873045,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:06:54.416421,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:06:55.931698,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:06:57.576261,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:06:59.434370,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:07:01.017917,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:07:02.483446,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:07:03.914214,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:07:05.220464,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:07:06.567815,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:07:07.900215,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:07:09.250336,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:07:10.592657,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:07:11.945699,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:07:13.312131,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:07:14.658845,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:07:16.061086,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:07:17.551802,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:07:19.029374,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:07:20.452448,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:07:21.816175,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:07:23.220599,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:07:24.588726,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:07:26.002290,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
08-12-2022 14:07:27.536940,"(4.2, 99999, 99990)","(10.0, 18.0, 13.333333333333334)","(21.0, 99999, 99990)","(5.0, 7.8, 6.4799999999999995)","(11.0, 19.0, 15.08)","(41.0, 110.0, 89.42857142857143)","(4.8, 7.8, 6.6)","(3.0, 4.8, 4.279999999999999)","(12.0, 25.0, 17.75)"
