,Tiny Zambora,Fabizio,Arturo,Blueberry Danish,Star Kit,Burringbar Gypsy,Velocity Elsie
15-12-2022 11:06:40.856407,"(9.0, 13.0, 10.466666666666667)","(2.7, 3.45, 3.3928571428571432)","(31.0, 80.0, 60.0)","(14.0, 23.0, 22.058823529411764)","(4.4, 7.0, 6.6571428571428575)","(3.1, 4.1, 3.966666666666667)","(7.5, 10.5, 9.45)"
15-12-2022 11:06:41.925172,"(9.0, 13.0, 10.466666666666667)","(2.7, 3.45, 3.35)","(31.0, 80.0, 60.0)","(14.0, 23.0, 22.058823529411764)","(4.4, 7.0, 6.6571428571428575)","(3.1, 4.2, 3.966666666666667)","(7.5, 10.5, 9.45)"
15-12-2022 11:06:42.962237,"(9.0, 13.0, 10.466666666666667)","(2.7, 3.45, 3.35)","(31.0, 80.0, 53.33333333333333)","(14.0, 23.0, 22.058823529411764)","(4.4, 7.0, 6.326315789473684)","(3.1, 4.2, 3.8)","(7.5, 10.5, 9.55)"
15-12-2022 11:06:44.016590,"(9.0, 13.0, 10.466666666666667)","(2.7, 3.45, 3.35)","(31.0, 80.0, 53.33333333333333)","(14.0, 23.0, 22.058823529411764)","(4.4, 7.0, 6.326315789473684)","(3.1, 4.2, 3.8)","(7.5, 10.5, 9.55)"
15-12-2022 11:06:45.098050,"(9.0, 13.0, 10.466666666666667)","(2.7, 3.45, 3.3928571428571432)","(31.0, 80.0, 53.33333333333333)","(14.0, 23.0, 22.058823529411764)","(4.4, 7.0, 6.326315789473684)","(3.1, 4.2, 3.8)","(7.5, 10.5, 9.65)"
15-12-2022 11:06:46.160529,"(9.0, 13.0, 10.466666666666667)","(2.7, 3.45, 3.335714285714286)","(31.0, 80.0, 53.33333333333333)","(14.0, 23.0, 22.058823529411764)","(4.4, 7.0, 6.326315789473684)","(3.1, 4.2, 3.8)","(7.5, 10.5, 9.65)"
15-12-2022 11:06:47.195418,"(9.0, 13.0, 10.466666666666667)","(2.7, 3.4, 3.2153846153846155)","(31.0, 80.0, 53.33333333333333)","(14.0, 23.0, 22.058823529411764)","(4.4, 7.0, 6.6571428571428575)","(3.1, 4.2, 3.966666666666667)","(7.5, 10.5, 9.65)"
15-12-2022 11:06:48.200763,"(9.0, 13.0, 10.466666666666667)","(2.7, 3.4, 3.2153846153846155)","(31.0, 80.0, 53.33333333333333)","(14.0, 23.0, 22.058823529411764)","(4.4, 7.0, 6.326315789473684)","(3.1, 4.2, 3.8)","(7.5, 10.5, 9.65)"
15-12-2022 11:06:49.258178,"(9.0, 13.0, 10.466666666666667)","(2.7, 3.4, 3.2)","(31.0, 80.0, 53.33333333333333)","(14.0, 23.0, 22.058823529411764)","(4.4, 7.0, 6.326315789473684)","(3.1, 4.2, 3.8)","(7.5, 10.5, 9.65)"
15-12-2022 11:06:50.297270,"(9.0, 13.0, 10.466666666666667)","(2.7, 3.4, 3.1846153846153844)","(31.0, 80.0, 53.33333333333333)","(14.0, 23.0, 22.058823529411764)","(4.4, 7.0, 6.326315789473684)","(3.1, 4.2, 3.8)","(7.5, 10.5, 9.65)"
15-12-2022 11:06:51.378522,"(9.0, 12.5, 11.95)","(2.7, 3.4, 3.1863636363636365)","(31.0, 80.0, 34.54545454545455)","(14.0, 23.0, 22.058823529411764)","(4.4, 7.0, 6.326315789473684)","(3.1, 4.2, 3.8)","(7.5, 10.5, 9.65)"
15-12-2022 11:06:52.421777,"(9.0, 12.5, 11.95)","(2.7, 3.35, 3.213636363636364)","(31.0, 80.0, 34.54545454545455)","(14.0, 23.0, 22.058823529411764)","(4.4, 7.0, 6.6571428571428575)","(3.1, 4.2, 3.966666666666667)","(7.5, 10.5, 9.65)"
15-12-2022 11:06:53.538592,"(9.0, 12.5, 11.95)","(2.7, 3.35, 3.213636363636364)","(31.0, 80.0, 34.54545454545455)","(14.0, 23.0, 22.058823529411764)","(4.4, 7.0, 6.326315789473684)","(3.1, 4.2, 3.8)","(7.5, 10.5, 9.65)"
15-12-2022 11:06:54.604010,"(9.0, 12.5, 11.95)","(2.7, 3.35, 3.213636363636364)","(31.0, 80.0, 34.54545454545455)","(14.0, 23.0, 22.058823529411764)","(4.4, 7.0, 6.326315789473684)","(3.1, 4.2, 3.8)","(7.5, 10.5, 9.65)"
15-12-2022 11:06:55.764915,"(9.0, 12.5, 10.299999999999999)","(2.7, 3.35, 3.14)","(31.0, 80.0, 33.333333333333336)","(14.0, 23.0, 22.058823529411764)","(4.4, 7.0, 6.326315789473684)","(3.1, 4.2, 3.8)","(7.5, 10.5, 9.65)"
15-12-2022 11:06:56.817487,"(8.0, 12.5, 10.299999999999999)","(2.7, 3.35, 3.14)","(26.0, 80.0, 33.333333333333336)","(15.0, 23.0, 22.058823529411764)","(4.6, 7.0, 6.6571428571428575)","(3.1, 4.2, 3.966666666666667)","(7.5, 10.5, 9.65)"
15-12-2022 11:06:57.888280,"(8.0, 12.5, 10.299999999999999)","(2.7, 3.35, 3.1863636363636365)","(26.0, 80.0, 33.333333333333336)","(15.0, 23.0, 21.0)","(4.6, 7.0, 6.6571428571428575)","(3.1, 4.2, 3.6125)","(7.5, 10.5, 9.65)"
15-12-2022 11:06:59.001989,"(8.0, 12.5, 10.299999999999999)","(2.7, 3.35, 3.1863636363636365)","(26.0, 80.0, 33.333333333333336)","(15.0, 23.0, 21.545454545454547)","(4.6, 7.0, 6.326315789473684)","(3.1, 3.8, 3.6999999999999997)","(7.5, 10.5, 9.65)"
15-12-2022 11:07:00.034518,"(8.0, 12.5, 10.299999999999999)","(2.7, 3.35, 3.1863636363636365)","(26.0, 80.0, 33.333333333333336)","(15.0, 23.0, 21.545454545454547)","(4.6, 7.0, 6.326315789473684)","(3.1, 4.1, 3.7874999999999996)","(7.5, 10.5, 9.65)"
15-12-2022 11:07:01.050554,"(8.0, 12.5, 10.299999999999999)","(2.7, 3.35, 3.14)","(26.0, 80.0, 33.333333333333336)","(15.0, 23.0, 21.545454545454547)","(4.6, 7.0, 6.326315789473684)","(3.1, 4.1, 3.7249999999999996)","(7.5, 10.5, 9.65)"
15-12-2022 11:07:02.029386,"(8.0, 12.5, 10.299999999999999)","(2.7, 3.35, 3.1863636363636365)","(26.0, 80.0, 33.333333333333336)","(15.0, 23.0, 21.545454545454547)","(4.6, 7.0, 6.326315789473684)","(3.1, 4.1, 3.7249999999999996)","(7.5, 10.5, 9.65)"
15-12-2022 11:07:02.967679,"(8.0, 12.5, 10.299999999999999)","(2.7, 3.35, 3.17)","(26.0, 80.0, 33.333333333333336)","(15.0, 23.0, 21.545454545454547)","(4.6, 6.6, 6.411764705882353)","(3.1, 4.1, 3.946875)","(7.5, 10.5, 9.65)"
15-12-2022 11:07:03.949275,"(8.0, 12.5, 10.299999999999999)","(2.7, 3.35, 3.17)","(26.0, 80.0, 33.333333333333336)","(15.0, 23.0, 21.545454545454547)","(4.6, 6.8, 6.119999999999999)","(3.1, 4.1, 3.946875)","(7.5, 10.5, 9.65)"
15-12-2022 11:07:04.934782,"(8.0, 12.5, 10.299999999999999)","(2.7, 3.35, 3.17)","(26.0, 80.0, 33.333333333333336)","(15.0, 23.0, 21.545454545454547)","(4.6, 6.4, 6.111111111111111)","(3.1, 4.1, 3.955882352941176)","(7.5, 10.5, 9.65)"
15-12-2022 11:07:05.984516,"(8.0, 12.5, 10.299999999999999)","(2.7, 3.35, 3.17)","(26.0, 80.0, 33.333333333333336)","(15.0, 23.0, 21.545454545454547)","(4.6, 6.4, 6.111111111111111)","(3.1, 4.1, 3.955882352941176)","(7.5, 10.5, 9.65)"
15-12-2022 11:07:06.957169,"(8.0, 12.5, 10.299999999999999)","(2.7, 3.35, 3.17)","(26.0, 80.0, 33.333333333333336)","(15.0, 23.0, 21.545454545454547)","(4.6, 6.4, 6.111111111111111)","(3.1, 4.1, 3.955882352941176)","(7.5, 10.5, 9.963157894736842)"
15-12-2022 11:07:07.971754,"(8.0, 12.5, 10.299999999999999)","(2.7, 3.35, 3.17)","(26.0, 80.0, 32.4)","(15.0, 23.0, 21.0)","(4.6, 6.4, 6.111111111111111)","(3.1, 4.1, 3.955882352941176)","(7.5, 10.5, 10.056521739130435)"
15-12-2022 11:07:08.913938,"(8.0, 12.5, 10.299999999999999)","(2.7, 3.35, 3.17)","(26.0, 80.0, 38.82352941176471)","(15.0, 23.0, 21.0)","(4.6, 6.4, 6.111111111111111)","(3.1, 4.1, 3.955882352941176)","(7.5, 10.5, 9.375)"
15-12-2022 11:07:09.886558,"(8.0, 12.5, 10.299999999999999)","(2.7, 3.35, 3.1863636363636365)","(26.0, 80.0, 38.82352941176471)","(15.0, 23.0, 21.0)","(4.6, 6.4, 6.2555555555555555)","(3.1, 4.1, 3.9499999999999997)","(7.5, 10.5, 9.214285714285714)"
15-12-2022 11:07:10.873054,"(8.0, 12.5, 10.299999999999999)","(2.7, 3.35, 3.1863636363636365)","(26.0, 70.0, 35.0)","(15.0, 23.0, 21.0)","(4.6, 6.4, 6.2555555555555555)","(3.1, 4.1, 3.946153846153846)","(7.5, 10.5, 9.214285714285714)"
15-12-2022 11:07:11.923573,"(8.0, 12.5, 10.299999999999999)","(2.7, 3.4, 3.2857142857142856)","(26.0, 70.0, 33.333333333333336)","(15.0, 23.0, 21.0)","(4.6, 6.4, 6.2555555555555555)","(3.1, 4.1, 3.946153846153846)","(7.5, 10.5, 9.75)"
15-12-2022 11:07:12.988414,"(8.0, 12.5, 10.299999999999999)","(2.7, 3.4, 3.32)","(26.0, 70.0, 33.47826086956522)","(15.0, 23.0, 21.0)","(4.6, 6.4, 6.3882352941176475)","(3.1, 4.1, 3.946153846153846)","(7.5, 10.5, 9.6)"
15-12-2022 11:07:14.058499,"(8.0, 12.5, 10.299999999999999)","(2.7, 3.35, 3.3397058823529413)","(26.0, 70.0, 33.47826086956522)","(15.0, 23.0, 20.333333333333332)","(4.6, 6.4, 6.366037735849057)","(3.1, 4.1, 3.928125)","(7.5, 10.5, 9.461538461538462)"
15-12-2022 11:07:15.108869,"(8.0, 12.0, 10.6)","(2.7, 3.35, 3.3)","(26.0, 65.0, 53.33333333333333)","(15.0, 23.0, 20.333333333333332)","(4.6, 6.4, 6.366037735849057)","(3.1, 4.1, 3.928125)","(7.5, 10.5, 9.789473684210526)"
15-12-2022 11:07:16.177529,"(8.0, 12.0, 10.075)","(2.7, 3.35, 3.33125)","(26.0, 65.0, 53.33333333333333)","(15.0, 23.0, 20.333333333333332)","(4.6, 6.4, 6.366037735849057)","(3.1, 4.1, 3.928125)","(7.5, 10.5, 9.789473684210526)"
15-12-2022 11:07:17.226162,"(8.0, 12.0, 9.866666666666665)","(2.7, 3.35, 3.33125)","(26.0, 65.0, 53.33333333333333)","(15.0, 23.0, 20.333333333333332)","(4.6, 6.4, 6.042857142857144)","(3.1, 4.1, 3.928125)","(7.5, 10.5, 9.789473684210526)"
15-12-2022 11:07:18.233564,"(8.0, 12.0, 9.738461538461538)","(2.7, 3.35, 3.3227272727272728)","(26.0, 65.0, 53.33333333333333)","(15.0, 23.0, 20.333333333333332)","(4.6, 6.4, 6.15)","(3.1, 4.1, 3.9625)","(7.5, 10.5, 9.789473684210526)"
15-12-2022 11:07:19.207613,"(8.0, 12.0, 9.738461538461538)","(2.7, 3.35, 3.3227272727272728)","(26.0, 60.0, 42.0)","(15.0, 23.0, 21.0)","(4.6, 6.4, 6.3882352941176475)","(3.1, 4.1, 3.9625)","(7.5, 10.5, 9.789473684210526)"
15-12-2022 11:07:20.140726,"(8.0, 12.0, 9.738461538461538)","(2.7, 3.4, 3.1652173913043478)","(26.0, 55.0, 46.66666666666667)","(15.0, 23.0, 20.666666666666668)","(4.6, 6.4, 6.3882352941176475)","(3.1, 4.1, 3.9854166666666666)","(7.5, 10.5, 9.605263157894736)"
15-12-2022 11:07:21.143070,"(8.0, 11.5, 10.35)","(2.7, 3.4, 3.213793103448276)","(26.0, 60.0, 41.4375)","(15.0, 24.0, 21.545454545454547)","(4.6, 6.4, 6.066666666666667)","(3.2, 4.1, 4.004761904761905)","(7.5, 10.5, 9.846153846153847)"
15-12-2022 11:07:22.157782,"(8.0, 11.5, 9.679166666666665)","(2.7, 3.4, 3.213793103448276)","(26.0, 48.0, 41.75)","(15.0, 24.0, 21.545454545454547)","(4.6, 6.4, 6.066666666666667)","(3.2, 4.1, 3.9854166666666666)","(7.5, 10.5, 9.5)"
15-12-2022 11:07:23.213094,"(8.0, 11.5, 9.679166666666665)","(2.7, 3.4, 3.175)","(26.0, 46.0, 43.75)","(15.0, 24.0, 21.75)","(4.6, 6.4, 6.066666666666667)","(3.2, 4.1, 3.9854166666666666)","(7.5, 10.5, 9.478571428571428)"
15-12-2022 11:07:24.297965,"(8.0, 11.5, 9.679166666666665)","(2.7, 3.4, 3.175)","(26.0, 46.0, 43.75)","(15.0, 24.0, 21.75)","(4.6, 6.4, 6.066666666666667)","(3.2, 4.1, 4.082142857142856)","(7.5, 10.5, 9.60625)"
15-12-2022 11:07:25.596034,"(8.0, 11.5, 9.679166666666665)","(2.7, 3.4, 3.0833333333333335)","(21.0, 46.0, 35.875)","(15.0, 24.0, 21.75)","(4.6, 6.4, 6.054545454545455)","(3.2, 4.1, 4.008064516129032)","(7.5, 10.5, 9.60625)"
15-12-2022 11:07:26.853923,"(8.0, 11.5, 9.679166666666665)","(2.7, 3.1, 3.0833333333333335)","(21.0, 46.0, 35.875)","(15.0, 24.0, 21.75)","(4.6, 6.6, 6.133333333333334)","(3.2, 4.2, 4.082142857142856)","(7.5, 10.5, 12.430232558139535)"
15-12-2022 11:07:28.053369,"(8.0, 11.5, 9.679166666666665)","(2.7, 3.1, 3.0570754716981132)","(21.0, 42.0, 40.25)","(15.0, 24.0, 21.333333333333332)","(4.6, 6.4, 5.983333333333333)","(3.2, 4.1, 4.0874999999999995)","(7.5, 12.5, 11.333333333333334)"
15-12-2022 11:07:29.224345,"(8.0, 11.5, 9.679166666666665)","(2.7, 3.1, 3.0530927835051545)","(21.0, 42.0, 40.25)","(15.0, 24.0, 24.285714285714285)","(4.6, 6.4, 5.983333333333333)","(3.2, 4.1, 4.039189189189189)","(7.5, 12.5, 11.333333333333334)"
15-12-2022 11:07:30.498313,"(8.0, 11.5, 9.679166666666665)","(2.7, 3.1, 3.08300395256917)","(21.0, 42.0, 30.96969696969697)","(15.0, 25.0, 24.285714285714285)","(4.6, 6.4, 5.955555555555556)","(3.2, 4.2, 4.039189189189189)","(7.5, 12.5, 11.333333333333334)"
15-12-2022 11:07:31.739205,"(8.0, 11.5, 9.679166666666665)","(2.7, 3.1, 3.059209486166008)","(21.0, 42.0, 31.0)","(15.0, 25.0, 24.285714285714285)","(4.6, 6.4, 5.983333333333333)","(3.2, 4.2, 4.039189189189189)","(7.5, 12.5, 11.333333333333334)"
15-12-2022 11:07:32.958315,"(8.0, 11.5, 9.679166666666665)","(2.7, 3.0, 2.9913725490196077)","(21.0, 40.0, 33.0)","(15.0, 25.0, 24.285714285714285)","(4.6, 6.4, 6.122222222222223)","(3.2, 4.2, 3.9375)","(7.5, 12.5, 11.333333333333334)"
15-12-2022 11:07:34.336233,"(8.0, 11.5, 9.679166666666665)","(2.7, 3.0, 2.9913725490196077)","(21.0, 38.0, 27.714285714285715)","(15.0, 25.0, 25.142857142857142)","(4.6, 6.4, 6.114285714285715)","(3.2, 4.2, 3.923076923076923)","(7.5, 12.5, 11.45)"
15-12-2022 11:07:35.383968,"(8.0, 11.5, 9.679166666666665)","(2.7, 3.0, 2.9913725490196077)","(21.0, 38.0, 33.833333333333336)","(15.0, 26.0, 25.142857142857142)","(4.6, 6.4, 6.114285714285715)","(3.2, 4.2, 4.05)","(7.5, 12.5, 11.45)"
15-12-2022 11:07:36.490548,"(8.0, 11.5, 9.939285714285713)","(2.7, 3.0, 2.9913725490196077)","(21.0, 38.0, 33.833333333333336)","(15.0, 26.0, 25.142857142857142)","(4.6, 6.4, 6.114285714285715)","(3.2, 4.2, 4.05)","(7.5, 12.5, 12.11111111111111)"
15-12-2022 11:07:37.564407,"(8.0, 11.5, 9.939285714285713)","(2.7, 3.0, 2.997709923664122)","(21.0, 36.0, 30.8)","(15.0, 26.0, 25.142857142857142)","(4.6, 6.4, 6.114285714285715)","(3.2, 4.2, 4.093478260869565)","(8.0, 12.5, 12.166666666666666)"
15-12-2022 11:07:38.637790,"(8.0, 11.5, 9.939285714285713)","(2.7, 3.0, 2.9948275862068967)","(21.0, 36.0, 30.8)","(15.0, 26.0, 25.142857142857142)","(4.6, 6.4, 6.114285714285715)","(3.2, 4.2, 4.014285714285714)","(8.0, 12.5, 12.166666666666666)"
15-12-2022 11:07:39.653901,"(8.0, 11.5, 9.939285714285713)","(2.7, 3.0, 2.9948275862068967)","(21.0, 36.0, 30.8)","(15.0, 26.0, 21.714285714285715)","(4.6, 6.4, 6.114285714285715)","(3.2, 4.1, 4.289887640449438)","(8.0, 12.5, 12.166666666666666)"
15-12-2022 11:07:40.623026,"(8.0, 11.5, 9.889999999999999)","(2.7, 3.0, 2.9948275862068967)","(21.0, 36.0, 30.8)","(15.0, 26.0, 21.714285714285715)","(4.6, 6.4, 6.114285714285715)","(3.2, 4.3, 4.033333333333333)","(8.0, 12.5, 12.25)"
15-12-2022 11:07:41.637134,"(8.0, 11.5, 9.896875000000001)","(2.7, 3.0, 2.9948275862068967)","(21.0, 36.0, 30.666666666666668)","(15.0, 26.0, 21.44)","(4.6, 6.4, 6.114285714285715)","(3.2, 4.2, 4.033333333333333)","(8.0, 12.5, 12.35)"
15-12-2022 11:07:42.580194,"(8.0, 11.0, 10.879999999999999)","(2.7, 3.0, 2.9948275862068967)","(21.0, 34.0, 31.5)","(15.0, 26.0, 21.44)","(4.6, 6.4, 6.114285714285715)","(3.2, 4.2, 4.033333333333333)","(8.0, 12.5, 11.964285714285714)"
15-12-2022 11:07:43.620129,"(8.0, 11.5, 10.488)","(2.7, 3.0, 2.9948275862068967)","(26.0, 34.0, 30.470588235294116)","(16.0, 26.0, 21.44)","(4.8, 6.4, 6.114285714285715)","(3.2, 4.2, 4.016666666666667)","(8.0, 13.0, 12.285714285714285)"
15-12-2022 11:07:44.626857,"(8.0, 11.5, 9.575000000000001)","(2.7, 3.0, 2.9965384615384614)","(26.0, 34.0, 30.470588235294116)","(16.0, 26.0, 21.44)","(4.8, 6.4, 6.114285714285715)","(3.2, 4.1, 4.15)","(8.0, 13.0, 12.285714285714285)"
15-12-2022 11:07:45.722654,"(8.0, 11.5, 10.05625)","(2.7, 3.05, 3.0273529411764706)","(26.0, 34.0, 30.470588235294116)","(16.0, 26.0, 21.44)","(4.8, 6.4, 6.114285714285715)","(3.2, 4.2, 4.040909090909091)","(8.0, 13.0, 12.285714285714285)"
15-12-2022 11:07:46.844548,"(8.0, 11.5, 11.14516129032258)","(2.7, 3.05, 3.02463768115942)","(26.0, 34.0, 30.470588235294116)","(16.0, 26.0, 21.44)","(4.8, 6.4, 6.114285714285715)","(3.2, 4.2, 3.95)","(8.0, 13.0, 12.285714285714285)"
15-12-2022 11:07:47.922523,"(8.0, 11.5, 11.26923076923077)","(2.7, 3.05, 3.0234848484848484)","(26.0, 34.0, 30.470588235294116)","(16.0, 26.0, 21.44)","(4.8, 6.4, 6.114285714285715)","(3.2, 4.2, 3.95)","(8.0, 13.0, 12.285714285714285)"
15-12-2022 11:07:48.899808,"(8.0, 11.5, 11.26923076923077)","(2.7, 3.05, 3.019298245614035)","(26.0, 34.0, 30.470588235294116)","(16.0, 26.0, 21.44)","(4.8, 6.4, 6.114285714285715)","(3.2, 4.2, 3.95)","(8.0, 13.0, 12.285714285714285)"
15-12-2022 11:07:49.935506,"(8.0, 11.5, 11.26923076923077)","(2.7, 3.05, 3.019298245614035)","(26.0, 34.0, 30.470588235294116)","(16.0, 26.0, 21.44)","(4.8, 6.4, 6.114285714285715)","(3.2, 4.2, 3.8666666666666667)","(8.0, 13.0, 12.285714285714285)"
15-12-2022 11:07:50.923181,"(8.0, 11.5, 11.26923076923077)","(2.7, 3.05, 3.019298245614035)","(21.0, 34.0, 26.666666666666668)","(16.0, 25.0, 21.764705882352942)","(4.8, 6.4, 6.316666666666667)","(3.3, 4.1, 3.933333333333333)","(8.5, 13.0, 12.285714285714285)"
15-12-2022 11:07:51.907810,"(8.0, 11.5, 11.26923076923077)","(2.7, 3.05, 3.019298245614035)","(21.0, 34.0, 26.666666666666668)","(16.0, 25.0, 21.764705882352942)","(4.8, 6.4, 6.316666666666667)","(3.3, 4.1, 3.8954545454545455)","(8.5, 13.0, 12.285714285714285)"
15-12-2022 11:07:52.891316,"(8.0, 11.5, 11.26923076923077)","(2.7, 3.05, 3.019298245614035)","(21.0, 34.0, 26.666666666666668)","(16.0, 25.0, 21.071428571428573)","(4.8, 6.4, 6.275)","(3.3, 4.1, 3.8954545454545455)","(8.5, 13.0, 12.285714285714285)"
15-12-2022 11:07:53.928744,"(8.0, 11.5, 11.26923076923077)","(2.7, 3.05, 3.01875)","(21.0, 34.0, 26.666666666666668)","(16.0, 25.0, 21.5625)","(4.8, 6.4, 6.183333333333334)","(3.3, 4.1, 3.8954545454545455)","(8.5, 13.0, 11.928571428571429)"
15-12-2022 11:07:55.018002,"(8.0, 11.5, 11.26)","(2.7, 3.05, 3.02265625)","(21.0, 34.0, 27.23076923076923)","(16.0, 25.0, 21.923076923076923)","(4.8, 6.2, 6.183333333333334)","(3.3, 4.1, 4.025)","(8.5, 12.5, 11.928571428571429)"
15-12-2022 11:07:56.119836,"(8.0, 11.5, 11.26)","(2.7, 3.05, 3.02265625)","(21.0, 34.0, 27.23076923076923)","(16.0, 25.0, 21.470588235294116)","(4.8, 6.2, 6.183333333333334)","(3.3, 4.2, 4.090625)","(8.5, 12.5, 11.928571428571429)"
15-12-2022 11:07:57.185087,"(8.0, 11.5, 11.26)","(2.7, 3.05, 3.02265625)","(21.0, 34.0, 27.23076923076923)","(16.0, 25.0, 21.470588235294116)","(4.8, 6.2, 6.325925925925926)","(3.3, 4.2, 4.125)","(8.5, 12.5, 11.928571428571429)"
15-12-2022 11:07:58.239301,"(8.0, 11.5, 11.26)","(2.7, 3.05, 3.02265625)","(21.0, 32.0, 28.0)","(16.0, 25.0, 21.470588235294116)","(4.8, 6.4, 6.325925925925926)","(3.3, 4.2, 4.125)","(8.5, 12.5, 11.833333333333334)"
15-12-2022 11:07:59.270169,"(8.0, 11.5, 11.26)","(2.7, 3.05, 3.02265625)","(21.0, 32.0, 27.833333333333332)","(16.0, 25.0, 21.470588235294116)","(4.8, 6.4, 6.325925925925926)","(3.3, 4.2, 4.125)","(8.5, 12.5, 11.75)"
15-12-2022 11:08:00.241387,"(8.0, 11.5, 11.26)","(2.7, 3.05, 3.02265625)","(21.0, 32.0, 27.833333333333332)","(16.0, 25.0, 21.923076923076923)","(4.8, 6.4, 6.325925925925926)","(3.3, 4.2, 4.125)","(8.5, 12.5, 11.9375)"
15-12-2022 11:08:01.324820,"(8.0, 11.5, 11.26)","(2.7, 3.05, 3.02265625)","(21.0, 32.0, 28.0)","(16.0, 25.0, 21.470588235294116)","(4.8, 6.4, 6.325925925925926)","(3.3, 4.2, 3.9783333333333335)","(8.5, 12.5, 11.9)"
15-12-2022 11:08:02.356574,"(8.0, 11.5, 11.26)","(2.7, 3.05, 3.02265625)","(21.0, 32.0, 28.0)","(16.0, 25.0, 21.470588235294116)","(4.8, 6.4, 6.279069767441861)","(3.3, 4.2, 3.9958333333333336)","(8.5, 12.5, 11.5625)"
15-12-2022 11:08:03.458684,"(8.0, 11.5, 11.18421052631579)","(2.7, 3.05, 3.02265625)","(21.0, 32.0, 28.0)","(16.0, 25.0, 21.571428571428573)","(4.8, 6.4, 6.305263157894737)","(3.3, 4.2, 4.010416666666667)","(8.5, 12.5, 11.6)"
15-12-2022 11:08:04.499217,"(8.0, 11.5, 11.287878787878787)","(2.7, 3.05, 3.0164)","(21.0, 32.0, 28.0)","(16.0, 25.0, 21.666666666666668)","(4.8, 6.4, 6.305263157894737)","(3.3, 4.2, 4.010416666666667)","(8.5, 12.5, 11.6)"
15-12-2022 11:08:05.633651,"(8.0, 11.5, 11.305555555555555)","(2.7, 3.05, 3.0164)","(21.0, 32.0, 28.0)","(16.0, 25.0, 21.666666666666668)","(4.8, 6.4, 6.305263157894737)","(3.3, 4.2, 4.010416666666667)","(8.5, 11.5, 11.157894736842104)"
15-12-2022 11:08:06.687082,"(8.0, 11.5, 11.32857142857143)","(2.7, 3.05, 3.0164)","(21.0, 32.0, 28.0)","(16.0, 25.0, 21.666666666666668)","(4.8, 6.4, 6.305263157894737)","(3.3, 4.2, 4.010416666666667)","(8.5, 11.5, 11.157894736842104)"
15-12-2022 11:08:07.766242,"(8.0, 11.5, 11.333333333333334)","(2.7, 3.05, 3.0164)","(21.0, 32.0, 28.0)","(16.0, 25.0, 21.5)","(4.8, 6.4, 6.305263157894737)","(3.3, 4.2, 4.010416666666667)","(8.5, 11.5, 11.157894736842104)"
15-12-2022 11:08:08.875782,"(8.0, 11.5, 11.333333333333334)","(2.7, 3.05, 3.0164)","(21.0, 32.0, 28.0)","(16.0, 25.0, 21.5)","(4.8, 6.4, 6.305263157894737)","(3.3, 4.2, 4.010416666666667)","(8.5, 11.5, 11.1875)"
15-12-2022 11:08:09.880694,"(8.0, 11.5, 11.333333333333334)","(2.7, 3.05, 3.0164)","(21.0, 32.0, 28.0)","(16.0, 25.0, 21.5)","(4.8, 6.4, 6.305263157894737)","(3.3, 4.2, 4.010416666666667)","(8.5, 11.5, 11.9375)"
15-12-2022 11:08:10.862022,"(8.0, 11.5, 11.333333333333334)","(2.7, 3.05, 3.0164)","(21.0, 32.0, 28.0)","(16.0, 25.0, 21.5)","(4.8, 6.4, 6.24)","(3.3, 4.2, 4.010416666666667)","(8.5, 12.0, 11.9375)"
15-12-2022 11:08:11.785028,"(8.0, 11.5, 11.333333333333334)","(2.7, 3.05, 3.0164)","(21.0, 32.0, 28.0)","(16.0, 25.0, 21.5)","(4.8, 6.4, 6.24)","(3.3, 4.2, 4.010416666666667)","(8.5, 12.0, 11.9375)"
15-12-2022 11:08:12.776283,"(8.0, 11.5, 11.333333333333334)","(2.7, 3.05, 3.0164)","(21.0, 32.0, 28.0)","(16.0, 25.0, 21.5)","(4.8, 6.4, 6.24)","(3.3, 4.2, 4.010416666666667)","(8.5, 12.0, 11.894736842105264)"
15-12-2022 11:08:13.880081,"(8.0, 11.5, 11.333333333333334)","(2.7, 3.05, 2.999)","(21.0, 32.0, 28.0)","(16.0, 25.0, 21.31578947368421)","(4.8, 6.4, 6.24)","(3.3, 4.2, 4.0)","(8.5, 12.0, 11.840909090909092)"
15-12-2022 11:08:15.066093,"(8.0, 11.5, 11.333333333333334)","(2.7, 3.0, 2.9752380952380952)","(21.0, 32.0, 28.0)","(16.0, 25.0, 21.818181818181817)","(4.8, 6.4, 6.24)","(3.3, 4.2, 4.018181818181818)","(8.5, 12.0, 11.894736842105264)"
15-12-2022 11:08:16.081307,"(8.0, 11.5, 11.333333333333334)","(2.7, 3.0, 2.9752380952380952)","(21.0, 32.0, 28.0)","(16.0, 25.0, 21.818181818181817)","(4.8, 6.4, 6.24)","(3.3, 4.1, 4.04375)","(8.5, 12.0, 11.894736842105264)"
15-12-2022 11:08:17.145389,"(8.0, 11.5, 11.318181818181818)","(2.7, 3.0, 2.9752380952380952)","(21.0, 32.0, 28.0)","(16.0, 25.0, 21.818181818181817)","(4.8, 6.4, 6.245161290322581)","(3.3, 4.1, 4.04375)","(8.5, 12.0, 11.840909090909092)"
