,Delightful Gnp Nz,Sabreur Nz,Toby Ogara Nz,Secret Operation,Double O Heaven Nz,Animal,Harry Ovens,Steam Cleaned
12-01-2023 15:59:49.455908,"(5.5, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 99999, 99990)","(4.2, 4.6, 4.318518518518519)","(4.2, 99999, 99990)","(3.4, 3.9, 3.68)","(18.0, 26.0, 24.6)","(4.4, 7.6, 7.3428571428571425)"
12-01-2023 15:59:50.676236,"(5.5, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 99999, 99990)","(4.2, 4.6, 4.354838709677419)","(4.2, 99999, 99990)","(3.4, 3.9, 3.68)","(18.0, 26.0, 22.1)","(4.4, 7.6, 7.3428571428571425)"
12-01-2023 15:59:51.968049,"(5.5, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 99999, 99990)","(4.2, 4.6, 4.377777777777777)","(4.2, 99999, 99990)","(3.4, 3.9, 3.68)","(18.0, 26.0, 21.125)","(4.4, 7.6, 7.3428571428571425)"
12-01-2023 15:59:53.127682,"(5.5, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 99999, 99990)","(4.2, 4.6, 4.377777777777777)","(4.2, 99999, 99990)","(3.4, 3.9, 3.68)","(18.0, 26.0, 21.125)","(4.4, 7.6, 7.3428571428571425)"
12-01-2023 15:59:54.407157,"(5.5, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(4.0, 4.6, 4.377777777777777)","(4.2, 99999, 99990)","(3.4, 3.9, 3.68)","(19.0, 26.0, 21.125)","(4.6, 7.6, 7.3428571428571425)"
12-01-2023 15:59:55.763474,"(5.5, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(4.0, 4.6, 4.377777777777777)","(4.2, 99999, 99990)","(3.4, 3.9, 3.68)","(19.0, 26.0, 21.125)","(4.6, 7.6, 7.3428571428571425)"
12-01-2023 15:59:56.970582,"(5.5, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(4.0, 4.6, 4.339130434782609)","(4.2, 99999, 99990)","(3.4, 3.9, 3.68)","(19.0, 26.0, 21.125)","(4.6, 7.6, 7.3428571428571425)"
12-01-2023 15:59:58.234147,"(5.5, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(4.0, 4.6, 4.339130434782609)","(4.2, 99999, 99990)","(3.4, 3.9, 3.68)","(19.0, 26.0, 21.125)","(4.6, 7.6, 7.3428571428571425)"
12-01-2023 15:59:59.469117,"(5.5, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(4.0, 4.6, 4.339130434782609)","(4.2, 99999, 99990)","(3.4, 3.9, 3.68)","(19.0, 26.0, 21.125)","(4.6, 7.6, 7.3428571428571425)"
12-01-2023 16:00:00.634235,"(5.5, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(4.0, 4.6, 4.339130434782609)","(4.2, 99999, 99990)","(3.4, 3.9, 3.68)","(19.0, 26.0, 21.125)","(4.6, 7.6, 7.3428571428571425)"
12-01-2023 16:00:01.752834,"(5.5, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(4.0, 4.6, 4.377777777777777)","(4.2, 99999, 99990)","(3.4, 3.9, 3.68)","(19.0, 26.0, 21.125)","(4.6, 7.6, 7.3428571428571425)"
12-01-2023 16:00:02.881206,"(5.5, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(4.0, 4.6, 4.377777777777777)","(4.2, 99999, 99990)","(3.4, 3.9, 3.68)","(19.0, 26.0, 21.125)","(4.6, 7.6, 7.3428571428571425)"
12-01-2023 16:00:04.032719,"(5.5, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(4.0, 4.6, 4.377777777777777)","(4.2, 99999, 99990)","(3.4, 3.9, 3.68)","(19.0, 26.0, 21.125)","(4.6, 7.6, 7.3428571428571425)"
12-01-2023 16:00:05.072143,"(5.5, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(4.0, 4.6, 4.377777777777777)","(4.2, 99999, 99990)","(3.4, 3.9, 3.68)","(19.0, 26.0, 20.75)","(4.6, 7.6, 7.3428571428571425)"
12-01-2023 16:00:06.209368,"(5.5, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(4.0, 4.6, 4.377777777777777)","(4.2, 99999, 99990)","(3.4, 3.9, 3.68)","(19.0, 26.0, 20.75)","(4.6, 7.6, 7.3428571428571425)"
12-01-2023 16:00:07.270056,"(5.5, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(4.0, 4.6, 4.377777777777777)","(4.2, 99999, 99990)","(3.4, 3.9, 3.68)","(19.0, 26.0, 20.75)","(4.6, 7.6, 7.3428571428571425)"
12-01-2023 16:00:08.289885,"(5.5, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(4.0, 4.6, 4.377777777777777)","(4.2, 99999, 99990)","(3.4, 3.9, 3.68)","(19.0, 26.0, 20.75)","(4.6, 7.6, 7.3428571428571425)"
12-01-2023 16:00:09.368056,"(5.5, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(4.0, 4.6, 4.377777777777777)","(4.2, 99999, 99990)","(3.4, 3.9, 3.68)","(19.0, 26.0, 23.0)","(4.6, 7.6, 7.3428571428571425)"
12-01-2023 16:00:10.552011,"(5.5, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(4.0, 4.6, 4.377777777777777)","(4.2, 99999, 99990)","(3.4, 3.9, 3.68)","(19.0, 26.0, 23.0)","(4.6, 7.6, 7.3428571428571425)"
12-01-2023 16:00:11.698272,"(5.5, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(4.0, 4.6, 4.36)","(4.2, 99999, 99990)","(3.4, 3.9, 3.68)","(19.0, 26.0, 23.0)","(4.6, 7.6, 7.7272727272727275)"
12-01-2023 16:00:12.790830,"(5.5, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(4.0, 4.6, 4.305882352941177)","(4.2, 99999, 99990)","(3.4, 3.9, 3.68)","(17.0, 26.0, 23.0)","(5.0, 8.0, 7.785714285714286)"
12-01-2023 16:00:13.882827,"(7.0, 99999, 99990)","(71.0, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 4.4, 4.305882352941177)","(4.2, 99999, 99990)","(3.3, 3.9, 3.68)","(17.0, 26.0, 23.0)","(5.0, 8.0, 7.785714285714286)"
12-01-2023 16:00:14.969757,"(7.0, 99999, 99990)","(71.0, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 4.4, 4.305882352941177)","(4.2, 99999, 99990)","(3.3, 3.9, 3.68)","(17.0, 26.0, 23.0)","(5.0, 8.0, 7.785714285714286)"
12-01-2023 16:00:16.108215,"(7.0, 99999, 99990)","(71.0, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 4.4, 4.266666666666667)","(4.2, 99999, 99990)","(3.3, 3.9, 3.7625)","(17.0, 26.0, 23.0)","(5.0, 8.0, 7.785714285714286)"
12-01-2023 16:00:17.295478,"(7.0, 99999, 99990)","(71.0, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 4.4, 4.266666666666667)","(4.2, 99999, 99990)","(3.3, 3.9, 3.7625)","(17.0, 26.0, 23.0)","(5.0, 8.0, 7.785714285714286)"
12-01-2023 16:00:18.406942,"(7.0, 99999, 99990)","(71.0, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 4.4, 4.266666666666667)","(4.2, 99999, 99990)","(3.3, 3.9, 3.7625)","(17.0, 26.0, 23.0)","(5.0, 8.0, 7.785714285714286)"
12-01-2023 16:00:19.524688,"(7.0, 99999, 99990)","(71.0, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 4.4, 4.266666666666667)","(4.2, 99999, 99990)","(3.3, 3.9, 3.7625)","(17.0, 26.0, 23.0)","(5.0, 8.0, 7.785714285714286)"
12-01-2023 16:00:20.636399,"(7.0, 99999, 99990)","(71.0, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 4.4, 4.266666666666667)","(4.2, 99999, 99990)","(3.3, 3.9, 3.7625)","(17.0, 26.0, 23.0)","(5.0, 8.0, 7.785714285714286)"
12-01-2023 16:00:21.737733,"(7.0, 99999, 99990)","(71.0, 99999, 99990)","(26.0, 99999, 99990)","(3.9, 4.4, 4.266666666666667)","(4.2, 99999, 99990)","(3.3, 3.9, 3.7625)","(17.0, 26.0, 23.0)","(5.0, 8.0, 7.785714285714286)"
12-01-2023 16:00:22.963960,"(7.0, 99999, 99990)","(71.0, 99999, 99990)","(26.0, 99999, 99990)","(3.8, 4.4, 4.266666666666667)","(4.2, 99999, 99990)","(3.2, 3.9, 3.7625)","(17.0, 26.0, 23.0)","(5.0, 8.0, 7.785714285714286)"
12-01-2023 16:00:24.103736,"(7.0, 99999, 99990)","(71.0, 99999, 99990)","(26.0, 99999, 99990)","(3.8, 4.4, 4.266666666666667)","(4.2, 99999, 99990)","(3.2, 3.9, 3.7625)","(17.0, 26.0, 23.0)","(5.0, 8.0, 7.785714285714286)"
12-01-2023 16:00:25.287415,"(7.0, 99999, 99990)","(71.0, 99999, 99990)","(26.0, 99999, 99990)","(3.8, 4.4, 4.266666666666667)","(4.2, 99999, 99990)","(3.2, 3.9, 3.7625)","(17.0, 26.0, 23.0)","(5.0, 8.0, 7.785714285714286)"
12-01-2023 16:00:26.433410,"(7.0, 99999, 99990)","(71.0, 99999, 99990)","(26.0, 99999, 99990)","(3.8, 4.4, 4.266666666666667)","(4.2, 99999, 99990)","(3.2, 3.9, 3.7625)","(17.0, 26.0, 22.5)","(5.0, 8.0, 7.785714285714286)"
12-01-2023 16:00:27.528449,"(7.0, 99999, 99990)","(71.0, 99999, 99990)","(26.0, 99999, 99990)","(3.8, 4.4, 4.266666666666667)","(4.2, 99999, 99990)","(3.2, 3.9, 3.7625)","(17.0, 26.0, 22.5)","(5.0, 8.0, 8.37142857142857)"
12-01-2023 16:00:28.664463,"(7.0, 99999, 99990)","(71.0, 99999, 99990)","(26.0, 99999, 99990)","(3.8, 4.4, 4.271428571428571)","(4.2, 99999, 99990)","(3.2, 3.9, 3.7625)","(17.0, 26.0, 22.5)","(5.0, 8.6, 8.280000000000001)"
12-01-2023 16:00:29.817493,"(7.0, 99999, 99990)","(71.0, 99999, 99990)","(26.0, 99999, 99990)","(3.8, 4.4, 4.285714285714286)","(4.2, 99999, 99990)","(3.2, 3.9, 3.7625)","(17.0, 26.0, 23.0)","(5.0, 8.4, 8.280000000000001)"
12-01-2023 16:00:30.927296,"(7.0, 99999, 99990)","(71.0, 99999, 99990)","(26.0, 99999, 99990)","(3.8, 4.4, 4.285714285714286)","(4.2, 99999, 99990)","(3.2, 3.9, 3.7625)","(17.0, 25.0, 23.0)","(5.0, 8.4, 8.280000000000001)"
12-01-2023 16:00:32.041434,"(7.0, 99999, 99990)","(71.0, 99999, 99990)","(26.0, 99999, 99990)","(3.8, 4.4, 4.285714285714286)","(4.2, 99999, 99990)","(3.2, 3.9, 3.7625)","(17.0, 25.0, 23.0)","(5.0, 8.4, 8.280000000000001)"
12-01-2023 16:00:33.229214,"(7.0, 99999, 99990)","(71.0, 99999, 99990)","(26.0, 99999, 99990)","(3.8, 4.4, 4.1975)","(4.2, 99999, 99990)","(3.2, 3.9, 3.7625)","(17.0, 25.0, 23.8)","(5.0, 8.4, 8.280000000000001)"
12-01-2023 16:00:34.379659,"(7.0, 99999, 99990)","(71.0, 99999, 99990)","(26.0, 99999, 99990)","(3.8, 4.4, 4.152941176470589)","(4.2, 99999, 99990)","(3.2, 3.9, 3.7625)","(17.0, 25.0, 23.8)","(5.0, 8.4, 8.280000000000001)"
12-01-2023 16:00:35.484175,"(7.0, 99999, 99990)","(71.0, 99999, 99990)","(26.0, 99999, 99990)","(3.8, 4.2, 4.152941176470589)","(4.2, 99999, 99990)","(3.2, 3.9, 3.7625)","(17.0, 25.0, 23.8)","(5.0, 8.4, 8.280000000000001)"
12-01-2023 16:00:36.566864,"(7.0, 99999, 99990)","(71.0, 99999, 99990)","(26.0, 99999, 99990)","(3.8, 4.2, 4.152941176470589)","(4.2, 99999, 99990)","(3.2, 3.9, 3.7625)","(17.0, 25.0, 23.8)","(5.0, 8.4, 8.280000000000001)"
12-01-2023 16:00:37.693295,"(7.0, 99999, 99990)","(71.0, 99999, 99990)","(26.0, 99999, 99990)","(3.8, 4.2, 4.152941176470589)","(4.2, 99999, 99990)","(3.2, 3.9, 3.7625)","(17.0, 25.0, 23.8)","(5.0, 8.4, 8.280000000000001)"
12-01-2023 16:00:38.850179,"(7.0, 99999, 99990)","(71.0, 99999, 99990)","(26.0, 99999, 99990)","(3.8, 4.2, 4.152941176470589)","(4.2, 99999, 99990)","(3.2, 3.9, 3.7625)","(17.0, 25.0, 23.8)","(5.0, 8.4, 8.280000000000001)"
12-01-2023 16:00:40.034348,"(7.0, 99999, 99990)","(71.0, 99999, 99990)","(26.0, 99999, 99990)","(3.8, 4.2, 4.152941176470589)","(4.2, 99999, 99990)","(3.2, 3.9, 3.7625)","(17.0, 25.0, 23.8)","(5.0, 8.4, 8.280000000000001)"
12-01-2023 16:00:41.181454,"(7.0, 99999, 99990)","(71.0, 99999, 99990)","(26.0, 99999, 99990)","(3.8, 4.2, 4.152941176470589)","(4.2, 99999, 99990)","(3.2, 3.9, 3.7625)","(17.0, 25.0, 23.8)","(5.0, 8.4, 8.280000000000001)"
12-01-2023 16:00:42.330863,"(7.0, 99999, 99990)","(71.0, 99999, 99990)","(26.0, 99999, 99990)","(3.8, 4.2, 4.085714285714285)","(4.2, 99999, 99990)","(3.2, 3.9, 3.7625)","(17.0, 25.0, 23.8)","(5.0, 8.4, 8.280000000000001)"
12-01-2023 16:00:43.441338,"(7.0, 99999, 99990)","(71.0, 99999, 99990)","(26.0, 99999, 99990)","(3.8, 4.2, 4.085714285714285)","(4.2, 99999, 99990)","(3.2, 3.9, 3.7625)","(17.0, 25.0, 23.8)","(5.0, 8.4, 8.280000000000001)"
12-01-2023 16:00:44.461638,"(7.0, 99999, 99990)","(71.0, 99999, 99990)","(26.0, 99999, 99990)","(3.8, 4.2, 4.042857142857143)","(4.2, 99999, 99990)","(3.2, 3.9, 3.7625)","(17.0, 25.0, 23.166666666666668)","(5.0, 8.4, 8.280000000000001)"
12-01-2023 16:00:45.531373,"(7.0, 99999, 99990)","(71.0, 99999, 99990)","(26.0, 99999, 99990)","(3.8, 4.2, 4.042857142857143)","(4.2, 99999, 99990)","(3.2, 3.9, 3.7625)","(17.0, 25.0, 23.166666666666668)","(5.0, 8.4, 8.280000000000001)"
12-01-2023 16:00:46.679979,"(7.0, 99999, 99990)","(71.0, 99999, 99990)","(26.0, 99999, 99990)","(3.8, 4.2, 4.042857142857143)","(4.2, 99999, 99990)","(3.2, 3.7, 3.5833333333333335)","(17.0, 25.0, 23.166666666666668)","(5.0, 8.4, 8.280000000000001)"
12-01-2023 16:00:47.902291,"(7.0, 99999, 99990)","(71.0, 99999, 99990)","(26.0, 99999, 99990)","(3.8, 4.2, 4.042857142857143)","(4.2, 99999, 99990)","(3.2, 3.85, 3.681578947368421)","(17.0, 25.0, 23.166666666666668)","(5.0, 8.4, 8.280000000000001)"
12-01-2023 16:00:49.099365,"(7.0, 99999, 99990)","(71.0, 99999, 99990)","(26.0, 99999, 99990)","(3.8, 4.3, 4.275)","(4.2, 99999, 99990)","(3.2, 3.85, 3.6366666666666667)","(17.0, 25.0, 23.166666666666668)","(5.0, 8.4, 8.280000000000001)"
12-01-2023 16:00:50.275330,"(7.0, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(3.7, 4.2, 4.014285714285714)","(4.2, 99999, 99990)","(3.2, 3.85, 3.6366666666666667)","(17.0, 25.0, 22.8)","(5.0, 8.4, 8.280000000000001)"
12-01-2023 16:00:51.411821,"(7.0, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(3.7, 4.2, 4.014285714285714)","(4.2, 99999, 99990)","(3.2, 3.85, 3.6366666666666667)","(17.0, 25.0, 23.333333333333332)","(5.0, 8.4, 8.280000000000001)"
12-01-2023 16:00:52.516145,"(7.0, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(3.7, 4.2, 4.014285714285714)","(4.2, 99999, 99990)","(3.2, 3.85, 3.681578947368421)","(17.0, 25.0, 23.88888888888889)","(5.0, 8.4, 8.280000000000001)"
12-01-2023 16:00:53.710035,"(7.0, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(3.7, 4.2, 4.014285714285714)","(4.2, 99999, 99990)","(3.2, 3.85, 3.681578947368421)","(17.0, 25.0, 23.857142857142858)","(5.0, 8.4, 8.280000000000001)"
12-01-2023 16:00:54.941697,"(7.0, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(3.7, 4.2, 3.9666666666666663)","(4.2, 99999, 99990)","(3.2, 3.85, 3.6366666666666667)","(17.0, 25.0, 25.166666666666668)","(5.0, 8.4, 8.280000000000001)"
12-01-2023 16:00:56.125297,"(7.0, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(3.7, 4.1, 3.9555555555555557)","(4.2, 99999, 99990)","(3.2, 3.85, 3.6366666666666667)","(17.0, 26.0, 25.0)","(5.0, 8.4, 8.280000000000001)"
12-01-2023 16:00:57.336761,"(7.0, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(3.7, 4.0, 3.895833333333333)","(4.2, 99999, 99990)","(3.2, 3.85, 3.681578947368421)","(17.0, 27.0, 25.88888888888889)","(5.0, 8.4, 8.280000000000001)"
12-01-2023 16:00:58.529592,"(7.0, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(3.7, 3.9, 3.892857142857143)","(4.2, 99999, 99990)","(3.2, 3.85, 3.681578947368421)","(17.0, 27.0, 25.88888888888889)","(5.0, 8.4, 8.280000000000001)"
12-01-2023 16:00:59.574863,"(7.0, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(3.7, 3.9, 3.892857142857143)","(4.2, 99999, 99990)","(3.2, 3.85, 3.681578947368421)","(17.0, 27.0, 25.88888888888889)","(5.0, 8.4, 8.280000000000001)"
12-01-2023 16:01:00.746941,"(7.0, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(3.7, 3.9, 3.8833333333333333)","(4.2, 99999, 99990)","(3.2, 3.85, 3.681578947368421)","(17.0, 27.0, 26.375)","(5.0, 8.4, 8.280000000000001)"
12-01-2023 16:01:01.905866,"(7.0, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(3.7, 3.9, 3.893333333333333)","(4.2, 99999, 99990)","(3.2, 3.85, 3.69)","(17.0, 27.0, 26.375)","(5.0, 8.4, 8.280000000000001)"
12-01-2023 16:01:03.117055,"(7.0, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(3.7, 3.9, 3.893333333333333)","(4.2, 99999, 99990)","(3.2, 3.85, 3.6653846153846157)","(17.0, 27.0, 26.0)","(5.0, 8.4, 8.280000000000001)"
12-01-2023 16:01:04.311126,"(7.0, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(3.6, 3.9, 3.892857142857143)","(4.2, 99999, 99990)","(3.2, 3.85, 3.6653846153846157)","(17.0, 27.0, 26.0)","(5.0, 8.4, 7.92)"
12-01-2023 16:01:05.476656,"(7.0, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(3.6, 3.9, 3.892857142857143)","(4.2, 99999, 99990)","(3.2, 3.85, 3.6653846153846157)","(17.0, 27.0, 25.0)","(5.0, 8.4, 7.92)"
12-01-2023 16:01:06.644453,"(7.0, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(3.6, 3.9, 3.892857142857143)","(4.2, 99999, 99990)","(3.2, 3.85, 3.6653846153846157)","(17.0, 27.0, 25.0)","(5.0, 8.4, 7.92)"
12-01-2023 16:01:07.765471,"(7.0, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(3.6, 3.9, 3.875)","(4.2, 99999, 99990)","(3.2, 3.85, 3.6653846153846157)","(17.0, 27.0, 26.333333333333332)","(5.0, 8.4, 7.92)"
12-01-2023 16:01:08.887774,"(7.0, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(3.6, 3.9, 3.875)","(4.2, 99999, 99990)","(3.2, 3.85, 3.6653846153846157)","(17.0, 27.0, 26.333333333333332)","(5.0, 8.4, 7.92)"
12-01-2023 16:01:10.142919,"(7.0, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(3.6, 3.9, 3.875)","(4.2, 99999, 99990)","(3.2, 3.85, 3.675)","(17.0, 27.0, 26.333333333333332)","(5.0, 8.4, 7.92)"
12-01-2023 16:01:11.364827,"(7.0, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(3.6, 3.9, 3.875)","(4.2, 99999, 99990)","(3.2, 3.85, 3.71)","(17.0, 27.0, 26.333333333333332)","(5.0, 8.4, 7.92)"
12-01-2023 16:01:12.551435,"(7.0, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(3.6, 3.9, 3.8785714285714286)","(4.2, 99999, 99990)","(3.2, 3.85, 3.71)","(17.0, 27.0, 26.857142857142858)","(5.0, 8.4, 7.74)"
12-01-2023 16:01:13.788996,"(7.0, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(3.6, 3.9, 3.835714285714286)","(4.2, 99999, 99990)","(3.2, 3.85, 3.71)","(17.0, 28.0, 27.0)","(5.0, 8.4, 7.74)"
12-01-2023 16:01:14.864352,"(7.0, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(3.6, 3.85, 3.835)","(4.2, 99999, 99990)","(3.2, 3.85, 3.71)","(17.0, 28.0, 27.5)","(5.0, 8.4, 8.03076923076923)"
12-01-2023 16:01:15.890455,"(7.0, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(3.6, 3.85, 3.835)","(4.2, 99999, 99990)","(3.2, 3.85, 3.71)","(17.0, 28.0, 27.5)","(5.0, 8.4, 8.03076923076923)"
12-01-2023 16:01:17.058442,"(7.0, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(3.6, 3.85, 3.848076923076923)","(4.2, 99999, 99990)","(3.2, 3.85, 3.71)","(17.0, 28.0, 34.0)","(5.0, 8.4, 8.03076923076923)"
12-01-2023 16:01:18.137574,"(7.0, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(3.6, 3.85, 3.8423076923076924)","(4.2, 99999, 99990)","(3.2, 3.85, 3.71)","(17.0, 42.0, 34.0)","(5.0, 8.4, 8.03076923076923)"
12-01-2023 16:01:19.271427,"(7.0, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(3.6, 3.85, 3.8423076923076924)","(4.2, 99999, 99990)","(3.2, 3.85, 3.71)","(17.0, 42.0, 33.0)","(5.0, 8.4, 8.03076923076923)"
12-01-2023 16:01:20.391428,"(7.0, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(3.6, 3.85, 3.8423076923076924)","(4.2, 99999, 99990)","(3.2, 3.85, 3.71)","(17.0, 40.0, 36.0)","(5.0, 8.4, 8.018181818181818)"
12-01-2023 16:01:21.445095,"(7.0, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(3.6, 3.85, 3.845833333333333)","(4.2, 99999, 99990)","(3.2, 3.85, 3.71)","(17.0, 38.0, 36.0)","(5.0, 8.2, 8.018181818181818)"
12-01-2023 16:01:22.683982,"(7.0, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(3.6, 3.85, 3.845833333333333)","(4.2, 99999, 99990)","(3.2, 3.85, 3.71)","(17.0, 38.0, 36.0)","(5.0, 8.2, 8.018181818181818)"
12-01-2023 16:01:23.920936,"(7.0, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(3.6, 3.85, 3.845833333333333)","(4.2, 99999, 99990)","(3.2, 3.85, 3.71)","(17.0, 38.0, 31.0)","(5.0, 8.2, 8.018181818181818)"
12-01-2023 16:01:25.326685,"(7.0, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(3.6, 3.85, 3.838888888888889)","(4.2, 99999, 99990)","(3.2, 3.85, 3.71)","(17.0, 36.0, 30.444444444444443)","(5.0, 8.2, 7.835294117647059)"
12-01-2023 16:01:26.583773,"(7.0, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(3.6, 3.85, 3.8474358974358975)","(4.2, 99999, 99990)","(3.2, 3.85, 3.71)","(17.0, 34.0, 30.545454545454547)","(5.0, 8.4, 7.835294117647059)"
12-01-2023 16:01:27.764610,"(7.0, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(3.6, 3.85, 3.848076923076923)","(4.2, 99999, 99990)","(3.2, 3.85, 3.71)","(17.0, 36.0, 30.545454545454547)","(5.0, 8.4, 7.835294117647059)"
12-01-2023 16:01:28.918351,"(7.0, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(3.6, 3.85, 3.835714285714286)","(4.2, 99999, 99990)","(3.2, 3.85, 3.71)","(17.0, 36.0, 31.714285714285715)","(5.0, 8.4, 8.018181818181818)"
12-01-2023 16:01:30.095083,"(7.0, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(3.6, 3.85, 3.8444444444444446)","(4.2, 99999, 99990)","(3.2, 3.85, 3.71)","(17.0, 34.0, 30.0)","(5.0, 8.2, 8.018181818181818)"
12-01-2023 16:01:31.337545,"(7.0, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(3.6, 3.85, 3.8444444444444446)","(4.2, 99999, 99990)","(3.2, 3.85, 3.71)","(17.0, 34.0, 30.0)","(5.0, 8.2, 8.018181818181818)"
12-01-2023 16:01:32.601638,"(7.0, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(3.6, 3.85, 3.845833333333333)","(4.2, 99999, 99990)","(3.2, 3.85, 3.71)","(17.0, 34.0, 29.0)","(5.0, 8.2, 8.018181818181818)"
12-01-2023 16:01:33.774576,"(7.0, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(3.6, 3.85, 3.845833333333333)","(4.2, 99999, 99990)","(3.2, 3.85, 3.71)","(17.0, 34.0, 29.0)","(5.0, 8.2, 8.018181818181818)"
12-01-2023 16:01:34.891510,"(7.5, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(3.5, 3.85, 3.8471428571428574)","(4.2, 99999, 99990)","(3.2, 3.85, 3.71)","(18.0, 34.0, 29.0)","(5.5, 8.2, 8.018181818181818)"
12-01-2023 16:01:36.053590,"(7.5, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(3.5, 3.85, 3.847058823529412)","(4.2, 99999, 99990)","(3.2, 3.85, 3.71)","(18.0, 34.0, 27.5)","(5.5, 8.2, 8.018181818181818)"
12-01-2023 16:01:37.299002,"(7.5, 99999, 99990)","(81.0, 99999, 99990)","(26.0, 99999, 99990)","(3.5, 3.85, 3.825)","(4.2, 99999, 99990)","(3.2, 3.85, 3.71)","(18.0, 32.0, 29.0)","(5.5, 8.2, 8.018181818181818)"
