,Venting,Stately Star,Laelaps,Alchian,Sheezabigdeel,Master Of Zerprise,Sports Idol,Raise The Colours,If You Leave,Albanian Eagle,Chattering,Bungalally Babe
06-01-2023 13:55:47.345535,"(10.0, 14.5, 14.391304347826086)","(13.0, 14.0, 13.783333333333333)","(4.6, 5.1, 5.053125)","(6.5, 8.0, 7.676190476190476)","(4.8, 5.6, 5.5288135593220336)","(19.0, 32.0, 29.25)","(18.0, 23.0, 22.7)","(8.0, 11.0, 10.662162162162161)","(11.0, 13.0, 12.329268292682928)","(10.0, 13.0, 12.136363636363637)","(41.0, 60.0, 56.25)","(91.0, 130.0, 129.0)"
06-01-2023 13:55:48.855631,"(10.0, 14.5, 14.395833333333334)","(12.0, 14.0, 13.883333333333333)","(4.6, 5.2, 5.051908396946565)","(6.5, 8.0, 7.676190476190476)","(4.8, 5.6, 5.5288135593220336)","(19.0, 32.0, 28.956521739130434)","(18.0, 23.0, 22.7)","(8.0, 11.0, 10.662162162162161)","(11.0, 12.5, 12.329268292682928)","(10.0, 13.0, 12.136363636363637)","(41.0, 60.0, 56.470588235294116)","(91.0, 130.0, 129.0)"
06-01-2023 13:55:50.190354,"(10.0, 14.5, 14.431818181818182)","(12.0, 14.0, 13.883333333333333)","(4.6, 5.2, 5.053125)","(6.5, 8.0, 7.719298245614035)","(4.8, 5.6, 5.5288135593220336)","(19.0, 32.0, 28.956521739130434)","(18.0, 23.0, 22.7)","(8.0, 11.0, 10.662162162162161)","(11.0, 12.5, 12.710526315789474)","(10.0, 13.0, 12.136363636363637)","(41.0, 60.0, 56.470588235294116)","(91.0, 130.0, 129.0)"
06-01-2023 13:55:51.684366,"(10.0, 14.5, 14.431818181818182)","(12.0, 14.0, 13.883333333333333)","(4.6, 5.2, 5.053125)","(6.5, 8.0, 7.565517241379311)","(4.8, 5.6, 5.5288135593220336)","(19.0, 32.0, 30.0)","(18.0, 23.0, 22.7)","(8.0, 11.0, 10.662162162162161)","(11.0, 13.0, 12.642857142857142)","(10.0, 13.0, 12.136363636363637)","(41.0, 60.0, 56.25)","(91.0, 130.0, 129.0)"
06-01-2023 13:55:53.158245,"(10.0, 14.5, 14.431818181818182)","(12.0, 14.0, 13.533333333333333)","(4.6, 5.2, 5.051908396946565)","(6.5, 8.0, 7.565517241379311)","(4.8, 5.6, 5.5288135593220336)","(19.0, 32.0, 30.0)","(18.0, 23.0, 23.11111111111111)","(8.0, 11.0, 10.662162162162161)","(11.0, 13.0, 12.635135135135135)","(10.0, 13.0, 12.136363636363637)","(41.0, 60.0, 56.25)","(91.0, 130.0, 129.0)"
06-01-2023 13:55:54.622229,"(10.0, 15.5, 15.23913043478261)","(12.0, 14.0, 13.391304347826086)","(4.6, 5.2, 5.053125)","(6.5, 8.0, 7.565517241379311)","(4.8, 5.6, 5.5288135593220336)","(19.0, 32.0, 30.0)","(18.0, 24.0, 23.272727272727273)","(8.0, 11.0, 10.662162162162161)","(11.0, 13.0, 12.635135135135135)","(10.0, 13.0, 12.277777777777779)","(41.0, 60.0, 53.214285714285715)","(91.0, 130.0, 129.0)"
06-01-2023 13:55:56.148030,"(10.0, 15.0, 15.142857142857142)","(12.0, 14.0, 13.285714285714286)","(4.6, 5.2, 5.080952380952381)","(6.5, 8.0, 7.709090909090909)","(4.8, 5.6, 5.532258064516129)","(19.0, 32.0, 30.0)","(18.0, 24.0, 23.555555555555557)","(8.0, 11.0, 10.642857142857142)","(11.0, 13.0, 12.651515151515152)","(10.0, 12.5, 12.277777777777779)","(41.0, 55.0, 53.214285714285715)","(91.0, 130.0, 129.0)"
06-01-2023 13:55:57.939367,"(10.0, 15.5, 15.142857142857142)","(12.0, 13.5, 13.285714285714286)","(4.6, 5.1, 5.080952380952381)","(6.5, 7.8, 7.709090909090909)","(4.8, 5.6, 5.532258064516129)","(19.0, 32.0, 30.0)","(18.0, 24.0, 23.555555555555557)","(8.0, 11.0, 10.642857142857142)","(11.0, 13.0, 12.651515151515152)","(10.0, 12.5, 12.277777777777779)","(41.0, 55.0, 53.75)","(91.0, 130.0, 129.0)"
06-01-2023 13:55:59.653380,"(10.0, 15.5, 15.142857142857142)","(12.0, 13.5, 13.333333333333334)","(4.6, 5.1, 5.080952380952381)","(6.5, 7.8, 7.709090909090909)","(4.8, 5.6, 5.5288135593220336)","(19.0, 32.0, 30.0)","(18.0, 24.0, 23.555555555555557)","(8.5, 11.0, 10.662162162162161)","(11.0, 13.0, 12.651515151515152)","(10.0, 12.5, 12.277777777777779)","(41.0, 55.0, 53.75)","(91.0, 130.0, 129.28571428571428)"
06-01-2023 13:56:01.421937,"(10.0, 15.5, 15.142857142857142)","(12.0, 14.0, 13.307692307692308)","(4.6, 5.1, 5.081818181818181)","(6.5, 7.8, 7.709090909090909)","(4.8, 5.6, 5.5288135593220336)","(19.0, 32.0, 29.733333333333334)","(18.0, 24.0, 23.555555555555557)","(8.5, 11.0, 10.662162162162161)","(11.0, 13.0, 12.366666666666667)","(10.0, 12.5, 12.277777777777779)","(41.0, 55.0, 53.75)","(91.0, 130.0, 129.28571428571428)"
06-01-2023 13:56:03.128697,"(10.0, 15.5, 15.318181818181818)","(12.0, 14.0, 13.3)","(4.6, 5.1, 5.051111111111111)","(6.5, 7.8, 7.838461538461538)","(4.8, 5.6, 5.539130434782608)","(19.0, 30.0, 30.666666666666668)","(18.0, 24.0, 23.555555555555557)","(8.5, 11.0, 10.789473684210526)","(11.0, 12.5, 12.378048780487806)","(10.0, 13.0, 12.423076923076923)","(41.0, 60.0, 57.142857142857146)","(91.0, 130.0, 129.28571428571428)"
06-01-2023 13:56:04.686115,"(10.0, 15.5, 15.318181818181818)","(12.0, 13.5, 13.196969696969697)","(4.6, 5.1, 5.051111111111111)","(6.5, 8.0, 7.859999999999999)","(4.8, 5.6, 5.466666666666667)","(19.0, 32.0, 30.933333333333334)","(18.0, 24.0, 23.555555555555557)","(8.5, 11.0, 10.77659574468085)","(11.0, 12.5, 12.378048780487806)","(10.0, 13.0, 12.423076923076923)","(41.0, 60.0, 53.57142857142857)","(91.0, 130.0, 129.28571428571428)"
06-01-2023 13:56:06.154814,"(10.0, 15.5, 15.34375)","(12.0, 13.5, 12.909090909090908)","(4.6, 5.1, 5.051111111111111)","(6.5, 8.0, 7.825)","(4.8, 5.5, 5.466666666666667)","(19.0, 32.0, 31.238095238095237)","(19.0, 24.0, 23.555555555555557)","(8.5, 11.0, 10.77659574468085)","(11.0, 12.5, 12.378048780487806)","(10.0, 13.0, 12.615384615384615)","(41.0, 60.0, 53.57142857142857)","(91.0, 130.0, 129.28571428571428)"
06-01-2023 13:56:07.717245,"(10.0, 15.5, 15.241379310344827)","(12.0, 13.5, 12.909090909090908)","(4.6, 5.1, 5.051111111111111)","(6.5, 8.0, 8.149999999999999)","(4.8, 5.5, 5.466666666666667)","(19.0, 32.0, 31.238095238095237)","(19.0, 24.0, 23.272727272727273)","(8.5, 11.0, 10.77659574468085)","(11.0, 12.5, 12.21830985915493)","(10.0, 13.0, 12.615384615384615)","(41.0, 60.0, 53.57142857142857)","(91.0, 130.0, 136.42857142857142)"
06-01-2023 13:56:09.153005,"(10.0, 15.5, 15.1875)","(12.0, 13.5, 12.78125)","(4.6, 5.1, 5.069135802469136)","(6.5, 8.2, 8.211538461538462)","(4.8, 5.5, 5.466666666666667)","(19.0, 32.0, 30.666666666666668)","(19.0, 24.0, 23.272727272727273)","(8.5, 11.0, 10.75531914893617)","(11.0, 12.5, 12.16891891891892)","(10.0, 13.0, 12.615384615384615)","(41.0, 60.0, 53.57142857142857)","(91.0, 140.0, 139.16666666666666)"
06-01-2023 13:56:10.676946,"(10.0, 15.5, 14.78125)","(12.0, 13.0, 12.78125)","(4.6, 5.1, 5.069135802469136)","(6.5, 8.4, 8.20754716981132)","(4.8, 5.5, 5.492307692307692)","(19.0, 32.0, 30.666666666666668)","(19.0, 24.0, 23.272727272727273)","(8.5, 11.0, 10.75531914893617)","(11.0, 12.5, 12.16891891891892)","(10.0, 13.0, 12.615384615384615)","(41.0, 60.0, 53.57142857142857)","(91.0, 140.0, 139.16666666666666)"
06-01-2023 13:56:12.255256,"(10.0, 15.5, 14.976190476190476)","(12.0, 13.0, 13.25)","(4.6, 5.1, 5.067532467532467)","(6.5, 8.4, 8.051851851851852)","(4.8, 5.6, 5.47741935483871)","(18.0, 32.0, 31.0)","(19.0, 24.0, 23.272727272727273)","(8.5, 11.0, 10.75531914893617)","(11.0, 12.5, 12.152482269503546)","(10.0, 13.0, 12.096774193548388)","(41.0, 60.0, 53.57142857142857)","(91.0, 140.0, 139.16666666666666)"
06-01-2023 13:56:13.920548,"(10.0, 15.5, 14.916666666666666)","(12.0, 13.5, 13.235294117647058)","(4.6, 5.1, 5.067532467532467)","(6.5, 8.2, 8.051851851851852)","(4.8, 5.6, 5.47741935483871)","(18.0, 32.0, 30.875)","(19.0, 24.0, 23.1875)","(8.5, 11.0, 10.787037037037036)","(11.0, 12.5, 12.152482269503546)","(10.0, 13.0, 12.282051282051283)","(41.0, 60.0, 51.81818181818182)","(91.0, 140.0, 139.16666666666666)"
06-01-2023 13:56:15.427871,"(10.0, 15.5, 14.976190476190476)","(12.0, 13.5, 13.181818181818182)","(4.6, 5.1, 5.067532467532467)","(6.5, 8.2, 8.051851851851852)","(4.8, 5.6, 5.47741935483871)","(18.0, 32.0, 30.875)","(19.0, 24.0, 23.1875)","(8.5, 11.0, 10.787037037037036)","(11.0, 12.5, 12.152482269503546)","(10.0, 13.0, 12.333333333333334)","(41.0, 60.0, 51.81818181818182)","(91.0, 140.0, 139.16666666666666)"
06-01-2023 13:56:16.769453,"(10.0, 15.5, 14.976190476190476)","(12.0, 13.5, 13.181818181818182)","(4.6, 5.1, 5.067532467532467)","(6.5, 8.2, 8.051851851851852)","(4.8, 5.6, 5.47741935483871)","(18.0, 32.0, 30.875)","(19.0, 24.0, 23.285714285714285)","(8.5, 11.0, 10.732558139534884)","(11.0, 12.5, 12.152482269503546)","(10.0, 13.0, 12.25)","(41.0, 60.0, 51.81818181818182)","(91.0, 140.0, 139.16666666666666)"
06-01-2023 13:56:18.178215,"(10.0, 15.5, 15.404761904761905)","(12.0, 13.5, 13.092592592592593)","(4.6, 5.1, 5.067532467532467)","(6.5, 8.2, 8.051851851851852)","(4.8, 5.6, 5.448484848484848)","(18.0, 32.0, 30.875)","(19.0, 24.0, 23.161290322580644)","(8.5, 11.0, 10.732558139534884)","(11.0, 12.5, 12.152482269503546)","(10.0, 12.5, 12.25)","(41.0, 60.0, 51.81818181818182)","(91.0, 140.0, 139.41176470588235)"
06-01-2023 13:56:19.620418,"(10.0, 15.5, 15.404761904761905)","(12.0, 13.5, 13.104166666666666)","(4.6, 5.1, 5.067532467532467)","(6.5, 8.2, 8.051851851851852)","(4.8, 5.6, 5.433333333333334)","(18.0, 32.0, 30.875)","(19.0, 24.0, 23.161290322580644)","(8.5, 11.0, 10.732558139534884)","(11.0, 12.5, 12.152482269503546)","(10.0, 12.5, 12.25)","(41.0, 60.0, 51.81818181818182)","(91.0, 140.0, 139.41176470588235)"
06-01-2023 13:56:21.387616,"(10.0, 15.5, 15.075757575757576)","(12.0, 13.5, 13.069444444444445)","(4.6, 5.1, 5.067532467532467)","(6.5, 8.2, 8.051851851851852)","(4.8, 5.6, 5.442105263157895)","(18.0, 32.0, 30.105263157894736)","(19.0, 24.0, 22.7)","(8.5, 11.0, 10.732558139534884)","(11.0, 12.5, 12.152482269503546)","(10.0, 12.5, 12.227272727272727)","(41.0, 60.0, 51.81818181818182)","(91.0, 140.0, 139.41176470588235)"
06-01-2023 13:56:22.996324,"(10.0, 15.5, 14.9)","(12.0, 13.5, 12.904255319148936)","(4.6, 5.1, 5.0425287356321835)","(6.5, 8.2, 8.131764705882354)","(4.8, 5.6, 5.466666666666667)","(18.0, 32.0, 29.428571428571427)","(19.0, 24.0, 24.235294117647058)","(8.5, 11.0, 10.73)","(11.0, 12.5, 12.22463768115942)","(10.0, 12.5, 12.38)","(41.0, 60.0, 52.5)","(91.0, 140.0, 139.41176470588235)"
06-01-2023 13:56:24.518051,"(10.0, 15.0, 14.681818181818182)","(12.0, 13.0, 12.833333333333334)","(4.6, 5.1, 5.0425287356321835)","(6.5, 8.4, 8.16)","(4.8, 5.5, 5.47258064516129)","(18.0, 30.0, 29.636363636363637)","(19.0, 25.0, 24.235294117647058)","(8.5, 11.0, 10.71875)","(11.0, 12.5, 12.22463768115942)","(10.0, 12.5, 12.38)","(41.0, 60.0, 52.5)","(91.0, 140.0, 139.41176470588235)"
06-01-2023 13:56:25.964854,"(10.0, 15.5, 14.681818181818182)","(12.0, 13.0, 12.848837209302326)","(4.6, 5.1, 5.041739130434783)","(6.5, 8.4, 8.233333333333334)","(4.8, 5.5, 5.536974789915966)","(18.0, 32.0, 30.11764705882353)","(19.0, 25.0, 23.625)","(8.5, 11.0, 10.73)","(11.0, 12.5, 12.22463768115942)","(10.0, 12.5, 12.285714285714286)","(41.0, 60.0, 54.375)","(91.0, 140.0, 139.41176470588235)"
06-01-2023 13:56:27.738559,"(10.0, 15.5, 15.821428571428571)","(12.0, 13.5, 12.862068965517242)","(4.6, 5.1, 5.052142857142857)","(6.5, 8.4, 8.176470588235293)","(4.8, 5.6, 5.46829268292683)","(18.0, 32.0, 30.2)","(19.0, 24.0, 23.8)","(8.5, 11.0, 10.815068493150685)","(11.0, 12.5, 12.259493670886076)","(10.0, 13.0, 12.342105263157894)","(41.0, 60.0, 55.714285714285715)","(91.0, 160.0, 155.26315789473685)"
06-01-2023 13:56:29.256795,"(10.0, 16.0, 15.846153846153847)","(12.0, 13.0, 12.808823529411764)","(4.6, 5.1, 5.052142857142857)","(6.5, 8.2, 8.176470588235293)","(4.8, 5.5, 5.430303030303031)","(18.0, 32.0, 30.043478260869566)","(19.0, 24.0, 23.8)","(8.5, 11.0, 10.815068493150685)","(11.0, 12.5, 12.476744186046512)","(10.0, 13.0, 12.342105263157894)","(41.0, 60.0, 56.4)","(91.0, 160.0, 151.0)"
06-01-2023 13:56:31.227527,"(10.0, 16.0, 15.846153846153847)","(12.0, 13.0, 12.711538461538462)","(4.6, 5.1, 5.052142857142857)","(6.5, 8.2, 8.21951219512195)","(4.8, 5.5, 5.344660194174757)","(18.0, 32.0, 30.333333333333332)","(19.0, 24.0, 23.8)","(8.5, 11.0, 10.815068493150685)","(11.0, 13.0, 12.628318584070797)","(10.0, 13.0, 12.509803921568627)","(41.0, 60.0, 56.4)","(91.0, 160.0, 151.0)"
06-01-2023 13:56:33.011045,"(10.0, 16.0, 15.846153846153847)","(12.0, 13.0, 12.689655172413794)","(4.6, 5.1, 5.055629139072847)","(6.5, 8.4, 8.172413793103448)","(4.8, 5.4, 5.342713567839196)","(18.0, 32.0, 31.11764705882353)","(19.0, 24.0, 23.6)","(8.5, 11.0, 10.815068493150685)","(11.0, 13.0, 12.628318584070797)","(10.0, 13.0, 12.382978723404255)","(41.0, 60.0, 56.4)","(91.0, 160.0, 151.0)"
06-01-2023 13:56:34.479203,"(10.0, 16.0, 15.846153846153847)","(12.0, 13.0, 12.281818181818181)","(4.6, 5.1, 5.073043478260869)","(6.5, 8.2, 8.172413793103448)","(4.8, 5.4, 5.285148514851485)","(18.0, 32.0, 31.04)","(19.0, 24.0, 23.6)","(8.5, 11.0, 10.815068493150685)","(11.0, 13.0, 12.645454545454545)","(10.0, 13.0, 12.5)","(41.0, 60.0, 56.4)","(91.0, 160.0, 151.0)"
06-01-2023 13:56:35.888944,"(11.0, 16.0, 15.722222222222221)","(11.0, 12.5, 12.225806451612904)","(4.6, 5.1, 5.073043478260869)","(6.5, 8.2, 7.9450980392156865)","(4.8, 5.3, 5.272131147540984)","(19.0, 32.0, 30.96153846153846)","(19.0, 24.0, 23.6)","(8.5, 11.0, 10.815068493150685)","(11.0, 13.0, 12.36574074074074)","(10.0, 13.0, 12.5)","(41.0, 60.0, 56.4)","(101.0, 160.0, 151.0)"
06-01-2023 13:56:37.371362,"(11.0, 16.0, 15.722222222222221)","(11.0, 12.5, 12.0)","(4.6, 5.1, 5.05)","(6.5, 8.0, 8.223809523809523)","(4.8, 5.4, 5.309302325581395)","(19.0, 32.0, 31.0)","(19.0, 24.0, 23.857142857142858)","(8.5, 11.0, 10.809859154929578)","(11.0, 12.5, 12.342391304347826)","(10.0, 13.0, 12.418604651162791)","(41.0, 60.0, 56.666666666666664)","(101.0, 160.0, 151.0)"
06-01-2023 13:56:38.778886,"(11.0, 16.0, 15.583333333333334)","(11.0, 12.0, 11.9875)","(4.6, 5.1, 5.076146788990825)","(6.5, 8.4, 7.96)","(4.8, 5.4, 5.307438016528925)","(19.0, 32.0, 30.4)","(19.0, 24.0, 23.833333333333332)","(8.5, 11.0, 11.096774193548388)","(11.0, 12.5, 12.35)","(10.0, 13.0, 12.666666666666666)","(41.0, 60.0, 56.92307692307692)","(101.0, 160.0, 151.0)"
06-01-2023 13:56:40.290946,"(11.0, 16.0, 15.826530612244898)","(11.0, 12.5, 11.953488372093023)","(4.6, 5.1, 5.053153153153153)","(6.5, 8.0, 8.14181818181818)","(4.8, 5.4, 5.307438016528925)","(19.0, 32.0, 30.4)","(19.0, 25.0, 23.833333333333332)","(8.5, 11.5, 11.152777777777779)","(11.0, 12.5, 12.35)","(10.0, 13.0, 12.64864864864865)","(41.0, 60.0, 58.148148148148145)","(101.0, 200.0, 173.75)"
06-01-2023 13:56:41.977942,"(11.0, 16.0, 16.1875)","(11.0, 12.0, 11.11340206185567)","(4.6, 5.1, 5.121052631578947)","(6.5, 8.2, 7.859999999999999)","(4.8, 5.4, 5.216121495327103)","(19.0, 32.0, 29.846153846153847)","(19.0, 25.0, 24.066666666666666)","(8.5, 11.5, 10.603286384976526)","(11.0, 12.5, 12.614285714285714)","(10.0, 13.5, 13.05)","(41.0, 65.0, 62.27272727272727)","(101.0, 190.0, 170.0)"
06-01-2023 13:56:43.450024,"(11.0, 16.5, 16.234375)","(11.0, 11.5, 11.123333333333333)","(4.6, 5.2, 4.941860465116279)","(6.5, 8.0, 8.024242424242424)","(4.8, 5.3, 5.19)","(19.0, 30.0, 29.69811320754717)","(19.0, 25.0, 24.41176470588235)","(8.5, 11.0, 10.605263157894736)","(11.0, 13.0, 12.78888888888889)","(10.0, 13.5, 13.08695652173913)","(41.0, 65.0, 61.666666666666664)","(101.0, 190.0, 165.0)"
06-01-2023 13:56:45.173457,"(11.0, 16.5, 16.2875)","(11.0, 11.5, 11.123333333333333)","(4.6, 5.0, 4.944196428571429)","(6.5, 8.2, 8.101818181818182)","(4.8, 5.2, 5.19)","(19.0, 34.0, 29.5)","(19.0, 25.0, 24.41176470588235)","(8.5, 11.0, 10.605263157894736)","(11.0, 13.0, 12.78888888888889)","(10.0, 13.5, 13.074074074074074)","(41.0, 65.0, 63.0)","(101.0, 190.0, 165.0)"
06-01-2023 13:56:46.907830,"(11.0, 16.5, 16.403225806451612)","(11.0, 11.5, 10.96875)","(4.6, 5.0, 4.94279176201373)","(6.5, 8.2, 8.122448979591836)","(4.8, 5.2, 5.198675496688742)","(19.0, 34.0, 30.666666666666668)","(19.0, 25.0, 24.444444444444443)","(8.5, 11.0, 10.607142857142858)","(11.0, 13.0, 12.793478260869565)","(10.0, 13.5, 13.020833333333334)","(41.0, 65.0, 63.0)","(101.0, 190.0, 182.85714285714286)"
06-01-2023 13:56:48.363622,"(11.0, 16.5, 16.403225806451612)","(11.0, 11.0, 10.97982062780269)","(4.6, 5.0, 4.936708860759494)","(6.5, 8.2, 8.114893617021275)","(4.8, 5.2, 5.192361111111111)","(19.0, 34.0, 31.962962962962962)","(19.0, 25.0, 24.41176470588235)","(8.5, 11.0, 10.605263157894736)","(11.0, 13.0, 12.78888888888889)","(10.0, 13.5, 13.454545454545455)","(41.0, 65.0, 63.0)","(101.0, 190.0, 182.85714285714286)"
06-01-2023 13:56:49.832151,"(11.0, 16.5, 16.303571428571427)","(11.0, 11.5, 10.976)","(4.6, 5.0, 4.9419426048565125)","(6.5, 8.2, 8.114893617021275)","(4.8, 5.2, 5.1902654867256635)","(19.0, 34.0, 31.857142857142858)","(19.0, 25.0, 24.41176470588235)","(8.5, 11.0, 10.605263157894736)","(11.0, 13.0, 12.78888888888889)","(10.0, 13.5, 13.430379746835444)","(41.0, 65.0, 63.0)","(101.0, 190.0, 182.85714285714286)"
06-01-2023 13:56:51.214144,"(11.0, 16.5, 16.303571428571427)","(11.0, 11.5, 10.976)","(4.6, 5.0, 4.940765765765766)","(6.5, 8.2, 8.033333333333333)","(4.8, 5.2, 5.1902654867256635)","(19.0, 34.0, 31.6)","(19.0, 25.0, 24.41176470588235)","(8.5, 11.0, 10.628378378378379)","(11.0, 13.0, 12.78888888888889)","(10.0, 14.0, 13.196428571428571)","(41.0, 65.0, 59.44444444444444)","(101.0, 190.0, 186.875)"
06-01-2023 13:56:52.718635,"(11.0, 16.5, 16.2125)","(11.0, 11.5, 11.038732394366198)","(4.6, 5.0, 4.940091116173121)","(6.5, 8.2, 8.064406779661017)","(4.8, 5.2, 5.1902654867256635)","(19.0, 34.0, 32.0)","(19.0, 25.0, 24.41176470588235)","(8.5, 11.0, 10.628378378378379)","(11.0, 13.0, 13.180555555555555)","(10.0, 14.0, 13.34375)","(41.0, 65.0, 60.294117647058826)","(101.0, 190.0, 175.29411764705884)"
06-01-2023 13:56:54.248940,"(11.0, 16.5, 16.347826086956523)","(11.0, 11.5, 11.063333333333333)","(4.6, 5.0, 4.9332487309644675)","(6.5, 8.2, 8.06060606060606)","(4.8, 5.2, 5.1912698412698415)","(19.0, 34.0, 32.22222222222222)","(19.0, 25.0, 23.571428571428573)","(8.5, 11.0, 10.6751968503937)","(11.0, 13.5, 13.260416666666666)","(10.0, 13.5, 13.4)","(41.0, 65.0, 60.294117647058826)","(101.0, 190.0, 175.29411764705884)"
06-01-2023 13:56:55.753124,"(11.0, 16.5, 16.347826086956523)","(11.0, 11.5, 11.058641975308642)","(4.6, 5.0, 4.93375314861461)","(6.5, 8.2, 8.06060606060606)","(4.8, 5.2, 5.1912698412698415)","(19.0, 34.0, 32.22222222222222)","(19.0, 24.0, 23.571428571428573)","(8.5, 11.0, 10.6751968503937)","(11.0, 13.5, 13.543478260869565)","(10.0, 13.5, 13.4)","(41.0, 65.0, 62.5)","(101.0, 190.0, 177.5)"
06-01-2023 13:56:57.179058,"(11.0, 16.5, 16.347826086956523)","(11.0, 11.5, 11.058641975308642)","(4.6, 5.0, 4.9329081632653065)","(6.5, 8.2, 7.933333333333334)","(4.8, 5.2, 5.1912698412698415)","(19.0, 34.0, 32.22222222222222)","(19.0, 24.0, 23.785714285714285)","(8.5, 11.0, 10.6751968503937)","(11.0, 14.0, 13.62)","(10.0, 13.5, 13.368421052631579)","(41.0, 65.0, 62.30769230769231)","(101.0, 190.0, 161.42857142857142)"
06-01-2023 13:56:58.692231,"(11.0, 16.5, 16.42105263157895)","(11.0, 11.5, 11.09375)","(4.6, 5.0, 4.9329081632653065)","(6.5, 8.0, 7.933333333333334)","(4.8, 5.2, 5.1912698412698415)","(19.0, 34.0, 31.81818181818182)","(19.0, 24.0, 23.785714285714285)","(8.5, 11.0, 10.6751968503937)","(11.0, 14.0, 13.527777777777779)","(10.0, 13.5, 13.368421052631579)","(41.0, 70.0, 62.30769230769231)","(101.0, 190.0, 173.33333333333334)"
06-01-2023 13:57:00.213782,"(11.0, 16.5, 16.40625)","(11.0, 11.5, 11.160326086956522)","(4.6, 5.0, 4.934739454094293)","(6.5, 8.0, 7.931578947368421)","(4.8, 5.2, 5.199137931034483)","(19.0, 34.0, 32.15384615384615)","(19.0, 24.0, 24.375)","(8.5, 11.0, 10.681467181467182)","(11.0, 14.0, 13.564102564102564)","(10.0, 13.5, 13.391304347826086)","(41.0, 70.0, 63.0)","(101.0, 190.0, 168.57142857142858)"
06-01-2023 13:57:01.687328,"(11.0, 17.0, 16.666666666666668)","(11.0, 11.5, 11.120481927710843)","(4.6, 5.0, 4.9364734299516915)","(6.5, 8.0, 7.931578947368421)","(5.0, 5.2, 5.199137931034483)","(19.0, 34.0, 31.939393939393938)","(19.0, 25.0, 24.41176470588235)","(8.5, 11.0, 10.663346613545817)","(11.0, 14.0, 13.275510204081632)","(10.0, 13.5, 13.368421052631579)","(41.0, 65.0, 54.6875)","(91.0, 190.0, 172.0)"
06-01-2023 13:57:03.138122,"(11.0, 17.0, 16.891304347826086)","(11.0, 11.5, 11.159459459459459)","(4.6, 5.0, 4.942450765864333)","(6.5, 8.0, 7.989473684210526)","(5.0, 5.2, 5.166091954022988)","(19.0, 34.0, 32.111111111111114)","(19.0, 25.0, 25.384615384615383)","(8.5, 11.0, 10.688191881918819)","(11.0, 13.5, 13.325301204819278)","(10.0, 13.5, 13.432432432432432)","(41.0, 55.0, 59.827586206896555)","(91.0, 190.0, 180.0)"
06-01-2023 13:57:04.531232,"(11.0, 17.0, 16.891304347826086)","(11.0, 11.5, 11.159459459459459)","(4.6, 5.0, 4.942450765864333)","(6.5, 8.2, 8.02962962962963)","(5.0, 5.2, 5.154245283018867)","(19.0, 34.0, 31.9)","(19.0, 26.0, 25.2)","(8.5, 11.0, 10.687037037037037)","(11.0, 13.5, 13.364864864864865)","(10.0, 13.5, 13.432432432432432)","(41.0, 65.0, 57.6)","(91.0, 190.0, 176.42857142857142)"
06-01-2023 13:57:05.966661,"(11.0, 17.0, 16.694444444444443)","(11.0, 11.5, 11.16388888888889)","(4.6, 5.0, 4.942450765864333)","(6.5, 8.2, 8.02962962962963)","(5.0, 5.2, 5.144505494505494)","(19.0, 34.0, 31.95744680851064)","(19.0, 26.0, 25.2)","(8.5, 11.0, 10.687037037037037)","(11.0, 13.5, 12.929824561403509)","(10.0, 13.5, 13.432432432432432)","(41.0, 60.0, 57.27272727272727)","(91.0, 200.0, 181.66666666666666)"
06-01-2023 13:57:07.430758,"(11.0, 17.0, 16.603448275862068)","(11.0, 11.5, 11.151785714285714)","(4.6, 5.0, 4.937825059101655)","(6.5, 8.2, 8.018181818181818)","(5.0, 5.2, 5.105607476635513)","(19.0, 34.0, 32.333333333333336)","(19.0, 26.0, 25.11111111111111)","(8.5, 11.0, 10.687037037037037)","(11.0, 13.0, 12.99)","(10.0, 13.5, 13.403846153846153)","(41.0, 60.0, 56.53846153846154)","(91.0, 200.0, 181.8181818181818)"
06-01-2023 13:57:08.816234,"(11.0, 17.0, 16.745098039215687)","(11.0, 11.5, 11.12258064516129)","(4.6, 5.0, 4.937825059101655)","(6.5, 8.2, 8.013333333333334)","(5.0, 5.2, 5.105607476635513)","(19.0, 34.0, 32.26086956521739)","(19.0, 26.0, 25.11111111111111)","(8.5, 11.0, 10.687037037037037)","(11.0, 13.0, 12.99)","(10.0, 13.5, 13.403846153846153)","(41.0, 60.0, 56.53846153846154)","(91.0, 200.0, 181.8181818181818)"
06-01-2023 13:57:10.236202,"(11.0, 17.0, 16.458333333333332)","(11.0, 11.5, 11.145833333333334)","(4.6, 5.0, 4.889763779527559)","(6.5, 8.2, 8.013333333333334)","(5.0, 5.2, 5.116528925619835)","(19.0, 34.0, 32.048780487804876)","(19.0, 26.0, 25.11111111111111)","(8.5, 11.0, 10.685823754789272)","(11.0, 13.0, 13.151162790697674)","(10.0, 13.5, 13.435897435897436)","(41.0, 60.0, 56.53846153846154)","(91.0, 200.0, 181.8181818181818)"
