,Awol,Beatty,Medinah,Vivideel,Just Call Me Bella,Mira Flores,Voodoo Woman
08-01-2023 12:50:30.165896,"(2.3, 2.78, 2.750232558139535)","(8.0, 10.5, 10.123809523809523)","(3.2, 3.55, 3.5326923076923076)","(6.5, 7.8, 7.521739130434783)","(61.0, 230.0, 223.33333333333334)","(8.5, 11.5, 11.41304347826087)","(19.0, 30.0, 29.466666666666665)"
08-01-2023 12:50:31.168469,"(2.3, 2.78, 2.7342857142857144)","(8.0, 10.5, 10.207407407407407)","(3.2, 3.55, 3.5326923076923076)","(6.5, 7.8, 7.654545454545454)","(61.0, 230.0, 223.33333333333334)","(8.5, 11.5, 11.41304347826087)","(19.0, 30.0, 29.466666666666665)"
08-01-2023 12:50:32.299384,"(2.3, 2.78, 2.714545454545455)","(8.0, 10.5, 10.207407407407407)","(3.2, 3.6, 3.558333333333333)","(6.5, 7.6, 7.527272727272727)","(61.0, 230.0, 223.33333333333334)","(8.5, 11.5, 11.41304347826087)","(19.0, 30.0, 29.466666666666665)"
08-01-2023 12:50:33.381811,"(2.3, 2.78, 2.714545454545455)","(8.0, 10.5, 10.207407407407407)","(3.2, 3.6, 3.545945945945946)","(6.5, 7.6, 7.527272727272727)","(61.0, 230.0, 223.33333333333334)","(8.5, 11.5, 11.380952380952381)","(19.0, 30.0, 29.53846153846154)"
08-01-2023 12:50:34.470517,"(2.3, 2.78, 2.714545454545455)","(8.0, 10.5, 10.207407407407407)","(3.2, 3.6, 3.545945945945946)","(6.5, 7.6, 7.527272727272727)","(61.0, 230.0, 223.33333333333334)","(8.5, 12.0, 11.32)","(19.0, 30.0, 29.53846153846154)"
08-01-2023 12:50:35.814527,"(2.3, 2.78, 2.714545454545455)","(8.0, 10.5, 10.207407407407407)","(3.2, 3.6, 3.545945945945946)","(6.5, 7.6, 7.527272727272727)","(61.0, 230.0, 223.33333333333334)","(8.5, 12.0, 11.32)","(19.0, 30.0, 29.53846153846154)"
08-01-2023 12:50:37.041347,"(2.3, 2.78, 2.714545454545455)","(8.0, 10.5, 10.207407407407407)","(3.2, 3.6, 3.545945945945946)","(6.5, 7.6, 7.527272727272727)","(61.0, 230.0, 223.33333333333334)","(8.5, 12.0, 11.32)","(19.0, 30.0, 29.53846153846154)"
08-01-2023 12:50:38.143707,"(2.3, 2.78, 2.7699999999999996)","(8.0, 10.5, 10.207407407407407)","(3.2, 3.6, 3.551968503937008)","(6.5, 7.6, 7.527272727272727)","(61.0, 230.0, 223.33333333333334)","(8.5, 12.0, 11.287234042553191)","(19.0, 30.0, 29.53846153846154)"
08-01-2023 12:50:39.116250,"(2.3, 2.82, 2.7910344827586204)","(8.0, 10.5, 10.207407407407407)","(3.2, 3.55, 3.5421985815602834)","(6.5, 7.6, 7.527272727272727)","(61.0, 230.0, 223.33333333333334)","(8.5, 11.5, 11.287234042553191)","(19.0, 30.0, 29.666666666666668)"
08-01-2023 12:50:40.279945,"(2.3, 2.82, 2.7910344827586204)","(8.0, 10.5, 10.207407407407407)","(3.2, 3.55, 3.549444444444444)","(6.5, 7.6, 7.527272727272727)","(61.0, 230.0, 223.33333333333334)","(8.5, 11.5, 11.287234042553191)","(19.0, 30.0, 29.666666666666668)"
08-01-2023 12:50:41.490892,"(2.3, 2.82, 2.8099999999999996)","(8.0, 10.5, 10.123809523809523)","(3.2, 3.55, 3.519371727748691)","(6.5, 7.6, 7.527272727272727)","(61.0, 230.0, 223.33333333333334)","(8.5, 11.5, 11.287234042553191)","(19.0, 30.0, 29.666666666666668)"
08-01-2023 12:50:42.698842,"(2.3, 2.84, 2.8099999999999996)","(8.0, 10.5, 10.123809523809523)","(3.2, 3.55, 3.519371727748691)","(6.5, 7.6, 7.527272727272727)","(61.0, 230.0, 223.33333333333334)","(8.5, 11.5, 11.065217391304348)","(19.0, 30.0, 29.666666666666668)"
08-01-2023 12:50:43.799306,"(2.3, 2.84, 2.8099999999999996)","(8.0, 10.5, 10.123809523809523)","(3.2, 3.55, 3.519371727748691)","(6.5, 7.6, 7.527272727272727)","(61.0, 230.0, 223.33333333333334)","(8.5, 11.5, 11.222222222222221)","(19.0, 30.0, 29.666666666666668)"
08-01-2023 12:50:44.832025,"(2.3, 2.82, 2.8177777777777777)","(8.0, 10.5, 10.209558823529411)","(3.2, 3.55, 3.520814479638009)","(6.5, 7.6, 7.527272727272727)","(61.0, 230.0, 223.33333333333334)","(8.5, 11.0, 10.910714285714286)","(19.0, 30.0, 29.666666666666668)"
08-01-2023 12:50:45.907836,"(2.3, 2.84, 2.8088888888888888)","(8.0, 10.5, 10.209558823529411)","(3.2, 3.55, 3.5)","(6.5, 7.6, 7.527272727272727)","(61.0, 230.0, 176.66666666666666)","(8.5, 11.0, 10.910714285714286)","(19.0, 30.0, 29.666666666666668)"
08-01-2023 12:50:47.032948,"(2.3, 2.84, 2.8088888888888888)","(8.0, 10.5, 10.21985815602837)","(3.2, 3.5, 3.4926229508196722)","(6.5, 7.6, 7.527272727272727)","(61.0, 210.0, 176.66666666666666)","(8.5, 11.0, 10.919354838709678)","(19.0, 30.0, 29.666666666666668)"
08-01-2023 12:50:48.134711,"(2.3, 2.84, 2.8088888888888888)","(8.0, 10.5, 10.21985815602837)","(3.2, 3.5, 3.5402173913043478)","(6.5, 7.6, 7.527272727272727)","(61.0, 210.0, 176.66666666666666)","(8.5, 11.0, 10.891304347826086)","(19.0, 30.0, 29.666666666666668)"
08-01-2023 12:50:49.376011,"(2.3, 2.84, 2.8088888888888888)","(8.0, 10.5, 10.21985815602837)","(3.2, 3.55, 3.5420353982300883)","(6.5, 7.6, 7.527272727272727)","(61.0, 210.0, 176.66666666666666)","(8.5, 11.0, 10.910714285714286)","(19.0, 30.0, 29.666666666666668)"
08-01-2023 12:50:50.599124,"(2.3, 2.84, 2.8088888888888888)","(8.0, 10.5, 10.21985815602837)","(3.2, 3.55, 3.5420353982300883)","(6.5, 7.6, 7.527272727272727)","(61.0, 210.0, 176.66666666666666)","(8.5, 11.0, 10.910714285714286)","(19.0, 30.0, 29.666666666666668)"
08-01-2023 12:50:51.855606,"(2.3, 2.84, 2.8088888888888888)","(8.0, 10.5, 10.21985815602837)","(3.2, 3.55, 3.5420353982300883)","(6.5, 7.6, 7.527272727272727)","(61.0, 210.0, 176.66666666666666)","(8.5, 11.0, 10.910714285714286)","(19.0, 30.0, 29.666666666666668)"
08-01-2023 12:50:53.288173,"(2.3, 2.84, 2.809473684210526)","(8.0, 10.5, 10.21985815602837)","(3.2, 3.55, 3.5420353982300883)","(6.5, 7.6, 7.527272727272727)","(61.0, 210.0, 176.66666666666666)","(8.5, 11.0, 10.821428571428571)","(19.0, 30.0, 29.666666666666668)"
08-01-2023 12:50:54.511952,"(2.3, 2.84, 2.8088888888888888)","(8.0, 10.5, 10.234848484848484)","(3.2, 3.55, 3.5420353982300883)","(6.5, 7.6, 7.527272727272727)","(61.0, 210.0, 176.66666666666666)","(8.5, 11.0, 10.725)","(19.0, 30.0, 29.666666666666668)"
08-01-2023 12:50:55.685399,"(2.3, 2.84, 2.82)","(8.0, 10.5, 10.1875)","(3.2, 3.55, 3.537384615384615)","(6.5, 7.6, 7.527272727272727)","(61.0, 210.0, 176.66666666666666)","(8.5, 11.0, 10.981481481481481)","(19.0, 30.0, 29.666666666666668)"
08-01-2023 12:50:56.686746,"(2.3, 2.84, 2.82)","(8.0, 10.5, 10.1875)","(3.2, 3.55, 3.537384615384615)","(6.5, 7.6, 7.527272727272727)","(61.0, 210.0, 176.66666666666666)","(8.5, 11.5, 11.088235294117647)","(19.0, 30.0, 29.666666666666668)"
08-01-2023 12:50:57.840344,"(2.3, 2.86, 2.8425)","(8.0, 10.5, 10.224409448818898)","(3.2, 3.5, 3.494868035190616)","(6.5, 7.6, 7.63125)","(61.0, 210.0, 176.66666666666666)","(8.5, 11.5, 10.766666666666667)","(19.0, 30.0, 29.666666666666668)"
08-01-2023 12:50:58.954824,"(2.3, 2.88, 2.8475675675675673)","(8.0, 10.5, 10.217557251908397)","(3.2, 3.5, 3.494868035190616)","(6.5, 7.8, 7.63125)","(61.0, 210.0, 176.66666666666666)","(8.5, 11.0, 10.766666666666667)","(19.0, 30.0, 29.666666666666668)"
08-01-2023 12:51:00.069435,"(2.3, 2.92, 2.9)","(8.0, 10.5, 10.227941176470589)","(3.2, 3.5, 3.494776119402985)","(6.5, 7.6, 7.52)","(61.0, 210.0, 176.66666666666666)","(8.5, 10.5, 10.488425925925926)","(19.0, 30.0, 29.666666666666668)"
08-01-2023 12:51:01.145044,"(2.3, 2.88, 2.86)","(8.0, 10.5, 10.234848484848484)","(3.2, 3.5, 3.4983870967741937)","(6.5, 7.6, 7.54)","(61.0, 210.0, 176.66666666666666)","(8.5, 11.0, 10.88655462184874)","(19.0, 30.0, 29.666666666666668)"
08-01-2023 12:51:02.265294,"(2.3, 2.88, 2.8541176470588234)","(8.0, 10.5, 10.234848484848484)","(3.2, 3.5, 3.484324942791762)","(6.5, 7.6, 7.54)","(61.0, 210.0, 176.66666666666666)","(8.5, 11.0, 10.88655462184874)","(19.0, 30.0, 29.53846153846154)"
08-01-2023 12:51:03.294420,"(2.3, 2.88, 2.8633333333333333)","(8.0, 10.5, 10.234848484848484)","(3.2, 3.5, 3.484324942791762)","(6.5, 7.6, 7.54)","(61.0, 210.0, 176.66666666666666)","(8.5, 11.0, 10.88655462184874)","(19.0, 30.0, 29.53846153846154)"
08-01-2023 12:51:04.340913,"(2.3, 2.88, 2.8633333333333333)","(8.0, 10.5, 10.234848484848484)","(3.2, 3.5, 3.484324942791762)","(6.5, 7.6, 7.569999999999999)","(61.0, 210.0, 176.66666666666666)","(8.5, 11.0, 10.653061224489797)","(19.0, 30.0, 29.050847457627118)"
08-01-2023 12:51:05.489833,"(2.3, 2.88, 2.8716666666666666)","(8.0, 10.5, 10.248201438848922)","(3.2, 3.5, 3.4912735849056604)","(6.5, 7.6, 7.417857142857143)","(61.0, 210.0, 176.66666666666666)","(8.5, 11.0, 10.653061224489797)","(19.0, 30.0, 28.75)"
08-01-2023 12:51:06.598334,"(2.3, 2.88, 2.875238095238095)","(8.0, 10.5, 10.248201438848922)","(3.2, 3.5, 3.4912735849056604)","(6.5, 7.6, 7.417857142857143)","(61.0, 210.0, 176.66666666666666)","(8.5, 11.0, 10.641509433962264)","(19.0, 29.0, 28.375)"
08-01-2023 12:51:07.771922,"(2.3, 2.88, 2.875121951219512)","(8.0, 10.5, 10.248201438848922)","(3.2, 3.5, 3.464423076923077)","(6.5, 7.6, 7.417543859649123)","(61.0, 210.0, 176.66666666666666)","(8.5, 11.0, 10.641509433962264)","(19.0, 29.0, 28.375)"
08-01-2023 12:51:08.907106,"(2.3, 2.88, 2.87)","(8.0, 10.5, 10.205882352941176)","(3.2, 3.5, 3.4699999999999998)","(6.5, 7.6, 7.43089430894309)","(61.0, 210.0, 176.66666666666666)","(8.5, 11.0, 10.568181818181818)","(19.0, 29.0, 28.157894736842106)"
08-01-2023 12:51:09.904382,"(2.3, 2.88, 2.873333333333333)","(8.0, 10.5, 10.178899082568808)","(3.2, 3.45, 3.4469387755102043)","(6.5, 7.6, 7.415929203539823)","(61.0, 210.0, 176.66666666666666)","(8.5, 11.0, 10.557692307692308)","(19.0, 29.0, 28.157894736842106)"
08-01-2023 12:51:10.892119,"(2.3, 2.86, 2.8562962962962963)","(8.0, 10.5, 10.2109375)","(3.2, 3.5, 3.4691176470588236)","(6.5, 7.6, 7.447058823529412)","(61.0, 210.0, 183.33333333333334)","(8.5, 11.0, 10.661764705882353)","(19.0, 29.0, 28.2)"
08-01-2023 12:51:11.977332,"(2.3, 2.86, 2.853333333333333)","(8.0, 10.5, 10.238805970149254)","(3.2, 3.5, 3.4647058823529413)","(6.5, 7.6, 7.447058823529412)","(61.0, 210.0, 183.33333333333334)","(8.5, 11.0, 10.661764705882353)","(19.0, 29.0, 28.2)"
08-01-2023 12:51:13.048636,"(2.35, 2.82, 2.817272727272727)","(8.0, 10.5, 10.253521126760564)","(3.2, 3.5, 3.484020618556701)","(6.5, 7.6, 7.448)","(61.0, 210.0, 183.33333333333334)","(9.0, 11.0, 10.965753424657533)","(20.0, 29.0, 28.545454545454547)"
08-01-2023 12:51:14.122954,"(2.35, 2.82, 2.8109090909090906)","(8.0, 10.5, 10.25)","(3.2, 3.5, 3.467961165048544)","(6.5, 7.6, 7.448)","(61.0, 210.0, 183.33333333333334)","(9.0, 11.5, 10.98)","(20.0, 29.0, 28.545454545454547)"
08-01-2023 12:51:15.211444,"(2.35, 2.82, 2.8109090909090906)","(8.0, 10.5, 10.25)","(3.2, 3.5, 3.4846511627906978)","(6.5, 7.6, 7.448)","(61.0, 210.0, 183.33333333333334)","(9.0, 11.5, 10.98)","(20.0, 29.0, 28.75)"
08-01-2023 12:51:16.220778,"(2.35, 2.84, 2.8323809523809524)","(8.0, 10.5, 10.25)","(3.2, 3.45, 3.4255980861244018)","(6.5, 7.6, 7.445)","(61.0, 210.0, 183.33333333333334)","(9.0, 11.5, 11.076470588235294)","(20.0, 29.0, 28.75)"
08-01-2023 12:51:17.273400,"(2.35, 2.84, 2.8285714285714283)","(8.0, 10.5, 10.25)","(3.2, 3.45, 3.4242424242424243)","(6.5, 7.6, 7.445)","(61.0, 210.0, 183.33333333333334)","(9.0, 11.5, 11.076470588235294)","(20.0, 29.0, 28.75)"
08-01-2023 12:51:18.323434,"(2.35, 2.84, 2.8285714285714283)","(8.0, 10.5, 10.25)","(3.2, 3.45, 3.4489795918367347)","(6.5, 7.6, 7.445962732919255)","(61.0, 210.0, 183.33333333333334)","(9.0, 11.5, 11.163551401869158)","(20.0, 29.0, 28.4)"
08-01-2023 12:51:19.396670,"(2.35, 2.84, 2.8245714285714283)","(8.0, 10.5, 10.25177304964539)","(3.2, 3.4, 3.399568965517241)","(6.5, 7.6, 7.445962732919255)","(61.0, 210.0, 183.33333333333334)","(9.0, 11.5, 11.147058823529411)","(20.0, 29.0, 28.36842105263158)"
08-01-2023 12:51:20.522474,"(2.35, 2.84, 2.8231249999999997)","(8.0, 10.5, 10.25)","(3.2, 3.45, 3.4148967551622422)","(6.5, 7.6, 7.445)","(61.0, 210.0, 183.33333333333334)","(9.0, 11.5, 11.147058823529411)","(20.0, 29.0, 28.36842105263158)"
08-01-2023 12:51:21.669087,"(2.35, 2.84, 2.8231249999999997)","(8.0, 10.5, 10.23076923076923)","(3.2, 3.45, 3.3761682242990654)","(6.5, 7.6, 7.4541176470588235)","(61.0, 210.0, 183.33333333333334)","(9.0, 11.5, 11.282051282051283)","(20.0, 29.0, 28.75)"
08-01-2023 12:51:22.768702,"(2.35, 2.84, 2.8358762886597937)","(8.0, 10.5, 10.2265625)","(3.2, 3.4, 3.374778761061947)","(6.5, 7.6, 7.4541176470588235)","(61.0, 210.0, 183.33333333333334)","(9.0, 11.5, 11.166666666666666)","(20.0, 29.0, 28.75)"
08-01-2023 12:51:23.896329,"(2.35, 2.84, 2.837014925373134)","(8.0, 10.5, 10.2265625)","(3.2, 3.4, 3.374778761061947)","(6.5, 7.6, 7.4541176470588235)","(61.0, 210.0, 183.33333333333334)","(9.0, 11.5, 11.166666666666666)","(20.0, 29.0, 28.8)"
08-01-2023 12:51:24.925901,"(2.35, 2.84, 2.8348051948051944)","(8.0, 10.5, 10.272727272727273)","(3.2, 3.4, 3.377016129032258)","(6.5, 7.6, 7.458285714285714)","(61.0, 210.0, 183.33333333333334)","(9.0, 11.5, 11.19047619047619)","(20.0, 29.0, 28.8)"
08-01-2023 12:51:25.963323,"(2.35, 2.84, 2.833684210526316)","(8.0, 10.5, 10.27741935483871)","(3.2, 3.4, 3.378897338403042)","(6.5, 7.6, 7.461016949152542)","(61.0, 210.0, 183.33333333333334)","(9.0, 11.5, 11.209302325581396)","(20.0, 29.0, 28.818181818181817)"
08-01-2023 12:51:26.936631,"(2.35, 2.84, 2.833469387755102)","(8.0, 10.5, 10.279220779220779)","(3.2, 3.4, 3.379423076923077)","(6.5, 7.6, 7.461714285714286)","(61.0, 210.0, 183.33333333333334)","(9.0, 11.5, 11.214285714285714)","(20.0, 29.0, 28.9)"
08-01-2023 12:51:27.957300,"(2.35, 2.86, 2.8507692307692305)","(8.0, 10.5, 10.31578947368421)","(3.2, 3.35, 3.3389261744966445)","(6.5, 7.8, 7.7558823529411764)","(61.0, 210.0, 190.0)","(9.0, 11.5, 11.192307692307692)","(20.0, 32.0, 30.09090909090909)"
08-01-2023 12:51:28.980085,"(2.35, 2.84, 2.8202268431001887)","(8.0, 10.5, 10.329268292682928)","(3.2, 3.35, 3.3408333333333333)","(6.5, 7.8, 7.7558823529411764)","(61.0, 210.0, 190.0)","(9.0, 11.5, 11.067567567567568)","(20.0, 32.0, 29.666666666666668)"
08-01-2023 12:51:30.013736,"(2.35, 2.82, 2.814838709677419)","(8.0, 11.0, 10.797872340425531)","(3.2, 3.35, 3.329139072847682)","(6.5, 7.8, 7.856338028169014)","(61.0, 210.0, 190.0)","(9.0, 11.5, 11.119047619047619)","(20.0, 32.0, 29.666666666666668)"
08-01-2023 12:51:31.120463,"(2.35, 2.8, 2.7937499999999997)","(8.0, 11.0, 10.85)","(3.2, 3.35, 3.329139072847682)","(6.5, 8.0, 7.856338028169014)","(61.0, 210.0, 190.0)","(9.0, 11.5, 11.119047619047619)","(20.0, 32.0, 29.666666666666668)"
08-01-2023 12:51:32.152562,"(2.35, 2.8, 2.792923076923077)","(8.0, 11.0, 10.85)","(3.2, 3.35, 3.3364583333333333)","(6.5, 8.0, 7.882758620689655)","(61.0, 210.0, 190.0)","(9.0, 11.5, 11.1)","(20.0, 32.0, 29.666666666666668)"
08-01-2023 12:51:33.180598,"(2.35, 2.8, 2.792520325203252)","(8.0, 11.0, 10.846938775510203)","(3.2, 3.35, 3.335)","(6.5, 8.2, 8.123809523809523)","(61.0, 210.0, 190.0)","(9.0, 11.5, 11.148351648351648)","(20.0, 32.0, 29.666666666666668)"
08-01-2023 12:51:34.108632,"(2.35, 2.8, 2.7851612903225806)","(8.0, 11.0, 10.846938775510203)","(3.2, 3.35, 3.335)","(6.5, 8.4, 8.24642857142857)","(61.0, 210.0, 190.0)","(9.0, 11.5, 11.127906976744185)","(20.0, 32.0, 29.666666666666668)"
08-01-2023 12:51:35.113156,"(2.35, 2.8, 2.7851612903225806)","(8.0, 11.0, 10.783333333333333)","(3.2, 3.35, 3.335)","(6.5, 8.4, 8.274074074074074)","(61.0, 210.0, 190.0)","(9.0, 11.5, 11.12037037037037)","(20.0, 32.0, 29.666666666666668)"
08-01-2023 12:51:36.098171,"(2.35, 2.8, 2.788148148148148)","(8.0, 11.0, 10.775862068965518)","(3.2, 3.3, 3.2994117647058823)","(6.5, 8.4, 8.290566037735848)","(61.0, 210.0, 190.0)","(9.0, 11.5, 11.12037037037037)","(20.0, 32.0, 29.76)"
08-01-2023 12:51:37.086461,"(2.35, 2.8, 2.7883544303797465)","(8.0, 11.0, 10.775862068965518)","(3.2, 3.3, 3.299375)","(6.5, 8.4, 8.290566037735848)","(61.0, 210.0, 190.0)","(9.0, 11.5, 11.12037037037037)","(20.0, 32.0, 29.76)"
08-01-2023 12:51:38.153000,"(2.35, 2.8, 2.7883544303797465)","(8.0, 11.0, 10.808823529411764)","(3.2, 3.3, 3.299375)","(6.5, 8.4, 8.290566037735848)","(61.0, 210.0, 190.0)","(9.0, 11.5, 11.054347826086957)","(20.0, 32.0, 29.76)"
08-01-2023 12:51:39.220918,"(2.35, 2.8, 2.7851685393258423)","(8.0, 11.0, 10.808823529411764)","(3.2, 3.3, 3.299375)","(6.5, 8.4, 8.296)","(61.0, 210.0, 196.66666666666666)","(9.0, 11.5, 11.208955223880597)","(20.0, 32.0, 30.666666666666668)"
08-01-2023 12:51:40.281119,"(2.35, 2.72, 2.704884210526316)","(8.0, 11.0, 10.830434782608696)","(3.2, 3.35, 3.321428571428571)","(6.5, 8.4, 8.560975609756097)","(61.0, 210.0, 190.0)","(9.0, 11.5, 11.170212765957446)","(20.0, 32.0, 29.333333333333332)"
08-01-2023 12:51:41.317870,"(2.35, 2.74, 2.727586206896552)","(8.0, 11.0, 10.802083333333334)","(3.2, 3.35, 3.321428571428571)","(6.5, 8.6, 8.560975609756097)","(61.0, 210.0, 190.0)","(9.0, 11.5, 11.145454545454545)","(20.0, 32.0, 29.333333333333332)"
08-01-2023 12:51:42.384683,"(2.35, 2.74, 2.727586206896552)","(8.0, 11.0, 10.78888888888889)","(3.2, 3.35, 3.322543352601156)","(6.5, 8.8, 8.605263157894738)","(61.0, 210.0, 190.0)","(9.0, 11.5, 11.145454545454545)","(20.0, 32.0, 29.333333333333332)"
08-01-2023 12:51:43.347765,"(2.35, 2.74, 2.727096774193549)","(8.0, 11.0, 10.78888888888889)","(3.2, 3.35, 3.322543352601156)","(6.5, 8.8, 8.605263157894738)","(61.0, 210.0, 190.0)","(9.0, 11.5, 11.066666666666666)","(20.0, 32.0, 29.333333333333332)"
08-01-2023 12:51:44.341090,"(2.4, 2.74, 2.727586206896552)","(8.0, 11.0, 10.78888888888889)","(3.2, 3.35, 3.322543352601156)","(6.0, 8.8, 8.64)","(61.0, 210.0, 190.0)","(8.5, 11.5, 11.069767441860465)","(20.0, 32.0, 30.043478260869566)"
08-01-2023 12:51:45.359175,"(2.4, 2.76, 2.7260377358490566)","(8.0, 10.5, 10.235294117647058)","(3.2, 3.35, 3.326344086021505)","(6.0, 8.8, 8.727272727272728)","(61.0, 210.0, 190.0)","(8.5, 11.5, 11.128205128205128)","(20.0, 32.0, 30.125)"
08-01-2023 12:51:46.305454,"(2.4, 2.74, 2.717021276595745)","(8.0, 11.0, 10.512195121951219)","(3.2, 3.35, 3.326216216216216)","(6.0, 8.8, 8.605263157894738)","(61.0, 210.0, 190.0)","(8.5, 11.5, 11.128205128205128)","(19.0, 32.0, 30.125)"
08-01-2023 12:51:47.331011,"(2.4, 2.74, 2.7337209302325585)","(8.0, 10.5, 10.282051282051283)","(3.2, 3.35, 3.3275510204081633)","(6.0, 8.8, 8.545)","(61.0, 210.0, 190.0)","(8.5, 11.5, 11.128205128205128)","(19.0, 32.0, 30.125)"
08-01-2023 12:51:48.372573,"(2.4, 2.74, 2.7337209302325585)","(8.0, 10.5, 10.329411764705883)","(3.2, 3.35, 3.3292452830188677)","(6.0, 8.8, 8.575824175824176)","(61.0, 210.0, 190.0)","(8.5, 11.5, 11.116071428571429)","(19.0, 32.0, 30.125)"
08-01-2023 12:51:49.400294,"(2.4, 2.74, 2.7276190476190476)","(8.0, 10.5, 10.262295081967213)","(3.2, 3.35, 3.3292452830188677)","(6.0, 8.8, 8.568181818181818)","(61.0, 210.0, 190.0)","(8.5, 11.5, 11.116071428571429)","(19.0, 32.0, 30.125)"
08-01-2023 12:51:50.396999,"(2.4, 2.74, 2.737931034482759)","(8.0, 10.5, 10.097222222222221)","(3.2, 3.35, 3.3292452830188677)","(6.0, 8.8, 8.568181818181818)","(61.0, 210.0, 190.0)","(8.5, 11.5, 11.116071428571429)","(19.0, 32.0, 30.333333333333332)"
08-01-2023 12:51:51.348292,"(2.4, 2.76, 2.7430188679245284)","(8.0, 10.5, 10.162790697674419)","(3.2, 3.35, 3.3114864864864866)","(6.0, 8.8, 8.565517241379311)","(61.0, 210.0, 190.0)","(8.5, 11.5, 11.135593220338983)","(19.0, 32.0, 30.333333333333332)"
08-01-2023 12:51:52.355076,"(2.4, 2.76, 2.7430188679245284)","(8.0, 10.5, 10.275641025641026)","(3.2, 3.35, 3.314814814814815)","(6.0, 8.8, 8.481250000000001)","(61.0, 210.0, 190.0)","(8.5, 11.5, 11.135593220338983)","(19.0, 32.0, 30.333333333333332)"
08-01-2023 12:51:53.429461,"(2.4, 2.76, 2.7422535211267607)","(8.0, 10.5, 10.301136363636363)","(3.2, 3.35, 3.3221951219512196)","(6.0, 8.8, 8.476470588235294)","(61.0, 210.0, 190.0)","(8.5, 11.5, 11.135593220338983)","(19.0, 32.0, 30.333333333333332)"
08-01-2023 12:51:54.507720,"(2.4, 2.76, 2.7414705882352943)","(8.0, 10.5, 10.355371900826446)","(3.2, 3.35, 3.3221951219512196)","(6.0, 8.8, 8.508333333333333)","(61.0, 210.0, 190.0)","(8.5, 11.5, 11.135593220338983)","(19.0, 32.0, 30.5)"
08-01-2023 12:51:55.597921,"(2.4, 2.76, 2.746511627906977)","(8.0, 10.5, 10.364341085271318)","(3.2, 3.35, 3.3276470588235294)","(6.0, 8.6, 8.48421052631579)","(61.0, 210.0, 190.0)","(8.5, 11.5, 11.135593220338983)","(19.0, 32.0, 30.5)"
08-01-2023 12:51:56.665802,"(2.45, 2.76, 2.7473684210526317)","(8.0, 10.5, 10.362204724409448)","(3.0, 3.35, 3.3276470588235294)","(6.0, 8.6, 8.469565217391304)","(71.0, 210.0, 205.0)","(8.5, 11.5, 11.232758620689655)","(19.0, 32.0, 31.692307692307693)"
08-01-2023 12:51:57.667430,"(2.45, 2.72, 2.7125714285714286)","(8.0, 11.0, 10.6875)","(3.0, 3.4, 3.3705405405405404)","(6.0, 8.8, 8.582857142857144)","(71.0, 240.0, 205.0)","(8.5, 11.5, 11.232758620689655)","(19.0, 32.0, 31.692307692307693)"
08-01-2023 12:51:58.651735,"(2.45, 2.72, 2.711034482758621)","(8.0, 11.0, 10.672131147540984)","(3.0, 3.4, 3.3705405405405404)","(6.0, 8.8, 8.582857142857144)","(71.0, 240.0, 205.0)","(8.5, 11.5, 11.21774193548387)","(19.0, 32.0, 31.692307692307693)"
08-01-2023 12:51:59.649835,"(2.45, 2.72, 2.7143478260869567)","(8.0, 11.0, 10.643356643356643)","(3.0, 3.4, 3.377092511013216)","(6.0, 8.8, 8.55609756097561)","(71.0, 240.0, 205.0)","(8.5, 11.5, 11.175925925925926)","(19.0, 32.0, 31.692307692307693)"
08-01-2023 12:52:00.665734,"(2.45, 2.72, 2.7143478260869567)","(8.0, 11.0, 10.650684931506849)","(3.0, 3.4, 3.375732217573222)","(6.0, 8.6, 8.525)","(71.0, 240.0, 192.5)","(8.5, 11.5, 11.19811320754717)","(19.0, 32.0, 31.904761904761905)"
08-01-2023 12:52:01.668727,"(2.45, 2.74, 2.7333333333333334)","(8.0, 11.0, 10.747191011235955)","(3.0, 3.3, 3.2904761904761903)","(6.0, 8.8, 8.62857142857143)","(71.0, 260.0, 192.5)","(8.5, 11.5, 11.21875)","(19.0, 32.0, 32.25)"
08-01-2023 12:52:02.722154,"(2.45, 2.76, 2.7455555555555557)","(8.0, 11.0, 10.991525423728813)","(3.0, 3.25, 3.210598626104024)","(6.0, 8.8, 8.621276595744682)","(71.0, 260.0, 192.5)","(8.5, 11.5, 11.306122448979592)","(19.0, 34.0, 32.064516129032256)"
08-01-2023 12:52:03.764409,"(2.45, 2.76, 2.7456338028169016)","(8.0, 11.5, 11.133928571428571)","(3.0, 3.25, 3.208094262295082)","(6.0, 8.8, 8.621276595744682)","(71.0, 260.0, 215.0)","(8.5, 11.5, 11.40625)","(19.0, 34.0, 32.285714285714285)"
08-01-2023 12:52:04.845610,"(2.45, 2.76, 2.7491954022988505)","(8.0, 11.5, 11.133928571428571)","(3.0, 3.25, 3.203310502283105)","(6.0, 8.8, 8.586666666666668)","(71.0, 260.0, 215.0)","(8.5, 11.5, 11.451923076923077)","(19.0, 34.0, 32.421052631578945)"
08-01-2023 12:52:05.856130,"(2.45, 2.78, 2.76258064516129)","(8.0, 11.5, 11.482758620689655)","(3.0, 3.2, 3.1556701030927834)","(6.0, 8.8, 8.586666666666668)","(71.0, 260.0, 215.0)","(8.5, 11.5, 11.451923076923077)","(19.0, 34.0, 32.24390243902439)"
