,Reality Jewel,Foxy Lady Song,Eddie Jet,Rio Sam,Inter Mary,We Are Cousins,Dolly Dagger,Run Topper
08-12-2022 13:57:58.934176,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 23.5)","(26.0, 100.0, 51.875)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 11.583333333333332)","(6.5, 11.0, 8.24)","(31.0, 110.0, 69.5)","(6.0, 10.5, 7.433333333333334)"
08-12-2022 13:58:00.378559,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 30.375)","(26.0, 100.0, 51.875)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 11.583333333333332)","(6.5, 11.0, 8.24)","(31.0, 110.0, 69.5)","(6.0, 10.5, 7.433333333333334)"
08-12-2022 13:58:01.753370,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 30.375)","(26.0, 100.0, 51.875)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 11.583333333333332)","(6.5, 11.0, 8.24)","(31.0, 110.0, 69.5)","(6.0, 10.5, 7.433333333333334)"
08-12-2022 13:58:02.977006,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 28.666666666666664)","(26.0, 100.0, 51.875)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 11.583333333333332)","(6.5, 11.0, 8.24)","(31.0, 110.0, 69.5)","(6.0, 10.5, 7.433333333333334)"
08-12-2022 13:58:04.199720,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 28.666666666666664)","(26.0, 100.0, 51.875)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 11.583333333333332)","(6.5, 11.0, 8.24)","(31.0, 110.0, 69.5)","(6.0, 10.5, 7.433333333333334)"
08-12-2022 13:58:05.379833,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 28.666666666666664)","(26.0, 100.0, 51.875)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 11.583333333333332)","(6.5, 11.0, 8.24)","(31.0, 110.0, 69.5)","(6.0, 10.5, 7.433333333333334)"
08-12-2022 13:58:06.551643,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 28.96875)","(26.0, 100.0, 51.875)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 11.583333333333332)","(6.5, 11.0, 8.24)","(31.0, 110.0, 69.5)","(6.0, 10.5, 7.433333333333334)"
08-12-2022 13:58:07.617614,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 28.96875)","(26.0, 100.0, 51.875)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 11.583333333333332)","(6.5, 11.0, 8.24)","(31.0, 110.0, 69.5)","(6.0, 10.5, 7.433333333333334)"
08-12-2022 13:58:08.704952,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 28.666666666666664)","(26.0, 100.0, 51.875)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 11.583333333333332)","(6.5, 11.0, 8.24)","(31.0, 110.0, 69.5)","(6.0, 10.5, 7.433333333333334)"
08-12-2022 13:58:09.759214,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 28.666666666666664)","(26.0, 110.0, 55.625)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 11.583333333333332)","(6.5, 11.0, 8.24)","(31.0, 120.0, 54.285714285714285)","(6.0, 10.5, 7.433333333333334)"
08-12-2022 13:58:11.249933,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 28.666666666666664)","(26.0, 110.0, 55.625)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 11.583333333333332)","(6.5, 11.0, 8.24)","(31.0, 120.0, 54.285714285714285)","(6.0, 10.5, 7.433333333333334)"
08-12-2022 13:58:12.537269,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 28.96875)","(26.0, 110.0, 55.625)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 11.583333333333332)","(6.5, 11.0, 8.24)","(31.0, 120.0, 54.285714285714285)","(6.0, 10.5, 7.433333333333334)"
08-12-2022 13:58:13.842792,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 28.96875)","(26.0, 110.0, 55.625)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 11.583333333333332)","(6.0, 11.0, 8.24)","(31.0, 120.0, 54.285714285714285)","(6.0, 10.5, 7.433333333333334)"
08-12-2022 13:58:15.145888,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 28.666666666666664)","(26.0, 110.0, 55.625)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 11.583333333333332)","(6.0, 11.0, 8.24)","(31.0, 120.0, 54.285714285714285)","(6.0, 10.5, 7.433333333333334)"
08-12-2022 13:58:16.387385,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 31.6)","(26.0, 110.0, 55.625)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 11.583333333333332)","(6.0, 11.0, 8.24)","(31.0, 120.0, 54.285714285714285)","(6.0, 10.5, 7.433333333333334)"
08-12-2022 13:58:17.550832,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 28.666666666666664)","(26.0, 110.0, 55.625)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 11.583333333333332)","(6.0, 11.0, 8.24)","(31.0, 120.0, 54.285714285714285)","(6.0, 10.5, 7.433333333333334)"
08-12-2022 13:58:18.917400,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 17.25)","(26.0, 110.0, 55.625)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 11.583333333333332)","(6.0, 11.0, 8.24)","(31.0, 120.0, 54.285714285714285)","(6.0, 10.5, 7.433333333333334)"
08-12-2022 13:58:20.250242,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 17.25)","(26.0, 110.0, 55.625)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 11.583333333333332)","(6.0, 11.0, 8.24)","(31.0, 120.0, 54.285714285714285)","(6.0, 10.5, 7.433333333333334)"
08-12-2022 13:58:21.528222,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 17.25)","(26.0, 110.0, 55.625)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 11.583333333333332)","(6.0, 11.0, 8.24)","(31.0, 120.0, 54.285714285714285)","(6.0, 10.5, 7.433333333333334)"
08-12-2022 13:58:22.719666,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 17.25)","(26.0, 110.0, 55.625)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 11.583333333333332)","(6.0, 11.0, 8.24)","(31.0, 120.0, 54.285714285714285)","(6.0, 10.5, 7.433333333333334)"
08-12-2022 13:58:23.963083,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 17.25)","(26.0, 110.0, 55.625)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 11.583333333333332)","(6.0, 11.0, 8.24)","(31.0, 120.0, 54.285714285714285)","(6.0, 10.5, 7.433333333333334)"
08-12-2022 13:58:25.247978,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 17.25)","(26.0, 110.0, 55.625)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 11.583333333333332)","(6.0, 11.0, 8.24)","(31.0, 120.0, 54.285714285714285)","(6.0, 10.5, 7.433333333333334)"
08-12-2022 13:58:26.412703,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 17.25)","(26.0, 110.0, 55.625)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 9.954545454545455)","(6.0, 11.0, 8.24)","(31.0, 120.0, 54.285714285714285)","(6.0, 10.5, 7.433333333333334)"
08-12-2022 13:58:27.774985,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 17.25)","(26.0, 110.0, 55.625)","(2.5, 4.1, 2.827142857142857)","(7.5, 13.5, 9.954545454545455)","(6.0, 11.0, 8.24)","(31.0, 120.0, 54.285714285714285)","(6.0, 10.5, 7.433333333333334)"
08-12-2022 13:58:29.156197,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 16.583333333333332)","(26.0, 110.0, 55.625)","(2.5, 4.1, 2.4486486486486485)","(7.5, 13.5, 9.954545454545455)","(6.0, 11.0, 8.24)","(31.0, 120.0, 54.285714285714285)","(6.0, 10.5, 7.433333333333334)"
08-12-2022 13:58:30.472652,"(3.3, 6.2, 5.316666666666666)","(11.0, 32.0, 16.583333333333332)","(26.0, 110.0, 55.625)","(2.5, 2.46, 2.605)","(7.5, 13.5, 9.954545454545455)","(6.0, 11.0, 8.24)","(31.0, 120.0, 54.285714285714285)","(6.0, 10.5, 7.433333333333334)"
08-12-2022 13:58:31.996274,"(3.3, 6.2, 4.115)","(11.0, 32.0, 16.583333333333332)","(26.0, 110.0, 56.25)","(2.5, 4.2, 2.713846153846154)","(7.5, 13.5, 11.276470588235295)","(6.0, 11.0, 8.24)","(31.0, 120.0, 54.285714285714285)","(6.0, 10.5, 7.928571428571429)"
08-12-2022 13:58:34.353926,"(3.3, 5.9, 4.325)","(11.0, 32.0, 16.583333333333332)","(26.0, 110.0, 56.25)","(2.5, 4.0, 3.388888888888889)","(7.5, 13.5, 11.276470588235295)","(6.0, 11.0, 8.24)","(31.0, 120.0, 54.285714285714285)","(6.0, 10.5, 7.928571428571429)"
08-12-2022 13:58:35.918062,"(3.3, 5.9, 4.325)","(11.0, 32.0, 16.583333333333332)","(26.0, 110.0, 56.25)","(2.5, 4.0, 3.4733333333333336)","(7.5, 13.5, 11.133333333333333)","(6.0, 11.0, 7.714285714285714)","(31.0, 120.0, 54.285714285714285)","(6.0, 10.5, 9.0)"
08-12-2022 13:58:37.501173,"(3.3, 5.9, 4.395)","(11.0, 32.0, 16.583333333333332)","(26.0, 110.0, 56.25)","(2.5, 3.95, 2.78)","(7.5, 13.0, 11.133333333333333)","(6.0, 11.0, 7.714285714285714)","(31.0, 120.0, 54.285714285714285)","(6.0, 10.0, 8.666666666666666)"
08-12-2022 13:58:38.847173,"(3.3, 5.9, 4.395)","(11.0, 32.0, 16.583333333333332)","(26.0, 110.0, 56.25)","(2.5, 3.9, 3.353333333333333)","(7.5, 13.0, 8.261538461538462)","(6.0, 11.0, 7.714285714285714)","(31.0, 120.0, 54.285714285714285)","(6.0, 10.0, 8.666666666666666)"
08-12-2022 13:58:40.431526,"(3.3, 5.9, 4.526923076923078)","(11.0, 32.0, 16.583333333333332)","(26.0, 110.0, 56.25)","(2.5, 3.8, 3.3666666666666667)","(7.5, 13.0, 8.261538461538462)","(6.0, 11.0, 7.714285714285714)","(31.0, 120.0, 54.285714285714285)","(6.0, 10.0, 8.666666666666666)"
08-12-2022 13:58:41.870010,"(3.3, 5.9, 4.526923076923078)","(11.0, 32.0, 16.583333333333332)","(26.0, 110.0, 56.25)","(2.5, 3.8, 3.3666666666666667)","(7.5, 13.0, 9.266666666666667)","(6.0, 11.0, 7.714285714285714)","(31.0, 120.0, 54.285714285714285)","(6.0, 10.0, 8.666666666666666)"
08-12-2022 13:58:43.263481,"(3.3, 5.9, 4.526923076923078)","(11.0, 32.0, 16.583333333333332)","(26.0, 110.0, 56.25)","(2.5, 3.8, 3.3666666666666667)","(7.5, 13.0, 9.266666666666667)","(6.0, 11.0, 7.714285714285714)","(31.0, 120.0, 54.285714285714285)","(6.0, 10.0, 8.666666666666666)"
08-12-2022 13:58:44.696008,"(3.3, 5.9, 4.526923076923078)","(11.0, 32.0, 16.583333333333332)","(26.0, 110.0, 56.25)","(2.5, 3.8, 3.353333333333333)","(7.5, 13.0, 9.266666666666667)","(6.0, 11.0, 9.133333333333333)","(31.0, 120.0, 54.285714285714285)","(6.0, 10.0, 8.666666666666666)"
08-12-2022 13:58:46.525021,"(3.3, 5.9, 4.526923076923078)","(11.0, 32.0, 16.583333333333332)","(26.0, 110.0, 56.25)","(2.5, 3.8, 2.6592)","(7.5, 13.0, 9.64)","(6.0, 10.5, 9.133333333333333)","(31.0, 120.0, 54.285714285714285)","(6.0, 10.0, 8.666666666666666)"
08-12-2022 13:58:48.447995,"(3.3, 5.9, 4.3090909090909095)","(11.0, 32.0, 16.583333333333332)","(26.0, 110.0, 56.25)","(2.5, 3.8, 3.7223529411764704)","(7.5, 12.0, 10.466666666666667)","(6.0, 10.5, 9.133333333333333)","(31.0, 120.0, 54.285714285714285)","(6.0, 10.0, 9.5)"
08-12-2022 13:58:49.897415,"(3.3, 5.9, 4.997368421052632)","(11.0, 32.0, 16.583333333333332)","(26.0, 110.0, 70.9090909090909)","(2.5, 3.8, 3.81125)","(7.5, 12.0, 11.233333333333334)","(6.0, 10.5, 9.68)","(31.0, 120.0, 74.0)","(6.0, 10.0, 9.666666666666666)"
08-12-2022 13:58:51.392993,"(3.3, 5.9, 5.083333333333334)","(11.0, 32.0, 16.583333333333332)","(26.0, 110.0, 70.9090909090909)","(2.5, 3.9, 3.85625)","(7.5, 12.0, 11.133333333333333)","(6.0, 10.5, 10.066666666666666)","(31.0, 120.0, 74.0)","(6.0, 10.0, 9.714285714285714)"
08-12-2022 13:58:53.040337,"(3.3, 5.9, 5.083333333333334)","(11.0, 32.0, 16.583333333333332)","(26.0, 110.0, 70.9090909090909)","(2.5, 3.9, 3.6239999999999997)","(7.5, 13.0, 8.261538461538462)","(6.0, 10.5, 10.066666666666666)","(31.0, 120.0, 74.0)","(6.0, 10.0, 9.714285714285714)"
08-12-2022 13:58:54.464877,"(3.3, 5.9, 5.083333333333334)","(11.0, 32.0, 16.583333333333332)","(26.0, 110.0, 70.9090909090909)","(2.5, 3.9, 3.44)","(7.5, 13.0, 8.261538461538462)","(6.0, 10.5, 10.066666666666666)","(31.0, 120.0, 74.0)","(6.0, 10.0, 9.714285714285714)"
08-12-2022 13:58:55.858073,"(3.3, 5.9, 5.083333333333334)","(11.0, 32.0, 16.583333333333332)","(26.0, 110.0, 70.9090909090909)","(2.5, 3.9, 3.44)","(7.5, 13.0, 11.133333333333333)","(6.0, 10.5, 10.066666666666666)","(31.0, 120.0, 74.0)","(6.0, 10.0, 9.714285714285714)"
08-12-2022 13:58:57.145919,"(3.3, 5.9, 5.083333333333334)","(11.0, 32.0, 16.583333333333332)","(26.0, 110.0, 70.9090909090909)","(2.5, 3.9, 3.373333333333333)","(7.5, 13.0, 11.133333333333333)","(6.0, 10.5, 10.066666666666666)","(31.0, 120.0, 74.0)","(6.0, 10.0, 9.714285714285714)"
08-12-2022 13:58:58.458594,"(3.3, 5.9, 5.083333333333334)","(11.0, 32.0, 16.583333333333332)","(26.0, 110.0, 70.9090909090909)","(2.5, 3.8, 3.373333333333333)","(7.5, 13.0, 7.886956521739131)","(6.0, 10.5, 10.066666666666666)","(31.0, 120.0, 74.0)","(6.0, 10.0, 9.714285714285714)"
08-12-2022 13:58:59.809166,"(3.3, 5.9, 5.083333333333334)","(11.0, 32.0, 16.583333333333332)","(26.0, 110.0, 70.9090909090909)","(2.5, 3.8, 3.373333333333333)","(7.5, 13.0, 7.886956521739131)","(6.0, 10.5, 10.066666666666666)","(31.0, 120.0, 74.0)","(6.0, 10.0, 9.714285714285714)"
08-12-2022 13:59:01.100182,"(3.3, 5.9, 5.083333333333334)","(11.0, 32.0, 16.583333333333332)","(26.0, 110.0, 70.9090909090909)","(2.5, 3.8, 3.373333333333333)","(7.5, 13.0, 8.261538461538462)","(6.0, 10.5, 10.066666666666666)","(31.0, 120.0, 74.0)","(6.0, 10.0, 9.714285714285714)"
08-12-2022 13:59:02.453886,"(3.3, 5.9, 5.083333333333334)","(11.0, 32.0, 16.583333333333332)","(26.0, 110.0, 71.36363636363637)","(2.5, 3.8, 2.702857142857143)","(7.5, 13.0, 11.133333333333333)","(6.0, 10.5, 10.066666666666666)","(31.0, 120.0, 69.44444444444444)","(6.0, 10.0, 9.714285714285714)"
08-12-2022 13:59:03.806702,"(3.3, 5.9, 5.083333333333334)","(11.0, 32.0, 16.583333333333332)","(26.0, 110.0, 74.58333333333333)","(2.5, 3.8, 3.34)","(7.5, 13.0, 11.133333333333333)","(6.0, 10.5, 10.066666666666666)","(31.0, 120.0, 90.0)","(6.0, 10.0, 9.733333333333334)"
08-12-2022 13:59:05.045114,"(3.3, 6.2, 5.741666666666667)","(11.0, 32.0, 16.583333333333332)","(26.0, 110.0, 74.58333333333333)","(2.5, 3.75, 3.34)","(7.5, 13.0, 11.133333333333333)","(6.0, 10.5, 10.066666666666666)","(31.0, 120.0, 76.0)","(6.0, 10.0, 9.366666666666667)"
08-12-2022 13:59:06.241436,"(3.3, 6.2, 5.5125)","(11.0, 32.0, 16.583333333333332)","(26.0, 110.0, 74.58333333333333)","(2.5, 3.75, 3.34)","(7.5, 13.0, 11.133333333333333)","(6.0, 10.5, 10.066666666666666)","(31.0, 120.0, 76.0)","(6.0, 10.0, 8.733333333333334)"
08-12-2022 13:59:07.448648,"(3.3, 6.2, 5.5125)","(11.0, 32.0, 16.583333333333332)","(26.0, 110.0, 74.58333333333333)","(2.5, 3.75, 3.2733333333333334)","(7.5, 13.0, 12.17142857142857)","(6.0, 10.5, 10.066666666666666)","(31.0, 120.0, 88.57142857142857)","(6.0, 10.0, 8.733333333333334)"
08-12-2022 13:59:08.675245,"(3.3, 6.2, 5.5125)","(11.0, 32.0, 16.583333333333332)","(26.0, 110.0, 74.58333333333333)","(2.5, 3.65, 3.549090909090909)","(7.5, 13.0, 12.066666666666666)","(6.0, 10.5, 10.066666666666666)","(31.0, 120.0, 88.57142857142857)","(6.0, 10.0, 8.8)"
08-12-2022 13:59:09.926390,"(3.3, 5.9, 5.746875)","(11.0, 32.0, 16.583333333333332)","(26.0, 110.0, 74.58333333333333)","(2.5, 3.65, 3.472307692307692)","(7.5, 13.0, 11.133333333333333)","(6.0, 10.5, 10.066666666666666)","(31.0, 120.0, 60.0)","(6.0, 10.0, 9.4)"
08-12-2022 13:59:11.735293,"(3.3, 5.9, 5.508333333333334)","(11.0, 32.0, 16.583333333333332)","(26.0, 110.0, 71.81818181818181)","(2.5, 3.55, 3.022222222222222)","(7.5, 13.0, 9.2875)","(6.0, 10.5, 9.916666666666668)","(31.0, 120.0, 78.0)","(6.0, 10.0, 9.622222222222222)"
08-12-2022 13:59:13.120236,"(3.3, 5.9, 5.371875)","(11.0, 32.0, 16.142857142857142)","(26.0, 110.0, 61.5)","(2.5, 3.6, 3.0115384615384615)","(7.5, 13.0, 8.275)","(6.0, 10.5, 10.0)","(31.0, 120.0, 60.705882352941174)","(6.0, 10.0, 9.68)"
08-12-2022 13:59:14.515760,"(3.3, 6.2, 5.371875)","(11.0, 32.0, 16.142857142857142)","(26.0, 95.0, 61.5)","(2.5, 3.6, 3.04)","(7.5, 13.0, 11.2)","(6.0, 10.5, 10.0)","(31.0, 120.0, 60.66666666666667)","(6.0, 10.0, 9.68)"
08-12-2022 13:59:16.112615,"(3.3, 6.2, 5.371875)","(11.0, 32.0, 16.142857142857142)","(26.0, 95.0, 61.5)","(2.5, 3.5, 3.3584615384615386)","(7.5, 13.0, 11.2)","(6.0, 10.5, 10.0)","(31.0, 110.0, 60.66666666666667)","(6.0, 10.0, 9.68)"
08-12-2022 13:59:17.717700,"(3.3, 6.2, 5.528947368421052)","(11.0, 32.0, 16.142857142857142)","(26.0, 95.0, 61.5)","(2.5, 3.5, 2.857142857142857)","(7.5, 13.0, 12.325)","(6.0, 10.5, 10.1125)","(31.0, 110.0, 60.66666666666667)","(6.0, 10.0, 9.719999999999999)"
08-12-2022 13:59:19.062463,"(3.3, 6.2, 5.528947368421052)","(11.0, 32.0, 16.142857142857142)","(26.0, 95.0, 61.5)","(2.5, 3.45, 2.8285714285714287)","(7.5, 13.0, 12.46)","(6.0, 10.5, 9.533333333333333)","(31.0, 110.0, 60.66666666666667)","(6.0, 10.0, 9.719999999999999)"
08-12-2022 13:59:20.375730,"(3.3, 6.2, 5.528947368421052)","(11.0, 32.0, 16.142857142857142)","(26.0, 95.0, 61.5)","(2.5, 3.35, 2.8285714285714287)","(7.5, 13.0, 12.46)","(6.0, 10.5, 10.1125)","(31.0, 110.0, 60.66666666666667)","(6.0, 10.0, 9.719999999999999)"
08-12-2022 13:59:21.767772,"(3.3, 6.2, 5.45)","(11.0, 32.0, 16.142857142857142)","(26.0, 95.0, 61.5)","(2.5, 3.35, 2.7310256410256413)","(7.5, 13.0, 12.46)","(6.0, 10.5, 10.1125)","(31.0, 110.0, 60.66666666666667)","(6.0, 10.0, 9.25)"
08-12-2022 13:59:23.049530,"(3.3, 6.2, 5.45)","(11.0, 32.0, 16.142857142857142)","(26.0, 95.0, 80.33333333333333)","(2.5, 3.35, 2.880689655172414)","(7.5, 13.0, 12.46)","(6.0, 10.5, 10.1125)","(31.0, 110.0, 60.66666666666667)","(6.0, 10.0, 9.68888888888889)"
08-12-2022 13:59:24.275213,"(3.3, 6.2, 5.45)","(11.0, 32.0, 16.142857142857142)","(26.0, 95.0, 76.42857142857143)","(2.5, 3.3, 2.81)","(7.5, 13.0, 12.46)","(6.0, 10.5, 10.1125)","(31.0, 110.0, 60.66666666666667)","(6.0, 10.0, 9.68888888888889)"
08-12-2022 13:59:25.561143,"(3.3, 6.2, 5.45)","(11.0, 32.0, 16.142857142857142)","(26.0, 95.0, 76.42857142857143)","(2.5, 3.2, 2.778918918918919)","(7.5, 13.0, 12.46)","(6.0, 10.5, 10.1125)","(31.0, 110.0, 60.66666666666667)","(6.0, 10.0, 9.68888888888889)"
08-12-2022 13:59:26.754627,"(3.3, 6.2, 5.45)","(11.0, 32.0, 16.142857142857142)","(26.0, 95.0, 76.42857142857143)","(2.5, 3.1, 2.7178947368421054)","(7.5, 13.0, 12.46)","(6.0, 10.5, 10.1125)","(31.0, 110.0, 60.66666666666667)","(6.0, 10.0, 9.3)"
08-12-2022 13:59:27.972526,"(3.3, 6.2, 5.45)","(11.0, 32.0, 16.142857142857142)","(26.0, 95.0, 76.42857142857143)","(2.5, 3.1, 3.016363636363636)","(7.5, 13.0, 12.46)","(6.0, 10.5, 10.1125)","(31.0, 110.0, 60.66666666666667)","(6.0, 10.0, 9.711111111111112)"
08-12-2022 13:59:29.236566,"(3.3, 6.2, 5.45)","(11.0, 32.0, 16.142857142857142)","(26.0, 95.0, 76.42857142857143)","(2.5, 3.05, 2.907142857142857)","(7.5, 13.0, 12.46)","(6.0, 10.5, 10.1125)","(31.0, 110.0, 60.66666666666667)","(6.0, 10.0, 9.711111111111112)"
08-12-2022 13:59:30.400985,"(3.3, 6.2, 5.45)","(11.0, 32.0, 16.142857142857142)","(26.0, 95.0, 76.42857142857143)","(2.5, 3.05, 2.7159090909090913)","(7.5, 13.0, 12.46)","(6.0, 10.5, 10.1125)","(31.0, 110.0, 60.66666666666667)","(6.0, 10.0, 9.711111111111112)"
08-12-2022 13:59:31.611545,"(3.3, 6.2, 5.45)","(11.0, 32.0, 16.142857142857142)","(26.0, 95.0, 76.42857142857143)","(2.5, 3.05, 2.8786842105263157)","(7.5, 13.0, 12.46)","(6.0, 10.5, 10.1125)","(31.0, 110.0, 60.66666666666667)","(6.0, 10.0, 9.3)"
08-12-2022 13:59:32.898318,"(3.3, 5.9, 5.071052631578947)","(11.0, 32.0, 16.142857142857142)","(26.0, 95.0, 76.42857142857143)","(2.5, 3.05, 2.8786842105263157)","(7.5, 13.0, 12.46)","(6.0, 10.5, 10.1125)","(31.0, 110.0, 60.66666666666667)","(6.0, 10.0, 9.675)"
08-12-2022 13:59:34.176404,"(3.3, 5.8, 5.634615384615385)","(11.0, 32.0, 16.142857142857142)","(26.0, 95.0, 76.42857142857143)","(2.5, 3.05, 2.97125)","(7.5, 13.0, 12.46)","(6.0, 10.5, 10.177777777777777)","(31.0, 110.0, 60.66666666666667)","(6.0, 10.0, 9.675)"
08-12-2022 13:59:35.447422,"(3.3, 5.8, 5.458333333333333)","(11.0, 32.0, 16.142857142857142)","(26.0, 95.0, 76.42857142857143)","(2.5, 3.05, 2.97125)","(7.5, 13.0, 11.266666666666666)","(6.0, 10.5, 9.825)","(31.0, 110.0, 60.66666666666667)","(6.0, 10.0, 9.675)"
08-12-2022 13:59:36.661833,"(3.3, 5.8, 5.15)","(11.0, 32.0, 16.142857142857142)","(26.0, 95.0, 70.0)","(2.5, 3.05, 3.2375999999999996)","(7.5, 13.0, 12.133333333333333)","(6.0, 10.5, 9.825)","(31.0, 110.0, 94.0)","(6.0, 10.0, 9.36)"
08-12-2022 13:59:38.072336,"(3.3, 6.2, 5.433333333333334)","(11.0, 32.0, 29.0)","(26.0, 110.0, 80.0)","(2.5, 3.3, 3.2166666666666663)","(7.5, 13.0, 11.266666666666666)","(6.0, 10.5, 9.825)","(31.0, 110.0, 94.0)","(6.0, 10.0, 9.666666666666666)"
08-12-2022 13:59:39.407673,"(3.3, 6.6, 5.372727272727273)","(11.0, 32.0, 29.0)","(26.0, 100.0, 80.0)","(2.5, 3.3, 3.2166666666666663)","(7.5, 13.0, 11.266666666666666)","(6.0, 10.5, 9.825)","(31.0, 110.0, 97.0)","(6.0, 10.0, 9.666666666666666)"
08-12-2022 13:59:40.710179,"(3.3, 6.4, 4.8375)","(11.0, 32.0, 29.0)","(26.0, 100.0, 80.0)","(2.5, 3.3, 3.2166666666666663)","(7.5, 13.0, 11.266666666666666)","(6.0, 10.5, 10.2)","(31.0, 110.0, 102.9090909090909)","(6.0, 10.0, 9.666666666666666)"
08-12-2022 13:59:41.961235,"(3.3, 6.4, 5.263636363636364)","(11.0, 32.0, 26.0)","(26.0, 100.0, 80.0)","(2.5, 3.3, 3.157142857142857)","(7.5, 13.0, 11.266666666666666)","(6.0, 11.0, 10.571428571428571)","(31.0, 110.0, 72.0)","(6.0, 10.0, 9.25)"
08-12-2022 13:59:43.074213,"(3.3, 6.0, 5.699999999999999)","(11.0, 32.0, 26.0)","(26.0, 100.0, 80.0)","(2.5, 3.3, 3.157142857142857)","(7.5, 13.0, 11.266666666666666)","(6.0, 11.0, 10.571428571428571)","(31.0, 110.0, 70.0)","(6.0, 10.0, 9.533333333333333)"
08-12-2022 13:59:44.133305,"(3.3, 5.4, 4.542857142857143)","(11.0, 32.0, 26.0)","(26.0, 100.0, 80.0)","(2.5, 3.3, 3.162857142857143)","(7.5, 13.0, 11.266666666666666)","(6.0, 11.0, 10.2)","(31.0, 110.0, 71.0)","(6.0, 10.0, 9.533333333333333)"
08-12-2022 13:59:45.210187,"(3.3, 5.4, 4.15)","(11.0, 32.0, 26.0)","(26.0, 100.0, 80.0)","(2.5, 3.3, 3.2127272727272724)","(7.5, 13.0, 11.266666666666666)","(6.0, 11.0, 10.25)","(31.0, 110.0, 97.33333333333333)","(6.0, 10.0, 9.533333333333333)"
08-12-2022 13:59:46.380773,"(3.3, 5.4, 4.15)","(11.0, 32.0, 26.0)","(26.0, 100.0, 80.0)","(2.5, 3.3, 3.2127272727272724)","(7.5, 13.0, 11.266666666666666)","(6.0, 11.0, 10.25)","(31.0, 110.0, 103.0909090909091)","(6.0, 10.0, 8.075)"
08-12-2022 13:59:47.640481,"(3.3, 5.4, 4.15)","(11.0, 32.0, 26.0)","(26.0, 100.0, 70.0)","(2.5, 3.3, 3.1399999999999997)","(7.5, 13.0, 11.266666666666666)","(6.0, 11.0, 10.25)","(31.0, 110.0, 80.4)","(6.0, 10.0, 7.653333333333333)"
08-12-2022 13:59:48.976782,"(3.3, 5.4, 4.328571428571428)","(11.0, 32.0, 26.0)","(26.0, 110.0, 70.0)","(2.5, 3.3, 3.2163636363636363)","(7.5, 13.0, 11.266666666666666)","(6.0, 11.0, 10.25)","(31.0, 110.0, 80.4)","(6.0, 10.0, 7.625)"
