,Reality Jewel,Foxy Lady Song,Eddie Jet,Rio Sam,Inter Mary,We Are Cousins,Dolly Dagger,Run Topper
08-12-2022 13:54:32.964168,"(3.3, 6.4, 4.218518518518518)","(12.0, 36.0, 21.3125)","(21.0, 100.0, 43.27272727272727)","(2.45, 4.3, 3.482222222222222)","(7.0, 13.0, 11.7625)","(7.0, 12.5, 8.423529411764706)","(31.0, 110.0, 60.15384615384615)","(6.0, 11.0, 10.116666666666667)"
08-12-2022 13:54:34.184524,"(3.3, 6.4, 4.218518518518518)","(12.0, 36.0, 21.3125)","(21.0, 100.0, 43.27272727272727)","(2.45, 4.3, 3.482222222222222)","(7.0, 13.0, 11.35625)","(7.0, 12.5, 8.423529411764706)","(31.0, 110.0, 60.15384615384615)","(6.0, 11.0, 9.489473684210527)"
08-12-2022 13:54:35.265962,"(3.3, 6.4, 4.218518518518518)","(12.0, 36.0, 21.3125)","(21.0, 100.0, 43.27272727272727)","(2.45, 4.3, 3.482222222222222)","(7.0, 12.5, 11.35625)","(7.0, 12.5, 8.423529411764706)","(31.0, 110.0, 60.15384615384615)","(6.0, 10.5, 9.489473684210527)"
08-12-2022 13:54:36.444291,"(3.3, 6.4, 4.218518518518518)","(12.0, 36.0, 21.3125)","(21.0, 100.0, 43.27272727272727)","(2.45, 4.3, 3.482222222222222)","(7.0, 12.5, 11.35625)","(7.0, 12.5, 8.423529411764706)","(31.0, 110.0, 60.15384615384615)","(6.0, 10.5, 9.489473684210527)"
08-12-2022 13:54:37.614901,"(3.3, 6.4, 4.218518518518518)","(12.0, 36.0, 21.3125)","(21.0, 100.0, 43.27272727272727)","(2.45, 4.3, 3.482222222222222)","(7.0, 12.5, 11.35625)","(7.0, 12.5, 8.423529411764706)","(31.0, 110.0, 60.15384615384615)","(6.0, 10.5, 9.489473684210527)"
08-12-2022 13:54:38.772424,"(3.3, 6.4, 4.218518518518518)","(12.0, 36.0, 21.3125)","(21.0, 100.0, 43.27272727272727)","(2.45, 4.3, 3.482222222222222)","(7.0, 12.5, 11.35625)","(7.0, 12.5, 8.423529411764706)","(31.0, 110.0, 60.15384615384615)","(6.0, 10.5, 9.489473684210527)"
08-12-2022 13:54:39.937554,"(3.3, 6.4, 4.218518518518518)","(12.0, 36.0, 21.3125)","(21.0, 100.0, 43.27272727272727)","(2.45, 4.3, 3.482222222222222)","(7.0, 12.5, 11.35625)","(7.0, 12.5, 8.423529411764706)","(31.0, 110.0, 60.15384615384615)","(6.0, 10.5, 9.489473684210527)"
08-12-2022 13:54:41.234483,"(3.3, 6.4, 3.765909090909091)","(12.0, 36.0, 21.3125)","(21.0, 100.0, 43.27272727272727)","(2.45, 4.3, 2.9763636363636365)","(7.0, 12.5, 9.55)","(7.0, 12.5, 8.423529411764706)","(31.0, 110.0, 60.15384615384615)","(6.0, 10.5, 9.489473684210527)"
08-12-2022 13:54:42.570160,"(3.3, 6.4, 3.765909090909091)","(12.0, 36.0, 21.3125)","(21.0, 100.0, 43.27272727272727)","(2.45, 4.3, 2.9763636363636365)","(7.0, 12.5, 9.55)","(7.0, 12.5, 7.707142857142857)","(31.0, 110.0, 60.15384615384615)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:54:43.857557,"(3.3, 6.4, 3.765909090909091)","(12.0, 36.0, 21.3125)","(21.0, 100.0, 43.27272727272727)","(2.45, 4.3, 2.9763636363636365)","(7.0, 12.5, 9.55)","(7.0, 12.5, 7.707142857142857)","(31.0, 110.0, 60.15384615384615)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:54:45.172232,"(3.3, 6.4, 3.765909090909091)","(12.0, 36.0, 21.3125)","(21.0, 100.0, 43.27272727272727)","(2.45, 4.3, 2.9763636363636365)","(7.0, 12.5, 9.55)","(7.0, 12.5, 7.707142857142857)","(31.0, 110.0, 60.15384615384615)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:54:46.622048,"(3.3, 6.4, 3.765909090909091)","(12.0, 36.0, 21.3125)","(21.0, 100.0, 43.27272727272727)","(2.45, 4.3, 2.9763636363636365)","(7.0, 12.5, 9.55)","(7.0, 12.5, 7.707142857142857)","(31.0, 110.0, 60.15384615384615)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:54:47.859852,"(3.3, 6.4, 3.765909090909091)","(12.0, 36.0, 21.3125)","(21.0, 100.0, 43.27272727272727)","(2.45, 4.3, 2.9763636363636365)","(7.0, 12.5, 9.55)","(7.0, 12.5, 7.707142857142857)","(31.0, 110.0, 60.15384615384615)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:54:49.131520,"(3.3, 6.4, 3.765909090909091)","(12.0, 36.0, 21.3125)","(21.0, 100.0, 43.27272727272727)","(2.45, 4.3, 2.9763636363636365)","(7.0, 12.5, 9.55)","(7.0, 12.5, 8.623076923076923)","(31.0, 110.0, 69.5)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:54:50.396528,"(3.3, 6.4, 3.765909090909091)","(12.0, 36.0, 28.0)","(21.0, 100.0, 60.5)","(2.45, 4.3, 3.34)","(7.0, 12.5, 9.55)","(7.0, 12.5, 11.033333333333333)","(31.0, 110.0, 69.5)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:54:51.619445,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 28.0)","(21.0, 100.0, 60.5)","(2.45, 4.2, 3.34)","(7.0, 12.5, 9.55)","(7.0, 12.0, 11.033333333333333)","(31.0, 110.0, 69.5)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:54:52.768581,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 28.0)","(21.0, 100.0, 60.5)","(2.45, 4.2, 3.3899999999999997)","(7.0, 12.5, 9.55)","(7.0, 12.0, 11.033333333333333)","(31.0, 110.0, 69.5)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:54:53.926775,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 28.0)","(21.0, 100.0, 60.5)","(2.45, 4.3, 3.3899999999999997)","(7.0, 12.5, 9.55)","(7.0, 12.0, 11.033333333333333)","(31.0, 110.0, 69.5)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:54:55.048959,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 28.0)","(21.0, 100.0, 60.5)","(2.45, 4.3, 3.3899999999999997)","(7.0, 12.5, 9.55)","(7.0, 12.0, 11.033333333333333)","(31.0, 110.0, 69.5)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:54:56.255278,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 28.0)","(21.0, 100.0, 60.5)","(2.45, 4.3, 3.3899999999999997)","(7.0, 12.5, 9.55)","(7.0, 12.0, 11.033333333333333)","(31.0, 110.0, 69.5)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:54:57.413731,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 28.0)","(21.0, 100.0, 60.5)","(2.45, 4.3, 3.3899999999999997)","(7.0, 12.5, 9.55)","(7.0, 12.0, 11.033333333333333)","(31.0, 110.0, 69.5)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:54:58.523970,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 28.0)","(21.0, 100.0, 60.5)","(2.45, 4.3, 3.3899999999999997)","(7.0, 12.5, 9.55)","(7.0, 12.0, 11.033333333333333)","(31.0, 110.0, 69.5)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:54:59.736231,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 28.0)","(21.0, 100.0, 60.5)","(2.45, 4.3, 3.3899999999999997)","(7.0, 12.5, 9.55)","(7.0, 12.0, 11.033333333333333)","(31.0, 110.0, 69.5)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:55:00.959287,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 28.0)","(21.0, 100.0, 60.5)","(2.45, 4.3, 3.3899999999999997)","(7.0, 12.5, 9.55)","(7.0, 12.0, 11.033333333333333)","(31.0, 110.0, 69.5)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:55:02.125418,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 28.0)","(21.0, 100.0, 60.5)","(2.45, 4.3, 3.3899999999999997)","(7.0, 12.5, 9.55)","(7.0, 12.0, 11.033333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:55:03.300754,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 28.0)","(21.0, 100.0, 60.5)","(2.45, 4.3, 3.3899999999999997)","(7.0, 12.5, 9.55)","(7.0, 12.0, 11.033333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:55:04.533321,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 28.0)","(21.0, 100.0, 60.5)","(2.45, 4.3, 3.3899999999999997)","(7.0, 12.5, 9.55)","(7.0, 12.0, 11.033333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:55:05.769067,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 28.0)","(21.0, 100.0, 60.5)","(2.45, 4.3, 3.3899999999999997)","(7.0, 12.5, 9.55)","(7.0, 12.0, 11.033333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:55:06.923123,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 28.0)","(21.0, 100.0, 60.5)","(2.45, 4.3, 3.3899999999999997)","(7.0, 12.5, 9.55)","(7.0, 12.0, 11.033333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:55:08.004059,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 28.0)","(21.0, 100.0, 60.5)","(2.45, 4.3, 3.3899999999999997)","(7.0, 12.5, 9.55)","(7.0, 12.0, 11.033333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:55:09.177213,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 28.0)","(21.0, 100.0, 60.5)","(2.45, 4.3, 3.3899999999999997)","(7.0, 12.5, 9.55)","(7.0, 12.0, 11.033333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:55:10.421516,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 28.0)","(21.0, 100.0, 60.5)","(2.45, 4.3, 3.3899999999999997)","(7.0, 12.5, 9.55)","(7.0, 12.0, 11.033333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:55:11.485997,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 28.0)","(21.0, 100.0, 60.5)","(2.45, 4.3, 3.3899999999999997)","(7.0, 12.5, 9.55)","(7.0, 12.0, 11.033333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:55:12.719536,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 28.0)","(21.0, 100.0, 60.5)","(2.45, 4.3, 3.3899999999999997)","(7.0, 12.5, 9.55)","(7.0, 12.0, 11.033333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:55:14.051770,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 28.0)","(21.0, 100.0, 60.5)","(2.45, 4.3, 3.3899999999999997)","(7.0, 12.5, 9.55)","(7.0, 12.0, 11.033333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:55:15.289514,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 28.0)","(21.0, 100.0, 60.5)","(2.45, 4.3, 3.3899999999999997)","(7.0, 12.5, 9.55)","(7.0, 12.0, 11.033333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:55:16.409355,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 28.0)","(21.0, 100.0, 60.5)","(2.45, 4.3, 3.3899999999999997)","(7.0, 12.5, 9.55)","(7.0, 12.0, 11.033333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:55:17.581782,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 28.0)","(21.0, 100.0, 60.5)","(2.45, 4.3, 3.3899999999999997)","(7.0, 12.5, 9.55)","(7.0, 12.0, 11.033333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:55:18.812331,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 28.0)","(21.0, 100.0, 60.5)","(2.45, 4.3, 3.3899999999999997)","(7.0, 12.5, 9.55)","(7.0, 12.0, 11.033333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:55:20.070305,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 28.0)","(21.0, 100.0, 60.5)","(2.45, 4.3, 3.3899999999999997)","(7.0, 12.5, 9.55)","(7.0, 12.0, 11.033333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:55:21.271998,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.3, 3.3899999999999997)","(7.0, 12.5, 10.65)","(7.0, 12.0, 11.033333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:55:22.414476,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.3, 2.751578947368421)","(7.0, 12.0, 10.65)","(7.0, 12.0, 10.133333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:55:23.685970,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.2, 2.751578947368421)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.0, 10.133333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:55:24.980982,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.2, 2.751578947368421)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.0, 10.133333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:55:26.187712,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.2, 2.751578947368421)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.0, 10.133333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:55:27.452358,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.2, 2.751578947368421)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.0, 10.133333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:55:28.761834,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.2, 2.751578947368421)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.0, 10.133333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:55:30.009101,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.2, 2.751578947368421)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.0, 10.133333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:55:31.279967,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.2, 2.751578947368421)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.0, 10.133333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:55:32.409229,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.2, 2.751578947368421)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.0, 10.133333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:55:33.646419,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.2, 2.751578947368421)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.0, 10.133333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:55:34.886678,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.2, 2.751578947368421)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.0, 10.133333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:55:36.118356,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.2, 2.751578947368421)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.0, 10.133333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:55:37.388492,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.2, 2.751578947368421)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.0, 10.133333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:55:38.636843,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.2, 2.751578947368421)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.0, 10.133333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:55:39.940862,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.2, 2.751578947368421)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.0, 10.133333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:55:41.291745,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.2, 2.751578947368421)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.0, 10.133333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:55:42.666392,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.2, 2.751578947368421)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.0, 10.133333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:55:43.987537,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.2, 2.751578947368421)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.0, 10.133333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:55:45.306637,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.2, 2.751578947368421)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.0, 10.133333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:55:46.514212,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.2, 2.751578947368421)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.0, 10.133333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:55:47.876866,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.2, 2.751578947368421)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.0, 10.133333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:55:49.214222,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.2, 2.751578947368421)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.0, 10.133333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:55:50.562393,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.2, 2.751578947368421)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.0, 10.133333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:55:51.876554,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.2, 2.751578947368421)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.0, 10.133333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:55:53.201023,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.2, 2.751578947368421)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.0, 10.133333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:55:54.516133,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.2, 2.751578947368421)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.0, 10.133333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:55:55.820232,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.2, 2.751578947368421)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.0, 10.133333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:55:57.018509,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.2, 2.751578947368421)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.0, 10.133333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:55:58.346024,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.2, 2.751578947368421)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.0, 10.133333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:55:59.639452,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.2, 2.751578947368421)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.0, 10.133333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
