,Que Up,Market Scooby,Mystic Rose,Ivanka Tea,Bugs,Hot Hand,Jets To Burn,Afro Puff
09-01-2023 18:52:22.750149,"(10.0, 22.0, 16.75)","(4.2, 5.2, 4.92)","(11.0, 21.0, 18.555555555555557)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.1, 3.527272727272727)","(4.0, 6.4, 5.771428571428572)","(21.0, 85.0, 46.25)"
09-01-2023 18:52:23.892756,"(10.0, 22.0, 16.75)","(4.2, 5.2, 4.92)","(11.0, 21.0, 18.555555555555557)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.1, 3.527272727272727)","(4.0, 6.4, 5.771428571428572)","(21.0, 85.0, 46.25)"
09-01-2023 18:52:25.046123,"(10.0, 22.0, 16.75)","(4.2, 5.2, 4.92)","(11.0, 21.0, 18.555555555555557)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.1, 3.527272727272727)","(4.0, 6.4, 5.771428571428572)","(21.0, 85.0, 46.25)"
09-01-2023 18:52:26.150131,"(10.0, 22.0, 16.75)","(4.2, 5.2, 4.92)","(11.0, 21.0, 18.555555555555557)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.1, 3.527272727272727)","(4.0, 6.4, 5.771428571428572)","(21.0, 85.0, 46.25)"
09-01-2023 18:52:27.248081,"(10.0, 22.0, 16.75)","(4.2, 5.2, 4.92)","(11.0, 21.0, 18.555555555555557)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.1, 3.527272727272727)","(4.0, 6.4, 5.771428571428572)","(21.0, 85.0, 46.25)"
09-01-2023 18:52:28.336270,"(10.0, 22.0, 16.75)","(4.2, 5.2, 4.92)","(11.0, 21.0, 18.555555555555557)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.1, 3.527272727272727)","(4.0, 6.4, 5.771428571428572)","(21.0, 85.0, 46.25)"
09-01-2023 18:52:29.532347,"(10.0, 22.0, 16.75)","(4.2, 5.2, 4.92)","(11.0, 21.0, 18.555555555555557)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.1, 3.527272727272727)","(4.0, 6.4, 5.771428571428572)","(21.0, 85.0, 46.25)"
09-01-2023 18:52:30.686342,"(10.0, 21.0, 15.722222222222221)","(4.2, 5.2, 4.92)","(11.0, 21.0, 18.555555555555557)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.1, 3.527272727272727)","(4.0, 6.4, 5.771428571428572)","(21.0, 85.0, 46.25)"
09-01-2023 18:52:31.848131,"(10.0, 20.0, 17.166666666666668)","(4.2, 5.2, 4.92)","(11.0, 21.0, 18.555555555555557)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.1, 3.527272727272727)","(4.0, 6.4, 5.771428571428572)","(21.0, 85.0, 46.25)"
09-01-2023 18:52:32.989883,"(10.0, 20.0, 17.166666666666668)","(4.2, 5.2, 4.92)","(11.0, 21.0, 18.555555555555557)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.1, 3.527272727272727)","(4.0, 6.4, 5.771428571428572)","(21.0, 85.0, 46.25)"
09-01-2023 18:52:34.129756,"(10.0, 20.0, 17.166666666666668)","(4.2, 5.2, 4.92)","(11.0, 21.0, 18.555555555555557)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.1, 3.527272727272727)","(4.0, 6.4, 5.771428571428572)","(21.0, 85.0, 46.25)"
09-01-2023 18:52:35.246782,"(10.0, 20.0, 17.166666666666668)","(4.2, 5.2, 4.92)","(11.0, 21.0, 18.555555555555557)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.1, 3.527272727272727)","(4.0, 6.4, 5.914285714285715)","(21.0, 85.0, 46.25)"
09-01-2023 18:52:36.388924,"(10.0, 20.0, 17.166666666666668)","(4.2, 5.2, 4.92)","(11.0, 21.0, 18.555555555555557)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.1, 3.527272727272727)","(4.0, 6.6, 5.914285714285715)","(21.0, 85.0, 46.25)"
09-01-2023 18:52:37.528158,"(10.0, 20.0, 17.166666666666668)","(4.2, 5.2, 4.92)","(11.0, 21.0, 18.555555555555557)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.1, 3.527272727272727)","(4.0, 6.6, 5.914285714285715)","(21.0, 85.0, 46.25)"
09-01-2023 18:52:38.588902,"(10.0, 22.0, 14.73076923076923)","(4.2, 5.2, 4.92)","(11.0, 21.0, 18.555555555555557)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.1, 3.5777777777777775)","(4.0, 6.6, 5.290909090909091)","(21.0, 85.0, 46.25)"
09-01-2023 18:52:39.643318,"(10.0, 22.0, 14.73076923076923)","(4.2, 5.1, 4.666666666666666)","(11.0, 21.0, 18.555555555555557)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.0, 3.5777777777777775)","(4.0, 6.6, 5.290909090909091)","(21.0, 85.0, 46.25)"
09-01-2023 18:52:40.747947,"(10.0, 22.0, 14.73076923076923)","(4.2, 5.0, 4.76)","(11.0, 21.0, 18.555555555555557)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.0, 3.5777777777777775)","(4.0, 6.6, 5.290909090909091)","(21.0, 85.0, 46.25)"
09-01-2023 18:52:41.942637,"(10.0, 22.0, 14.73076923076923)","(4.2, 5.0, 4.962820512820513)","(11.0, 21.0, 18.555555555555557)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.0, 3.5777777777777775)","(4.0, 6.6, 5.290909090909091)","(21.0, 85.0, 46.25)"
09-01-2023 18:52:43.064718,"(10.0, 22.0, 14.73076923076923)","(4.2, 5.2, 4.987500000000001)","(11.0, 21.0, 18.555555555555557)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.0, 3.5777777777777775)","(4.0, 6.6, 5.290909090909091)","(21.0, 85.0, 46.25)"
09-01-2023 18:52:44.195304,"(10.0, 22.0, 14.73076923076923)","(4.2, 5.2, 4.87)","(11.0, 21.0, 18.555555555555557)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.0, 3.5777777777777775)","(4.0, 6.6, 5.290909090909091)","(21.0, 85.0, 46.25)"
09-01-2023 18:52:45.471649,"(10.0, 22.0, 14.73076923076923)","(4.2, 5.2, 4.87)","(11.0, 21.0, 18.555555555555557)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.0, 3.5777777777777775)","(4.0, 6.6, 5.290909090909091)","(21.0, 85.0, 46.25)"
09-01-2023 18:52:46.665885,"(10.0, 22.0, 16.75)","(4.2, 5.2, 4.87)","(11.0, 21.0, 18.555555555555557)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.0, 3.136)","(4.0, 6.6, 5.290909090909091)","(21.0, 85.0, 46.25)"
09-01-2023 18:52:47.885119,"(10.0, 22.0, 16.75)","(4.2, 5.2, 4.4)","(11.0, 21.0, 18.555555555555557)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.0, 3.568)","(4.0, 6.6, 5.290909090909091)","(21.0, 85.0, 46.25)"
09-01-2023 18:52:49.067820,"(10.0, 22.0, 16.75)","(4.2, 5.2, 4.4)","(11.0, 21.0, 18.555555555555557)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.0, 3.6145454545454543)","(4.0, 6.6, 5.290909090909091)","(21.0, 85.0, 46.25)"
09-01-2023 18:52:50.291635,"(10.0, 22.0, 16.75)","(4.2, 5.2, 4.4)","(11.0, 21.0, 18.555555555555557)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.0, 3.6145454545454543)","(4.0, 6.6, 5.290909090909091)","(21.0, 85.0, 46.25)"
09-01-2023 18:52:51.458588,"(10.0, 22.0, 16.75)","(4.2, 5.2, 4.4)","(11.0, 21.0, 18.555555555555557)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.0, 3.6145454545454543)","(4.0, 6.6, 5.290909090909091)","(21.0, 85.0, 46.25)"
09-01-2023 18:52:52.627929,"(10.0, 22.0, 16.75)","(4.2, 5.2, 4.4)","(11.0, 21.0, 18.555555555555557)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.0, 3.6145454545454543)","(4.0, 6.6, 5.290909090909091)","(21.0, 85.0, 46.25)"
09-01-2023 18:52:53.808977,"(10.0, 22.0, 16.75)","(4.2, 5.2, 4.4)","(11.0, 21.0, 17.0)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.0, 3.682)","(4.0, 6.6, 5.290909090909091)","(21.0, 85.0, 46.25)"
09-01-2023 18:52:54.939521,"(10.0, 22.0, 16.75)","(4.2, 5.2, 4.4)","(11.0, 20.0, 15.833333333333334)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.0, 3.682)","(4.0, 6.6, 5.290909090909091)","(21.0, 85.0, 46.25)"
09-01-2023 18:52:56.122098,"(10.0, 22.0, 16.75)","(4.2, 5.2, 4.4)","(11.0, 20.0, 15.833333333333334)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.0, 3.682)","(4.0, 6.6, 5.290909090909091)","(21.0, 85.0, 46.25)"
09-01-2023 18:52:57.343465,"(10.0, 22.0, 16.75)","(4.2, 5.2, 4.4)","(11.0, 20.0, 15.833333333333334)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.0, 3.682)","(4.0, 6.6, 5.290909090909091)","(21.0, 85.0, 46.25)"
09-01-2023 18:52:58.496732,"(10.0, 22.0, 16.75)","(4.2, 5.2, 4.4)","(11.0, 20.0, 15.833333333333334)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.0, 3.682)","(4.0, 6.6, 5.290909090909091)","(21.0, 85.0, 46.25)"
09-01-2023 18:52:59.665692,"(10.0, 22.0, 16.75)","(4.2, 5.2, 4.4)","(11.0, 20.0, 15.833333333333334)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.0, 3.682)","(4.0, 6.6, 5.290909090909091)","(21.0, 85.0, 46.25)"
09-01-2023 18:53:00.787350,"(10.0, 22.0, 16.75)","(4.2, 5.2, 4.4)","(11.0, 20.0, 15.833333333333334)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.0, 3.682)","(4.0, 6.6, 5.290909090909091)","(21.0, 85.0, 46.25)"
09-01-2023 18:53:01.935337,"(10.0, 22.0, 16.75)","(4.2, 5.2, 4.4)","(11.0, 20.0, 15.833333333333334)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.0, 3.682)","(4.0, 6.6, 5.290909090909091)","(21.0, 85.0, 46.25)"
09-01-2023 18:53:03.233773,"(10.0, 22.0, 16.75)","(4.2, 5.2, 4.4)","(11.0, 20.0, 15.833333333333334)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.0, 3.682)","(4.0, 6.6, 5.290909090909091)","(21.0, 85.0, 46.25)"
09-01-2023 18:53:04.451619,"(10.0, 22.0, 16.75)","(4.2, 5.2, 4.4)","(11.0, 20.0, 15.833333333333334)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.0, 3.682)","(4.0, 6.6, 5.290909090909091)","(21.0, 85.0, 46.25)"
09-01-2023 18:53:05.664557,"(10.0, 22.0, 16.75)","(4.2, 5.2, 4.4)","(11.0, 20.0, 15.833333333333334)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.0, 3.682)","(4.0, 6.6, 5.290909090909091)","(21.0, 85.0, 46.25)"
09-01-2023 18:53:06.811859,"(10.0, 22.0, 16.75)","(4.2, 5.2, 4.4)","(11.0, 20.0, 15.833333333333334)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.0, 3.682)","(4.0, 6.6, 5.290909090909091)","(21.0, 85.0, 46.25)"
09-01-2023 18:53:08.054153,"(10.0, 22.0, 16.75)","(4.2, 5.2, 4.4)","(11.0, 20.0, 15.833333333333334)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.0, 3.682)","(4.0, 6.6, 5.290909090909091)","(21.0, 85.0, 46.25)"
09-01-2023 18:53:09.208503,"(10.0, 22.0, 16.75)","(4.2, 5.2, 4.4)","(11.0, 20.0, 15.833333333333334)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.0, 3.682)","(4.0, 6.6, 5.290909090909091)","(21.0, 85.0, 46.25)"
09-01-2023 18:53:10.308426,"(10.0, 22.0, 16.75)","(4.2, 5.2, 4.4)","(11.0, 20.0, 15.833333333333334)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.0, 3.682)","(4.0, 6.6, 5.290909090909091)","(21.0, 85.0, 46.25)"
09-01-2023 18:53:11.469153,"(10.0, 22.0, 16.75)","(4.2, 5.2, 4.4)","(11.0, 20.0, 15.833333333333334)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.0, 3.682)","(4.0, 6.6, 5.290909090909091)","(21.0, 85.0, 46.25)"
09-01-2023 18:53:12.550248,"(10.0, 22.0, 16.75)","(4.2, 5.2, 4.4)","(11.0, 20.0, 15.833333333333334)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.0, 3.682)","(4.0, 6.6, 5.290909090909091)","(21.0, 85.0, 46.25)"
09-01-2023 18:53:13.704384,"(10.0, 22.0, 16.75)","(4.2, 5.2, 4.4)","(11.0, 20.0, 15.833333333333334)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.0, 3.682)","(4.0, 6.6, 4.875)","(21.0, 85.0, 46.25)"
09-01-2023 18:53:14.829264,"(10.0, 22.0, 16.75)","(4.2, 5.2, 4.4)","(11.0, 20.0, 15.833333333333334)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.0, 3.682)","(4.0, 6.6, 4.875)","(21.0, 85.0, 46.25)"
09-01-2023 18:53:15.996358,"(10.0, 22.0, 16.75)","(4.2, 5.2, 4.4)","(11.0, 20.0, 15.833333333333334)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.0, 3.682)","(4.0, 6.6, 4.875)","(21.0, 85.0, 46.25)"
09-01-2023 18:53:17.160444,"(10.0, 22.0, 16.75)","(4.2, 5.2, 4.4)","(11.0, 20.0, 15.833333333333334)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.0, 3.682)","(4.0, 6.6, 4.875)","(21.0, 85.0, 46.25)"
09-01-2023 18:53:18.311306,"(10.0, 22.0, 16.75)","(4.2, 5.2, 4.4)","(11.0, 19.5, 15.541666666666666)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.0, 3.688)","(4.0, 6.6, 4.875)","(21.0, 85.0, 46.25)"
09-01-2023 18:53:19.429305,"(10.0, 22.0, 16.75)","(4.2, 5.2, 4.4)","(11.0, 19.5, 14.941176470588236)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.0, 3.74)","(4.0, 6.6, 4.875)","(21.0, 85.0, 46.25)"
09-01-2023 18:53:20.543674,"(10.0, 22.0, 16.75)","(4.2, 5.2, 4.4)","(11.0, 22.0, 18.555555555555557)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.0, 3.74)","(4.0, 6.6, 4.875)","(21.0, 85.0, 46.25)"
09-01-2023 18:53:21.611930,"(10.0, 22.0, 16.75)","(4.2, 5.2, 4.4)","(11.0, 21.0, 18.555555555555557)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.0, 3.74)","(4.0, 6.6, 4.875)","(21.0, 85.0, 46.25)"
09-01-2023 18:53:22.749801,"(10.0, 22.0, 16.75)","(4.2, 5.2, 4.4)","(11.0, 21.0, 18.555555555555557)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.0, 3.74)","(4.0, 6.6, 4.875)","(21.0, 85.0, 46.25)"
09-01-2023 18:53:23.876332,"(10.0, 22.0, 16.75)","(4.2, 5.2, 4.4)","(11.0, 21.0, 18.555555555555557)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.0, 3.74)","(4.0, 6.6, 4.875)","(21.0, 85.0, 46.25)"
09-01-2023 18:53:24.993696,"(10.0, 22.0, 16.75)","(4.2, 5.2, 4.4)","(11.0, 21.0, 18.555555555555557)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.0, 3.74)","(4.0, 6.6, 4.875)","(21.0, 85.0, 46.25)"
09-01-2023 18:53:26.125111,"(10.0, 22.0, 16.75)","(4.2, 5.2, 4.4)","(11.0, 21.0, 18.555555555555557)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.0, 3.74)","(4.0, 6.6, 4.875)","(21.0, 85.0, 46.25)"
09-01-2023 18:53:27.237083,"(10.0, 22.0, 16.75)","(4.2, 5.2, 4.4)","(11.0, 21.0, 18.555555555555557)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.0, 3.74)","(4.0, 6.6, 4.875)","(21.0, 85.0, 46.25)"
09-01-2023 18:53:28.317318,"(10.0, 22.0, 16.75)","(4.2, 5.2, 4.4)","(11.0, 21.0, 18.555555555555557)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.0, 3.74)","(4.0, 6.6, 4.875)","(21.0, 85.0, 46.25)"
09-01-2023 18:53:29.443527,"(10.0, 22.0, 16.75)","(4.2, 5.2, 4.4)","(11.0, 21.0, 18.555555555555557)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.0, 3.74)","(4.0, 6.6, 4.875)","(21.0, 85.0, 46.25)"
09-01-2023 18:53:30.546446,"(10.0, 22.0, 16.75)","(4.2, 5.2, 4.4)","(11.0, 21.0, 18.555555555555557)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.0, 3.74)","(4.0, 6.6, 4.875)","(21.0, 85.0, 46.25)"
09-01-2023 18:53:31.654730,"(10.0, 22.0, 16.75)","(4.2, 5.2, 4.4)","(11.0, 21.0, 18.555555555555557)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.0, 3.74)","(4.0, 6.6, 4.875)","(21.0, 85.0, 46.25)"
09-01-2023 18:53:32.787788,"(10.0, 22.0, 16.75)","(4.2, 5.2, 4.4)","(11.0, 21.0, 18.555555555555557)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.0, 3.74)","(4.0, 6.6, 4.875)","(21.0, 85.0, 46.25)"
09-01-2023 18:53:33.937165,"(10.0, 22.0, 16.75)","(4.2, 5.2, 4.0)","(11.0, 21.0, 18.555555555555557)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.0, 3.74)","(4.0, 6.6, 4.875)","(21.0, 85.0, 46.25)"
09-01-2023 18:53:35.095996,"(10.0, 22.0, 16.75)","(4.2, 5.2, 4.0)","(11.0, 21.0, 18.555555555555557)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.0, 3.74)","(4.0, 6.6, 4.875)","(21.0, 85.0, 46.25)"
09-01-2023 18:53:36.284693,"(10.0, 22.0, 16.75)","(4.2, 5.2, 4.0)","(11.0, 21.0, 18.555555555555557)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.0, 3.74)","(4.0, 6.6, 4.875)","(21.0, 85.0, 46.25)"
09-01-2023 18:53:37.434031,"(10.0, 22.0, 16.75)","(4.2, 5.2, 4.0)","(11.0, 21.0, 18.555555555555557)","(8.0, 13.5, 9.142857142857142)","(31.0, 130.0, 67.23076923076923)","(2.3, 4.0, 3.74)","(4.0, 6.6, 4.875)","(21.0, 85.0, 46.25)"
