,Que Up,Market Scooby,Mystic Rose,Ivanka Tea,Bugs,Hot Hand,Jets To Burn,Afro Puff
09-01-2023 19:02:38.082021,"(13.0, 25.0, 23.333333333333336)","(3.5, 3.65, 3.57)","(10.0, 13.0, 11.176470588235293)","(7.0, 8.8, 8.232432432432432)","(41.0, 80.0, 71.25)","(2.45, 4.2, 4.156521739130435)","(4.2, 5.8, 5.4363636363636365)","(31.0, 42.0, 39.2)"
09-01-2023 19:02:39.220988,"(13.0, 25.0, 24.11764705882353)","(3.5, 3.65, 3.57)","(10.0, 13.0, 12.5)","(7.0, 8.8, 8.232432432432432)","(41.0, 80.0, 71.25)","(2.45, 4.2, 4.156521739130435)","(4.2, 5.8, 5.4363636363636365)","(31.0, 42.0, 39.2)"
09-01-2023 19:02:40.337405,"(13.0, 25.0, 24.11764705882353)","(3.5, 3.65, 3.57)","(10.0, 12.5, 12.318181818181818)","(7.0, 8.8, 8.232432432432432)","(41.0, 80.0, 71.25)","(2.45, 4.2, 4.156521739130435)","(4.2, 5.8, 5.4363636363636365)","(31.0, 42.0, 39.2)"
09-01-2023 19:02:41.474349,"(13.0, 25.0, 24.11764705882353)","(3.5, 3.6, 3.4984375)","(10.0, 12.5, 12.318181818181818)","(7.0, 8.8, 8.232432432432432)","(41.0, 80.0, 71.25)","(2.45, 4.2, 4.033333333333333)","(4.2, 5.8, 5.413636363636363)","(31.0, 42.0, 39.2)"
09-01-2023 19:02:42.654453,"(13.0, 25.0, 24.11764705882353)","(3.5, 3.6, 3.501315789473684)","(10.0, 12.5, 12.318181818181818)","(7.0, 8.8, 8.232432432432432)","(41.0, 80.0, 71.25)","(2.45, 4.2, 4.1454545454545455)","(4.2, 5.8, 5.413636363636363)","(31.0, 42.0, 39.2)"
09-01-2023 19:02:43.822681,"(13.0, 25.0, 24.11764705882353)","(3.5, 3.6, 3.501315789473684)","(10.0, 12.5, 12.318181818181818)","(7.0, 8.8, 8.232432432432432)","(41.0, 80.0, 71.25)","(2.45, 4.2, 4.075)","(4.2, 5.8, 5.413636363636363)","(31.0, 42.0, 39.2)"
09-01-2023 19:02:45.009998,"(13.0, 25.0, 22.666666666666668)","(3.5, 3.6, 3.446774193548387)","(10.0, 12.5, 12.318181818181818)","(7.0, 8.8, 8.232432432432432)","(41.0, 80.0, 71.25)","(2.45, 4.2, 4.1454545454545455)","(4.2, 5.8, 5.413636363636363)","(31.0, 42.0, 39.2)"
09-01-2023 19:02:46.152473,"(14.0, 25.0, 23.375)","(3.5, 3.6, 3.444736842105263)","(10.0, 12.5, 12.318181818181818)","(7.0, 8.8, 8.232432432432432)","(41.0, 80.0, 71.25)","(2.5, 4.2, 4.1454545454545455)","(4.2, 5.8, 5.413636363636363)","(31.0, 42.0, 39.2)"
09-01-2023 19:02:47.261303,"(14.0, 25.0, 21.0)","(3.5, 3.55, 3.4282608695652175)","(10.0, 12.5, 12.318181818181818)","(7.0, 8.8, 8.232432432432432)","(41.0, 80.0, 71.25)","(2.5, 4.2, 4.1454545454545455)","(4.2, 5.8, 5.478571428571429)","(31.0, 42.0, 39.2)"
09-01-2023 19:02:48.317667,"(14.0, 25.0, 21.0)","(3.5, 3.5, 3.408695652173913)","(10.0, 12.5, 12.318181818181818)","(7.0, 8.8, 8.232432432432432)","(41.0, 80.0, 71.25)","(2.5, 4.2, 4.1454545454545455)","(4.2, 5.8, 5.478571428571429)","(31.0, 42.0, 39.2)"
09-01-2023 19:02:49.342917,"(14.0, 25.0, 24.294117647058826)","(3.5, 3.5, 3.408695652173913)","(10.0, 12.5, 12.318181818181818)","(7.0, 8.8, 8.232432432432432)","(41.0, 80.0, 71.25)","(2.5, 4.2, 4.0285714285714285)","(4.2, 5.8, 5.478571428571429)","(31.0, 42.0, 39.2)"
09-01-2023 19:02:50.416319,"(14.0, 25.0, 24.294117647058826)","(3.5, 3.5, 3.408695652173913)","(10.0, 12.5, 12.318181818181818)","(7.0, 8.8, 8.232432432432432)","(41.0, 80.0, 71.25)","(2.5, 4.2, 4.0285714285714285)","(4.2, 5.8, 5.478571428571429)","(31.0, 42.0, 39.2)"
09-01-2023 19:02:51.537727,"(14.0, 25.0, 22.5)","(3.5, 3.5, 3.408695652173913)","(10.0, 12.5, 12.318181818181818)","(7.0, 8.8, 8.232432432432432)","(41.0, 80.0, 71.25)","(2.5, 4.2, 4.0285714285714285)","(4.2, 5.8, 5.478571428571429)","(31.0, 42.0, 39.2)"
09-01-2023 19:02:52.688545,"(14.0, 25.0, 22.5)","(3.5, 3.5, 3.408695652173913)","(10.0, 12.5, 12.318181818181818)","(7.0, 8.8, 8.232432432432432)","(41.0, 80.0, 71.25)","(2.5, 4.2, 4.0285714285714285)","(4.2, 5.8, 5.478571428571429)","(31.0, 42.0, 39.2)"
09-01-2023 19:02:53.809511,"(14.0, 25.0, 23.0)","(3.5, 3.5, 3.408695652173913)","(10.0, 12.5, 12.318181818181818)","(7.0, 8.8, 8.232432432432432)","(41.0, 80.0, 71.25)","(2.5, 4.2, 4.0285714285714285)","(4.2, 5.8, 5.478571428571429)","(31.0, 42.0, 41.46153846153846)"
09-01-2023 19:02:55.009743,"(14.0, 25.0, 23.88888888888889)","(3.5, 3.5, 3.408695652173913)","(10.0, 12.5, 12.318181818181818)","(7.0, 8.8, 8.232432432432432)","(41.0, 80.0, 71.25)","(2.5, 4.2, 4.0285714285714285)","(4.2, 5.8, 5.478571428571429)","(31.0, 42.0, 41.46153846153846)"
09-01-2023 19:02:56.068370,"(14.0, 25.0, 23.88888888888889)","(3.5, 3.5, 3.408695652173913)","(10.0, 12.5, 12.318181818181818)","(7.0, 8.8, 8.232432432432432)","(41.0, 80.0, 71.25)","(2.5, 4.2, 4.0285714285714285)","(4.2, 5.8, 5.478571428571429)","(31.0, 42.0, 41.46153846153846)"
09-01-2023 19:02:57.137001,"(14.0, 25.0, 23.88888888888889)","(3.5, 3.5, 3.408695652173913)","(10.0, 12.5, 12.318181818181818)","(7.0, 8.8, 8.232432432432432)","(41.0, 80.0, 71.25)","(2.5, 4.2, 4.0285714285714285)","(4.2, 5.8, 5.478571428571429)","(31.0, 42.0, 41.46153846153846)"
09-01-2023 19:02:58.355381,"(14.0, 25.0, 23.88888888888889)","(3.5, 3.5, 3.3666666666666667)","(10.0, 12.5, 12.318181818181818)","(7.0, 8.8, 8.232432432432432)","(41.0, 80.0, 71.25)","(2.5, 4.2, 4.0285714285714285)","(4.2, 5.8, 5.478571428571429)","(31.0, 42.0, 41.46153846153846)"
09-01-2023 19:02:59.572536,"(14.0, 25.0, 23.88888888888889)","(3.5, 3.45, 3.3666666666666667)","(10.0, 12.5, 12.318181818181818)","(7.0, 8.8, 8.232432432432432)","(41.0, 80.0, 71.25)","(2.5, 4.2, 4.0285714285714285)","(4.2, 5.8, 5.478571428571429)","(31.0, 42.0, 41.46153846153846)"
09-01-2023 19:03:00.652766,"(14.0, 25.0, 23.88888888888889)","(3.5, 3.45, 3.3666666666666667)","(10.0, 12.5, 12.318181818181818)","(7.0, 8.8, 8.232432432432432)","(41.0, 80.0, 71.25)","(2.5, 4.2, 4.0285714285714285)","(4.2, 5.8, 5.478571428571429)","(31.0, 42.0, 41.46153846153846)"
09-01-2023 19:03:01.777691,"(14.0, 25.0, 23.88888888888889)","(3.5, 3.45, 3.3666666666666667)","(10.0, 12.5, 12.318181818181818)","(7.0, 8.8, 8.450000000000001)","(41.0, 80.0, 71.25)","(2.5, 4.2, 4.0285714285714285)","(4.2, 5.8, 5.607142857142857)","(31.0, 42.0, 41.46153846153846)"
09-01-2023 19:03:02.848646,"(14.0, 32.0, 30.0)","(3.5, 3.55, 3.425)","(10.0, 12.5, 12.318181818181818)","(7.0, 8.8, 8.450000000000001)","(41.0, 80.0, 71.25)","(2.5, 4.2, 4.025)","(4.2, 5.8, 5.607142857142857)","(31.0, 42.0, 54.25)"
09-01-2023 19:03:03.811924,"(14.0, 30.0, 28.0)","(3.5, 3.55, 3.510344827586207)","(10.0, 12.5, 12.318181818181818)","(7.0, 8.8, 8.450000000000001)","(41.0, 80.0, 71.25)","(2.5, 4.2, 4.0055555555555555)","(4.2, 5.8, 5.65)","(31.0, 55.0, 54.25)"
09-01-2023 19:03:04.805007,"(14.0, 30.0, 26.0)","(3.5, 3.6, 3.5934782608695652)","(10.0, 12.5, 12.318181818181818)","(7.0, 8.8, 8.450000000000001)","(41.0, 80.0, 71.25)","(2.5, 4.2, 4.12)","(4.2, 5.8, 5.65)","(31.0, 55.0, 54.25)"
09-01-2023 19:03:05.782287,"(14.0, 30.0, 26.0)","(3.5, 3.6, 3.5700000000000003)","(10.0, 12.5, 12.318181818181818)","(7.0, 8.8, 8.450000000000001)","(41.0, 80.0, 71.25)","(2.5, 4.2, 4.136)","(4.2, 5.8, 5.384615384615385)","(31.0, 55.0, 54.25)"
09-01-2023 19:03:06.796388,"(14.0, 30.0, 24.4)","(3.5, 3.65, 3.6333333333333333)","(10.0, 12.5, 12.166666666666666)","(7.0, 8.8, 8.229268292682926)","(41.0, 80.0, 71.25)","(2.5, 4.2, 4.136)","(4.2, 5.8, 5.378571428571429)","(31.0, 55.0, 54.25)"
09-01-2023 19:03:07.802762,"(14.0, 30.0, 24.4)","(3.5, 3.65, 3.6333333333333333)","(10.0, 12.5, 11.26923076923077)","(7.0, 8.8, 8.445454545454545)","(41.0, 80.0, 71.25)","(2.5, 4.2, 4.136)","(4.2, 5.7, 5.427272727272728)","(31.0, 55.0, 50.55555555555556)"
09-01-2023 19:03:08.820017,"(14.0, 30.0, 25.8)","(3.5, 3.65, 3.6333333333333333)","(10.0, 12.5, 10.9)","(7.0, 8.8, 8.445454545454545)","(41.0, 80.0, 71.25)","(2.5, 4.2, 4.136)","(4.2, 5.7, 5.427272727272728)","(31.0, 55.0, 50.55555555555556)"
09-01-2023 19:03:09.811918,"(14.0, 30.0, 25.5)","(3.5, 3.7, 3.644)","(10.0, 12.5, 10.961538461538462)","(7.0, 8.8, 8.445454545454545)","(41.0, 80.0, 71.25)","(2.5, 4.2, 4.136)","(4.2, 5.7, 5.427272727272728)","(31.0, 55.0, 50.55555555555556)"
09-01-2023 19:03:10.831737,"(14.0, 30.0, 25.5)","(3.5, 3.65, 3.6366666666666667)","(10.0, 12.5, 10.961538461538462)","(7.0, 8.8, 8.445454545454545)","(41.0, 80.0, 71.25)","(2.5, 4.2, 4.15)","(4.2, 5.7, 5.378571428571429)","(31.0, 55.0, 50.55555555555556)"
09-01-2023 19:03:11.824377,"(14.0, 30.0, 26.0625)","(3.5, 3.65, 3.6366666666666667)","(10.0, 12.5, 10.320512820512821)","(7.0, 8.8, 8.450000000000001)","(41.0, 80.0, 71.25)","(2.5, 4.2, 4.15)","(4.2, 5.7, 5.378571428571429)","(31.0, 55.0, 50.17857142857143)"
09-01-2023 19:03:12.811333,"(14.0, 30.0, 26.0625)","(3.5, 3.65, 3.6366666666666667)","(10.0, 12.5, 10.320512820512821)","(7.0, 8.8, 8.437209302325583)","(41.0, 80.0, 71.25)","(2.5, 4.2, 4.15)","(4.2, 5.7, 5.427272727272728)","(31.0, 55.0, 50.17857142857143)"
09-01-2023 19:03:13.849588,"(14.0, 30.0, 25.5)","(3.5, 3.75, 3.6589285714285715)","(10.0, 12.5, 11.121621621621621)","(7.0, 8.8, 8.437209302325583)","(41.0, 80.0, 71.25)","(2.5, 4.2, 4.15)","(4.2, 5.7, 5.427272727272728)","(31.0, 55.0, 50.17857142857143)"
09-01-2023 19:03:14.840888,"(14.0, 30.0, 24.6)","(3.5, 3.75, 3.6515625000000003)","(10.0, 12.5, 11.121621621621621)","(7.0, 8.8, 8.614285714285714)","(41.0, 80.0, 71.25)","(2.5, 4.2, 4.15)","(4.2, 5.7, 5.427272727272728)","(31.0, 55.0, 50.55555555555556)"
09-01-2023 19:03:15.859980,"(14.0, 30.0, 24.6)","(3.5, 3.75, 3.6515625000000003)","(10.0, 12.5, 11.121621621621621)","(7.0, 8.8, 8.614285714285714)","(41.0, 80.0, 71.25)","(2.5, 4.2, 4.15)","(4.2, 5.7, 5.427272727272728)","(31.0, 55.0, 50.55555555555556)"
09-01-2023 19:03:16.877423,"(14.0, 30.0, 24.6)","(3.5, 3.7, 3.66)","(10.0, 12.5, 11.121621621621621)","(7.0, 8.8, 8.614285714285714)","(41.0, 80.0, 71.25)","(2.5, 4.2, 4.083333333333334)","(4.2, 5.7, 5.427272727272728)","(31.0, 55.0, 50.55555555555556)"
09-01-2023 19:03:17.898951,"(14.0, 30.0, 24.6)","(3.5, 3.75, 3.652941176470588)","(10.0, 12.5, 11.121621621621621)","(7.0, 8.8, 8.614285714285714)","(41.0, 80.0, 71.25)","(2.5, 4.2, 4.15)","(4.2, 5.7, 5.378571428571429)","(31.0, 55.0, 50.55555555555556)"
09-01-2023 19:03:18.894632,"(14.0, 30.0, 24.6)","(3.5, 3.75, 3.652941176470588)","(10.0, 12.5, 11.121621621621621)","(7.0, 8.8, 8.614285714285714)","(41.0, 80.0, 71.25)","(2.5, 4.2, 3.8499999999999996)","(4.2, 5.7, 5.5125)","(31.0, 55.0, 50.55555555555556)"
09-01-2023 19:03:19.942559,"(14.0, 30.0, 24.6)","(3.5, 3.75, 3.6923076923076925)","(10.0, 12.5, 11.121621621621621)","(7.0, 8.8, 8.614285714285714)","(41.0, 80.0, 71.25)","(2.5, 4.1, 3.86)","(4.2, 5.7, 5.5125)","(31.0, 55.0, 50.55555555555556)"
09-01-2023 19:03:20.970769,"(14.0, 30.0, 24.6)","(3.5, 3.75, 3.6923076923076925)","(10.0, 12.5, 11.121621621621621)","(7.0, 8.8, 8.614285714285714)","(41.0, 80.0, 71.25)","(2.5, 4.1, 3.86)","(4.2, 5.7, 5.442857142857143)","(31.0, 55.0, 50.55555555555556)"
09-01-2023 19:03:21.964779,"(14.0, 30.0, 24.6)","(3.5, 3.75, 3.7)","(10.0, 12.5, 11.121621621621621)","(7.0, 8.8, 8.445454545454545)","(41.0, 80.0, 71.25)","(2.5, 4.1, 4.007692307692308)","(4.2, 5.7, 5.442857142857143)","(31.0, 55.0, 50.55555555555556)"
09-01-2023 19:03:23.001601,"(14.0, 25.0, 22.263157894736842)","(3.5, 3.75, 3.7)","(10.0, 12.0, 11.2)","(7.0, 8.8, 8.445454545454545)","(41.0, 80.0, 71.25)","(2.5, 4.1, 3.954054054054054)","(4.2, 5.7, 5.442857142857143)","(31.0, 55.0, 50.55555555555556)"
09-01-2023 19:03:24.026197,"(14.0, 25.0, 22.263157894736842)","(3.5, 3.85, 3.6954545454545453)","(10.0, 12.0, 11.069767441860465)","(7.0, 8.8, 8.445454545454545)","(41.0, 80.0, 71.25)","(2.5, 4.1, 3.9727272727272727)","(4.2, 5.7, 5.55)","(31.0, 55.0, 50.55555555555556)"
09-01-2023 19:03:25.116278,"(14.0, 25.0, 22.263157894736842)","(3.5, 3.85, 3.69)","(10.0, 12.0, 11.069767441860465)","(7.0, 8.8, 8.445454545454545)","(41.0, 80.0, 71.25)","(2.5, 4.1, 3.954054054054054)","(4.2, 5.7, 5.585714285714285)","(31.0, 55.0, 50.55555555555556)"
09-01-2023 19:03:26.192865,"(14.0, 25.0, 22.263157894736842)","(3.5, 3.85, 3.69)","(10.0, 12.0, 11.069767441860465)","(7.0, 8.8, 8.445454545454545)","(41.0, 80.0, 71.25)","(2.5, 4.1, 3.9384615384615382)","(4.2, 5.7, 5.585714285714285)","(31.0, 55.0, 50.55555555555556)"
09-01-2023 19:03:27.258487,"(14.0, 25.0, 22.263157894736842)","(3.5, 3.85, 3.69)","(10.0, 12.0, 11.069767441860465)","(7.0, 8.8, 8.445454545454545)","(41.0, 80.0, 71.25)","(2.5, 4.1, 3.9384615384615382)","(4.2, 5.7, 5.55)","(31.0, 55.0, 50.55555555555556)"
09-01-2023 19:03:28.295590,"(14.0, 25.0, 22.263157894736842)","(3.5, 3.85, 3.69)","(10.0, 12.0, 11.069767441860465)","(7.0, 8.8, 8.445454545454545)","(41.0, 80.0, 71.25)","(2.5, 4.1, 3.9127906976744184)","(4.2, 5.7, 5.5875)","(31.0, 55.0, 50.55555555555556)"
09-01-2023 19:03:29.348391,"(14.0, 25.0, 22.263157894736842)","(3.5, 3.85, 3.73125)","(10.0, 12.0, 11.069767441860465)","(7.0, 8.8, 8.445454545454545)","(41.0, 80.0, 71.25)","(2.5, 4.1, 3.9127906976744184)","(4.2, 5.7, 5.5875)","(31.0, 55.0, 50.55555555555556)"
09-01-2023 19:03:30.373695,"(14.0, 25.0, 22.263157894736842)","(3.5, 3.85, 3.73125)","(10.0, 12.0, 11.069767441860465)","(7.0, 8.8, 8.445454545454545)","(41.0, 80.0, 71.25)","(2.5, 4.1, 3.9127906976744184)","(4.2, 5.7, 5.5875)","(31.0, 55.0, 50.55555555555556)"
09-01-2023 19:03:31.432614,"(14.0, 25.0, 22.263157894736842)","(3.5, 3.85, 3.73125)","(10.0, 12.0, 11.069767441860465)","(7.0, 8.8, 8.445454545454545)","(41.0, 80.0, 71.25)","(2.5, 4.1, 3.9127906976744184)","(4.2, 5.7, 5.5875)","(31.0, 55.0, 50.55555555555556)"
09-01-2023 19:03:32.519800,"(14.0, 25.0, 22.263157894736842)","(3.5, 3.85, 3.73125)","(10.0, 12.0, 11.069767441860465)","(7.0, 8.8, 8.445454545454545)","(41.0, 80.0, 71.25)","(2.5, 4.1, 3.9127906976744184)","(4.2, 5.7, 5.5875)","(31.0, 55.0, 50.55555555555556)"
09-01-2023 19:03:33.566437,"(14.0, 25.0, 22.263157894736842)","(3.5, 3.85, 3.73125)","(10.0, 12.0, 11.069767441860465)","(7.0, 8.8, 8.445454545454545)","(41.0, 80.0, 71.25)","(2.5, 4.1, 3.9127906976744184)","(4.2, 5.7, 5.536363636363637)","(31.0, 55.0, 50.55555555555556)"
09-01-2023 19:03:34.644195,"(14.0, 25.0, 22.263157894736842)","(3.5, 3.85, 3.73125)","(10.0, 12.0, 11.069767441860465)","(7.0, 8.8, 8.35)","(41.0, 80.0, 71.25)","(2.5, 4.1, 3.9294871794871793)","(4.2, 5.7, 5.536363636363637)","(31.0, 55.0, 50.55555555555556)"
09-01-2023 19:03:35.691108,"(14.0, 25.0, 22.263157894736842)","(3.5, 3.85, 3.73125)","(10.0, 12.0, 11.069767441860465)","(7.0, 8.8, 8.35)","(41.0, 80.0, 71.25)","(2.5, 4.1, 3.9055555555555554)","(4.2, 5.7, 5.5875)","(31.0, 55.0, 50.55555555555556)"
09-01-2023 19:03:36.739637,"(14.0, 25.0, 22.263157894736842)","(3.5, 3.85, 3.8153846153846156)","(10.0, 12.0, 11.069767441860465)","(7.0, 8.8, 8.614285714285714)","(41.0, 80.0, 71.25)","(2.5, 4.1, 3.9055555555555554)","(4.2, 5.7, 5.5875)","(31.0, 55.0, 50.55555555555556)"
09-01-2023 19:03:37.773044,"(14.0, 25.0, 22.263157894736842)","(3.5, 3.85, 3.8153846153846156)","(10.0, 12.0, 11.069767441860465)","(7.0, 8.8, 8.614285714285714)","(41.0, 80.0, 71.25)","(2.5, 4.1, 3.9055555555555554)","(4.2, 5.7, 5.536363636363637)","(31.0, 55.0, 50.55555555555556)"
09-01-2023 19:03:38.831377,"(14.0, 25.0, 22.263157894736842)","(3.5, 3.85, 3.8153846153846156)","(10.0, 12.0, 11.069767441860465)","(7.0, 8.8, 8.614285714285714)","(41.0, 80.0, 71.25)","(2.5, 4.1, 3.9423076923076925)","(4.2, 5.7, 5.536363636363637)","(31.0, 55.0, 50.55555555555556)"
09-01-2023 19:03:39.877455,"(14.0, 25.0, 22.529411764705884)","(3.5, 3.85, 3.8153846153846156)","(10.0, 12.0, 11.069767441860465)","(7.0, 8.8, 8.614285714285714)","(41.0, 80.0, 71.25)","(2.5, 4.0, 3.9423076923076925)","(4.2, 5.7, 5.536363636363637)","(31.0, 55.0, 50.55555555555556)"
09-01-2023 19:03:40.953506,"(14.0, 25.0, 22.692307692307693)","(3.5, 3.85, 3.8153846153846156)","(10.0, 12.0, 11.069767441860465)","(7.0, 8.8, 8.614285714285714)","(41.0, 80.0, 71.25)","(2.5, 4.0, 3.902173913043478)","(4.2, 5.7, 5.604)","(31.0, 55.0, 50.55555555555556)"
09-01-2023 19:03:42.028789,"(14.0, 25.0, 22.529411764705884)","(3.5, 3.85, 3.8153846153846156)","(10.0, 12.0, 11.069767441860465)","(7.0, 8.8, 8.35)","(41.0, 80.0, 71.25)","(2.5, 4.1, 3.9055555555555554)","(4.2, 5.7, 5.536363636363637)","(31.0, 55.0, 50.55555555555556)"
09-01-2023 19:03:43.124572,"(14.0, 25.0, 22.529411764705884)","(3.5, 3.85, 3.8125)","(10.0, 12.0, 11.375)","(7.0, 8.8, 8.35)","(41.0, 80.0, 71.25)","(2.5, 4.1, 3.8989361702127656)","(4.2, 5.7, 5.536363636363637)","(31.0, 55.0, 50.55555555555556)"
09-01-2023 19:03:44.193264,"(14.0, 25.0, 22.529411764705884)","(3.5, 4.0, 3.9423076923076925)","(10.0, 11.5, 11.25)","(7.0, 8.8, 8.322448979591837)","(41.0, 80.0, 71.25)","(2.5, 4.1, 3.9294871794871793)","(4.2, 5.7, 5.5200000000000005)","(31.0, 55.0, 50.55555555555556)"
09-01-2023 19:03:45.283742,"(14.0, 25.0, 22.529411764705884)","(3.5, 4.0, 3.9545454545454546)","(10.0, 11.5, 11.142857142857142)","(7.0, 8.8, 8.322448979591837)","(41.0, 80.0, 71.25)","(2.5, 4.1, 3.9294871794871793)","(4.2, 5.7, 5.5200000000000005)","(31.0, 55.0, 50.55555555555556)"
09-01-2023 19:03:46.361523,"(14.0, 25.0, 22.529411764705884)","(3.5, 4.0, 3.9)","(10.0, 11.5, 11.142857142857142)","(7.0, 8.8, 8.322448979591837)","(41.0, 80.0, 71.25)","(2.5, 4.1, 3.9294871794871793)","(4.2, 5.7, 5.5200000000000005)","(31.0, 55.0, 50.55555555555556)"
09-01-2023 19:03:47.463236,"(14.0, 25.0, 22.529411764705884)","(3.5, 4.0, 3.9)","(10.0, 11.5, 11.03448275862069)","(7.0, 8.8, 8.322448979591837)","(41.0, 80.0, 71.25)","(2.5, 4.1, 3.8229166666666665)","(4.2, 5.7, 5.5200000000000005)","(31.0, 55.0, 50.55555555555556)"
09-01-2023 19:03:48.543804,"(14.0, 25.0, 22.529411764705884)","(3.5, 4.0, 3.9)","(10.0, 11.5, 11.03448275862069)","(7.0, 8.8, 8.700000000000001)","(41.0, 80.0, 71.25)","(2.5, 4.1, 3.888888888888889)","(4.2, 5.7, 5.536363636363637)","(31.0, 55.0, 50.55555555555556)"
09-01-2023 19:03:49.600128,"(14.0, 25.0, 22.529411764705884)","(3.5, 4.0, 3.8909090909090907)","(10.0, 11.5, 11.03448275862069)","(7.0, 8.6, 8.435294117647059)","(41.0, 80.0, 71.25)","(2.5, 4.0, 3.8636363636363638)","(4.2, 5.7, 5.536363636363637)","(31.0, 55.0, 50.55555555555556)"
09-01-2023 19:03:50.713259,"(14.0, 25.0, 22.529411764705884)","(3.5, 4.0, 3.9454545454545453)","(10.0, 11.5, 11.03448275862069)","(7.0, 8.6, 8.290909090909091)","(41.0, 80.0, 71.25)","(2.5, 4.0, 3.8636363636363638)","(4.2, 5.7, 5.536363636363637)","(31.0, 55.0, 50.55555555555556)"
09-01-2023 19:03:51.874969,"(14.0, 25.0, 22.529411764705884)","(3.5, 4.0, 3.9454545454545453)","(10.0, 11.5, 11.03448275862069)","(7.0, 8.6, 8.299999999999999)","(41.0, 80.0, 71.25)","(2.5, 4.0, 3.8636363636363638)","(4.2, 5.7, 5.536363636363637)","(31.0, 55.0, 50.55555555555556)"
09-01-2023 19:03:53.118697,"(14.0, 25.0, 22.529411764705884)","(3.5, 4.0, 3.9454545454545453)","(10.0, 11.5, 11.03448275862069)","(7.0, 8.6, 8.299999999999999)","(41.0, 80.0, 71.25)","(2.5, 4.0, 3.8636363636363638)","(4.2, 5.7, 5.536363636363637)","(31.0, 55.0, 50.55555555555556)"
09-01-2023 19:03:54.422509,"(14.0, 25.0, 22.529411764705884)","(3.5, 4.0, 3.8909090909090907)","(10.0, 11.5, 11.03448275862069)","(7.0, 8.6, 8.290909090909091)","(41.0, 80.0, 71.25)","(2.5, 4.0, 3.888888888888889)","(4.2, 5.7, 5.536363636363637)","(31.0, 55.0, 50.55555555555556)"
09-01-2023 19:03:55.751982,"(14.0, 25.0, 22.529411764705884)","(3.5, 4.0, 3.8909090909090907)","(10.0, 11.5, 10.728571428571428)","(7.0, 8.6, 8.290909090909091)","(41.0, 80.0, 71.25)","(2.5, 4.0, 3.888888888888889)","(4.2, 5.7, 5.536363636363637)","(31.0, 55.0, 50.55555555555556)"
09-01-2023 19:03:56.874672,"(14.0, 25.0, 22.529411764705884)","(3.5, 4.0, 3.9181818181818184)","(10.0, 11.5, 10.728571428571428)","(7.0, 8.6, 8.290909090909091)","(41.0, 80.0, 71.25)","(2.5, 4.0, 3.888888888888889)","(4.2, 5.7, 5.536363636363637)","(31.0, 55.0, 50.55555555555556)"
09-01-2023 19:03:57.946723,"(14.0, 25.0, 22.529411764705884)","(3.5, 4.0, 3.9181818181818184)","(10.0, 11.5, 10.728571428571428)","(7.0, 8.6, 8.290909090909091)","(41.0, 80.0, 71.25)","(2.5, 4.0, 3.888888888888889)","(4.2, 5.7, 5.536363636363637)","(31.0, 55.0, 50.55555555555556)"
09-01-2023 19:03:59.068659,"(14.0, 25.0, 22.529411764705884)","(3.5, 4.0, 3.9181818181818184)","(10.0, 11.5, 10.728571428571428)","(7.0, 8.6, 8.290909090909091)","(41.0, 80.0, 71.25)","(2.5, 4.0, 3.888888888888889)","(4.2, 5.7, 5.536363636363637)","(31.0, 55.0, 50.55555555555556)"
09-01-2023 19:04:00.208531,"(14.0, 25.0, 22.529411764705884)","(3.5, 4.0, 3.9181818181818184)","(10.0, 11.5, 10.728571428571428)","(7.0, 8.6, 8.290909090909091)","(41.0, 80.0, 71.25)","(2.5, 4.0, 3.888888888888889)","(4.2, 5.7, 5.536363636363637)","(31.0, 55.0, 50.55555555555556)"
09-01-2023 19:04:01.332023,"(14.0, 25.0, 22.529411764705884)","(3.5, 4.0, 3.9181818181818184)","(10.0, 11.5, 10.728571428571428)","(7.0, 8.6, 8.290909090909091)","(41.0, 80.0, 71.25)","(2.5, 4.0, 3.888888888888889)","(4.2, 5.7, 5.536363636363637)","(31.0, 55.0, 50.55555555555556)"
09-01-2023 19:04:02.448395,"(14.0, 25.0, 22.529411764705884)","(3.5, 4.0, 3.9181818181818184)","(10.0, 11.5, 10.728571428571428)","(7.0, 8.6, 8.290909090909091)","(41.0, 80.0, 71.25)","(2.5, 4.0, 3.888888888888889)","(4.2, 5.7, 5.536363636363637)","(31.0, 55.0, 50.55555555555556)"
09-01-2023 19:04:03.533917,"(14.0, 25.0, 22.529411764705884)","(3.5, 4.0, 3.9181818181818184)","(10.0, 11.5, 10.728571428571428)","(7.0, 8.6, 8.285106382978723)","(41.0, 80.0, 71.25)","(2.5, 4.0, 3.6564516129032256)","(4.2, 5.7, 5.533333333333333)","(31.0, 55.0, 50.55555555555556)"
09-01-2023 19:04:04.633247,"(14.0, 25.0, 22.529411764705884)","(3.5, 4.0, 3.9035714285714285)","(10.0, 11.5, 10.728571428571428)","(7.0, 8.6, 8.290909090909091)","(41.0, 80.0, 71.25)","(2.5, 3.75, 3.610909090909091)","(4.2, 5.7, 5.571428571428572)","(31.0, 55.0, 50.55555555555556)"
