,Sweet Babe,Yumar,Headache Gray,Its Time Lionel,Instigate,Mott The Hoople,Love You Wayne,Love A Rum
12,"[datetime.datetime(2022, 11, 28, 11, 19, 32, 583204), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 11, 19, 32, 583204), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 11, 19, 32, 583204), 3.3, 5.6]","[datetime.datetime(2022, 11, 28, 11, 19, 32, 583204), 7.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 19, 32, 583204), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 11, 19, 32, 583204), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 19, 32, 583204), 81.0, 500.0]","[datetime.datetime(2022, 11, 28, 11, 19, 32, 583204), 2.8, 6.2]"
13,"[datetime.datetime(2022, 11, 28, 11, 19, 33, 730223), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 11, 19, 33, 730223), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 11, 19, 33, 730223), 3.3, 5.6]","[datetime.datetime(2022, 11, 28, 11, 19, 33, 730223), 7.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 19, 33, 730223), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 11, 19, 33, 730223), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 19, 33, 730223), 81.0, 500.0]","[datetime.datetime(2022, 11, 28, 11, 19, 33, 730223), 2.8, 6.2]"
14,"[datetime.datetime(2022, 11, 28, 11, 19, 34, 869011), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 11, 19, 34, 869011), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 11, 19, 34, 869011), 3.3, 5.6]","[datetime.datetime(2022, 11, 28, 11, 19, 34, 869011), 7.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 19, 34, 869011), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 11, 19, 34, 869011), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 19, 34, 869011), 81.0, 500.0]","[datetime.datetime(2022, 11, 28, 11, 19, 34, 869011), 2.8, 6.2]"
15,"[datetime.datetime(2022, 11, 28, 11, 19, 36, 24889), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 11, 19, 36, 24889), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 11, 19, 36, 24889), 3.3, 5.6]","[datetime.datetime(2022, 11, 28, 11, 19, 36, 24889), 7.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 19, 36, 24889), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 11, 19, 36, 24889), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 19, 36, 24889), 81.0, 500.0]","[datetime.datetime(2022, 11, 28, 11, 19, 36, 24889), 2.8, 6.2]"
16,"[datetime.datetime(2022, 11, 28, 11, 19, 37, 173301), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 11, 19, 37, 173301), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 11, 19, 37, 173301), 3.3, 5.6]","[datetime.datetime(2022, 11, 28, 11, 19, 37, 173301), 7.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 19, 37, 173301), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 11, 19, 37, 173301), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 19, 37, 173301), 81.0, 500.0]","[datetime.datetime(2022, 11, 28, 11, 19, 37, 173301), 2.8, 6.2]"
17,"[datetime.datetime(2022, 11, 28, 11, 19, 38, 310776), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 11, 19, 38, 310776), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 11, 19, 38, 310776), 3.3, 5.6]","[datetime.datetime(2022, 11, 28, 11, 19, 38, 310776), 7.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 19, 38, 310776), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 11, 19, 38, 310776), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 19, 38, 310776), 81.0, 500.0]","[datetime.datetime(2022, 11, 28, 11, 19, 38, 310776), 2.8, 6.2]"
18,"[datetime.datetime(2022, 11, 28, 11, 19, 39, 440286), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 11, 19, 39, 440286), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 11, 19, 39, 440286), 3.3, 5.6]","[datetime.datetime(2022, 11, 28, 11, 19, 39, 440286), 7.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 19, 39, 440286), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 11, 19, 39, 440286), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 19, 39, 440286), 81.0, 500.0]","[datetime.datetime(2022, 11, 28, 11, 19, 39, 440286), 2.8, 6.2]"
19,"[datetime.datetime(2022, 11, 28, 11, 19, 40, 577587), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 11, 19, 40, 577587), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 11, 19, 40, 577587), 3.3, 5.6]","[datetime.datetime(2022, 11, 28, 11, 19, 40, 577587), 7.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 19, 40, 577587), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 11, 19, 40, 577587), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 19, 40, 577587), 81.0, 500.0]","[datetime.datetime(2022, 11, 28, 11, 19, 40, 577587), 2.8, 6.2]"
20,"[datetime.datetime(2022, 11, 28, 11, 19, 41, 715273), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 11, 19, 41, 715273), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 11, 19, 41, 715273), 3.3, 5.6]","[datetime.datetime(2022, 11, 28, 11, 19, 41, 715273), 7.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 19, 41, 715273), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 11, 19, 41, 715273), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 19, 41, 715273), 81.0, 500.0]","[datetime.datetime(2022, 11, 28, 11, 19, 41, 715273), 2.8, 6.2]"
21,"[datetime.datetime(2022, 11, 28, 11, 19, 42, 874059), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 11, 19, 42, 874059), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 11, 19, 42, 874059), 3.3, 5.6]","[datetime.datetime(2022, 11, 28, 11, 19, 42, 874059), 7.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 19, 42, 874059), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 11, 19, 42, 874059), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 19, 42, 874059), 81.0, 500.0]","[datetime.datetime(2022, 11, 28, 11, 19, 42, 874059), 2.8, 6.2]"
22,"[datetime.datetime(2022, 11, 28, 11, 19, 44, 47981), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 11, 19, 44, 47981), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 11, 19, 44, 47981), 3.3, 5.6]","[datetime.datetime(2022, 11, 28, 11, 19, 44, 47981), 7.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 19, 44, 47981), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 11, 19, 44, 47981), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 19, 44, 47981), 81.0, 500.0]","[datetime.datetime(2022, 11, 28, 11, 19, 44, 47981), 2.8, 6.2]"
23,"[datetime.datetime(2022, 11, 28, 11, 19, 45, 238383), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 11, 19, 45, 238383), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 11, 19, 45, 238383), 3.3, 5.6]","[datetime.datetime(2022, 11, 28, 11, 19, 45, 238383), 7.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 19, 45, 238383), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 11, 19, 45, 238383), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 19, 45, 238383), 81.0, 500.0]","[datetime.datetime(2022, 11, 28, 11, 19, 45, 238383), 2.8, 6.2]"
24,"[datetime.datetime(2022, 11, 28, 11, 19, 46, 547271), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 11, 19, 46, 547271), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 11, 19, 46, 547271), 3.3, 5.6]","[datetime.datetime(2022, 11, 28, 11, 19, 46, 547271), 7.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 19, 46, 547271), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 11, 19, 46, 547271), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 19, 46, 547271), 81.0, 500.0]","[datetime.datetime(2022, 11, 28, 11, 19, 46, 547271), 2.8, 6.4]"
25,"[datetime.datetime(2022, 11, 28, 11, 19, 47, 715685), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 11, 19, 47, 715685), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 11, 19, 47, 715685), 3.3, 5.6]","[datetime.datetime(2022, 11, 28, 11, 19, 47, 715685), 7.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 19, 47, 715685), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 11, 19, 47, 715685), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 19, 47, 715685), 81.0, 500.0]","[datetime.datetime(2022, 11, 28, 11, 19, 47, 715685), 2.8, 6.4]"
26,"[datetime.datetime(2022, 11, 28, 11, 19, 48, 905037), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 11, 19, 48, 905037), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 11, 19, 48, 905037), 3.3, 5.6]","[datetime.datetime(2022, 11, 28, 11, 19, 48, 905037), 7.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 19, 48, 905037), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 11, 19, 48, 905037), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 19, 48, 905037), 81.0, 500.0]","[datetime.datetime(2022, 11, 28, 11, 19, 48, 905037), 2.8, 6.0]"
27,"[datetime.datetime(2022, 11, 28, 11, 19, 50, 92105), 2.9, 4.6]","[datetime.datetime(2022, 11, 28, 11, 19, 50, 92105), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 11, 19, 50, 92105), 3.3, 5.6]","[datetime.datetime(2022, 11, 28, 11, 19, 50, 92105), 7.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 19, 50, 92105), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 11, 19, 50, 92105), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 19, 50, 92105), 81.0, 500.0]","[datetime.datetime(2022, 11, 28, 11, 19, 50, 92105), 2.8, 5.9]"
28,"[datetime.datetime(2022, 11, 28, 11, 19, 51, 261068), 2.9, 4.6]","[datetime.datetime(2022, 11, 28, 11, 19, 51, 261068), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 11, 19, 51, 261068), 3.3, 5.6]","[datetime.datetime(2022, 11, 28, 11, 19, 51, 261068), 7.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 19, 51, 261068), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 11, 19, 51, 261068), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 19, 51, 261068), 81.0, 500.0]","[datetime.datetime(2022, 11, 28, 11, 19, 51, 261068), 2.8, 5.9]"
29,"[datetime.datetime(2022, 11, 28, 11, 19, 52, 390791), 2.9, 4.6]","[datetime.datetime(2022, 11, 28, 11, 19, 52, 390791), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 11, 19, 52, 390791), 3.3, 5.6]","[datetime.datetime(2022, 11, 28, 11, 19, 52, 390791), 7.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 19, 52, 390791), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 11, 19, 52, 390791), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 19, 52, 390791), 81.0, 500.0]","[datetime.datetime(2022, 11, 28, 11, 19, 52, 390791), 2.8, 5.9]"
30,"[datetime.datetime(2022, 11, 28, 11, 19, 53, 603487), 2.9, 4.6]","[datetime.datetime(2022, 11, 28, 11, 19, 53, 603487), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 11, 19, 53, 603487), 3.3, 5.6]","[datetime.datetime(2022, 11, 28, 11, 19, 53, 603487), 7.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 19, 53, 603487), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 11, 19, 53, 603487), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 19, 53, 603487), 81.0, 500.0]","[datetime.datetime(2022, 11, 28, 11, 19, 53, 603487), 2.8, 5.9]"
31,"[datetime.datetime(2022, 11, 28, 11, 19, 54, 775754), 2.9, 4.6]","[datetime.datetime(2022, 11, 28, 11, 19, 54, 775754), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 11, 19, 54, 775754), 3.3, 5.6]","[datetime.datetime(2022, 11, 28, 11, 19, 54, 775754), 7.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 19, 54, 775754), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 11, 19, 54, 775754), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 19, 54, 775754), 81.0, 500.0]","[datetime.datetime(2022, 11, 28, 11, 19, 54, 775754), 2.8, 5.9]"
32,"[datetime.datetime(2022, 11, 28, 11, 19, 55, 908185), 2.9, 4.6]","[datetime.datetime(2022, 11, 28, 11, 19, 55, 908185), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 11, 19, 55, 908185), 3.3, 5.6]","[datetime.datetime(2022, 11, 28, 11, 19, 55, 908185), 7.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 19, 55, 908185), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 11, 19, 55, 908185), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 19, 55, 908185), 81.0, 500.0]","[datetime.datetime(2022, 11, 28, 11, 19, 55, 908185), 2.8, 5.9]"
33,"[datetime.datetime(2022, 11, 28, 11, 19, 57, 58925), 2.9, 4.6]","[datetime.datetime(2022, 11, 28, 11, 19, 57, 58925), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 11, 19, 57, 58925), 3.3, 5.6]","[datetime.datetime(2022, 11, 28, 11, 19, 57, 58925), 7.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 19, 57, 58925), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 11, 19, 57, 58925), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 19, 57, 58925), 81.0, 500.0]","[datetime.datetime(2022, 11, 28, 11, 19, 57, 58925), 2.8, 5.9]"
34,"[datetime.datetime(2022, 11, 28, 11, 19, 58, 208048), 2.9, 4.6]","[datetime.datetime(2022, 11, 28, 11, 19, 58, 208048), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 11, 19, 58, 208048), 3.3, 5.6]","[datetime.datetime(2022, 11, 28, 11, 19, 58, 208048), 7.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 19, 58, 208048), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 11, 19, 58, 208048), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 19, 58, 208048), 81.0, 500.0]","[datetime.datetime(2022, 11, 28, 11, 19, 58, 208048), 2.8, 5.9]"
35,"[datetime.datetime(2022, 11, 28, 11, 19, 59, 415589), 2.9, 4.6]","[datetime.datetime(2022, 11, 28, 11, 19, 59, 415589), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 11, 19, 59, 415589), 3.3, 5.6]","[datetime.datetime(2022, 11, 28, 11, 19, 59, 415589), 7.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 19, 59, 415589), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 11, 19, 59, 415589), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 19, 59, 415589), 81.0, 500.0]","[datetime.datetime(2022, 11, 28, 11, 19, 59, 415589), 2.8, 5.9]"
36,"[datetime.datetime(2022, 11, 28, 11, 20, 0, 553083), 2.9, 4.6]","[datetime.datetime(2022, 11, 28, 11, 20, 0, 553083), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 11, 20, 0, 553083), 3.3, 5.6]","[datetime.datetime(2022, 11, 28, 11, 20, 0, 553083), 7.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 20, 0, 553083), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 11, 20, 0, 553083), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 20, 0, 553083), 81.0, 500.0]","[datetime.datetime(2022, 11, 28, 11, 20, 0, 553083), 2.8, 5.9]"
37,"[datetime.datetime(2022, 11, 28, 11, 20, 1, 719979), 2.9, 4.6]","[datetime.datetime(2022, 11, 28, 11, 20, 1, 719979), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 11, 20, 1, 719979), 3.3, 5.6]","[datetime.datetime(2022, 11, 28, 11, 20, 1, 719979), 7.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 20, 1, 719979), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 11, 20, 1, 719979), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 20, 1, 719979), 81.0, 500.0]","[datetime.datetime(2022, 11, 28, 11, 20, 1, 719979), 2.8, 5.9]"
38,"[datetime.datetime(2022, 11, 28, 11, 20, 2, 866235), 2.9, 4.6]","[datetime.datetime(2022, 11, 28, 11, 20, 2, 866235), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 11, 20, 2, 866235), 3.3, 5.6]","[datetime.datetime(2022, 11, 28, 11, 20, 2, 866235), 7.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 20, 2, 866235), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 11, 20, 2, 866235), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 20, 2, 866235), 81.0, 500.0]","[datetime.datetime(2022, 11, 28, 11, 20, 2, 866235), 2.8, 5.9]"
39,"[datetime.datetime(2022, 11, 28, 11, 20, 4, 19965), 2.9, 4.6]","[datetime.datetime(2022, 11, 28, 11, 20, 4, 19965), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 11, 20, 4, 19965), 3.3, 5.6]","[datetime.datetime(2022, 11, 28, 11, 20, 4, 19965), 7.5, 13.0]","[datetime.datetime(2022, 11, 28, 11, 20, 4, 19965), 12.0, 30.0]","[datetime.datetime(2022, 11, 28, 11, 20, 4, 19965), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 20, 4, 19965), 81.0, 490.0]","[datetime.datetime(2022, 11, 28, 11, 20, 4, 19965), 2.8, 5.9]"
