,Stupendo,Bahama Bay,Blakmax,Cuban Sunset,Dream Statement,Mt Niseko,Sorel Rising,Everylittle Breeze,Freeways,Harmonious Senora,Miss Magnifico,Under The Palais,Doublern
04-01-2023 15:09:58.020940,"(14.0, 17.0, 16.995412844036696)","(11.0, 13.0, 12.816546762589928)","(16.0, 25.0, 24.853932584269664)","(61.0, 85.0, 81.16279069767442)","(15.0, 17.5, 17.318627450980394)","(15.0, 18.0, 17.91176470588235)","(21.0, 29.0, 28.60355029585799)","(4.6, 5.5, 5.453117782909931)","(14.0, 15.0, 14.842857142857143)","(17.0, 20.0, 19.75)","(4.8, 5.3, 5.2591269841269845)","(11.0, 12.5, 12.266968325791856)","(9.0, 11.0, 10.835106382978724)"
04-01-2023 15:09:59.457071,"(14.0, 17.0, 16.906015037593985)","(11.0, 13.0, 12.474038461538461)","(16.0, 25.0, 24.84431137724551)","(61.0, 85.0, 81.5625)","(15.0, 17.5, 17.323809523809523)","(15.0, 18.0, 17.924050632911392)","(21.0, 29.0, 28.63586956521739)","(4.6, 5.5, 5.462912087912088)","(14.0, 15.0, 14.87109375)","(17.0, 20.0, 19.653846153846153)","(4.8, 5.3, 5.2049122807017545)","(11.0, 12.5, 12.147058823529411)","(9.0, 11.0, 10.82904884318766)"
04-01-2023 15:10:00.909625,"(14.0, 17.0, 16.89406779661017)","(11.0, 12.5, 12.474038461538461)","(16.0, 25.0, 24.84431137724551)","(61.0, 85.0, 81.5625)","(15.0, 17.5, 17.323809523809523)","(15.0, 18.0, 17.924050632911392)","(21.0, 29.0, 28.63586956521739)","(4.6, 5.5, 5.462912087912088)","(14.0, 15.0, 14.87109375)","(17.0, 20.0, 19.653846153846153)","(4.8, 5.4, 5.2049122807017545)","(11.0, 12.5, 12.303405572755418)","(9.0, 11.0, 10.81081081081081)"
04-01-2023 15:10:02.363359,"(14.0, 17.0, 16.89160839160839)","(11.0, 13.0, 12.772151898734178)","(16.0, 26.0, 25.203125)","(61.0, 85.0, 82.34375)","(15.0, 17.5, 17.35236220472441)","(15.0, 18.5, 18.449367088607595)","(21.0, 29.0, 28.85135135135135)","(4.6, 5.4, 5.387855787476281)","(14.0, 15.5, 15.22072072072072)","(17.0, 20.0, 19.828804347826086)","(4.8, 5.3, 5.267446393762183)","(11.0, 12.5, 12.318042813455657)","(9.0, 11.0, 10.689814814814815)"
04-01-2023 15:10:03.847706,"(14.0, 17.0, 16.904907975460123)","(11.0, 13.0, 12.778688524590164)","(16.0, 26.0, 25.43016759776536)","(61.0, 85.0, 82.53731343283582)","(15.0, 17.5, 17.357685009487668)","(15.0, 18.5, 18.450920245398773)","(21.0, 29.0, 28.771428571428572)","(4.6, 5.4, 5.447642679900745)","(14.0, 15.5, 14.955399061032864)","(17.0, 20.0, 20.205882352941178)","(4.8, 5.3, 5.287061994609164)","(11.0, 12.5, 12.34297520661157)","(9.0, 11.0, 10.56113537117904)"
04-01-2023 15:10:05.294200,"(14.0, 17.0, 16.90251572327044)","(11.0, 13.0, 12.778688524590164)","(16.0, 26.0, 25.43016759776536)","(61.0, 85.0, 82.53731343283582)","(15.0, 17.5, 17.357685009487668)","(15.0, 18.5, 18.450920245398773)","(21.0, 29.0, 28.771428571428572)","(4.6, 5.5, 5.447642679900745)","(13.0, 15.0, 14.955399061032864)","(17.0, 21.0, 20.205882352941178)","(4.8, 5.3, 5.287061994609164)","(11.0, 12.5, 12.34297520661157)","(9.0, 11.0, 10.56113537117904)"
04-01-2023 15:10:06.784793,"(14.0, 17.0, 16.906060606060606)","(11.0, 13.0, 12.825726141078839)","(17.0, 26.0, 25.53953488372093)","(61.0, 85.0, 82.375)","(15.0, 17.5, 17.43122270742358)","(15.0, 18.5, 18.455497382198953)","(21.0, 29.0, 28.767195767195766)","(4.6, 5.5, 5.439628482972137)","(13.0, 15.0, 14.948717948717949)","(17.0, 21.0, 20.227272727272727)","(4.8, 5.2, 5.214471544715447)","(11.0, 12.5, 12.459276018099548)","(9.0, 10.5, 10.481854838709678)"
04-01-2023 15:10:08.274851,"(14.0, 17.0, 16.907738095238095)","(11.0, 13.0, 12.836575875486382)","(17.0, 26.0, 25.53953488372093)","(61.0, 85.0, 82.375)","(15.0, 17.5, 17.43122270742358)","(15.0, 18.5, 18.456410256410255)","(21.0, 29.0, 28.870588235294118)","(4.6, 5.5, 5.431615120274914)","(13.0, 15.0, 14.8359375)","(17.0, 21.0, 20.37037037037037)","(4.8, 5.3, 5.2234875444839854)","(11.0, 12.5, 12.299270072992702)","(9.0, 10.5, 10.485355648535565)"
04-01-2023 15:10:09.827368,"(14.0, 17.0, 17.113445378151262)","(11.0, 13.0, 12.847280334728033)","(17.0, 26.0, 25.561643835616437)","(61.0, 85.0, 82.23684210526316)","(15.0, 17.5, 17.38135593220339)","(15.0, 18.5, 18.486702127659573)","(21.0, 29.0, 28.785340314136125)","(4.6, 5.5, 5.450497512437811)","(13.0, 15.0, 14.959302325581396)","(17.0, 21.0, 20.397163120567377)","(4.8, 5.3, 5.258677685950413)","(11.0, 12.5, 12.312925170068027)","(9.0, 10.5, 10.485772357723578)"
04-01-2023 15:10:11.307260,"(14.0, 17.5, 17.113445378151262)","(11.0, 13.0, 12.82295719844358)","(17.0, 26.0, 25.561643835616437)","(61.0, 85.0, 82.26666666666667)","(15.0, 17.5, 17.659774436090224)","(15.0, 18.5, 18.79824561403509)","(21.0, 29.0, 28.789473684210527)","(4.6, 5.5, 5.463254593175853)","(13.0, 15.0, 15.147887323943662)","(17.0, 21.0, 20.346153846153847)","(4.8, 5.3, 5.282239382239382)","(11.0, 12.5, 12.312206572769954)","(9.0, 10.5, 10.46215139442231)"
04-01-2023 15:10:12.734660,"(14.0, 17.5, 17.113445378151262)","(11.0, 13.0, 12.819230769230769)","(17.0, 26.0, 25.60683760683761)","(61.0, 85.0, 78.828125)","(15.0, 18.0, 17.65904761904762)","(15.0, 19.0, 18.77578475336323)","(21.0, 29.0, 28.781420765027324)","(4.6, 5.5, 5.483081570996979)","(13.0, 15.5, 14.697368421052632)","(17.0, 21.0, 20.105263157894736)","(4.8, 5.3, 5.282266910420476)","(11.0, 12.5, 12.312206572769954)","(9.0, 10.5, 10.397750511247445)"
04-01-2023 15:10:14.186873,"(14.0, 17.5, 17.09825327510917)","(11.0, 13.0, 12.814229249011857)","(17.0, 26.0, 25.610169491525422)","(61.0, 80.0, 78.71212121212122)","(15.0, 18.0, 17.66162570888469)","(15.0, 19.0, 18.710526315789473)","(21.0, 29.0, 28.78191489361702)","(4.6, 5.5, 5.4782122905027935)","(13.0, 15.0, 14.572222222222223)","(17.0, 21.0, 20.055555555555557)","(4.8, 5.4, 5.317857142857143)","(11.0, 12.5, 12.315555555555555)","(9.0, 10.5, 10.312753036437247)"
04-01-2023 15:10:15.658954,"(14.0, 17.5, 17.053398058252426)","(11.0, 13.0, 12.805785123966942)","(17.0, 26.0, 25.608510638297872)","(61.0, 80.0, 78.71212121212122)","(15.0, 18.0, 17.66162570888469)","(15.0, 19.0, 18.710526315789473)","(21.0, 29.0, 28.78191489361702)","(4.6, 5.5, 5.470336391437309)","(13.0, 15.0, 14.125)","(17.0, 21.0, 20.055555555555557)","(4.8, 5.4, 5.327393617021277)","(11.0, 12.5, 12.401129943502825)","(9.0, 10.5, 10.178819444444445)"
04-01-2023 15:10:17.132837,"(14.0, 17.5, 17.12264150943396)","(11.0, 13.0, 12.863799283154123)","(17.0, 26.0, 25.630522088353413)","(61.0, 80.0, 79.54545454545455)","(15.0, 18.0, 17.683185840707964)","(15.0, 19.0, 18.9296875)","(21.0, 29.0, 28.786458333333332)","(4.6, 5.5, 5.498260869565217)","(13.0, 14.5, 14.137254901960784)","(17.0, 21.0, 20.31451612903226)","(4.8, 5.4, 5.343711340206186)","(11.0, 12.5, 12.490445859872612)","(9.0, 10.5, 9.903174603174604)"
04-01-2023 15:10:18.589690,"(14.0, 17.5, 17.227891156462587)","(11.0, 13.0, 12.863799283154123)","(17.0, 26.0, 25.630522088353413)","(61.0, 80.0, 79.54545454545455)","(15.0, 18.0, 17.683185840707964)","(15.0, 19.0, 18.9296875)","(21.0, 29.0, 28.785340314136125)","(4.6, 5.5, 5.509734513274336)","(13.0, 14.5, 14.147368421052631)","(17.0, 21.0, 20.375)","(4.8, 5.4, 5.354219948849105)","(11.0, 12.5, 12.490445859872612)","(9.0, 10.0, 9.757961783439491)"
04-01-2023 15:10:20.095084,"(14.0, 17.5, 17.234265734265733)","(11.0, 13.0, 12.867132867132867)","(17.0, 26.0, 25.634920634920636)","(61.0, 80.0, 79.55555555555556)","(15.0, 18.0, 17.685964912280703)","(15.0, 19.0, 18.9296875)","(21.0, 29.0, 28.801047120418847)","(4.6, 5.6, 5.52046783625731)","(13.0, 14.5, 14.154639175257731)","(17.0, 21.0, 20.40909090909091)","(4.8, 5.4, 5.364837905236908)","(11.0, 12.5, 12.490853658536585)","(9.0, 9.8, 9.683623693379792)"
04-01-2023 15:10:21.626841,"(14.0, 17.5, 17.25)","(11.0, 13.0, 12.867132867132867)","(17.0, 26.0, 25.634920634920636)","(61.0, 80.0, 79.55555555555556)","(15.0, 18.0, 17.685964912280703)","(15.0, 19.0, 18.819767441860463)","(21.0, 29.0, 28.801047120418847)","(4.6, 5.6, 5.52046783625731)","(13.0, 14.5, 14.158450704225352)","(17.0, 21.0, 20.40909090909091)","(4.8, 5.4, 5.364837905236908)","(11.0, 12.5, 12.604938271604938)","(9.0, 9.8, 9.685477178423236)"
04-01-2023 15:10:23.064838,"(14.0, 17.5, 17.25153374233129)","(11.0, 13.0, 12.881818181818183)","(17.0, 26.0, 25.653061224489797)","(61.0, 80.0, 79.55555555555556)","(15.0, 18.0, 17.688695652173912)","(15.0, 19.0, 19.00588235294118)","(21.0, 29.0, 28.808139534883722)","(4.6, 5.6, 5.5301282051282055)","(13.0, 14.5, 14.154485049833887)","(17.0, 21.0, 18.968325791855204)","(4.8, 5.4, 5.4484375)","(11.0, 13.0, 12.616)","(9.0, 9.6, 9.495412844036696)"
04-01-2023 15:10:24.596368,"(14.0, 17.5, 17.25153374233129)","(11.0, 13.0, 12.98611111111111)","(18.0, 26.0, 25.66521739130435)","(61.0, 80.0, 79.6590909090909)","(15.0, 18.0, 17.6890243902439)","(15.0, 19.5, 18.851724137931033)","(21.0, 29.0, 28.812865497076025)","(4.8, 5.6, 5.537853107344633)","(13.0, 14.5, 14.2012987012987)","(17.0, 19.0, 19.40366972477064)","(4.8, 5.5, 5.448115299334812)","(11.0, 13.0, 12.601659751037344)","(8.5, 9.6, 9.46466165413534)"
04-01-2023 15:10:26.142567,"(14.0, 17.5, 17.22818791946309)","(11.0, 13.0, 12.990867579908675)","(18.0, 26.0, 25.654867256637168)","(61.0, 85.0, 80.56603773584905)","(15.0, 18.0, 17.69704861111111)","(15.0, 19.5, 18.887096774193548)","(21.0, 29.0, 28.819209039548024)","(4.8, 5.6, 5.541081081081081)","(13.0, 14.5, 14.20863309352518)","(17.0, 19.5, 18.94782608695652)","(4.8, 5.5, 5.450736842105264)","(11.0, 13.0, 12.608163265306123)","(8.5, 9.6, 9.35796178343949)"
04-01-2023 15:10:27.695026,"(14.0, 17.5, 17.661073825503355)","(11.0, 13.0, 12.42143906020558)","(18.0, 26.0, 25.638392857142858)","(61.0, 85.0, 80.56603773584905)","(15.0, 18.0, 17.69704861111111)","(15.0, 19.5, 19.171641791044777)","(21.0, 29.0, 28.917721518987342)","(4.8, 5.6, 5.539882121807466)","(13.0, 14.5, 14.163223140495868)","(17.0, 19.0, 18.94782608695652)","(4.8, 5.5, 5.474285714285714)","(11.0, 13.0, 12.598326359832637)","(8.5, 9.4, 9.463999999999999)"
04-01-2023 15:10:29.207340,"(14.0, 18.0, 17.50990099009901)","(11.0, 12.5, 12.415079365079364)","(18.0, 26.0, 25.653846153846153)","(61.0, 85.0, 80.80357142857143)","(15.0, 18.0, 17.704237288135594)","(15.0, 19.5, 19.21290322580645)","(21.0, 29.0, 28.911242603550296)","(4.8, 5.6, 5.556912442396313)","(13.0, 14.5, 14.222222222222221)","(17.0, 19.0, 18.949579831932773)","(4.8, 5.5, 5.477572559366755)","(11.0, 13.0, 12.627906976744185)","(8.5, 9.6, 9.445378151260504)"
04-01-2023 15:10:30.725943,"(14.0, 18.0, 17.495121951219513)","(11.0, 12.5, 12.395008605851979)","(18.0, 26.0, 25.653846153846153)","(61.0, 85.0, 80.80357142857143)","(15.0, 18.0, 18.251196172248804)","(15.0, 19.5, 19.21290322580645)","(21.0, 29.0, 28.911242603550296)","(4.8, 5.6, 5.55)","(13.0, 14.5, 14.21030042918455)","(17.0, 19.0, 18.995555555555555)","(4.8, 5.5, 5.468055555555556)","(11.0, 13.0, 12.666666666666666)","(8.5, 9.6, 9.48)"
04-01-2023 15:10:32.288405,"(14.0, 17.0, 16.70116618075802)","(11.0, 12.5, 12.395008605851979)","(18.0, 26.0, 25.651063829787233)","(61.0, 85.0, 80.80357142857143)","(15.0, 18.5, 18.251196172248804)","(15.0, 19.5, 19.19178082191781)","(21.0, 29.0, 28.911242603550296)","(4.8, 5.6, 5.539800995024875)","(13.0, 14.5, 13.99685534591195)","(17.0, 19.0, 19.354166666666668)","(4.8, 5.5, 5.475443037974683)","(11.0, 13.0, 12.66077738515901)","(8.5, 9.6, 9.485517241379311)"
04-01-2023 15:10:33.863199,"(14.0, 17.0, 16.709580838323355)","(11.0, 12.5, 12.413793103448276)","(18.0, 26.0, 25.696035242290748)","(61.0, 85.0, 81.33333333333333)","(15.0, 18.5, 18.345238095238095)","(15.0, 19.5, 19.244318181818183)","(21.0, 29.0, 28.861702127659573)","(4.8, 5.6, 5.776576576576576)","(13.0, 14.0, 13.984375)","(17.0, 19.5, 19.463768115942027)","(4.8, 5.5, 5.4889460154241645)","(11.0, 13.0, 12.708206686930092)","(8.5, 9.6, 9.245429362880886)"
04-01-2023 15:10:35.408595,"(14.0, 17.0, 16.702898550724637)","(11.0, 12.5, 12.496894409937887)","(18.0, 26.0, 25.71171171171171)","(61.0, 85.0, 81.33333333333333)","(15.0, 18.5, 18.29679802955665)","(15.0, 19.5, 19.244318181818183)","(21.0, 29.0, 28.861702127659573)","(4.8, 5.8, 5.77289156626506)","(13.0, 14.0, 13.376984126984127)","(17.0, 19.5, 19.36551724137931)","(4.8, 5.5, 5.489340101522843)","(11.0, 13.0, 12.708206686930092)","(8.5, 9.4, 9.242276422764228)"
04-01-2023 15:10:36.917001,"(14.0, 17.0, 16.702898550724637)","(11.0, 12.5, 12.496894409937887)","(18.0, 26.0, 25.715555555555554)","(61.0, 85.0, 81.07142857142857)","(15.0, 18.5, 18.264285714285716)","(15.0, 19.5, 19.248603351955307)","(21.0, 29.0, 28.976190476190474)","(4.8, 5.8, 5.76218487394958)","(13.0, 13.5, 12.869791666666666)","(17.0, 19.5, 19.369127516778523)","(4.8, 5.5, 5.515313653136531)","(11.0, 13.0, 12.7125748502994)","(8.5, 9.4, 9.24325699745547)"
04-01-2023 15:10:38.481537,"(14.0, 17.0, 16.70797720797721)","(11.0, 13.0, 12.733113673805601)","(18.0, 26.0, 26.442307692307693)","(61.0, 85.0, 81.07142857142857)","(15.0, 18.5, 18.29060913705584)","(15.0, 19.5, 19.22222222222222)","(21.0, 29.0, 28.976190476190474)","(4.8, 5.8, 5.767889908256881)","(13.0, 13.0, 13.027027027027026)","(17.0, 19.5, 19.369127516778523)","(4.8, 5.6, 5.515313653136531)","(11.0, 13.0, 12.7125748502994)","(8.5, 9.4, 9.245333333333333)"
04-01-2023 15:10:40.079205,"(14.0, 17.0, 16.724462365591396)","(11.0, 13.0, 12.33974358974359)","(18.0, 27.0, 26.536)","(61.0, 85.0, 81.14035087719299)","(15.0, 18.5, 18.293233082706767)","(15.0, 19.5, 19.228915662650603)","(21.0, 29.0, 29.35576923076923)","(4.8, 5.8, 5.769047619047619)","(13.0, 13.5, 13.351612903225806)","(17.0, 19.5, 19.370860927152318)","(4.8, 5.6, 5.506517311608961)","(11.0, 13.0, 12.717647058823529)","(8.5, 9.4, 9.219999999999999)"
04-01-2023 15:10:41.527645,"(14.0, 17.0, 16.666666666666668)","(11.0, 12.5, 12.33459595959596)","(18.0, 27.0, 26.59722222222222)","(61.0, 85.0, 81.14035087719299)","(15.0, 18.5, 18.269349845201237)","(15.0, 19.5, 19.28921568627451)","(21.0, 30.0, 29.364077669902912)","(4.8, 5.8, 5.768108108108108)","(13.0, 13.5, 13.47554347826087)","(17.0, 19.5, 19.356617647058822)","(4.8, 5.6, 5.502754237288135)","(11.0, 12.5, 12.39655172413793)","(8.5, 9.4, 9.22628205128205)"
04-01-2023 15:10:42.989699,"(14.0, 17.0, 16.698757763975156)","(11.0, 12.5, 12.33459595959596)","(18.0, 27.0, 26.59722222222222)","(61.0, 85.0, 81.14035087719299)","(15.0, 18.5, 18.225092250922508)","(16.0, 19.5, 19.28921568627451)","(21.0, 30.0, 29.35820895522388)","(4.8, 5.8, 5.781818181818181)","(12.0, 13.5, 13.45859872611465)","(17.0, 19.5, 19.59375)","(4.8, 5.6, 5.4848275862068965)","(11.0, 12.5, 12.395)","(8.5, 9.4, 9.292587412587412)"
04-01-2023 15:10:44.493046,"(14.0, 17.0, 16.698757763975156)","(11.0, 12.5, 12.33459595959596)","(18.0, 27.0, 26.62727272727273)","(61.0, 85.0, 81.14035087719299)","(15.0, 18.5, 18.189801699716714)","(16.0, 19.5, 19.28921568627451)","(21.0, 30.0, 29.353846153846153)","(4.8, 5.8, 5.796732026143791)","(12.0, 13.5, 13.455479452054794)","(17.0, 20.0, 19.584302325581394)","(4.8, 5.5, 5.491)","(11.0, 12.5, 12.395)","(8.5, 9.4, 9.228915662650602)"
04-01-2023 15:10:46.090054,"(13.0, 17.0, 16.698757763975156)","(11.0, 12.5, 12.330310880829016)","(19.0, 27.0, 26.63716814159292)","(71.0, 85.0, 81.20689655172414)","(15.0, 18.5, 17.82451923076923)","(16.0, 19.5, 19.288177339901477)","(21.0, 30.0, 29.361256544502616)","(4.8, 5.9, 5.802893890675241)","(13.0, 13.5, 13.433823529411764)","(17.0, 20.0, 19.58670520231214)","(4.8, 5.5, 5.485526315789474)","(11.0, 12.5, 12.39952153110048)","(8.5, 9.4, 9.245454545454544)"
04-01-2023 15:10:47.647644,"(13.0, 17.0, 16.70245398773006)","(11.0, 12.5, 12.352209944751381)","(19.0, 27.0, 26.601941747572816)","(71.0, 85.0, 81.45161290322581)","(15.0, 18.0, 17.791666666666668)","(16.0, 19.5, 19.288177339901477)","(21.0, 30.0, 29.326923076923077)","(4.8, 5.9, 5.841395348837209)","(13.0, 13.5, 13.483739837398375)","(17.0, 20.0, 19.58670520231214)","(4.8, 5.5, 5.412195121951219)","(11.0, 12.5, 12.44535519125683)","(8.5, 9.4, 9.27142857142857)"
04-01-2023 15:10:49.204496,"(13.0, 17.0, 16.707831325301203)","(11.0, 12.5, 12.355795148247978)","(19.0, 27.0, 26.70212765957447)","(71.0, 85.0, 81.5625)","(15.0, 18.0, 17.79700854700855)","(16.0, 19.5, 19.29326923076923)","(21.0, 30.0, 29.339622641509433)","(4.8, 5.9, 5.837931034482759)","(13.0, 13.5, 13.698924731182796)","(17.0, 20.0, 19.60542168674699)","(4.8, 5.5, 5.341935483870968)","(11.0, 12.5, 12.411483253588516)","(8.5, 9.4, 9.333333333333334)"
04-01-2023 15:10:50.711370,"(13.0, 17.0, 16.707831325301203)","(11.0, 12.5, 12.355795148247978)","(19.0, 27.0, 26.70212765957447)","(71.0, 85.0, 81.5625)","(15.0, 18.0, 17.79700854700855)","(16.0, 19.5, 19.29326923076923)","(21.0, 30.0, 29.339622641509433)","(4.8, 5.9, 5.852238805970149)","(13.0, 14.0, 13.638157894736842)","(17.0, 20.0, 19.60542168674699)","(4.8, 5.4, 5.356650246305419)","(11.0, 12.5, 12.393782383419689)","(8.5, 9.4, 9.362637362637363)"
04-01-2023 15:10:52.221342,"(13.0, 17.0, 16.707831325301203)","(11.0, 12.5, 12.355795148247978)","(19.0, 27.0, 26.70212765957447)","(71.0, 85.0, 81.5625)","(15.0, 18.0, 17.8)","(16.0, 19.5, 19.282828282828284)","(21.0, 30.0, 29.339622641509433)","(4.8, 5.9, 5.883377308707124)","(13.0, 14.0, 13.804964539007091)","(17.0, 20.0, 19.551369863013697)","(4.8, 5.4, 5.277490774907749)","(11.0, 12.5, 12.401129943502825)","(8.5, 9.4, 9.397938144329897)"
04-01-2023 15:10:53.741926,"(13.0, 17.0, 16.495689655172413)","(11.0, 12.5, 12.355405405405406)","(19.0, 27.0, 26.702290076335878)","(71.0, 85.0, 81.61538461538461)","(15.0, 18.0, 17.79076086956522)","(16.0, 19.5, 18.84931506849315)","(21.0, 30.0, 29.354497354497354)","(4.8, 5.9, 5.88428927680798)","(13.0, 14.0, 13.556451612903226)","(17.0, 20.0, 19.604166666666668)","(4.8, 5.3, 5.331297709923664)","(11.0, 12.5, 12.522435897435898)","(8.5, 9.4, 9.390308370044052)"
04-01-2023 15:10:55.260993,"(13.0, 16.5, 16.433962264150942)","(11.0, 12.5, 12.375714285714286)","(19.0, 28.0, 26.68148148148148)","(71.0, 85.0, 81.61538461538461)","(15.0, 18.0, 17.798882681564244)","(16.0, 19.0, 18.777027027027028)","(21.0, 30.0, 29.354497354497354)","(4.8, 5.9, 5.88428927680798)","(13.0, 14.0, 13.556451612903226)","(17.0, 20.0, 19.62962962962963)","(4.8, 5.4, 5.2988372093023255)","(11.0, 13.0, 12.646511627906976)","(8.5, 9.6, 9.390308370044052)"
04-01-2023 15:10:56.721259,"(13.0, 16.5, 16.433962264150942)","(11.0, 12.5, 12.375714285714286)","(19.0, 28.0, 26.68148148148148)","(71.0, 85.0, 81.0)","(15.0, 18.0, 17.851190476190474)","(16.0, 19.0, 18.69158878504673)","(21.0, 30.0, 29.374358974358973)","(4.8, 5.9, 5.918143459915612)","(13.0, 14.0, 13.713541666666666)","(17.0, 20.0, 19.655172413793103)","(4.8, 5.3, 5.298062015503876)","(11.0, 13.0, 12.539393939393939)","(8.5, 9.6, 9.211881188118811)"
04-01-2023 15:10:58.339334,"(13.0, 17.0, 16.51388888888889)","(11.0, 12.5, 12.387658227848101)","(19.0, 28.0, 26.776978417266186)","(71.0, 85.0, 81.33333333333333)","(15.0, 18.0, 17.866459627329192)","(16.0, 19.0, 18.71794871794872)","(21.0, 30.0, 29.393034825870647)","(4.8, 6.0, 5.922862823061631)","(13.0, 14.0, 13.776422764227643)","(17.0, 20.0, 19.696969696969695)","(4.8, 5.3, 5.255593220338983)","(11.0, 13.0, 12.605911330049262)","(8.5, 9.4, 9.293333333333333)"
04-01-2023 15:10:59.949736,"(13.0, 17.0, 16.591439688715955)","(11.0, 12.5, 12.405629139072847)","(19.0, 28.0, 27.327731092436974)","(71.0, 85.0, 81.33333333333333)","(15.0, 18.0, 17.866459627329192)","(16.0, 19.0, 18.73181818181818)","(21.0, 30.0, 29.393034825870647)","(4.8, 6.0, 5.922862823061631)","(13.0, 14.0, 13.831288343558283)","(17.0, 20.0, 19.714285714285715)","(4.8, 5.3, 5.181504315659679)","(11.0, 13.0, 12.328502415458937)","(8.5, 9.4, 9.290909090909091)"
04-01-2023 15:11:01.516089,"(13.0, 17.0, 16.562780269058297)","(11.0, 12.5, 12.436170212765957)","(19.0, 28.0, 27.372093023255815)","(71.0, 85.0, 81.39344262295081)","(15.0, 18.0, 17.86969696969697)","(16.0, 19.0, 18.734782608695653)","(21.0, 30.0, 29.401960784313726)","(4.8, 6.0, 5.936184210526316)","(13.0, 14.0, 13.826589595375722)","(17.0, 20.0, 19.720670391061454)","(4.8, 5.2, 5.248809523809523)","(11.0, 12.5, 12.410404624277456)","(8.5, 9.4, 9.368794326241135)"
04-01-2023 15:11:03.014482,"(13.0, 17.0, 16.48728813559322)","(11.0, 12.5, 12.41554054054054)","(19.0, 28.0, 27.372093023255815)","(71.0, 85.0, 81.39344262295081)","(15.0, 18.0, 17.86969696969697)","(16.0, 19.0, 18.734782608695653)","(21.0, 30.0, 29.401960784313726)","(4.8, 6.0, 6.106060606060606)","(12.0, 14.0, 13.840361445783133)","(17.0, 20.0, 19.720670391061454)","(4.8, 5.3, 5.216239316239316)","(11.0, 12.5, 11.929765886287626)","(8.5, 9.4, 9.319760479041916)"
04-01-2023 15:11:04.694426,"(13.0, 16.5, 16.48728813559322)","(11.0, 12.5, 12.41554054054054)","(19.0, 28.0, 27.372093023255815)","(71.0, 85.0, 81.39344262295081)","(15.0, 18.0, 17.86969696969697)","(16.0, 19.0, 18.734782608695653)","(21.0, 30.0, 29.377551020408163)","(4.8, 6.2, 6.105150214592275)","(12.0, 14.0, 13.869281045751634)","(17.0, 20.0, 19.720670391061454)","(4.8, 5.3, 5.195880681818182)","(11.0, 12.0, 11.927083333333334)","(8.5, 9.4, 9.308108108108108)"
04-01-2023 15:11:06.317641,"(13.0, 16.5, 16.48728813559322)","(11.0, 12.5, 12.435943060498222)","(19.0, 28.0, 27.372093023255815)","(71.0, 85.0, 81.49122807017544)","(15.0, 18.0, 17.86969696969697)","(16.0, 19.0, 18.734782608695653)","(21.0, 30.0, 29.377551020408163)","(4.8, 6.2, 6.100229885057471)","(12.0, 14.5, 13.86569579288026)","(17.0, 20.0, 19.66887417218543)","(4.8, 5.3, 5.230769230769231)","(11.0, 12.0, 11.936170212765958)","(8.5, 9.4, 9.308108108108108)"
04-01-2023 15:11:07.961351,"(13.0, 16.5, 16.57883817427386)","(11.0, 12.5, 12.415254237288135)","(19.0, 28.0, 27.372093023255815)","(71.0, 85.0, 81.39344262295081)","(15.0, 18.0, 17.863057324840764)","(16.0, 19.0, 18.734782608695653)","(21.0, 30.0, 29.377551020408163)","(5.0, 6.2, 6.100229885057471)","(12.0, 14.5, 14.081196581196581)","(17.0, 20.0, 19.655172413793103)","(4.8, 5.3, 5.229813664596273)","(11.0, 12.0, 12.182648401826484)","(8.5, 9.4, 9.308108108108108)"
04-01-2023 15:11:09.575413,"(13.0, 17.0, 16.57883817427386)","(11.0, 12.5, 12.493951612903226)","(19.0, 28.0, 26.94)","(71.0, 85.0, 81.49122807017544)","(15.0, 18.0, 17.82911392405063)","(16.0, 19.0, 18.74793388429752)","(21.0, 30.0, 29.377551020408163)","(5.0, 6.2, 6.100358422939069)","(12.0, 14.5, 13.861702127659575)","(17.0, 20.0, 19.619909502262445)","(4.8, 5.3, 5.199402092675635)","(11.0, 12.5, 12.204651162790698)","(8.5, 9.4, 9.314285714285715)"
04-01-2023 15:11:11.157999,"(13.0, 17.0, 16.595617529880478)","(11.0, 12.5, 12.509293680297398)","(19.0, 27.0, 26.94736842105263)","(71.0, 85.0, 81.61016949152543)","(15.0, 18.0, 17.838323353293415)","(16.0, 19.0, 18.757936507936506)","(21.0, 30.0, 29.386934673366834)","(5.0, 6.2, 6.121994134897361)","(12.0, 14.0, 13.90234375)","(17.0, 20.0, 19.626666666666665)","(4.8, 5.2, 5.199233128834356)","(11.0, 12.5, 12.217777777777778)","(8.5, 9.4, 9.404878048780487)"
04-01-2023 15:11:12.761934,"(13.0, 17.0, 16.599585062240664)","(11.0, 13.0, 12.50915750915751)","(19.0, 27.0, 26.94736842105263)","(71.0, 85.0, 81.5079365079365)","(15.0, 18.0, 17.786363636363635)","(16.0, 19.0, 18.765384615384615)","(21.0, 30.0, 29.396039603960396)","(5.0, 6.2, 6.096449704142012)","(12.0, 14.0, 13.848591549295774)","(17.0, 20.0, 19.610655737704917)","(4.8, 5.2, 5.221925133689839)","(11.0, 12.5, 12.245967741935484)","(8.5, 9.6, 9.40952380952381)"
