,Anjo Tornado,Sorinder Bale,Sophie Did It,Dixie Showband,Ferocious Amigo,Raising Hell,Nobu Girl,Oscar Ruth
08-01-2023 17:58:26.906917,"(2.6, 3.55, 3.525)","(3.9, 4.9, 4.6230769230769235)","(81.0, 90.0, 79.28571428571428)","(17.0, 29.0, 26.942857142857143)","(12.0, 13.5, 12.433333333333334)","(101.0, 130.0, 98.18181818181819)","(15.0, 26.0, 22.25)","(2.35, 3.4, 3.386206896551724)"
08-01-2023 17:58:27.958201,"(2.6, 3.55, 3.5409090909090906)","(3.9, 4.8, 4.7)","(81.0, 90.0, 79.28571428571428)","(17.0, 29.0, 26.942857142857143)","(12.0, 13.5, 12.433333333333334)","(101.0, 130.0, 98.18181818181819)","(15.0, 26.0, 22.304347826086957)","(2.35, 3.4, 3.446341463414634)"
08-01-2023 17:58:28.994329,"(2.6, 3.45, 3.4153846153846157)","(3.9, 4.9, 4.525)","(81.0, 90.0, 82.5)","(17.0, 29.0, 26.942857142857143)","(12.0, 13.5, 11.722222222222221)","(101.0, 130.0, 98.18181818181819)","(15.0, 26.0, 22.6)","(2.35, 3.5, 3.446341463414634)"
08-01-2023 17:58:30.094252,"(2.6, 3.45, 3.4153846153846157)","(3.9, 4.9, 4.525)","(81.0, 90.0, 79.28571428571428)","(17.0, 29.0, 26.942857142857143)","(12.0, 13.5, 12.128571428571428)","(101.0, 130.0, 103.33333333333333)","(15.0, 26.0, 28.0)","(2.35, 3.5, 3.446341463414634)"
08-01-2023 17:58:31.398307,"(2.6, 3.45, 3.4153846153846157)","(3.9, 4.9, 4.525)","(81.0, 90.0, 82.5)","(17.0, 29.0, 26.942857142857143)","(12.0, 13.5, 12.3)","(101.0, 120.0, 103.33333333333333)","(15.0, 30.0, 27.09090909090909)","(2.35, 3.5, 3.446341463414634)"
08-01-2023 17:58:33.131565,"(2.6, 3.45, 3.4029411764705886)","(3.9, 4.9, 4.525)","(81.0, 90.0, 79.28571428571428)","(17.0, 29.0, 26.942857142857143)","(12.0, 13.5, 11.722222222222221)","(101.0, 120.0, 103.33333333333333)","(15.0, 30.0, 26.8)","(2.35, 3.5, 3.4935483870967743)"
08-01-2023 17:58:34.379744,"(2.6, 3.45, 3.4029411764705886)","(3.9, 4.9, 4.525)","(81.0, 90.0, 82.5)","(17.0, 29.0, 26.942857142857143)","(12.0, 13.5, 11.722222222222221)","(101.0, 120.0, 100.0)","(15.0, 30.0, 27.25)","(2.4, 3.5, 3.40188679245283)"
08-01-2023 17:58:35.889327,"(2.6, 3.5, 3.3833333333333333)","(3.9, 4.9, 4.635294117647059)","(81.0, 90.0, 79.28571428571428)","(17.0, 29.0, 26.942857142857143)","(12.0, 13.5, 11.86)","(101.0, 110.0, 100.0)","(15.0, 29.0, 27.25)","(2.4, 3.6, 3.40188679245283)"
08-01-2023 17:58:37.173155,"(2.6, 3.5, 3.3833333333333333)","(3.9, 4.9, 4.635294117647059)","(81.0, 90.0, 79.28571428571428)","(17.0, 29.0, 26.942857142857143)","(12.0, 13.5, 11.827272727272728)","(101.0, 110.0, 100.0)","(15.0, 29.0, 25.88888888888889)","(2.4, 3.6, 3.4682926829268292)"
08-01-2023 17:58:38.540900,"(2.6, 3.35, 3.2944444444444443)","(3.9, 4.9, 4.5)","(81.0, 90.0, 82.5)","(17.0, 29.0, 27.3125)","(12.0, 13.5, 12.25)","(101.0, 110.0, 101.25)","(15.0, 29.0, 26.285714285714285)","(2.4, 3.6, 3.473809523809524)"
08-01-2023 17:58:39.855796,"(2.6, 3.35, 3.2944444444444443)","(3.9, 4.9, 4.5)","(81.0, 90.0, 79.28571428571428)","(17.0, 29.0, 26.942857142857143)","(12.0, 13.5, 12.25)","(101.0, 120.0, 96.5625)","(15.0, 28.0, 26.285714285714285)","(2.4, 3.55, 3.473809523809524)"
08-01-2023 17:58:41.274201,"(2.6, 3.35, 3.2944444444444443)","(3.9, 4.9, 4.590476190476191)","(81.0, 90.0, 82.5)","(17.0, 29.0, 26.942857142857143)","(12.0, 13.5, 12.375)","(101.0, 120.0, 96.5625)","(15.0, 28.0, 26.285714285714285)","(2.4, 3.55, 3.4661290322580647)"
08-01-2023 17:58:42.596826,"(2.6, 3.35, 3.30625)","(3.9, 4.9, 4.635294117647059)","(81.0, 90.0, 79.28571428571428)","(17.0, 29.0, 26.942857142857143)","(12.0, 13.5, 11.921052631578947)","(101.0, 120.0, 96.5625)","(15.0, 28.0, 26.285714285714285)","(2.4, 3.55, 3.4499999999999997)"
08-01-2023 17:58:43.772843,"(2.6, 3.5, 3.3833333333333333)","(3.9, 4.9, 4.635294117647059)","(81.0, 90.0, 79.28571428571428)","(17.0, 29.0, 25.25)","(12.0, 13.5, 11.9375)","(101.0, 120.0, 96.5625)","(15.0, 28.0, 25.88888888888889)","(2.4, 3.55, 3.4499999999999997)"
08-01-2023 17:58:44.885288,"(2.6, 3.5, 3.4428571428571426)","(3.9, 4.9, 4.635294117647059)","(81.0, 90.0, 79.28571428571428)","(17.0, 29.0, 25.25)","(12.0, 13.5, 12.882716049382715)","(101.0, 120.0, 82.5)","(15.0, 29.0, 25.88888888888889)","(2.4, 3.55, 3.4763157894736842)"
08-01-2023 17:58:46.022157,"(2.6, 3.4, 3.3499999999999996)","(3.9, 4.7, 4.625)","(81.0, 90.0, 79.28571428571428)","(17.0, 29.0, 25.25)","(12.0, 13.5, 13.12962962962963)","(101.0, 120.0, 82.5)","(15.0, 29.0, 25.88888888888889)","(2.4, 3.55, 3.4763157894736842)"
08-01-2023 17:58:47.149735,"(2.6, 3.4, 3.34)","(3.9, 4.8, 4.7)","(81.0, 90.0, 82.5)","(17.0, 29.0, 26.692307692307693)","(12.0, 13.5, 12.696428571428571)","(101.0, 120.0, 82.5)","(15.0, 29.0, 26.666666666666668)","(2.4, 3.55, 3.5214285714285714)"
08-01-2023 17:58:48.392807,"(2.6, 3.35, 3.34)","(3.9, 4.8, 4.757142857142857)","(81.0, 90.0, 75.88235294117646)","(17.0, 29.0, 26.692307692307693)","(12.0, 13.5, 12.90909090909091)","(101.0, 120.0, 82.5)","(15.0, 29.0, 26.846153846153847)","(2.4, 3.65, 3.5076923076923077)"
08-01-2023 17:58:49.684974,"(2.6, 3.35, 3.341666666666667)","(3.9, 4.9, 4.65)","(81.0, 90.0, 79.28571428571428)","(17.0, 29.0, 26.692307692307693)","(12.0, 13.0, 12.90909090909091)","(101.0, 120.0, 82.5)","(15.0, 29.0, 26.846153846153847)","(2.4, 3.6, 3.4884615384615385)"
08-01-2023 17:58:50.931174,"(2.6, 3.35, 3.341666666666667)","(3.9, 4.8, 4.65)","(81.0, 90.0, 79.28571428571428)","(17.0, 29.0, 26.692307692307693)","(12.0, 13.0, 12.723684210526315)","(101.0, 120.0, 82.5)","(15.0, 29.0, 26.846153846153847)","(2.4, 3.55, 3.505)"
08-01-2023 17:58:52.073231,"(2.6, 3.35, 3.341666666666667)","(3.9, 4.8, 4.65)","(81.0, 90.0, 79.28571428571428)","(17.0, 29.0, 26.692307692307693)","(12.0, 13.0, 12.723684210526315)","(101.0, 120.0, 82.5)","(15.0, 29.0, 26.846153846153847)","(2.4, 3.55, 3.505)"
08-01-2023 17:58:53.298982,"(2.6, 3.35, 3.340909090909091)","(3.9, 4.8, 4.628571428571428)","(81.0, 90.0, 79.28571428571428)","(17.0, 29.0, 26.692307692307693)","(12.0, 13.5, 13.421052631578947)","(101.0, 120.0, 86.25)","(15.0, 29.0, 26.846153846153847)","(2.4, 3.55, 3.4884615384615385)"
08-01-2023 17:58:54.748732,"(2.6, 3.3, 3.2727272727272725)","(3.9, 4.8, 4.638461538461538)","(81.0, 90.0, 79.28571428571428)","(17.0, 29.0, 26.692307692307693)","(12.0, 13.5, 13.4)","(101.0, 120.0, 87.5)","(15.0, 29.0, 26.846153846153847)","(2.4, 3.55, 3.4884615384615385)"
08-01-2023 17:58:56.112842,"(2.6, 3.3, 3.2333333333333334)","(3.9, 4.8, 4.684615384615385)","(81.0, 90.0, 79.28571428571428)","(17.0, 29.0, 26.692307692307693)","(12.0, 13.5, 13.0)","(101.0, 120.0, 78.21428571428571)","(15.0, 29.0, 26.846153846153847)","(2.4, 3.55, 3.507142857142857)"
08-01-2023 17:58:57.422118,"(2.6, 3.3, 3.2333333333333334)","(3.9, 4.9, 4.692857142857143)","(81.0, 90.0, 79.28571428571428)","(17.0, 29.0, 26.692307692307693)","(12.0, 13.5, 13.055555555555555)","(101.0, 120.0, 81.0)","(15.0, 29.0, 24.2)","(2.4, 3.55, 3.4294117647058826)"
08-01-2023 17:58:58.933313,"(2.6, 3.3, 3.2458333333333336)","(3.9, 4.8, 4.716666666666667)","(81.0, 90.0, 79.28571428571428)","(17.0, 29.0, 26.692307692307693)","(12.0, 13.5, 12.890625)","(101.0, 120.0, 81.0)","(15.0, 29.0, 24.2)","(2.4, 3.5, 3.4294117647058826)"
08-01-2023 17:59:00.439886,"(2.6, 3.3, 3.2384615384615385)","(3.9, 4.8, 4.716666666666667)","(81.0, 90.0, 79.28571428571428)","(17.0, 29.0, 26.692307692307693)","(12.0, 13.5, 12.880952380952381)","(101.0, 120.0, 81.0)","(15.0, 29.0, 25.0)","(2.4, 3.5, 3.4625)"
08-01-2023 17:59:02.111810,"(2.6, 3.3, 3.269230769230769)","(3.8, 4.8, 4.716666666666667)","(81.0, 90.0, 79.28571428571428)","(17.0, 29.0, 26.692307692307693)","(12.0, 13.5, 12.880952380952381)","(101.0, 120.0, 81.0)","(15.0, 29.0, 27.88888888888889)","(2.5, 3.5, 3.37)"
08-01-2023 17:59:03.783960,"(2.6, 3.3, 3.2733333333333334)","(3.8, 4.8, 4.675)","(81.0, 90.0, 75.0)","(17.0, 29.0, 26.59259259259259)","(12.0, 13.5, 13.26)","(101.0, 120.0, 81.0)","(15.0, 29.0, 27.636363636363637)","(2.5, 3.5, 3.45)"
08-01-2023 17:59:05.031791,"(2.6, 3.3, 3.2466666666666666)","(3.8, 4.8, 4.675)","(81.0, 90.0, 75.0)","(17.0, 29.0, 26.59259259259259)","(12.0, 13.5, 12.925373134328359)","(101.0, 120.0, 81.0)","(15.0, 29.0, 28.5)","(2.5, 3.5, 3.539285714285714)"
08-01-2023 17:59:06.208259,"(2.6, 3.3, 3.2466666666666666)","(3.8, 4.8, 4.675)","(81.0, 90.0, 75.0)","(17.0, 29.0, 26.59259259259259)","(12.0, 13.0, 12.95)","(101.0, 120.0, 81.0)","(15.0, 29.0, 28.5)","(2.5, 3.55, 3.469642857142857)"
08-01-2023 17:59:07.529131,"(2.6, 3.3, 3.2466666666666666)","(3.8, 4.8, 4.661538461538462)","(71.0, 90.0, 75.0)","(17.0, 29.0, 26.59259259259259)","(12.0, 13.0, 13.576923076923077)","(81.0, 120.0, 81.0)","(16.0, 29.0, 28.444444444444443)","(2.5, 3.55, 3.4656249999999997)"
08-01-2023 17:59:08.969701,"(2.6, 3.25, 3.24)","(3.8, 4.8, 4.675)","(71.0, 90.0, 75.0)","(17.0, 29.0, 26.916666666666668)","(12.0, 14.0, 13.052631578947368)","(81.0, 120.0, 81.0)","(16.0, 29.0, 28.444444444444443)","(2.5, 3.55, 3.4477272727272728)"
08-01-2023 17:59:10.187004,"(2.6, 3.25, 3.2409090909090907)","(3.8, 4.8, 4.690909090909091)","(71.0, 90.0, 75.0)","(17.0, 29.0, 26.59259259259259)","(12.0, 14.0, 13.052631578947368)","(81.0, 120.0, 90.0)","(16.0, 29.0, 28.444444444444443)","(2.5, 3.55, 3.409375)"
08-01-2023 17:59:11.348522,"(2.6, 3.35, 3.3000000000000003)","(3.8, 4.7, 4.6863636363636365)","(71.0, 85.0, 75.0)","(17.0, 29.0, 26.59259259259259)","(12.0, 14.0, 13.4)","(81.0, 110.0, 90.0)","(16.0, 29.0, 28.5)","(2.5, 3.55, 3.475)"
08-01-2023 17:59:12.559015,"(2.6, 3.3, 3.2125000000000004)","(3.8, 4.7, 4.678571428571429)","(71.0, 85.0, 71.84210526315789)","(17.0, 29.0, 26.59259259259259)","(12.0, 14.0, 13.357142857142858)","(81.0, 110.0, 90.0)","(16.0, 29.0, 28.5)","(2.5, 3.55, 3.4884615384615385)"
08-01-2023 17:59:13.840422,"(2.6, 3.3, 3.2125000000000004)","(3.8, 4.7, 4.67)","(71.0, 85.0, 71.84210526315789)","(17.0, 29.0, 26.59259259259259)","(12.0, 14.0, 13.357142857142858)","(81.0, 110.0, 90.0)","(16.0, 29.0, 28.6875)","(2.5, 3.55, 3.4884615384615385)"
08-01-2023 17:59:15.183173,"(2.6, 3.3, 3.2125000000000004)","(3.8, 4.6, 4.542857142857143)","(71.0, 85.0, 71.84210526315789)","(17.0, 29.0, 26.434782608695652)","(12.0, 14.0, 13.357142857142858)","(81.0, 110.0, 90.0)","(16.0, 29.0, 28.705882352941178)","(2.5, 3.55, 3.5125)"
08-01-2023 17:59:16.477942,"(2.6, 3.3, 3.2125000000000004)","(3.8, 4.6, 4.542857142857143)","(71.0, 85.0, 71.84210526315789)","(17.0, 28.0, 26.434782608695652)","(12.0, 14.0, 13.357142857142858)","(81.0, 110.0, 90.0)","(16.0, 29.0, 28.705882352941178)","(2.5, 3.55, 3.4749999999999996)"
08-01-2023 17:59:17.634664,"(2.6, 3.3, 3.2818181818181817)","(3.8, 4.6, 4.542857142857143)","(71.0, 85.0, 71.84210526315789)","(17.0, 28.0, 26.434782608695652)","(12.0, 14.0, 13.4375)","(81.0, 110.0, 90.0)","(16.0, 29.0, 28.705882352941178)","(2.5, 3.55, 3.4794117647058824)"
08-01-2023 17:59:18.876931,"(2.6, 3.3, 3.283333333333333)","(3.8, 4.6, 4.566666666666666)","(71.0, 85.0, 71.84210526315789)","(17.0, 28.0, 26.0)","(12.0, 14.0, 13.4375)","(81.0, 100.0, 97.36842105263158)","(16.0, 29.0, 28.705882352941178)","(2.5, 3.55, 3.4884615384615385)"
08-01-2023 17:59:20.102203,"(2.6, 3.25, 3.225)","(3.8, 4.6, 4.566666666666666)","(71.0, 85.0, 71.84210526315789)","(17.0, 28.0, 26.0)","(12.0, 14.0, 13.357142857142858)","(81.0, 110.0, 101.72413793103448)","(16.0, 29.0, 28.705882352941178)","(2.5, 3.55, 3.533333333333333)"
08-01-2023 17:59:21.370592,"(2.6, 3.25, 3.2147058823529413)","(3.8, 4.6, 4.542857142857143)","(71.0, 85.0, 71.84210526315789)","(17.0, 28.0, 26.0)","(12.0, 14.0, 13.357142857142858)","(81.0, 110.0, 102.0)","(16.0, 29.0, 28.705882352941178)","(2.5, 3.55, 3.533333333333333)"
08-01-2023 17:59:22.637607,"(2.6, 3.25, 3.2147058823529413)","(3.8, 4.6, 4.511111111111111)","(71.0, 85.0, 71.84210526315789)","(18.0, 28.0, 26.0)","(12.0, 14.0, 13.333333333333334)","(81.0, 110.0, 91.81818181818181)","(16.0, 29.0, 28.705882352941178)","(2.5, 3.55, 3.533333333333333)"
08-01-2023 17:59:23.839160,"(2.6, 3.25, 3.2055555555555557)","(3.8, 4.6, 4.55)","(71.0, 85.0, 71.84210526315789)","(18.0, 28.0, 26.0)","(12.0, 14.0, 13.222222222222221)","(81.0, 110.0, 103.54838709677419)","(16.0, 29.0, 28.705882352941178)","(2.5, 3.55, 3.4661290322580647)"
08-01-2023 17:59:25.006920,"(2.6, 3.25, 3.2055555555555557)","(3.8, 4.6, 4.55)","(71.0, 85.0, 71.84210526315789)","(18.0, 28.0, 26.0)","(12.0, 14.0, 13.08695652173913)","(81.0, 110.0, 105.0)","(16.0, 29.0, 28.636363636363637)","(2.5, 3.55, 3.4524999999999997)"
08-01-2023 17:59:26.267364,"(2.6, 3.35, 3.33)","(3.8, 4.5, 4.488888888888889)","(71.0, 85.0, 71.84210526315789)","(18.0, 28.0, 26.06896551724138)","(12.0, 14.0, 14.5)","(81.0, 110.0, 107.91666666666667)","(16.0, 29.0, 28.75)","(2.5, 3.55, 3.405)"
08-01-2023 17:59:27.575012,"(2.6, 3.3, 3.2454545454545456)","(3.8, 4.6, 4.5636363636363635)","(71.0, 85.0, 71.36363636363636)","(18.0, 28.0, 26.06896551724138)","(12.0, 15.5, 14.428571428571429)","(81.0, 110.0, 108.0)","(16.0, 29.0, 28.75)","(2.5, 3.5, 3.4171428571428573)"
08-01-2023 17:59:28.845837,"(2.6, 3.25, 3.243333333333333)","(3.8, 4.5, 4.484615384615385)","(71.0, 85.0, 66.53846153846153)","(18.0, 28.0, 26.06896551724138)","(12.0, 15.5, 14.615384615384615)","(81.0, 110.0, 108.0)","(16.0, 29.0, 28.75)","(2.5, 3.5, 3.425)"
08-01-2023 17:59:30.288568,"(2.6, 3.3, 3.2842105263157895)","(3.8, 4.5, 4.484615384615385)","(71.0, 85.0, 66.53846153846153)","(18.0, 28.0, 26.0)","(12.0, 15.5, 13.137254901960784)","(81.0, 110.0, 108.0)","(16.0, 29.0, 28.75)","(2.5, 3.5, 3.433333333333333)"
08-01-2023 17:59:31.563936,"(2.6, 3.3, 3.2800000000000002)","(3.8, 4.5, 4.484615384615385)","(71.0, 85.0, 66.53846153846153)","(18.0, 28.0, 26.0)","(12.0, 14.0, 13.441176470588236)","(81.0, 110.0, 108.0)","(16.0, 29.0, 28.75)","(2.5, 3.5, 3.47)"
08-01-2023 17:59:33.039319,"(2.6, 3.35, 3.25)","(3.8, 4.5, 4.484615384615385)","(71.0, 85.0, 66.53846153846153)","(18.0, 28.0, 26.0)","(12.0, 13.5, 13.166666666666666)","(81.0, 110.0, 108.0)","(16.0, 29.0, 28.75)","(2.5, 3.5, 3.4884615384615385)"
08-01-2023 17:59:34.285691,"(2.6, 3.35, 3.25)","(3.8, 4.5, 4.38)","(71.0, 85.0, 66.53846153846153)","(18.0, 28.0, 25.2)","(12.0, 13.5, 13.25)","(81.0, 110.0, 108.0)","(16.0, 29.0, 28.733333333333334)","(2.5, 3.5, 3.4884615384615385)"
08-01-2023 17:59:35.508199,"(2.6, 3.35, 3.25)","(3.8, 4.4, 4.38)","(71.0, 85.0, 66.53846153846153)","(18.0, 28.0, 25.2)","(12.0, 13.5, 13.0)","(81.0, 110.0, 108.0)","(16.0, 29.0, 26.75)","(2.5, 3.5, 3.4282608695652175)"
08-01-2023 17:59:36.775632,"(2.6, 3.35, 3.25)","(3.8, 4.4, 4.390000000000001)","(71.0, 85.0, 66.53846153846153)","(18.0, 28.0, 26.666666666666668)","(12.0, 13.5, 12.590909090909092)","(81.0, 110.0, 108.0)","(16.0, 29.0, 26.5)","(2.5, 3.5, 3.4833333333333334)"
08-01-2023 17:59:38.006345,"(2.6, 3.25, 3.234375)","(3.8, 4.4, 4.391666666666667)","(71.0, 85.0, 66.53846153846153)","(18.0, 28.0, 26.666666666666668)","(12.0, 13.5, 12.590909090909092)","(81.0, 110.0, 108.0)","(16.0, 29.0, 26.5)","(2.5, 3.5, 3.4375)"
08-01-2023 17:59:39.213730,"(2.6, 3.25, 3.21875)","(3.8, 4.5, 4.436842105263158)","(71.0, 85.0, 66.53846153846153)","(18.0, 28.0, 26.22222222222222)","(12.0, 13.5, 12.75925925925926)","(81.0, 110.0, 108.0)","(16.0, 29.0, 26.5)","(2.5, 3.5, 3.4375)"
08-01-2023 17:59:40.403779,"(2.6, 3.25, 3.2272727272727275)","(3.8, 4.5, 4.436842105263158)","(71.0, 85.0, 66.53846153846153)","(18.0, 28.0, 26.22222222222222)","(12.0, 13.5, 12.666666666666666)","(81.0, 110.0, 108.0)","(16.0, 29.0, 26.5)","(2.5, 3.5, 3.4471698113207547)"
08-01-2023 17:59:41.616442,"(2.6, 3.3, 3.2874999999999996)","(3.8, 4.5, 4.445454545454545)","(71.0, 85.0, 66.53846153846153)","(18.0, 28.0, 26.76923076923077)","(12.0, 13.0, 12.74)","(81.0, 110.0, 108.0)","(16.0, 29.0, 26.5)","(2.5, 3.5, 3.4153846153846157)"
08-01-2023 17:59:42.785941,"(2.6, 3.3, 3.29)","(3.8, 4.5, 4.445454545454545)","(71.0, 85.0, 66.53846153846153)","(18.0, 28.0, 26.0)","(12.0, 13.5, 12.55)","(81.0, 110.0, 108.0)","(16.0, 29.0, 26.5)","(2.5, 3.45, 3.412962962962963)"
08-01-2023 17:59:44.029503,"(2.6, 3.3, 3.29)","(3.8, 4.4, 4.391666666666667)","(71.0, 85.0, 66.53846153846153)","(18.0, 28.0, 26.0)","(12.0, 13.5, 12.55)","(81.0, 110.0, 108.0)","(16.0, 29.0, 26.5)","(2.5, 3.45, 3.412962962962963)"
08-01-2023 17:59:45.077236,"(2.6, 3.3, 3.2916666666666665)","(3.8, 4.4, 4.391666666666667)","(71.0, 85.0, 66.53846153846153)","(18.0, 28.0, 26.0)","(12.0, 13.5, 12.55)","(81.0, 110.0, 108.0)","(16.0, 29.0, 26.5)","(2.5, 3.45, 3.4210526315789473)"
08-01-2023 17:59:46.203143,"(2.6, 3.3, 3.26)","(3.8, 4.4, 4.391666666666667)","(71.0, 85.0, 66.81818181818181)","(18.0, 28.0, 26.22222222222222)","(12.0, 13.5, 12.595238095238095)","(81.0, 110.0, 104.28571428571429)","(16.0, 29.0, 26.5)","(2.5, 3.5, 3.4210526315789473)"
08-01-2023 17:59:47.315780,"(2.6, 3.3, 3.26)","(3.8, 4.4, 4.391666666666667)","(51.0, 85.0, 66.81818181818181)","(18.0, 28.0, 26.22222222222222)","(12.0, 13.5, 12.552631578947368)","(81.0, 110.0, 106.92307692307692)","(16.0, 29.0, 26.5)","(2.5, 3.5, 3.4210526315789473)"
08-01-2023 17:59:48.418382,"(2.6, 3.3, 3.24)","(3.8, 4.5, 4.433333333333334)","(51.0, 85.0, 66.81818181818181)","(18.0, 28.0, 26.22222222222222)","(12.0, 13.5, 12.685714285714285)","(81.0, 110.0, 108.78787878787878)","(16.0, 29.0, 28.675675675675677)","(2.5, 3.5, 3.4228571428571426)"
08-01-2023 17:59:49.501126,"(2.6, 3.3, 3.242857142857143)","(3.8, 4.5, 4.433333333333334)","(51.0, 85.0, 66.81818181818181)","(18.0, 28.0, 26.22222222222222)","(12.0, 13.5, 12.685714285714285)","(81.0, 110.0, 108.78787878787878)","(16.0, 29.0, 28.675675675675677)","(2.5, 3.5, 3.4517857142857142)"
08-01-2023 17:59:50.552837,"(2.6, 3.3, 3.25)","(3.8, 4.5, 4.409090909090909)","(51.0, 85.0, 66.81818181818181)","(18.0, 28.0, 26.22222222222222)","(12.0, 13.5, 12.8)","(81.0, 110.0, 108.57142857142857)","(16.0, 29.0, 28.675675675675677)","(2.5, 3.5, 3.4347826086956523)"
08-01-2023 17:59:51.601717,"(2.6, 3.3, 3.28)","(3.8, 4.5, 4.409090909090909)","(51.0, 85.0, 66.81818181818181)","(18.0, 28.0, 26.736842105263158)","(12.0, 13.0, 12.8)","(81.0, 110.0, 108.57142857142857)","(16.0, 29.0, 28.675675675675677)","(2.5, 3.5, 3.4347826086956523)"
08-01-2023 17:59:52.741893,"(2.6, 3.3, 3.28)","(3.8, 4.5, 4.409090909090909)","(51.0, 85.0, 66.81818181818181)","(18.0, 28.0, 26.22222222222222)","(12.0, 13.0, 12.166666666666666)","(81.0, 110.0, 108.57142857142857)","(16.0, 29.0, 28.0)","(2.5, 3.5, 3.476829268292683)"
08-01-2023 17:59:53.880342,"(2.6, 3.25, 3.230769230769231)","(3.8, 4.4, 4.368421052631579)","(51.0, 85.0, 66.81818181818181)","(18.0, 28.0, 27.2)","(12.0, 12.5, 12.272727272727273)","(81.0, 110.0, 108.57142857142857)","(16.0, 29.0, 31.0)","(2.5, 3.55, 3.507142857142857)"
08-01-2023 17:59:55.259656,"(2.6, 3.25, 3.2464285714285714)","(3.8, 4.4, 4.345454545454546)","(51.0, 85.0, 66.81818181818181)","(18.0, 28.0, 27.2)","(12.0, 12.5, 12.272727272727273)","(81.0, 110.0, 108.57142857142857)","(16.0, 32.0, 31.294117647058822)","(2.5, 3.55, 3.503448275862069)"
08-01-2023 17:59:56.438558,"(2.6, 3.25, 3.2464285714285714)","(3.8, 4.4, 4.345454545454546)","(51.0, 85.0, 67.5)","(18.0, 28.0, 27.2)","(12.0, 12.5, 12.272727272727273)","(81.0, 110.0, 108.57142857142857)","(16.0, 32.0, 30.94736842105263)","(2.5, 3.55, 3.499206349206349)"
08-01-2023 17:59:57.533492,"(2.6, 3.25, 3.2464285714285714)","(3.8, 4.4, 4.372413793103449)","(51.0, 85.0, 66.53846153846153)","(18.0, 28.0, 27.2)","(12.0, 12.5, 12.021739130434783)","(81.0, 110.0, 108.57142857142857)","(16.0, 32.0, 29.0)","(2.5, 3.55, 3.499206349206349)"
08-01-2023 17:59:58.752333,"(2.6, 3.25, 3.2866666666666666)","(3.8, 4.4, 4.353846153846154)","(51.0, 85.0, 69.0)","(18.0, 28.0, 26.76923076923077)","(12.0, 12.5, 11.854166666666666)","(81.0, 110.0, 108.57142857142857)","(16.0, 32.0, 29.0)","(2.5, 3.55, 3.5023809523809524)"
08-01-2023 17:59:59.940419,"(2.6, 3.3, 3.2866666666666666)","(3.8, 4.4, 4.353846153846154)","(51.0, 85.0, 69.0)","(18.0, 28.0, 27.157894736842106)","(11.0, 12.5, 11.925531914893616)","(81.0, 110.0, 108.57142857142857)","(17.0, 32.0, 30.153846153846153)","(2.5, 3.55, 3.5023809523809524)"
08-01-2023 18:00:01.164357,"(2.6, 3.3, 3.2928571428571427)","(3.8, 4.4, 4.325)","(51.0, 85.0, 69.0)","(18.0, 28.0, 27.157894736842106)","(11.0, 12.5, 11.925531914893616)","(81.0, 110.0, 108.57142857142857)","(17.0, 32.0, 30.153846153846153)","(2.5, 3.55, 3.5023809523809524)"
08-01-2023 18:00:02.355922,"(2.6, 3.3, 3.2928571428571427)","(3.8, 4.4, 4.325)","(51.0, 85.0, 69.0)","(18.0, 28.0, 27.157894736842106)","(11.0, 12.5, 11.925531914893616)","(81.0, 110.0, 108.57142857142857)","(17.0, 32.0, 29.0)","(2.5, 3.55, 3.5214285714285714)"
08-01-2023 18:00:03.492427,"(2.6, 3.3, 3.2928571428571427)","(3.8, 4.4, 4.325)","(51.0, 85.0, 69.0)","(18.0, 28.0, 27.157894736842106)","(11.0, 12.5, 12.3)","(81.0, 110.0, 108.57142857142857)","(17.0, 32.0, 30.153846153846153)","(2.5, 3.55, 3.5661016949152544)"
08-01-2023 18:00:04.525218,"(2.6, 3.35, 3.3423076923076924)","(3.8, 4.3, 4.258333333333333)","(51.0, 85.0, 66.53846153846153)","(18.0, 28.0, 27.157894736842106)","(11.0, 12.0, 11.583333333333334)","(81.0, 110.0, 108.57142857142857)","(17.0, 32.0, 26.428571428571427)","(2.5, 3.6, 3.560377358490566)"
08-01-2023 18:00:05.632174,"(2.6, 3.35, 3.3423076923076924)","(3.7, 4.3, 4.260714285714286)","(51.0, 85.0, 66.42857142857143)","(19.0, 28.0, 26.933333333333334)","(11.0, 12.0, 11.75)","(81.0, 110.0, 108.57142857142857)","(17.0, 27.0, 25.333333333333332)","(2.5, 3.6, 3.556140350877193)"
08-01-2023 18:00:06.713603,"(2.6, 3.4, 3.3714285714285714)","(3.7, 4.4, 4.336842105263158)","(51.0, 85.0, 66.42857142857143)","(19.0, 28.0, 27.11111111111111)","(11.0, 12.0, 11.75)","(81.0, 110.0, 108.57142857142857)","(17.0, 27.0, 25.5)","(2.5, 3.6, 3.5277777777777777)"
08-01-2023 18:00:07.881954,"(2.6, 3.4, 3.3375)","(3.7, 4.4, 4.3375)","(51.0, 85.0, 66.42857142857143)","(19.0, 28.0, 27.11111111111111)","(11.0, 12.0, 11.75)","(81.0, 110.0, 108.57142857142857)","(17.0, 27.0, 25.133333333333333)","(2.5, 3.55, 3.4983870967741937)"
