,Burn The Turf,Heaven Scent,Pop Smoke,Street Scandal,Frosty Cake,Whispering Ella,Im All Class,Paint The Trail
10,"[datetime.datetime(2022, 11, 28, 10, 55, 14, 657974), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 55, 14, 657974), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 55, 14, 657974), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 55, 14, 657974), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 55, 14, 657974), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 55, 14, 657974), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 55, 14, 657974), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 55, 14, 657974), 5.5, 10.5]"
11,"[datetime.datetime(2022, 11, 28, 10, 55, 15, 791667), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 55, 15, 791667), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 55, 15, 791667), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 55, 15, 791667), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 55, 15, 791667), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 55, 15, 791667), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 55, 15, 791667), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 55, 15, 791667), 5.5, 10.5]"
12,"[datetime.datetime(2022, 11, 28, 10, 55, 16, 924931), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 55, 16, 924931), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 55, 16, 924931), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 55, 16, 924931), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 55, 16, 924931), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 55, 16, 924931), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 55, 16, 924931), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 55, 16, 924931), 5.5, 10.5]"
13,"[datetime.datetime(2022, 11, 28, 10, 55, 18, 62652), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 55, 18, 62652), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 55, 18, 62652), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 55, 18, 62652), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 55, 18, 62652), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 55, 18, 62652), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 55, 18, 62652), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 55, 18, 62652), 5.5, 10.5]"
14,"[datetime.datetime(2022, 11, 28, 10, 55, 19, 223122), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 55, 19, 223122), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 55, 19, 223122), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 55, 19, 223122), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 55, 19, 223122), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 55, 19, 223122), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 55, 19, 223122), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 55, 19, 223122), 5.5, 10.5]"
15,"[datetime.datetime(2022, 11, 28, 10, 55, 20, 346493), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 55, 20, 346493), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 55, 20, 346493), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 55, 20, 346493), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 55, 20, 346493), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 55, 20, 346493), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 55, 20, 346493), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 55, 20, 346493), 5.5, 10.5]"
16,"[datetime.datetime(2022, 11, 28, 10, 55, 21, 498414), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 55, 21, 498414), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 55, 21, 498414), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 55, 21, 498414), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 55, 21, 498414), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 55, 21, 498414), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 55, 21, 498414), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 55, 21, 498414), 5.5, 10.5]"
17,"[datetime.datetime(2022, 11, 28, 10, 55, 22, 622765), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 55, 22, 622765), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 55, 22, 622765), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 55, 22, 622765), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 55, 22, 622765), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 55, 22, 622765), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 55, 22, 622765), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 55, 22, 622765), 5.5, 10.5]"
18,"[datetime.datetime(2022, 11, 28, 10, 55, 23, 756744), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 55, 23, 756744), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 55, 23, 756744), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 55, 23, 756744), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 55, 23, 756744), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 55, 23, 756744), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 55, 23, 756744), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 55, 23, 756744), 5.5, 10.5]"
19,"[datetime.datetime(2022, 11, 28, 10, 55, 24, 880849), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 55, 24, 880849), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 55, 24, 880849), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 55, 24, 880849), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 55, 24, 880849), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 55, 24, 880849), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 55, 24, 880849), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 55, 24, 880849), 5.5, 10.5]"
20,"[datetime.datetime(2022, 11, 28, 10, 55, 26, 9613), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 55, 26, 9613), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 55, 26, 9613), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 55, 26, 9613), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 55, 26, 9613), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 55, 26, 9613), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 55, 26, 9613), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 55, 26, 9613), 5.5, 10.5]"
21,"[datetime.datetime(2022, 11, 28, 10, 55, 27, 143531), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 55, 27, 143531), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 55, 27, 143531), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 55, 27, 143531), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 55, 27, 143531), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 55, 27, 143531), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 55, 27, 143531), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 55, 27, 143531), 5.5, 10.5]"
22,"[datetime.datetime(2022, 11, 28, 10, 55, 28, 286765), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 55, 28, 286765), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 55, 28, 286765), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 55, 28, 286765), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 55, 28, 286765), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 55, 28, 286765), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 55, 28, 286765), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 55, 28, 286765), 5.5, 10.5]"
23,"[datetime.datetime(2022, 11, 28, 10, 55, 29, 432220), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 55, 29, 432220), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 55, 29, 432220), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 55, 29, 432220), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 55, 29, 432220), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 55, 29, 432220), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 55, 29, 432220), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 55, 29, 432220), 5.5, 10.5]"
24,"[datetime.datetime(2022, 11, 28, 10, 55, 30, 579778), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 55, 30, 579778), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 55, 30, 579778), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 55, 30, 579778), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 55, 30, 579778), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 55, 30, 579778), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 55, 30, 579778), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 55, 30, 579778), 5.5, 10.5]"
25,"[datetime.datetime(2022, 11, 28, 10, 55, 31, 717316), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 55, 31, 717316), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 55, 31, 717316), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 55, 31, 717316), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 55, 31, 717316), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 55, 31, 717316), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 55, 31, 717316), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 55, 31, 717316), 5.5, 10.5]"
26,"[datetime.datetime(2022, 11, 28, 10, 55, 32, 843612), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 55, 32, 843612), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 55, 32, 843612), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 55, 32, 843612), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 55, 32, 843612), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 55, 32, 843612), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 55, 32, 843612), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 55, 32, 843612), 5.5, 10.5]"
27,"[datetime.datetime(2022, 11, 28, 10, 55, 33, 974198), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 55, 33, 974198), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 55, 33, 974198), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 55, 33, 974198), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 55, 33, 974198), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 55, 33, 974198), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 55, 33, 974198), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 55, 33, 974198), 5.5, 10.5]"
28,"[datetime.datetime(2022, 11, 28, 10, 55, 35, 102853), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 55, 35, 102853), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 55, 35, 102853), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 55, 35, 102853), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 55, 35, 102853), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 55, 35, 102853), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 55, 35, 102853), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 55, 35, 102853), 5.5, 10.5]"
29,"[datetime.datetime(2022, 11, 28, 10, 55, 36, 235694), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 55, 36, 235694), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 55, 36, 235694), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 55, 36, 235694), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 55, 36, 235694), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 55, 36, 235694), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 55, 36, 235694), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 55, 36, 235694), 5.5, 10.5]"
30,"[datetime.datetime(2022, 11, 28, 10, 55, 37, 390995), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 55, 37, 390995), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 55, 37, 390995), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 55, 37, 390995), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 55, 37, 390995), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 55, 37, 390995), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 55, 37, 390995), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 55, 37, 390995), 5.5, 10.5]"
31,"[datetime.datetime(2022, 11, 28, 10, 55, 38, 525583), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 55, 38, 525583), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 55, 38, 525583), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 55, 38, 525583), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 55, 38, 525583), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 55, 38, 525583), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 55, 38, 525583), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 55, 38, 525583), 5.5, 10.5]"
32,"[datetime.datetime(2022, 11, 28, 10, 55, 39, 656538), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 55, 39, 656538), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 55, 39, 656538), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 55, 39, 656538), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 55, 39, 656538), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 55, 39, 656538), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 55, 39, 656538), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 55, 39, 656538), 5.5, 10.5]"
33,"[datetime.datetime(2022, 11, 28, 10, 55, 40, 786381), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 55, 40, 786381), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 55, 40, 786381), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 55, 40, 786381), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 55, 40, 786381), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 55, 40, 786381), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 55, 40, 786381), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 55, 40, 786381), 5.5, 10.5]"
34,"[datetime.datetime(2022, 11, 28, 10, 55, 41, 922474), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 55, 41, 922474), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 55, 41, 922474), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 55, 41, 922474), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 55, 41, 922474), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 55, 41, 922474), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 55, 41, 922474), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 55, 41, 922474), 5.5, 10.5]"
35,"[datetime.datetime(2022, 11, 28, 10, 55, 43, 48080), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 55, 43, 48080), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 55, 43, 48080), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 55, 43, 48080), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 55, 43, 48080), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 55, 43, 48080), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 55, 43, 48080), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 55, 43, 48080), 5.5, 10.5]"
36,"[datetime.datetime(2022, 11, 28, 10, 55, 44, 178161), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 55, 44, 178161), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 55, 44, 178161), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 55, 44, 178161), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 55, 44, 178161), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 55, 44, 178161), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 55, 44, 178161), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 55, 44, 178161), 5.5, 10.5]"
37,"[datetime.datetime(2022, 11, 28, 10, 55, 45, 305446), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 55, 45, 305446), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 55, 45, 305446), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 55, 45, 305446), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 55, 45, 305446), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 55, 45, 305446), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 55, 45, 305446), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 55, 45, 305446), 5.5, 10.5]"
38,"[datetime.datetime(2022, 11, 28, 10, 55, 46, 437011), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 55, 46, 437011), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 55, 46, 437011), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 55, 46, 437011), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 55, 46, 437011), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 55, 46, 437011), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 55, 46, 437011), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 55, 46, 437011), 5.5, 10.5]"
39,"[datetime.datetime(2022, 11, 28, 10, 55, 47, 569713), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 55, 47, 569713), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 55, 47, 569713), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 55, 47, 569713), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 55, 47, 569713), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 55, 47, 569713), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 55, 47, 569713), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 55, 47, 569713), 5.5, 10.5]"
