,King Brockie,Heaven Scent,Flex Your Muscle,Here He Comes,Munxar Queen,Hot Barrels
09-01-2023 11:01:11.822520,"(12.0, 22.0, 19.894736842105264)","(4.8, 5.7, 5.199999999999999)","(2.9, 4.3, 4.268965517241379)","(10.0, 18.0, 16.3125)","(5.0, 7.4, 6.744827586206897)","(2.6, 3.25, 3.2106060606060605)"
09-01-2023 11:01:12.974890,"(12.0, 22.0, 19.894736842105264)","(4.8, 5.7, 5.199999999999999)","(2.9, 4.3, 4.268965517241379)","(10.0, 18.0, 16.3125)","(5.0, 7.4, 6.75)","(2.6, 3.25, 3.2106060606060605)"
09-01-2023 11:01:14.153182,"(12.0, 22.0, 19.333333333333332)","(4.8, 5.7, 5.199999999999999)","(2.9, 4.3, 4.265384615384615)","(10.0, 18.0, 16.3125)","(5.0, 7.4, 6.677777777777778)","(2.6, 3.25, 3.267333333333333)"
09-01-2023 11:01:15.111556,"(12.0, 22.0, 19.333333333333332)","(4.8, 5.7, 5.199999999999999)","(2.9, 4.3, 4.265384615384615)","(10.0, 18.0, 16.3125)","(5.0, 7.4, 6.677777777777778)","(2.6, 3.3, 3.267333333333333)"
09-01-2023 11:01:16.202426,"(12.0, 22.0, 19.333333333333332)","(4.8, 5.7, 5.199999999999999)","(2.9, 4.3, 4.265384615384615)","(10.0, 18.0, 16.3125)","(5.0, 7.2, 6.631372549019608)","(2.6, 3.3, 3.267333333333333)"
09-01-2023 11:01:17.282175,"(12.0, 22.0, 19.53846153846154)","(4.8, 5.7, 5.199999999999999)","(2.9, 4.3, 4.265384615384615)","(10.0, 18.0, 16.3125)","(5.0, 7.2, 6.741935483870968)","(2.6, 3.3, 3.267333333333333)"
09-01-2023 11:01:18.373558,"(12.0, 22.0, 19.894736842105264)","(4.8, 5.7, 5.199999999999999)","(2.9, 4.3, 4.265384615384615)","(10.0, 18.0, 16.3125)","(5.0, 7.0, 6.694117647058824)","(2.6, 3.3, 3.276155717761557)"
09-01-2023 11:01:19.492978,"(12.0, 22.0, 19.333333333333332)","(4.8, 5.7, 5.199999999999999)","(2.9, 4.3, 4.265384615384615)","(10.0, 18.0, 16.3125)","(5.0, 7.0, 6.694117647058824)","(2.6, 3.3, 3.276155717761557)"
09-01-2023 11:01:20.454389,"(12.0, 22.0, 19.333333333333332)","(4.8, 5.7, 5.199999999999999)","(2.9, 4.3, 4.265384615384615)","(10.0, 18.0, 16.3125)","(5.0, 7.0, 6.694117647058824)","(2.6, 3.3, 3.276155717761557)"
09-01-2023 11:01:21.374234,"(12.0, 22.0, 19.333333333333332)","(4.8, 5.7, 5.199999999999999)","(2.9, 4.3, 4.265384615384615)","(10.0, 18.0, 16.3125)","(5.0, 7.0, 6.694117647058824)","(2.6, 3.3, 3.270392156862745)"
09-01-2023 11:01:22.319289,"(12.0, 22.0, 19.333333333333332)","(4.8, 5.7, 5.199999999999999)","(2.9, 4.3, 4.265384615384615)","(10.0, 18.0, 16.3125)","(5.0, 7.0, 6.8)","(2.6, 3.3, 3.270392156862745)"
09-01-2023 11:01:23.348748,"(12.0, 22.0, 19.333333333333332)","(4.8, 5.7, 5.199999999999999)","(2.9, 4.3, 4.265384615384615)","(10.0, 18.0, 16.3125)","(5.0, 7.0, 6.8)","(2.6, 3.3, 3.270392156862745)"
09-01-2023 11:01:24.486154,"(13.0, 22.0, 19.333333333333332)","(4.8, 5.7, 5.199999999999999)","(2.9, 4.3, 4.265384615384615)","(10.0, 18.0, 16.3125)","(5.0, 7.0, 6.8)","(2.6, 3.3, 3.270392156862745)"
09-01-2023 11:01:25.442406,"(13.0, 22.0, 19.333333333333332)","(4.8, 5.7, 5.199999999999999)","(2.9, 4.3, 4.265384615384615)","(10.0, 18.0, 16.3125)","(5.0, 7.0, 6.8)","(2.6, 3.3, 3.270392156862745)"
09-01-2023 11:01:26.362724,"(13.0, 22.0, 19.333333333333332)","(4.8, 5.7, 5.199999999999999)","(2.9, 4.0, 3.963265306122449)","(10.0, 18.0, 16.3125)","(5.0, 7.0, 6.8)","(2.6, 3.3, 3.270392156862745)"
09-01-2023 11:01:27.303299,"(13.0, 22.0, 19.894736842105264)","(4.8, 5.7, 5.228571428571429)","(2.9, 4.0, 3.882608695652174)","(10.0, 18.0, 16.3125)","(5.0, 7.0, 6.696551724137931)","(2.6, 3.3, 3.263701923076923)"
09-01-2023 11:01:28.355059,"(13.0, 22.0, 20.095238095238095)","(4.8, 5.7, 5.311764705882353)","(2.9, 4.0, 3.896875)","(10.0, 18.0, 16.3125)","(5.0, 7.0, 6.725)","(2.6, 3.3, 3.340909090909091)"
09-01-2023 11:01:29.444714,"(13.0, 22.0, 19.647058823529413)","(4.8, 5.7, 5.311764705882353)","(2.9, 4.0, 3.896875)","(10.0, 18.0, 16.3125)","(5.0, 7.0, 6.725)","(2.6, 3.35, 3.340909090909091)"
09-01-2023 11:01:30.478573,"(13.0, 22.0, 19.647058823529413)","(4.8, 5.7, 5.311764705882353)","(2.9, 4.0, 3.896875)","(10.0, 18.0, 16.3125)","(5.0, 7.0, 6.725)","(2.6, 3.35, 3.29)"
09-01-2023 11:01:31.482055,"(13.0, 22.0, 19.647058823529413)","(4.8, 5.6, 5.25)","(2.9, 4.0, 3.896875)","(10.0, 18.0, 16.3125)","(5.0, 7.0, 6.5600000000000005)","(2.6, 3.35, 3.29)"
09-01-2023 11:01:32.376031,"(13.0, 22.0, 20.095238095238095)","(4.8, 5.6, 5.215384615384615)","(2.9, 4.0, 3.896875)","(10.0, 18.0, 16.615384615384617)","(5.0, 7.0, 6.5600000000000005)","(2.6, 3.35, 3.29)"
09-01-2023 11:01:33.267707,"(13.0, 22.0, 20.315789473684212)","(4.8, 5.6, 5.215384615384615)","(2.9, 4.0, 3.896875)","(10.0, 18.0, 16.615384615384617)","(5.0, 7.0, 6.5600000000000005)","(2.6, 3.35, 3.35)"
09-01-2023 11:01:34.369402,"(13.0, 22.0, 20.315789473684212)","(4.8, 5.6, 5.4148148148148145)","(2.9, 4.0, 3.896875)","(10.0, 18.0, 16.615384615384617)","(5.0, 7.0, 6.6173913043478265)","(2.6, 3.4, 3.319230769230769)"
09-01-2023 11:01:35.387750,"(13.0, 22.0, 20.315789473684212)","(4.8, 5.6, 5.4148148148148145)","(2.9, 4.0, 3.896875)","(10.0, 18.0, 16.615384615384617)","(5.0, 7.0, 6.6173913043478265)","(2.6, 3.4, 3.319230769230769)"
09-01-2023 11:01:36.408799,"(13.0, 22.0, 20.315789473684212)","(4.8, 5.6, 5.4148148148148145)","(2.9, 4.0, 3.896875)","(10.0, 18.0, 16.615384615384617)","(5.0, 7.0, 6.6173913043478265)","(2.6, 3.4, 3.376315789473684)"
09-01-2023 11:01:37.413968,"(13.0, 22.0, 19.53846153846154)","(4.8, 5.6, 5.457142857142856)","(2.9, 4.0, 3.896875)","(10.0, 18.0, 16.615384615384617)","(5.0, 7.0, 6.432258064516129)","(2.6, 3.4, 3.376315789473684)"
09-01-2023 11:01:38.264120,"(13.0, 22.0, 19.846153846153847)","(4.8, 5.6, 5.457142857142856)","(2.9, 4.1, 4.05)","(10.0, 18.0, 16.615384615384617)","(5.0, 7.0, 6.432258064516129)","(2.6, 3.4, 3.376315789473684)"
09-01-2023 11:01:39.182777,"(13.0, 22.0, 20.133333333333333)","(4.8, 5.6, 5.457142857142856)","(2.9, 4.1, 3.9749999999999996)","(10.0, 18.0, 16.615384615384617)","(5.0, 7.0, 6.509677419354839)","(2.6, 3.4, 3.54)"
09-01-2023 11:01:40.264693,"(13.0, 22.0, 20.133333333333333)","(4.8, 5.6, 5.457142857142856)","(2.9, 4.1, 3.9269230769230767)","(10.0, 18.0, 16.4)","(5.0, 7.0, 6.509677419354839)","(2.6, 3.55, 3.5428571428571427)"
09-01-2023 11:01:41.212671,"(13.0, 22.0, 19.2)","(4.8, 5.5, 5.414285714285715)","(2.9, 4.1, 3.9269230769230767)","(10.0, 18.0, 16.4)","(5.0, 7.0, 6.3)","(2.6, 3.55, 3.5651685393258425)"
09-01-2023 11:01:42.172994,"(13.0, 22.0, 19.2)","(4.8, 5.4, 5.305263157894737)","(2.9, 4.1, 3.9)","(10.0, 18.0, 15.818181818181818)","(5.0, 6.6, 6.32)","(2.6, 3.6, 3.6125000000000003)"
09-01-2023 11:01:43.084279,"(13.0, 22.0, 19.714285714285715)","(4.8, 5.3, 5.212)","(2.9, 4.0, 3.94)","(10.0, 18.0, 15.818181818181818)","(5.0, 6.6, 6.32)","(2.6, 3.7, 3.6090909090909093)"
09-01-2023 11:01:43.960132,"(13.0, 22.0, 19.714285714285715)","(4.8, 5.0, 4.9)","(2.9, 4.1, 3.918181818181818)","(10.0, 18.0, 16.4)","(5.0, 6.6, 6.32)","(2.6, 3.65, 3.6090909090909093)"
09-01-2023 11:01:44.946119,"(13.0, 22.0, 19.714285714285715)","(4.8, 5.0, 4.866666666666666)","(2.9, 4.1, 3.983333333333333)","(10.0, 18.0, 15.818181818181818)","(5.0, 6.6, 6.32)","(2.6, 3.65, 3.6090909090909093)"
09-01-2023 11:01:45.983663,"(13.0, 22.0, 19.714285714285715)","(4.8, 5.0, 4.866666666666666)","(2.9, 4.1, 3.983333333333333)","(10.0, 18.0, 15.818181818181818)","(5.0, 6.6, 6.32)","(2.6, 3.65, 3.6090909090909093)"
09-01-2023 11:01:47.033312,"(13.0, 22.0, 19.714285714285715)","(4.8, 5.0, 4.866666666666666)","(2.9, 4.1, 3.983333333333333)","(10.0, 18.0, 15.818181818181818)","(5.0, 6.6, 6.32)","(2.6, 3.65, 3.6090909090909093)"
09-01-2023 11:01:48.005553,"(13.0, 22.0, 19.714285714285715)","(4.8, 5.0, 4.866666666666666)","(2.9, 4.1, 3.983333333333333)","(10.0, 18.0, 15.818181818181818)","(5.0, 6.6, 6.3090909090909095)","(2.6, 3.65, 3.6090909090909093)"
09-01-2023 11:01:48.865560,"(13.0, 22.0, 19.714285714285715)","(4.8, 5.0, 4.866666666666666)","(2.9, 4.1, 4.0249999999999995)","(10.0, 18.0, 15.818181818181818)","(5.0, 6.6, 6.3090909090909095)","(2.6, 3.65, 3.6090909090909093)"
09-01-2023 11:01:49.742858,"(13.0, 22.0, 19.714285714285715)","(4.8, 5.0, 4.866666666666666)","(2.9, 4.1, 4.0249999999999995)","(10.0, 18.0, 15.818181818181818)","(5.0, 6.6, 6.3090909090909095)","(2.6, 3.65, 3.6090909090909093)"
09-01-2023 11:01:50.701191,"(13.0, 22.0, 19.714285714285715)","(4.8, 5.0, 4.866666666666666)","(2.9, 4.1, 4.0249999999999995)","(10.0, 18.0, 16.285714285714285)","(5.0, 6.6, 6.3090909090909095)","(2.6, 3.65, 3.6095238095238096)"
09-01-2023 11:01:51.664772,"(13.0, 22.0, 19.714285714285715)","(4.8, 5.0, 4.866666666666666)","(2.9, 4.1, 3.983333333333333)","(10.0, 18.0, 16.285714285714285)","(5.0, 6.6, 6.3090909090909095)","(2.6, 3.65, 3.6095238095238096)"
09-01-2023 11:01:52.686989,"(13.0, 22.0, 19.714285714285715)","(4.8, 5.0, 4.866666666666666)","(2.9, 4.1, 3.983333333333333)","(10.0, 18.0, 16.285714285714285)","(5.0, 6.6, 6.4)","(2.6, 3.65, 3.6095238095238096)"
09-01-2023 11:01:53.571774,"(13.0, 22.0, 19.714285714285715)","(4.8, 5.0, 4.866666666666666)","(2.9, 4.1, 4.042857142857143)","(10.0, 18.0, 16.285714285714285)","(5.0, 6.6, 6.4)","(2.6, 3.65, 3.6095238095238096)"
09-01-2023 11:01:54.398600,"(13.0, 22.0, 19.714285714285715)","(4.8, 5.0, 4.866666666666666)","(2.9, 4.1, 4.0)","(10.0, 18.0, 16.285714285714285)","(5.0, 6.6, 6.4)","(2.6, 3.65, 3.6095238095238096)"
09-01-2023 11:01:55.373806,"(13.0, 22.0, 19.714285714285715)","(4.8, 5.0, 4.866666666666666)","(2.9, 4.1, 4.05)","(10.0, 18.0, 17.142857142857142)","(5.0, 6.6, 6.4)","(2.6, 3.55, 3.5214285714285714)"
09-01-2023 11:01:56.332092,"(13.0, 22.0, 19.714285714285715)","(4.8, 5.0, 4.927272727272727)","(2.9, 4.1, 4.05)","(10.0, 18.0, 17.142857142857142)","(5.0, 6.6, 6.4)","(2.6, 3.55, 3.357142857142857)"
09-01-2023 11:01:57.388625,"(13.0, 22.0, 19.714285714285715)","(4.8, 5.1, 5.035)","(2.9, 4.1, 4.072727272727272)","(10.0, 18.0, 17.25)","(5.0, 6.6, 6.35)","(2.6, 3.5, 3.4647058823529413)"
09-01-2023 11:01:58.432660,"(13.0, 22.0, 19.714285714285715)","(4.8, 5.2, 5.1230769230769235)","(2.9, 4.2, 4.037037037037037)","(10.0, 18.0, 17.25)","(5.0, 6.8, 6.35)","(2.6, 3.5, 3.392857142857143)"
09-01-2023 11:01:59.387546,"(13.0, 22.0, 19.714285714285715)","(4.8, 5.2, 5.1230769230769235)","(2.9, 4.2, 4.037037037037037)","(10.0, 18.0, 17.25)","(5.0, 6.8, 6.35)","(2.6, 3.45, 3.390740740740741)"
09-01-2023 11:02:00.324493,"(13.0, 22.0, 19.714285714285715)","(4.8, 5.2, 5.1230769230769235)","(3.0, 4.2, 4.037037037037037)","(11.0, 18.0, 17.25)","(5.0, 6.8, 6.35)","(2.6, 3.45, 3.390740740740741)"
09-01-2023 11:02:01.173396,"(13.0, 22.0, 19.714285714285715)","(4.8, 5.2, 5.1230769230769235)","(3.0, 4.2, 4.037037037037037)","(11.0, 18.0, 17.25)","(5.0, 6.8, 6.35)","(2.6, 3.45, 3.390740740740741)"
09-01-2023 11:02:02.120065,"(13.0, 22.0, 19.714285714285715)","(4.8, 5.2, 5.1230769230769235)","(3.0, 4.2, 4.033333333333333)","(11.0, 18.0, 17.25)","(5.0, 6.8, 6.457142857142857)","(2.6, 3.45, 3.361111111111111)"
09-01-2023 11:02:03.124432,"(13.0, 22.0, 19.333333333333332)","(4.8, 5.2, 5.088888888888889)","(3.0, 4.2, 4.15)","(11.0, 18.0, 17.25)","(5.0, 6.8, 6.44)","(2.6, 3.45, 3.357142857142857)"
09-01-2023 11:02:04.159622,"(13.0, 22.0, 20.0)","(4.8, 5.2, 5.088888888888889)","(3.0, 4.2, 4.15)","(11.0, 18.0, 17.25)","(5.0, 6.8, 6.44)","(2.6, 3.4, 3.357142857142857)"
09-01-2023 11:02:05.192209,"(13.0, 22.0, 20.0)","(4.8, 5.2, 5.088888888888889)","(3.0, 4.2, 4.15)","(11.0, 18.0, 17.25)","(5.0, 6.8, 6.44)","(2.6, 3.4, 3.3314285714285714)"
09-01-2023 11:02:06.083852,"(13.0, 22.0, 20.0)","(4.8, 5.2, 5.088888888888889)","(3.0, 4.2, 4.15)","(11.0, 18.0, 17.25)","(5.0, 6.8, 6.44)","(2.6, 3.4, 3.3314285714285714)"
09-01-2023 11:02:06.972786,"(13.0, 22.0, 20.0)","(4.8, 5.2, 5.088888888888889)","(3.0, 4.2, 4.15)","(11.0, 18.0, 17.25)","(5.0, 6.8, 6.44)","(2.6, 3.4, 3.327272727272727)"
09-01-2023 11:02:07.881306,"(13.0, 22.0, 20.0)","(4.8, 5.2, 5.088888888888889)","(3.0, 4.2, 4.15)","(11.0, 18.0, 17.25)","(5.0, 6.8, 6.44)","(2.6, 3.4, 3.3080000000000003)"
09-01-2023 11:02:08.789067,"(13.0, 22.0, 20.0)","(4.8, 5.2, 5.088888888888889)","(3.0, 4.2, 4.15)","(11.0, 18.0, 17.285714285714285)","(5.0, 6.8, 6.44)","(2.6, 3.35, 3.3080000000000003)"
09-01-2023 11:02:09.771508,"(13.0, 22.0, 20.0)","(4.8, 5.2, 5.088888888888889)","(3.0, 4.2, 4.15)","(11.0, 18.0, 17.545454545454547)","(5.0, 6.8, 6.44)","(2.6, 3.35, 3.3080000000000003)"
09-01-2023 11:02:10.755888,"(13.0, 22.0, 19.684210526315788)","(4.8, 5.2, 5.088888888888889)","(3.0, 4.2, 4.15)","(11.0, 18.0, 17.545454545454547)","(5.0, 6.8, 6.44)","(2.6, 3.35, 3.3080000000000003)"
09-01-2023 11:02:11.679750,"(13.0, 22.0, 19.684210526315788)","(4.8, 5.2, 5.088888888888889)","(3.0, 4.2, 4.15)","(11.0, 18.0, 17.545454545454547)","(5.0, 6.8, 6.44)","(2.6, 3.35, 3.3080000000000003)"
09-01-2023 11:02:12.528672,"(13.0, 22.0, 19.684210526315788)","(4.8, 5.2, 5.088888888888889)","(3.0, 4.2, 4.15)","(11.0, 18.0, 17.545454545454547)","(5.0, 6.8, 6.44)","(2.6, 3.35, 3.3080000000000003)"
09-01-2023 11:02:13.481899,"(13.0, 22.0, 19.684210526315788)","(4.8, 5.2, 5.088888888888889)","(3.0, 4.2, 4.15)","(11.0, 18.0, 17.444444444444443)","(5.0, 6.8, 6.44)","(2.6, 3.35, 3.2882352941176474)"
09-01-2023 11:02:14.517021,"(13.0, 22.0, 19.523809523809526)","(4.8, 5.2, 5.033333333333333)","(3.0, 4.2, 4.15)","(11.0, 18.0, 16.75)","(5.0, 6.8, 6.44)","(2.6, 3.5, 3.4984375)"
09-01-2023 11:02:15.540760,"(13.0, 22.0, 19.523809523809526)","(4.8, 5.2, 5.033333333333333)","(3.0, 4.2, 4.15)","(11.0, 18.0, 16.75)","(5.0, 6.8, 6.44)","(2.6, 3.5, 3.4984375)"
09-01-2023 11:02:16.558697,"(13.0, 22.0, 19.523809523809526)","(4.8, 5.2, 5.033333333333333)","(3.0, 4.2, 4.15)","(11.0, 18.0, 16.75)","(5.0, 6.8, 6.44)","(2.6, 3.5, 3.353846153846154)"
09-01-2023 11:02:17.535943,"(13.0, 22.0, 18.75)","(4.8, 5.2, 5.033333333333333)","(3.0, 4.2, 4.15)","(11.0, 18.0, 16.75)","(5.0, 6.8, 6.44)","(2.6, 3.45, 3.35625)"
09-01-2023 11:02:18.413341,"(13.0, 22.0, 18.75)","(4.8, 5.2, 5.033333333333333)","(3.0, 4.2, 4.15)","(11.0, 18.0, 16.75)","(5.0, 6.8, 6.44)","(2.6, 3.45, 3.3304347826086955)"
09-01-2023 11:02:19.382453,"(13.0, 22.0, 18.75)","(4.8, 5.2, 5.033333333333333)","(3.0, 4.2, 4.15)","(11.0, 18.0, 16.541666666666668)","(5.0, 6.8, 6.44)","(2.6, 3.4, 3.3304347826086955)"
09-01-2023 11:02:20.428791,"(13.0, 22.0, 18.75)","(4.8, 5.2, 5.033333333333333)","(3.0, 4.2, 4.15)","(11.0, 18.0, 16.636363636363637)","(5.0, 6.8, 6.44)","(2.6, 3.4, 3.3071428571428574)"
09-01-2023 11:02:21.462479,"(13.0, 22.0, 18.75)","(4.8, 5.2, 5.033333333333333)","(3.0, 4.2, 4.15)","(11.0, 18.0, 16.636363636363637)","(5.0, 6.8, 6.44)","(2.6, 3.4, 3.3161290322580643)"
09-01-2023 11:02:22.507767,"(13.0, 22.0, 18.75)","(4.8, 5.2, 5.033333333333333)","(3.0, 4.2, 4.15)","(11.0, 18.0, 16.636363636363637)","(5.0, 6.8, 6.44)","(2.6, 3.4, 3.3499999999999996)"
09-01-2023 11:02:23.445229,"(13.0, 22.0, 18.75)","(4.8, 5.2, 5.033333333333333)","(3.0, 4.2, 4.15)","(11.0, 18.0, 16.636363636363637)","(5.0, 6.8, 6.44)","(2.6, 3.4, 3.3499999999999996)"
09-01-2023 11:02:24.334891,"(13.0, 22.0, 18.903846153846153)","(4.8, 5.2, 5.0125)","(3.0, 4.2, 4.15)","(11.0, 18.0, 16.636363636363637)","(5.0, 6.8, 6.371428571428572)","(2.6, 3.4, 3.3499999999999996)"
09-01-2023 11:02:25.289283,"(13.0, 22.0, 18.903846153846153)","(4.8, 5.2, 5.041666666666667)","(3.0, 4.2, 4.172727272727273)","(11.0, 18.0, 16.636363636363637)","(5.0, 6.8, 6.371428571428572)","(2.6, 3.4, 3.3499999999999996)"
09-01-2023 11:02:26.328446,"(13.0, 22.0, 18.903846153846153)","(4.8, 5.2, 5.041666666666667)","(3.0, 4.2, 4.172727272727273)","(11.0, 18.0, 16.095238095238095)","(5.0, 6.8, 6.371428571428572)","(2.6, 3.4, 3.3499999999999996)"
09-01-2023 11:02:27.425514,"(13.0, 22.0, 18.903846153846153)","(4.8, 5.2, 5.041666666666667)","(3.0, 4.2, 4.183783783783784)","(11.0, 18.0, 16.095238095238095)","(5.0, 6.8, 6.55)","(2.6, 3.4, 3.352)"
09-01-2023 11:02:28.464627,"(13.0, 22.0, 18.903846153846153)","(4.8, 5.2, 5.041666666666667)","(3.0, 4.2, 4.182352941176471)","(11.0, 18.0, 16.181818181818183)","(5.0, 6.8, 6.476190476190476)","(2.6, 3.4, 3.352)"
09-01-2023 11:02:29.428001,"(13.0, 22.0, 18.903846153846153)","(4.8, 5.2, 5.041666666666667)","(3.0, 4.2, 4.182352941176471)","(11.0, 18.0, 16.181818181818183)","(5.0, 6.8, 6.476190476190476)","(2.6, 3.4, 3.352)"
09-01-2023 11:02:30.307705,"(13.0, 21.0, 19.181818181818183)","(4.8, 5.2, 5.041666666666667)","(3.0, 4.2, 4.182352941176471)","(11.0, 19.0, 18.68181818181818)","(5.0, 6.8, 6.476190476190476)","(2.8, 3.4, 3.352)"
09-01-2023 11:02:31.266385,"(12.0, 21.0, 19.181818181818183)","(4.6, 5.2, 5.041666666666667)","(3.2, 4.2, 4.182352941176471)","(11.0, 19.5, 17.72222222222222)","(5.0, 6.8, 6.5)","(2.8, 3.4, 3.352)"
09-01-2023 11:02:32.323052,"(12.0, 21.0, 19.181818181818183)","(4.6, 5.2, 5.041666666666667)","(3.2, 4.2, 4.182352941176471)","(11.0, 19.5, 17.72222222222222)","(5.0, 6.8, 6.628571428571429)","(2.8, 3.4, 3.532608695652174)"
09-01-2023 11:02:33.324553,"(12.0, 21.0, 19.035714285714285)","(4.6, 5.2, 5.041666666666667)","(3.2, 4.2, 4.155)","(11.0, 19.0, 18.416666666666668)","(5.0, 6.8, 6.628571428571429)","(2.8, 3.55, 3.4147058823529415)"
09-01-2023 11:02:34.305381,"(12.0, 21.0, 18.724137931034484)","(4.6, 5.1, 5.0473684210526315)","(3.2, 4.2, 4.17)","(11.0, 19.5, 17.72222222222222)","(5.0, 6.8, 6.628571428571429)","(2.8, 3.45, 3.4147058823529415)"
09-01-2023 11:02:35.182449,"(12.0, 21.0, 18.677419354838708)","(4.6, 5.1, 4.996551724137931)","(3.2, 4.2, 4.172727272727273)","(11.0, 19.5, 17.72222222222222)","(5.0, 6.8, 6.7)","(2.8, 3.45, 3.392857142857143)"
09-01-2023 11:02:36.101136,"(12.0, 21.0, 18.677419354838708)","(4.6, 5.1, 4.996551724137931)","(3.2, 4.2, 4.172727272727273)","(11.0, 19.5, 17.72222222222222)","(5.0, 6.8, 6.7)","(2.8, 3.45, 3.392857142857143)"
09-01-2023 11:02:37.139208,"(12.0, 21.0, 18.677419354838708)","(4.6, 5.1, 4.996551724137931)","(3.2, 4.2, 4.172727272727273)","(11.0, 19.5, 17.72222222222222)","(5.0, 6.8, 6.7)","(2.8, 3.45, 3.392857142857143)"
09-01-2023 11:02:38.205385,"(12.0, 21.0, 18.677419354838708)","(4.6, 5.0, 4.928571428571429)","(3.2, 4.2, 4.172727272727273)","(11.0, 19.5, 17.72222222222222)","(5.0, 6.8, 6.7)","(2.8, 3.45, 3.392857142857143)"
09-01-2023 11:02:39.278743,"(12.0, 21.0, 18.677419354838708)","(4.6, 5.0, 4.916666666666667)","(3.2, 4.2, 4.1571428571428575)","(11.0, 19.5, 17.72222222222222)","(5.0, 6.8, 6.7)","(2.8, 3.45, 3.4683673469387752)"
09-01-2023 11:02:40.245125,"(12.0, 21.0, 18.677419354838708)","(4.6, 5.0, 4.8933333333333335)","(3.2, 4.2, 4.1571428571428575)","(11.0, 19.5, 17.72222222222222)","(5.0, 6.8, 6.7)","(2.8, 3.55, 3.4730769230769227)"
09-01-2023 11:02:41.167758,"(12.0, 21.0, 18.677419354838708)","(4.6, 5.0, 4.8933333333333335)","(3.2, 4.2, 4.1571428571428575)","(11.0, 19.5, 17.72222222222222)","(5.0, 6.8, 6.7)","(2.8, 3.55, 3.4585714285714286)"
09-01-2023 11:02:42.071422,"(12.0, 21.0, 19.0)","(4.6, 5.0, 4.8933333333333335)","(3.2, 4.2, 4.1571428571428575)","(11.0, 19.5, 17.72222222222222)","(5.0, 6.8, 6.7)","(2.8, 3.55, 3.4108695652173915)"
09-01-2023 11:02:43.077231,"(12.0, 20.0, 18.333333333333332)","(4.6, 5.0, 4.856)","(3.2, 4.2, 4.172727272727273)","(11.0, 19.5, 17.72222222222222)","(5.0, 6.8, 6.7)","(2.8, 3.55, 3.4108695652173915)"
09-01-2023 11:02:44.106319,"(12.0, 20.0, 18.333333333333332)","(4.6, 5.0, 4.856)","(3.2, 4.2, 4.185714285714286)","(11.0, 19.5, 17.72222222222222)","(5.0, 6.8, 6.7)","(2.8, 3.55, 3.4108695652173915)"
09-01-2023 11:02:45.074201,"(12.0, 20.0, 18.333333333333332)","(4.6, 5.0, 4.856)","(3.2, 4.2, 4.185714285714286)","(11.0, 19.5, 17.72222222222222)","(5.0, 6.8, 6.7)","(2.8, 3.55, 3.453030303030303)"
09-01-2023 11:02:46.004185,"(12.0, 20.0, 18.428571428571427)","(4.6, 5.0, 4.856)","(3.2, 4.2, 4.185714285714286)","(11.0, 19.5, 17.72222222222222)","(5.0, 6.8, 6.7)","(2.8, 3.55, 3.453030303030303)"
09-01-2023 11:02:46.975234,"(12.0, 20.0, 18.333333333333332)","(4.6, 5.0, 4.856)","(3.2, 4.2, 4.175)","(11.0, 19.5, 17.72222222222222)","(5.0, 6.8, 6.742857142857143)","(2.8, 3.55, 3.4899999999999998)"
09-01-2023 11:02:48.006107,"(12.0, 20.0, 18.333333333333332)","(4.6, 5.0, 4.856)","(3.2, 4.2, 4.084)","(11.0, 19.5, 17.72222222222222)","(5.0, 6.8, 6.7)","(2.8, 3.55, 3.4899999999999998)"
09-01-2023 11:02:49.120433,"(12.0, 20.0, 18.333333333333332)","(4.6, 5.0, 4.856)","(3.2, 4.3, 4.01875)","(11.0, 19.5, 18.68181818181818)","(5.0, 6.8, 6.7)","(2.8, 3.55, 3.4899999999999998)"
09-01-2023 11:02:50.189157,"(12.0, 20.0, 18.428571428571427)","(4.6, 5.0, 4.856)","(3.2, 4.3, 4.01875)","(11.0, 19.0, 18.692307692307693)","(5.0, 6.8, 6.7)","(2.8, 3.55, 3.5250000000000004)"
09-01-2023 11:02:51.264384,"(12.0, 20.0, 18.428571428571427)","(4.6, 5.0, 4.828571428571428)","(3.2, 4.3, 4.01875)","(11.0, 19.5, 18.692307692307693)","(5.0, 6.8, 6.7)","(2.8, 3.6, 3.55625)"
09-01-2023 11:02:52.183009,"(12.0, 20.0, 18.428571428571427)","(4.6, 5.0, 4.828571428571428)","(3.2, 4.3, 4.027272727272727)","(11.0, 19.5, 18.692307692307693)","(5.0, 6.8, 6.7)","(2.8, 3.6, 3.55625)"
09-01-2023 11:02:53.092786,"(12.0, 20.0, 18.333333333333332)","(4.6, 4.9, 4.872727272727273)","(3.2, 4.3, 4.02)","(11.0, 19.5, 18.692307692307693)","(5.0, 6.8, 6.7)","(2.8, 3.6, 3.5300000000000002)"
09-01-2023 11:02:54.074325,"(12.0, 20.0, 18.428571428571427)","(4.6, 4.9, 4.871014492753623)","(3.2, 4.2, 4.125)","(11.0, 19.5, 18.692307692307693)","(5.0, 6.8, 6.65)","(2.8, 3.6, 3.5460000000000003)"
09-01-2023 11:02:55.111331,"(12.0, 20.0, 18.428571428571427)","(4.6, 4.9, 4.871014492753623)","(3.2, 4.2, 4.125)","(11.0, 19.5, 18.692307692307693)","(5.0, 6.8, 6.65)","(2.8, 3.6, 3.5460000000000003)"
