,Little Auckland,Writeaboutchelsea,Champagne Reactor,Datsinahurri,Three Machs,Always At Night,Bertils Firefox,Lesvos Lad,Lazy Blaze
11-01-2023 19:15:28.933432,"(71.0, 130.0, 118.33333333333333)","(101.0, 310.0, 235.0)","(4.4, 6.8, 6.466666666666667)","(4.4, 5.3, 5.166666666666667)","(3.4, 3.95, 3.65)","(31.0, 70.0, 54.0)","(5.5, 7.8, 7.5)","(7.5, 11.0, 10.1)","(6.0, 9.0, 8.6)"
11-01-2023 19:15:30.299926,"(71.0, 130.0, 118.33333333333333)","(101.0, 310.0, 245.71428571428572)","(4.4, 6.8, 6.466666666666667)","(4.4, 5.3, 5.166666666666667)","(3.4, 3.95, 3.65)","(31.0, 70.0, 54.0)","(5.5, 7.8, 7.5)","(7.5, 11.0, 10.1)","(6.0, 9.0, 8.6)"
11-01-2023 19:15:31.571288,"(71.0, 130.0, 118.33333333333333)","(101.0, 310.0, 245.71428571428572)","(4.4, 6.8, 6.466666666666667)","(4.4, 5.3, 5.166666666666667)","(3.4, 3.95, 3.65)","(31.0, 70.0, 54.0)","(5.5, 7.8, 7.5)","(7.5, 11.0, 10.1)","(6.0, 9.0, 8.6)"
11-01-2023 19:15:32.843555,"(71.0, 130.0, 118.33333333333333)","(101.0, 310.0, 245.71428571428572)","(4.4, 6.8, 6.6)","(4.4, 5.3, 5.175)","(3.4, 3.95, 3.65)","(31.0, 70.0, 54.0)","(5.5, 7.8, 7.5)","(7.5, 11.0, 10.1)","(6.0, 9.0, 8.775)"
11-01-2023 19:15:34.120973,"(71.0, 130.0, 112.5)","(101.0, 310.0, 280.0)","(4.4, 7.0, 6.6)","(4.4, 5.3, 5.175)","(3.4, 3.95, 3.65)","(31.0, 70.0, 54.0)","(5.5, 7.8, 7.5)","(7.5, 11.0, 10.1)","(6.0, 9.0, 8.775)"
11-01-2023 19:15:35.543772,"(71.0, 130.0, 109.0)","(101.0, 340.0, 304.0)","(4.4, 7.0, 6.28)","(4.4, 5.3, 5.27)","(3.4, 3.95, 3.65)","(31.0, 70.0, 54.0)","(5.5, 7.8, 7.5)","(7.5, 11.0, 10.1)","(6.0, 9.0, 8.8)"
11-01-2023 19:15:36.924042,"(71.0, 130.0, 109.0)","(101.0, 340.0, 304.0)","(4.4, 7.0, 6.28)","(4.4, 5.3, 5.27)","(3.4, 3.95, 3.65)","(31.0, 70.0, 54.0)","(5.5, 7.8, 7.5)","(7.5, 11.0, 10.1)","(6.0, 9.0, 8.854545454545455)"
11-01-2023 19:15:38.365001,"(71.0, 130.0, 109.0)","(101.0, 340.0, 304.0)","(4.4, 7.0, 6.28)","(4.4, 5.3, 5.27)","(3.4, 3.95, 3.65)","(31.0, 70.0, 54.0)","(5.5, 7.8, 7.5)","(7.5, 11.0, 10.1)","(6.0, 9.0, 8.854545454545455)"
11-01-2023 19:15:40.109185,"(71.0, 130.0, 109.0)","(101.0, 340.0, 304.0)","(4.4, 7.0, 6.28)","(4.4, 5.3, 5.27)","(3.4, 3.95, 3.65)","(31.0, 70.0, 54.0)","(5.5, 7.8, 7.5)","(7.5, 11.0, 10.1)","(6.0, 9.0, 8.854545454545455)"
11-01-2023 19:15:41.717200,"(71.0, 130.0, 109.0)","(101.0, 340.0, 304.0)","(4.4, 7.0, 6.28)","(4.4, 5.3, 5.27)","(3.4, 3.95, 3.75)","(31.0, 70.0, 54.0)","(5.5, 7.8, 7.5)","(7.5, 11.0, 10.1)","(6.0, 9.0, 8.854545454545455)"
11-01-2023 19:15:43.106234,"(71.0, 130.0, 109.0)","(101.0, 340.0, 304.0)","(4.4, 7.0, 6.142857142857142)","(4.4, 5.3, 5.27)","(3.4, 3.95, 3.816666666666667)","(31.0, 70.0, 54.0)","(5.5, 7.8, 7.86)","(7.5, 11.0, 10.1)","(6.0, 9.0, 8.8)"
11-01-2023 19:15:44.452914,"(71.0, 130.0, 109.0)","(101.0, 340.0, 304.0)","(4.4, 7.0, 6.142857142857142)","(4.4, 5.3, 5.27)","(3.4, 3.95, 3.816666666666667)","(31.0, 70.0, 54.0)","(5.5, 8.0, 7.86)","(7.5, 11.0, 10.1)","(6.0, 9.0, 8.8)"
11-01-2023 19:15:45.783075,"(71.0, 130.0, 109.0)","(101.0, 340.0, 304.0)","(4.4, 7.0, 6.6)","(4.4, 5.3, 5.27)","(3.4, 3.95, 3.816666666666667)","(31.0, 70.0, 54.0)","(5.5, 8.0, 7.86)","(7.5, 11.0, 10.1)","(6.0, 9.0, 8.64)"
11-01-2023 19:15:47.117115,"(71.0, 130.0, 109.0)","(101.0, 340.0, 304.0)","(4.4, 7.0, 6.2)","(4.4, 5.3, 5.27)","(3.4, 3.95, 3.816666666666667)","(31.0, 70.0, 54.0)","(5.5, 8.0, 7.86)","(7.5, 11.0, 10.1)","(6.0, 9.0, 8.64)"
11-01-2023 19:15:48.395947,"(71.0, 130.0, 109.0)","(101.0, 340.0, 304.0)","(4.4, 7.0, 6.1)","(4.4, 5.3, 5.27)","(3.4, 3.95, 3.816666666666667)","(31.0, 70.0, 54.0)","(5.5, 8.0, 7.86)","(7.5, 11.0, 10.1)","(6.0, 9.0, 8.2)"
11-01-2023 19:15:49.739761,"(71.0, 130.0, 109.0)","(101.0, 340.0, 304.0)","(4.4, 7.0, 6.1)","(4.4, 5.3, 5.27)","(3.4, 3.95, 3.816666666666667)","(31.0, 70.0, 54.0)","(5.5, 8.0, 7.86)","(7.5, 11.0, 10.1)","(6.0, 9.0, 8.2)"
11-01-2023 19:15:51.165523,"(71.0, 130.0, 109.0)","(101.0, 340.0, 304.0)","(4.4, 7.0, 6.1)","(4.4, 5.3, 5.27)","(3.4, 3.95, 3.816666666666667)","(31.0, 70.0, 54.0)","(5.5, 8.0, 7.86)","(7.5, 11.0, 10.1)","(6.0, 9.0, 8.2)"
11-01-2023 19:15:52.447421,"(71.0, 130.0, 109.0)","(101.0, 340.0, 304.0)","(4.4, 7.0, 6.1)","(4.4, 5.3, 5.276923076923077)","(3.4, 3.95, 3.816666666666667)","(31.0, 70.0, 54.0)","(5.5, 8.0, 7.86)","(7.5, 11.0, 10.1)","(6.0, 9.0, 8.2)"
11-01-2023 19:15:53.753803,"(71.0, 130.0, 109.0)","(101.0, 340.0, 304.0)","(4.4, 7.0, 6.1)","(4.4, 5.3, 5.276923076923077)","(3.4, 3.95, 3.816666666666667)","(31.0, 70.0, 54.0)","(5.5, 8.0, 7.86)","(7.5, 11.0, 10.1)","(6.0, 9.0, 8.2)"
11-01-2023 19:15:55.179794,"(71.0, 130.0, 109.0)","(101.0, 340.0, 304.0)","(4.4, 7.0, 6.1)","(4.4, 5.3, 5.276923076923077)","(3.4, 3.95, 3.816666666666667)","(31.0, 70.0, 54.0)","(5.5, 8.0, 7.86)","(7.5, 11.0, 10.1)","(6.0, 9.0, 8.2)"
11-01-2023 19:15:56.610592,"(71.0, 130.0, 109.0)","(101.0, 340.0, 273.3333333333333)","(4.4, 7.0, 6.1)","(4.4, 5.3, 5.276923076923077)","(3.4, 3.95, 3.816666666666667)","(31.0, 70.0, 54.0)","(5.5, 8.0, 7.86)","(7.5, 11.0, 10.1)","(6.0, 9.0, 8.2)"
11-01-2023 19:15:58.006257,"(71.0, 130.0, 109.0)","(101.0, 330.0, 251.42857142857144)","(4.4, 7.0, 6.1)","(4.4, 5.3, 5.276923076923077)","(3.4, 3.95, 3.7785714285714285)","(31.0, 70.0, 54.0)","(5.5, 8.0, 7.86)","(7.5, 11.0, 10.1)","(6.0, 9.0, 8.2)"
11-01-2023 19:15:59.358672,"(71.0, 130.0, 109.0)","(101.0, 320.0, 251.42857142857144)","(4.4, 7.0, 6.6)","(4.4, 5.3, 5.276923076923077)","(3.4, 3.95, 3.816666666666667)","(31.0, 70.0, 54.0)","(5.5, 8.0, 7.86)","(7.5, 11.0, 10.1)","(6.0, 9.0, 8.2)"
11-01-2023 19:16:00.705654,"(71.0, 130.0, 109.0)","(101.0, 320.0, 251.42857142857144)","(4.4, 7.0, 6.6)","(4.4, 5.3, 5.276923076923077)","(3.4, 3.95, 3.816666666666667)","(31.0, 70.0, 54.0)","(5.5, 8.0, 7.363636363636363)","(7.5, 11.0, 10.1)","(6.0, 9.0, 8.2)"
11-01-2023 19:16:01.951487,"(71.0, 130.0, 109.0)","(101.0, 320.0, 251.42857142857144)","(4.4, 7.0, 6.6)","(4.4, 5.3, 5.276923076923077)","(3.4, 3.95, 3.816666666666667)","(31.0, 70.0, 54.0)","(5.5, 8.0, 7.363636363636363)","(7.5, 11.0, 10.1)","(6.0, 9.0, 8.2)"
11-01-2023 19:16:03.138469,"(71.0, 130.0, 109.0)","(101.0, 320.0, 251.42857142857144)","(4.4, 7.0, 6.6)","(4.4, 5.3, 5.276923076923077)","(3.4, 3.95, 3.816666666666667)","(31.0, 70.0, 54.0)","(5.5, 8.0, 7.363636363636363)","(7.5, 11.0, 10.1)","(6.0, 9.0, 8.64)"
11-01-2023 19:16:04.252893,"(71.0, 130.0, 109.0)","(101.0, 320.0, 251.42857142857144)","(4.4, 7.0, 6.28)","(4.4, 5.3, 5.276923076923077)","(3.4, 3.95, 3.816666666666667)","(31.0, 70.0, 54.0)","(5.5, 8.0, 7.363636363636363)","(7.5, 11.0, 10.1)","(6.0, 9.0, 8.64)"
11-01-2023 19:16:05.428565,"(71.0, 130.0, 109.0)","(101.0, 320.0, 251.42857142857144)","(4.4, 7.0, 6.28)","(4.4, 5.3, 5.276923076923077)","(3.4, 3.95, 3.816666666666667)","(31.0, 70.0, 54.0)","(5.5, 8.0, 7.363636363636363)","(7.5, 11.0, 10.1)","(6.0, 9.0, 8.64)"
11-01-2023 19:16:06.712275,"(71.0, 130.0, 109.0)","(101.0, 320.0, 251.42857142857144)","(4.4, 7.0, 6.28)","(4.4, 5.3, 5.276923076923077)","(3.4, 3.95, 3.816666666666667)","(31.0, 70.0, 54.0)","(5.5, 8.0, 7.363636363636363)","(7.5, 11.0, 10.1)","(6.0, 9.0, 8.64)"
11-01-2023 19:16:08.226514,"(71.0, 130.0, 109.0)","(101.0, 320.0, 251.42857142857144)","(4.4, 7.0, 6.6)","(4.4, 5.3, 5.276923076923077)","(3.4, 3.95, 3.816666666666667)","(31.0, 70.0, 54.0)","(5.5, 8.0, 7.363636363636363)","(7.5, 11.0, 10.1)","(6.0, 9.0, 8.64)"
11-01-2023 19:16:09.459195,"(71.0, 130.0, 109.0)","(101.0, 320.0, 251.42857142857144)","(4.4, 7.0, 6.6)","(4.4, 5.3, 5.276923076923077)","(3.4, 3.95, 3.816666666666667)","(31.0, 70.0, 54.0)","(5.5, 8.0, 7.363636363636363)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.64)"
11-01-2023 19:16:10.716397,"(71.0, 130.0, 109.0)","(101.0, 320.0, 251.42857142857144)","(4.4, 6.8, 6.3)","(4.4, 5.3, 5.276923076923077)","(3.4, 3.95, 3.816666666666667)","(31.0, 70.0, 54.0)","(5.5, 8.0, 7.363636363636363)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.64)"
11-01-2023 19:16:11.900129,"(71.0, 130.0, 109.0)","(101.0, 320.0, 251.42857142857144)","(4.4, 6.8, 6.3)","(4.4, 5.3, 5.276923076923077)","(3.4, 3.95, 3.816666666666667)","(31.0, 70.0, 54.0)","(5.5, 8.0, 7.363636363636363)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.64)"
11-01-2023 19:16:13.179589,"(71.0, 130.0, 109.0)","(101.0, 320.0, 251.42857142857144)","(4.4, 6.8, 6.3)","(4.4, 5.3, 5.276923076923077)","(3.4, 3.95, 3.79)","(31.0, 70.0, 54.0)","(5.5, 8.0, 7.363636363636363)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.64)"
11-01-2023 19:16:14.508062,"(71.0, 130.0, 109.0)","(101.0, 320.0, 251.42857142857144)","(4.4, 6.8, 6.3)","(4.4, 5.3, 5.276923076923077)","(3.4, 3.95, 3.79)","(31.0, 70.0, 54.0)","(5.5, 8.0, 7.363636363636363)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.64)"
11-01-2023 19:16:15.924277,"(71.0, 130.0, 109.0)","(101.0, 320.0, 251.42857142857144)","(4.4, 6.8, 6.3)","(4.4, 5.3, 5.233333333333333)","(3.4, 3.95, 3.8333333333333335)","(31.0, 70.0, 54.0)","(5.5, 8.0, 7.363636363636363)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.64)"
11-01-2023 19:16:17.071880,"(71.0, 130.0, 109.0)","(101.0, 320.0, 251.42857142857144)","(4.4, 6.8, 6.3)","(4.4, 5.3, 5.25)","(3.4, 3.95, 3.8333333333333335)","(31.0, 70.0, 54.0)","(5.5, 8.0, 7.363636363636363)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.2)"
11-01-2023 19:16:18.280476,"(71.0, 130.0, 109.0)","(101.0, 320.0, 251.42857142857144)","(4.4, 6.8, 6.2)","(4.4, 5.3, 5.25)","(3.4, 3.95, 3.8333333333333335)","(31.0, 70.0, 57.0)","(5.5, 8.0, 7.363636363636363)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.2)"
11-01-2023 19:16:19.492449,"(71.0, 130.0, 109.0)","(101.0, 320.0, 251.42857142857144)","(4.4, 6.8, 6.466666666666667)","(4.4, 5.3, 5.25)","(3.4, 3.95, 3.8333333333333335)","(31.0, 70.0, 57.0)","(5.5, 8.0, 7.363636363636363)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.2)"
11-01-2023 19:16:20.709982,"(71.0, 130.0, 109.0)","(101.0, 340.0, 304.0)","(4.4, 6.8, 6.466666666666667)","(4.4, 5.3, 5.25)","(3.4, 3.95, 3.8333333333333335)","(31.0, 70.0, 57.0)","(5.5, 8.0, 7.094117647058823)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.2)"
11-01-2023 19:16:21.920617,"(71.0, 130.0, 109.0)","(101.0, 340.0, 304.0)","(4.4, 6.8, 6.466666666666667)","(4.4, 5.3, 5.25)","(3.4, 3.95, 3.8333333333333335)","(31.0, 70.0, 57.0)","(5.5, 8.0, 7.16)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.2)"
11-01-2023 19:16:23.170637,"(71.0, 130.0, 109.0)","(101.0, 340.0, 304.0)","(4.4, 6.8, 6.466666666666667)","(4.4, 5.3, 5.25)","(3.4, 3.95, 3.8333333333333335)","(31.0, 70.0, 57.0)","(5.5, 8.0, 7.16)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.2)"
11-01-2023 19:16:24.363774,"(71.0, 130.0, 109.0)","(101.0, 340.0, 304.0)","(4.4, 6.8, 6.466666666666667)","(4.4, 5.3, 5.25)","(3.4, 3.95, 3.8333333333333335)","(31.0, 70.0, 57.0)","(5.5, 8.0, 7.16)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.2)"
11-01-2023 19:16:25.696876,"(71.0, 130.0, 109.0)","(101.0, 340.0, 304.0)","(4.4, 6.8, 6.466666666666667)","(4.4, 5.3, 5.25)","(3.4, 3.95, 3.8333333333333335)","(31.0, 70.0, 57.0)","(5.5, 8.0, 7.16)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.2)"
11-01-2023 19:16:26.865810,"(71.0, 130.0, 109.0)","(101.0, 340.0, 304.0)","(4.4, 6.8, 6.466666666666667)","(4.4, 5.3, 5.25)","(3.4, 3.95, 3.8333333333333335)","(31.0, 70.0, 57.0)","(5.5, 8.0, 7.16)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.2)"
11-01-2023 19:16:28.027799,"(71.0, 130.0, 109.0)","(101.0, 340.0, 304.0)","(4.4, 6.8, 6.466666666666667)","(4.4, 5.3, 5.25)","(3.4, 3.95, 3.8333333333333335)","(31.0, 70.0, 57.0)","(5.5, 8.0, 7.16)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.2)"
11-01-2023 19:16:29.393014,"(71.0, 130.0, 109.0)","(101.0, 340.0, 304.0)","(4.4, 6.8, 6.466666666666667)","(4.4, 5.3, 5.25)","(3.4, 3.95, 3.8333333333333335)","(31.0, 70.0, 57.0)","(5.5, 8.0, 7.16)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.2)"
11-01-2023 19:16:30.601041,"(71.0, 130.0, 109.0)","(101.0, 340.0, 304.0)","(4.4, 6.8, 6.466666666666667)","(4.4, 5.3, 5.25)","(3.4, 3.95, 3.8333333333333335)","(31.0, 70.0, 57.0)","(5.5, 8.0, 7.16)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.2)"
11-01-2023 19:16:31.926765,"(71.0, 130.0, 109.0)","(101.0, 340.0, 304.0)","(4.4, 6.8, 6.6)","(4.4, 5.3, 5.25)","(3.4, 3.95, 3.8333333333333335)","(31.0, 70.0, 57.0)","(5.5, 8.0, 7.16)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.64)"
11-01-2023 19:16:33.367761,"(71.0, 130.0, 109.0)","(101.0, 340.0, 304.0)","(4.4, 7.0, 6.6)","(4.4, 5.3, 5.25)","(3.4, 3.95, 3.8333333333333335)","(31.0, 70.0, 57.0)","(5.5, 8.0, 7.16)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.64)"
11-01-2023 19:16:34.691773,"(71.0, 130.0, 109.0)","(101.0, 340.0, 304.0)","(4.4, 7.0, 6.6)","(4.4, 5.3, 5.25)","(3.4, 3.95, 3.8333333333333335)","(31.0, 70.0, 57.0)","(5.5, 8.0, 7.16)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.64)"
11-01-2023 19:16:35.935412,"(71.0, 130.0, 109.0)","(101.0, 340.0, 304.0)","(4.6, 7.0, 6.6)","(4.4, 5.3, 5.25)","(3.3, 3.95, 3.8333333333333335)","(31.0, 70.0, 57.0)","(5.5, 8.0, 7.16)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.64)"
11-01-2023 19:16:37.133759,"(71.0, 130.0, 109.0)","(101.0, 340.0, 304.0)","(4.6, 7.0, 6.6)","(4.4, 5.3, 5.25)","(3.3, 3.95, 3.8333333333333335)","(31.0, 70.0, 57.0)","(5.5, 8.0, 7.16)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.64)"
11-01-2023 19:16:38.329065,"(71.0, 130.0, 109.0)","(101.0, 340.0, 304.0)","(4.6, 7.0, 6.6)","(4.4, 5.3, 5.25)","(3.3, 3.95, 3.8333333333333335)","(31.0, 70.0, 57.0)","(5.5, 8.0, 7.16)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.64)"
11-01-2023 19:16:39.582524,"(71.0, 130.0, 109.0)","(101.0, 340.0, 304.0)","(4.6, 7.0, 6.6)","(4.4, 5.3, 5.25)","(3.3, 3.95, 3.8333333333333335)","(31.0, 70.0, 57.0)","(5.5, 8.0, 7.16)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.64)"
11-01-2023 19:16:40.810364,"(71.0, 130.0, 109.0)","(101.0, 340.0, 304.0)","(4.6, 7.0, 6.6)","(4.4, 5.3, 5.25)","(3.3, 3.95, 3.8333333333333335)","(31.0, 70.0, 57.0)","(5.5, 8.0, 7.16)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.64)"
11-01-2023 19:16:42.095456,"(71.0, 130.0, 109.0)","(101.0, 340.0, 304.0)","(4.6, 7.0, 6.6)","(4.4, 5.3, 5.25)","(3.3, 3.95, 3.8333333333333335)","(31.0, 70.0, 57.0)","(5.5, 8.0, 7.8)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.64)"
11-01-2023 19:16:43.398279,"(71.0, 130.0, 109.0)","(101.0, 340.0, 168.57142857142858)","(4.6, 7.0, 6.6)","(4.4, 5.3, 5.25)","(3.3, 3.95, 3.8333333333333335)","(31.0, 70.0, 57.0)","(5.5, 8.0, 7.8)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.64)"
11-01-2023 19:16:44.621516,"(71.0, 130.0, 109.0)","(101.0, 190.0, 168.57142857142858)","(4.6, 7.0, 6.6)","(4.4, 5.3, 5.25)","(3.3, 3.95, 3.8333333333333335)","(31.0, 70.0, 57.0)","(5.5, 8.0, 7.65)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.64)"
11-01-2023 19:16:45.883405,"(71.0, 130.0, 109.0)","(101.0, 240.0, 200.0)","(4.6, 7.0, 6.6)","(4.4, 5.3, 5.25)","(3.3, 3.95, 3.8333333333333335)","(31.0, 70.0, 57.0)","(5.5, 8.0, 7.8)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.64)"
11-01-2023 19:16:47.169491,"(71.0, 130.0, 109.0)","(101.0, 220.0, 200.0)","(4.6, 7.0, 6.6)","(4.4, 5.3, 5.25)","(3.3, 3.95, 3.8333333333333335)","(31.0, 70.0, 57.0)","(5.5, 8.0, 7.8)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.2)"
11-01-2023 19:16:48.410962,"(71.0, 130.0, 109.0)","(101.0, 220.0, 190.0)","(4.6, 7.0, 6.0)","(4.4, 5.3, 5.25)","(3.3, 3.95, 3.8333333333333335)","(31.0, 70.0, 57.0)","(5.5, 8.0, 7.8)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.2)"
11-01-2023 19:16:49.621494,"(71.0, 130.0, 109.0)","(101.0, 210.0, 193.33333333333334)","(4.6, 6.6, 5.933333333333334)","(4.4, 5.3, 5.25)","(3.3, 3.95, 3.8333333333333335)","(31.0, 70.0, 57.0)","(5.5, 8.0, 7.8)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.2)"
11-01-2023 19:16:50.785851,"(71.0, 130.0, 109.0)","(101.0, 210.0, 193.33333333333334)","(4.6, 6.4, 5.9714285714285715)","(4.4, 5.3, 5.25)","(3.3, 3.95, 3.8333333333333335)","(31.0, 70.0, 57.0)","(5.5, 8.0, 7.8)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.2)"
11-01-2023 19:16:52.060829,"(71.0, 130.0, 109.0)","(101.0, 210.0, 193.33333333333334)","(4.6, 6.4, 5.9714285714285715)","(4.4, 5.3, 5.25)","(3.3, 3.95, 3.8333333333333335)","(31.0, 70.0, 57.0)","(5.5, 8.0, 7.8)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.2)"
11-01-2023 19:16:53.412602,"(71.0, 130.0, 109.0)","(101.0, 210.0, 193.33333333333334)","(4.6, 6.4, 6.04)","(4.4, 5.3, 5.25)","(3.3, 3.95, 3.8333333333333335)","(31.0, 70.0, 57.0)","(5.5, 8.0, 7.8)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.2)"
11-01-2023 19:16:54.726484,"(71.0, 130.0, 109.0)","(101.0, 210.0, 193.33333333333334)","(4.6, 6.4, 6.0)","(4.4, 5.3, 5.25)","(3.3, 3.95, 3.8333333333333335)","(31.0, 70.0, 57.0)","(5.5, 8.0, 7.8)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.2)"
11-01-2023 19:16:56.346920,"(71.0, 130.0, 109.0)","(101.0, 210.0, 193.33333333333334)","(4.6, 6.2, 6.0)","(4.4, 5.3, 5.25)","(3.3, 3.95, 3.8333333333333335)","(31.0, 70.0, 57.0)","(5.5, 8.0, 7.8)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.2)"
11-01-2023 19:16:57.871222,"(71.0, 130.0, 109.0)","(101.0, 210.0, 193.33333333333334)","(4.6, 6.2, 6.1)","(4.4, 5.3, 5.25)","(3.3, 3.95, 3.8333333333333335)","(31.0, 70.0, 57.0)","(5.5, 8.0, 7.8)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.2)"
11-01-2023 19:16:59.350801,"(71.0, 130.0, 109.0)","(101.0, 210.0, 193.33333333333334)","(4.6, 6.4, 6.1)","(4.4, 5.3, 5.25)","(3.3, 3.95, 3.8333333333333335)","(31.0, 70.0, 57.0)","(5.5, 8.0, 7.8)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.2)"
11-01-2023 19:17:00.730582,"(71.0, 130.0, 109.0)","(101.0, 210.0, 193.33333333333334)","(4.6, 6.4, 6.1)","(4.4, 5.3, 5.25)","(3.3, 3.95, 3.8333333333333335)","(31.0, 70.0, 57.0)","(5.5, 8.0, 7.8)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.2)"
11-01-2023 19:17:02.001551,"(71.0, 130.0, 109.0)","(101.0, 210.0, 193.33333333333334)","(4.6, 6.4, 6.1)","(4.4, 5.3, 5.25)","(3.3, 3.95, 3.8333333333333335)","(31.0, 70.0, 57.0)","(5.5, 8.0, 7.8)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.2)"
11-01-2023 19:17:03.303130,"(71.0, 130.0, 109.0)","(101.0, 210.0, 193.33333333333334)","(4.6, 6.4, 6.1)","(4.4, 5.3, 5.25)","(3.3, 3.95, 3.8333333333333335)","(31.0, 70.0, 57.0)","(5.5, 8.0, 7.8)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.64)"
11-01-2023 19:17:04.579588,"(71.0, 130.0, 109.0)","(101.0, 210.0, 193.33333333333334)","(4.6, 6.4, 6.1)","(4.4, 5.3, 5.25)","(3.3, 3.95, 3.7333333333333334)","(31.0, 70.0, 57.0)","(5.5, 8.0, 7.8)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.7)"
11-01-2023 19:17:05.770529,"(71.0, 130.0, 109.0)","(101.0, 210.0, 193.33333333333334)","(4.6, 6.4, 6.1)","(4.4, 5.3, 5.25)","(3.3, 4.0, 3.7333333333333334)","(31.0, 70.0, 57.0)","(5.5, 8.0, 7.8)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.7)"
11-01-2023 19:17:06.983709,"(71.0, 130.0, 109.0)","(101.0, 210.0, 193.33333333333334)","(4.6, 6.4, 6.0)","(4.4, 5.3, 5.25)","(3.3, 4.0, 3.7333333333333334)","(31.0, 70.0, 57.0)","(5.5, 8.0, 7.8)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.7)"
11-01-2023 19:17:08.251560,"(71.0, 130.0, 109.0)","(101.0, 210.0, 193.33333333333334)","(4.6, 6.4, 6.1)","(4.4, 5.3, 5.25)","(3.3, 4.0, 3.7333333333333334)","(31.0, 70.0, 57.0)","(5.5, 8.0, 7.8)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.7)"
11-01-2023 19:17:09.473166,"(71.0, 130.0, 109.0)","(101.0, 210.0, 193.33333333333334)","(4.6, 6.4, 6.1)","(4.4, 5.3, 5.25)","(3.3, 4.0, 3.7333333333333334)","(31.0, 70.0, 57.0)","(5.5, 8.0, 7.8)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.7)"
11-01-2023 19:17:10.775589,"(71.0, 130.0, 109.0)","(101.0, 210.0, 193.33333333333334)","(4.6, 6.4, 6.1)","(4.4, 5.3, 5.1899999999999995)","(3.3, 4.0, 3.7333333333333334)","(31.0, 70.0, 57.0)","(5.5, 8.0, 7.8)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.7)"
11-01-2023 19:17:12.265524,"(71.0, 130.0, 109.0)","(101.0, 210.0, 193.33333333333334)","(4.6, 6.4, 6.1)","(4.4, 5.7, 5.266666666666667)","(3.3, 4.0, 3.7333333333333334)","(31.0, 70.0, 57.0)","(5.5, 8.0, 7.8)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.7)"
11-01-2023 19:17:13.540540,"(71.0, 130.0, 109.0)","(101.0, 210.0, 193.33333333333334)","(4.6, 6.4, 6.1)","(4.4, 5.6, 5.266666666666667)","(3.3, 4.0, 3.8476190476190477)","(31.0, 70.0, 57.0)","(5.5, 8.0, 6.9)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.7)"
