,Wendy Peffercorn,Homebush Chilli,Impressive Mario,Harpoon Bale,Replica Rosco,Lonely Gemma,Wrinkly Wayne,King Kong Blonde
10,"[datetime.datetime(2022, 11, 28, 9, 50, 20, 548962), 6.0, 7.6]","[datetime.datetime(2022, 11, 28, 9, 50, 20, 548962), 19.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 50, 20, 548962), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 50, 20, 548962), 1.4, 1.67]","[datetime.datetime(2022, 11, 28, 9, 50, 20, 548962), 7.0, 9.6]","[datetime.datetime(2022, 11, 28, 9, 50, 20, 548962), 15.0, 29.0]","[datetime.datetime(2022, 11, 28, 9, 50, 20, 548962), 31.0, 95.0]","[datetime.datetime(2022, 11, 28, 9, 50, 20, 548962), 51.0, 500.0]"
11,"[datetime.datetime(2022, 11, 28, 9, 50, 21, 684557), 6.0, 7.6]","[datetime.datetime(2022, 11, 28, 9, 50, 21, 684557), 19.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 50, 21, 684557), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 50, 21, 684557), 1.4, 1.67]","[datetime.datetime(2022, 11, 28, 9, 50, 21, 684557), 7.0, 9.6]","[datetime.datetime(2022, 11, 28, 9, 50, 21, 684557), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 50, 21, 684557), 31.0, 95.0]","[datetime.datetime(2022, 11, 28, 9, 50, 21, 684557), 51.0, 500.0]"
12,"[datetime.datetime(2022, 11, 28, 9, 50, 22, 844920), 6.0, 7.0]","[datetime.datetime(2022, 11, 28, 9, 50, 22, 844920), 19.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 50, 22, 844920), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 50, 22, 844920), 1.4, 1.67]","[datetime.datetime(2022, 11, 28, 9, 50, 22, 844920), 7.0, 9.6]","[datetime.datetime(2022, 11, 28, 9, 50, 22, 844920), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 50, 22, 844920), 31.0, 95.0]","[datetime.datetime(2022, 11, 28, 9, 50, 22, 844920), 51.0, 500.0]"
13,"[datetime.datetime(2022, 11, 28, 9, 50, 23, 986626), 6.0, 7.0]","[datetime.datetime(2022, 11, 28, 9, 50, 23, 986626), 19.0, 120.0]","[datetime.datetime(2022, 11, 28, 9, 50, 23, 986626), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 50, 23, 986626), 1.4, 1.67]","[datetime.datetime(2022, 11, 28, 9, 50, 23, 986626), 7.0, 9.6]","[datetime.datetime(2022, 11, 28, 9, 50, 23, 986626), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 50, 23, 986626), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 9, 50, 23, 986626), 51.0, 490.0]"
14,"[datetime.datetime(2022, 11, 28, 9, 50, 25, 127938), 6.0, 7.0]","[datetime.datetime(2022, 11, 28, 9, 50, 25, 127938), 19.0, 120.0]","[datetime.datetime(2022, 11, 28, 9, 50, 25, 127938), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 50, 25, 127938), 1.4, 1.67]","[datetime.datetime(2022, 11, 28, 9, 50, 25, 127938), 7.0, 9.6]","[datetime.datetime(2022, 11, 28, 9, 50, 25, 127938), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 50, 25, 127938), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 9, 50, 25, 127938), 51.0, 490.0]"
15,"[datetime.datetime(2022, 11, 28, 9, 50, 26, 272934), 6.0, 7.0]","[datetime.datetime(2022, 11, 28, 9, 50, 26, 272934), 19.0, 120.0]","[datetime.datetime(2022, 11, 28, 9, 50, 26, 272934), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 50, 26, 272934), 1.4, 1.67]","[datetime.datetime(2022, 11, 28, 9, 50, 26, 272934), 7.0, 9.6]","[datetime.datetime(2022, 11, 28, 9, 50, 26, 272934), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 50, 26, 272934), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 9, 50, 26, 272934), 51.0, 490.0]"
16,"[datetime.datetime(2022, 11, 28, 9, 50, 27, 415857), 6.0, 7.0]","[datetime.datetime(2022, 11, 28, 9, 50, 27, 415857), 19.0, 120.0]","[datetime.datetime(2022, 11, 28, 9, 50, 27, 415857), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 50, 27, 415857), 1.4, 1.67]","[datetime.datetime(2022, 11, 28, 9, 50, 27, 415857), 7.0, 9.6]","[datetime.datetime(2022, 11, 28, 9, 50, 27, 415857), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 50, 27, 415857), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 9, 50, 27, 415857), 51.0, 490.0]"
17,"[datetime.datetime(2022, 11, 28, 9, 50, 28, 575035), 6.0, 7.0]","[datetime.datetime(2022, 11, 28, 9, 50, 28, 575035), 19.0, 120.0]","[datetime.datetime(2022, 11, 28, 9, 50, 28, 575035), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 50, 28, 575035), 1.4, 1.67]","[datetime.datetime(2022, 11, 28, 9, 50, 28, 575035), 7.0, 9.6]","[datetime.datetime(2022, 11, 28, 9, 50, 28, 575035), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 50, 28, 575035), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 9, 50, 28, 575035), 51.0, 490.0]"
18,"[datetime.datetime(2022, 11, 28, 9, 50, 29, 737597), 6.0, 7.0]","[datetime.datetime(2022, 11, 28, 9, 50, 29, 737597), 19.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 50, 29, 737597), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 50, 29, 737597), 1.4, 1.67]","[datetime.datetime(2022, 11, 28, 9, 50, 29, 737597), 7.0, 9.6]","[datetime.datetime(2022, 11, 28, 9, 50, 29, 737597), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 50, 29, 737597), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 9, 50, 29, 737597), 51.0, 490.0]"
19,"[datetime.datetime(2022, 11, 28, 9, 50, 30, 869863), 6.0, 7.0]","[datetime.datetime(2022, 11, 28, 9, 50, 30, 869863), 19.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 50, 30, 869863), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 50, 30, 869863), 1.4, 1.67]","[datetime.datetime(2022, 11, 28, 9, 50, 30, 869863), 7.0, 9.6]","[datetime.datetime(2022, 11, 28, 9, 50, 30, 869863), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 50, 30, 869863), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 9, 50, 30, 869863), 51.0, 490.0]"
20,"[datetime.datetime(2022, 11, 28, 9, 50, 31, 999070), 6.0, 7.0]","[datetime.datetime(2022, 11, 28, 9, 50, 31, 999070), 19.0, 160.0]","[datetime.datetime(2022, 11, 28, 9, 50, 31, 999070), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 50, 31, 999070), 1.4, 1.67]","[datetime.datetime(2022, 11, 28, 9, 50, 31, 999070), 7.0, 9.6]","[datetime.datetime(2022, 11, 28, 9, 50, 31, 999070), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 50, 31, 999070), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 9, 50, 31, 999070), 51.0, 490.0]"
21,"[datetime.datetime(2022, 11, 28, 9, 50, 33, 127670), 6.0, 7.0]","[datetime.datetime(2022, 11, 28, 9, 50, 33, 127670), 20.0, 160.0]","[datetime.datetime(2022, 11, 28, 9, 50, 33, 127670), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 50, 33, 127670), 1.4, 1.67]","[datetime.datetime(2022, 11, 28, 9, 50, 33, 127670), 7.0, 9.6]","[datetime.datetime(2022, 11, 28, 9, 50, 33, 127670), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 50, 33, 127670), 31.0, 85.0]","[datetime.datetime(2022, 11, 28, 9, 50, 33, 127670), 51.0, 490.0]"
22,"[datetime.datetime(2022, 11, 28, 9, 50, 34, 265712), 6.0, 7.0]","[datetime.datetime(2022, 11, 28, 9, 50, 34, 265712), 20.0, 160.0]","[datetime.datetime(2022, 11, 28, 9, 50, 34, 265712), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 50, 34, 265712), 1.4, 1.67]","[datetime.datetime(2022, 11, 28, 9, 50, 34, 265712), 7.0, 9.6]","[datetime.datetime(2022, 11, 28, 9, 50, 34, 265712), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 50, 34, 265712), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 50, 34, 265712), 51.0, 490.0]"
23,"[datetime.datetime(2022, 11, 28, 9, 50, 35, 399298), 6.0, 7.0]","[datetime.datetime(2022, 11, 28, 9, 50, 35, 399298), 21.0, 160.0]","[datetime.datetime(2022, 11, 28, 9, 50, 35, 399298), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 50, 35, 399298), 1.4, 1.67]","[datetime.datetime(2022, 11, 28, 9, 50, 35, 399298), 7.0, 9.6]","[datetime.datetime(2022, 11, 28, 9, 50, 35, 399298), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 50, 35, 399298), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 50, 35, 399298), 51.0, 490.0]"
24,"[datetime.datetime(2022, 11, 28, 9, 50, 36, 527805), 6.0, 7.0]","[datetime.datetime(2022, 11, 28, 9, 50, 36, 527805), 21.0, 160.0]","[datetime.datetime(2022, 11, 28, 9, 50, 36, 527805), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 50, 36, 527805), 1.4, 1.67]","[datetime.datetime(2022, 11, 28, 9, 50, 36, 527805), 7.0, 9.6]","[datetime.datetime(2022, 11, 28, 9, 50, 36, 527805), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 50, 36, 527805), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 50, 36, 527805), 51.0, 490.0]"
25,"[datetime.datetime(2022, 11, 28, 9, 50, 37, 651386), 6.0, 7.0]","[datetime.datetime(2022, 11, 28, 9, 50, 37, 651386), 21.0, 160.0]","[datetime.datetime(2022, 11, 28, 9, 50, 37, 651386), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 50, 37, 651386), 1.4, 1.67]","[datetime.datetime(2022, 11, 28, 9, 50, 37, 651386), 7.0, 9.6]","[datetime.datetime(2022, 11, 28, 9, 50, 37, 651386), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 50, 37, 651386), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 50, 37, 651386), 51.0, 490.0]"
26,"[datetime.datetime(2022, 11, 28, 9, 50, 38, 784814), 6.0, 6.8]","[datetime.datetime(2022, 11, 28, 9, 50, 38, 784814), 21.0, 160.0]","[datetime.datetime(2022, 11, 28, 9, 50, 38, 784814), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 50, 38, 784814), 1.4, 1.67]","[datetime.datetime(2022, 11, 28, 9, 50, 38, 784814), 7.0, 9.6]","[datetime.datetime(2022, 11, 28, 9, 50, 38, 784814), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 50, 38, 784814), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 50, 38, 784814), 51.0, 490.0]"
27,"[datetime.datetime(2022, 11, 28, 9, 50, 39, 909397), 6.0, 6.8]","[datetime.datetime(2022, 11, 28, 9, 50, 39, 909397), 21.0, 160.0]","[datetime.datetime(2022, 11, 28, 9, 50, 39, 909397), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 50, 39, 909397), 1.4, 1.67]","[datetime.datetime(2022, 11, 28, 9, 50, 39, 909397), 7.0, 9.6]","[datetime.datetime(2022, 11, 28, 9, 50, 39, 909397), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 50, 39, 909397), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 50, 39, 909397), 51.0, 490.0]"
28,"[datetime.datetime(2022, 11, 28, 9, 50, 41, 32133), 6.0, 6.8]","[datetime.datetime(2022, 11, 28, 9, 50, 41, 32133), 21.0, 160.0]","[datetime.datetime(2022, 11, 28, 9, 50, 41, 32133), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 50, 41, 32133), 1.4, 1.7]","[datetime.datetime(2022, 11, 28, 9, 50, 41, 32133), 7.0, 9.6]","[datetime.datetime(2022, 11, 28, 9, 50, 41, 32133), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 50, 41, 32133), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 50, 41, 32133), 51.0, 490.0]"
29,"[datetime.datetime(2022, 11, 28, 9, 50, 42, 163786), 6.0, 6.8]","[datetime.datetime(2022, 11, 28, 9, 50, 42, 163786), 21.0, 160.0]","[datetime.datetime(2022, 11, 28, 9, 50, 42, 163786), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 50, 42, 163786), 1.4, 1.7]","[datetime.datetime(2022, 11, 28, 9, 50, 42, 163786), 7.0, 9.6]","[datetime.datetime(2022, 11, 28, 9, 50, 42, 163786), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 50, 42, 163786), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 50, 42, 163786), 51.0, 490.0]"
30,"[datetime.datetime(2022, 11, 28, 9, 50, 43, 294013), 6.0, 6.8]","[datetime.datetime(2022, 11, 28, 9, 50, 43, 294013), 21.0, 160.0]","[datetime.datetime(2022, 11, 28, 9, 50, 43, 294013), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 50, 43, 294013), 1.4, 1.7]","[datetime.datetime(2022, 11, 28, 9, 50, 43, 294013), 7.0, 9.6]","[datetime.datetime(2022, 11, 28, 9, 50, 43, 294013), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 50, 43, 294013), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 50, 43, 294013), 51.0, 490.0]"
31,"[datetime.datetime(2022, 11, 28, 9, 50, 44, 428920), 6.0, 6.8]","[datetime.datetime(2022, 11, 28, 9, 50, 44, 428920), 21.0, 160.0]","[datetime.datetime(2022, 11, 28, 9, 50, 44, 428920), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 50, 44, 428920), 1.4, 1.7]","[datetime.datetime(2022, 11, 28, 9, 50, 44, 428920), 7.0, 9.6]","[datetime.datetime(2022, 11, 28, 9, 50, 44, 428920), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 50, 44, 428920), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 50, 44, 428920), 51.0, 490.0]"
32,"[datetime.datetime(2022, 11, 28, 9, 50, 45, 558198), 6.0, 6.8]","[datetime.datetime(2022, 11, 28, 9, 50, 45, 558198), 21.0, 160.0]","[datetime.datetime(2022, 11, 28, 9, 50, 45, 558198), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 50, 45, 558198), 1.4, 1.63]","[datetime.datetime(2022, 11, 28, 9, 50, 45, 558198), 7.0, 9.6]","[datetime.datetime(2022, 11, 28, 9, 50, 45, 558198), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 50, 45, 558198), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 50, 45, 558198), 51.0, 490.0]"
33,"[datetime.datetime(2022, 11, 28, 9, 50, 46, 696238), 6.0, 6.8]","[datetime.datetime(2022, 11, 28, 9, 50, 46, 696238), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 9, 50, 46, 696238), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 50, 46, 696238), 1.4, 1.7]","[datetime.datetime(2022, 11, 28, 9, 50, 46, 696238), 7.0, 9.6]","[datetime.datetime(2022, 11, 28, 9, 50, 46, 696238), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 50, 46, 696238), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 50, 46, 696238), 51.0, 490.0]"
34,"[datetime.datetime(2022, 11, 28, 9, 50, 47, 825507), 6.0, 6.8]","[datetime.datetime(2022, 11, 28, 9, 50, 47, 825507), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 9, 50, 47, 825507), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 50, 47, 825507), 1.4, 1.7]","[datetime.datetime(2022, 11, 28, 9, 50, 47, 825507), 7.0, 9.6]","[datetime.datetime(2022, 11, 28, 9, 50, 47, 825507), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 50, 47, 825507), 31.0, 95.0]","[datetime.datetime(2022, 11, 28, 9, 50, 47, 825507), 51.0, 490.0]"
35,"[datetime.datetime(2022, 11, 28, 9, 50, 48, 950215), 6.0, 6.8]","[datetime.datetime(2022, 11, 28, 9, 50, 48, 950215), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 9, 50, 48, 950215), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 50, 48, 950215), 1.4, 1.7]","[datetime.datetime(2022, 11, 28, 9, 50, 48, 950215), 7.0, 9.6]","[datetime.datetime(2022, 11, 28, 9, 50, 48, 950215), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 50, 48, 950215), 31.0, 95.0]","[datetime.datetime(2022, 11, 28, 9, 50, 48, 950215), 51.0, 490.0]"
36,"[datetime.datetime(2022, 11, 28, 9, 50, 50, 82211), 6.0, 6.8]","[datetime.datetime(2022, 11, 28, 9, 50, 50, 82211), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 9, 50, 50, 82211), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 50, 50, 82211), 1.4, 1.7]","[datetime.datetime(2022, 11, 28, 9, 50, 50, 82211), 7.0, 9.6]","[datetime.datetime(2022, 11, 28, 9, 50, 50, 82211), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 50, 50, 82211), 31.0, 95.0]","[datetime.datetime(2022, 11, 28, 9, 50, 50, 82211), 51.0, 490.0]"
37,"[datetime.datetime(2022, 11, 28, 9, 50, 51, 214291), 6.0, 6.8]","[datetime.datetime(2022, 11, 28, 9, 50, 51, 214291), 20.0, 120.0]","[datetime.datetime(2022, 11, 28, 9, 50, 51, 214291), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 50, 51, 214291), 1.4, 1.7]","[datetime.datetime(2022, 11, 28, 9, 50, 51, 214291), 7.0, 9.6]","[datetime.datetime(2022, 11, 28, 9, 50, 51, 214291), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 50, 51, 214291), 31.0, 95.0]","[datetime.datetime(2022, 11, 28, 9, 50, 51, 214291), 51.0, 490.0]"
38,"[datetime.datetime(2022, 11, 28, 9, 50, 52, 348239), 6.0, 6.8]","[datetime.datetime(2022, 11, 28, 9, 50, 52, 348239), 20.0, 120.0]","[datetime.datetime(2022, 11, 28, 9, 50, 52, 348239), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 50, 52, 348239), 1.4, 1.7]","[datetime.datetime(2022, 11, 28, 9, 50, 52, 348239), 7.0, 9.6]","[datetime.datetime(2022, 11, 28, 9, 50, 52, 348239), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 50, 52, 348239), 31.0, 95.0]","[datetime.datetime(2022, 11, 28, 9, 50, 52, 348239), 51.0, 490.0]"
39,"[datetime.datetime(2022, 11, 28, 9, 50, 53, 479423), 6.0, 6.8]","[datetime.datetime(2022, 11, 28, 9, 50, 53, 479423), 20.0, 120.0]","[datetime.datetime(2022, 11, 28, 9, 50, 53, 479423), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 50, 53, 479423), 1.4, 1.7]","[datetime.datetime(2022, 11, 28, 9, 50, 53, 479423), 7.0, 9.6]","[datetime.datetime(2022, 11, 28, 9, 50, 53, 479423), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 50, 53, 479423), 31.0, 95.0]","[datetime.datetime(2022, 11, 28, 9, 50, 53, 479423), 51.0, 490.0]"
