,Far Too Far,Solo Fernando,Astral Star,Chop And Drop,Mister Brockie,Russian Inn,Jet Keen,Brindle Bounty
09-01-2023 19:03:47.557403,"(1.6, 1.84, 1.837056856187291)","(21.0, 38.0, 35.6)","(17.0, 32.0, 28.232558139534884)","(81.0, 250.0, 239.7560975609756)","(11.0, 16.0, 15.52)","(101.0, 510.0, 405.0)","(3.1, 4.0, 3.91)","(10.0, 18.0, 16.88888888888889)"
09-01-2023 19:03:48.599323,"(1.6, 1.84, 1.836823104693141)","(21.0, 38.0, 35.2)","(17.0, 32.0, 28.232558139534884)","(81.0, 250.0, 240.66666666666666)","(11.0, 16.0, 15.659090909090908)","(101.0, 490.0, 436.6666666666667)","(3.1, 4.0, 3.948)","(10.0, 18.0, 16.94736842105263)"
09-01-2023 19:03:49.694298,"(1.6, 1.81, 1.8055555555555556)","(21.0, 38.0, 35.2)","(17.0, 32.0, 27.941176470588236)","(81.0, 250.0, 239.7560975609756)","(11.0, 16.0, 15.659090909090908)","(101.0, 490.0, 420.0)","(3.1, 4.0, 3.948)","(10.0, 18.0, 16.666666666666668)"
09-01-2023 19:03:50.781301,"(1.6, 1.82, 1.8110344827586207)","(21.0, 38.0, 35.2)","(17.0, 28.0, 28.70731707317073)","(81.0, 250.0, 239.7560975609756)","(11.0, 16.0, 15.52)","(101.0, 490.0, 443.3333333333333)","(3.1, 4.0, 3.948)","(10.0, 18.0, 16.666666666666668)"
09-01-2023 19:03:51.932193,"(1.6, 1.82, 1.8110344827586207)","(21.0, 38.0, 35.2)","(17.0, 32.0, 28.70731707317073)","(81.0, 250.0, 239.7560975609756)","(11.0, 16.0, 15.52)","(101.0, 490.0, 446.6666666666667)","(3.1, 4.0, 4.051612903225807)","(10.0, 18.0, 16.666666666666668)"
09-01-2023 19:03:53.170221,"(1.6, 1.82, 1.8110344827586207)","(21.0, 38.0, 35.2)","(17.0, 32.0, 28.70731707317073)","(81.0, 250.0, 239.7560975609756)","(11.0, 16.0, 15.52)","(101.0, 490.0, 446.6666666666667)","(3.1, 4.1, 4.051612903225807)","(10.0, 18.0, 16.666666666666668)"
09-01-2023 19:03:54.466030,"(1.6, 1.81, 1.8065517241379312)","(21.0, 38.0, 35.333333333333336)","(17.0, 32.0, 28.914285714285715)","(81.0, 250.0, 239.7560975609756)","(11.0, 16.0, 15.714285714285714)","(101.0, 490.0, 446.6666666666667)","(3.1, 3.9, 3.973809523809524)","(10.0, 18.0, 16.571428571428573)"
09-01-2023 19:03:55.775981,"(1.6, 1.81, 1.8062500000000001)","(21.0, 38.0, 35.333333333333336)","(17.0, 32.0, 28.53846153846154)","(81.0, 250.0, 239.7560975609756)","(11.0, 16.0, 15.714285714285714)","(101.0, 490.0, 446.6666666666667)","(3.1, 4.0, 4.037931034482758)","(10.0, 18.0, 16.785714285714285)"
09-01-2023 19:03:56.909677,"(1.6, 1.81, 1.806)","(21.0, 38.0, 35.333333333333336)","(17.0, 32.0, 28.53846153846154)","(81.0, 250.0, 239.7560975609756)","(11.0, 16.0, 15.714285714285714)","(101.0, 490.0, 446.6666666666667)","(3.1, 4.1, 4.037931034482758)","(10.0, 18.0, 16.785714285714285)"
09-01-2023 19:03:57.986095,"(1.6, 1.81, 1.806)","(21.0, 38.0, 35.333333333333336)","(17.0, 32.0, 28.53846153846154)","(81.0, 250.0, 239.7560975609756)","(11.0, 16.0, 15.714285714285714)","(101.0, 490.0, 446.6666666666667)","(3.1, 4.1, 4.037931034482758)","(10.0, 18.0, 16.785714285714285)"
09-01-2023 19:03:59.121179,"(1.6, 1.81, 1.8023076923076924)","(21.0, 38.0, 35.333333333333336)","(17.0, 32.0, 28.53846153846154)","(81.0, 250.0, 239.7560975609756)","(11.0, 16.5, 15.652173913043478)","(101.0, 510.0, 460.0)","(3.1, 4.1, 4.0296875)","(10.0, 18.0, 17.0)"
09-01-2023 19:04:00.275107,"(1.6, 1.81, 1.8023076923076924)","(21.0, 38.0, 35.333333333333336)","(17.0, 32.0, 28.53846153846154)","(81.0, 250.0, 239.7560975609756)","(11.0, 16.5, 15.46)","(101.0, 510.0, 420.0)","(3.1, 4.1, 4.044444444444444)","(11.0, 18.0, 17.0)"
09-01-2023 19:04:01.388542,"(1.6, 1.8, 1.7985714285714287)","(21.0, 38.0, 35.38461538461539)","(17.0, 32.0, 28.53846153846154)","(81.0, 250.0, 245.5)","(11.0, 16.5, 14.8)","(101.0, 510.0, 460.0)","(3.1, 4.1, 4.066666666666666)","(11.0, 18.0, 17.0)"
09-01-2023 19:04:02.523908,"(1.6, 1.79, 1.786923076923077)","(21.0, 38.0, 35.38461538461539)","(17.0, 32.0, 28.785714285714285)","(81.0, 250.0, 246.57142857142856)","(11.0, 15.0, 14.25)","(101.0, 510.0, 460.0)","(3.1, 4.2, 4.092753623188406)","(11.0, 18.0, 17.0)"
09-01-2023 19:04:03.611217,"(1.6, 1.78, 1.7703361344537816)","(21.0, 38.0, 35.2)","(17.0, 32.0, 28.785714285714285)","(81.0, 250.0, 245.13513513513513)","(11.0, 15.0, 14.5)","(101.0, 510.0, 410.0)","(3.1, 4.2, 4.1454545454545455)","(11.0, 18.0, 17.266666666666666)"
09-01-2023 19:04:04.754810,"(1.6, 1.76, 1.7589285714285714)","(21.0, 38.0, 35.38461538461539)","(17.0, 32.0, 28.785714285714285)","(81.0, 250.0, 245.13513513513513)","(11.0, 15.0, 14.692307692307692)","(101.0, 490.0, 446.6666666666667)","(3.1, 4.2, 4.146875)","(11.0, 18.0, 17.266666666666666)"
09-01-2023 19:04:05.854412,"(1.6, 1.76, 1.7589285714285714)","(21.0, 38.0, 35.44)","(17.0, 32.0, 28.785714285714285)","(81.0, 250.0, 233.33333333333331)","(11.0, 15.0, 14.285714285714286)","(101.0, 490.0, 430.0)","(3.1, 4.2, 4.15)","(11.0, 18.0, 17.266666666666666)"
09-01-2023 19:04:06.953797,"(1.6, 1.76, 1.7592682926829268)","(21.0, 38.0, 35.44)","(17.0, 32.0, 28.785714285714285)","(81.0, 250.0, 225.0)","(11.0, 15.0, 14.470588235294118)","(101.0, 490.0, 425.0)","(3.1, 4.2, 4.152873563218391)","(11.0, 18.0, 17.266666666666666)"
09-01-2023 19:04:08.093075,"(1.6, 1.76, 1.7567910447761195)","(21.0, 38.0, 35.565217391304344)","(17.0, 32.0, 30.14814814814815)","(81.0, 250.0, 225.45454545454544)","(11.0, 15.0, 14.84375)","(101.0, 480.0, 425.0)","(3.1, 4.3, 4.251282051282051)","(11.0, 18.0, 17.666666666666668)"
09-01-2023 19:04:09.223415,"(1.6, 1.72, 1.7112524654832346)","(21.0, 38.0, 36.25)","(17.0, 32.0, 30.166666666666668)","(81.0, 240.0, 217.14285714285714)","(11.0, 15.0, 14.84)","(101.0, 480.0, 405.0)","(3.1, 4.3, 4.172941176470588)","(11.0, 18.0, 18.25)"
09-01-2023 19:04:10.251421,"(1.6, 1.74, 1.7344444444444445)","(21.0, 40.0, 39.0)","(17.0, 32.0, 29.743589743589745)","(81.0, 240.0, 234.11764705882354)","(11.0, 15.5, 14.681818181818182)","(101.0, 480.0, 425.0)","(3.1, 4.3, 4.157746478873239)","(11.0, 18.5, 18.25)"
09-01-2023 19:04:11.505566,"(1.6, 1.74, 1.7353271028037383)","(21.0, 40.0, 38.666666666666664)","(17.0, 32.0, 31.0)","(81.0, 240.0, 234.11764705882354)","(11.0, 15.5, 14.728571428571428)","(101.0, 480.0, 425.0)","(3.1, 4.2, 4.148648648648648)","(11.0, 18.5, 18.25)"
09-01-2023 19:04:12.742402,"(1.6, 1.74, 1.7373684210526317)","(21.0, 40.0, 39.2)","(17.0, 32.0, 30.956521739130434)","(81.0, 240.0, 234.11764705882354)","(11.0, 15.5, 14.77027027027027)","(101.0, 480.0, 425.0)","(3.1, 4.2, 4.1460317460317455)","(11.0, 18.5, 18.25)"
09-01-2023 19:04:13.900440,"(1.55, 1.74, 1.7366666666666666)","(21.0, 44.0, 39.0)","(18.0, 32.0, 29.428571428571427)","(81.0, 240.0, 234.11764705882354)","(11.0, 15.5, 14.919354838709678)","(101.0, 480.0, 420.0)","(3.1, 4.2, 4.152777777777778)","(11.0, 18.5, 18.142857142857142)"
09-01-2023 19:04:15.066061,"(1.55, 1.74, 1.739748427672956)","(21.0, 40.0, 38.285714285714285)","(18.0, 32.0, 30.0)","(81.0, 240.0, 220.0)","(11.0, 15.5, 15.75)","(101.0, 480.0, 435.0)","(3.1, 4.2, 3.948895899053628)","(11.0, 19.0, 20.5)"
09-01-2023 19:04:16.217013,"(1.55, 1.76, 1.7524260355029586)","(21.0, 44.0, 38.285714285714285)","(18.0, 32.0, 30.0)","(81.0, 240.0, 233.33333333333334)","(11.0, 16.0, 17.166666666666668)","(101.0, 510.0, 440.0)","(3.1, 3.95, 3.9904477611940297)","(11.0, 22.0, 19.333333333333332)"
09-01-2023 19:04:17.348739,"(1.55, 1.75, 1.7493859649122807)","(21.0, 42.0, 38.666666666666664)","(18.0, 32.0, 30.0)","(81.0, 250.0, 243.33333333333334)","(11.0, 17.5, 16.5)","(101.0, 510.0, 440.0)","(3.1, 4.0, 3.912022900763359)","(11.0, 20.0, 19.071428571428573)"
09-01-2023 19:04:18.506919,"(1.55, 1.78, 1.7706896551724138)","(21.0, 42.0, 37.5)","(18.0, 32.0, 30.0)","(81.0, 250.0, 241.0)","(11.0, 17.0, 16.416666666666668)","(101.0, 510.0, 440.0)","(3.1, 4.0, 3.854285714285714)","(11.0, 20.0, 19.076923076923077)"
09-01-2023 19:04:19.638825,"(1.55, 1.79, 1.7772727272727273)","(21.0, 42.0, 37.885714285714286)","(18.0, 32.0, 30.0)","(81.0, 250.0, 247.5)","(11.0, 17.0, 16.416666666666668)","(101.0, 510.0, 465.0)","(3.1, 3.9, 3.8066666666666666)","(12.0, 20.0, 18.8)"
09-01-2023 19:04:20.704653,"(1.55, 1.79, 1.7818446601941749)","(21.0, 42.0, 37.885714285714286)","(18.0, 32.0, 30.0)","(91.0, 250.0, 247.5)","(12.0, 17.0, 16.416666666666668)","(101.0, 600.0, 380.8333333333333)","(3.3, 3.9, 3.8343749999999996)","(12.0, 20.0, 18.615384615384617)"
09-01-2023 19:04:21.721391,"(1.55, 1.79, 1.782962962962963)","(21.0, 42.0, 37.833333333333336)","(18.0, 32.0, 30.0)","(91.0, 250.0, 247.5)","(12.0, 17.0, 16.475)","(101.0, 610.0, 425.0)","(3.3, 3.9, 3.802226720647773)","(12.0, 20.0, 18.607142857142858)"
09-01-2023 19:04:22.779489,"(1.55, 1.79, 1.7801052631578949)","(21.0, 42.0, 37.833333333333336)","(18.0, 32.0, 30.0)","(91.0, 250.0, 247.5)","(12.0, 17.0, 16.428571428571427)","(101.0, 480.0, 420.0)","(3.2, 3.9, 3.8052208835341363)","(12.0, 20.0, 18.607142857142858)"
09-01-2023 19:04:23.845717,"(1.55, 1.79, 1.7797826086956523)","(21.0, 42.0, 37.833333333333336)","(18.0, 32.0, 30.0)","(91.0, 250.0, 247.5)","(12.0, 16.5, 17.53125)","(101.0, 480.0, 390.0)","(3.2, 3.9, 3.80990990990991)","(12.0, 20.0, 19.0)"
09-01-2023 19:04:24.943679,"(1.55, 1.81, 1.7872222222222223)","(21.0, 42.0, 38.2)","(18.0, 36.0, 32.5)","(91.0, 250.0, 248.57142857142858)","(12.0, 18.0, 17.142857142857142)","(101.0, 610.0, 325.8333333333333)","(3.2, 3.9, 3.708064516129032)","(12.0, 20.0, 19.25)"
09-01-2023 19:04:26.037512,"(1.55, 1.79, 1.7857407407407409)","(21.0, 42.0, 38.8)","(18.0, 36.0, 29.583333333333332)","(91.0, 250.0, 248.57142857142858)","(12.0, 18.0, 16.533333333333335)","(101.0, 610.0, 415.0)","(3.2, 3.75, 3.708064516129032)","(12.0, 20.0, 19.714285714285715)"
09-01-2023 19:04:27.061968,"(1.55, 1.79, 1.7847169811320756)","(21.0, 42.0, 38.8)","(18.0, 36.0, 29.583333333333332)","(91.0, 250.0, 248.57142857142858)","(12.0, 18.0, 16.533333333333335)","(101.0, 470.0, 393.3333333333333)","(3.2, 3.75, 3.725)","(12.0, 20.0, 18.852941176470587)"
09-01-2023 19:04:28.090129,"(1.55, 1.8, 1.792857142857143)","(21.0, 42.0, 38.8)","(18.0, 36.0, 29.4375)","(91.0, 250.0, 248.57142857142858)","(12.0, 18.0, 16.533333333333335)","(101.0, 410.0, 390.0)","(3.2, 3.75, 3.7125000000000004)","(12.0, 20.0, 17.944444444444443)"
09-01-2023 19:04:29.128994,"(1.55, 1.8, 1.7978481012658227)","(21.0, 42.0, 38.8)","(19.0, 36.0, 29.4375)","(101.0, 250.0, 248.57142857142858)","(12.0, 18.0, 16.533333333333335)","(101.0, 410.0, 372.0)","(3.3, 3.75, 3.7189655172413794)","(13.0, 18.5, 17.72222222222222)"
09-01-2023 19:04:30.199298,"(1.55, 1.8, 1.797635782747604)","(21.0, 42.0, 40.31578947368421)","(19.0, 36.0, 29.4375)","(101.0, 250.0, 246.66666666666666)","(12.0, 18.0, 16.73076923076923)","(101.0, 410.0, 350.0)","(3.3, 3.75, 3.6675)","(13.0, 18.0, 17.714285714285715)"
09-01-2023 19:04:31.271023,"(1.55, 1.8, 1.7942105263157895)","(21.0, 42.0, 38.63157894736842)","(19.0, 36.0, 30.375)","(101.0, 250.0, 246.66666666666666)","(12.0, 18.0, 16.533333333333335)","(101.0, 410.0, 372.0)","(3.3, 3.7, 3.669047619047619)","(13.0, 18.0, 17.526315789473685)"
09-01-2023 19:04:32.299533,"(1.55, 1.82, 1.796923076923077)","(26.0, 42.0, 38.63157894736842)","(19.0, 36.0, 32.81818181818182)","(101.0, 250.0, 246.66666666666666)","(12.0, 18.0, 16.952380952380953)","(101.0, 410.0, 388.8888888888889)","(3.3, 3.7, 3.7657142857142856)","(13.0, 18.0, 17.714285714285715)"
09-01-2023 19:04:33.344298,"(1.55, 1.81, 1.802)","(26.0, 42.0, 38.63157894736842)","(19.0, 34.0, 32.5)","(101.0, 250.0, 247.5)","(12.0, 18.0, 16.952380952380953)","(101.0, 410.0, 320.0)","(3.3, 3.8, 3.734375)","(13.0, 18.0, 18.25)"
09-01-2023 19:04:34.356594,"(1.55, 1.81, 1.802)","(26.0, 42.0, 38.44444444444444)","(19.0, 34.0, 32.5)","(101.0, 250.0, 247.5)","(12.0, 18.0, 16.952380952380953)","(101.0, 410.0, 325.0)","(3.3, 3.8, 3.7456896551724137)","(13.0, 20.0, 18.153846153846153)"
09-01-2023 19:04:35.343332,"(1.55, 1.81, 1.802)","(26.0, 42.0, 38.44444444444444)","(19.0, 34.0, 32.94736842105263)","(101.0, 250.0, 247.5)","(12.0, 18.0, 17.083333333333332)","(101.0, 410.0, 325.0)","(3.3, 3.8, 3.7456896551724137)","(13.0, 20.0, 18.142857142857142)"
09-01-2023 19:04:36.354262,"(1.55, 1.8, 1.7987407407407408)","(26.0, 42.0, 38.44444444444444)","(19.0, 34.0, 32.94736842105263)","(101.0, 250.0, 247.5)","(12.0, 18.0, 17.083333333333332)","(101.0, 410.0, 325.0)","(3.3, 3.8, 3.725)","(13.0, 20.0, 18.142857142857142)"
09-01-2023 19:04:37.382390,"(1.55, 1.81, 1.8083763837638376)","(26.0, 42.0, 38.57142857142857)","(19.0, 34.0, 32.94736842105263)","(101.0, 250.0, 247.5)","(12.0, 18.0, 17.214285714285715)","(101.0, 410.0, 325.0)","(3.3, 3.8, 3.708695652173913)","(13.0, 20.0, 18.142857142857142)"
09-01-2023 19:04:38.428714,"(1.55, 1.81, 1.8083763837638376)","(26.0, 44.0, 42.31578947368421)","(19.0, 34.0, 32.94736842105263)","(101.0, 250.0, 246.66666666666666)","(12.0, 18.0, 17.25925925925926)","(101.0, 410.0, 325.0)","(3.3, 3.8, 3.725)","(13.0, 20.0, 18.142857142857142)"
09-01-2023 19:04:39.489419,"(1.55, 1.81, 1.8011764705882354)","(26.0, 44.0, 42.0)","(19.0, 34.0, 32.94736842105263)","(101.0, 250.0, 246.66666666666666)","(12.0, 17.5, 16.944444444444443)","(101.0, 410.0, 325.0)","(3.3, 3.8, 3.6019628099173553)","(13.0, 20.0, 18.142857142857142)"
09-01-2023 19:04:40.546221,"(1.55, 1.82, 1.8143103448275864)","(26.0, 44.0, 42.8421052631579)","(19.0, 34.0, 32.94736842105263)","(101.0, 250.0, 247.5)","(12.0, 17.5, 16.970588235294116)","(101.0, 410.0, 330.0)","(3.3, 3.65, 3.5558232931726907)","(13.0, 20.0, 18.142857142857142)"
09-01-2023 19:04:41.556733,"(1.55, 1.82, 1.8196551724137933)","(26.0, 42.0, 37.5)","(19.0, 34.0, 33.166666666666664)","(101.0, 250.0, 247.5)","(12.0, 17.5, 16.970588235294116)","(101.0, 410.0, 335.0)","(3.3, 3.65, 3.5588408644400786)","(13.0, 20.0, 18.142857142857142)"
09-01-2023 19:04:42.590206,"(1.55, 1.83, 1.8272222222222223)","(26.0, 42.0, 37.76470588235294)","(19.0, 34.0, 33.166666666666664)","(101.0, 250.0, 247.5)","(12.0, 17.5, 17.166666666666668)","(101.0, 410.0, 320.0)","(3.3, 3.65, 3.554722792607803)","(13.0, 20.0, 18.153846153846153)"
09-01-2023 19:04:43.633765,"(1.55, 1.84, 1.8328205128205128)","(26.0, 40.0, 37.333333333333336)","(19.0, 34.0, 33.166666666666664)","(101.0, 250.0, 247.5)","(12.0, 17.5, 16.970588235294116)","(101.0, 440.0, 365.0)","(3.3, 3.65, 3.5418367346938773)","(13.0, 20.0, 18.153846153846153)"
09-01-2023 19:04:44.665797,"(1.55, 1.84, 1.8364102564102565)","(26.0, 40.0, 36.19047619047619)","(19.0, 34.0, 33.166666666666664)","(101.0, 250.0, 247.5)","(12.0, 17.5, 17.166666666666668)","(101.0, 430.0, 365.0)","(3.3, 3.55, 3.5653225806451614)","(13.0, 20.0, 18.153846153846153)"
09-01-2023 19:04:45.768549,"(1.55, 1.85, 1.8422222222222222)","(26.0, 40.0, 36.19047619047619)","(19.0, 34.0, 33.166666666666664)","(101.0, 250.0, 245.0)","(12.0, 17.5, 16.970588235294116)","(101.0, 430.0, 365.0)","(3.3, 3.6, 3.5653225806451614)","(13.0, 20.0, 18.153846153846153)"
09-01-2023 19:04:46.806332,"(1.55, 1.85, 1.8353333333333335)","(26.0, 40.0, 36.19047619047619)","(19.0, 34.0, 33.166666666666664)","(101.0, 250.0, 245.0)","(12.0, 17.5, 16.970588235294116)","(101.0, 430.0, 302.85714285714283)","(3.3, 3.6, 3.5653225806451614)","(13.0, 20.0, 18.153846153846153)"
09-01-2023 19:04:47.828202,"(1.55, 1.86, 1.8454545454545455)","(26.0, 40.0, 36.19047619047619)","(19.0, 34.0, 33.166666666666664)","(101.0, 250.0, 246.51162790697674)","(12.0, 17.5, 17.25)","(101.0, 440.0, 302.85714285714283)","(3.1, 3.6, 3.5063106796116505)","(13.0, 20.0, 18.25)"
09-01-2023 19:04:48.877594,"(1.55, 1.86, 1.8518181818181818)","(26.0, 40.0, 36.166666666666664)","(19.0, 34.0, 32.94736842105263)","(101.0, 250.0, 243.02325581395348)","(12.0, 17.5, 17.071428571428573)","(101.0, 440.0, 328.57142857142856)","(3.1, 3.55, 3.504728370221328)","(13.0, 20.0, 18.727272727272727)"
09-01-2023 19:04:49.970075,"(1.55, 1.86, 1.8584615384615386)","(26.0, 40.0, 36.166666666666664)","(19.0, 34.0, 32.94736842105263)","(101.0, 250.0, 203.33333333333334)","(12.0, 17.5, 17.25)","(101.0, 440.0, 328.57142857142856)","(3.1, 3.55, 3.50011013215859)","(13.0, 20.0, 18.727272727272727)"
09-01-2023 19:04:51.015193,"(1.55, 1.87, 1.8551162790697675)","(26.0, 40.0, 36.166666666666664)","(19.0, 34.0, 32.94736842105263)","(101.0, 240.0, 203.33333333333334)","(12.0, 17.5, 16.7)","(101.0, 440.0, 370.0)","(3.1, 3.55, 3.4615079365079366)","(13.0, 20.0, 18.727272727272727)"
09-01-2023 19:04:52.024479,"(1.55, 1.87, 1.853132530120482)","(26.0, 40.0, 36.166666666666664)","(19.0, 34.0, 33.142857142857146)","(101.0, 240.0, 203.33333333333334)","(12.0, 17.5, 16.7)","(101.0, 430.0, 335.0)","(3.1, 3.5, 3.420967741935484)","(13.0, 20.0, 18.6)"
09-01-2023 19:04:53.079675,"(1.55, 1.86, 1.8518181818181818)","(26.0, 38.0, 37.5)","(19.0, 36.0, 33.6)","(101.0, 240.0, 210.0)","(12.0, 17.5, 17.0)","(101.0, 410.0, 320.0)","(3.1, 3.45, 3.451905829596413)","(13.0, 20.0, 18.8)"
09-01-2023 19:04:54.066508,"(1.55, 1.86, 1.8586315789473684)","(26.0, 38.0, 36.333333333333336)","(19.0, 36.0, 34.25)","(101.0, 230.0, 217.14285714285714)","(12.0, 17.5, 16.807692307692307)","(101.0, 410.0, 268.3333333333333)","(3.1, 3.5, 3.452439024390244)","(13.0, 20.0, 18.8)"
09-01-2023 19:04:55.048612,"(1.55, 1.87, 1.863617021276596)","(26.0, 38.0, 36.333333333333336)","(19.0, 36.0, 34.25)","(101.0, 230.0, 217.14285714285714)","(12.0, 17.5, 16.807692307692307)","(101.0, 410.0, 296.6666666666667)","(3.1, 3.5, 3.452439024390244)","(13.0, 20.0, 18.8)"
09-01-2023 19:04:56.016588,"(1.55, 1.87, 1.8647826086956523)","(26.0, 38.0, 36.333333333333336)","(19.0, 36.0, 34.2)","(101.0, 240.0, 212.0)","(12.0, 17.5, 17.0)","(101.0, 390.0, 310.0)","(3.1, 3.5, 3.4068522483940042)","(13.0, 20.0, 18.8)"
09-01-2023 19:04:56.960993,"(1.55, 1.87, 1.8647826086956523)","(26.0, 38.0, 36.333333333333336)","(19.0, 36.0, 34.2)","(101.0, 230.0, 218.75)","(12.0, 17.5, 16.807692307692307)","(101.0, 370.0, 310.0)","(3.1, 3.45, 3.4014018691588785)","(13.0, 20.0, 18.8)"
09-01-2023 19:04:57.915921,"(1.55, 1.87, 1.8656701030927836)","(26.0, 38.0, 36.333333333333336)","(19.0, 36.0, 34.2)","(101.0, 230.0, 218.75)","(12.0, 17.5, 16.807692307692307)","(101.0, 370.0, 280.0)","(3.1, 3.45, 3.4014018691588785)","(13.0, 20.0, 18.75)"
09-01-2023 19:04:58.885529,"(1.55, 1.87, 1.863)","(26.0, 38.0, 36.421052631578945)","(19.0, 36.0, 35.142857142857146)","(101.0, 240.0, 216.0)","(12.0, 17.5, 17.0)","(101.0, 310.0, 280.0)","(3.1, 3.45, 3.4014018691588785)","(13.0, 20.0, 18.75)"
09-01-2023 19:04:59.855311,"(1.55, 1.87, 1.863)","(26.0, 38.0, 36.421052631578945)","(19.0, 36.0, 35.333333333333336)","(101.0, 230.0, 215.0)","(12.0, 18.5, 17.875)","(101.0, 310.0, 280.0)","(3.1, 3.45, 3.359704641350211)","(13.0, 20.0, 18.75)"
09-01-2023 19:05:00.990738,"(1.55, 1.87, 1.8647368421052632)","(26.0, 38.0, 36.421052631578945)","(20.0, 36.0, 35.375)","(101.0, 230.0, 213.75)","(12.0, 18.0, 17.473684210526315)","(101.0, 310.0, 296.0)","(3.1, 3.45, 3.363519313304721)","(13.0, 20.0, 19.0625)"
09-01-2023 19:05:02.071243,"(1.55, 1.87, 1.8647368421052632)","(26.0, 38.0, 36.421052631578945)","(20.0, 36.0, 35.375)","(101.0, 240.0, 217.14285714285714)","(12.0, 17.5, 17.95)","(101.0, 310.0, 290.0)","(3.1, 3.45, 3.3598253275109173)","(13.0, 20.0, 19.166666666666668)"
09-01-2023 19:05:03.117059,"(1.55, 1.88, 1.8701020408163267)","(26.0, 38.0, 36.421052631578945)","(20.0, 36.0, 35.375)","(101.0, 230.0, 210.9090909090909)","(12.0, 18.0, 17.956521739130434)","(101.0, 310.0, 280.0)","(3.1, 3.45, 3.3615631691648824)","(13.0, 20.0, 19.196428571428573)"
09-01-2023 19:05:04.297607,"(1.55, 1.88, 1.8701010101010103)","(26.0, 38.0, 36.421052631578945)","(20.0, 36.0, 35.375)","(101.0, 230.0, 217.14285714285714)","(12.0, 18.0, 17.814814814814813)","(101.0, 310.0, 280.0)","(3.1, 3.45, 3.3615631691648824)","(13.0, 20.0, 19.22222222222222)"
09-01-2023 19:05:05.382061,"(1.55, 1.88, 1.8705769230769231)","(26.0, 38.0, 36.421052631578945)","(20.0, 36.0, 35.6)","(101.0, 230.0, 217.14285714285714)","(12.0, 18.0, 17.214285714285715)","(101.0, 310.0, 275.0)","(3.1, 3.45, 3.361713665943601)","(13.0, 20.0, 19.444444444444443)"
09-01-2023 19:05:06.370601,"(1.55, 1.88, 1.8704040404040405)","(26.0, 38.0, 36.421052631578945)","(20.0, 36.0, 35.2)","(101.0, 230.0, 217.14285714285714)","(12.0, 17.5, 16.714285714285715)","(101.0, 310.0, 275.0)","(3.1, 3.45, 3.3647887323943664)","(13.0, 20.0, 19.285714285714285)"
09-01-2023 19:05:07.403187,"(1.55, 1.88, 1.8707777777777779)","(26.0, 38.0, 36.34782608695652)","(20.0, 36.0, 34.758620689655174)","(101.0, 230.0, 217.14285714285714)","(12.0, 17.0, 16.714285714285715)","(101.0, 310.0, 266.6666666666667)","(3.1, 3.45, 3.368791946308725)","(13.0, 20.0, 19.25)"
09-01-2023 19:05:08.476162,"(1.55, 1.88, 1.8713978494623658)","(26.0, 38.0, 36.421052631578945)","(20.0, 34.0, 33.333333333333336)","(101.0, 230.0, 220.0)","(12.0, 17.0, 17.444444444444443)","(101.0, 300.0, 274.2857142857143)","(3.1, 3.45, 3.3798387096774194)","(13.0, 20.0, 19.636363636363637)"
09-01-2023 19:05:09.542410,"(1.55, 1.9, 1.8811764705882352)","(26.0, 42.0, 38.8)","(20.0, 34.0, 33.25)","(101.0, 230.0, 228.0)","(12.0, 18.0, 17.22222222222222)","(101.0, 300.0, 318.57142857142856)","(3.1, 3.4, 3.352777777777778)","(13.0, 20.0, 20.113636363636363)"
09-01-2023 19:05:10.586440,"(1.55, 1.85, 1.849746835443038)","(26.0, 42.0, 39.09090909090909)","(20.0, 34.0, 32.95652173913044)","(101.0, 240.0, 228.0)","(12.0, 18.0, 17.615384615384617)","(101.0, 350.0, 275.0)","(3.1, 3.4, 3.41063829787234)","(13.0, 21.0, 20.9)"
09-01-2023 19:05:11.639186,"(1.55, 1.86, 1.8493333333333335)","(26.0, 40.0, 37.6)","(20.0, 34.0, 32.95652173913044)","(101.0, 240.0, 228.0)","(12.0, 18.5, 17.615384615384617)","(101.0, 310.0, 286.6666666666667)","(3.1, 3.45, 3.412121212121212)","(13.0, 21.0, 20.833333333333332)"
09-01-2023 19:05:12.681016,"(1.55, 1.86, 1.8498076923076925)","(26.0, 40.0, 37.69230769230769)","(20.0, 34.0, 32.95652173913044)","(101.0, 240.0, 228.0)","(12.0, 18.5, 17.615384615384617)","(101.0, 310.0, 301.25)","(3.1, 3.45, 3.417105263157895)","(13.0, 21.0, 20.714285714285715)"
09-01-2023 19:05:13.698504,"(1.55, 1.86, 1.8498076923076925)","(26.0, 40.0, 37.69230769230769)","(21.0, 34.0, 32.95652173913044)","(101.0, 240.0, 228.0)","(12.0, 18.5, 17.615384615384617)","(101.0, 310.0, 301.25)","(3.1, 3.45, 3.4136363636363636)","(13.0, 21.0, 20.714285714285715)"
09-01-2023 19:05:14.777865,"(1.55, 1.86, 1.8497872340425532)","(26.0, 38.0, 37.76470588235294)","(21.0, 34.0, 32.54545454545455)","(101.0, 240.0, 228.0)","(12.0, 18.5, 17.82)","(101.0, 310.0, 301.25)","(3.1, 3.45, 3.4140625)","(13.0, 21.0, 19.69736842105263)"
