,Westar Commander,Incineration,Nehalem,Mr Beets,Gomez Bale,Orbital Bale,Lovaz Bale,Spaghetti Legs
07-01-2023 19:15:39.056729,"(4.2, 7.8, 7.1)","(9.0, 13.0, 10.960526315789474)","(4.8, 8.8, 7.300000000000001)","(2.25, 2.8, 2.384)","(11.0, 36.0, 33.84615384615385)","(7.5, 16.0, 15.795454545454547)","(21.0, 55.0, 41.68421052631579)","(31.0, 70.0, 44.5)"
07-01-2023 19:15:40.271790,"(4.2, 7.8, 7.1)","(9.0, 13.0, 10.651515151515152)","(4.8, 8.8, 7.300000000000001)","(2.25, 2.8, 2.384)","(11.0, 36.0, 33.84615384615385)","(7.5, 16.0, 15.795454545454547)","(21.0, 55.0, 41.68421052631579)","(31.0, 70.0, 44.5)"
07-01-2023 19:15:41.636531,"(4.2, 7.8, 7.1)","(9.0, 13.0, 10.785714285714286)","(4.8, 8.8, 7.300000000000001)","(2.25, 2.8, 2.384)","(11.0, 36.0, 33.84615384615385)","(7.5, 16.0, 15.795454545454547)","(21.0, 55.0, 41.68421052631579)","(31.0, 70.0, 44.5)"
07-01-2023 19:15:42.790849,"(4.2, 7.8, 7.1)","(9.0, 13.0, 10.785714285714286)","(4.8, 8.8, 7.300000000000001)","(2.25, 2.8, 2.384)","(11.0, 36.0, 33.84615384615385)","(7.5, 16.0, 15.795454545454547)","(21.0, 55.0, 41.68421052631579)","(31.0, 70.0, 44.5)"
07-01-2023 19:15:43.993198,"(4.2, 7.8, 7.1)","(9.0, 13.0, 10.785714285714286)","(4.8, 8.8, 7.300000000000001)","(2.25, 2.8, 2.384)","(11.0, 36.0, 33.84615384615385)","(7.5, 16.0, 15.795454545454547)","(21.0, 55.0, 41.68421052631579)","(31.0, 70.0, 44.5)"
07-01-2023 19:15:45.167486,"(4.2, 7.8, 7.1)","(9.0, 13.0, 10.785714285714286)","(4.8, 8.8, 7.300000000000001)","(2.25, 2.8, 2.384)","(11.0, 36.0, 33.84615384615385)","(7.5, 16.0, 15.795454545454547)","(21.0, 55.0, 41.68421052631579)","(31.0, 70.0, 44.5)"
07-01-2023 19:15:46.374088,"(4.2, 7.8, 7.1)","(9.0, 13.0, 10.785714285714286)","(4.8, 8.8, 7.300000000000001)","(2.25, 2.8, 2.384)","(11.0, 36.0, 33.84615384615385)","(7.5, 16.0, 15.795454545454547)","(21.0, 55.0, 41.68421052631579)","(31.0, 70.0, 44.5)"
07-01-2023 19:15:47.525121,"(4.2, 7.8, 7.1)","(9.0, 13.0, 10.785714285714286)","(4.8, 8.8, 7.300000000000001)","(2.25, 2.8, 2.384)","(11.0, 36.0, 33.84615384615385)","(7.5, 16.0, 15.795454545454547)","(21.0, 55.0, 41.68421052631579)","(31.0, 70.0, 44.5)"
07-01-2023 19:15:48.682485,"(4.2, 7.8, 7.1)","(9.0, 13.0, 10.785714285714286)","(4.8, 8.8, 7.300000000000001)","(2.25, 2.8, 2.384)","(11.0, 36.0, 33.84615384615385)","(7.5, 16.0, 15.795454545454547)","(21.0, 55.0, 41.68421052631579)","(31.0, 70.0, 44.5)"
07-01-2023 19:15:49.874929,"(4.2, 7.8, 7.1)","(9.0, 13.0, 10.785714285714286)","(4.8, 8.8, 7.300000000000001)","(2.25, 2.8, 2.384)","(11.0, 36.0, 33.84615384615385)","(7.5, 16.0, 15.795454545454547)","(21.0, 55.0, 41.68421052631579)","(31.0, 70.0, 44.5)"
07-01-2023 19:15:51.188019,"(4.2, 7.8, 7.1)","(9.0, 13.0, 10.785714285714286)","(4.8, 8.8, 7.300000000000001)","(2.25, 2.8, 2.384)","(11.0, 36.0, 33.84615384615385)","(7.5, 16.0, 15.795454545454547)","(21.0, 55.0, 41.68421052631579)","(31.0, 70.0, 44.5)"
07-01-2023 19:15:52.486520,"(4.2, 7.8, 7.1)","(9.0, 13.0, 10.905405405405405)","(4.8, 8.8, 7.300000000000001)","(2.25, 2.8, 2.384)","(11.0, 36.0, 33.84615384615385)","(7.5, 16.0, 15.795454545454547)","(21.0, 55.0, 41.68421052631579)","(31.0, 70.0, 44.5)"
07-01-2023 19:15:53.862784,"(4.2, 7.8, 7.1)","(9.0, 13.0, 10.905405405405405)","(4.8, 8.8, 7.300000000000001)","(2.25, 2.8, 2.384)","(11.0, 36.0, 33.84615384615385)","(7.5, 16.0, 15.795454545454547)","(21.0, 55.0, 41.68421052631579)","(31.0, 70.0, 44.5)"
07-01-2023 19:15:55.123178,"(4.2, 7.8, 7.1)","(9.0, 13.0, 10.905405405405405)","(4.8, 8.8, 7.300000000000001)","(2.25, 2.8, 2.384)","(11.0, 36.0, 33.84615384615385)","(7.5, 16.0, 15.795454545454547)","(21.0, 55.0, 41.68421052631579)","(31.0, 70.0, 44.5)"
07-01-2023 19:15:56.395504,"(4.2, 7.8, 7.1)","(9.0, 13.0, 10.905405405405405)","(4.8, 8.8, 7.300000000000001)","(2.25, 2.8, 2.384)","(11.0, 36.0, 33.84615384615385)","(7.5, 16.0, 15.795454545454547)","(21.0, 55.0, 41.68421052631579)","(31.0, 70.0, 44.5)"
07-01-2023 19:15:57.620378,"(4.2, 7.8, 7.1)","(9.0, 13.0, 10.905405405405405)","(4.8, 8.8, 7.300000000000001)","(2.25, 2.8, 2.384)","(11.0, 36.0, 33.84615384615385)","(7.5, 16.0, 15.795454545454547)","(21.0, 55.0, 41.68421052631579)","(31.0, 70.0, 44.5)"
07-01-2023 19:15:58.912477,"(4.2, 7.8, 7.1)","(9.0, 13.0, 10.905405405405405)","(4.8, 8.8, 7.300000000000001)","(2.25, 2.8, 2.384)","(11.0, 36.0, 33.84615384615385)","(7.5, 16.0, 15.795454545454547)","(21.0, 55.0, 41.68421052631579)","(31.0, 70.0, 44.5)"
07-01-2023 19:16:00.161862,"(4.2, 7.8, 7.1)","(9.0, 13.0, 10.905405405405405)","(4.8, 8.8, 7.300000000000001)","(2.25, 2.8, 2.384)","(11.0, 36.0, 33.84615384615385)","(7.5, 16.0, 15.795454545454547)","(21.0, 55.0, 41.68421052631579)","(31.0, 70.0, 44.5)"
07-01-2023 19:16:01.441288,"(4.2, 7.8, 7.1)","(9.0, 13.0, 10.905405405405405)","(4.8, 8.8, 7.300000000000001)","(2.25, 2.8, 2.6399999999999997)","(11.0, 36.0, 33.84615384615385)","(7.5, 16.0, 15.795454545454547)","(21.0, 55.0, 41.68421052631579)","(31.0, 70.0, 44.5)"
07-01-2023 19:16:02.792416,"(4.2, 7.8, 7.1)","(9.0, 13.0, 10.905405405405405)","(4.8, 8.8, 7.300000000000001)","(2.25, 2.76, 2.5679999999999996)","(11.0, 36.0, 33.84615384615385)","(7.5, 16.0, 15.795454545454547)","(21.0, 55.0, 41.68421052631579)","(31.0, 70.0, 44.5)"
07-01-2023 19:16:04.058800,"(4.2, 7.8, 7.1)","(9.0, 13.0, 10.905405405405405)","(4.8, 8.8, 7.300000000000001)","(2.25, 2.76, 2.46)","(11.0, 36.0, 33.84615384615385)","(7.5, 16.0, 15.795454545454547)","(21.0, 55.0, 41.68421052631579)","(31.0, 70.0, 44.5)"
07-01-2023 19:16:05.621128,"(4.2, 7.8, 7.1)","(9.0, 13.0, 10.181818181818182)","(4.8, 8.8, 7.300000000000001)","(2.25, 2.76, 2.46)","(11.0, 36.0, 33.84615384615385)","(7.5, 16.0, 15.795454545454547)","(21.0, 55.0, 41.68421052631579)","(31.0, 70.0, 44.5)"
07-01-2023 19:16:06.873172,"(4.2, 7.8, 7.1)","(9.0, 13.0, 10.181818181818182)","(4.8, 8.8, 7.300000000000001)","(2.25, 2.76, 2.3907692307692305)","(11.0, 36.0, 33.84615384615385)","(7.5, 16.0, 15.795454545454547)","(21.0, 55.0, 41.68421052631579)","(31.0, 70.0, 44.5)"
07-01-2023 19:16:08.154939,"(4.2, 7.8, 7.1)","(9.0, 12.5, 11.72857142857143)","(4.8, 8.8, 7.300000000000001)","(2.25, 2.76, 2.3907692307692305)","(11.0, 36.0, 33.84615384615385)","(7.5, 16.0, 15.795454545454547)","(21.0, 55.0, 41.68421052631579)","(31.0, 70.0, 44.5)"
07-01-2023 19:16:09.378193,"(4.2, 7.8, 7.1)","(9.0, 12.5, 11.72857142857143)","(4.8, 8.8, 7.300000000000001)","(2.25, 2.76, 2.3907692307692305)","(11.0, 36.0, 33.84615384615385)","(7.5, 16.0, 15.795454545454547)","(21.0, 55.0, 41.68421052631579)","(31.0, 70.0, 44.5)"
07-01-2023 19:16:10.628490,"(4.2, 7.8, 7.1)","(9.0, 12.5, 11.72857142857143)","(4.8, 8.8, 7.300000000000001)","(2.25, 2.76, 2.3907692307692305)","(11.0, 36.0, 33.84615384615385)","(7.5, 16.0, 15.795454545454547)","(21.0, 55.0, 41.68421052631579)","(31.0, 70.0, 44.5)"
07-01-2023 19:16:12.025786,"(4.2, 7.8, 7.1)","(9.0, 12.5, 11.72857142857143)","(4.8, 8.8, 7.300000000000001)","(2.25, 2.76, 2.3907692307692305)","(11.0, 36.0, 33.84615384615385)","(7.5, 16.0, 15.795454545454547)","(21.0, 55.0, 41.68421052631579)","(31.0, 70.0, 44.5)"
07-01-2023 19:16:13.391770,"(4.2, 7.8, 7.1)","(9.0, 12.5, 11.72857142857143)","(4.8, 8.8, 8.466666666666667)","(2.25, 2.76, 2.3907692307692305)","(11.0, 36.0, 33.84615384615385)","(7.5, 16.0, 15.795454545454547)","(21.0, 55.0, 46.4)","(31.0, 70.0, 48.42857142857143)"
07-01-2023 19:16:14.596979,"(4.2, 7.8, 7.1)","(9.0, 12.5, 11.72857142857143)","(4.8, 8.8, 8.466666666666667)","(2.25, 2.76, 2.3907692307692305)","(11.0, 36.0, 33.84615384615385)","(7.5, 16.0, 15.795454545454547)","(21.0, 50.0, 46.4)","(31.0, 65.0, 57.75)"
07-01-2023 19:16:15.772442,"(4.2, 7.8, 7.1)","(9.0, 12.5, 11.72857142857143)","(4.8, 8.8, 8.466666666666667)","(2.25, 2.76, 2.3907692307692305)","(11.0, 36.0, 33.84615384615385)","(7.5, 16.0, 15.795454545454547)","(21.0, 50.0, 46.4)","(31.0, 65.0, 57.75)"
07-01-2023 19:16:16.868724,"(4.2, 7.8, 7.1)","(9.0, 12.5, 11.72857142857143)","(4.8, 8.8, 8.466666666666667)","(2.25, 2.76, 2.3907692307692305)","(11.0, 36.0, 33.84615384615385)","(7.5, 16.0, 15.795454545454547)","(21.0, 50.0, 46.4)","(31.0, 65.0, 57.75)"
07-01-2023 19:16:18.028512,"(4.2, 7.8, 7.1)","(9.0, 12.5, 11.72857142857143)","(4.8, 8.8, 8.466666666666667)","(2.25, 2.76, 2.3907692307692305)","(11.0, 36.0, 33.84615384615385)","(7.5, 16.0, 15.795454545454547)","(21.0, 50.0, 41.6)","(31.0, 65.0, 45.66666666666667)"
07-01-2023 19:16:19.219288,"(4.2, 7.8, 7.1)","(9.0, 12.5, 10.235483870967743)","(4.8, 8.8, 8.4375)","(2.25, 2.76, 2.3828571428571426)","(11.0, 36.0, 33.84615384615385)","(7.5, 16.0, 15.795454545454547)","(21.0, 50.0, 46.22222222222222)","(31.0, 65.0, 50.25)"
07-01-2023 19:16:20.501122,"(4.2, 7.8, 7.1)","(9.0, 12.0, 10.7)","(4.8, 8.8, 8.4375)","(2.25, 2.76, 2.3828571428571426)","(11.0, 36.0, 33.84615384615385)","(7.5, 16.0, 15.795454545454547)","(21.0, 48.0, 46.22222222222222)","(31.0, 55.0, 47.4)"
07-01-2023 19:16:21.638167,"(4.2, 7.8, 7.1)","(9.0, 12.0, 10.7)","(4.8, 8.8, 8.719444444444445)","(2.25, 2.76, 2.3828571428571426)","(11.0, 36.0, 33.84615384615385)","(7.5, 16.0, 15.795454545454547)","(21.0, 48.0, 41.84615384615385)","(31.0, 55.0, 45.0)"
07-01-2023 19:16:22.914471,"(4.2, 7.8, 7.1)","(9.0, 12.0, 10.266666666666667)","(4.8, 8.8, 8.719444444444445)","(2.25, 2.76, 2.6100000000000003)","(11.0, 36.0, 33.84615384615385)","(7.5, 16.0, 15.795454545454547)","(21.0, 48.0, 44.44444444444444)","(31.0, 60.0, 52.375)"
07-01-2023 19:16:24.081234,"(4.2, 7.8, 7.1)","(9.0, 12.0, 10.266666666666667)","(4.8, 8.8, 7.4)","(2.25, 2.72, 2.6100000000000003)","(11.0, 36.0, 33.84615384615385)","(7.5, 16.0, 15.804347826086957)","(21.0, 46.0, 44.44444444444444)","(31.0, 55.0, 52.375)"
07-01-2023 19:16:25.451519,"(4.2, 7.8, 7.1)","(9.0, 12.0, 9.616666666666667)","(4.8, 8.8, 7.4)","(2.25, 2.72, 2.544)","(11.0, 36.0, 33.84615384615385)","(7.5, 16.0, 15.804347826086957)","(21.0, 46.0, 41.333333333333336)","(31.0, 55.0, 46.25)"
07-01-2023 19:16:26.757245,"(4.2, 7.8, 7.1)","(9.0, 12.0, 9.616666666666667)","(4.8, 8.8, 7.4)","(2.25, 2.72, 2.445)","(11.0, 36.0, 33.84615384615385)","(7.5, 16.0, 15.804347826086957)","(21.0, 46.0, 42.666666666666664)","(31.0, 55.0, 48.0)"
07-01-2023 19:16:27.951647,"(4.2, 7.8, 7.1)","(9.0, 12.0, 9.616666666666667)","(4.8, 8.8, 7.4)","(2.25, 2.72, 2.445)","(11.0, 36.0, 33.84615384615385)","(7.5, 16.0, 15.804347826086957)","(21.0, 44.0, 40.72727272727273)","(31.0, 50.0, 36.285714285714285)"
07-01-2023 19:16:29.289645,"(4.2, 7.8, 7.1)","(9.0, 12.0, 9.616666666666667)","(4.8, 8.8, 8.644444444444446)","(2.25, 2.72, 2.445)","(11.0, 36.0, 33.84615384615385)","(7.5, 16.0, 15.804347826086957)","(21.0, 44.0, 40.72727272727273)","(31.0, 50.0, 41.0)"
07-01-2023 19:16:30.742564,"(4.2, 7.8, 7.1)","(9.0, 12.0, 9.616666666666667)","(4.8, 8.8, 8.475000000000001)","(2.25, 2.72, 2.58)","(11.0, 36.0, 33.84615384615385)","(7.5, 16.0, 15.804347826086957)","(21.0, 44.0, 40.72727272727273)","(31.0, 48.0, 41.0)"
07-01-2023 19:16:32.025229,"(4.2, 7.8, 7.1)","(9.0, 12.0, 9.616666666666667)","(4.8, 8.8, 8.475000000000001)","(2.25, 2.68, 2.58)","(11.0, 36.0, 33.84615384615385)","(7.5, 16.0, 15.804347826086957)","(21.0, 44.0, 39.5)","(31.0, 48.0, 36.0)"
07-01-2023 19:16:33.237104,"(4.2, 7.8, 7.1)","(9.0, 12.0, 9.616666666666667)","(4.8, 8.8, 8.475000000000001)","(2.25, 2.68, 2.58)","(11.0, 36.0, 33.84615384615385)","(7.5, 16.0, 15.804347826086957)","(21.0, 44.0, 39.5)","(31.0, 48.0, 40.0)"
07-01-2023 19:16:34.515601,"(4.2, 7.8, 7.1)","(9.0, 12.0, 9.616666666666667)","(4.8, 8.8, 8.71875)","(2.25, 2.68, 2.6275)","(11.0, 36.0, 33.84615384615385)","(7.5, 16.0, 15.804347826086957)","(21.0, 44.0, 39.5)","(31.0, 46.0, 43.66666666666667)"
07-01-2023 19:16:35.763795,"(4.2, 7.8, 7.1)","(9.0, 12.0, 9.568421052631578)","(4.8, 8.8, 7.6000000000000005)","(2.25, 2.68, 2.6275)","(11.0, 36.0, 33.84615384615385)","(7.5, 16.0, 15.804347826086957)","(21.0, 44.0, 39.5)","(31.0, 46.0, 43.66666666666667)"
07-01-2023 19:16:36.981982,"(4.2, 7.8, 7.1)","(9.0, 12.0, 10.4)","(4.8, 8.8, 8.457142857142857)","(2.25, 2.68, 2.6275)","(11.0, 36.0, 33.84615384615385)","(7.5, 16.0, 15.804347826086957)","(21.0, 44.0, 39.5)","(31.0, 46.0, 43.66666666666667)"
07-01-2023 19:16:38.257449,"(4.2, 7.8, 7.1)","(9.0, 11.0, 10.4)","(4.8, 8.8, 8.457142857142857)","(2.25, 2.68, 2.6275)","(11.0, 36.0, 33.84615384615385)","(7.5, 16.0, 15.804347826086957)","(21.0, 44.0, 39.5)","(31.0, 46.0, 42.0)"
07-01-2023 19:16:39.595833,"(4.2, 7.8, 7.1)","(9.0, 11.0, 10.4)","(4.8, 8.8, 8.457142857142857)","(2.25, 2.68, 2.6275)","(11.0, 36.0, 33.84615384615385)","(7.5, 16.0, 15.8125)","(21.0, 44.0, 39.5)","(31.0, 44.0, 42.0)"
07-01-2023 19:16:41.343923,"(4.2, 7.8, 7.1)","(9.0, 11.0, 10.4)","(4.8, 8.8, 8.457142857142857)","(2.25, 2.68, 2.6275)","(11.0, 36.0, 33.84615384615385)","(7.5, 16.0, 15.8125)","(21.0, 44.0, 39.5)","(31.0, 44.0, 42.0)"
07-01-2023 19:16:42.842186,"(4.2, 7.8, 7.1)","(9.0, 11.0, 10.4)","(4.8, 8.8, 8.485714285714286)","(2.25, 2.68, 2.6275)","(11.0, 36.0, 29.333333333333332)","(7.5, 16.0, 15.8125)","(21.0, 44.0, 39.5)","(31.0, 44.0, 37.45454545454545)"
07-01-2023 19:16:44.460957,"(4.2, 7.8, 7.1)","(9.0, 11.0, 9.942857142857143)","(4.8, 8.8, 8.485714285714286)","(2.25, 2.68, 2.6275)","(11.0, 30.0, 28.76923076923077)","(7.5, 16.0, 15.8125)","(21.0, 44.0, 39.5)","(31.0, 44.0, 37.45454545454545)"
07-01-2023 19:16:45.996755,"(4.2, 7.8, 7.1)","(9.0, 10.5, 9.942857142857143)","(4.8, 8.8, 8.718518518518518)","(2.25, 2.68, 2.5925000000000002)","(11.0, 30.0, 27.866666666666667)","(7.5, 16.0, 15.8125)","(21.0, 44.0, 39.5)","(31.0, 44.0, 37.45454545454545)"
07-01-2023 19:16:47.449059,"(4.2, 7.8, 7.1)","(9.0, 10.5, 9.942857142857143)","(4.8, 8.8, 8.718518518518518)","(2.25, 2.64, 2.5925000000000002)","(11.0, 30.0, 27.866666666666667)","(7.5, 16.0, 15.8125)","(21.0, 44.0, 39.5)","(31.0, 44.0, 37.45454545454545)"
07-01-2023 19:16:48.857302,"(4.2, 7.8, 7.1)","(9.0, 10.5, 9.942857142857143)","(4.8, 8.8, 8.718518518518518)","(2.25, 2.64, 2.5925000000000002)","(11.0, 30.0, 27.866666666666667)","(7.5, 16.0, 15.8125)","(21.0, 44.0, 39.5)","(31.0, 44.0, 37.53846153846154)"
07-01-2023 19:16:50.333174,"(4.2, 7.8, 7.1)","(9.0, 10.5, 9.237142857142857)","(4.8, 8.8, 8.718518518518518)","(2.25, 2.64, 2.5925000000000002)","(11.0, 30.0, 27.866666666666667)","(7.5, 16.0, 15.8125)","(21.0, 44.0, 39.5)","(31.0, 44.0, 40.285714285714285)"
07-01-2023 19:16:51.789472,"(4.2, 7.8, 7.1)","(9.0, 10.5, 9.237142857142857)","(4.8, 8.8, 8.5)","(2.25, 2.64, 2.5925000000000002)","(11.0, 30.0, 27.866666666666667)","(7.5, 16.0, 15.8125)","(21.0, 44.0, 39.5)","(31.0, 42.0, 40.285714285714285)"
07-01-2023 19:16:53.320755,"(4.2, 7.8, 7.1)","(9.0, 10.5, 9.237142857142857)","(4.8, 8.8, 8.704761904761906)","(2.25, 2.64, 2.5925000000000002)","(11.0, 30.0, 27.866666666666667)","(7.5, 16.0, 15.8125)","(21.0, 44.0, 39.5)","(31.0, 42.0, 35.53846153846154)"
07-01-2023 19:16:55.055101,"(4.2, 7.8, 7.1)","(9.0, 10.5, 9.066666666666666)","(4.8, 8.8, 8.704761904761906)","(2.25, 2.64, 2.5925000000000002)","(11.0, 30.0, 27.866666666666667)","(7.5, 16.0, 15.8125)","(21.0, 44.0, 39.5)","(31.0, 42.0, 33.6)"
07-01-2023 19:16:56.591880,"(4.2, 7.8, 7.1)","(9.0, 10.0, 8.677777777777777)","(4.8, 8.8, 7.9)","(2.25, 2.64, 2.5925000000000002)","(11.0, 30.0, 27.866666666666667)","(7.5, 16.0, 15.8125)","(21.0, 44.0, 39.5)","(31.0, 42.0, 33.6)"
07-01-2023 19:16:58.171719,"(4.2, 7.8, 7.1)","(9.0, 10.0, 8.677777777777777)","(4.8, 8.8, 7.9)","(2.25, 2.64, 2.5925000000000002)","(11.0, 30.0, 27.866666666666667)","(7.5, 16.0, 15.764705882352942)","(21.0, 44.0, 39.5)","(31.0, 42.0, 33.6)"
07-01-2023 19:16:59.779915,"(4.2, 7.8, 7.1)","(9.0, 10.0, 8.839024390243901)","(4.8, 8.8, 7.9)","(2.25, 2.64, 2.5925000000000002)","(11.0, 30.0, 27.866666666666667)","(7.5, 16.0, 14.833333333333334)","(21.0, 44.0, 39.5)","(31.0, 42.0, 33.6)"
07-01-2023 19:17:01.257151,"(4.2, 7.8, 7.1)","(9.0, 10.0, 8.639999999999999)","(4.8, 8.8, 7.9)","(2.25, 2.64, 2.5925000000000002)","(11.0, 30.0, 27.866666666666667)","(7.5, 16.0, 14.833333333333334)","(21.0, 44.0, 39.5)","(31.0, 42.0, 33.6)"
07-01-2023 19:17:02.802781,"(4.2, 7.8, 7.1)","(9.0, 10.0, 8.639999999999999)","(4.8, 8.8, 7.9)","(2.25, 2.64, 2.5925000000000002)","(11.0, 30.0, 26.0)","(7.5, 16.0, 14.833333333333334)","(21.0, 44.0, 39.5)","(31.0, 42.0, 33.6)"
07-01-2023 19:17:04.215983,"(4.2, 7.8, 7.1)","(9.0, 10.0, 8.639999999999999)","(4.8, 8.8, 7.9)","(2.25, 2.64, 2.5925000000000002)","(11.0, 30.0, 26.0)","(7.5, 16.0, 14.833333333333334)","(21.0, 44.0, 39.5)","(31.0, 42.0, 33.6)"
07-01-2023 19:17:05.580164,"(4.2, 7.8, 7.1)","(9.0, 10.0, 8.639999999999999)","(4.8, 8.8, 7.9)","(2.25, 2.64, 2.5925000000000002)","(11.0, 30.0, 26.0)","(7.5, 16.0, 14.833333333333334)","(21.0, 44.0, 39.5)","(31.0, 42.0, 33.6)"
07-01-2023 19:17:06.966995,"(4.2, 7.8, 7.1)","(9.0, 10.0, 8.639999999999999)","(4.8, 8.8, 7.9)","(2.25, 2.64, 2.5925000000000002)","(11.0, 30.0, 26.0)","(7.5, 16.0, 14.833333333333334)","(21.0, 44.0, 39.5)","(31.0, 42.0, 33.6)"
07-01-2023 19:17:08.319889,"(4.2, 7.8, 7.1)","(9.0, 10.0, 8.639999999999999)","(4.8, 8.8, 7.9)","(2.25, 2.64, 2.5575)","(11.0, 30.0, 26.0)","(7.5, 16.0, 14.833333333333334)","(21.0, 44.0, 39.5)","(31.0, 42.0, 33.6)"
07-01-2023 19:17:09.638200,"(4.2, 7.8, 7.1)","(9.0, 10.0, 8.639999999999999)","(4.8, 8.8, 7.9)","(2.25, 2.6, 2.5575)","(11.0, 30.0, 26.0)","(7.5, 16.0, 14.833333333333334)","(21.0, 44.0, 39.5)","(31.0, 42.0, 33.6)"
07-01-2023 19:17:10.915578,"(4.2, 7.8, 7.1)","(9.0, 10.0, 8.639999999999999)","(4.8, 8.8, 7.9)","(2.25, 2.6, 2.5575)","(11.0, 30.0, 26.0)","(7.5, 16.0, 14.833333333333334)","(21.0, 44.0, 39.5)","(31.0, 42.0, 33.6)"
07-01-2023 19:17:12.171085,"(4.2, 7.8, 7.1)","(9.0, 10.0, 8.64)","(4.8, 8.8, 7.9)","(2.25, 2.6, 2.5575)","(11.0, 30.0, 26.0)","(7.5, 16.0, 14.833333333333334)","(21.0, 44.0, 39.5)","(31.0, 42.0, 33.6)"
07-01-2023 19:17:13.479438,"(4.2, 7.8, 7.1)","(9.0, 10.0, 8.64)","(4.8, 8.8, 7.9)","(2.25, 2.6, 2.5575)","(11.0, 30.0, 26.0)","(7.5, 16.0, 14.833333333333334)","(21.0, 44.0, 39.5)","(31.0, 42.0, 33.6)"
07-01-2023 19:17:14.827340,"(4.2, 7.8, 7.1)","(9.0, 9.6, 8.742857142857144)","(4.8, 8.8, 7.9)","(2.25, 2.6, 2.5575)","(11.0, 30.0, 26.0)","(7.5, 16.0, 14.833333333333334)","(21.0, 44.0, 39.5)","(31.0, 42.0, 33.6)"
07-01-2023 19:17:16.111194,"(4.2, 7.8, 7.1)","(9.0, 9.6, 8.742857142857144)","(4.8, 8.8, 7.9)","(2.25, 2.6, 2.5575)","(11.0, 30.0, 26.0)","(7.5, 16.0, 14.833333333333334)","(21.0, 44.0, 39.5)","(31.0, 42.0, 33.6)"
07-01-2023 19:17:17.363037,"(4.2, 7.8, 7.1)","(9.0, 9.6, 8.742857142857144)","(4.8, 8.8, 7.9)","(2.25, 2.6, 2.5575)","(11.0, 30.0, 26.0)","(7.5, 16.0, 14.833333333333334)","(21.0, 44.0, 39.5)","(31.0, 42.0, 33.6)"
07-01-2023 19:17:18.631234,"(4.2, 7.8, 7.1)","(9.0, 9.6, 8.472727272727273)","(4.8, 8.8, 7.9)","(2.25, 2.6, 2.5575)","(11.0, 30.0, 26.0)","(7.5, 16.0, 14.833333333333334)","(21.0, 44.0, 39.5)","(31.0, 42.0, 33.6)"
07-01-2023 19:17:19.960012,"(4.2, 7.8, 7.1)","(9.0, 9.6, 8.685714285714287)","(4.8, 8.8, 7.9)","(2.25, 2.6, 2.5575)","(11.0, 30.0, 26.0)","(7.5, 16.0, 14.833333333333334)","(21.0, 44.0, 39.5)","(31.0, 42.0, 33.6)"
07-01-2023 19:17:21.332019,"(4.2, 7.8, 7.1)","(9.0, 9.4, 8.628571428571428)","(4.8, 8.8, 7.9)","(2.25, 2.6, 2.5575)","(11.0, 30.0, 26.0)","(7.5, 16.0, 14.833333333333334)","(21.0, 44.0, 39.5)","(31.0, 42.0, 33.6)"
07-01-2023 19:17:22.643646,"(4.2, 7.8, 7.6)","(9.0, 9.2, 8.964705882352941)","(4.8, 8.8, 7.128571428571429)","(2.25, 2.6, 2.5575)","(11.0, 30.0, 26.0)","(7.5, 16.0, 14.833333333333334)","(21.0, 44.0, 39.5)","(31.0, 42.0, 33.6)"
07-01-2023 19:17:23.983929,"(4.2, 7.8, 7.6)","(9.0, 9.2, 8.964705882352941)","(4.8, 8.8, 7.8)","(2.25, 2.6, 2.5811111111111114)","(11.0, 30.0, 28.22222222222222)","(7.5, 16.0, 13.038461538461538)","(21.0, 44.0, 39.5)","(31.0, 42.0, 33.6)"
07-01-2023 19:17:25.211682,"(4.2, 7.8, 7.6)","(9.0, 9.2, 8.964705882352941)","(4.8, 8.6, 7.8)","(2.25, 2.6, 2.5811111111111114)","(11.0, 30.0, 28.4)","(7.5, 16.0, 13.038461538461538)","(21.0, 44.0, 35.333333333333336)","(31.0, 42.0, 36.4)"
07-01-2023 19:17:26.528922,"(4.2, 7.8, 7.6)","(9.0, 9.2, 8.537142857142857)","(4.8, 8.6, 7.8)","(2.25, 2.6, 2.5811111111111114)","(11.0, 30.0, 26.0)","(7.5, 16.0, 13.038461538461538)","(21.0, 44.0, 39.142857142857146)","(31.0, 42.0, 38.705882352941174)"
07-01-2023 19:17:27.855553,"(4.2, 7.8, 7.6)","(9.0, 9.2, 8.537142857142857)","(4.8, 8.6, 7.8)","(2.25, 2.6, 2.5811111111111114)","(11.0, 30.0, 26.0)","(7.5, 16.0, 13.038461538461538)","(21.0, 42.0, 39.142857142857146)","(31.0, 42.0, 38.705882352941174)"
07-01-2023 19:17:29.163840,"(4.2, 7.8, 7.6)","(9.0, 9.2, 8.537142857142857)","(4.8, 8.6, 7.8)","(2.25, 2.6, 2.5811111111111114)","(11.0, 30.0, 26.0)","(7.5, 16.0, 13.038461538461538)","(21.0, 42.0, 37.0)","(31.0, 42.0, 38.705882352941174)"
07-01-2023 19:17:30.510573,"(4.2, 7.8, 7.6)","(9.0, 9.2, 8.537142857142857)","(4.8, 8.6, 7.8)","(2.25, 2.6, 2.5433333333333334)","(11.0, 30.0, 27.0)","(7.5, 16.0, 13.038461538461538)","(21.0, 42.0, 38.25)","(31.0, 42.0, 38.705882352941174)"
