,Roxy Danger,Air Head,Tah Tracey,Good Chat,Buckle Up Lila,Primal Dancer,Lyncar Kath,Law Abiding
10-01-2023 12:02:44.207858,"(4.0, 5.4, 5.253932584269663)","(3.5, 4.1, 4.01875)","(3.0, 3.3, 3.2333333333333334)","(7.0, 8.2, 8.036363636363637)","(7.0, 12.0, 11.36)","(31.0, 40.0, 37.21739130434783)","(71.0, 160.0, 145.83333333333334)","(31.0, 55.0, 51.294117647058826)"
10-01-2023 12:02:45.355590,"(4.0, 5.4, 5.253932584269663)","(3.5, 4.2, 4.017647058823529)","(3.0, 3.3, 3.2306818181818184)","(7.0, 8.2, 7.9375)","(7.0, 12.0, 11.61111111111111)","(31.0, 40.0, 37.333333333333336)","(71.0, 150.0, 145.83333333333334)","(31.0, 55.0, 51.5)"
10-01-2023 12:02:46.457400,"(4.0, 5.4, 5.233333333333333)","(3.5, 4.2, 4.062222222222222)","(3.0, 3.25, 3.2306818181818184)","(7.0, 8.2, 7.9375)","(7.0, 12.0, 11.605263157894736)","(31.0, 40.0, 37.333333333333336)","(71.0, 150.0, 145.83333333333334)","(31.0, 55.0, 49.75)"
10-01-2023 12:02:47.562373,"(4.0, 5.4, 5.250574712643679)","(3.5, 4.1, 4.083333333333333)","(3.0, 3.3, 3.259259259259259)","(7.0, 8.2, 7.96774193548387)","(7.0, 12.0, 11.605263157894736)","(31.0, 40.0, 37.333333333333336)","(71.0, 150.0, 145.0)","(31.0, 55.0, 51.5)"
10-01-2023 12:02:48.695829,"(4.0, 5.4, 5.250574712643679)","(3.5, 4.1, 4.083333333333333)","(3.0, 3.3, 3.250793650793651)","(7.0, 8.2, 8.27142857142857)","(7.0, 12.0, 11.642857142857142)","(31.0, 40.0, 37.44)","(71.0, 150.0, 136.66666666666666)","(31.0, 55.0, 51.5)"
10-01-2023 12:02:49.738468,"(4.0, 5.3, 5.218181818181818)","(3.5, 4.1, 4.053846153846154)","(3.0, 3.3, 3.2294117647058824)","(7.0, 8.6, 8.399999999999999)","(7.0, 12.0, 11.635593220338983)","(31.0, 40.0, 37.5)","(71.0, 150.0, 121.9047619047619)","(31.0, 55.0, 52.1875)"
10-01-2023 12:02:50.846070,"(4.0, 5.1, 5.028125)","(3.5, 4.2, 4.038095238095238)","(3.0, 3.35, 3.263157894736842)","(7.0, 8.6, 8.530434782608696)","(7.0, 12.5, 11.81081081081081)","(31.0, 40.0, 38.30769230769231)","(71.0, 160.0, 124.70588235294117)","(31.0, 55.0, 52.5)"
10-01-2023 12:02:51.969185,"(4.0, 5.1, 5.034751773049646)","(3.5, 4.1, 4.067948717948718)","(3.0, 3.35, 3.263157894736842)","(7.0, 8.6, 8.328813559322032)","(7.0, 12.5, 11.7987012987013)","(31.0, 40.0, 37.904761904761905)","(71.0, 160.0, 122.3529411764706)","(31.0, 55.0, 52.5)"
10-01-2023 12:02:53.052088,"(4.0, 5.1, 5.041666666666666)","(3.5, 4.1, 4.070454545454545)","(3.0, 3.35, 3.3092592592592593)","(7.0, 8.6, 8.317241379310344)","(7.0, 12.5, 11.791139240506329)","(31.0, 40.0, 37.904761904761905)","(71.0, 160.0, 122.5)","(31.0, 55.0, 53.8)"
10-01-2023 12:02:54.150435,"(4.0, 5.3, 5.235294117647059)","(3.5, 4.0, 3.9659574468085106)","(3.0, 3.35, 3.3156250000000003)","(7.0, 8.6, 8.35135135135135)","(7.0, 12.5, 11.791139240506329)","(31.0, 40.0, 37.904761904761905)","(71.0, 160.0, 113.125)","(31.0, 55.0, 53.8)"
10-01-2023 12:02:55.253358,"(4.0, 5.3, 5.23695652173913)","(3.5, 3.95, 3.9171428571428573)","(3.0, 3.35, 3.2454545454545456)","(7.0, 8.6, 8.42909090909091)","(7.0, 12.5, 12.45)","(31.0, 40.0, 36.61538461538461)","(71.0, 160.0, 120.0)","(31.0, 55.0, 53.8)"
10-01-2023 12:02:56.335789,"(4.0, 5.3, 5.251515151515152)","(3.5, 3.95, 3.910344827586207)","(3.0, 3.3, 3.197802197802198)","(7.0, 8.6, 8.323809523809524)","(7.0, 12.5, 12.37037037037037)","(31.0, 40.0, 36.666666666666664)","(71.0, 160.0, 112.94117647058823)","(31.0, 55.0, 50.0)"
10-01-2023 12:02:57.465741,"(4.0, 5.2, 5.184615384615385)","(3.5, 4.3, 4.293145161290322)","(3.0, 3.2, 3.197802197802198)","(7.0, 8.4, 8.309090909090909)","(7.0, 13.0, 12.384615384615385)","(31.0, 40.0, 36.25)","(71.0, 160.0, 112.94117647058823)","(31.0, 55.0, 51.785714285714285)"
10-01-2023 12:02:58.547355,"(4.0, 5.2, 5.1567567567567565)","(3.5, 4.3, 4.293625498007968)","(3.0, 3.2, 3.185714285714286)","(7.0, 8.4, 8.2)","(7.0, 13.0, 12.40625)","(31.0, 40.0, 36.666666666666664)","(71.0, 160.0, 115.88235294117646)","(31.0, 55.0, 50.0)"
10-01-2023 12:02:59.687334,"(4.0, 5.2, 5.149333333333334)","(3.5, 4.4, 4.3768656716417915)","(3.0, 3.2, 3.15375)","(7.0, 8.2, 7.9818181818181815)","(7.0, 13.0, 12.419354838709678)","(31.0, 38.0, 36.666666666666664)","(71.0, 160.0, 142.0)","(31.0, 55.0, 53.166666666666664)"
10-01-2023 12:03:00.813109,"(4.0, 4.9, 4.8961538461538465)","(3.5, 4.3, 4.287793427230047)","(3.0, 3.35, 3.339240506329114)","(7.0, 8.2, 7.8999999999999995)","(7.0, 12.5, 12.426229508196721)","(31.0, 38.0, 36.666666666666664)","(71.0, 150.0, 142.0)","(31.0, 55.0, 50.76923076923077)"
10-01-2023 12:03:01.934378,"(4.0, 4.9, 4.891666666666667)","(3.4, 4.3, 4.289705882352941)","(3.0, 3.4, 3.2607142857142857)","(7.0, 8.2, 7.904615384615385)","(7.0, 13.0, 12.457142857142857)","(31.0, 38.0, 36.666666666666664)","(71.0, 150.0, 136.66666666666666)","(31.0, 55.0, 51.294117647058826)"
10-01-2023 12:03:03.109048,"(4.0, 5.0, 4.856097560975609)","(3.4, 4.3, 4.278787878787878)","(3.0, 3.3, 3.2772727272727273)","(7.0, 8.2, 7.904615384615385)","(7.0, 13.0, 12.457142857142857)","(31.0, 38.0, 36.666666666666664)","(71.0, 150.0, 117.61904761904762)","(31.0, 55.0, 49.75)"
10-01-2023 12:03:04.282893,"(4.0, 5.0, 4.874358974358974)","(3.4, 4.2, 4.193181818181818)","(3.0, 3.3, 3.279166666666667)","(7.0, 8.2, 8.008)","(7.5, 13.0, 12.435483870967742)","(31.0, 38.0, 36.666666666666664)","(71.0, 150.0, 114.21052631578948)","(31.0, 55.0, 49.75)"
10-01-2023 12:03:05.435926,"(4.0, 5.0, 4.912727272727273)","(3.4, 4.2, 4.034013605442177)","(3.0, 3.3, 3.2984375)","(7.0, 8.2, 8.094545454545454)","(7.5, 13.0, 12.515151515151516)","(31.0, 38.0, 36.666666666666664)","(71.0, 150.0, 114.21052631578948)","(31.0, 55.0, 51.294117647058826)"
10-01-2023 12:03:06.630454,"(4.0, 5.0, 4.9655172413793105)","(3.4, 4.2, 4.088888888888889)","(3.0, 3.35, 3.2797297297297296)","(7.0, 8.2, 8.216666666666667)","(7.5, 13.0, 12.515151515151516)","(31.0, 38.0, 36.666666666666664)","(71.0, 150.0, 126.0)","(31.0, 55.0, 49.46153846153846)"
10-01-2023 12:03:07.705654,"(4.0, 5.0, 4.9655172413793105)","(3.4, 4.1, 4.088888888888889)","(3.0, 3.35, 3.233783783783784)","(7.0, 8.4, 8.338461538461537)","(7.5, 13.0, 12.482758620689655)","(31.0, 38.0, 36.666666666666664)","(71.0, 130.0, 126.0)","(31.0, 55.0, 49.46153846153846)"
10-01-2023 12:03:08.809576,"(4.0, 5.1, 4.97)","(3.4, 4.0, 4.048076923076923)","(3.0, 3.3, 3.229047619047619)","(7.0, 8.6, 8.7)","(7.5, 13.0, 12.539473684210526)","(31.0, 38.0, 37.333333333333336)","(71.0, 130.0, 123.33333333333333)","(31.0, 55.0, 51.0)"
10-01-2023 12:03:09.897655,"(4.0, 5.1, 5.012)","(3.4, 4.1, 4.063265306122449)","(3.0, 3.25, 3.229047619047619)","(7.0, 8.8, 8.625)","(7.5, 13.0, 12.525641025641026)","(31.0, 38.0, 37.2)","(71.0, 130.0, 126.0)","(31.0, 55.0, 49.46153846153846)"
10-01-2023 12:03:10.973622,"(4.0, 5.1, 5.09375)","(3.4, 4.1, 4.012727272727273)","(3.0, 3.3, 3.256818181818182)","(7.0, 8.8, 8.506666666666668)","(7.5, 13.0, 12.546666666666667)","(31.0, 38.0, 36.666666666666664)","(71.0, 130.0, 126.0)","(31.0, 55.0, 49.46153846153846)"
10-01-2023 12:03:12.183262,"(4.0, 5.2, 5.066666666666666)","(3.4, 4.1, 4.014473684210526)","(3.0, 3.3, 3.241121495327103)","(7.0, 8.8, 8.45)","(7.5, 13.0, 12.525641025641026)","(31.0, 38.0, 36.25)","(71.0, 130.0, 120.0)","(31.0, 55.0, 51.0)"
10-01-2023 12:03:13.342473,"(4.0, 5.2, 5.101754385964912)","(3.4, 4.1, 3.9544776119402987)","(3.0, 3.3, 3.263768115942029)","(7.0, 8.6, 8.523076923076923)","(7.5, 13.0, 12.525641025641026)","(31.0, 40.0, 36.8421052631579)","(71.0, 130.0, 118.0)","(31.0, 55.0, 49.46153846153846)"
10-01-2023 12:03:14.534766,"(4.0, 5.2, 5.105084745762712)","(3.4, 4.1, 3.9765822784810125)","(3.0, 3.3, 3.2745454545454544)","(7.0, 8.6, 8.351724137931035)","(7.5, 13.0, 12.512820512820513)","(31.0, 40.0, 36.8421052631579)","(71.0, 120.0, 118.0)","(31.0, 55.0, 49.46153846153846)"
10-01-2023 12:03:15.701648,"(4.0, 5.2, 5.126086956521739)","(3.4, 4.1, 3.9765822784810125)","(3.0, 3.3, 3.275961538461538)","(7.0, 8.6, 8.266666666666667)","(7.5, 13.0, 12.512820512820513)","(31.0, 40.0, 36.25)","(71.0, 120.0, 115.0)","(31.0, 55.0, 51.0)"
10-01-2023 12:03:16.908468,"(4.0, 5.3, 5.211363636363637)","(3.4, 4.0, 3.9916666666666663)","(3.0, 3.3, 3.25625)","(7.0, 8.4, 8.48)","(7.5, 13.0, 11.011627906976745)","(31.0, 40.0, 37.333333333333336)","(71.0, 120.0, 112.85714285714286)","(31.0, 55.0, 52.3)"
10-01-2023 12:03:18.072036,"(4.0, 5.4, 5.254545454545455)","(3.4, 4.1, 4.06)","(3.0, 3.3, 3.253191489361702)","(7.0, 8.8, 8.614634146341464)","(7.5, 11.5, 11.340909090909092)","(31.0, 40.0, 37.333333333333336)","(71.0, 150.0, 124.0)","(31.0, 55.0, 53.875)"
10-01-2023 12:03:19.208230,"(4.0, 5.4, 5.254545454545455)","(3.4, 4.1, 4.097241379310344)","(3.0, 3.3, 3.248235294117647)","(7.0, 8.8, 8.614634146341464)","(7.5, 11.5, 11.219626168224298)","(31.0, 40.0, 37.91304347826087)","(71.0, 150.0, 124.0)","(31.0, 55.0, 53.875)"
10-01-2023 12:03:20.311848,"(4.0, 5.3, 5.257575757575758)","(3.4, 4.2, 4.164243614931238)","(3.0, 3.3, 3.2463414634146344)","(7.0, 8.8, 8.504761904761905)","(7.5, 11.5, 11.169565217391304)","(31.0, 40.0, 37.91304347826087)","(71.0, 150.0, 124.0)","(31.0, 55.0, 53.875)"
10-01-2023 12:03:21.428517,"(4.0, 5.4, 5.283870967741936)","(3.4, 4.2, 4.15893536121673)","(3.0, 3.3, 3.2463414634146344)","(7.0, 8.6, 8.504761904761905)","(7.5, 11.5, 11.152542372881356)","(31.0, 40.0, 38.31578947368421)","(71.0, 150.0, 119.41176470588235)","(31.0, 55.0, 53.875)"
10-01-2023 12:03:22.580483,"(4.0, 5.4, 5.288695652173914)","(3.4, 4.2, 4.15893536121673)","(3.0, 3.3, 3.2463414634146344)","(7.0, 8.6, 8.430555555555555)","(7.5, 11.5, 11.18141592920354)","(31.0, 40.0, 38.31578947368421)","(71.0, 150.0, 112.85714285714286)","(31.0, 55.0, 53.875)"
10-01-2023 12:03:23.701596,"(4.0, 5.4, 5.288695652173914)","(3.5, 4.2, 4.15893536121673)","(2.9, 3.3, 3.2624999999999997)","(7.0, 8.6, 8.321518987341772)","(8.0, 11.5, 11.2)","(26.0, 40.0, 37.86666666666667)","(71.0, 150.0, 112.85714285714286)","(31.0, 55.0, 53.875)"
10-01-2023 12:03:24.857389,"(4.0, 5.4, 5.283636363636364)","(3.5, 4.2, 4.15893536121673)","(2.9, 3.3, 3.2624999999999997)","(7.0, 8.6, 8.352173913043478)","(8.0, 11.5, 11.818181818181818)","(26.0, 40.0, 37.55555555555556)","(71.0, 150.0, 112.85714285714286)","(31.0, 55.0, 53.125)"
10-01-2023 12:03:25.992030,"(4.0, 5.4, 5.288695652173914)","(3.5, 4.2, 4.1574387947269305)","(2.9, 3.3, 3.252054794520548)","(7.0, 8.4, 8.258823529411766)","(8.0, 12.0, 11.816326530612244)","(26.0, 38.0, 37.55555555555556)","(71.0, 150.0, 112.85714285714286)","(31.0, 55.0, 52.857142857142854)"
10-01-2023 12:03:27.102931,"(4.0, 5.4, 5.288695652173914)","(3.5, 4.2, 4.1574387947269305)","(2.9, 3.3, 3.252054794520548)","(7.0, 8.4, 8.277777777777779)","(8.0, 12.0, 11.851063829787234)","(26.0, 38.0, 37.0)","(71.0, 150.0, 112.85714285714286)","(31.0, 55.0, 53.125)"
10-01-2023 12:03:28.343718,"(4.0, 5.4, 5.28256880733945)","(3.5, 4.2, 4.1574387947269305)","(2.9, 3.3, 3.252173913043478)","(7.0, 8.4, 8.113636363636363)","(8.0, 12.0, 11.793103448275861)","(26.0, 38.0, 37.64705882352941)","(71.0, 150.0, 112.85714285714286)","(31.0, 55.0, 52.84)"
10-01-2023 12:03:29.584531,"(4.0, 5.4, 5.288695652173914)","(3.5, 4.2, 4.1574387947269305)","(2.9, 3.3, 3.2459016393442623)","(7.0, 8.4, 8.085)","(8.0, 12.0, 11.542553191489361)","(26.0, 38.0, 37.61290322580645)","(71.0, 150.0, 112.85714285714286)","(31.0, 55.0, 52.75)"
10-01-2023 12:03:30.854450,"(4.0, 5.4, 5.294214876033058)","(3.5, 4.2, 4.164521193092622)","(2.9, 3.3, 3.2383177570093458)","(7.0, 8.4, 8.043478260869565)","(8.0, 12.5, 11.76865671641791)","(26.0, 38.0, 37.61290322580645)","(71.0, 150.0, 112.85714285714286)","(31.0, 55.0, 52.13636363636364)"
10-01-2023 12:03:32.056477,"(4.0, 5.4, 5.308571428571429)","(3.5, 4.2, 4.16555023923445)","(2.9, 3.3, 3.217283950617284)","(7.0, 8.2, 7.908695652173913)","(8.0, 12.5, 11.871794871794872)","(26.0, 38.0, 37.733333333333334)","(71.0, 150.0, 123.6842105263158)","(31.0, 55.0, 52.0)"
10-01-2023 12:03:33.162184,"(4.0, 5.4, 5.340740740740741)","(3.5, 4.2, 4.16555023923445)","(2.9, 3.25, 3.217283950617284)","(7.0, 8.2, 8.01509433962264)","(8.0, 12.5, 11.855263157894736)","(26.0, 38.0, 38.36363636363636)","(71.0, 150.0, 112.85714285714286)","(31.0, 55.0, 52.0)"
10-01-2023 12:03:34.423283,"(4.0, 5.4, 5.34)","(3.5, 4.2, 4.131967213114754)","(2.9, 3.2, 3.1346938775510202)","(7.0, 8.2, 8.02962962962963)","(8.0, 12.5, 11.806122448979592)","(26.0, 40.0, 38.36363636363636)","(71.0, 150.0, 112.85714285714286)","(31.0, 55.0, 52.0)"
10-01-2023 12:03:35.542004,"(4.0, 5.4, 5.343529411764706)","(3.5, 4.2, 4.139175257731958)","(2.9, 3.15, 3.134375)","(7.0, 8.2, 8.028070175438597)","(8.0, 12.5, 12.027777777777779)","(26.0, 40.0, 39.666666666666664)","(71.0, 150.0, 112.85714285714286)","(31.0, 55.0, 52.0)"
10-01-2023 12:03:36.726068,"(4.0, 5.6, 5.527272727272727)","(3.5, 4.2, 4.1358490566037736)","(2.9, 3.15, 3.1117816091954023)","(7.0, 8.2, 8.014285714285714)","(8.0, 12.5, 11.934782608695652)","(26.0, 40.0, 37.0)","(71.0, 150.0, 112.85714285714286)","(31.0, 55.0, 52.0)"
10-01-2023 12:03:37.953635,"(4.0, 5.6, 5.543396226415094)","(3.5, 4.2, 4.133333333333333)","(2.9, 3.15, 3.1084239130434783)","(7.0, 8.2, 8.046875)","(8.0, 12.0, 12.026315789473685)","(26.0, 40.0, 37.0)","(71.0, 150.0, 112.85714285714286)","(31.0, 55.0, 52.0)"
10-01-2023 12:03:39.102447,"(4.0, 5.6, 5.5473684210526315)","(3.5, 4.2, 4.128205128205128)","(2.9, 3.15, 3.084905660377358)","(7.0, 8.2, 7.938271604938271)","(8.0, 12.5, 12.049668874172186)","(26.0, 40.0, 37.0)","(71.0, 150.0, 112.85714285714286)","(31.0, 55.0, 52.0)"
10-01-2023 12:03:40.306800,"(4.0, 5.7, 5.638181818181819)","(3.5, 4.2, 4.125663716814159)","(2.9, 3.15, 3.0922594142259414)","(7.0, 8.2, 7.9135135135135135)","(8.0, 12.5, 12.035483870967742)","(26.0, 40.0, 37.0)","(71.0, 150.0, 112.85714285714286)","(31.0, 55.0, 52.0)"
10-01-2023 12:03:41.552063,"(4.0, 5.7, 5.642372881355932)","(3.5, 4.2, 4.125663716814159)","(2.9, 3.15, 3.091276595744681)","(7.0, 8.2, 8.023188405797102)","(8.0, 12.5, 12.04109589041096)","(26.0, 40.0, 36.266666666666666)","(71.0, 150.0, 113.63636363636364)","(31.0, 55.0, 52.0)"
10-01-2023 12:03:42.799000,"(4.0, 5.7, 5.642372881355932)","(3.5, 4.2, 4.122641509433962)","(2.9, 3.15, 3.086194029850746)","(7.0, 8.2, 8.023188405797102)","(8.0, 12.5, 12.04109589041096)","(26.0, 40.0, 38.17391304347826)","(71.0, 150.0, 112.85714285714286)","(31.0, 55.0, 52.0)"
10-01-2023 12:03:43.998903,"(4.0, 5.7, 5.647692307692308)","(3.5, 4.2, 4.124770642201835)","(2.9, 3.1, 3.1078125)","(7.0, 8.2, 8.023188405797102)","(8.0, 12.5, 12.04109589041096)","(26.0, 40.0, 38.17391304347826)","(71.0, 150.0, 112.85714285714286)","(31.0, 55.0, 52.0)"
10-01-2023 12:03:45.083398,"(4.0, 5.7, 5.647692307692308)","(3.5, 4.2, 4.124770642201835)","(2.9, 3.15, 3.106923076923077)","(7.0, 8.2, 8.023529411764706)","(8.0, 12.5, 12.04109589041096)","(26.0, 40.0, 38.212765957446805)","(71.0, 150.0, 112.85714285714286)","(31.0, 55.0, 52.0)"
10-01-2023 12:03:46.180480,"(4.0, 5.7, 5.626666666666666)","(3.5, 4.2, 4.113684210526316)","(2.9, 3.15, 3.1055555555555556)","(7.0, 8.2, 8.023529411764706)","(8.0, 12.5, 12.04109589041096)","(26.0, 40.0, 37.666666666666664)","(71.0, 150.0, 113.63636363636364)","(31.0, 55.0, 52.0)"
10-01-2023 12:03:47.332682,"(4.0, 5.7, 5.677777777777778)","(3.5, 4.2, 4.1125)","(2.9, 3.15, 3.106190476190476)","(7.0, 8.2, 8.023529411764706)","(8.0, 12.5, 12.04109589041096)","(26.0, 38.0, 37.542857142857144)","(71.0, 150.0, 113.63636363636364)","(31.0, 55.0, 52.0)"
10-01-2023 12:03:48.480522,"(4.0, 5.7, 5.68125)","(3.5, 4.2, 4.108080808080808)","(2.8, 3.15, 3.106190476190476)","(7.0, 8.2, 8.023880597014925)","(8.0, 12.5, 12.034722222222221)","(26.0, 38.0, 37.5)","(71.0, 150.0, 112.85714285714286)","(31.0, 55.0, 52.0)"
10-01-2023 12:03:49.596220,"(4.0, 5.7, 5.683870967741935)","(3.5, 4.2, 4.169777777777778)","(2.8, 3.15, 3.135072463768116)","(7.0, 8.2, 8.023880597014925)","(8.0, 12.5, 12.034722222222221)","(26.0, 38.0, 37.542857142857144)","(71.0, 150.0, 113.63636363636364)","(31.0, 55.0, 52.0)"
10-01-2023 12:03:50.747263,"(4.0, 5.7, 5.693333333333333)","(3.5, 4.2, 4.161596958174905)","(2.8, 3.15, 3.1370431893687707)","(7.0, 8.2, 7.934831460674157)","(8.0, 12.5, 12.034722222222221)","(26.0, 38.0, 37.26315789473684)","(71.0, 150.0, 113.63636363636364)","(31.0, 55.0, 52.0)"
10-01-2023 12:03:51.930353,"(4.0, 5.8, 5.741463414634146)","(3.5, 4.2, 4.161596958174905)","(2.8, 3.15, 3.1370431893687707)","(7.0, 8.2, 7.951724137931034)","(8.0, 12.5, 12.04421768707483)","(26.0, 38.0, 37.26315789473684)","(71.0, 150.0, 113.63636363636364)","(31.0, 55.0, 52.0)"
10-01-2023 12:03:53.134544,"(4.0, 5.7, 5.683018867924528)","(3.5, 4.2, 4.160079840319361)","(2.8, 3.15, 3.1370431893687707)","(7.0, 8.2, 7.948837209302325)","(8.0, 12.5, 12.04421768707483)","(26.0, 38.0, 37.0)","(71.0, 150.0, 113.63636363636364)","(31.0, 55.0, 52.0)"
10-01-2023 12:03:54.317228,"(4.0, 5.7, 5.682352941176471)","(3.5, 4.1, 4.094666666666666)","(2.8, 3.15, 3.114021164021164)","(7.0, 8.2, 7.948837209302325)","(8.0, 12.5, 12.166666666666666)","(26.0, 40.0, 38.625)","(71.0, 150.0, 113.63636363636364)","(31.0, 55.0, 52.0)"
10-01-2023 12:03:55.477251,"(4.0, 5.6, 5.519642857142857)","(3.5, 4.2, 4.120454545454545)","(2.8, 3.15, 3.1292553191489363)","(7.0, 8.2, 7.9655172413793105)","(8.0, 12.5, 12.149122807017545)","(26.0, 42.0, 39.07692307692308)","(71.0, 150.0, 113.63636363636364)","(31.0, 55.0, 51.294117647058826)"
10-01-2023 12:03:56.666944,"(4.0, 5.4, 5.3122807017543865)","(3.5, 4.2, 4.123357664233576)","(2.8, 3.15, 3.121875)","(7.0, 8.0, 8.111627906976745)","(8.0, 12.5, 12.035211267605634)","(26.0, 40.0, 39.294117647058826)","(71.0, 150.0, 127.5)","(31.0, 55.0, 51.294117647058826)"
10-01-2023 12:03:57.821761,"(4.0, 5.4, 5.258333333333334)","(3.5, 4.2, 4.123357664233576)","(2.8, 3.15, 3.14921875)","(7.0, 8.4, 8.265060240963855)","(8.0, 12.5, 11.99673202614379)","(26.0, 40.0, 39.294117647058826)","(71.0, 150.0, 147.3684210526316)","(31.0, 55.0, 52.3)"
10-01-2023 12:03:58.929035,"(4.0, 5.2, 5.092307692307692)","(3.5, 4.2, 4.1284210526315785)","(2.8, 3.25, 3.1966257668711657)","(7.0, 8.4, 8.231372549019609)","(8.0, 12.5, 11.996894409937887)","(26.0, 40.0, 38.193548387096776)","(71.0, 150.0, 123.33333333333333)","(31.0, 55.0, 52.78947368421053)"
10-01-2023 12:04:00.074040,"(4.2, 5.2, 5.142424242424243)","(3.5, 4.2, 4.133980582524272)","(2.8, 3.25, 3.1966257668711657)","(7.0, 8.4, 8.219354838709677)","(8.0, 12.5, 11.99367088607595)","(26.0, 40.0, 37.629629629629626)","(71.0, 150.0, 136.1904761904762)","(31.0, 55.0, 58.94736842105263)"
10-01-2023 12:04:01.190882,"(4.2, 5.2, 5.095238095238095)","(3.5, 4.2, 4.11081081081081)","(2.8, 3.25, 3.1924)","(7.0, 8.4, 8.196)","(8.0, 12.5, 11.961538461538462)","(26.0, 40.0, 37.76)","(71.0, 140.0, 137.89473684210526)","(31.0, 60.0, 57.0)"
10-01-2023 12:04:02.344857,"(4.2, 5.2, 5.144444444444444)","(3.5, 4.2, 4.108602150537634)","(2.8, 3.25, 3.2413333333333334)","(7.0, 8.2, 8.278688524590164)","(8.0, 12.5, 12.048780487804878)","(26.0, 40.0, 38.8)","(71.0, 140.0, 145.0)","(31.0, 60.0, 57.72727272727273)"
10-01-2023 12:04:03.507551,"(4.2, 5.1, 5.065591397849462)","(3.5, 4.2, 4.124444444444444)","(2.8, 3.25, 3.2473282442748093)","(7.0, 8.4, 8.266666666666666)","(8.0, 12.5, 11.897058823529411)","(26.0, 40.0, 38.857142857142854)","(71.0, 150.0, 145.0)","(31.0, 60.0, 57.72727272727273)"
10-01-2023 12:04:04.583884,"(4.2, 5.1, 5.084782608695652)","(3.5, 4.2, 4.11542288557214)","(2.8, 3.3, 3.2473282442748093)","(7.0, 8.4, 8.266666666666666)","(8.0, 12.0, 11.734375)","(26.0, 40.0, 39.77777777777778)","(71.0, 150.0, 146.92307692307693)","(31.0, 60.0, 56.666666666666664)"
10-01-2023 12:04:05.729894,"(4.2, 5.1, 5.079487179487179)","(3.5, 4.1, 4.05)","(2.8, 3.3, 3.2896739130434782)","(7.0, 8.4, 8.121167883211678)","(8.0, 12.0, 11.758620689655173)","(26.0, 42.0, 40.166666666666664)","(71.0, 150.0, 146.92307692307693)","(31.0, 60.0, 59.375)"
10-01-2023 12:04:06.879426,"(4.2, 5.0, 4.963636363636364)","(3.5, 4.1, 4.004347826086956)","(2.8, 3.35, 3.3622448979591835)","(7.0, 8.2, 8.096629213483146)","(8.0, 12.0, 11.696428571428571)","(26.0, 42.0, 40.37037037037037)","(71.0, 150.0, 146.92307692307693)","(31.0, 60.0, 61.101694915254235)"
10-01-2023 12:04:08.036258,"(4.2, 5.0, 4.993406593406593)","(3.5, 4.1, 4.006603773584906)","(2.8, 3.4, 3.373943661971831)","(7.0, 8.2, 8.08314606741573)","(8.0, 12.0, 11.657142857142857)","(26.0, 42.0, 40.206896551724135)","(71.0, 150.0, 148.0952380952381)","(31.0, 65.0, 60.689655172413794)"
10-01-2023 12:04:09.161467,"(4.2, 5.0, 4.9936842105263155)","(3.5, 4.1, 4.001282051282051)","(2.8, 3.4, 3.3607692307692307)","(7.0, 8.2, 8.514285714285714)","(8.0, 12.0, 11.657142857142857)","(26.0, 42.0, 39.93939393939394)","(71.0, 150.0, 148.0952380952381)","(31.0, 65.0, 60.689655172413794)"
10-01-2023 12:04:10.291679,"(4.2, 5.1, 5.034042553191489)","(3.5, 4.1, 4.047826086956522)","(2.8, 3.4, 3.371969696969697)","(7.0, 8.6, 8.574074074074074)","(8.0, 12.0, 11.88)","(26.0, 42.0, 39.84615384615385)","(71.0, 150.0, 148.46153846153845)","(31.0, 65.0, 60.689655172413794)"
10-01-2023 12:04:11.462677,"(4.2, 4.9, 4.880434782608696)","(3.5, 4.0, 3.9555555555555557)","(2.8, 3.4, 3.3911764705882352)","(7.0, 8.6, 8.595833333333333)","(8.0, 12.0, 11.985915492957746)","(26.0, 40.0, 39.09090909090909)","(71.0, 150.0, 150.32258064516128)","(31.0, 65.0, 60.90163934426229)"
10-01-2023 12:04:12.690910,"(4.2, 5.0, 4.915254237288136)","(3.5, 3.95, 3.912626262626263)","(2.8, 3.45, 3.423684210526316)","(7.0, 8.6, 8.613333333333333)","(8.0, 12.0, 12.01923076923077)","(26.0, 42.0, 39.395348837209305)","(71.0, 160.0, 146.95652173913044)","(31.0, 65.0, 61.36363636363637)"
10-01-2023 12:04:13.826614,"(4.2, 4.9, 4.753846153846154)","(3.5, 3.9, 3.8855855855855856)","(2.8, 3.45, 3.4351063829787236)","(7.0, 8.8, 8.814117647058824)","(8.0, 12.5, 12.052884615384615)","(26.0, 42.0, 40.15)","(71.0, 160.0, 125.71428571428571)","(31.0, 65.0, 61.57142857142857)"
10-01-2023 12:04:15.014461,"(4.2, 4.8, 4.753061224489796)","(3.5, 3.9, 3.8614864864864864)","(2.8, 3.45, 3.4476851851851853)","(7.0, 9.0, 8.657142857142858)","(8.0, 12.5, 12.096153846153847)","(26.0, 42.0, 38.93617021276596)","(71.0, 160.0, 125.71428571428571)","(31.0, 65.0, 61.61764705882353)"
