,Oneloveonelife,Razor Sharp,The Dark Knight,Heritage,Bromac Hype,Sweet Nothings,Bobby Vinton,Sly Tricks,Major Bond,Ask Me Lou,Forty Wives,Blackjack Road,Call Me Sir
14-12-2022 12:31:58.773156,"(10.0, 22.0, 18.666666666666668)","(2.35, 2.9, 2.7)","(4.0, 5.7, 5.12)","(21.0, 110.0, 61.666666666666664)","(12.0, 23.0, 17.75)","(41.0, 410.0, 318.5)","(31.0, 290.0, 130.0)","(71.0, 570.0, 317.5)","(13.0, 27.0, 19.0)","(21.0, 150.0, 43.33333333333333)","(15.0, 34.0, 24.75)","(71.0, 490.0, 150.0)","(7.5, 12.5, 10.64)"
14-12-2022 12:32:00.565144,"(10.0, 22.0, 18.666666666666668)","(2.35, 2.9, 2.7)","(4.0, 5.6, 5.12)","(21.0, 110.0, 61.666666666666664)","(12.0, 23.0, 17.75)","(41.0, 410.0, 318.5)","(31.0, 290.0, 130.0)","(71.0, 570.0, 317.5)","(13.0, 27.0, 19.0)","(21.0, 150.0, 43.33333333333333)","(15.0, 34.0, 24.75)","(71.0, 490.0, 150.0)","(7.5, 12.5, 10.64)"
14-12-2022 12:32:02.351349,"(10.0, 22.0, 18.666666666666668)","(2.35, 2.9, 2.7)","(4.0, 5.6, 5.12)","(21.0, 110.0, 61.666666666666664)","(12.0, 23.0, 17.75)","(41.0, 410.0, 173.75)","(31.0, 290.0, 130.0)","(71.0, 570.0, 405.0)","(13.0, 27.0, 19.0)","(21.0, 150.0, 43.33333333333333)","(15.0, 34.0, 24.75)","(71.0, 490.0, 203.33333333333334)","(7.5, 12.5, 10.64)"
14-12-2022 12:32:04.058106,"(10.0, 22.0, 18.666666666666668)","(2.35, 2.9, 2.7)","(4.0, 5.6, 4.754545454545455)","(21.0, 110.0, 61.666666666666664)","(12.0, 23.0, 17.75)","(41.0, 390.0, 173.75)","(31.0, 290.0, 130.0)","(71.0, 980.0, 405.0)","(13.0, 27.0, 19.0)","(21.0, 150.0, 43.33333333333333)","(15.0, 34.0, 24.75)","(71.0, 490.0, 203.33333333333334)","(7.5, 12.5, 10.64)"
14-12-2022 12:32:05.742186,"(10.0, 22.0, 18.666666666666668)","(2.35, 2.9, 2.7)","(4.0, 5.7, 4.754545454545455)","(21.0, 110.0, 61.666666666666664)","(12.0, 23.0, 17.75)","(41.0, 390.0, 173.75)","(31.0, 290.0, 130.0)","(71.0, 980.0, 325.0)","(13.0, 27.0, 19.0)","(21.0, 150.0, 43.33333333333333)","(15.0, 34.0, 24.75)","(71.0, 490.0, 154.0)","(7.5, 12.5, 10.64)"
14-12-2022 12:32:07.426132,"(10.0, 22.0, 18.666666666666668)","(2.35, 2.9, 2.7)","(4.0, 5.7, 4.754545454545455)","(21.0, 110.0, 56.25)","(12.0, 23.0, 17.75)","(41.0, 390.0, 173.75)","(31.0, 290.0, 130.0)","(71.0, 580.0, 325.0)","(13.0, 27.0, 19.0)","(21.0, 150.0, 43.33333333333333)","(15.0, 34.0, 24.75)","(71.0, 490.0, 154.0)","(7.5, 12.5, 11.085714285714285)"
14-12-2022 12:32:09.207241,"(10.0, 22.0, 18.666666666666668)","(2.35, 2.9, 2.7)","(4.0, 5.7, 4.640000000000001)","(21.0, 110.0, 56.25)","(12.0, 23.0, 17.75)","(41.0, 390.0, 173.75)","(31.0, 290.0, 130.0)","(71.0, 580.0, 325.0)","(13.0, 27.0, 19.0)","(21.0, 150.0, 43.33333333333333)","(15.0, 34.0, 24.75)","(71.0, 490.0, 154.0)","(7.5, 12.0, 11.066666666666666)"
14-12-2022 12:32:10.779083,"(10.0, 22.0, 18.666666666666668)","(2.35, 2.9, 2.7)","(4.0, 5.2, 4.640000000000001)","(21.0, 110.0, 56.25)","(12.0, 23.0, 17.75)","(41.0, 390.0, 173.75)","(31.0, 290.0, 130.0)","(71.0, 580.0, 325.0)","(13.0, 27.0, 19.0)","(21.0, 150.0, 43.33333333333333)","(15.0, 34.0, 24.75)","(71.0, 490.0, 154.0)","(7.5, 12.0, 11.066666666666666)"
14-12-2022 12:32:12.528407,"(10.0, 22.0, 18.666666666666668)","(2.35, 2.9, 2.7)","(4.0, 5.2, 4.754545454545455)","(21.0, 110.0, 56.25)","(12.0, 23.0, 17.75)","(41.0, 390.0, 173.75)","(31.0, 290.0, 130.0)","(71.0, 580.0, 325.0)","(13.0, 27.0, 19.0)","(21.0, 150.0, 43.33333333333333)","(15.0, 34.0, 24.75)","(71.0, 490.0, 154.0)","(7.5, 12.0, 10.64)"
14-12-2022 12:32:14.178172,"(10.0, 22.0, 18.666666666666668)","(2.35, 2.9, 2.7)","(4.0, 5.7, 4.754545454545455)","(21.0, 110.0, 56.25)","(12.0, 23.0, 17.75)","(41.0, 390.0, 173.75)","(31.0, 290.0, 130.0)","(71.0, 580.0, 325.0)","(13.0, 27.0, 19.0)","(21.0, 150.0, 43.33333333333333)","(15.0, 34.0, 24.75)","(71.0, 490.0, 154.0)","(7.5, 12.0, 9.733333333333333)"
14-12-2022 12:32:15.932562,"(10.0, 22.0, 18.666666666666668)","(2.35, 2.9, 2.7)","(4.0, 5.7, 4.754545454545455)","(21.0, 110.0, 56.25)","(12.0, 23.0, 17.75)","(41.0, 390.0, 173.75)","(31.0, 290.0, 126.25)","(71.0, 580.0, 325.0)","(13.0, 27.0, 19.0)","(21.0, 150.0, 43.33333333333333)","(15.0, 34.0, 24.75)","(71.0, 490.0, 154.0)","(7.5, 12.0, 9.233333333333333)"
14-12-2022 12:32:17.598603,"(10.0, 22.0, 18.666666666666668)","(2.35, 2.9, 2.7)","(4.0, 5.6, 4.914285714285715)","(21.0, 110.0, 56.25)","(12.0, 23.0, 17.75)","(41.0, 390.0, 173.75)","(31.0, 280.0, 126.25)","(71.0, 580.0, 325.0)","(13.0, 27.0, 19.0)","(21.0, 150.0, 43.33333333333333)","(15.0, 34.0, 24.75)","(71.0, 490.0, 168.0)","(7.5, 10.5, 9.233333333333333)"
14-12-2022 12:32:19.291601,"(10.0, 22.0, 18.666666666666668)","(2.35, 2.9, 2.7)","(4.0, 5.6, 4.914285714285715)","(21.0, 110.0, 56.25)","(12.0, 23.0, 17.75)","(41.0, 390.0, 173.75)","(31.0, 280.0, 126.25)","(71.0, 580.0, 325.0)","(13.0, 27.0, 19.0)","(21.0, 150.0, 43.33333333333333)","(15.0, 34.0, 24.75)","(71.0, 560.0, 168.0)","(7.5, 10.5, 9.233333333333333)"
14-12-2022 12:32:20.955983,"(10.0, 23.0, 19.333333333333332)","(2.35, 2.9, 2.7)","(4.0, 5.6, 4.914285714285715)","(21.0, 110.0, 56.25)","(12.0, 24.0, 18.25)","(41.0, 390.0, 173.75)","(31.0, 280.0, 126.25)","(71.0, 580.0, 325.0)","(13.0, 27.0, 19.0)","(21.0, 150.0, 43.33333333333333)","(15.0, 34.0, 24.75)","(71.0, 550.0, 230.0)","(7.5, 10.5, 9.233333333333333)"
14-12-2022 12:32:22.617498,"(10.0, 23.0, 19.333333333333332)","(2.35, 2.9, 2.7)","(4.0, 5.6, 5.12)","(21.0, 110.0, 56.25)","(12.0, 24.0, 18.25)","(41.0, 390.0, 173.75)","(31.0, 280.0, 126.25)","(71.0, 580.0, 325.0)","(13.0, 27.0, 19.0)","(21.0, 150.0, 43.33333333333333)","(15.0, 34.0, 24.75)","(71.0, 550.0, 154.0)","(7.5, 10.5, 10.55)"
14-12-2022 12:32:24.314760,"(10.0, 23.0, 19.333333333333332)","(2.35, 2.9, 2.7)","(4.0, 5.6, 5.12)","(21.0, 110.0, 56.25)","(12.0, 24.0, 18.25)","(41.0, 390.0, 173.75)","(31.0, 280.0, 126.25)","(71.0, 580.0, 325.0)","(13.0, 27.0, 19.0)","(21.0, 150.0, 43.33333333333333)","(15.0, 34.0, 24.75)","(71.0, 490.0, 154.0)","(7.5, 12.5, 9.77)"
14-12-2022 12:32:26.085903,"(10.0, 23.0, 19.333333333333332)","(2.35, 2.9, 2.7)","(4.0, 5.6, 4.754545454545455)","(21.0, 110.0, 56.25)","(12.0, 24.0, 18.25)","(41.0, 390.0, 173.75)","(31.0, 280.0, 126.25)","(71.0, 580.0, 325.0)","(13.0, 27.0, 19.0)","(21.0, 150.0, 43.33333333333333)","(15.0, 34.0, 24.75)","(71.0, 490.0, 154.0)","(7.5, 12.5, 9.77)"
14-12-2022 12:32:27.800437,"(10.0, 23.0, 19.333333333333332)","(2.35, 2.9, 2.7)","(4.0, 5.7, 5.12)","(21.0, 110.0, 56.25)","(12.0, 24.0, 18.25)","(41.0, 390.0, 173.75)","(31.0, 280.0, 175.60000000000002)","(71.0, 580.0, 325.0)","(13.0, 27.0, 19.0)","(21.0, 150.0, 43.33333333333333)","(15.0, 34.0, 24.75)","(71.0, 490.0, 154.0)","(7.5, 12.5, 10.64)"
14-12-2022 12:32:29.451479,"(10.0, 23.0, 19.333333333333332)","(2.35, 2.9, 2.7)","(4.0, 5.6, 5.12)","(21.0, 110.0, 56.25)","(12.0, 24.0, 18.25)","(41.0, 390.0, 173.75)","(31.0, 270.0, 175.60000000000002)","(71.0, 580.0, 325.0)","(13.0, 27.0, 19.0)","(21.0, 150.0, 43.33333333333333)","(15.0, 34.0, 24.75)","(71.0, 490.0, 154.0)","(7.5, 12.0, 10.64)"
14-12-2022 12:32:31.135357,"(10.0, 23.0, 19.333333333333332)","(2.35, 2.9, 2.7)","(4.0, 5.6, 5.12)","(21.0, 110.0, 56.25)","(12.0, 24.0, 18.25)","(41.0, 390.0, 173.75)","(31.0, 270.0, 175.60000000000002)","(71.0, 580.0, 325.0)","(13.0, 27.0, 19.0)","(21.0, 150.0, 43.33333333333333)","(15.0, 34.0, 23.75)","(71.0, 490.0, 154.0)","(7.5, 12.0, 10.64)"
14-12-2022 12:32:33.278836,"(10.0, 23.0, 19.333333333333332)","(2.35, 2.9, 2.7)","(4.0, 5.6, 5.12)","(21.0, 110.0, 56.25)","(12.0, 24.0, 18.25)","(41.0, 390.0, 173.75)","(31.0, 270.0, 175.60000000000002)","(71.0, 580.0, 325.0)","(13.0, 27.0, 19.0)","(21.0, 150.0, 43.33333333333333)","(15.0, 32.0, 23.75)","(71.0, 490.0, 154.0)","(7.5, 12.0, 10.64)"
14-12-2022 12:32:35.427909,"(10.0, 23.0, 19.333333333333332)","(2.35, 2.9, 2.7)","(4.0, 5.6, 5.12)","(21.0, 110.0, 56.25)","(12.0, 24.0, 18.25)","(41.0, 390.0, 173.75)","(31.0, 270.0, 175.60000000000002)","(71.0, 580.0, 325.0)","(13.0, 27.0, 19.333333333333332)","(21.0, 150.0, 43.33333333333333)","(15.0, 32.0, 24.75)","(71.0, 490.0, 154.0)","(7.5, 12.0, 10.64)"
14-12-2022 12:32:37.458250,"(10.0, 23.0, 19.333333333333332)","(2.35, 2.9, 2.7)","(4.0, 5.6, 4.76)","(21.0, 110.0, 56.25)","(12.0, 24.0, 18.25)","(41.0, 390.0, 173.75)","(31.0, 270.0, 175.60000000000002)","(71.0, 580.0, 325.0)","(13.0, 28.0, 19.333333333333332)","(21.0, 150.0, 43.33333333333333)","(15.0, 34.0, 24.75)","(71.0, 490.0, 154.0)","(7.5, 12.0, 10.64)"
14-12-2022 12:32:39.535693,"(10.0, 23.0, 19.333333333333332)","(2.35, 2.9, 2.7)","(4.0, 5.1, 4.7)","(21.0, 110.0, 56.25)","(12.0, 24.0, 18.25)","(41.0, 390.0, 173.75)","(31.0, 270.0, 175.60000000000002)","(71.0, 580.0, 325.0)","(13.0, 28.0, 19.333333333333332)","(21.0, 150.0, 43.33333333333333)","(15.0, 34.0, 24.75)","(71.0, 490.0, 154.0)","(7.5, 12.0, 9.628571428571428)"
14-12-2022 12:32:41.645291,"(10.0, 23.0, 19.333333333333332)","(2.35, 2.9, 2.7)","(4.0, 5.1, 4.7)","(26.0, 110.0, 56.25)","(12.0, 24.0, 18.25)","(41.0, 390.0, 173.75)","(31.0, 270.0, 175.60000000000002)","(71.0, 580.0, 325.0)","(13.0, 28.0, 19.333333333333332)","(21.0, 150.0, 43.33333333333333)","(16.0, 34.0, 24.75)","(71.0, 490.0, 154.0)","(8.0, 11.0, 9.628571428571428)"
14-12-2022 12:32:43.715604,"(10.0, 23.0, 19.333333333333332)","(2.35, 2.9, 2.7)","(4.0, 5.1, 4.7)","(26.0, 110.0, 56.25)","(12.0, 24.0, 18.25)","(41.0, 390.0, 173.75)","(31.0, 270.0, 175.60000000000002)","(71.0, 580.0, 325.0)","(13.0, 28.0, 19.333333333333332)","(21.0, 150.0, 43.33333333333333)","(16.0, 34.0, 24.75)","(71.0, 490.0, 154.0)","(8.0, 11.0, 9.628571428571428)"
14-12-2022 12:32:45.643771,"(10.0, 23.0, 19.333333333333332)","(2.35, 2.9, 2.7)","(4.0, 5.1, 4.7)","(26.0, 110.0, 56.25)","(12.0, 24.0, 18.25)","(41.0, 390.0, 173.75)","(31.0, 270.0, 175.60000000000002)","(71.0, 580.0, 325.0)","(13.0, 28.0, 19.333333333333332)","(21.0, 150.0, 43.33333333333333)","(16.0, 34.0, 24.75)","(71.0, 490.0, 154.0)","(8.0, 11.0, 9.628571428571428)"
14-12-2022 12:32:47.618185,"(10.0, 23.0, 19.333333333333332)","(2.35, 2.9, 2.7)","(4.0, 5.1, 4.754545454545455)","(26.0, 110.0, 56.25)","(12.0, 24.0, 21.25)","(41.0, 390.0, 173.75)","(31.0, 270.0, 175.60000000000002)","(71.0, 580.0, 478.0)","(13.0, 28.0, 19.333333333333332)","(21.0, 150.0, 76.0)","(16.0, 32.0, 23.75)","(71.0, 490.0, 154.0)","(8.0, 11.0, 9.628571428571428)"
14-12-2022 12:32:49.527555,"(10.0, 23.0, 19.333333333333332)","(2.35, 2.9, 2.7)","(4.0, 5.7, 4.754545454545455)","(26.0, 110.0, 56.25)","(12.0, 24.0, 21.7)","(41.0, 390.0, 173.75)","(31.0, 270.0, 175.60000000000002)","(71.0, 580.0, 325.0)","(13.0, 28.0, 19.333333333333332)","(21.0, 130.0, 76.0)","(16.0, 32.0, 23.75)","(71.0, 490.0, 154.0)","(8.0, 11.0, 9.628571428571428)"
14-12-2022 12:32:51.462816,"(10.0, 23.0, 19.333333333333332)","(2.35, 2.9, 2.7)","(4.0, 5.7, 5.12)","(26.0, 110.0, 56.25)","(12.0, 24.0, 21.7)","(41.0, 390.0, 173.75)","(31.0, 270.0, 175.60000000000002)","(71.0, 580.0, 325.0)","(13.0, 28.0, 19.0)","(21.0, 130.0, 76.0)","(16.0, 32.0, 23.75)","(71.0, 490.0, 154.0)","(8.0, 11.0, 9.628571428571428)"
14-12-2022 12:32:53.351019,"(10.0, 23.0, 19.333333333333332)","(2.35, 2.9, 2.7)","(4.0, 5.6, 5.12)","(26.0, 110.0, 61.666666666666664)","(12.0, 24.0, 22.083333333333336)","(41.0, 390.0, 196.66666666666666)","(31.0, 270.0, 190.66666666666666)","(71.0, 580.0, 325.0)","(13.0, 27.0, 19.0)","(21.0, 130.0, 76.0)","(16.0, 32.0, 21.0)","(71.0, 490.0, 154.0)","(8.0, 11.0, 9.628571428571428)"
14-12-2022 12:32:55.186698,"(10.0, 23.0, 19.333333333333332)","(2.35, 2.9, 2.7)","(4.0, 5.6, 5.12)","(26.0, 110.0, 61.666666666666664)","(12.0, 24.0, 22.083333333333336)","(41.0, 390.0, 196.66666666666666)","(31.0, 270.0, 190.66666666666666)","(71.0, 580.0, 325.0)","(13.0, 27.0, 19.0)","(21.0, 130.0, 76.0)","(16.0, 32.0, 18.25)","(71.0, 490.0, 154.0)","(8.0, 11.0, 9.628571428571428)"
14-12-2022 12:32:57.069720,"(10.0, 23.0, 19.333333333333332)","(2.35, 2.9, 2.7)","(4.0, 5.6, 5.12)","(26.0, 110.0, 61.666666666666664)","(12.0, 24.0, 20.166666666666668)","(41.0, 390.0, 100.0)","(31.0, 270.0, 176.39999999999998)","(71.0, 580.0, 325.0)","(13.0, 27.0, 19.0)","(21.0, 130.0, 76.0)","(16.0, 32.0, 18.25)","(71.0, 490.0, 154.0)","(8.0, 11.0, 9.628571428571428)"
14-12-2022 12:32:59.002770,"(10.0, 23.0, 19.333333333333332)","(2.35, 2.9, 2.7)","(4.0, 5.7, 4.754545454545455)","(26.0, 110.0, 76.53846153846155)","(12.0, 24.0, 20.166666666666668)","(41.0, 390.0, 173.75)","(31.0, 270.0, 176.39999999999998)","(71.0, 580.0, 325.0)","(13.0, 27.0, 19.0)","(21.0, 130.0, 76.0)","(16.0, 32.0, 18.25)","(71.0, 490.0, 154.0)","(8.0, 11.0, 9.628571428571428)"
14-12-2022 12:33:00.905994,"(10.0, 23.0, 19.333333333333332)","(2.35, 2.9, 2.7)","(4.0, 5.7, 4.754545454545455)","(26.0, 110.0, 76.53846153846155)","(12.0, 24.0, 20.166666666666668)","(41.0, 390.0, 173.75)","(31.0, 270.0, 176.39999999999998)","(71.0, 580.0, 325.0)","(13.0, 27.0, 19.0)","(21.0, 130.0, 76.0)","(16.0, 32.0, 18.25)","(71.0, 490.0, 154.0)","(8.0, 11.0, 9.628571428571428)"
14-12-2022 12:33:02.860739,"(10.0, 23.0, 19.333333333333332)","(2.35, 2.9, 2.7)","(4.0, 5.7, 5.12)","(26.0, 110.0, 76.53846153846155)","(13.0, 24.0, 20.166666666666668)","(51.0, 390.0, 173.75)","(31.0, 270.0, 176.39999999999998)","(71.0, 580.0, 325.0)","(14.0, 27.0, 19.0)","(21.0, 130.0, 76.0)","(16.0, 32.0, 18.25)","(71.0, 490.0, 154.0)","(8.0, 11.0, 9.628571428571428)"
14-12-2022 12:33:04.803120,"(10.0, 23.0, 19.333333333333332)","(2.35, 2.9, 2.7)","(4.0, 5.6, 5.12)","(26.0, 110.0, 76.53846153846155)","(13.0, 24.0, 20.166666666666668)","(51.0, 390.0, 173.75)","(31.0, 270.0, 176.39999999999998)","(71.0, 580.0, 325.0)","(14.0, 27.0, 19.0)","(21.0, 130.0, 35.5)","(16.0, 32.0, 18.25)","(71.0, 490.0, 154.0)","(8.0, 10.5, 9.3125)"
14-12-2022 12:33:06.713375,"(10.0, 23.0, 19.333333333333332)","(2.35, 2.9, 2.7)","(4.0, 5.6, 5.12)","(26.0, 110.0, 76.53846153846155)","(13.0, 24.0, 20.166666666666668)","(51.0, 390.0, 173.75)","(31.0, 270.0, 176.39999999999998)","(71.0, 580.0, 325.0)","(14.0, 27.0, 19.0)","(21.0, 130.0, 61.27272727272727)","(16.0, 32.0, 18.25)","(71.0, 490.0, 154.0)","(8.0, 10.5, 9.3125)"
14-12-2022 12:33:08.839452,"(10.0, 23.0, 19.333333333333332)","(2.35, 2.9, 2.7)","(4.0, 5.6, 4.754545454545455)","(26.0, 110.0, 56.875)","(13.0, 24.0, 20.166666666666668)","(51.0, 390.0, 173.75)","(31.0, 270.0, 176.39999999999998)","(71.0, 580.0, 325.0)","(14.0, 27.0, 19.0)","(21.0, 110.0, 92.4)","(16.0, 32.0, 18.25)","(71.0, 490.0, 154.0)","(8.0, 10.5, 9.3125)"
14-12-2022 12:33:10.950854,"(10.0, 23.0, 19.333333333333332)","(2.35, 2.9, 2.7)","(4.0, 5.7, 4.754545454545455)","(26.0, 110.0, 56.875)","(13.0, 24.0, 20.166666666666668)","(51.0, 390.0, 311.0)","(31.0, 270.0, 176.39999999999998)","(71.0, 580.0, 325.0)","(14.0, 27.0, 19.0)","(21.0, 110.0, 92.4)","(16.0, 32.0, 18.25)","(71.0, 490.0, 154.0)","(8.0, 10.5, 9.3125)"
14-12-2022 12:33:12.969396,"(10.0, 23.0, 19.333333333333332)","(2.35, 2.9, 2.7)","(4.0, 5.7, 4.754545454545455)","(26.0, 110.0, 56.875)","(13.0, 24.0, 20.166666666666668)","(51.0, 400.0, 311.0)","(31.0, 270.0, 176.39999999999998)","(71.0, 580.0, 325.0)","(14.0, 27.0, 19.0)","(21.0, 110.0, 92.4)","(16.0, 32.0, 18.25)","(71.0, 490.0, 154.0)","(8.0, 10.5, 9.3125)"
14-12-2022 12:33:15.181253,"(10.0, 23.0, 19.333333333333332)","(2.35, 2.9, 2.7)","(4.0, 5.7, 5.12)","(26.0, 110.0, 56.25)","(13.0, 24.0, 20.166666666666668)","(51.0, 400.0, 311.0)","(31.0, 270.0, 176.39999999999998)","(71.0, 580.0, 325.0)","(14.0, 27.0, 19.0)","(21.0, 110.0, 92.4)","(16.0, 32.0, 17.5625)","(71.0, 490.0, 154.0)","(8.0, 10.5, 10.105263157894736)"
14-12-2022 12:33:17.245895,"(10.0, 23.0, 19.333333333333332)","(2.35, 2.9, 2.7)","(4.0, 5.6, 5.12)","(26.0, 110.0, 56.25)","(13.0, 24.0, 20.166666666666668)","(51.0, 400.0, 192.5)","(31.0, 270.0, 202.0)","(71.0, 580.0, 326.42857142857144)","(14.0, 27.0, 19.0)","(21.0, 110.0, 66.0)","(16.0, 32.0, 22.555555555555557)","(71.0, 490.0, 150.0)","(8.0, 10.5, 10.105263157894736)"
14-12-2022 12:33:19.259067,"(10.0, 23.0, 19.333333333333332)","(2.35, 2.9, 2.615)","(4.0, 5.6, 5.12)","(26.0, 110.0, 56.25)","(13.0, 24.0, 20.166666666666668)","(51.0, 440.0, 326.0)","(31.0, 270.0, 222.4)","(71.0, 980.0, 325.0)","(14.0, 27.0, 19.0)","(21.0, 110.0, 81.0)","(16.0, 32.0, 26.6875)","(71.0, 490.0, 154.0)","(8.0, 10.5, 10.105263157894736)"
14-12-2022 12:33:21.340129,"(10.0, 23.0, 19.333333333333332)","(2.35, 2.9, 2.615)","(4.0, 5.6, 4.754545454545455)","(26.0, 110.0, 49.285714285714285)","(13.0, 24.0, 20.166666666666668)","(51.0, 420.0, 326.0)","(31.0, 270.0, 222.4)","(71.0, 580.0, 325.0)","(14.0, 27.0, 23.0)","(21.0, 110.0, 95.33333333333333)","(16.0, 32.0, 20.57142857142857)","(71.0, 490.0, 154.0)","(8.0, 10.5, 10.105263157894736)"
14-12-2022 12:33:23.409249,"(10.0, 23.0, 19.333333333333332)","(2.35, 2.9, 2.615)","(4.0, 5.7, 4.754545454545455)","(26.0, 110.0, 49.285714285714285)","(13.0, 24.0, 20.166666666666668)","(51.0, 420.0, 326.0)","(31.0, 270.0, 222.4)","(71.0, 580.0, 325.0)","(14.0, 27.0, 23.0)","(21.0, 110.0, 95.33333333333333)","(16.0, 32.0, 20.57142857142857)","(71.0, 490.0, 154.0)","(8.0, 10.5, 10.105263157894736)"
14-12-2022 12:33:25.629899,"(10.0, 23.0, 19.333333333333332)","(2.35, 2.9, 2.615)","(4.0, 5.7, 4.754545454545455)","(26.0, 110.0, 49.285714285714285)","(13.0, 24.0, 20.166666666666668)","(51.0, 420.0, 326.0)","(31.0, 270.0, 222.4)","(71.0, 580.0, 325.0)","(14.0, 27.0, 23.0)","(21.0, 110.0, 66.5)","(16.0, 32.0, 27.571428571428573)","(71.0, 490.0, 155.0)","(8.0, 10.5, 10.105263157894736)"
14-12-2022 12:33:28.022993,"(10.0, 23.0, 19.333333333333332)","(2.35, 2.88, 2.74)","(4.0, 5.6, 5.12)","(26.0, 110.0, 49.285714285714285)","(13.0, 24.0, 20.166666666666668)","(51.0, 420.0, 326.0)","(31.0, 270.0, 222.4)","(71.0, 580.0, 325.0)","(14.0, 27.0, 23.0)","(21.0, 110.0, 56.83333333333333)","(16.0, 32.0, 27.571428571428573)","(71.0, 580.0, 155.0)","(8.0, 10.5, 10.105263157894736)"
14-12-2022 12:33:30.169908,"(10.0, 23.0, 19.333333333333332)","(2.35, 2.88, 2.74)","(4.0, 5.6, 5.12)","(26.0, 110.0, 49.285714285714285)","(13.0, 24.0, 20.166666666666668)","(51.0, 420.0, 326.0)","(31.0, 270.0, 222.4)","(71.0, 580.0, 325.0)","(14.0, 27.0, 23.0)","(21.0, 110.0, 31.166666666666668)","(16.0, 32.0, 27.571428571428573)","(71.0, 580.0, 155.0)","(8.0, 10.5, 10.105263157894736)"
14-12-2022 12:33:32.137662,"(10.0, 23.0, 19.333333333333332)","(2.35, 2.88, 2.74)","(4.0, 5.6, 4.754545454545455)","(26.0, 110.0, 49.285714285714285)","(13.0, 24.0, 20.166666666666668)","(51.0, 420.0, 326.0)","(31.0, 270.0, 222.4)","(71.0, 580.0, 325.0)","(14.0, 27.0, 24.818181818181817)","(21.0, 95.0, 59.5)","(16.0, 32.0, 27.571428571428573)","(71.0, 580.0, 155.0)","(8.0, 10.5, 10.105263157894736)"
14-12-2022 12:33:34.009971,"(10.0, 23.0, 19.333333333333332)","(2.35, 2.88, 2.74)","(4.0, 5.7, 4.754545454545455)","(26.0, 110.0, 49.285714285714285)","(13.0, 24.0, 20.166666666666668)","(51.0, 420.0, 326.0)","(31.0, 270.0, 222.4)","(71.0, 580.0, 325.0)","(14.0, 27.0, 24.818181818181817)","(21.0, 95.0, 41.75)","(16.0, 32.0, 27.571428571428573)","(71.0, 580.0, 155.0)","(8.0, 10.5, 10.105263157894736)"
14-12-2022 12:33:35.942864,"(10.0, 23.0, 17.75)","(2.35, 2.88, 2.74)","(4.0, 5.7, 4.754545454545455)","(26.0, 110.0, 49.285714285714285)","(13.0, 24.0, 20.166666666666668)","(51.0, 420.0, 326.0)","(31.0, 270.0, 222.4)","(71.0, 580.0, 325.0)","(14.0, 27.0, 24.818181818181817)","(21.0, 95.0, 32.875)","(16.0, 32.0, 24.25)","(71.0, 580.0, 155.0)","(8.0, 10.5, 10.105263157894736)"
14-12-2022 12:33:37.822121,"(10.0, 23.0, 17.75)","(2.35, 2.88, 2.74)","(4.0, 5.7, 5.12)","(26.0, 110.0, 49.285714285714285)","(13.0, 24.0, 20.833333333333336)","(51.0, 420.0, 326.0)","(31.0, 270.0, 222.4)","(71.0, 580.0, 325.0)","(14.0, 27.0, 26.454545454545453)","(21.0, 95.0, 32.875)","(16.0, 32.0, 24.25)","(71.0, 580.0, 155.0)","(8.0, 10.5, 10.105263157894736)"
14-12-2022 12:33:40.096355,"(10.0, 23.0, 17.75)","(2.35, 2.88, 2.74)","(4.0, 5.6, 5.12)","(26.0, 110.0, 49.285714285714285)","(13.0, 25.0, 20.833333333333336)","(51.0, 420.0, 200.0)","(31.0, 270.0, 222.4)","(71.0, 580.0, 326.42857142857144)","(14.0, 29.0, 26.454545454545453)","(21.0, 95.0, 32.875)","(16.0, 32.0, 24.25)","(71.0, 580.0, 155.0)","(8.0, 10.5, 10.105263157894736)"
14-12-2022 12:33:41.979326,"(10.0, 23.0, 17.75)","(2.35, 2.88, 2.74)","(4.0, 5.6, 5.12)","(26.0, 110.0, 49.285714285714285)","(13.0, 25.0, 20.833333333333336)","(51.0, 460.0, 200.0)","(31.0, 270.0, 222.4)","(71.0, 980.0, 326.42857142857144)","(14.0, 29.0, 26.454545454545453)","(21.0, 95.0, 32.875)","(16.0, 32.0, 24.25)","(71.0, 580.0, 155.0)","(8.0, 10.5, 10.105263157894736)"
14-12-2022 12:33:43.922691,"(10.0, 22.0, 17.25)","(2.35, 2.88, 2.74)","(4.0, 5.6, 5.12)","(26.0, 110.0, 49.285714285714285)","(13.0, 25.0, 20.833333333333336)","(51.0, 420.0, 326.0)","(31.0, 270.0, 222.4)","(71.0, 580.0, 325.0)","(14.0, 29.0, 26.454545454545453)","(21.0, 90.0, 46.0)","(16.0, 32.0, 24.25)","(71.0, 580.0, 155.0)","(8.0, 10.5, 10.105263157894736)"
