,Tah Hanna,Buckle Up Havana,Ohana Pearl,Barrys Baby,Count Bingley,Tiny Turtle,Combat Mission
10-01-2023 12:34:46.762506,"(3.2, 7.2, 4.414285714285715)","(4.8, 8.0, 7.075)","(26.0, 270.0, 227.58333333333331)","(10.0, 20.0, 12.533333333333333)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 298.0)","(11.0, 160.0, 109.53333333333333)"
10-01-2023 12:34:47.775649,"(3.2, 7.2, 4.414285714285715)","(4.8, 8.0, 7.075)","(26.0, 270.0, 197.28571428571428)","(10.0, 20.0, 12.533333333333333)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 298.0)","(11.0, 160.0, 109.53333333333333)"
10-01-2023 12:34:48.834425,"(3.2, 7.2, 4.414285714285715)","(4.8, 8.0, 7.075)","(26.0, 270.0, 197.28571428571428)","(10.0, 20.0, 12.533333333333333)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 298.0)","(11.0, 160.0, 109.53333333333333)"
10-01-2023 12:34:49.871217,"(3.2, 7.2, 4.414285714285715)","(4.8, 8.0, 7.075)","(26.0, 270.0, 197.28571428571428)","(10.0, 20.0, 12.533333333333333)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 298.0)","(11.0, 160.0, 109.53333333333333)"
10-01-2023 12:34:50.913732,"(3.2, 7.2, 4.414285714285715)","(4.8, 8.0, 7.075)","(26.0, 270.0, 197.28571428571428)","(10.0, 20.0, 12.533333333333333)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 248.0)","(11.0, 160.0, 109.53333333333333)"
10-01-2023 12:34:51.922490,"(3.2, 7.2, 4.414285714285715)","(4.8, 8.0, 7.075)","(26.0, 270.0, 197.28571428571428)","(10.0, 20.0, 12.533333333333333)","(1.9, 2.56, 2.0949999999999998)","(51.0, 450.0, 248.0)","(11.0, 160.0, 109.53333333333333)"
10-01-2023 12:34:52.988369,"(3.2, 7.2, 4.414285714285715)","(4.8, 8.0, 7.075)","(26.0, 270.0, 197.28571428571428)","(10.0, 20.0, 12.533333333333333)","(1.9, 2.56, 2.0949999999999998)","(51.0, 450.0, 248.0)","(11.0, 160.0, 109.53333333333333)"
10-01-2023 12:34:54.057970,"(3.2, 7.2, 4.414285714285715)","(4.8, 8.0, 7.075)","(26.0, 270.0, 197.28571428571428)","(10.0, 20.0, 12.533333333333333)","(1.9, 2.56, 2.0949999999999998)","(51.0, 450.0, 248.0)","(11.0, 160.0, 109.53333333333333)"
10-01-2023 12:34:55.090990,"(3.2, 7.2, 4.414285714285715)","(4.8, 8.0, 7.075)","(26.0, 270.0, 197.28571428571428)","(10.0, 20.0, 12.533333333333333)","(1.9, 2.56, 2.0949999999999998)","(51.0, 450.0, 248.0)","(11.0, 160.0, 69.16)"
10-01-2023 12:34:56.026443,"(3.2, 7.2, 4.414285714285715)","(4.8, 8.0, 7.075)","(26.0, 270.0, 197.28571428571428)","(10.0, 20.0, 12.533333333333333)","(1.9, 2.56, 2.0949999999999998)","(51.0, 450.0, 248.0)","(11.0, 160.0, 69.16)"
10-01-2023 12:34:56.959427,"(3.2, 7.2, 4.414285714285715)","(4.8, 8.0, 7.075)","(26.0, 270.0, 227.58333333333331)","(10.0, 20.0, 12.533333333333333)","(1.9, 2.56, 2.0949999999999998)","(51.0, 450.0, 248.0)","(11.0, 160.0, 69.16)"
10-01-2023 12:34:57.877675,"(3.2, 7.2, 4.414285714285715)","(4.8, 8.0, 7.075)","(26.0, 270.0, 197.28571428571428)","(10.0, 20.0, 12.533333333333333)","(1.9, 2.56, 2.0949999999999998)","(51.0, 450.0, 248.0)","(11.0, 160.0, 69.16)"
10-01-2023 12:34:58.815092,"(3.2, 7.2, 4.414285714285715)","(4.8, 8.0, 7.075)","(26.0, 270.0, 197.28571428571428)","(10.0, 20.0, 12.533333333333333)","(1.9, 2.56, 2.0949999999999998)","(51.0, 450.0, 248.0)","(11.0, 160.0, 69.16)"
10-01-2023 12:34:59.809669,"(3.2, 7.2, 4.414285714285715)","(4.8, 8.0, 7.075)","(26.0, 270.0, 197.28571428571428)","(10.0, 20.0, 12.533333333333333)","(1.9, 2.56, 2.0949999999999998)","(51.0, 450.0, 248.0)","(11.0, 160.0, 109.53333333333333)"
10-01-2023 12:35:00.788136,"(3.2, 7.2, 4.414285714285715)","(4.8, 8.0, 7.075)","(26.0, 270.0, 197.28571428571428)","(10.0, 20.0, 12.533333333333333)","(1.9, 2.56, 2.0949999999999998)","(51.0, 450.0, 248.0)","(11.0, 160.0, 109.53333333333333)"
10-01-2023 12:35:01.778668,"(3.2, 7.2, 4.414285714285715)","(4.8, 8.0, 7.075)","(26.0, 270.0, 197.28571428571428)","(10.0, 20.0, 12.533333333333333)","(1.9, 2.56, 2.0949999999999998)","(51.0, 450.0, 248.0)","(11.0, 160.0, 109.53333333333333)"
10-01-2023 12:35:02.758330,"(3.2, 7.2, 4.414285714285715)","(4.8, 8.0, 7.075)","(26.0, 270.0, 197.28571428571428)","(10.0, 20.0, 12.533333333333333)","(1.9, 2.56, 2.0949999999999998)","(51.0, 450.0, 248.0)","(11.0, 160.0, 59.2)"
10-01-2023 12:35:03.817415,"(3.2, 7.2, 4.414285714285715)","(4.8, 8.0, 7.075)","(26.0, 270.0, 197.28571428571428)","(10.0, 20.0, 12.533333333333333)","(1.9, 2.56, 2.0949999999999998)","(51.0, 450.0, 248.0)","(11.0, 160.0, 59.2)"
10-01-2023 12:35:04.837771,"(3.2, 7.2, 4.414285714285715)","(4.8, 8.0, 7.075)","(26.0, 270.0, 197.28571428571428)","(10.0, 20.0, 12.533333333333333)","(1.9, 2.56, 2.0949999999999998)","(51.0, 450.0, 248.0)","(11.0, 160.0, 59.2)"
10-01-2023 12:35:05.791729,"(3.2, 7.2, 4.414285714285715)","(4.8, 8.0, 7.075)","(26.0, 270.0, 197.28571428571428)","(10.0, 20.0, 12.533333333333333)","(1.9, 2.56, 2.0949999999999998)","(51.0, 450.0, 248.0)","(11.0, 160.0, 59.2)"
10-01-2023 12:35:06.715007,"(3.2, 7.2, 4.414285714285715)","(4.8, 8.0, 7.075)","(26.0, 270.0, 197.28571428571428)","(10.0, 20.0, 12.533333333333333)","(1.9, 2.56, 2.0949999999999998)","(51.0, 450.0, 248.0)","(11.0, 160.0, 59.2)"
10-01-2023 12:35:07.609459,"(3.2, 7.2, 4.414285714285715)","(4.8, 8.0, 7.075)","(26.0, 270.0, 197.28571428571428)","(10.0, 20.0, 12.533333333333333)","(1.9, 2.56, 2.0949999999999998)","(51.0, 450.0, 298.0)","(11.0, 160.0, 59.2)"
10-01-2023 12:35:08.620871,"(3.2, 7.2, 4.414285714285715)","(4.8, 8.0, 7.075)","(26.0, 270.0, 197.28571428571428)","(10.0, 20.0, 12.533333333333333)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 298.0)","(11.0, 160.0, 59.2)"
10-01-2023 12:35:09.609084,"(3.2, 7.2, 4.414285714285715)","(4.8, 8.0, 7.075)","(26.0, 270.0, 197.28571428571428)","(10.0, 20.0, 12.533333333333333)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 298.0)","(11.0, 160.0, 59.2)"
10-01-2023 12:35:10.664895,"(3.2, 7.2, 4.414285714285715)","(4.8, 8.0, 7.075)","(26.0, 270.0, 197.28571428571428)","(10.0, 20.0, 12.533333333333333)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 298.0)","(11.0, 160.0, 59.2)"
10-01-2023 12:35:11.726082,"(3.2, 7.2, 4.414285714285715)","(4.8, 8.0, 7.075)","(26.0, 270.0, 227.58333333333331)","(10.0, 20.0, 12.533333333333333)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 298.0)","(11.0, 160.0, 59.2)"
10-01-2023 12:35:12.722726,"(3.2, 7.2, 4.414285714285715)","(4.8, 8.0, 7.075)","(26.0, 270.0, 227.58333333333331)","(10.0, 20.0, 12.533333333333333)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 298.0)","(11.0, 160.0, 59.2)"
10-01-2023 12:35:13.801996,"(3.2, 7.2, 4.414285714285715)","(4.8, 8.0, 7.075)","(26.0, 270.0, 197.28571428571428)","(10.0, 20.0, 12.533333333333333)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 298.0)","(11.0, 160.0, 59.2)"
10-01-2023 12:35:14.794440,"(3.2, 7.2, 4.414285714285715)","(4.8, 8.0, 7.075)","(26.0, 270.0, 197.28571428571428)","(10.0, 20.0, 12.533333333333333)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 298.0)","(11.0, 160.0, 59.2)"
10-01-2023 12:35:15.774752,"(3.2, 7.2, 4.414285714285715)","(4.8, 8.0, 7.075)","(26.0, 270.0, 197.28571428571428)","(10.0, 20.0, 12.533333333333333)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 298.0)","(11.0, 160.0, 59.2)"
10-01-2023 12:35:16.733378,"(3.2, 7.2, 4.414285714285715)","(4.8, 8.0, 7.075)","(26.0, 270.0, 197.28571428571428)","(10.0, 20.0, 12.533333333333333)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 298.0)","(11.0, 160.0, 59.2)"
10-01-2023 12:35:17.714048,"(3.2, 7.2, 4.414285714285715)","(4.8, 8.0, 7.075)","(26.0, 270.0, 197.28571428571428)","(10.0, 20.0, 12.533333333333333)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 298.0)","(11.0, 160.0, 59.2)"
10-01-2023 12:35:18.681465,"(3.2, 7.2, 4.414285714285715)","(4.8, 8.0, 7.075)","(26.0, 270.0, 197.28571428571428)","(10.0, 20.0, 12.533333333333333)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 298.0)","(11.0, 160.0, 59.2)"
10-01-2023 12:35:19.668577,"(3.2, 7.2, 4.414285714285715)","(4.8, 8.0, 7.075)","(26.0, 270.0, 197.28571428571428)","(10.0, 20.0, 12.533333333333333)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 298.0)","(11.0, 160.0, 59.2)"
10-01-2023 12:35:20.583448,"(3.2, 7.2, 4.414285714285715)","(4.8, 8.0, 7.075)","(26.0, 270.0, 197.28571428571428)","(10.0, 20.0, 12.533333333333333)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 298.0)","(11.0, 160.0, 59.2)"
10-01-2023 12:35:21.574300,"(3.2, 7.2, 4.414285714285715)","(4.8, 8.0, 7.075)","(26.0, 270.0, 197.28571428571428)","(10.0, 20.0, 12.533333333333333)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 298.0)","(11.0, 160.0, 59.2)"
10-01-2023 12:35:22.672599,"(3.2, 7.2, 4.414285714285715)","(4.8, 8.0, 7.075)","(26.0, 270.0, 197.28571428571428)","(10.0, 20.0, 12.533333333333333)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 298.0)","(11.0, 160.0, 59.2)"
10-01-2023 12:35:23.768067,"(3.2, 7.2, 4.414285714285715)","(4.8, 8.0, 7.075)","(26.0, 270.0, 197.28571428571428)","(10.0, 20.0, 14.4)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 298.0)","(11.0, 160.0, 59.2)"
10-01-2023 12:35:24.797455,"(3.2, 7.2, 4.414285714285715)","(4.8, 8.0, 7.075)","(26.0, 270.0, 197.28571428571428)","(10.0, 20.0, 14.4)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 298.0)","(11.0, 160.0, 59.2)"
10-01-2023 12:35:26.047393,"(3.2, 7.2, 4.414285714285715)","(4.8, 8.0, 7.075)","(26.0, 270.0, 197.28571428571428)","(10.0, 20.0, 14.4)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 298.0)","(11.0, 160.0, 59.2)"
10-01-2023 12:35:27.099973,"(3.2, 7.2, 4.414285714285715)","(4.8, 8.0, 7.075)","(26.0, 270.0, 197.28571428571428)","(10.0, 20.0, 14.4)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 298.0)","(11.0, 160.0, 59.2)"
10-01-2023 12:35:28.059410,"(3.2, 7.2, 4.414285714285715)","(4.8, 8.0, 7.075)","(26.0, 270.0, 197.28571428571428)","(10.0, 20.0, 14.4)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 298.0)","(11.0, 160.0, 59.2)"
10-01-2023 12:35:29.025516,"(3.2, 7.2, 4.414285714285715)","(4.8, 8.0, 7.075)","(26.0, 270.0, 197.28571428571428)","(10.0, 20.0, 14.4)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 298.0)","(11.0, 160.0, 59.2)"
10-01-2023 12:35:29.937774,"(3.2, 7.2, 4.414285714285715)","(4.8, 8.0, 7.075)","(26.0, 270.0, 197.28571428571428)","(10.0, 20.0, 14.4)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 298.0)","(11.0, 160.0, 59.2)"
10-01-2023 12:35:30.910497,"(3.2, 7.2, 4.414285714285715)","(4.8, 8.0, 7.075)","(26.0, 270.0, 197.28571428571428)","(10.0, 20.0, 14.4)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 298.0)","(11.0, 160.0, 59.2)"
10-01-2023 12:35:31.833954,"(3.2, 7.2, 4.414285714285715)","(4.8, 8.0, 7.075)","(26.0, 270.0, 197.28571428571428)","(10.0, 20.0, 14.4)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 298.0)","(11.0, 160.0, 59.2)"
10-01-2023 12:35:32.774821,"(3.2, 7.2, 4.414285714285715)","(4.8, 8.0, 7.075)","(26.0, 270.0, 197.28571428571428)","(10.0, 20.0, 14.4)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 298.0)","(11.0, 160.0, 59.2)"
10-01-2023 12:35:33.700673,"(3.2, 7.2, 4.414285714285715)","(4.8, 8.0, 7.075)","(26.0, 270.0, 197.28571428571428)","(10.0, 20.0, 14.4)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 298.0)","(11.0, 160.0, 59.2)"
10-01-2023 12:35:34.648084,"(3.2, 7.2, 4.414285714285715)","(4.8, 8.0, 7.075)","(26.0, 270.0, 197.28571428571428)","(10.0, 20.0, 14.4)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 298.0)","(11.0, 160.0, 59.2)"
10-01-2023 12:35:35.642443,"(3.2, 7.2, 4.414285714285715)","(4.8, 8.0, 7.075)","(26.0, 270.0, 197.28571428571428)","(10.0, 20.0, 14.4)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 298.0)","(11.0, 160.0, 59.2)"
10-01-2023 12:35:36.684567,"(3.2, 7.2, 4.414285714285715)","(4.8, 8.0, 7.075)","(26.0, 270.0, 197.28571428571428)","(10.0, 20.0, 14.4)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 298.0)","(11.0, 160.0, 59.2)"
10-01-2023 12:35:37.628189,"(3.2, 7.2, 4.414285714285715)","(4.8, 8.0, 7.075)","(26.0, 270.0, 197.28571428571428)","(10.0, 20.0, 14.4)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 298.0)","(11.0, 160.0, 59.2)"
10-01-2023 12:35:38.630386,"(3.2, 7.2, 4.414285714285715)","(4.8, 8.0, 7.075)","(26.0, 270.0, 227.58333333333331)","(10.0, 20.0, 16.2)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 298.0)","(11.0, 160.0, 59.06666666666667)"
10-01-2023 12:35:39.616185,"(3.2, 7.0, 5.15)","(4.8, 8.0, 7.075)","(26.0, 270.0, 197.28571428571428)","(10.0, 20.0, 12.799999999999999)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 299.0)","(11.0, 160.0, 59.06666666666667)"
10-01-2023 12:35:40.598516,"(3.2, 7.0, 5.15)","(4.8, 8.0, 7.075)","(26.0, 270.0, 197.28571428571428)","(10.0, 20.0, 12.799999999999999)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 299.0)","(11.0, 160.0, 59.06666666666667)"
10-01-2023 12:35:41.572923,"(3.2, 7.0, 5.15)","(4.8, 8.0, 7.075)","(26.0, 270.0, 100.66666666666667)","(10.0, 20.0, 12.799999999999999)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 299.0)","(11.0, 160.0, 59.06666666666667)"
10-01-2023 12:35:42.580449,"(3.2, 7.0, 5.15)","(4.8, 8.0, 7.075)","(26.0, 270.0, 100.66666666666667)","(10.0, 20.0, 12.799999999999999)","(1.9, 2.56, 2.0949999999999998)","(51.0, 450.0, 249.0)","(11.0, 160.0, 59.06666666666667)"
10-01-2023 12:35:43.601900,"(3.2, 7.0, 5.15)","(4.8, 8.0, 7.075)","(26.0, 270.0, 100.66666666666667)","(10.0, 20.0, 12.799999999999999)","(1.9, 2.56, 2.0949999999999998)","(51.0, 450.0, 249.0)","(11.0, 160.0, 59.06666666666667)"
10-01-2023 12:35:44.624003,"(3.2, 7.0, 5.15)","(4.8, 8.0, 7.075)","(26.0, 270.0, 100.66666666666667)","(10.0, 20.0, 14.6)","(1.9, 2.56, 2.0949999999999998)","(51.0, 450.0, 249.0)","(11.0, 160.0, 84.2)"
10-01-2023 12:35:45.684070,"(3.2, 7.0, 5.15)","(4.8, 8.0, 7.075)","(26.0, 270.0, 100.66666666666667)","(10.0, 20.0, 14.6)","(1.9, 2.56, 2.0949999999999998)","(51.0, 450.0, 252.5)","(11.0, 160.0, 59.333333333333336)"
10-01-2023 12:35:46.683076,"(3.2, 7.0, 5.15)","(4.8, 8.0, 7.075)","(26.0, 270.0, 100.66666666666667)","(10.0, 20.0, 14.6)","(1.9, 2.56, 2.0949999999999998)","(51.0, 450.0, 252.5)","(11.0, 160.0, 59.333333333333336)"
10-01-2023 12:35:47.725427,"(3.2, 7.0, 5.15)","(4.8, 8.0, 7.075)","(26.0, 270.0, 100.66666666666667)","(10.0, 20.0, 14.6)","(1.9, 2.56, 2.0949999999999998)","(51.0, 450.0, 252.5)","(11.0, 160.0, 59.333333333333336)"
10-01-2023 12:35:48.713193,"(3.2, 7.0, 5.15)","(4.8, 8.0, 7.075)","(26.0, 270.0, 100.66666666666667)","(10.0, 20.0, 14.6)","(1.9, 2.56, 2.0949999999999998)","(51.0, 450.0, 252.5)","(11.0, 160.0, 59.333333333333336)"
10-01-2023 12:35:49.730309,"(3.2, 7.0, 5.15)","(4.8, 8.0, 7.075)","(26.0, 270.0, 100.66666666666667)","(10.0, 20.0, 14.6)","(1.9, 2.56, 2.0949999999999998)","(51.0, 450.0, 252.5)","(11.0, 160.0, 59.333333333333336)"
10-01-2023 12:35:50.667442,"(3.2, 7.0, 5.15)","(4.8, 8.0, 7.075)","(26.0, 270.0, 100.66666666666667)","(10.0, 20.0, 14.6)","(1.9, 2.56, 2.0949999999999998)","(51.0, 450.0, 252.5)","(11.0, 160.0, 59.333333333333336)"
10-01-2023 12:35:51.641507,"(3.2, 7.0, 5.15)","(4.8, 8.0, 7.075)","(26.0, 270.0, 100.66666666666667)","(10.0, 20.0, 14.6)","(1.9, 2.56, 2.0949999999999998)","(51.0, 450.0, 252.5)","(11.0, 160.0, 59.333333333333336)"
10-01-2023 12:35:52.563672,"(3.2, 7.0, 5.15)","(4.8, 8.0, 7.075)","(26.0, 270.0, 142.5)","(10.0, 20.0, 14.6)","(1.9, 2.56, 2.0949999999999998)","(51.0, 450.0, 252.5)","(11.0, 160.0, 59.333333333333336)"
10-01-2023 12:35:53.559250,"(3.2, 7.0, 5.15)","(4.8, 8.0, 7.075)","(26.0, 270.0, 101.0)","(10.0, 20.0, 14.6)","(1.9, 2.56, 2.0949999999999998)","(51.0, 450.0, 252.5)","(11.0, 160.0, 59.333333333333336)"
10-01-2023 12:35:54.517352,"(3.2, 7.0, 5.15)","(4.8, 8.0, 7.075)","(26.0, 270.0, 101.0)","(10.0, 20.0, 14.6)","(1.9, 2.56, 2.0949999999999998)","(51.0, 450.0, 252.5)","(11.0, 160.0, 59.333333333333336)"
10-01-2023 12:35:55.514518,"(3.2, 7.0, 5.15)","(4.8, 8.0, 7.075)","(26.0, 270.0, 101.0)","(10.0, 20.0, 14.6)","(1.9, 2.56, 2.0949999999999998)","(51.0, 450.0, 252.5)","(11.0, 160.0, 59.333333333333336)"
10-01-2023 12:35:56.517867,"(3.2, 7.0, 5.15)","(4.8, 8.0, 7.075)","(26.0, 270.0, 101.0)","(10.0, 20.0, 14.6)","(1.9, 2.56, 2.0949999999999998)","(51.0, 450.0, 252.5)","(11.0, 160.0, 59.333333333333336)"
10-01-2023 12:35:57.485596,"(3.2, 7.0, 5.15)","(4.8, 8.0, 7.075)","(26.0, 270.0, 101.0)","(10.0, 20.0, 14.6)","(1.9, 2.56, 2.0949999999999998)","(51.0, 450.0, 252.5)","(11.0, 160.0, 59.333333333333336)"
10-01-2023 12:35:58.519277,"(3.2, 7.0, 5.15)","(4.8, 8.0, 7.075)","(26.0, 270.0, 101.0)","(10.0, 20.0, 14.6)","(1.9, 2.56, 2.0949999999999998)","(51.0, 450.0, 252.5)","(11.0, 160.0, 59.333333333333336)"
10-01-2023 12:35:59.587679,"(3.2, 7.0, 5.15)","(4.8, 8.0, 7.075)","(26.0, 270.0, 101.0)","(10.0, 20.0, 14.6)","(1.9, 2.56, 2.0949999999999998)","(51.0, 450.0, 252.5)","(11.0, 160.0, 59.333333333333336)"
10-01-2023 12:36:00.663254,"(3.2, 7.0, 5.15)","(4.8, 8.0, 7.075)","(26.0, 270.0, 101.0)","(10.0, 20.0, 14.6)","(1.9, 2.56, 2.0949999999999998)","(51.0, 450.0, 252.5)","(11.0, 160.0, 59.333333333333336)"
10-01-2023 12:36:01.666907,"(3.2, 7.0, 5.15)","(4.8, 8.0, 7.075)","(26.0, 270.0, 101.0)","(10.0, 20.0, 14.6)","(1.9, 2.56, 2.0949999999999998)","(51.0, 450.0, 252.5)","(11.0, 160.0, 59.333333333333336)"
10-01-2023 12:36:02.664889,"(3.2, 7.0, 5.15)","(4.8, 8.0, 7.075)","(26.0, 270.0, 101.0)","(10.0, 20.0, 14.6)","(1.9, 2.56, 2.0949999999999998)","(51.0, 450.0, 252.5)","(11.0, 160.0, 59.333333333333336)"
10-01-2023 12:36:03.546358,"(3.2, 7.0, 5.15)","(4.8, 8.0, 7.075)","(26.0, 270.0, 101.0)","(10.0, 20.0, 14.6)","(1.9, 2.56, 2.0949999999999998)","(51.0, 450.0, 252.5)","(11.0, 160.0, 59.333333333333336)"
10-01-2023 12:36:04.472394,"(3.2, 7.0, 5.15)","(4.8, 8.0, 7.075)","(26.0, 270.0, 185.0)","(10.0, 20.0, 14.6)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 307.5)","(11.0, 160.0, 59.333333333333336)"
10-01-2023 12:36:05.437149,"(3.2, 7.0, 5.15)","(4.8, 8.0, 7.075)","(26.0, 270.0, 142.5)","(10.0, 20.0, 14.6)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 307.5)","(11.0, 160.0, 59.333333333333336)"
10-01-2023 12:36:06.448869,"(3.2, 7.0, 5.15)","(4.8, 8.0, 7.075)","(26.0, 270.0, 101.33333333333333)","(10.0, 20.0, 14.6)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 307.5)","(11.0, 160.0, 59.333333333333336)"
10-01-2023 12:36:07.452818,"(3.2, 7.0, 5.15)","(4.8, 8.0, 7.075)","(26.0, 270.0, 101.33333333333333)","(10.0, 20.0, 14.6)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 307.5)","(11.0, 160.0, 59.333333333333336)"
10-01-2023 12:36:08.535272,"(3.2, 7.0, 5.15)","(4.8, 8.0, 7.075)","(26.0, 270.0, 101.66666666666667)","(10.0, 20.0, 14.6)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 307.5)","(11.0, 160.0, 61.333333333333336)"
10-01-2023 12:36:09.553154,"(3.2, 7.0, 5.15)","(4.8, 8.0, 7.075)","(26.0, 270.0, 101.66666666666667)","(10.0, 20.0, 14.6)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 307.5)","(11.0, 160.0, 61.333333333333336)"
10-01-2023 12:36:10.633331,"(3.2, 7.0, 5.15)","(4.8, 8.0, 7.075)","(26.0, 270.0, 101.66666666666667)","(10.0, 20.0, 14.6)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 312.5)","(11.0, 160.0, 61.333333333333336)"
10-01-2023 12:36:11.669408,"(3.2, 7.0, 5.15)","(4.8, 8.0, 7.075)","(26.0, 270.0, 142.5)","(10.0, 20.0, 14.6)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 312.5)","(11.0, 160.0, 61.333333333333336)"
10-01-2023 12:36:12.698748,"(3.2, 7.0, 5.15)","(4.8, 8.0, 7.075)","(26.0, 270.0, 142.5)","(10.0, 20.0, 14.6)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 312.5)","(11.0, 160.0, 61.333333333333336)"
10-01-2023 12:36:13.685661,"(3.2, 7.0, 5.15)","(4.8, 8.0, 7.075)","(26.0, 270.0, 102.0)","(10.0, 20.0, 14.6)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 312.5)","(11.0, 160.0, 61.333333333333336)"
10-01-2023 12:36:14.690100,"(3.2, 7.0, 5.15)","(4.8, 8.0, 7.075)","(26.0, 270.0, 102.0)","(10.0, 20.0, 14.6)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 312.5)","(11.0, 160.0, 61.333333333333336)"
10-01-2023 12:36:15.683176,"(3.2, 7.0, 5.15)","(4.8, 8.0, 7.075)","(26.0, 270.0, 102.0)","(10.0, 20.0, 14.6)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 312.5)","(11.0, 160.0, 61.333333333333336)"
10-01-2023 12:36:16.655733,"(3.2, 7.0, 5.15)","(4.8, 8.0, 7.075)","(26.0, 270.0, 102.0)","(10.0, 20.0, 14.6)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 312.5)","(11.0, 160.0, 61.333333333333336)"
10-01-2023 12:36:17.615094,"(3.2, 7.0, 5.15)","(4.8, 8.0, 7.075)","(26.0, 270.0, 102.0)","(10.0, 20.0, 14.6)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 312.5)","(11.0, 160.0, 61.333333333333336)"
10-01-2023 12:36:18.583154,"(3.2, 7.0, 5.15)","(4.8, 8.0, 7.075)","(26.0, 270.0, 102.0)","(10.0, 20.0, 14.6)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 312.5)","(11.0, 160.0, 61.333333333333336)"
10-01-2023 12:36:19.536743,"(3.2, 7.0, 5.15)","(4.8, 8.0, 7.075)","(26.0, 270.0, 102.0)","(10.0, 20.0, 14.6)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 312.5)","(11.0, 160.0, 61.333333333333336)"
10-01-2023 12:36:20.491218,"(3.2, 7.0, 5.15)","(4.8, 8.0, 7.075)","(26.0, 270.0, 102.0)","(10.0, 20.0, 14.6)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 312.5)","(11.0, 160.0, 61.333333333333336)"
10-01-2023 12:36:21.435156,"(3.2, 7.0, 5.15)","(4.8, 8.0, 7.075)","(26.0, 270.0, 102.0)","(10.0, 20.0, 14.6)","(1.9, 2.56, 2.0949999999999998)","(51.0, 550.0, 312.5)","(11.0, 160.0, 61.333333333333336)"
