,Tah Hanna,Buckle Up Havana,Ohana Pearl,Barrys Baby,Count Bingley,Tiny Turtle,Combat Mission
10-01-2023 12:21:21.124156,"(3.2, 5.8, 3.4375)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 298.0)","(11.0, 23.0, 15.7)"
10-01-2023 12:21:22.195103,"(3.2, 5.8, 3.4375)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 298.0)","(11.0, 23.0, 15.7)"
10-01-2023 12:21:23.266050,"(3.2, 5.8, 3.4375)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 298.0)","(11.0, 23.0, 15.7)"
10-01-2023 12:21:24.368334,"(3.2, 5.8, 3.4375)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 298.0)","(11.0, 23.0, 15.7)"
10-01-2023 12:21:25.504204,"(3.2, 5.8, 3.4375)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 298.0)","(11.0, 23.0, 15.7)"
10-01-2023 12:21:26.612818,"(3.2, 5.8, 3.4375)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 298.0)","(11.0, 23.0, 15.7)"
10-01-2023 12:21:27.719128,"(3.2, 5.8, 3.4375)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 298.0)","(11.0, 23.0, 15.7)"
10-01-2023 12:21:28.791883,"(3.2, 5.8, 3.4375)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 298.0)","(11.0, 23.0, 15.7)"
10-01-2023 12:21:29.795609,"(3.2, 5.8, 3.4375)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 298.0)","(11.0, 23.0, 15.7)"
10-01-2023 12:21:30.763516,"(3.2, 5.8, 3.4375)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 298.0)","(11.0, 23.0, 15.7)"
10-01-2023 12:21:31.755021,"(3.2, 5.8, 3.4375)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 298.0)","(11.0, 23.0, 15.7)"
10-01-2023 12:21:32.820613,"(3.2, 5.8, 3.4375)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 298.0)","(11.0, 23.0, 15.7)"
10-01-2023 12:21:33.885862,"(3.2, 5.8, 3.4375)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 298.0)","(11.0, 23.0, 15.7)"
10-01-2023 12:21:34.953316,"(3.2, 5.8, 3.4375)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 298.0)","(11.0, 23.0, 15.7)"
10-01-2023 12:21:36.064210,"(3.2, 5.8, 3.4375)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 298.0)","(11.0, 23.0, 15.7)"
10-01-2023 12:21:37.126866,"(3.2, 5.8, 3.4375)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 298.0)","(11.0, 23.0, 15.7)"
10-01-2023 12:21:38.159606,"(3.2, 5.8, 3.4375)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 298.0)","(11.0, 23.0, 15.7)"
10-01-2023 12:21:39.247171,"(3.2, 5.8, 3.4375)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 298.0)","(11.0, 23.0, 15.7)"
10-01-2023 12:21:40.510313,"(3.2, 5.8, 3.4375)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 298.0)","(11.0, 23.0, 15.7)"
10-01-2023 12:21:41.752525,"(3.2, 5.8, 3.4375)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 298.0)","(11.0, 23.0, 15.7)"
10-01-2023 12:21:42.904621,"(3.2, 5.8, 3.4375)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 298.0)","(11.0, 23.0, 15.7)"
10-01-2023 12:21:44.072537,"(3.2, 5.8, 3.4375)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 298.0)","(11.0, 23.0, 15.7)"
10-01-2023 12:21:45.141962,"(3.2, 5.8, 3.4375)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 298.0)","(11.0, 23.0, 15.7)"
10-01-2023 12:21:46.290687,"(3.2, 5.8, 3.4375)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 298.0)","(11.0, 23.0, 15.7)"
10-01-2023 12:21:47.429204,"(3.2, 5.8, 3.4375)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 298.0)","(11.0, 23.0, 15.7)"
10-01-2023 12:21:48.535960,"(3.2, 5.8, 3.4375)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 298.0)","(11.0, 23.0, 15.7)"
10-01-2023 12:21:49.595424,"(3.2, 5.8, 3.4375)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 298.0)","(11.0, 23.0, 15.7)"
10-01-2023 12:21:50.662676,"(3.2, 5.8, 3.4375)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 298.0)","(11.0, 23.0, 15.7)"
10-01-2023 12:21:51.726528,"(3.2, 5.8, 3.4375)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 298.0)","(11.0, 23.0, 15.7)"
10-01-2023 12:21:52.909249,"(3.2, 5.8, 3.4375)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 298.0)","(11.0, 23.0, 15.7)"
10-01-2023 12:21:54.089770,"(3.2, 5.8, 3.4375)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 298.0)","(11.0, 23.0, 15.7)"
10-01-2023 12:21:55.276619,"(3.2, 5.8, 3.4375)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 298.0)","(11.0, 23.0, 15.7)"
10-01-2023 12:21:56.500263,"(3.2, 5.8, 3.4375)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 298.0)","(11.0, 23.0, 15.7)"
10-01-2023 12:21:57.555856,"(3.2, 5.8, 3.4375)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 298.0)","(11.0, 23.0, 15.7)"
10-01-2023 12:21:58.606126,"(3.2, 5.8, 3.4375)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 298.0)","(11.0, 23.0, 15.7)"
10-01-2023 12:21:59.635217,"(3.2, 5.8, 3.4375)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 298.0)","(11.0, 23.0, 15.7)"
10-01-2023 12:22:00.785588,"(3.2, 5.8, 3.4375)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 298.0)","(11.0, 23.0, 15.7)"
10-01-2023 12:22:01.958650,"(3.2, 5.8, 3.4375)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 298.0)","(11.0, 23.0, 15.7)"
10-01-2023 12:22:03.125946,"(3.2, 5.8, 3.4375)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 298.0)","(11.0, 23.0, 15.7)"
10-01-2023 12:22:04.280742,"(3.2, 5.8, 3.4375)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 450.0)","(11.0, 23.0, 20.119999999999997)"
10-01-2023 12:22:05.411066,"(3.2, 5.8, 4.113636363636363)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 450.0)","(11.0, 23.0, 20.119999999999997)"
10-01-2023 12:22:06.584473,"(3.2, 5.8, 4.113636363636363)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 450.0)","(11.0, 23.0, 20.119999999999997)"
10-01-2023 12:22:07.706745,"(3.2, 5.8, 4.113636363636363)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 450.0)","(11.0, 23.0, 20.119999999999997)"
10-01-2023 12:22:08.869850,"(3.2, 5.8, 4.113636363636363)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 450.0)","(11.0, 23.0, 20.119999999999997)"
10-01-2023 12:22:10.020461,"(3.2, 5.8, 4.113636363636363)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 450.0)","(11.0, 23.0, 20.119999999999997)"
10-01-2023 12:22:11.169494,"(3.2, 5.8, 4.113636363636363)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 450.0)","(11.0, 23.0, 20.119999999999997)"
10-01-2023 12:22:12.325393,"(3.2, 5.8, 4.113636363636363)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 450.0)","(11.0, 23.0, 20.119999999999997)"
10-01-2023 12:22:13.402305,"(3.2, 5.8, 4.113636363636363)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 450.0)","(11.0, 23.0, 20.119999999999997)"
10-01-2023 12:22:14.492482,"(3.2, 5.8, 4.113636363636363)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 450.0)","(11.0, 23.0, 20.119999999999997)"
10-01-2023 12:22:15.528964,"(3.2, 5.8, 4.113636363636363)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 450.0)","(11.0, 23.0, 20.119999999999997)"
10-01-2023 12:22:16.676625,"(3.2, 5.8, 4.113636363636363)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 450.0)","(11.0, 23.0, 20.119999999999997)"
10-01-2023 12:22:17.827009,"(3.2, 5.8, 4.113636363636363)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 450.0)","(11.0, 23.0, 20.119999999999997)"
10-01-2023 12:22:19.043412,"(3.2, 5.8, 4.113636363636363)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 450.0)","(11.0, 23.0, 20.119999999999997)"
10-01-2023 12:22:20.190340,"(3.2, 5.8, 4.113636363636363)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 450.0)","(11.0, 23.0, 20.119999999999997)"
10-01-2023 12:22:21.382988,"(3.2, 5.8, 4.113636363636363)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 450.0)","(11.0, 23.0, 20.119999999999997)"
10-01-2023 12:22:22.455739,"(3.2, 5.8, 4.113636363636363)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 450.0)","(11.0, 23.0, 20.119999999999997)"
10-01-2023 12:22:23.472847,"(3.2, 5.8, 4.113636363636363)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 450.0)","(11.0, 23.0, 20.119999999999997)"
10-01-2023 12:22:24.530755,"(3.2, 5.8, 4.113636363636363)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 450.0)","(11.0, 23.0, 20.119999999999997)"
10-01-2023 12:22:25.614118,"(3.2, 5.8, 4.113636363636363)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 450.0)","(11.0, 23.0, 20.119999999999997)"
10-01-2023 12:22:26.750616,"(3.2, 5.8, 4.113636363636363)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 450.0)","(11.0, 23.0, 20.119999999999997)"
10-01-2023 12:22:27.787830,"(3.2, 5.8, 4.113636363636363)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 450.0)","(11.0, 23.0, 20.119999999999997)"
10-01-2023 12:22:28.858857,"(3.2, 5.8, 4.113636363636363)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 450.0)","(11.0, 23.0, 20.119999999999997)"
10-01-2023 12:22:29.977811,"(3.2, 5.8, 4.113636363636363)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 450.0)","(11.0, 23.0, 20.119999999999997)"
10-01-2023 12:22:31.115182,"(3.2, 5.8, 4.113636363636363)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 450.0)","(11.0, 23.0, 20.119999999999997)"
10-01-2023 12:22:32.322690,"(3.2, 5.8, 4.113636363636363)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 450.0)","(11.0, 23.0, 20.119999999999997)"
10-01-2023 12:22:33.459215,"(3.2, 5.8, 4.113636363636363)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 450.0)","(11.0, 23.0, 20.119999999999997)"
10-01-2023 12:22:34.555411,"(3.2, 5.8, 4.113636363636363)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 450.0)","(11.0, 23.0, 20.119999999999997)"
10-01-2023 12:22:35.573707,"(3.2, 5.8, 4.113636363636363)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 450.0)","(11.0, 23.0, 20.119999999999997)"
10-01-2023 12:22:36.684301,"(3.2, 5.8, 4.113636363636363)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 450.0)","(11.0, 23.0, 20.119999999999997)"
10-01-2023 12:22:37.780820,"(3.2, 5.8, 4.113636363636363)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 450.0)","(11.0, 23.0, 20.119999999999997)"
10-01-2023 12:22:38.966959,"(3.2, 5.8, 4.113636363636363)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 450.0)","(11.0, 23.0, 20.119999999999997)"
10-01-2023 12:22:40.136301,"(3.2, 5.8, 4.113636363636363)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 450.0)","(11.0, 23.0, 20.119999999999997)"
10-01-2023 12:22:41.277682,"(3.2, 5.8, 4.113636363636363)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 450.0)","(11.0, 23.0, 20.119999999999997)"
10-01-2023 12:22:42.416261,"(3.2, 5.8, 4.113636363636363)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 450.0)","(11.0, 23.0, 20.119999999999997)"
10-01-2023 12:22:43.524294,"(3.2, 5.8, 4.113636363636363)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 450.0)","(11.0, 23.0, 20.119999999999997)"
10-01-2023 12:22:44.730251,"(3.2, 5.8, 4.113636363636363)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 450.0)","(11.0, 23.0, 20.119999999999997)"
10-01-2023 12:22:45.869517,"(3.2, 5.8, 4.113636363636363)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 450.0)","(11.0, 23.0, 20.119999999999997)"
10-01-2023 12:22:46.979610,"(3.2, 5.8, 4.113636363636363)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 450.0)","(11.0, 23.0, 20.119999999999997)"
10-01-2023 12:22:48.251054,"(3.2, 5.8, 4.113636363636363)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 450.0)","(11.0, 23.0, 20.119999999999997)"
10-01-2023 12:22:49.434223,"(3.2, 5.8, 4.113636363636363)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 450.0)","(11.0, 23.0, 20.119999999999997)"
10-01-2023 12:22:50.721831,"(3.2, 5.8, 4.113636363636363)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 450.0)","(11.0, 23.0, 20.119999999999997)"
10-01-2023 12:22:51.987283,"(3.2, 5.8, 4.113636363636363)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 450.0)","(11.0, 23.0, 20.119999999999997)"
10-01-2023 12:22:53.152286,"(3.2, 5.8, 4.113636363636363)","(4.8, 7.8, 5.228571428571429)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 14.3)","(1.9, 2.86, 2.5)","(51.0, 550.0, 450.0)","(11.0, 23.0, 20.119999999999997)"
