,Dr Julienne,Green La La,Dr Callie,My Dreamer,Gero Lads,Sweet Lola,Hustle Hustle,Jayville Crew
11-01-2023 18:39:01.118557,"(14.0, 23.0, 17.647058823529413)","(2.6, 4.5, 3.4285714285714284)","(16.0, 17.0, 15.125)","(2.25, 3.6, 2.804705882352941)","(13.0, 21.0, 19.0)","(41.0, 80.0, 70.0)","(4.2, 5.8, 5.25)","(91.0, 480.0, 325.0)"
11-01-2023 18:39:02.341499,"(14.0, 23.0, 17.647058823529413)","(2.6, 4.5, 3.4285714285714284)","(16.0, 17.0, 15.125)","(2.25, 3.6, 2.804705882352941)","(13.0, 21.0, 19.0)","(41.0, 80.0, 70.0)","(4.2, 5.8, 5.25)","(91.0, 480.0, 325.0)"
11-01-2023 18:39:03.492211,"(14.0, 23.0, 17.647058823529413)","(2.6, 4.5, 3.4285714285714284)","(16.0, 17.0, 15.125)","(2.25, 3.6, 2.804705882352941)","(13.0, 21.0, 19.0)","(41.0, 80.0, 70.0)","(4.2, 5.8, 5.25)","(91.0, 480.0, 325.0)"
11-01-2023 18:39:04.737700,"(14.0, 23.0, 17.647058823529413)","(2.6, 4.5, 3.4285714285714284)","(16.0, 17.0, 15.125)","(2.25, 3.6, 2.804705882352941)","(13.0, 21.0, 19.0)","(41.0, 80.0, 70.0)","(4.2, 5.8, 5.25)","(91.0, 480.0, 325.0)"
11-01-2023 18:39:05.995538,"(14.0, 23.0, 17.647058823529413)","(2.6, 4.5, 3.4285714285714284)","(16.0, 17.0, 15.125)","(2.25, 3.6, 2.804705882352941)","(13.0, 21.0, 19.0)","(41.0, 80.0, 70.0)","(4.2, 5.8, 5.25)","(91.0, 480.0, 325.0)"
11-01-2023 18:39:07.215383,"(14.0, 23.0, 17.647058823529413)","(2.6, 4.5, 3.375)","(16.0, 17.0, 15.333333333333334)","(2.25, 3.6, 2.652857142857143)","(13.0, 21.0, 19.0)","(41.0, 80.0, 70.0)","(4.2, 5.8, 5.616666666666666)","(91.0, 480.0, 325.0)"
11-01-2023 18:39:08.307759,"(14.0, 23.0, 17.647058823529413)","(2.6, 4.5, 3.75)","(16.0, 17.0, 15.333333333333334)","(2.25, 3.6, 2.652857142857143)","(13.0, 21.0, 19.0)","(41.0, 80.0, 70.0)","(4.2, 5.8, 5.616666666666666)","(91.0, 480.0, 325.0)"
11-01-2023 18:39:09.438873,"(14.0, 23.0, 17.647058823529413)","(2.6, 4.3, 3.9400000000000004)","(16.0, 17.0, 15.181818181818182)","(2.25, 3.6, 2.652857142857143)","(13.0, 21.0, 19.0)","(41.0, 80.0, 70.0)","(4.2, 5.8, 5.616666666666666)","(91.0, 480.0, 273.3333333333333)"
11-01-2023 18:39:10.565544,"(14.0, 23.0, 17.647058823529413)","(2.6, 4.4, 3.9400000000000004)","(16.0, 17.0, 15.181818181818182)","(2.25, 3.6, 2.652857142857143)","(13.0, 21.0, 19.0)","(41.0, 80.0, 70.0)","(4.2, 5.8, 5.616666666666666)","(91.0, 480.0, 330.0)"
11-01-2023 18:39:11.803561,"(14.0, 23.0, 17.647058823529413)","(2.6, 4.4, 3.9400000000000004)","(16.0, 17.0, 15.181818181818182)","(2.25, 3.6, 2.652857142857143)","(13.0, 21.0, 19.0)","(41.0, 80.0, 70.0)","(4.2, 5.8, 5.616666666666666)","(91.0, 480.0, 330.0)"
11-01-2023 18:39:12.962697,"(14.0, 23.0, 17.647058823529413)","(2.6, 4.4, 3.9400000000000004)","(16.0, 17.0, 15.911764705882353)","(2.25, 3.6, 2.652857142857143)","(13.0, 21.0, 18.6)","(41.0, 80.0, 70.0)","(4.2, 5.8, 5.616666666666666)","(91.0, 480.0, 286.6666666666667)"
11-01-2023 18:39:14.121332,"(14.0, 23.0, 18.0)","(2.6, 4.4, 3.9400000000000004)","(16.0, 16.5, 14.88888888888889)","(2.25, 3.6, 2.652857142857143)","(13.0, 21.0, 15.223880597014926)","(41.0, 80.0, 70.0)","(4.2, 5.8, 5.616666666666666)","(91.0, 480.0, 286.6666666666667)"
11-01-2023 18:39:15.353165,"(14.0, 23.0, 17.647058823529413)","(2.6, 4.4, 3.9400000000000004)","(16.0, 16.0, 14.8)","(2.25, 3.6, 2.652857142857143)","(13.0, 20.0, 17.1)","(41.0, 80.0, 70.0)","(4.2, 5.8, 5.616666666666666)","(91.0, 480.0, 286.6666666666667)"
11-01-2023 18:39:16.679285,"(14.0, 23.0, 18.0)","(2.6, 4.4, 3.9400000000000004)","(16.0, 16.0, 14.8)","(2.25, 3.6, 2.652857142857143)","(13.0, 18.5, 17.4)","(41.0, 80.0, 70.0)","(4.2, 5.8, 5.616666666666666)","(91.0, 480.0, 286.6666666666667)"
11-01-2023 18:39:17.861252,"(14.0, 23.0, 18.0)","(2.6, 4.4, 3.9400000000000004)","(16.0, 16.0, 14.81578947368421)","(2.25, 3.6, 2.652857142857143)","(13.0, 19.0, 16.5)","(41.0, 80.0, 70.0)","(4.2, 5.8, 5.616666666666666)","(91.0, 480.0, 286.6666666666667)"
11-01-2023 18:39:18.979048,"(14.0, 23.0, 18.0)","(2.6, 4.4, 3.9400000000000004)","(16.0, 16.0, 14.81578947368421)","(2.25, 3.6, 2.652857142857143)","(13.0, 19.0, 16.8)","(41.0, 80.0, 70.0)","(4.2, 5.8, 5.616666666666666)","(91.0, 480.0, 286.6666666666667)"
11-01-2023 18:39:20.135490,"(14.0, 23.0, 17.647058823529413)","(2.6, 4.4, 3.9400000000000004)","(16.0, 16.0, 14.81578947368421)","(2.25, 3.6, 2.652857142857143)","(13.0, 18.0, 16.8)","(41.0, 80.0, 70.0)","(4.2, 5.8, 5.616666666666666)","(91.0, 480.0, 286.6666666666667)"
11-01-2023 18:39:21.318693,"(14.0, 23.0, 17.647058823529413)","(2.6, 4.4, 3.9400000000000004)","(16.0, 16.0, 14.81578947368421)","(2.25, 3.6, 2.652857142857143)","(13.0, 18.0, 16.8)","(41.0, 80.0, 70.0)","(4.2, 5.8, 5.616666666666666)","(91.0, 480.0, 286.6666666666667)"
11-01-2023 18:39:22.470584,"(14.0, 23.0, 17.647058823529413)","(2.6, 4.4, 3.9400000000000004)","(16.0, 16.0, 14.75)","(2.25, 3.6, 2.652857142857143)","(13.0, 18.0, 16.8)","(41.0, 80.0, 70.0)","(4.2, 5.8, 5.616666666666666)","(91.0, 480.0, 286.6666666666667)"
11-01-2023 18:39:23.601096,"(14.0, 23.0, 18.0)","(2.6, 4.4, 3.9400000000000004)","(16.0, 16.0, 14.75)","(2.25, 3.6, 2.652857142857143)","(13.0, 18.0, 16.8)","(41.0, 80.0, 70.0)","(4.2, 5.8, 5.616666666666666)","(91.0, 480.0, 335.0)"
11-01-2023 18:39:24.812256,"(14.0, 23.0, 18.0)","(2.6, 4.4, 3.9400000000000004)","(16.0, 16.0, 14.75)","(2.25, 3.6, 2.652857142857143)","(13.0, 18.0, 16.8)","(41.0, 80.0, 75.83333333333334)","(4.2, 5.8, 5.616666666666666)","(91.0, 480.0, 286.6666666666667)"
11-01-2023 18:39:26.013525,"(14.0, 23.0, 17.647058823529413)","(2.6, 4.4, 3.9400000000000004)","(16.0, 16.0, 14.75)","(2.25, 3.6, 2.652857142857143)","(13.0, 18.0, 16.8)","(41.0, 80.0, 70.0)","(4.2, 5.8, 5.616666666666666)","(91.0, 480.0, 286.6666666666667)"
11-01-2023 18:39:27.228434,"(14.0, 23.0, 17.647058823529413)","(2.6, 4.4, 3.9400000000000004)","(16.0, 16.0, 14.75)","(2.25, 3.6, 2.652857142857143)","(13.0, 18.0, 17.1)","(41.0, 80.0, 70.0)","(4.2, 5.8, 5.616666666666666)","(91.0, 480.0, 286.6666666666667)"
11-01-2023 18:39:28.364780,"(14.0, 23.0, 17.647058823529413)","(2.6, 4.4, 3.9400000000000004)","(16.0, 16.0, 14.714285714285714)","(2.25, 3.6, 2.652857142857143)","(13.0, 18.5, 16.5)","(41.0, 80.0, 70.0)","(4.2, 5.8, 5.616666666666666)","(91.0, 480.0, 286.6666666666667)"
11-01-2023 18:39:29.541564,"(14.0, 23.0, 17.647058823529413)","(2.6, 4.4, 3.9400000000000004)","(16.0, 16.0, 14.75)","(2.25, 3.6, 2.652857142857143)","(13.0, 19.0, 16.8)","(41.0, 80.0, 70.0)","(4.2, 5.8, 5.616666666666666)","(91.0, 480.0, 286.6666666666667)"
11-01-2023 18:39:30.780272,"(14.0, 23.0, 17.647058823529413)","(2.6, 4.4, 4.144444444444445)","(16.0, 16.0, 14.75)","(2.25, 3.6, 2.652857142857143)","(13.0, 18.0, 16.8)","(41.0, 80.0, 70.0)","(4.2, 5.8, 5.616666666666666)","(91.0, 480.0, 286.6666666666667)"
11-01-2023 18:39:31.978059,"(14.0, 23.0, 17.647058823529413)","(2.6, 4.4, 4.144444444444445)","(16.0, 16.0, 14.704545454545455)","(2.25, 3.6, 2.652857142857143)","(13.0, 18.0, 16.8)","(41.0, 80.0, 70.0)","(4.2, 5.8, 5.616666666666666)","(91.0, 480.0, 286.6666666666667)"
11-01-2023 18:39:33.095475,"(14.0, 23.0, 17.647058823529413)","(2.6, 4.4, 4.144444444444445)","(16.0, 16.0, 14.704545454545455)","(2.25, 3.6, 2.652857142857143)","(13.0, 18.0, 16.8)","(41.0, 80.0, 70.0)","(4.2, 5.8, 5.616666666666666)","(91.0, 480.0, 286.6666666666667)"
11-01-2023 18:39:34.231788,"(14.0, 23.0, 17.647058823529413)","(2.6, 4.4, 3.52)","(16.0, 16.0, 14.68)","(2.25, 3.6, 2.652857142857143)","(13.0, 18.0, 16.8)","(41.0, 80.0, 70.0)","(4.2, 5.8, 5.0928571428571425)","(91.0, 480.0, 286.6666666666667)"
11-01-2023 18:39:35.479753,"(14.0, 23.0, 17.647058823529413)","(2.6, 4.4, 3.56)","(16.0, 16.0, 14.68)","(2.25, 3.6, 2.652857142857143)","(13.0, 18.0, 17.1)","(41.0, 80.0, 70.0)","(4.2, 5.8, 5.0928571428571425)","(91.0, 480.0, 286.6666666666667)"
11-01-2023 18:39:36.719788,"(14.0, 23.0, 17.647058823529413)","(2.6, 4.4, 3.56)","(16.0, 16.0, 14.68)","(2.25, 3.6, 2.652857142857143)","(13.0, 18.5, 17.4)","(41.0, 80.0, 70.0)","(4.2, 5.8, 5.0928571428571425)","(91.0, 480.0, 286.6666666666667)"
11-01-2023 18:39:37.966457,"(14.0, 23.0, 17.647058823529413)","(2.6, 4.4, 3.56)","(16.0, 16.0, 14.68)","(2.25, 3.6, 2.652857142857143)","(13.0, 19.0, 16.25)","(41.0, 80.0, 70.0)","(4.2, 5.8, 5.0928571428571425)","(91.0, 480.0, 286.6666666666667)"
11-01-2023 18:39:39.163377,"(14.0, 23.0, 17.647058823529413)","(2.6, 4.4, 3.56)","(16.0, 16.0, 14.68)","(2.25, 3.6, 2.652857142857143)","(13.0, 17.5, 16.25)","(41.0, 80.0, 70.0)","(4.2, 5.8, 5.0928571428571425)","(91.0, 480.0, 286.6666666666667)"
11-01-2023 18:39:40.410095,"(14.0, 23.0, 17.647058823529413)","(2.6, 4.4, 3.56)","(16.0, 16.0, 14.68)","(2.25, 3.6, 2.652857142857143)","(13.0, 17.5, 16.25)","(41.0, 80.0, 70.0)","(4.2, 5.8, 5.0928571428571425)","(91.0, 480.0, 286.6666666666667)"
11-01-2023 18:39:41.675598,"(14.0, 23.0, 17.647058823529413)","(2.6, 4.4, 3.6666666666666665)","(16.0, 16.0, 14.705882352941176)","(2.25, 3.6, 2.6853333333333333)","(13.0, 17.5, 16.25)","(41.0, 80.0, 75.83333333333334)","(4.2, 5.8, 5.046153846153846)","(91.0, 480.0, 397.14285714285717)"
11-01-2023 18:39:42.901396,"(14.0, 23.0, 17.647058823529413)","(2.6, 4.3, 4.0227272727272725)","(16.0, 16.0, 13.642857142857142)","(2.25, 3.6, 3.42)","(13.0, 17.5, 16.25)","(41.0, 80.0, 75.83333333333334)","(4.2, 5.6, 5.18)","(91.0, 480.0, 397.14285714285717)"
11-01-2023 18:39:44.053687,"(14.0, 23.0, 17.647058823529413)","(2.6, 4.2, 4.0227272727272725)","(16.0, 16.0, 13.642857142857142)","(2.25, 3.5, 3.2824489795918366)","(13.0, 17.5, 16.25)","(41.0, 80.0, 75.83333333333334)","(4.2, 5.6, 5.18)","(91.0, 480.0, 397.14285714285717)"
11-01-2023 18:39:45.200434,"(14.0, 23.0, 18.0)","(2.6, 4.2, 4.0)","(16.0, 16.0, 13.9375)","(2.25, 3.5, 3.2795652173913044)","(13.0, 17.5, 16.0)","(41.0, 80.0, 75.83333333333334)","(4.2, 5.6, 5.18)","(91.0, 480.0, 397.14285714285717)"
11-01-2023 18:39:46.409912,"(14.0, 23.0, 17.647058823529413)","(2.6, 4.2, 3.98)","(16.0, 16.0, 13.9375)","(2.25, 3.5, 3.1406896551724137)","(13.0, 17.0, 16.0)","(41.0, 80.0, 75.83333333333334)","(4.2, 5.6, 5.319999999999999)","(91.0, 480.0, 400.0)"
11-01-2023 18:39:47.563321,"(14.0, 23.0, 17.647058823529413)","(2.6, 4.2, 3.98)","(16.0, 16.0, 13.9375)","(2.25, 3.45, 3.3328125)","(13.0, 17.0, 16.0)","(41.0, 80.0, 75.83333333333334)","(4.2, 5.6, 4.946666666666667)","(91.0, 480.0, 400.0)"
11-01-2023 18:39:48.698256,"(15.0, 23.0, 17.647058823529413)","(2.6, 4.2, 4.033333333333333)","(15.0, 16.0, 13.642857142857142)","(2.25, 3.35, 3.1733333333333333)","(13.0, 17.0, 16.0)","(41.0, 80.0, 75.83333333333334)","(4.2, 5.6, 4.987500000000001)","(91.0, 480.0, 300.0)"
11-01-2023 18:39:49.895765,"(15.0, 23.0, 17.647058823529413)","(2.6, 4.2, 4.033333333333333)","(15.0, 16.0, 13.642857142857142)","(2.25, 3.35, 3.3354285714285714)","(13.0, 17.0, 16.0)","(41.0, 80.0, 75.83333333333334)","(4.2, 5.6, 4.987500000000001)","(91.0, 480.0, 300.0)"
11-01-2023 18:39:51.123055,"(15.0, 23.0, 17.647058823529413)","(2.6, 4.2, 4.033333333333333)","(15.0, 16.0, 13.642857142857142)","(2.25, 3.35, 3.3223529411764705)","(13.0, 17.0, 16.0)","(41.0, 80.0, 75.83333333333334)","(4.2, 5.6, 4.987500000000001)","(91.0, 480.0, 300.0)"
11-01-2023 18:39:52.326215,"(15.0, 23.0, 17.647058823529413)","(2.6, 4.2, 4.033333333333333)","(15.0, 16.0, 13.642857142857142)","(2.25, 3.35, 3.3361290322580643)","(13.0, 17.0, 16.0)","(41.0, 80.0, 75.83333333333334)","(4.2, 5.6, 4.987500000000001)","(91.0, 480.0, 300.0)"
11-01-2023 18:39:53.545359,"(15.0, 23.0, 17.647058823529413)","(2.6, 4.2, 4.033333333333333)","(15.0, 16.0, 14.5)","(2.25, 3.35, 3.3373529411764706)","(13.0, 17.0, 15.666666666666666)","(41.0, 80.0, 75.83333333333334)","(4.2, 5.6, 4.987500000000001)","(91.0, 480.0, 300.0)"
11-01-2023 18:39:54.734549,"(15.0, 23.0, 17.647058823529413)","(2.6, 4.2, 4.033333333333333)","(15.0, 15.5, 14.5)","(2.25, 3.35, 3.3044444444444445)","(13.0, 17.0, 16.0)","(41.0, 80.0, 75.83333333333334)","(4.2, 5.6, 4.987500000000001)","(91.0, 480.0, 300.0)"
11-01-2023 18:39:55.827110,"(15.0, 23.0, 17.647058823529413)","(2.6, 4.2, 3.95)","(15.0, 15.0, 13.923076923076923)","(2.25, 3.35, 3.3044444444444445)","(13.0, 17.0, 16.0)","(41.0, 80.0, 75.83333333333334)","(4.2, 5.6, 4.987500000000001)","(91.0, 480.0, 300.0)"
11-01-2023 18:39:57.008037,"(15.0, 23.0, 17.647058823529413)","(2.6, 4.2, 3.95)","(15.0, 15.0, 13.75)","(2.25, 3.35, 3.3044444444444445)","(13.0, 17.0, 16.0)","(41.0, 80.0, 70.0)","(4.2, 5.6, 4.987500000000001)","(91.0, 480.0, 300.0)"
11-01-2023 18:39:58.155618,"(15.0, 23.0, 17.647058823529413)","(2.6, 4.1, 3.9666666666666663)","(15.0, 15.0, 13.75)","(2.25, 3.35, 3.202857142857143)","(13.0, 17.0, 17.625)","(41.0, 80.0, 70.0)","(4.2, 5.6, 4.987500000000001)","(91.0, 480.0, 300.0)"
11-01-2023 18:39:59.340237,"(15.0, 23.0, 17.473684210526315)","(2.6, 4.2, 3.8333333333333335)","(15.0, 15.0, 13.461538461538462)","(2.25, 3.4, 3.17)","(13.0, 18.5, 17.625)","(41.0, 80.0, 70.0)","(4.2, 5.6, 4.987500000000001)","(91.0, 480.0, 313.3333333333333)"
11-01-2023 18:40:00.609237,"(16.0, 23.0, 17.473684210526315)","(2.6, 4.1, 3.9499999999999997)","(15.0, 15.0, 13.461538461538462)","(2.25, 3.4, 3.26)","(13.0, 18.5, 17.625)","(41.0, 80.0, 70.0)","(4.2, 5.6, 5.2)","(91.0, 520.0, 313.3333333333333)"
11-01-2023 18:40:02.095848,"(16.0, 23.0, 17.75)","(2.6, 4.1, 3.9666666666666663)","(15.0, 15.0, 13.533333333333333)","(2.25, 3.3, 3.3044444444444445)","(13.0, 18.5, 17.625)","(41.0, 80.0, 70.0)","(4.2, 5.6, 5.2)","(91.0, 520.0, 313.3333333333333)"
11-01-2023 18:40:03.505316,"(16.0, 23.0, 17.75)","(2.6, 4.1, 3.9666666666666663)","(15.0, 15.0, 13.533333333333333)","(2.25, 3.35, 3.3044444444444445)","(13.0, 18.5, 17.625)","(41.0, 80.0, 70.0)","(4.2, 5.5, 5.050000000000001)","(91.0, 520.0, 313.3333333333333)"
11-01-2023 18:40:04.747661,"(16.0, 23.0, 17.75)","(2.6, 4.1, 3.9666666666666663)","(15.0, 15.0, 13.533333333333333)","(2.25, 3.35, 3.3044444444444445)","(13.0, 18.5, 17.625)","(41.0, 80.0, 70.0)","(4.2, 5.5, 5.050000000000001)","(91.0, 520.0, 313.3333333333333)"
11-01-2023 18:40:05.937625,"(16.0, 23.0, 17.75)","(2.6, 4.1, 4.0636363636363635)","(15.0, 15.0, 13.821428571428571)","(2.25, 3.35, 3.2133333333333334)","(13.0, 18.5, 17.625)","(41.0, 80.0, 70.0)","(4.2, 5.5, 5.050000000000001)","(91.0, 520.0, 313.3333333333333)"
11-01-2023 18:40:07.118269,"(16.0, 23.0, 17.473684210526315)","(2.6, 4.1, 4.05)","(15.0, 15.0, 13.821428571428571)","(2.25, 3.35, 3.2133333333333334)","(13.0, 18.5, 17.625)","(41.0, 80.0, 70.0)","(4.2, 5.5, 5.050000000000001)","(91.0, 520.0, 313.3333333333333)"
11-01-2023 18:40:08.385771,"(16.0, 23.0, 17.473684210526315)","(2.6, 4.1, 4.05)","(15.0, 15.0, 13.928571428571429)","(2.25, 3.35, 3.2133333333333334)","(13.0, 18.5, 17.625)","(41.0, 80.0, 70.0)","(4.2, 5.5, 5.050000000000001)","(91.0, 520.0, 313.3333333333333)"
11-01-2023 18:40:09.607539,"(16.0, 23.0, 17.473684210526315)","(2.6, 4.1, 4.05)","(15.0, 14.5, 13.928571428571429)","(2.25, 3.35, 3.2133333333333334)","(13.0, 18.5, 17.625)","(41.0, 80.0, 70.0)","(4.2, 5.5, 5.050000000000001)","(91.0, 520.0, 313.3333333333333)"
11-01-2023 18:40:10.872500,"(16.0, 23.0, 17.473684210526315)","(2.6, 4.1, 4.05)","(15.0, 14.0, 13.75)","(2.25, 3.35, 3.1586666666666665)","(13.0, 18.5, 17.625)","(41.0, 80.0, 70.0)","(4.2, 5.5, 5.2)","(91.0, 520.0, 313.3333333333333)"
11-01-2023 18:40:12.062263,"(16.0, 23.0, 17.473684210526315)","(2.6, 4.1, 4.05)","(15.0, 14.0, 13.75)","(2.25, 3.35, 3.1586666666666665)","(13.0, 18.5, 17.625)","(41.0, 80.0, 70.0)","(4.2, 5.5, 5.2)","(91.0, 520.0, 313.3333333333333)"
11-01-2023 18:40:13.265546,"(16.0, 23.0, 17.473684210526315)","(2.6, 4.1, 4.05)","(15.0, 14.0, 13.75)","(2.25, 3.35, 3.1586666666666665)","(13.0, 18.5, 17.625)","(41.0, 80.0, 70.0)","(4.2, 5.5, 5.2)","(91.0, 520.0, 270.0)"
11-01-2023 18:40:14.673750,"(16.0, 23.0, 17.75)","(2.6, 4.1, 4.05)","(15.0, 14.0, 13.75)","(2.25, 3.35, 3.1586666666666665)","(13.0, 18.5, 17.625)","(41.0, 80.0, 70.0)","(4.2, 5.5, 5.2)","(91.0, 510.0, 313.3333333333333)"
11-01-2023 18:40:16.077743,"(16.0, 23.0, 17.75)","(2.6, 4.1, 4.05)","(15.0, 14.0, 13.75)","(2.25, 3.35, 3.1586666666666665)","(13.0, 18.5, 17.625)","(41.0, 80.0, 70.0)","(4.2, 5.5, 5.2)","(91.0, 520.0, 313.3333333333333)"
11-01-2023 18:40:17.317265,"(16.0, 23.0, 17.75)","(2.6, 4.1, 4.05)","(15.0, 14.0, 13.75)","(2.25, 3.35, 3.1586666666666665)","(13.0, 18.5, 17.625)","(41.0, 80.0, 70.0)","(4.2, 5.5, 5.2)","(91.0, 520.0, 313.3333333333333)"
11-01-2023 18:40:18.817392,"(16.0, 23.0, 17.75)","(2.6, 4.1, 4.05)","(15.0, 14.0, 13.75)","(2.25, 3.35, 3.1586666666666665)","(13.0, 18.5, 17.625)","(41.0, 80.0, 70.0)","(4.2, 5.5, 5.2)","(91.0, 520.0, 313.3333333333333)"
11-01-2023 18:40:19.979799,"(16.0, 23.0, 17.75)","(2.6, 4.1, 4.011111111111111)","(14.0, 14.0, 13.75)","(2.25, 3.35, 3.1586666666666665)","(13.0, 18.5, 17.625)","(41.0, 80.0, 70.0)","(4.2, 5.5, 5.2)","(91.0, 520.0, 270.0)"
11-01-2023 18:40:21.173695,"(16.0, 23.0, 17.75)","(2.6, 4.2, 4.088888888888889)","(14.0, 14.0, 13.75)","(2.25, 3.35, 3.1586666666666665)","(13.0, 18.5, 17.625)","(41.0, 80.0, 70.0)","(4.2, 5.5, 5.2)","(91.0, 510.0, 270.0)"
11-01-2023 18:40:22.414820,"(16.0, 23.0, 17.75)","(2.6, 4.2, 4.088888888888889)","(14.0, 14.0, 13.75)","(2.25, 3.35, 3.2133333333333334)","(13.0, 18.5, 17.625)","(41.0, 80.0, 70.0)","(4.2, 5.5, 5.050000000000001)","(91.0, 510.0, 306.6666666666667)"
11-01-2023 18:40:23.677895,"(16.0, 23.0, 17.75)","(2.6, 4.2, 4.05)","(14.0, 14.0, 13.75)","(2.25, 3.35, 3.2133333333333334)","(13.0, 18.5, 17.625)","(41.0, 80.0, 70.0)","(4.2, 5.5, 5.050000000000001)","(91.0, 500.0, 345.0)"
11-01-2023 18:40:24.806429,"(16.0, 23.0, 17.75)","(2.6, 4.1, 4.05)","(14.0, 14.0, 13.75)","(2.25, 3.35, 3.1586666666666665)","(13.0, 18.5, 17.625)","(41.0, 80.0, 70.0)","(4.2, 5.5, 5.2)","(91.0, 480.0, 300.0)"
11-01-2023 18:40:25.951027,"(16.0, 23.0, 17.75)","(2.6, 4.2, 4.088888888888889)","(14.0, 14.0, 13.75)","(2.25, 3.35, 3.1586666666666665)","(13.0, 18.5, 17.625)","(41.0, 80.0, 70.0)","(4.2, 5.5, 5.2)","(91.0, 480.0, 300.0)"
11-01-2023 18:40:27.074093,"(16.0, 23.0, 17.75)","(2.6, 4.2, 4.088888888888889)","(14.0, 14.0, 13.75)","(2.25, 3.35, 3.2133333333333334)","(13.0, 18.5, 17.625)","(41.0, 80.0, 70.0)","(4.2, 5.5, 5.050000000000001)","(91.0, 480.0, 300.0)"
11-01-2023 18:40:28.335565,"(16.0, 23.0, 17.75)","(2.6, 4.2, 4.05)","(14.0, 14.0, 13.666666666666666)","(2.25, 3.35, 3.2133333333333334)","(13.0, 18.5, 17.625)","(41.0, 80.0, 70.0)","(4.2, 5.5, 5.050000000000001)","(91.0, 480.0, 313.3333333333333)"
11-01-2023 18:40:29.394537,"(16.0, 23.0, 17.75)","(2.6, 4.1, 4.05)","(14.0, 14.0, 13.666666666666666)","(2.25, 3.35, 3.2133333333333334)","(13.0, 18.5, 17.625)","(41.0, 80.0, 70.0)","(4.2, 5.5, 5.050000000000001)","(91.0, 520.0, 313.3333333333333)"
11-01-2023 18:40:30.388250,"(16.0, 23.0, 17.75)","(2.6, 4.2, 4.088888888888889)","(14.0, 14.0, 13.75)","(2.25, 3.35, 3.2133333333333334)","(13.0, 18.5, 17.625)","(41.0, 80.0, 70.0)","(4.2, 5.5, 5.050000000000001)","(91.0, 520.0, 313.3333333333333)"
11-01-2023 18:40:31.449402,"(16.0, 23.0, 17.75)","(2.6, 4.2, 4.116666666666667)","(14.0, 14.0, 13.666666666666666)","(2.25, 3.35, 3.2133333333333334)","(13.0, 18.5, 17.625)","(41.0, 80.0, 70.0)","(4.2, 5.5, 5.050000000000001)","(91.0, 520.0, 313.3333333333333)"
11-01-2023 18:40:32.567519,"(16.0, 23.0, 17.75)","(2.6, 4.2, 4.088888888888889)","(14.0, 14.0, 13.666666666666666)","(2.25, 3.35, 3.2133333333333334)","(13.0, 18.5, 17.625)","(41.0, 80.0, 70.0)","(4.2, 5.5, 5.050000000000001)","(91.0, 520.0, 313.3333333333333)"
11-01-2023 18:40:33.668699,"(16.0, 23.0, 17.75)","(2.6, 4.2, 4.088888888888889)","(14.0, 14.0, 13.666666666666666)","(2.25, 3.35, 3.2319999999999998)","(13.0, 18.5, 17.625)","(41.0, 80.0, 70.0)","(4.2, 5.5, 5.050000000000001)","(91.0, 520.0, 313.3333333333333)"
11-01-2023 18:40:34.787398,"(16.0, 23.0, 17.75)","(2.6, 4.1, 3.925)","(14.0, 14.0, 13.666666666666666)","(2.25, 3.3, 3.1399999999999997)","(13.0, 18.5, 17.625)","(41.0, 80.0, 70.0)","(4.2, 5.5, 5.050000000000001)","(91.0, 520.0, 313.3333333333333)"
11-01-2023 18:40:35.930989,"(16.0, 23.0, 17.75)","(2.6, 4.1, 3.9)","(14.0, 14.0, 13.666666666666666)","(2.25, 3.3, 3.2466666666666666)","(13.0, 18.5, 17.625)","(41.0, 80.0, 70.0)","(4.2, 5.5, 5.050000000000001)","(91.0, 520.0, 365.0)"
11-01-2023 18:40:37.109920,"(16.0, 23.0, 17.75)","(2.6, 4.2, 3.9)","(14.0, 14.0, 13.666666666666666)","(2.25, 3.3, 3.2709090909090905)","(13.0, 18.5, 17.625)","(41.0, 80.0, 70.0)","(4.2, 5.5, 5.050000000000001)","(91.0, 520.0, 365.0)"
11-01-2023 18:40:38.261248,"(16.0, 23.0, 17.75)","(2.6, 4.2, 3.825)","(14.0, 14.0, 13.666666666666666)","(2.25, 3.3, 3.2709090909090905)","(13.0, 18.5, 17.625)","(41.0, 80.0, 70.0)","(4.2, 5.5, 5.050000000000001)","(91.0, 520.0, 320.0)"
11-01-2023 18:40:39.656104,"(16.0, 23.0, 17.75)","(2.6, 4.2, 3.925)","(14.0, 14.0, 13.666666666666666)","(2.25, 3.3, 3.2709090909090905)","(13.0, 18.5, 17.625)","(41.0, 80.0, 70.0)","(4.2, 5.5, 5.050000000000001)","(91.0, 520.0, 320.0)"
11-01-2023 18:40:40.803522,"(16.0, 23.0, 17.75)","(2.6, 4.1, 3.9)","(14.0, 14.0, 13.666666666666666)","(2.25, 3.3, 3.2709090909090905)","(13.0, 18.5, 17.625)","(41.0, 80.0, 70.0)","(4.2, 5.5, 5.050000000000001)","(91.0, 520.0, 278.0)"
11-01-2023 18:40:41.991062,"(16.0, 23.0, 17.75)","(2.6, 4.2, 3.7777777777777777)","(14.0, 14.0, 13.666666666666666)","(2.25, 3.3, 3.2709090909090905)","(13.0, 18.5, 17.625)","(41.0, 80.0, 70.0)","(4.2, 5.5, 5.050000000000001)","(91.0, 510.0, 313.3333333333333)"
