,Calculated Risk,Opawa Conan,Centurion,Gitan,Go Hazel,Goldstar Toby,Goldstar Gigi,Dembe
05-01-2023 16:05:49.707052,"(6.5, 12.0, 8.64)","(3.1, 4.9, 4.220000000000001)","(14.0, 48.0, 37.857142857142854)","(2.45, 3.05, 2.8590909090909093)","(14.0, 34.0, 20.0)","(20.0, 95.0, 79.60000000000001)","(31.0, 220.0, 125.0)","(4.8, 9.2, 7.05)"
05-01-2023 16:05:50.959957,"(6.5, 12.0, 8.64)","(3.1, 4.9, 4.220000000000001)","(14.0, 48.0, 42.083333333333336)","(2.45, 3.05, 2.8590909090909093)","(14.0, 34.0, 20.0)","(20.0, 95.0, 79.60000000000001)","(31.0, 220.0, 125.0)","(4.8, 9.2, 7.05)"
05-01-2023 16:05:52.223875,"(6.5, 12.0, 8.64)","(3.1, 4.9, 4.220000000000001)","(14.0, 48.0, 42.083333333333336)","(2.45, 3.05, 2.8590909090909093)","(14.0, 34.0, 20.0)","(20.0, 95.0, 79.60000000000001)","(31.0, 220.0, 125.0)","(4.8, 9.2, 7.25)"
05-01-2023 16:05:53.471487,"(6.5, 12.0, 8.64)","(3.1, 4.9, 4.220000000000001)","(14.0, 48.0, 42.083333333333336)","(2.45, 3.05, 2.8590909090909093)","(14.0, 34.0, 22.5)","(20.0, 95.0, 79.60000000000001)","(31.0, 220.0, 125.0)","(4.8, 9.6, 7.25)"
05-01-2023 16:05:54.710712,"(7.0, 12.0, 8.64)","(3.1, 4.9, 4.220000000000001)","(14.0, 48.0, 32.08333333333333)","(2.45, 3.05, 2.8590909090909093)","(14.0, 32.0, 22.5)","(20.0, 95.0, 80.5625)","(31.0, 220.0, 50.8)","(4.8, 9.6, 7.25)"
05-01-2023 16:05:55.905860,"(7.0, 12.0, 8.64)","(3.1, 4.9, 4.220000000000001)","(14.0, 36.0, 32.08333333333333)","(2.45, 3.05, 2.8590909090909093)","(14.0, 32.0, 22.5)","(20.0, 95.0, 80.5625)","(31.0, 220.0, 50.8)","(4.8, 9.6, 7.25)"
05-01-2023 16:05:57.177694,"(7.0, 12.0, 8.64)","(3.1, 4.9, 4.220000000000001)","(14.0, 36.0, 32.08333333333333)","(2.45, 3.05, 2.875)","(14.0, 32.0, 22.5)","(20.0, 95.0, 80.5625)","(31.0, 220.0, 50.8)","(4.8, 9.6, 7.25)"
05-01-2023 16:05:58.464642,"(7.0, 12.0, 8.64)","(3.1, 4.9, 4.220000000000001)","(14.0, 36.0, 32.08333333333333)","(2.45, 3.05, 2.875)","(14.0, 32.0, 22.5)","(20.0, 95.0, 70.0)","(31.0, 220.0, 50.8)","(4.8, 9.6, 7.25)"
05-01-2023 16:05:59.769055,"(7.0, 12.0, 8.64)","(3.1, 4.9, 4.220000000000001)","(14.0, 36.0, 32.08333333333333)","(2.45, 3.05, 2.875)","(14.0, 32.0, 22.5)","(20.0, 90.0, 39.285714285714285)","(31.0, 220.0, 50.8)","(4.8, 9.6, 7.25)"
05-01-2023 16:06:00.965215,"(7.0, 12.0, 8.64)","(3.1, 4.9, 4.220000000000001)","(14.0, 36.0, 32.08333333333333)","(2.45, 3.05, 3.2714285714285714)","(14.0, 32.0, 22.5)","(20.0, 90.0, 39.285714285714285)","(31.0, 220.0, 50.8)","(4.8, 9.6, 7.25)"
05-01-2023 16:06:02.144852,"(7.0, 12.0, 8.64)","(3.1, 4.9, 4.220000000000001)","(14.0, 36.0, 30.125)","(2.45, 3.5, 3.0250000000000004)","(14.0, 32.0, 29.5625)","(20.0, 90.0, 52.0)","(31.0, 220.0, 57.42857142857143)","(4.8, 9.6, 8.2)"
05-01-2023 16:06:03.351940,"(7.0, 12.0, 8.4)","(3.1, 4.9, 4.220000000000001)","(14.0, 36.0, 30.25)","(2.45, 3.35, 3.0250000000000004)","(14.0, 32.0, 29.5625)","(20.0, 85.0, 37.85714285714286)","(31.0, 210.0, 57.42857142857143)","(4.8, 9.6, 8.2)"
05-01-2023 16:06:04.543319,"(7.0, 12.0, 10.26)","(3.1, 4.9, 4.220000000000001)","(14.0, 36.0, 30.25)","(2.45, 3.35, 3.0250000000000004)","(14.0, 32.0, 29.5625)","(20.0, 85.0, 37.85714285714286)","(31.0, 210.0, 57.42857142857143)","(4.8, 9.6, 8.2)"
05-01-2023 16:06:05.941577,"(7.0, 12.0, 10.26)","(3.1, 4.9, 4.220000000000001)","(14.0, 36.0, 30.25)","(2.45, 3.35, 3.0250000000000004)","(14.0, 32.0, 29.5625)","(20.0, 85.0, 37.85714285714286)","(31.0, 210.0, 57.42857142857143)","(4.8, 9.6, 8.2)"
05-01-2023 16:06:07.336289,"(7.0, 12.0, 10.26)","(3.1, 4.9, 4.220000000000001)","(14.0, 36.0, 30.25)","(2.45, 3.35, 2.8083333333333336)","(14.0, 32.0, 29.5625)","(20.0, 85.0, 37.85714285714286)","(31.0, 210.0, 57.42857142857143)","(4.8, 9.6, 8.2)"
05-01-2023 16:06:08.705741,"(7.0, 12.0, 10.26)","(3.1, 4.9, 4.220000000000001)","(14.0, 48.0, 28.0)","(2.45, 3.35, 2.8083333333333336)","(14.0, 32.0, 29.5625)","(20.0, 85.0, 37.85714285714286)","(31.0, 210.0, 57.42857142857143)","(4.8, 9.6, 8.2)"
05-01-2023 16:06:10.059886,"(7.0, 12.0, 10.26)","(3.1, 4.9, 4.220000000000001)","(14.0, 48.0, 28.0)","(2.45, 3.35, 2.8083333333333336)","(14.0, 32.0, 29.5625)","(20.0, 85.0, 37.85714285714286)","(31.0, 210.0, 57.42857142857143)","(4.8, 9.6, 8.2)"
05-01-2023 16:06:11.293452,"(7.0, 12.0, 10.26)","(3.1, 4.9, 4.220000000000001)","(14.0, 48.0, 37.75)","(2.45, 3.35, 2.796666666666667)","(14.0, 32.0, 29.5625)","(20.0, 85.0, 45.4)","(31.0, 210.0, 57.42857142857143)","(4.8, 9.6, 8.783333333333333)"
05-01-2023 16:06:12.453620,"(7.0, 12.0, 10.26)","(3.1, 4.9, 4.220000000000001)","(14.0, 36.0, 30.25)","(2.45, 2.96, 2.796666666666667)","(14.0, 32.0, 29.5625)","(20.0, 85.0, 45.4)","(31.0, 210.0, 57.42857142857143)","(4.8, 9.6, 8.783333333333333)"
05-01-2023 16:06:13.611277,"(7.0, 12.0, 10.26)","(3.1, 4.9, 4.220000000000001)","(14.0, 36.0, 30.25)","(2.45, 2.96, 2.796666666666667)","(14.0, 32.0, 29.5625)","(20.0, 85.0, 45.4)","(31.0, 210.0, 57.42857142857143)","(4.8, 9.6, 8.783333333333333)"
05-01-2023 16:06:14.849886,"(7.0, 12.0, 10.26)","(3.1, 4.9, 4.220000000000001)","(14.0, 36.0, 30.25)","(2.45, 2.96, 2.796666666666667)","(14.0, 32.0, 29.833333333333332)","(20.0, 85.0, 35.125)","(31.0, 210.0, 57.42857142857143)","(4.8, 9.6, 8.783333333333333)"
05-01-2023 16:06:16.068204,"(7.0, 12.0, 10.26)","(3.1, 4.9, 4.220000000000001)","(14.0, 36.0, 30.25)","(2.45, 2.96, 2.796666666666667)","(14.0, 32.0, 29.833333333333332)","(20.0, 85.0, 51.25)","(31.0, 210.0, 57.42857142857143)","(4.8, 9.6, 8.783333333333333)"
05-01-2023 16:06:17.272481,"(7.0, 12.0, 10.26)","(3.1, 4.9, 4.220000000000001)","(14.0, 36.0, 30.25)","(2.45, 2.96, 2.796666666666667)","(14.0, 32.0, 29.833333333333332)","(20.0, 85.0, 62.5)","(31.0, 210.0, 67.6)","(4.8, 9.6, 8.783333333333333)"
05-01-2023 16:06:18.459495,"(7.0, 12.0, 10.26)","(3.1, 4.9, 4.220000000000001)","(14.0, 36.0, 30.25)","(2.45, 2.96, 2.796666666666667)","(14.0, 32.0, 29.833333333333332)","(20.0, 85.0, 62.5)","(31.0, 210.0, 67.6)","(4.8, 9.6, 8.783333333333333)"
05-01-2023 16:06:19.503180,"(7.0, 12.0, 10.26)","(3.1, 4.9, 4.220000000000001)","(14.0, 36.0, 30.25)","(2.45, 2.96, 2.796666666666667)","(14.0, 32.0, 29.833333333333332)","(20.0, 85.0, 62.5)","(31.0, 210.0, 109.42857142857143)","(4.8, 9.6, 8.783333333333333)"
05-01-2023 16:06:20.639634,"(7.0, 12.0, 8.64)","(3.1, 4.9, 4.220000000000001)","(14.0, 36.0, 30.25)","(2.45, 2.96, 2.796666666666667)","(14.0, 32.0, 29.833333333333332)","(20.0, 85.0, 62.5)","(31.0, 210.0, 109.42857142857143)","(4.8, 9.6, 8.783333333333333)"
05-01-2023 16:06:21.761604,"(7.0, 12.0, 10.757142857142856)","(3.1, 4.4, 3.9200000000000004)","(14.0, 36.0, 30.25)","(2.45, 2.96, 3.2383333333333333)","(14.0, 32.0, 29.833333333333332)","(20.0, 85.0, 44.285714285714285)","(31.0, 210.0, 109.42857142857143)","(4.8, 9.6, 8.783333333333333)"
05-01-2023 16:06:22.981676,"(7.0, 12.0, 10.757142857142856)","(3.1, 4.4, 3.9200000000000004)","(14.0, 36.0, 30.25)","(2.45, 3.35, 2.891764705882353)","(14.0, 32.0, 29.833333333333332)","(20.0, 80.0, 44.285714285714285)","(31.0, 210.0, 109.42857142857143)","(4.8, 9.6, 8.783333333333333)"
05-01-2023 16:06:24.205972,"(7.0, 11.5, 10.684615384615384)","(3.1, 4.4, 4.24)","(14.0, 36.0, 30.375)","(2.45, 3.4, 2.891764705882353)","(14.0, 32.0, 29.833333333333332)","(20.0, 80.0, 44.285714285714285)","(31.0, 210.0, 67.6)","(4.8, 9.6, 8.783333333333333)"
05-01-2023 16:06:25.370441,"(7.0, 11.5, 10.911111111111111)","(3.1, 4.4, 4.24)","(14.0, 36.0, 30.375)","(2.45, 3.4, 2.891764705882353)","(14.0, 32.0, 29.833333333333332)","(20.0, 80.0, 44.285714285714285)","(31.0, 210.0, 67.6)","(4.8, 9.6, 8.783333333333333)"
05-01-2023 16:06:26.511434,"(7.0, 11.5, 10.911111111111111)","(3.1, 4.4, 4.24)","(14.0, 36.0, 30.375)","(2.45, 3.4, 3.0290909090909093)","(14.0, 30.0, 25.227272727272727)","(20.0, 80.0, 53.214285714285715)","(31.0, 220.0, 52.888888888888886)","(4.8, 9.6, 9.154545454545454)"
05-01-2023 16:06:27.691090,"(7.0, 11.5, 10.911111111111111)","(3.1, 4.4, 4.24)","(14.0, 36.0, 31.5)","(2.45, 3.4, 3.0290909090909093)","(14.0, 30.0, 25.227272727272727)","(20.0, 80.0, 53.214285714285715)","(31.0, 220.0, 52.888888888888886)","(4.8, 9.6, 6.3999999999999995)"
05-01-2023 16:06:28.868278,"(7.0, 11.5, 10.911111111111111)","(3.1, 4.4, 4.24)","(14.0, 36.0, 30.625)","(2.45, 3.4, 3.0290909090909093)","(14.0, 30.0, 25.227272727272727)","(20.0, 80.0, 53.214285714285715)","(31.0, 220.0, 52.888888888888886)","(4.8, 9.6, 6.3999999999999995)"
05-01-2023 16:06:30.233461,"(7.0, 11.5, 8.68)","(3.1, 4.4, 4.24)","(14.0, 34.0, 29.0)","(2.45, 3.4, 2.9050000000000002)","(14.0, 30.0, 20.1)","(20.0, 80.0, 42.8)","(31.0, 220.0, 52.888888888888886)","(4.8, 9.6, 7.25)"
05-01-2023 16:06:31.471485,"(7.0, 11.5, 9.8)","(3.1, 4.4, 4.24)","(14.0, 34.0, 29.0)","(2.45, 3.4, 2.9050000000000002)","(14.0, 30.0, 20.1)","(20.0, 80.0, 42.8)","(31.0, 220.0, 52.888888888888886)","(4.8, 9.6, 7.25)"
05-01-2023 16:06:32.807428,"(7.0, 11.5, 9.8)","(3.1, 4.4, 4.24)","(14.0, 34.0, 26.0)","(2.45, 3.4, 2.9050000000000002)","(14.0, 30.0, 20.1)","(20.0, 80.0, 42.8)","(31.0, 220.0, 52.888888888888886)","(4.8, 9.6, 7.25)"
05-01-2023 16:06:34.261149,"(7.0, 11.5, 9.85)","(3.1, 4.4, 4.24)","(14.0, 34.0, 31.333333333333332)","(2.45, 3.4, 2.9050000000000002)","(14.0, 30.0, 20.1)","(20.0, 80.0, 42.8)","(31.0, 220.0, 52.888888888888886)","(4.8, 9.6, 7.25)"
05-01-2023 16:06:35.649424,"(7.0, 11.0, 9.85)","(3.1, 4.4, 4.24)","(14.0, 34.0, 31.5)","(2.45, 3.4, 3.0953846153846154)","(14.0, 30.0, 20.1)","(20.0, 80.0, 44.57142857142857)","(31.0, 220.0, 52.888888888888886)","(4.8, 9.6, 8.425)"
05-01-2023 16:06:37.440623,"(7.0, 11.0, 9.85)","(3.1, 4.4, 4.24)","(14.0, 34.0, 31.5)","(2.45, 3.4, 3.0953846153846154)","(14.0, 30.0, 19.7)","(20.0, 80.0, 44.57142857142857)","(31.0, 220.0, 52.888888888888886)","(4.8, 9.6, 8.425)"
05-01-2023 16:06:38.903293,"(7.0, 11.0, 9.85)","(3.1, 4.4, 4.24)","(14.0, 34.0, 26.2)","(2.45, 3.4, 3.0684615384615386)","(14.0, 29.0, 19.4)","(20.0, 80.0, 56.0)","(31.0, 220.0, 52.888888888888886)","(4.8, 9.6, 9.077777777777778)"
05-01-2023 16:06:40.232090,"(7.0, 11.0, 9.85)","(3.1, 4.4, 4.41875)","(14.0, 34.0, 26.2)","(2.45, 3.35, 2.8053846153846154)","(14.0, 29.0, 19.4)","(20.0, 80.0, 56.0)","(31.0, 220.0, 52.888888888888886)","(4.8, 9.6, 9.105263157894736)"
05-01-2023 16:06:41.587612,"(7.0, 11.0, 9.85)","(3.1, 4.5, 4.41875)","(14.0, 34.0, 26.2)","(2.45, 3.35, 2.791052631578947)","(14.0, 29.0, 19.4)","(20.0, 80.0, 27.714285714285715)","(31.0, 220.0, 52.888888888888886)","(4.8, 9.6, 9.105263157894736)"
05-01-2023 16:06:42.882401,"(7.0, 11.0, 9.95)","(3.1, 4.5, 4.41875)","(14.0, 34.0, 26.2)","(2.45, 3.35, 3.222857142857143)","(14.0, 29.0, 19.4)","(20.0, 80.0, 36.94117647058823)","(31.0, 220.0, 52.888888888888886)","(4.8, 9.6, 8.577777777777778)"
05-01-2023 16:06:44.120103,"(7.0, 11.0, 9.32)","(3.1, 4.5, 4.41875)","(14.0, 34.0, 26.2)","(2.45, 3.3, 3.222857142857143)","(14.0, 29.0, 19.4)","(20.0, 80.0, 36.94117647058823)","(31.0, 220.0, 52.888888888888886)","(4.8, 9.6, 8.68)"
05-01-2023 16:06:45.256145,"(7.0, 11.0, 9.32)","(3.1, 4.5, 4.41875)","(14.0, 34.0, 26.2)","(2.45, 3.3, 3.222857142857143)","(14.0, 29.0, 19.4)","(20.0, 80.0, 36.94117647058823)","(31.0, 220.0, 52.888888888888886)","(4.8, 9.6, 8.68)"
05-01-2023 16:06:46.457562,"(7.0, 11.0, 9.32)","(3.1, 4.5, 4.41875)","(14.0, 34.0, 26.2)","(2.45, 3.3, 3.222857142857143)","(14.0, 29.0, 19.4)","(20.0, 75.0, 35.470588235294116)","(31.0, 220.0, 52.888888888888886)","(4.8, 9.6, 8.68)"
05-01-2023 16:06:47.711171,"(7.0, 11.0, 8.555555555555555)","(3.1, 4.5, 4.41875)","(14.0, 34.0, 26.4)","(2.45, 3.3, 3.222857142857143)","(14.0, 29.0, 19.4)","(20.0, 75.0, 35.470588235294116)","(31.0, 220.0, 52.888888888888886)","(4.8, 9.6, 8.68)"
05-01-2023 16:06:49.001951,"(7.0, 11.0, 8.555555555555555)","(3.1, 4.5, 4.41875)","(14.0, 34.0, 26.4)","(2.45, 3.3, 3.222857142857143)","(14.0, 29.0, 19.4)","(20.0, 75.0, 35.470588235294116)","(31.0, 220.0, 52.888888888888886)","(4.8, 9.6, 8.68)"
05-01-2023 16:06:50.339476,"(7.0, 11.0, 8.555555555555555)","(3.1, 4.5, 4.375)","(14.0, 34.0, 26.4)","(2.45, 3.3, 3.04)","(14.0, 29.0, 19.4)","(20.0, 75.0, 35.470588235294116)","(31.0, 220.0, 112.57142857142857)","(4.8, 9.6, 8.68)"
05-01-2023 16:06:51.653142,"(7.0, 11.0, 8.555555555555555)","(3.1, 4.5, 4.375)","(14.0, 34.0, 26.4)","(2.45, 3.3, 3.04)","(14.0, 29.0, 19.0)","(20.0, 75.0, 50.111111111111114)","(31.0, 220.0, 112.57142857142857)","(4.8, 9.6, 8.68)"
05-01-2023 16:06:52.890753,"(7.0, 11.0, 7.769230769230769)","(3.1, 4.5, 4.375)","(14.0, 34.0, 26.4)","(2.45, 3.3, 3.04)","(14.0, 28.0, 19.0)","(20.0, 75.0, 38.0)","(31.0, 220.0, 84.72727272727273)","(4.8, 9.6, 9.14)"
05-01-2023 16:06:54.076385,"(7.0, 11.0, 7.769230769230769)","(3.1, 4.5, 4.375)","(14.0, 34.0, 26.4)","(2.45, 3.3, 3.04)","(14.0, 28.0, 19.0)","(20.0, 75.0, 38.0)","(31.0, 220.0, 96.0)","(4.8, 9.6, 7.8)"
05-01-2023 16:06:55.185294,"(7.0, 11.0, 7.769230769230769)","(3.1, 4.5, 4.375)","(14.0, 34.0, 26.4)","(2.45, 3.3, 3.2375)","(14.0, 28.0, 19.0)","(20.0, 75.0, 48.611111111111114)","(31.0, 220.0, 96.0)","(4.8, 9.6, 6.6)"
05-01-2023 16:06:56.365228,"(7.0, 11.0, 7.769230769230769)","(3.1, 4.5, 4.1875)","(14.0, 34.0, 26.4)","(2.45, 3.3, 3.2444444444444445)","(14.0, 28.0, 19.0)","(20.0, 85.0, 50.06666666666666)","(31.0, 220.0, 96.0)","(4.8, 9.6, 6.6)"
05-01-2023 16:06:57.619108,"(7.0, 11.0, 8.411764705882353)","(3.1, 4.5, 3.625)","(14.0, 34.0, 26.4)","(2.45, 3.3, 3.2444444444444445)","(14.0, 28.0, 19.0)","(20.0, 85.0, 50.06666666666666)","(31.0, 220.0, 96.0)","(4.8, 9.6, 6.6)"
05-01-2023 16:06:58.884604,"(7.0, 11.0, 8.411764705882353)","(3.1, 4.6, 3.9)","(14.0, 34.0, 26.4)","(2.45, 3.3, 3.2444444444444445)","(14.0, 28.0, 19.0)","(20.0, 85.0, 50.06666666666666)","(31.0, 220.0, 96.0)","(4.8, 9.6, 6.6)"
05-01-2023 16:07:00.213678,"(7.0, 11.0, 8.411764705882353)","(3.1, 4.6, 3.6277777777777778)","(14.0, 34.0, 26.4)","(2.45, 3.3, 3.2444444444444445)","(14.0, 28.0, 19.0)","(20.0, 85.0, 50.06666666666666)","(31.0, 220.0, 96.0)","(4.8, 9.6, 6.6)"
05-01-2023 16:07:01.487469,"(7.0, 11.0, 9.0)","(3.1, 4.6, 4.0852941176470585)","(14.0, 34.0, 26.4)","(2.45, 3.3, 3.2444444444444445)","(14.0, 28.0, 19.0)","(20.0, 85.0, 50.06666666666666)","(31.0, 220.0, 96.0)","(4.8, 9.6, 6.6)"
05-01-2023 16:07:02.708587,"(7.0, 11.0, 8.0)","(3.1, 4.6, 4.0852941176470585)","(14.0, 34.0, 26.4)","(2.45, 3.3, 3.2444444444444445)","(14.0, 28.0, 19.0)","(20.0, 85.0, 33.0)","(31.0, 220.0, 96.0)","(4.8, 9.6, 6.6)"
05-01-2023 16:07:03.943778,"(7.0, 11.0, 8.0)","(3.1, 4.5, 3.8272727272727276)","(14.0, 34.0, 27.799999999999997)","(2.45, 3.3, 3.2736842105263158)","(14.0, 28.0, 19.0)","(20.0, 85.0, 33.0)","(31.0, 220.0, 96.0)","(4.8, 9.6, 6.6)"
05-01-2023 16:07:05.304932,"(7.0, 11.0, 8.375)","(3.1, 4.4, 4.308333333333334)","(14.0, 36.0, 27.75)","(2.5, 3.3, 3.2736842105263158)","(14.0, 28.0, 15.5)","(19.0, 85.0, 33.0)","(31.0, 220.0, 96.0)","(4.8, 9.6, 6.6)"
05-01-2023 16:07:06.470157,"(7.0, 11.0, 8.375)","(3.1, 4.5, 4.308333333333334)","(14.0, 40.0, 27.75)","(2.5, 3.3, 3.2736842105263158)","(14.0, 28.0, 15.5)","(19.0, 85.0, 33.0)","(31.0, 220.0, 96.0)","(4.8, 9.6, 8.907692307692308)"
05-01-2023 16:07:07.812558,"(7.0, 11.0, 9.0)","(3.1, 4.5, 4.308333333333334)","(14.0, 40.0, 27.75)","(2.5, 3.3, 3.2736842105263158)","(14.0, 28.0, 15.5)","(19.0, 85.0, 33.0)","(31.0, 220.0, 96.0)","(4.8, 9.6, 8.907692307692308)"
05-01-2023 16:07:08.997487,"(7.0, 11.0, 9.0)","(3.1, 4.5, 4.308333333333334)","(14.0, 40.0, 35.0)","(2.5, 3.3, 3.2736842105263158)","(14.0, 28.0, 15.5)","(19.0, 85.0, 33.0)","(31.0, 220.0, 96.0)","(4.8, 9.6, 8.907692307692308)"
05-01-2023 16:07:10.145477,"(7.0, 11.0, 8.529411764705882)","(3.1, 4.5, 4.308333333333334)","(14.0, 48.0, 35.0)","(2.5, 3.3, 3.2736842105263158)","(14.0, 28.0, 15.5)","(19.0, 85.0, 33.0)","(31.0, 220.0, 96.0)","(4.8, 9.6, 8.907692307692308)"
05-01-2023 16:07:11.204732,"(7.0, 11.0, 8.529411764705882)","(3.1, 4.5, 4.308333333333334)","(14.0, 48.0, 35.0)","(2.5, 3.3, 3.2736842105263158)","(14.0, 27.0, 18.6)","(19.0, 85.0, 33.0)","(31.0, 220.0, 96.0)","(4.8, 9.6, 8.907692307692308)"
05-01-2023 16:07:12.345480,"(7.0, 11.0, 8.529411764705882)","(3.1, 4.5, 4.308333333333334)","(14.0, 48.0, 35.0)","(2.5, 3.3, 3.2199999999999998)","(14.0, 27.0, 22.950000000000003)","(19.0, 85.0, 32.0)","(31.0, 220.0, 96.0)","(4.8, 9.6, 8.907692307692308)"
05-01-2023 16:07:13.539564,"(7.0, 10.5, 9.677777777777777)","(3.1, 4.5, 4.308333333333334)","(14.0, 48.0, 35.0)","(2.5, 3.3, 3.2199999999999998)","(14.0, 27.0, 22.950000000000003)","(19.0, 80.0, 32.0)","(31.0, 220.0, 96.0)","(4.8, 9.6, 8.907692307692308)"
05-01-2023 16:07:14.692319,"(7.0, 10.5, 8.094999999999999)","(3.1, 4.5, 3.7666666666666666)","(14.0, 48.0, 37.33333333333333)","(2.5, 3.3, 3.2199999999999998)","(14.0, 27.0, 18.225)","(19.0, 80.0, 32.0)","(31.0, 220.0, 96.0)","(4.8, 9.6, 8.907692307692308)"
05-01-2023 16:07:15.905702,"(7.0, 10.5, 8.094999999999999)","(3.1, 4.5, 3.7666666666666666)","(14.0, 48.0, 37.33333333333333)","(2.5, 3.3, 3.2630769230769228)","(14.0, 27.0, 24.4375)","(19.0, 80.0, 46.285714285714285)","(31.0, 220.0, 96.0)","(4.8, 9.6, 9.208695652173912)"
05-01-2023 16:07:17.109346,"(7.0, 10.5, 8.094999999999999)","(3.1, 4.5, 3.7666666666666666)","(14.0, 48.0, 37.33333333333333)","(2.5, 3.3, 3.2630769230769228)","(14.0, 26.0, 24.4375)","(19.0, 80.0, 33.6)","(31.0, 220.0, 96.0)","(4.8, 9.6, 6.666666666666667)"
05-01-2023 16:07:18.318461,"(7.0, 10.5, 8.094999999999999)","(3.1, 4.5, 3.7666666666666666)","(14.0, 48.0, 37.33333333333333)","(2.5, 3.3, 3.2630769230769228)","(14.0, 26.0, 24.4375)","(19.0, 80.0, 33.6)","(31.0, 220.0, 96.0)","(4.8, 9.6, 6.666666666666667)"
05-01-2023 16:07:19.553879,"(7.0, 10.5, 8.094999999999999)","(3.1, 4.5, 3.7666666666666666)","(14.0, 48.0, 28.0)","(2.5, 3.3, 3.2630769230769228)","(14.0, 26.0, 24.4375)","(19.0, 80.0, 33.6)","(31.0, 220.0, 96.0)","(4.8, 9.6, 6.666666666666667)"
05-01-2023 16:07:20.793722,"(7.0, 10.5, 8.495833333333334)","(3.1, 4.5, 3.7666666666666666)","(14.0, 34.0, 28.0)","(2.5, 3.3, 3.2630769230769228)","(14.0, 26.0, 24.4375)","(19.0, 80.0, 33.6)","(31.0, 220.0, 96.0)","(4.8, 9.6, 6.666666666666667)"
05-01-2023 16:07:21.878206,"(7.0, 10.5, 8.495833333333334)","(3.1, 4.5, 3.7666666666666666)","(14.0, 34.0, 28.0)","(2.5, 3.3, 3.276)","(14.0, 26.0, 24.4375)","(19.0, 80.0, 33.6)","(31.0, 220.0, 96.0)","(4.8, 9.6, 6.666666666666667)"
05-01-2023 16:07:22.985469,"(7.0, 10.5, 8.495833333333334)","(3.1, 4.5, 3.7666666666666666)","(14.0, 34.0, 28.0)","(2.5, 3.3, 3.0599999999999996)","(14.0, 26.0, 24.4375)","(19.0, 80.0, 33.6)","(31.0, 220.0, 96.0)","(4.8, 9.6, 6.666666666666667)"
05-01-2023 16:07:24.055117,"(7.0, 10.0, 9.753846153846155)","(3.1, 4.5, 4.404347826086957)","(14.0, 34.0, 28.0)","(2.5, 3.3, 3.07)","(14.0, 26.0, 24.4375)","(19.0, 80.0, 33.6)","(31.0, 220.0, 96.0)","(4.8, 9.6, 5.84)"
05-01-2023 16:07:25.199954,"(7.0, 10.0, 9.753846153846155)","(3.1, 4.3, 3.7333333333333334)","(14.0, 34.0, 26.8)","(2.5, 3.35, 3.0949999999999998)","(14.0, 26.0, 24.4375)","(19.0, 80.0, 33.6)","(31.0, 220.0, 96.0)","(4.8, 8.4, 6.571428571428571)"
05-01-2023 16:07:26.368127,"(7.0, 10.0, 9.753846153846155)","(3.1, 4.3, 3.7333333333333334)","(14.0, 34.0, 27.0)","(2.5, 3.35, 3.0949999999999998)","(14.0, 26.0, 21.549999999999997)","(19.0, 80.0, 33.6)","(31.0, 220.0, 96.0)","(4.8, 8.4, 6.571428571428571)"
05-01-2023 16:07:27.539562,"(7.0, 10.0, 9.753846153846155)","(3.1, 4.3, 3.7333333333333334)","(14.0, 34.0, 27.0)","(2.5, 3.35, 3.0949999999999998)","(14.0, 25.0, 21.549999999999997)","(19.0, 80.0, 38.54545454545455)","(31.0, 220.0, 96.0)","(4.8, 8.4, 6.571428571428571)"
05-01-2023 16:07:28.688818,"(7.0, 10.0, 9.753846153846155)","(3.1, 4.3, 3.7333333333333334)","(14.0, 34.0, 27.0)","(2.5, 3.35, 3.0949999999999998)","(14.0, 25.0, 21.549999999999997)","(19.0, 80.0, 47.42857142857143)","(31.0, 220.0, 96.0)","(4.8, 8.4, 7.653333333333334)"
05-01-2023 16:07:29.820933,"(7.0, 10.0, 9.753846153846155)","(3.1, 4.3, 3.7333333333333334)","(14.0, 34.0, 37.125)","(2.5, 3.35, 3.0949999999999998)","(14.0, 25.0, 21.549999999999997)","(19.0, 80.0, 47.42857142857143)","(31.0, 220.0, 96.0)","(4.8, 8.4, 7.925925925925926)"
05-01-2023 16:07:30.954609,"(7.0, 10.0, 9.753846153846155)","(3.1, 4.3, 3.7333333333333334)","(14.0, 44.0, 37.125)","(2.5, 3.35, 3.0949999999999998)","(14.0, 25.0, 21.549999999999997)","(19.0, 80.0, 47.42857142857143)","(31.0, 220.0, 96.0)","(4.8, 8.4, 7.925925925925926)"
05-01-2023 16:07:32.139621,"(7.0, 10.0, 9.2)","(3.1, 4.3, 3.7333333333333334)","(14.0, 44.0, 37.125)","(2.5, 3.35, 3.277142857142857)","(14.0, 25.0, 21.549999999999997)","(19.0, 80.0, 47.42857142857143)","(31.0, 220.0, 96.0)","(4.8, 8.4, 7.925925925925926)"
05-01-2023 16:07:33.280103,"(7.0, 10.0, 9.2)","(3.1, 4.3, 3.7333333333333334)","(14.0, 44.0, 37.125)","(2.5, 3.35, 3.277142857142857)","(14.0, 25.0, 21.549999999999997)","(19.0, 80.0, 47.42857142857143)","(31.0, 220.0, 96.0)","(4.8, 8.4, 7.925925925925926)"
