,Boyd Writer,Bettor Keppel,Don Boston,Im Bruce Almighty,Budding Caesar,Louie The Punter Nz,Alta Equus
11-01-2023 18:54:16.691004,"(5.5, 12.5, 7.833333333333334)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.75)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:54:17.882147,"(5.5, 12.5, 7.833333333333334)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.75)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:54:19.170322,"(5.5, 12.5, 7.833333333333334)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.75)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:54:20.383685,"(5.5, 12.5, 7.833333333333334)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.75)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:54:21.558769,"(5.5, 12.5, 7.833333333333334)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.75)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:54:22.646604,"(5.5, 12.5, 7.833333333333334)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.75)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:54:23.750440,"(5.5, 12.5, 7.833333333333334)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.75)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:54:24.893027,"(5.5, 12.5, 7.833333333333334)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.75)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:54:26.005439,"(5.5, 12.5, 7.833333333333334)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.75)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:54:27.082150,"(5.5, 12.5, 7.833333333333334)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.75)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:54:28.102746,"(5.5, 12.5, 7.833333333333334)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.75)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:54:29.161204,"(5.5, 12.5, 7.833333333333334)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.75)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:54:30.355558,"(5.5, 12.5, 7.833333333333334)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.75)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:54:31.522781,"(5.5, 12.5, 7.833333333333334)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.75)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:54:32.734184,"(5.5, 12.5, 7.833333333333334)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.75)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:54:33.987245,"(5.5, 12.5, 7.833333333333334)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.75)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:54:35.185282,"(5.5, 12.5, 7.833333333333334)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.75)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:54:36.403847,"(5.5, 12.5, 7.833333333333334)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.75)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:54:37.493514,"(5.5, 12.5, 7.833333333333334)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.75)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:54:38.742616,"(5.5, 12.5, 7.833333333333334)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.75)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:54:39.973545,"(5.5, 12.5, 7.833333333333334)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.75)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:54:41.267771,"(5.5, 12.5, 7.833333333333334)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.75)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:54:42.595945,"(5.5, 12.5, 7.833333333333334)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.75)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:54:43.929035,"(5.5, 12.5, 7.833333333333334)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.75)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:54:45.273708,"(5.5, 12.5, 7.833333333333334)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:54:46.576997,"(5.5, 12.5, 7.833333333333334)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:54:47.787402,"(5.5, 12.5, 7.833333333333334)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:54:49.042639,"(5.5, 12.5, 7.833333333333334)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:54:50.290913,"(5.5, 12.5, 7.833333333333334)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:54:51.508428,"(5.5, 12.5, 7.833333333333334)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:54:52.740937,"(5.5, 12.5, 7.833333333333334)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:54:53.892177,"(5.5, 12.5, 7.833333333333334)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:54:54.908949,"(5.5, 12.5, 7.833333333333334)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:54:56.060804,"(5.5, 12.5, 7.833333333333334)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:54:57.269095,"(5.5, 12.5, 7.833333333333334)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:54:58.590225,"(5.5, 12.5, 7.833333333333334)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:54:59.755555,"(5.5, 12.5, 7.833333333333334)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:55:00.926278,"(5.5, 12.5, 7.833333333333334)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:55:02.260617,"(5.5, 12.5, 7.833333333333334)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:55:03.579951,"(5.5, 12.0, 6.15)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:55:04.757833,"(5.5, 12.0, 6.15)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:55:05.899343,"(5.5, 12.0, 6.15)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:55:07.137029,"(5.5, 12.0, 6.15)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:55:08.377375,"(5.5, 12.0, 6.15)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:55:09.619460,"(5.5, 11.5, 7.5)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:55:10.889303,"(5.5, 11.5, 7.5)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:55:12.322241,"(5.5, 11.5, 7.5)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:55:13.583515,"(5.5, 11.5, 7.5)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:55:14.803603,"(5.5, 11.5, 7.5)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:55:16.005938,"(5.5, 11.5, 7.5)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:55:17.555371,"(5.5, 11.5, 7.5)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:55:18.715450,"(5.5, 11.5, 7.5)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:55:19.956615,"(5.5, 11.5, 7.5)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:55:21.229763,"(5.5, 11.5, 7.5)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:55:22.439432,"(5.5, 11.5, 7.5)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:55:23.768296,"(5.5, 11.5, 7.5)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:55:24.939030,"(5.5, 11.5, 7.5)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:55:26.093407,"(5.5, 11.5, 7.5)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:55:27.160593,"(5.5, 11.5, 7.5)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:55:28.169723,"(5.5, 11.5, 7.5)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:55:29.261447,"(5.5, 11.5, 7.5)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:55:30.380067,"(5.5, 11.5, 7.5)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:55:31.529113,"(5.5, 11.5, 7.5)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:55:32.681409,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:55:33.807424,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:55:34.959582,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:55:35.964474,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:55:37.069505,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:55:38.336013,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:55:39.448703,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:55:40.587256,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:55:41.781530,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:55:42.964829,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:55:44.114850,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:55:45.303957,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.1)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:55:46.466974,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.175)","(3.8, 6.8, 5.8)","(11.0, 23.0, 14.071428571428571)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:55:47.575532,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.8, 6.175)","(3.8, 6.8, 5.8)","(11.0, 23.0, 14.071428571428571)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:55:48.698563,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.8, 6.175)","(3.8, 6.8, 5.8)","(11.0, 23.0, 14.071428571428571)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:55:49.815307,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 14.071428571428571)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:55:50.874257,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 14.071428571428571)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:55:51.981237,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 14.071428571428571)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:55:53.188692,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 14.071428571428571)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:55:54.410997,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 14.071428571428571)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:55:55.809824,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 14.071428571428571)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:55:57.556684,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 14.071428571428571)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:55:58.732995,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 14.071428571428571)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:55:59.775440,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 14.071428571428571)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:56:00.836916,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 14.071428571428571)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:56:01.893429,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:56:03.073287,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:56:04.242875,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.64)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:56:05.425014,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.64)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:56:06.567274,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.64)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:56:07.662074,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.64)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:56:08.821898,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.64)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:56:10.002795,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:56:11.204590,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:56:12.324759,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:56:13.451640,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:56:14.539602,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 13.625)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
