,Hillbilly Pickin,Interventionist,Lonely Rock,Rapid Impact,Sir Smitty,Spitfire,Tekapo,Jamrock,Apache Jewel,Kaisa,Lady Goodfellow,Among Us
08-12-2022 14:01:39.990519,"(20.0, 48.0, 38.666666666666664)","(61.0, 160.0, 117.14285714285714)","(91.0, 160.0, 150.0)","(26.0, 30.0, 28.22222222222222)","(5.5, 5.7, 5.647025495750708)","(2.1, 2.36, 2.356814159292035)","(31.0, 42.0, 41.111111111111114)","(7.0, 10.0, 10.232727272727272)","(31.0, 65.0, 54.5)","(18.0, 25.0, 24.363636363636363)","(21.0, 28.0, 27.714285714285715)","(7.5, 11.5, 11.02)"
08-12-2022 14:01:41.746212,"(20.0, 48.0, 40.666666666666664)","(61.0, 160.0, 123.33333333333333)","(91.0, 160.0, 150.0)","(26.0, 30.0, 28.22222222222222)","(5.5, 5.7, 5.6452316076294276)","(2.1, 2.36, 2.356814159292035)","(31.0, 42.0, 41.111111111111114)","(7.0, 10.5, 10.714285714285714)","(31.0, 65.0, 57.5)","(18.0, 25.0, 24.363636363636363)","(21.0, 28.0, 27.652173913043477)","(7.5, 11.5, 11.02)"
08-12-2022 14:01:43.626399,"(20.0, 46.0, 40.666666666666664)","(61.0, 150.0, 123.33333333333333)","(91.0, 160.0, 150.0)","(26.0, 30.0, 28.22222222222222)","(5.5, 5.7, 5.6452316076294276)","(2.1, 2.36, 2.356814159292035)","(31.0, 42.0, 41.111111111111114)","(7.0, 11.0, 10.904761904761905)","(31.0, 65.0, 57.5)","(18.0, 25.0, 24.363636363636363)","(21.0, 28.0, 27.555555555555557)","(7.5, 11.5, 11.02)"
08-12-2022 14:01:45.475888,"(20.0, 44.0, 40.0)","(61.0, 130.0, 116.66666666666667)","(91.0, 160.0, 150.0)","(26.0, 30.0, 28.25)","(5.5, 5.7, 5.496551724137931)","(2.1, 2.36, 2.313846153846154)","(31.0, 42.0, 41.111111111111114)","(7.0, 11.0, 10.222222222222221)","(31.0, 65.0, 55.38461538461539)","(18.0, 25.0, 23.67058823529412)","(21.0, 28.0, 27.428571428571427)","(7.5, 11.5, 11.90909090909091)"
08-12-2022 14:01:47.456925,"(20.0, 46.0, 45.42857142857143)","(61.0, 130.0, 116.66666666666667)","(91.0, 160.0, 146.66666666666666)","(26.0, 32.0, 29.2)","(5.5, 5.6, 5.39045643153527)","(2.1, 2.32, 2.3076923076923075)","(31.0, 42.0, 41.111111111111114)","(7.0, 11.0, 10.37037037037037)","(31.0, 60.0, 55.38461538461539)","(18.0, 26.0, 25.11842105263158)","(21.0, 30.0, 28.296296296296298)","(7.5, 12.0, 11.78888888888889)"
08-12-2022 14:01:49.361364,"(20.0, 44.0, 42.8)","(61.0, 130.0, 116.66666666666667)","(91.0, 170.0, 146.66666666666666)","(26.0, 30.0, 29.2)","(5.5, 5.4, 5.385775862068966)","(2.1, 2.32, 2.3228571428571425)","(31.0, 42.0, 41.5)","(7.0, 11.0, 10.37037037037037)","(31.0, 60.0, 55.38461538461539)","(18.0, 26.0, 25.12857142857143)","(21.0, 30.0, 28.296296296296298)","(7.5, 12.5, 11.745283018867925)"
08-12-2022 14:01:51.271503,"(20.0, 44.0, 42.8)","(61.0, 130.0, 120.0)","(91.0, 170.0, 146.66666666666666)","(26.0, 30.0, 29.2)","(5.5, 5.4, 5.385775862068966)","(2.1, 2.36, 2.3046808510638295)","(31.0, 42.0, 41.5)","(7.0, 11.0, 10.54054054054054)","(31.0, 60.0, 55.38461538461539)","(18.0, 26.0, 25.454545454545453)","(21.0, 30.0, 28.5625)","(7.5, 12.5, 12.428571428571429)"
08-12-2022 14:01:53.061486,"(20.0, 44.0, 42.8)","(61.0, 140.0, 120.0)","(91.0, 170.0, 146.66666666666666)","(26.0, 30.0, 29.2)","(5.5, 5.4, 5.474561403508772)","(2.1, 2.36, 2.3046808510638295)","(31.0, 42.0, 41.5)","(7.0, 11.0, 10.54054054054054)","(31.0, 60.0, 55.38461538461539)","(18.0, 26.0, 25.333333333333332)","(21.0, 30.0, 28.5625)","(7.5, 12.5, 12.428571428571429)"
08-12-2022 14:01:55.127726,"(20.0, 44.0, 42.8)","(61.0, 140.0, 120.0)","(91.0, 170.0, 146.66666666666666)","(26.0, 30.0, 29.2)","(5.5, 5.5, 5.415151515151515)","(2.1, 2.36, 2.3234999999999997)","(31.0, 42.0, 41.5)","(7.0, 11.0, 10.54054054054054)","(31.0, 60.0, 55.38461538461539)","(18.0, 26.0, 25.526315789473685)","(21.0, 30.0, 28.5625)","(7.5, 12.5, 12.428571428571429)"
08-12-2022 14:01:57.575242,"(20.0, 44.0, 43.2)","(61.0, 150.0, 120.0)","(91.0, 170.0, 146.66666666666666)","(26.0, 30.0, 29.5)","(5.5, 5.5, 5.415151515151515)","(2.1, 2.34, 2.3234999999999997)","(31.0, 42.0, 41.5)","(7.0, 11.0, 10.5)","(31.0, 60.0, 55.38461538461539)","(18.0, 26.0, 27.954545454545453)","(21.0, 29.0, 28.210526315789473)","(7.5, 12.5, 12.0)"
08-12-2022 14:01:59.885160,"(20.0, 44.0, 41.391304347826086)","(61.0, 140.0, 114.28571428571429)","(91.0, 170.0, 146.66666666666666)","(26.0, 30.0, 28.63157894736842)","(5.5, 5.5, 5.415151515151515)","(2.1, 2.34, 2.3075324675324675)","(31.0, 42.0, 41.5)","(7.0, 11.0, 10.5)","(31.0, 60.0, 55.38461538461539)","(18.0, 30.0, 27.84)","(21.0, 29.0, 28.210526315789473)","(7.5, 12.5, 12.0)"
08-12-2022 14:02:02.154022,"(20.0, 44.0, 42.5)","(61.0, 140.0, 125.0)","(91.0, 170.0, 146.66666666666666)","(21.0, 32.0, 29.2)","(5.5, 5.5, 5.474074074074074)","(2.1, 2.32, 2.3075324675324675)","(31.0, 42.0, 41.5)","(7.0, 11.0, 10.54054054054054)","(31.0, 60.0, 55.38461538461539)","(19.0, 28.0, 26.444444444444443)","(21.0, 29.0, 28.0625)","(7.5, 12.5, 12.0)"
08-12-2022 14:02:04.306346,"(20.0, 44.0, 43.483870967741936)","(61.0, 140.0, 112.72727272727273)","(91.0, 170.0, 146.66666666666666)","(21.0, 30.0, 28.952380952380953)","(5.5, 5.5, 5.474725274725275)","(2.1, 2.32, 2.3075324675324675)","(31.0, 42.0, 40.93333333333333)","(7.0, 11.0, 10.37037037037037)","(31.0, 60.0, 55.38461538461539)","(19.0, 28.0, 26.444444444444443)","(21.0, 28.0, 26.941176470588236)","(7.5, 12.5, 11.86111111111111)"
08-12-2022 14:02:06.174610,"(20.0, 44.0, 41.61290322580645)","(61.0, 140.0, 113.63636363636364)","(91.0, 170.0, 145.0)","(21.0, 32.0, 28.952380952380953)","(5.5, 5.5, 5.464761904761905)","(2.1, 2.32, 2.305165562913907)","(31.0, 42.0, 40.76923076923077)","(7.0, 11.0, 10.54054054054054)","(31.0, 60.0, 55.38461538461539)","(19.0, 28.0, 26.789473684210527)","(21.0, 28.0, 27.647058823529413)","(7.5, 12.5, 11.761904761904763)"
08-12-2022 14:02:08.000433,"(21.0, 42.0, 41.61290322580645)","(71.0, 150.0, 113.63636363636364)","(91.0, 160.0, 145.0)","(21.0, 32.0, 28.952380952380953)","(4.8, 5.5, 5.464761904761905)","(2.05, 2.32, 2.305165562913907)","(31.0, 42.0, 40.76923076923077)","(7.5, 11.0, 10.54054054054054)","(41.0, 60.0, 55.38461538461539)","(20.0, 28.0, 26.789473684210527)","(21.0, 28.0, 27.647058823529413)","(8.0, 12.5, 11.761904761904763)"
08-12-2022 14:02:09.843352,"(21.0, 42.0, 41.61290322580645)","(71.0, 150.0, 113.63636363636364)","(91.0, 160.0, 145.0)","(21.0, 32.0, 28.952380952380953)","(4.8, 5.5, 5.464761904761905)","(2.05, 2.32, 2.305165562913907)","(31.0, 42.0, 40.76923076923077)","(7.5, 11.0, 10.54054054054054)","(41.0, 60.0, 55.38461538461539)","(20.0, 28.0, 26.789473684210527)","(21.0, 28.0, 27.647058823529413)","(8.0, 12.5, 11.761904761904763)"
08-12-2022 14:02:11.590145,"(21.0, 44.0, 43.36507936507937)","(71.0, 130.0, 125.55555555555556)","(91.0, 160.0, 145.0)","(21.0, 32.0, 28.555555555555557)","(4.8, 5.5, 5.464761904761905)","(2.05, 2.32, 2.3076923076923075)","(31.0, 42.0, 40.76923076923077)","(7.5, 11.0, 10.595238095238095)","(41.0, 60.0, 55.38461538461539)","(20.0, 28.0, 26.789473684210527)","(21.0, 28.0, 27.647058823529413)","(8.0, 12.5, 11.761904761904763)"
08-12-2022 14:02:13.335230,"(21.0, 44.0, 43.36507936507937)","(71.0, 130.0, 120.76923076923077)","(91.0, 160.0, 145.0)","(21.0, 32.0, 28.555555555555557)","(4.8, 5.5, 5.464761904761905)","(2.05, 2.32, 2.3076923076923075)","(31.0, 42.0, 40.76923076923077)","(7.5, 11.0, 10.595238095238095)","(41.0, 60.0, 55.38461538461539)","(20.0, 28.0, 26.789473684210527)","(21.0, 28.0, 27.647058823529413)","(8.0, 12.5, 11.761904761904763)"
08-12-2022 14:02:15.177159,"(21.0, 44.0, 41.64179104477612)","(71.0, 130.0, 125.0)","(91.0, 160.0, 145.0)","(21.0, 32.0, 28.476190476190474)","(4.8, 5.5, 5.464761904761905)","(2.05, 2.32, 2.309176470588235)","(31.0, 42.0, 41.63636363636364)","(7.5, 11.0, 10.595238095238095)","(41.0, 60.0, 51.75)","(20.0, 28.0, 26.413793103448278)","(21.0, 28.0, 27.647058823529413)","(8.0, 12.5, 12.236842105263158)"
08-12-2022 14:02:16.974990,"(21.0, 42.0, 41.64179104477612)","(61.0, 130.0, 125.71428571428572)","(91.0, 160.0, 144.28571428571428)","(21.0, 30.0, 28.476190476190474)","(4.8, 5.5, 5.462962962962963)","(2.05, 2.32, 2.3273291925465838)","(31.0, 42.0, 41.63636363636364)","(7.5, 11.0, 10.307692307692308)","(41.0, 55.0, 51.75)","(20.0, 28.0, 26.413793103448278)","(21.0, 28.0, 27.6)","(8.0, 12.5, 12.275510204081632)"
08-12-2022 14:02:18.810526,"(21.0, 42.0, 43.411764705882355)","(61.0, 130.0, 125.71428571428572)","(91.0, 170.0, 152.0)","(21.0, 30.0, 28.285714285714285)","(4.8, 5.5, 5.461261261261261)","(2.05, 2.34, 2.3183396226415094)","(31.0, 42.0, 41.81818181818182)","(7.5, 11.0, 10.5)","(41.0, 55.0, 47.588235294117645)","(20.0, 28.0, 26.756756756756758)","(21.0, 28.0, 27.647058823529413)","(8.0, 12.5, 12.275510204081632)"
08-12-2022 14:02:20.539038,"(21.0, 44.0, 43.52238805970149)","(61.0, 130.0, 118.0)","(91.0, 170.0, 151.42857142857142)","(21.0, 30.0, 28.285714285714285)","(4.8, 5.5, 5.461261261261261)","(2.05, 2.36, 2.3207486631016043)","(31.0, 42.0, 41.81818181818182)","(7.5, 11.0, 10.5)","(41.0, 55.0, 50.1)","(20.0, 28.0, 26.756756756756758)","(21.0, 28.0, 27.647058823529413)","(8.0, 12.5, 12.26595744680851)"
08-12-2022 14:02:22.361518,"(21.0, 42.0, 43.411764705882355)","(71.0, 130.0, 118.0)","(91.0, 160.0, 152.0)","(21.0, 30.0, 28.285714285714285)","(4.8, 5.5, 5.459130434782609)","(2.05, 2.34, 2.3173529411764706)","(31.0, 42.0, 41.81818181818182)","(7.5, 11.0, 10.5)","(41.0, 55.0, 50.1)","(20.0, 28.0, 26.756756756756758)","(21.0, 28.0, 27.647058823529413)","(8.5, 12.5, 12.26595744680851)"
08-12-2022 14:02:24.108478,"(21.0, 44.0, 41.64179104477612)","(71.0, 130.0, 118.0)","(91.0, 170.0, 156.0)","(21.0, 30.0, 28.285714285714285)","(4.8, 5.5, 5.467326732673268)","(2.05, 2.32, 2.3173529411764706)","(31.0, 42.0, 41.81818181818182)","(7.5, 11.0, 10.647058823529411)","(41.0, 55.0, 50.1)","(20.0, 28.0, 26.756756756756758)","(21.0, 28.0, 27.647058823529413)","(8.5, 12.5, 12.26595744680851)"
08-12-2022 14:02:25.899521,"(21.0, 42.0, 41.64179104477612)","(71.0, 130.0, 118.0)","(91.0, 160.0, 152.0)","(21.0, 30.0, 28.285714285714285)","(4.8, 5.5, 5.467326732673268)","(2.05, 2.32, 2.3173529411764706)","(31.0, 42.0, 41.81818181818182)","(7.5, 11.0, 10.647058823529411)","(31.0, 55.0, 50.1)","(20.0, 28.0, 26.5625)","(21.0, 28.0, 27.647058823529413)","(8.5, 12.5, 12.238095238095237)"
08-12-2022 14:02:27.695143,"(21.0, 42.0, 41.64179104477612)","(71.0, 130.0, 118.0)","(91.0, 170.0, 152.0)","(21.0, 30.0, 28.285714285714285)","(4.8, 5.5, 5.467326732673268)","(2.05, 2.32, 2.3173529411764706)","(31.0, 42.0, 41.81818181818182)","(7.5, 11.0, 10.647058823529411)","(31.0, 55.0, 50.1)","(20.0, 28.0, 26.5625)","(21.0, 28.0, 27.647058823529413)","(8.5, 12.5, 12.238095238095237)"
08-12-2022 14:02:29.438231,"(21.0, 42.0, 41.64179104477612)","(71.0, 130.0, 118.0)","(91.0, 170.0, 152.0)","(21.0, 30.0, 28.285714285714285)","(4.8, 5.5, 5.469387755102041)","(2.05, 2.32, 2.3167272727272725)","(31.0, 42.0, 41.81818181818182)","(7.5, 11.0, 10.450980392156863)","(31.0, 55.0, 48.608695652173914)","(20.0, 28.0, 26.083333333333332)","(21.0, 28.0, 27.6)","(8.5, 12.5, 12.238095238095237)"
08-12-2022 14:02:31.205361,"(21.0, 42.0, 41.64179104477612)","(71.0, 130.0, 118.0)","(91.0, 170.0, 152.0)","(21.0, 30.0, 28.285714285714285)","(4.8, 5.5, 5.469387755102041)","(2.05, 2.32, 2.314153846153846)","(31.0, 42.0, 41.81818181818182)","(7.5, 11.0, 10.450980392156863)","(31.0, 55.0, 51.5)","(20.0, 28.0, 25.72)","(21.0, 28.0, 27.75)","(8.5, 12.5, 12.238095238095237)"
08-12-2022 14:02:33.249343,"(21.0, 44.0, 41.64179104477612)","(71.0, 130.0, 118.0)","(91.0, 170.0, 152.0)","(21.0, 30.0, 28.285714285714285)","(4.8, 5.5, 5.468)","(2.05, 2.32, 2.3122666666666665)","(31.0, 42.0, 41.81818181818182)","(7.5, 11.0, 10.540983606557377)","(31.0, 55.0, 51.5)","(20.0, 28.0, 25.72)","(21.0, 28.0, 27.76923076923077)","(8.5, 12.5, 12.238095238095237)"
08-12-2022 14:02:35.136631,"(21.0, 42.0, 41.64179104477612)","(71.0, 130.0, 118.0)","(91.0, 170.0, 148.88888888888889)","(21.0, 30.0, 30.454545454545453)","(4.8, 5.5, 5.496491228070176)","(2.05, 2.32, 2.304375)","(31.0, 42.0, 41.82608695652174)","(7.5, 11.0, 9.973333333333333)","(31.0, 55.0, 68.92682926829269)","(20.0, 28.0, 25.466666666666665)","(21.0, 28.0, 28.0)","(8.5, 12.5, 12.84375)"
08-12-2022 14:02:36.811579,"(21.0, 42.0, 41.75)","(71.0, 130.0, 115.0)","(91.0, 160.0, 152.0)","(21.0, 32.0, 30.38095238095238)","(4.8, 5.5, 5.533333333333333)","(2.05, 2.32, 2.305273631840796)","(31.0, 42.0, 41.91111111111111)","(7.5, 10.0, 9.793258426966293)","(31.0, 70.0, 65.0)","(20.0, 28.0, 25.40909090909091)","(21.0, 30.0, 27.444444444444443)","(8.5, 13.5, 12.99090909090909)"
08-12-2022 14:02:38.466309,"(21.0, 42.0, 41.815384615384616)","(71.0, 130.0, 115.0)","(91.0, 160.0, 147.5)","(21.0, 32.0, 30.38095238095238)","(4.8, 5.6, 5.474025974025974)","(2.05, 2.32, 2.2936559139784944)","(31.0, 42.0, 41.67567567567568)","(7.5, 9.8, 9.785714285714286)","(41.0, 70.0, 66.25)","(20.0, 28.0, 26.2)","(21.0, 30.0, 28.0)","(8.5, 13.5, 13.22549019607843)"
08-12-2022 14:02:40.131367,"(21.0, 40.0, 43.2)","(71.0, 130.0, 115.0)","(91.0, 160.0, 153.33333333333334)","(21.0, 32.0, 28.21951219512195)","(4.8, 5.5, 5.567647058823529)","(2.05, 2.3, 2.3157746478873236)","(31.0, 42.0, 40.72)","(7.5, 9.8, 9.781818181818183)","(41.0, 70.0, 62.63157894736842)","(20.0, 27.0, 26.714285714285715)","(21.0, 29.0, 27.28813559322034)","(8.5, 13.5, 12.766666666666667)"
08-12-2022 14:02:41.718653,"(21.0, 44.0, 43.2)","(71.0, 130.0, 115.0)","(91.0, 170.0, 150.0)","(21.0, 32.0, 28.21951219512195)","(4.8, 5.6, 5.567647058823529)","(2.05, 2.32, 2.3175757575757574)","(31.0, 42.0, 40.72)","(7.5, 9.8, 9.785365853658536)","(41.0, 70.0, 62.63157894736842)","(20.0, 27.0, 26.73913043478261)","(21.0, 30.0, 27.333333333333332)","(8.5, 13.5, 12.766666666666667)"
08-12-2022 14:02:43.364859,"(21.0, 42.0, 43.25925925925926)","(71.0, 130.0, 121.0)","(91.0, 160.0, 153.33333333333334)","(21.0, 32.0, 28.21951219512195)","(4.8, 5.6, 5.560714285714285)","(2.05, 2.32, 2.3144444444444443)","(31.0, 42.0, 39.83783783783784)","(7.5, 9.8, 9.785365853658536)","(41.0, 70.0, 62.63157894736842)","(20.0, 27.0, 26.73913043478261)","(21.0, 30.0, 27.333333333333332)","(8.5, 13.5, 12.766666666666667)"
08-12-2022 14:02:45.657764,"(21.0, 44.0, 41.54716981132076)","(71.0, 130.0, 121.0)","(101.0, 170.0, 150.0)","(21.0, 32.0, 28.21951219512195)","(4.8, 5.6, 5.560714285714285)","(2.05, 2.32, 2.2967567567567566)","(31.0, 42.0, 40.72)","(7.5, 9.8, 9.787500000000001)","(41.0, 70.0, 62.63157894736842)","(20.0, 27.0, 26.759999999999998)","(21.0, 30.0, 27.333333333333332)","(9.0, 13.5, 12.766666666666667)"
08-12-2022 14:02:47.490288,"(21.0, 42.0, 41.54716981132076)","(71.0, 130.0, 121.0)","(101.0, 160.0, 153.33333333333334)","(21.0, 32.0, 28.21951219512195)","(4.8, 5.6, 5.536842105263157)","(2.05, 2.3, 2.2967567567567566)","(31.0, 42.0, 40.72)","(7.5, 9.8, 9.789655172413793)","(41.0, 70.0, 60.714285714285715)","(20.0, 27.0, 25.857142857142858)","(21.0, 30.0, 27.333333333333332)","(8.5, 13.5, 12.766666666666667)"
08-12-2022 14:02:49.461723,"(21.0, 42.0, 43.285714285714285)","(71.0, 130.0, 121.0)","(101.0, 160.0, 153.33333333333334)","(21.0, 32.0, 28.21951219512195)","(4.8, 5.6, 5.52)","(2.05, 2.3, 2.2967567567567566)","(31.0, 42.0, 40.666666666666664)","(7.5, 9.8, 9.790625)","(41.0, 65.0, 58.1578947368421)","(20.0, 26.0, 25.857142857142858)","(21.0, 30.0, 27.333333333333332)","(8.5, 13.5, 12.766666666666667)"
08-12-2022 14:02:51.306407,"(21.0, 44.0, 43.111111111111114)","(71.0, 130.0, 121.0)","(101.0, 170.0, 150.0)","(21.0, 32.0, 30.385416666666668)","(4.8, 5.6, 5.5162162162162165)","(2.05, 2.3, 2.299787234042553)","(31.0, 42.0, 41.25)","(7.5, 9.8, 9.790625)","(41.0, 70.0, 62.0)","(20.0, 26.0, 25.81818181818182)","(21.0, 30.0, 27.333333333333332)","(8.5, 13.0, 12.631578947368421)"
08-12-2022 14:02:53.122110,"(21.0, 44.0, 38.72727272727273)","(71.0, 130.0, 96.42857142857143)","(101.0, 160.0, 153.33333333333334)","(21.0, 32.0, 30.385416666666668)","(4.8, 5.7, 5.666265060240964)","(2.05, 2.3, 2.299787234042553)","(31.0, 42.0, 41.25)","(7.5, 9.8, 9.77704918032787)","(41.0, 65.0, 62.857142857142854)","(20.0, 26.0, 25.81818181818182)","(21.0, 30.0, 27.333333333333332)","(8.5, 13.0, 12.595238095238095)"
08-12-2022 14:02:54.913315,"(21.0, 42.0, 38.857142857142854)","(71.0, 100.0, 96.42857142857143)","(101.0, 170.0, 150.0)","(21.0, 32.0, 30.385416666666668)","(4.8, 5.7, 5.666060606060606)","(2.05, 2.3, 2.299787234042553)","(31.0, 42.0, 41.25)","(7.5, 9.8, 9.77704918032787)","(41.0, 70.0, 62.0)","(20.0, 26.0, 25.81818181818182)","(21.0, 30.0, 27.333333333333332)","(8.5, 13.0, 12.595238095238095)"
08-12-2022 14:02:56.742277,"(21.0, 42.0, 38.857142857142854)","(71.0, 100.0, 96.42857142857143)","(101.0, 160.0, 150.0)","(21.0, 32.0, 30.385416666666668)","(4.8, 5.7, 5.599082568807339)","(2.05, 2.3, 2.299787234042553)","(31.0, 42.0, 41.25)","(7.5, 9.8, 9.76818181818182)","(41.0, 65.0, 62.0)","(20.0, 26.0, 25.77777777777778)","(21.0, 30.0, 27.333333333333332)","(8.5, 13.0, 12.595238095238095)"
08-12-2022 14:02:58.438168,"(21.0, 42.0, 38.857142857142854)","(71.0, 100.0, 96.42857142857143)","(101.0, 160.0, 153.33333333333334)","(21.0, 32.0, 30.385416666666668)","(4.8, 5.7, 5.599082568807339)","(2.05, 2.3, 2.299787234042553)","(31.0, 42.0, 41.294117647058826)","(7.5, 9.8, 9.772549019607844)","(41.0, 65.0, 62.857142857142854)","(20.0, 26.0, 25.846153846153847)","(21.0, 30.0, 27.333333333333332)","(8.5, 13.0, 12.595238095238095)"
08-12-2022 14:03:00.118254,"(21.0, 42.0, 38.857142857142854)","(71.0, 100.0, 96.42857142857143)","(101.0, 170.0, 150.0)","(21.0, 32.0, 30.434343434343432)","(4.8, 5.7, 5.588888888888889)","(2.05, 2.3, 2.299787234042553)","(31.0, 42.0, 41.333333333333336)","(7.5, 9.8, 9.779104477611941)","(41.0, 70.0, 62.0)","(20.0, 26.0, 23.9)","(21.0, 30.0, 27.333333333333332)","(8.5, 13.0, 12.595238095238095)"
08-12-2022 14:03:01.760161,"(21.0, 42.0, 38.857142857142854)","(71.0, 100.0, 96.42857142857143)","(101.0, 160.0, 153.33333333333334)","(21.0, 32.0, 30.434343434343432)","(4.8, 5.7, 5.582978723404255)","(2.05, 2.3, 2.299787234042553)","(31.0, 42.0, 41.333333333333336)","(7.5, 9.8, 9.779104477611941)","(41.0, 65.0, 62.857142857142854)","(20.0, 24.0, 23.9)","(21.0, 30.0, 27.333333333333332)","(8.5, 13.0, 12.690217391304348)"
08-12-2022 14:03:03.330465,"(21.0, 42.0, 38.857142857142854)","(71.0, 100.0, 96.42857142857143)","(101.0, 170.0, 151.42857142857142)","(21.0, 32.0, 29.047619047619047)","(4.8, 5.7, 5.582978723404255)","(2.05, 2.3, 2.3301639344262295)","(31.0, 42.0, 41.333333333333336)","(7.5, 9.8, 9.779104477611941)","(41.0, 70.0, 61.666666666666664)","(20.0, 24.0, 23.818181818181817)","(21.0, 30.0, 27.333333333333332)","(8.5, 13.0, 12.668604651162791)"
