,Blue Scotch Boy,Juke Box Blues,Graceland Boy,Sore Loser,Lachlans Miss,Mepunga Roz,Brutal Power
11-01-2023 11:10:03.546895,"(4.8, 7.2, 6.666666666666666)","(2.9, 4.4, 3.7675)","(6.5, 15.5, 11.511538461538462)","(71.0, 440.0, 379.1666666666667)","(7.0, 12.5, 11.012)","(8.0, 13.0, 10.333333333333334)","(3.2, 4.1, 3.4482758620689657)"
11-01-2023 11:10:04.540400,"(4.8, 7.2, 6.666666666666666)","(2.9, 4.4, 3.7675)","(6.5, 15.5, 11.511538461538462)","(71.0, 440.0, 379.1666666666667)","(7.0, 12.5, 11.012)","(8.0, 13.0, 10.333333333333334)","(3.2, 4.1, 3.4482758620689657)"
11-01-2023 11:10:05.447718,"(4.8, 7.2, 6.666666666666666)","(2.9, 4.4, 3.7675)","(6.5, 15.5, 11.511538461538462)","(71.0, 440.0, 379.1666666666667)","(7.0, 12.5, 11.012)","(8.0, 13.0, 10.333333333333334)","(3.2, 4.1, 3.4482758620689657)"
11-01-2023 11:10:06.393755,"(4.8, 7.2, 6.666666666666666)","(2.9, 4.4, 3.7675)","(6.5, 15.5, 11.511538461538462)","(71.0, 440.0, 379.1666666666667)","(7.0, 12.5, 11.012)","(8.0, 13.0, 10.333333333333334)","(3.2, 4.1, 3.4482758620689657)"
11-01-2023 11:10:07.365120,"(4.8, 7.2, 6.666666666666666)","(2.9, 4.4, 3.7675)","(6.5, 15.5, 11.511538461538462)","(71.0, 440.0, 379.1666666666667)","(7.0, 12.5, 11.012)","(8.0, 13.0, 10.333333333333334)","(3.2, 4.1, 3.4482758620689657)"
11-01-2023 11:10:08.302125,"(4.8, 7.2, 6.666666666666666)","(2.9, 4.4, 3.7675)","(6.5, 15.5, 11.511538461538462)","(71.0, 440.0, 367.0)","(7.0, 12.5, 11.012)","(8.0, 13.0, 10.333333333333334)","(3.2, 4.1, 3.4482758620689657)"
11-01-2023 11:10:09.275180,"(4.8, 7.2, 6.666666666666666)","(2.9, 4.4, 3.7675)","(6.5, 15.5, 11.511538461538462)","(71.0, 440.0, 367.0)","(7.0, 12.5, 11.012)","(8.0, 13.0, 10.333333333333334)","(3.2, 4.1, 3.4482758620689657)"
11-01-2023 11:10:10.298062,"(4.8, 7.2, 6.666666666666666)","(2.9, 4.4, 3.7675)","(6.5, 15.5, 11.511538461538462)","(71.0, 440.0, 367.0)","(7.0, 12.5, 11.012)","(8.0, 13.0, 10.333333333333334)","(3.2, 4.1, 3.6285714285714286)"
11-01-2023 11:10:11.355782,"(4.8, 7.2, 6.666666666666666)","(2.9, 4.4, 3.7675)","(6.5, 15.5, 11.511538461538462)","(71.0, 440.0, 367.0)","(7.0, 12.5, 11.012)","(8.0, 13.0, 10.333333333333334)","(3.2, 3.95, 3.6285714285714286)"
11-01-2023 11:10:12.491749,"(4.8, 7.2, 6.666666666666666)","(2.9, 4.4, 3.7675)","(6.5, 15.5, 11.511538461538462)","(71.0, 450.0, 375.0)","(7.0, 12.5, 10.542105263157895)","(8.0, 13.0, 10.333333333333334)","(3.2, 3.95, 3.6285714285714286)"
11-01-2023 11:10:13.599239,"(4.8, 7.2, 6.666666666666666)","(2.9, 4.4, 3.894)","(6.5, 15.5, 11.511538461538462)","(71.0, 440.0, 367.0)","(7.0, 12.5, 10.542105263157895)","(8.0, 13.0, 10.333333333333334)","(3.2, 3.95, 3.430769230769231)"
11-01-2023 11:10:14.639682,"(4.8, 7.2, 6.666666666666666)","(2.9, 4.4, 4.1308510638297875)","(6.5, 15.5, 11.511538461538462)","(71.0, 440.0, 367.0)","(7.0, 12.5, 10.542105263157895)","(8.0, 13.0, 10.333333333333334)","(3.2, 3.95, 3.430769230769231)"
11-01-2023 11:10:15.639143,"(4.8, 7.2, 6.666666666666666)","(2.9, 4.4, 3.3916666666666666)","(6.5, 15.5, 11.511538461538462)","(71.0, 440.0, 367.0)","(7.0, 12.5, 10.542105263157895)","(8.0, 13.0, 10.333333333333334)","(3.2, 3.95, 3.430769230769231)"
11-01-2023 11:10:16.653578,"(4.8, 7.2, 6.666666666666666)","(2.9, 4.4, 3.3916666666666666)","(6.5, 15.5, 11.511538461538462)","(71.0, 440.0, 367.0)","(7.0, 12.5, 10.542105263157895)","(8.0, 13.0, 10.333333333333334)","(3.2, 3.95, 3.430769230769231)"
11-01-2023 11:10:17.654746,"(4.8, 7.2, 6.666666666666666)","(2.9, 4.4, 3.3916666666666666)","(6.5, 15.5, 11.511538461538462)","(71.0, 440.0, 367.0)","(7.0, 12.5, 10.542105263157895)","(8.0, 13.0, 10.333333333333334)","(3.2, 3.95, 3.430769230769231)"
11-01-2023 11:10:18.696171,"(4.8, 7.2, 6.666666666666666)","(2.9, 4.4, 3.3916666666666666)","(6.5, 15.5, 11.511538461538462)","(71.0, 440.0, 367.0)","(7.0, 12.5, 10.542105263157895)","(8.0, 13.0, 10.333333333333334)","(3.2, 3.95, 3.6666666666666665)"
11-01-2023 11:10:19.729147,"(4.8, 7.2, 6.666666666666666)","(2.9, 4.4, 3.3916666666666666)","(6.5, 15.5, 11.511538461538462)","(71.0, 440.0, 367.0)","(7.0, 12.5, 10.542105263157895)","(8.0, 13.0, 10.333333333333334)","(3.2, 3.9, 3.5586206896551724)"
11-01-2023 11:10:20.756535,"(4.8, 7.2, 6.666666666666666)","(2.9, 4.4, 3.3916666666666666)","(6.5, 15.5, 11.511538461538462)","(71.0, 440.0, 367.0)","(7.0, 12.5, 10.542105263157895)","(8.0, 13.0, 10.333333333333334)","(3.2, 3.85, 3.4122448979591837)"
11-01-2023 11:10:21.818435,"(4.8, 7.2, 6.666666666666666)","(2.9, 4.4, 3.3916666666666666)","(6.5, 15.5, 11.511538461538462)","(71.0, 440.0, 367.0)","(7.0, 12.5, 10.542105263157895)","(8.0, 13.0, 10.333333333333334)","(3.2, 3.85, 3.764705882352941)"
11-01-2023 11:10:22.866554,"(4.8, 7.2, 6.666666666666666)","(2.9, 4.4, 3.3916666666666666)","(6.5, 15.5, 11.511538461538462)","(71.0, 440.0, 367.0)","(7.0, 12.5, 10.542105263157895)","(8.0, 13.0, 10.333333333333334)","(3.2, 3.8, 3.764705882352941)"
11-01-2023 11:10:23.908708,"(4.8, 7.2, 6.666666666666666)","(2.9, 4.4, 3.3916666666666666)","(6.5, 15.5, 11.511538461538462)","(71.0, 440.0, 367.0)","(7.0, 12.5, 10.542105263157895)","(8.0, 13.0, 10.333333333333334)","(3.2, 3.8, 3.764705882352941)"
11-01-2023 11:10:24.928425,"(4.8, 7.2, 6.7368421052631575)","(2.9, 4.4, 3.3916666666666666)","(6.5, 15.5, 11.511538461538462)","(71.0, 440.0, 367.0)","(7.0, 12.5, 10.542105263157895)","(8.0, 13.0, 10.333333333333334)","(3.2, 3.8, 3.764705882352941)"
11-01-2023 11:10:26.021601,"(4.8, 7.2, 6.748717948717949)","(2.9, 4.4, 3.3916666666666666)","(6.5, 15.5, 11.511538461538462)","(71.0, 440.0, 237.22222222222223)","(7.0, 12.5, 10.542105263157895)","(8.0, 13.0, 10.333333333333334)","(3.2, 3.8, 3.764705882352941)"
11-01-2023 11:10:27.028603,"(4.8, 7.2, 6.748717948717949)","(2.9, 4.4, 3.3916666666666666)","(6.5, 15.5, 11.511538461538462)","(71.0, 440.0, 277.8571428571429)","(7.0, 12.5, 10.542105263157895)","(8.0, 13.0, 10.333333333333334)","(3.2, 3.8, 3.764705882352941)"
11-01-2023 11:10:28.039450,"(4.8, 7.2, 6.748717948717949)","(2.9, 4.4, 3.3916666666666666)","(6.5, 15.5, 11.511538461538462)","(71.0, 430.0, 277.8571428571429)","(7.0, 12.5, 10.542105263157895)","(8.0, 13.0, 10.333333333333334)","(3.2, 3.8, 3.569230769230769)"
11-01-2023 11:10:29.130615,"(4.8, 7.2, 6.748717948717949)","(2.9, 4.4, 3.3916666666666666)","(6.5, 15.5, 11.511538461538462)","(71.0, 430.0, 351.0)","(7.0, 12.5, 10.542105263157895)","(8.0, 13.0, 10.333333333333334)","(3.2, 3.8, 3.569230769230769)"
11-01-2023 11:10:30.172149,"(4.8, 7.2, 6.748717948717949)","(2.9, 4.4, 3.3916666666666666)","(6.5, 15.5, 11.511538461538462)","(71.0, 420.0, 351.0)","(7.0, 12.5, 10.542105263157895)","(8.0, 13.0, 10.333333333333334)","(3.2, 3.8, 3.569230769230769)"
11-01-2023 11:10:31.262893,"(4.8, 7.2, 6.748717948717949)","(2.9, 4.4, 3.3916666666666666)","(6.5, 15.5, 11.511538461538462)","(71.0, 420.0, 351.0)","(7.0, 12.5, 10.542105263157895)","(8.0, 13.0, 10.333333333333334)","(3.2, 3.8, 3.2969696969696973)"
11-01-2023 11:10:32.516523,"(4.8, 7.2, 6.748717948717949)","(2.9, 4.4, 3.3916666666666666)","(6.5, 15.5, 11.511538461538462)","(71.0, 420.0, 351.0)","(7.0, 12.5, 10.542105263157895)","(8.0, 13.0, 10.333333333333334)","(3.2, 3.6, 3.5294117647058822)"
11-01-2023 11:10:33.621027,"(4.8, 7.2, 6.748717948717949)","(2.9, 4.4, 3.3916666666666666)","(6.5, 15.5, 11.511538461538462)","(71.0, 420.0, 351.0)","(7.0, 12.5, 10.542105263157895)","(8.0, 13.0, 10.333333333333334)","(3.2, 3.55, 3.5294117647058822)"
11-01-2023 11:10:34.808390,"(4.8, 7.2, 6.748717948717949)","(2.9, 4.4, 3.3916666666666666)","(6.5, 15.5, 11.511538461538462)","(71.0, 420.0, 351.0)","(7.0, 12.5, 10.542105263157895)","(8.0, 13.0, 10.333333333333334)","(3.2, 3.55, 3.5294117647058822)"
11-01-2023 11:10:35.856530,"(4.8, 7.2, 6.748717948717949)","(2.9, 4.4, 3.3916666666666666)","(6.5, 15.5, 11.511538461538462)","(71.0, 420.0, 351.0)","(7.0, 12.5, 10.542105263157895)","(8.0, 13.0, 10.333333333333334)","(3.2, 3.55, 3.5294117647058822)"
11-01-2023 11:10:36.889147,"(4.8, 7.2, 6.748717948717949)","(2.9, 4.4, 3.3916666666666666)","(6.5, 15.5, 11.511538461538462)","(71.0, 420.0, 351.0)","(7.0, 12.5, 10.542105263157895)","(8.0, 13.0, 10.333333333333334)","(3.2, 3.55, 3.5294117647058822)"
11-01-2023 11:10:37.867095,"(4.8, 7.2, 6.748717948717949)","(2.9, 4.4, 3.3916666666666666)","(6.5, 15.5, 11.511538461538462)","(71.0, 420.0, 351.0)","(7.0, 12.5, 10.542105263157895)","(8.0, 13.0, 10.333333333333334)","(3.2, 3.55, 3.5294117647058822)"
11-01-2023 11:10:38.813253,"(4.8, 7.2, 6.748717948717949)","(2.9, 4.4, 3.3916666666666666)","(6.5, 15.5, 11.511538461538462)","(71.0, 420.0, 351.0)","(7.0, 12.5, 10.542105263157895)","(8.0, 13.0, 10.333333333333334)","(3.2, 3.55, 3.5294117647058822)"
11-01-2023 11:10:39.774120,"(4.8, 7.2, 6.748717948717949)","(2.9, 4.4, 3.3916666666666666)","(6.5, 15.5, 11.511538461538462)","(71.0, 420.0, 351.0)","(7.0, 12.5, 10.542105263157895)","(8.0, 13.0, 10.333333333333334)","(3.2, 3.55, 3.4153846153846152)"
11-01-2023 11:10:40.791207,"(4.8, 7.2, 6.748717948717949)","(2.9, 4.4, 3.3916666666666666)","(6.5, 15.5, 11.511538461538462)","(71.0, 420.0, 351.0)","(7.0, 12.5, 10.542105263157895)","(8.0, 13.0, 10.333333333333334)","(3.2, 3.55, 3.4153846153846152)"
11-01-2023 11:10:41.821914,"(4.8, 7.2, 6.748717948717949)","(2.9, 4.4, 3.3916666666666666)","(6.5, 15.5, 11.511538461538462)","(71.0, 420.0, 351.0)","(7.0, 12.5, 10.485)","(8.0, 13.0, 10.333333333333334)","(3.2, 3.55, 3.275)"
11-01-2023 11:10:42.915471,"(4.8, 7.2, 6.16875)","(2.9, 4.3, 3.825)","(6.5, 15.5, 11.095454545454546)","(71.0, 420.0, 351.0)","(7.0, 12.5, 10.485)","(8.0, 13.0, 11.15)","(3.2, 3.55, 3.296153846153846)"
11-01-2023 11:10:44.003124,"(4.8, 7.2, 6.16875)","(2.9, 4.3, 3.9869565217391303)","(6.5, 15.5, 10.305555555555555)","(71.0, 420.0, 117.77777777777777)","(7.0, 12.5, 10.485)","(8.0, 12.5, 10.200000000000001)","(3.2, 3.55, 3.23)"
11-01-2023 11:10:45.146152,"(4.8, 7.2, 6.173333333333333)","(2.9, 4.3, 4.124390243902439)","(6.5, 15.5, 10.305555555555555)","(71.0, 420.0, 190.0)","(7.0, 12.5, 10.485)","(8.0, 12.5, 10.200000000000001)","(3.2, 3.55, 3.265)"
11-01-2023 11:10:46.176200,"(4.8, 7.2, 6.173333333333333)","(2.9, 4.3, 3.5444444444444447)","(6.5, 15.5, 10.305555555555555)","(71.0, 420.0, 190.0)","(7.0, 12.5, 9.986666666666666)","(8.0, 12.5, 10.288461538461538)","(3.2, 3.55, 3.45)"
11-01-2023 11:10:47.146629,"(4.8, 7.4, 6.866666666666667)","(2.9, 4.3, 4.009090909090909)","(6.5, 15.0, 11.666666666666666)","(71.0, 420.0, 190.0)","(7.0, 12.5, 9.986666666666666)","(8.0, 12.5, 10.288461538461538)","(3.2, 3.5, 3.4529411764705884)"
11-01-2023 11:10:48.123057,"(4.8, 7.4, 7.133333333333334)","(2.9, 4.3, 4.009090909090909)","(6.5, 15.0, 10.238095238095237)","(71.0, 420.0, 190.0)","(7.0, 12.5, 9.986666666666666)","(8.0, 12.5, 10.288461538461538)","(3.2, 3.5, 3.4529411764705884)"
11-01-2023 11:10:49.076077,"(4.8, 8.0, 7.838461538461539)","(2.9, 4.3, 4.009090909090909)","(6.5, 15.0, 11.153846153846153)","(71.0, 420.0, 113.33333333333334)","(7.0, 12.5, 9.986666666666666)","(8.0, 12.5, 10.288461538461538)","(3.2, 3.5, 3.4692307692307693)"
11-01-2023 11:10:50.151799,"(4.8, 8.0, 6.6)","(2.9, 4.3, 4.122222222222222)","(6.5, 14.0, 12.666666666666666)","(71.0, 420.0, 247.5)","(7.0, 12.5, 9.986666666666666)","(8.0, 12.5, 10.288461538461538)","(3.2, 3.5, 3.2666666666666666)"
11-01-2023 11:10:51.124266,"(4.8, 8.0, 6.545454545454545)","(2.9, 4.3, 4.122222222222222)","(6.5, 14.0, 12.666666666666666)","(71.0, 420.0, 247.5)","(7.0, 12.5, 9.986666666666666)","(8.0, 12.5, 10.276666666666667)","(3.2, 3.5, 3.2666666666666666)"
11-01-2023 11:10:52.154827,"(4.8, 8.0, 7.0)","(2.9, 4.3, 3.838461538461538)","(6.5, 14.0, 12.666666666666666)","(71.0, 420.0, 247.5)","(7.0, 12.5, 9.986666666666666)","(8.0, 12.5, 10.276666666666667)","(3.2, 3.5, 3.2666666666666666)"
11-01-2023 11:10:53.267287,"(4.8, 8.0, 6.4)","(2.9, 4.3, 3.838461538461538)","(6.5, 14.0, 12.625)","(71.0, 420.0, 247.5)","(7.0, 12.5, 9.986666666666666)","(8.0, 12.5, 10.276666666666667)","(3.2, 3.5, 3.2666666666666666)"
11-01-2023 11:10:54.381907,"(4.8, 8.0, 6.4)","(2.9, 4.3, 3.838461538461538)","(6.5, 13.5, 12.625)","(71.0, 420.0, 247.5)","(7.0, 12.5, 9.986666666666666)","(8.0, 12.5, 10.276666666666667)","(3.2, 3.5, 3.2666666666666666)"
11-01-2023 11:10:55.487859,"(4.8, 8.0, 6.4)","(2.9, 4.3, 3.838461538461538)","(6.5, 13.5, 12.055555555555555)","(71.0, 420.0, 247.5)","(7.0, 12.5, 9.986666666666666)","(8.0, 12.5, 10.276666666666667)","(3.2, 3.5, 3.2666666666666666)"
11-01-2023 11:10:56.660931,"(4.8, 8.0, 7.2)","(2.9, 4.3, 3.838461538461538)","(6.5, 13.5, 12.055555555555555)","(71.0, 420.0, 247.5)","(7.0, 12.5, 9.986666666666666)","(8.0, 12.5, 10.276666666666667)","(3.2, 3.5, 3.2666666666666666)"
11-01-2023 11:10:57.685474,"(4.8, 8.0, 7.2)","(2.9, 4.3, 3.838461538461538)","(6.5, 13.5, 12.055555555555555)","(71.0, 420.0, 247.5)","(7.0, 12.5, 9.986666666666666)","(8.0, 12.5, 10.276666666666667)","(3.2, 3.5, 3.2666666666666666)"
11-01-2023 11:10:58.752863,"(4.8, 8.0, 7.2)","(2.9, 4.3, 3.838461538461538)","(6.5, 13.5, 12.055555555555555)","(71.0, 420.0, 114.44444444444444)","(7.0, 12.5, 9.986666666666666)","(8.0, 12.5, 10.276666666666667)","(3.2, 3.5, 3.2666666666666666)"
11-01-2023 11:10:59.863220,"(4.8, 8.0, 7.2)","(2.9, 4.3, 3.838461538461538)","(6.5, 13.5, 12.055555555555555)","(71.0, 430.0, 247.5)","(7.0, 12.5, 9.986666666666666)","(8.0, 12.5, 10.276666666666667)","(3.2, 3.5, 3.2666666666666666)"
11-01-2023 11:11:00.912030,"(4.8, 8.0, 7.2)","(2.9, 4.3, 3.838461538461538)","(6.5, 13.5, 12.055555555555555)","(71.0, 420.0, 247.5)","(7.0, 12.5, 9.986666666666666)","(8.0, 12.5, 10.276666666666667)","(3.2, 3.5, 3.2666666666666666)"
11-01-2023 11:11:01.942096,"(4.8, 8.0, 7.2)","(2.9, 4.3, 3.838461538461538)","(6.5, 13.5, 12.055555555555555)","(71.0, 420.0, 247.5)","(7.0, 12.5, 9.986666666666666)","(8.0, 12.5, 10.276666666666667)","(3.2, 3.5, 3.2666666666666666)"
11-01-2023 11:11:02.866725,"(4.8, 8.0, 6.461538461538462)","(2.9, 4.2, 3.8)","(6.5, 13.5, 10.293333333333335)","(71.0, 420.0, 247.5)","(7.0, 12.5, 9.986666666666666)","(8.0, 12.5, 10.276666666666667)","(3.2, 3.5, 3.2666666666666666)"
11-01-2023 11:11:03.874405,"(4.8, 7.8, 7.4399999999999995)","(2.9, 4.2, 3.8)","(6.5, 13.5, 11.694444444444445)","(71.0, 420.0, 247.5)","(7.0, 12.5, 9.986666666666666)","(8.0, 12.5, 10.276666666666667)","(3.2, 3.5, 3.4333333333333336)"
11-01-2023 11:11:04.927514,"(4.8, 7.8, 7.4399999999999995)","(2.9, 4.2, 3.8)","(6.5, 13.5, 11.694444444444445)","(71.0, 420.0, 247.5)","(7.0, 12.5, 9.986666666666666)","(8.0, 12.5, 10.276666666666667)","(3.2, 3.5, 3.4333333333333336)"
11-01-2023 11:11:05.929523,"(4.8, 8.0, 6.842105263157895)","(2.9, 4.2, 3.8)","(6.5, 13.5, 11.694444444444445)","(71.0, 420.0, 247.5)","(7.0, 12.5, 9.986666666666666)","(8.0, 12.5, 10.276666666666667)","(3.2, 3.5, 3.325)"
11-01-2023 11:11:07.032314,"(4.8, 8.0, 7.4)","(2.9, 4.2, 3.8)","(6.5, 13.5, 11.694444444444445)","(71.0, 420.0, 247.5)","(7.0, 12.5, 9.986666666666666)","(8.0, 12.5, 10.276666666666667)","(3.2, 3.5, 3.325)"
11-01-2023 11:11:08.163625,"(4.8, 8.0, 7.4)","(2.9, 4.2, 3.8)","(6.5, 13.5, 11.694444444444445)","(71.0, 420.0, 247.5)","(7.0, 12.5, 9.986666666666666)","(8.0, 12.5, 10.276666666666667)","(3.2, 3.5, 3.325)"
11-01-2023 11:11:09.267990,"(4.8, 8.0, 7.4)","(2.9, 4.2, 3.8)","(6.5, 13.5, 11.694444444444445)","(71.0, 420.0, 242.5)","(7.0, 12.5, 9.9625)","(8.0, 12.5, 10.276666666666667)","(3.2, 3.5, 3.325)"
11-01-2023 11:11:10.271644,"(4.8, 8.0, 7.4)","(2.9, 4.2, 3.8)","(6.5, 13.5, 12.055555555555555)","(71.0, 410.0, 114.44444444444444)","(7.0, 12.5, 9.9625)","(8.0, 12.5, 10.348387096774193)","(3.2, 3.5, 3.325)"
11-01-2023 11:11:11.351140,"(5.0, 8.0, 7.294117647058823)","(2.9, 4.2, 3.8)","(7.0, 13.5, 12.055555555555555)","(71.0, 430.0, 237.5)","(7.5, 12.5, 9.9625)","(8.0, 12.5, 11.076923076923077)","(3.1, 3.5, 3.325)"
11-01-2023 11:11:12.436776,"(5.0, 8.0, 7.294117647058823)","(2.9, 4.2, 3.8)","(7.0, 13.5, 10.7875)","(71.0, 400.0, 237.5)","(7.5, 12.5, 9.9625)","(8.0, 12.0, 10.971428571428572)","(3.1, 3.5, 3.325)"
11-01-2023 11:11:13.398546,"(5.0, 8.0, 7.294117647058823)","(2.9, 4.2, 3.8)","(7.0, 11.5, 10.7875)","(71.0, 400.0, 237.5)","(7.5, 12.5, 9.9625)","(8.0, 12.0, 10.24)","(3.1, 3.5, 3.325)"
11-01-2023 11:11:14.395292,"(5.0, 8.0, 7.294117647058823)","(2.9, 4.2, 3.8)","(7.0, 11.5, 11.092857142857143)","(71.0, 400.0, 237.5)","(7.5, 12.5, 9.9625)","(8.0, 12.0, 10.24)","(3.1, 3.5, 3.325)"
11-01-2023 11:11:15.356462,"(5.0, 8.0, 7.294117647058823)","(2.9, 4.2, 3.8)","(7.0, 15.5, 15.008333333333333)","(71.0, 400.0, 237.5)","(7.5, 12.5, 9.9625)","(8.0, 12.0, 10.338461538461539)","(3.1, 3.5, 3.325)"
11-01-2023 11:11:16.304950,"(5.0, 8.0, 7.0)","(2.9, 4.2, 3.8)","(7.0, 15.0, 11.88)","(71.0, 400.0, 237.5)","(7.5, 12.5, 9.9625)","(8.0, 12.0, 10.338461538461539)","(3.1, 3.5, 3.325)"
11-01-2023 11:11:17.271998,"(5.0, 8.0, 7.2615384615384615)","(2.9, 4.2, 3.8)","(7.0, 15.0, 10.252173913043478)","(71.0, 400.0, 237.5)","(7.5, 12.5, 9.9625)","(8.0, 12.0, 10.338461538461539)","(3.1, 3.5, 3.325)"
11-01-2023 11:11:18.195140,"(5.0, 8.0, 6.949999999999999)","(2.9, 4.2, 3.8)","(7.0, 14.5, 11.68)","(71.0, 400.0, 237.5)","(7.5, 12.5, 9.9625)","(8.0, 12.0, 10.338461538461539)","(3.1, 3.5, 3.325)"
11-01-2023 11:11:19.160627,"(5.0, 8.0, 7.3538461538461535)","(2.9, 4.2, 3.8)","(7.0, 14.5, 11.68)","(71.0, 400.0, 237.5)","(7.5, 12.5, 9.9625)","(8.0, 12.0, 10.3)","(3.1, 3.5, 3.325)"
11-01-2023 11:11:20.134642,"(5.0, 8.0, 7.3538461538461535)","(2.9, 4.2, 3.8)","(7.0, 13.5, 11.65)","(71.0, 400.0, 237.5)","(7.5, 12.5, 9.9625)","(8.0, 12.0, 10.368)","(3.1, 3.5, 3.325)"
11-01-2023 11:11:21.097114,"(5.0, 8.0, 7.3538461538461535)","(2.9, 4.2, 3.8)","(7.0, 13.5, 11.65)","(71.0, 400.0, 237.5)","(7.5, 12.5, 9.9625)","(8.0, 12.0, 10.368)","(3.1, 3.5, 3.325)"
11-01-2023 11:11:22.104686,"(5.0, 8.0, 7.3538461538461535)","(2.9, 4.2, 3.8)","(7.0, 13.5, 10.714285714285715)","(71.0, 400.0, 237.5)","(7.5, 12.5, 9.9625)","(8.0, 12.0, 10.368)","(3.1, 3.5, 3.325)"
11-01-2023 11:11:23.063225,"(5.0, 8.0, 7.3538461538461535)","(2.9, 4.3, 4.085714285714285)","(7.0, 13.0, 10.714285714285715)","(71.0, 400.0, 237.5)","(7.5, 12.5, 9.9625)","(8.0, 12.0, 10.3)","(3.1, 3.5, 3.325)"
11-01-2023 11:11:24.038075,"(5.0, 8.0, 7.5636363636363635)","(2.9, 4.3, 4.133333333333333)","(7.0, 13.0, 10.714285714285715)","(71.0, 400.0, 247.5)","(7.5, 12.5, 9.9625)","(8.0, 12.0, 10.3)","(3.1, 3.5, 3.325)"
11-01-2023 11:11:24.980200,"(5.0, 8.0, 7.5636363636363635)","(2.9, 4.2, 3.8)","(7.0, 13.0, 10.714285714285715)","(71.0, 420.0, 247.5)","(7.5, 12.5, 9.9625)","(8.0, 12.0, 10.3)","(3.1, 3.5, 3.45625)"
11-01-2023 11:11:26.081226,"(5.0, 8.0, 7.5636363636363635)","(2.9, 4.2, 3.8)","(7.0, 13.0, 10.155555555555557)","(71.0, 390.0, 232.5)","(7.5, 12.5, 9.9625)","(8.0, 12.0, 10.3)","(3.1, 3.5, 3.3833333333333333)"
11-01-2023 11:11:27.081943,"(5.0, 8.0, 7.5636363636363635)","(2.9, 4.2, 3.8)","(7.0, 13.0, 10.155555555555557)","(71.0, 390.0, 127.5)","(7.5, 12.5, 9.9625)","(8.0, 12.0, 10.3)","(3.1, 3.5, 3.4125)"
11-01-2023 11:11:28.055711,"(5.0, 8.0, 7.5636363636363635)","(2.9, 4.2, 3.8)","(7.0, 13.0, 10.155555555555557)","(71.0, 390.0, 151.25)","(7.5, 12.5, 9.9625)","(8.0, 12.0, 10.3)","(3.1, 3.5, 3.4125)"
11-01-2023 11:11:29.202977,"(5.0, 8.0, 7.5636363636363635)","(2.9, 4.2, 3.8)","(7.0, 12.5, 10.475000000000001)","(71.0, 380.0, 151.25)","(7.5, 12.5, 9.9625)","(8.0, 12.0, 10.3)","(3.1, 3.5, 3.4125)"
11-01-2023 11:11:30.327659,"(5.0, 8.0, 7.5636363636363635)","(2.9, 4.2, 3.8)","(7.0, 12.5, 10.11764705882353)","(71.0, 380.0, 222.5)","(7.5, 12.5, 9.9625)","(8.0, 12.0, 10.3)","(3.1, 3.5, 3.4125)"
11-01-2023 11:11:31.412652,"(5.0, 8.0, 7.5636363636363635)","(2.9, 4.2, 3.8)","(7.0, 12.5, 10.11764705882353)","(71.0, 370.0, 173.33333333333331)","(7.5, 12.5, 9.9625)","(8.0, 12.0, 10.3)","(3.1, 3.5, 3.4125)"
11-01-2023 11:11:32.489591,"(5.0, 8.0, 7.5636363636363635)","(2.9, 4.2, 3.8)","(7.0, 12.5, 10.11764705882353)","(71.0, 370.0, 173.33333333333331)","(7.5, 12.5, 9.9625)","(8.0, 12.0, 10.141935483870968)","(3.1, 3.5, 3.4125)"
11-01-2023 11:11:33.507901,"(5.0, 8.0, 7.5636363636363635)","(2.9, 4.2, 3.8)","(7.0, 12.5, 10.11764705882353)","(71.0, 370.0, 217.5)","(7.5, 12.5, 9.9625)","(8.0, 12.0, 11.2625)","(3.1, 3.5, 3.4125)"
11-01-2023 11:11:34.519649,"(5.0, 8.0, 7.5636363636363635)","(2.9, 4.2, 3.8)","(7.0, 12.5, 10.11764705882353)","(71.0, 360.0, 217.5)","(7.5, 12.5, 9.9625)","(8.0, 11.5, 11.2625)","(3.1, 3.5, 3.4125)"
11-01-2023 11:11:35.481971,"(5.0, 8.0, 7.5636363636363635)","(2.9, 4.2, 3.8)","(7.0, 12.5, 10.11764705882353)","(71.0, 360.0, 217.5)","(7.5, 12.5, 9.9625)","(8.0, 11.5, 11.2625)","(3.1, 3.5, 3.4125)"
11-01-2023 11:11:36.458265,"(5.0, 8.0, 7.5636363636363635)","(2.9, 4.2, 3.8)","(7.0, 12.5, 10.11764705882353)","(71.0, 360.0, 100.9090909090909)","(7.5, 12.5, 9.9625)","(8.0, 11.5, 10.36)","(3.1, 3.5, 3.4125)"
11-01-2023 11:11:37.472346,"(5.0, 8.0, 6.628571428571429)","(2.9, 4.2, 3.8)","(7.0, 12.5, 10.11764705882353)","(71.0, 350.0, 212.5)","(7.5, 12.5, 9.9625)","(8.0, 11.5, 10.36)","(3.1, 3.5, 3.4125)"
11-01-2023 11:11:38.440533,"(5.0, 8.0, 7.5636363636363635)","(2.9, 4.2, 3.8)","(7.0, 12.5, 10.11764705882353)","(71.0, 350.0, 212.5)","(7.5, 12.5, 9.9625)","(8.0, 11.5, 9.799999999999999)","(3.1, 3.5, 3.4125)"
