,Blue Scotch Boy,Juke Box Blues,Graceland Boy,Sore Loser,Lachlans Miss,Mepunga Roz,Brutal Power
11-01-2023 11:07:34.281217,"(4.6, 8.4, 6.24)","(2.8, 4.7, 3.0058823529411764)","(6.5, 19.5, 10.75)","(71.0, 560.0, 312.5)","(7.0, 12.5, 11.675)","(8.0, 17.5, 14.933333333333334)","(3.1, 5.2, 3.644444444444445)"
11-01-2023 11:07:35.359336,"(4.6, 8.4, 6.24)","(2.8, 4.7, 3.0058823529411764)","(6.5, 19.5, 14.636363636363637)","(71.0, 560.0, 312.5)","(7.0, 13.0, 11.733333333333333)","(8.0, 17.5, 12.5)","(3.1, 5.2, 3.644444444444445)"
11-01-2023 11:07:36.386626,"(4.6, 8.4, 6.24)","(2.8, 4.6, 3.183333333333333)","(6.5, 19.5, 14.636363636363637)","(71.0, 560.0, 312.5)","(7.0, 13.0, 11.733333333333333)","(8.0, 17.5, 12.5)","(3.1, 5.2, 3.644444444444445)"
11-01-2023 11:07:37.424624,"(4.6, 8.4, 6.24)","(2.8, 4.6, 3.142857142857143)","(6.5, 19.5, 10.916666666666666)","(71.0, 560.0, 312.5)","(7.0, 13.0, 10.6)","(8.0, 17.5, 12.5)","(3.1, 5.2, 3.644444444444445)"
11-01-2023 11:07:38.440957,"(4.6, 8.4, 6.24)","(2.8, 4.6, 3.142857142857143)","(6.5, 19.5, 10.916666666666666)","(71.0, 560.0, 312.5)","(7.0, 13.0, 10.6)","(8.0, 17.5, 12.5)","(3.1, 5.2, 3.644444444444445)"
11-01-2023 11:07:39.459976,"(4.6, 8.4, 6.24)","(2.8, 4.6, 3.142857142857143)","(6.5, 19.5, 10.916666666666666)","(71.0, 570.0, 149.16666666666669)","(7.0, 13.0, 10.6)","(8.0, 17.5, 12.5)","(3.1, 5.2, 3.644444444444445)"
11-01-2023 11:07:40.490195,"(4.6, 8.4, 6.24)","(2.8, 4.6, 3.142857142857143)","(6.5, 19.5, 10.229999999999999)","(71.0, 560.0, 477.5)","(7.0, 13.0, 10.6)","(8.0, 17.5, 12.5)","(3.1, 5.2, 3.96)"
11-01-2023 11:07:41.559804,"(4.6, 8.4, 6.24)","(2.8, 4.6, 3.142857142857143)","(6.5, 18.0, 12.133333333333333)","(71.0, 560.0, 477.5)","(7.0, 13.5, 10.766666666666667)","(8.0, 17.5, 12.5)","(3.1, 5.1, 3.5090909090909093)"
11-01-2023 11:07:42.521727,"(4.6, 8.4, 6.24)","(2.8, 4.6, 3.142857142857143)","(6.5, 18.0, 12.133333333333333)","(71.0, 560.0, 477.5)","(7.0, 13.0, 10.6)","(8.0, 17.5, 12.5)","(3.1, 4.9, 3.5090909090909093)"
11-01-2023 11:07:43.648650,"(4.6, 7.6, 6.016666666666667)","(2.8, 4.6, 3.142857142857143)","(6.5, 18.0, 12.133333333333333)","(71.0, 560.0, 477.5)","(7.0, 13.0, 10.6)","(8.0, 15.0, 11.666666666666666)","(3.1, 4.8, 3.7333333333333334)"
11-01-2023 11:07:44.695241,"(4.6, 7.6, 6.016666666666667)","(2.8, 4.6, 3.142857142857143)","(6.5, 18.0, 12.133333333333333)","(71.0, 560.0, 477.5)","(7.0, 13.0, 10.6)","(8.0, 15.0, 11.666666666666666)","(3.1, 4.8, 3.7333333333333334)"
11-01-2023 11:07:45.798090,"(4.6, 7.6, 6.016666666666667)","(2.8, 4.6, 3.142857142857143)","(6.5, 18.0, 12.133333333333333)","(71.0, 560.0, 477.5)","(7.0, 13.0, 10.6)","(8.0, 15.0, 11.666666666666666)","(3.1, 4.8, 3.7333333333333334)"
11-01-2023 11:07:46.839924,"(4.6, 7.6, 6.016666666666667)","(2.8, 4.6, 3.142857142857143)","(6.5, 18.0, 12.133333333333333)","(71.0, 560.0, 477.5)","(7.0, 13.0, 10.6)","(8.0, 15.0, 11.666666666666666)","(3.1, 4.8, 3.7333333333333334)"
11-01-2023 11:07:47.915246,"(4.6, 7.6, 6.016666666666667)","(2.8, 4.6, 3.142857142857143)","(6.5, 18.0, 12.133333333333333)","(71.0, 570.0, 259.2307692307692)","(7.0, 13.0, 10.6)","(8.0, 15.0, 11.666666666666666)","(3.1, 4.8, 3.7333333333333334)"
11-01-2023 11:07:49.069080,"(4.6, 7.6, 6.016666666666667)","(2.8, 4.6, 3.142857142857143)","(6.5, 18.0, 12.133333333333333)","(71.0, 560.0, 477.5)","(7.0, 13.0, 10.6)","(8.0, 15.0, 11.666666666666666)","(3.1, 4.8, 3.7333333333333334)"
11-01-2023 11:07:50.182051,"(4.6, 7.6, 6.016666666666667)","(2.8, 4.6, 3.142857142857143)","(6.5, 18.0, 12.133333333333333)","(71.0, 560.0, 395.0)","(7.0, 13.0, 10.6)","(8.0, 15.0, 11.666666666666666)","(3.1, 4.8, 3.8857142857142857)"
11-01-2023 11:07:51.307276,"(4.6, 7.4, 5.983333333333333)","(2.8, 4.6, 3.142857142857143)","(6.5, 18.0, 12.133333333333333)","(71.0, 560.0, 395.0)","(7.0, 13.0, 10.6)","(8.0, 15.0, 11.666666666666666)","(3.1, 4.8, 3.8857142857142857)"
11-01-2023 11:07:52.450276,"(4.6, 7.4, 5.983333333333333)","(2.8, 4.6, 3.142857142857143)","(6.5, 18.0, 12.133333333333333)","(71.0, 560.0, 395.0)","(7.0, 13.0, 10.6)","(8.0, 15.0, 11.666666666666666)","(3.1, 4.8, 3.8857142857142857)"
11-01-2023 11:07:53.610927,"(4.6, 7.4, 5.983333333333333)","(2.8, 4.6, 3.142857142857143)","(6.5, 18.0, 12.133333333333333)","(71.0, 560.0, 395.0)","(7.0, 13.0, 10.6)","(8.0, 15.0, 11.666666666666666)","(3.1, 4.8, 3.8857142857142857)"
11-01-2023 11:07:54.737643,"(4.6, 7.4, 5.983333333333333)","(2.8, 4.6, 3.142857142857143)","(6.5, 18.0, 12.133333333333333)","(71.0, 560.0, 395.0)","(7.0, 13.0, 10.6)","(8.0, 15.0, 11.666666666666666)","(3.1, 4.8, 3.8857142857142857)"
11-01-2023 11:07:56.243834,"(4.6, 7.4, 5.983333333333333)","(2.8, 4.6, 3.142857142857143)","(6.5, 18.0, 12.133333333333333)","(71.0, 560.0, 395.0)","(7.0, 13.0, 10.6)","(8.0, 15.0, 11.666666666666666)","(3.1, 4.8, 3.8857142857142857)"
11-01-2023 11:07:57.425080,"(4.6, 7.4, 5.983333333333333)","(2.8, 4.6, 3.142857142857143)","(6.5, 18.0, 12.133333333333333)","(71.0, 560.0, 395.0)","(7.0, 13.0, 10.6)","(8.0, 15.0, 11.666666666666666)","(3.1, 4.8, 3.8857142857142857)"
11-01-2023 11:07:58.535209,"(4.6, 7.4, 5.983333333333333)","(2.8, 4.6, 3.142857142857143)","(6.5, 18.0, 12.133333333333333)","(71.0, 560.0, 395.0)","(7.0, 13.0, 10.6)","(8.0, 15.0, 11.666666666666666)","(3.1, 4.8, 3.8)"
11-01-2023 11:07:59.771933,"(4.6, 7.4, 5.983333333333333)","(2.8, 4.6, 3.142857142857143)","(6.5, 18.0, 12.133333333333333)","(71.0, 560.0, 395.0)","(7.0, 13.0, 10.6)","(8.0, 15.0, 11.666666666666666)","(3.1, 4.8, 3.8)"
11-01-2023 11:08:00.762177,"(4.6, 7.4, 5.983333333333333)","(2.8, 4.6, 3.142857142857143)","(6.5, 18.0, 12.133333333333333)","(71.0, 560.0, 395.0)","(7.0, 13.0, 10.6)","(8.0, 15.0, 11.666666666666666)","(3.1, 4.8, 3.8)"
11-01-2023 11:08:01.668573,"(4.6, 7.4, 5.983333333333333)","(2.8, 4.6, 3.142857142857143)","(6.5, 18.0, 12.133333333333333)","(71.0, 560.0, 395.0)","(7.0, 13.0, 10.6)","(8.0, 15.0, 11.666666666666666)","(3.1, 4.8, 3.8)"
11-01-2023 11:08:02.688625,"(4.6, 7.4, 5.983333333333333)","(2.8, 4.6, 3.142857142857143)","(6.5, 18.0, 12.133333333333333)","(71.0, 560.0, 395.0)","(7.0, 13.0, 9.657142857142858)","(8.0, 15.0, 10.208333333333334)","(3.1, 4.8, 3.575)"
11-01-2023 11:08:03.747186,"(4.6, 7.4, 5.8)","(2.8, 4.6, 3.142857142857143)","(6.5, 17.5, 11.274999999999999)","(71.0, 470.0, 335.0)","(7.0, 13.0, 9.657142857142858)","(8.0, 15.0, 10.208333333333334)","(3.1, 4.7, 3.575)"
11-01-2023 11:08:04.884029,"(4.6, 7.4, 5.8)","(2.8, 4.6, 3.142857142857143)","(6.5, 17.5, 11.274999999999999)","(71.0, 470.0, 335.0)","(7.0, 13.0, 9.657142857142858)","(8.0, 15.0, 10.208333333333334)","(3.1, 4.7, 3.575)"
11-01-2023 11:08:05.963828,"(4.6, 7.4, 5.8)","(2.8, 4.6, 3.142857142857143)","(6.5, 17.5, 11.274999999999999)","(71.0, 470.0, 335.0)","(7.0, 13.0, 9.657142857142858)","(8.0, 15.0, 10.208333333333334)","(3.1, 4.7, 3.8)"
11-01-2023 11:08:07.103865,"(4.6, 7.4, 5.8)","(2.8, 4.6, 3.142857142857143)","(6.5, 17.5, 9.636842105263158)","(71.0, 470.0, 272.5)","(7.0, 13.0, 9.657142857142858)","(8.0, 15.0, 10.208333333333334)","(3.1, 4.6, 3.8)"
11-01-2023 11:08:08.181157,"(4.6, 7.4, 5.8)","(2.8, 4.6, 3.142857142857143)","(6.5, 17.5, 15.666666666666666)","(71.0, 470.0, 272.5)","(7.0, 13.0, 9.657142857142858)","(8.0, 15.0, 10.208333333333334)","(3.1, 4.6, 3.4625)"
11-01-2023 11:08:09.500842,"(4.6, 7.4, 5.8)","(2.8, 4.6, 3.142857142857143)","(6.5, 17.0, 13.2)","(71.0, 470.0, 272.5)","(7.0, 13.0, 9.657142857142858)","(8.0, 15.0, 10.208333333333334)","(3.1, 4.6, 3.2750000000000004)"
11-01-2023 11:08:10.662977,"(4.6, 7.4, 5.8)","(2.8, 4.6, 4.141818181818182)","(6.5, 17.0, 13.2)","(71.0, 470.0, 272.5)","(7.0, 13.0, 9.657142857142858)","(8.0, 15.0, 10.208333333333334)","(3.1, 4.6, 3.2750000000000004)"
11-01-2023 11:08:11.722877,"(4.6, 7.4, 5.8)","(2.8, 4.6, 4.141818181818182)","(6.5, 17.0, 13.2)","(71.0, 470.0, 272.5)","(7.0, 13.0, 9.657142857142858)","(8.0, 15.0, 10.208333333333334)","(3.1, 4.6, 3.2750000000000004)"
11-01-2023 11:08:12.830851,"(4.6, 7.4, 5.8)","(2.8, 4.6, 4.141818181818182)","(6.5, 17.0, 13.2)","(71.0, 470.0, 272.5)","(7.0, 13.0, 9.657142857142858)","(8.0, 15.0, 10.208333333333334)","(3.1, 4.6, 3.250909090909091)"
11-01-2023 11:08:13.848819,"(4.6, 7.4, 5.8)","(2.8, 4.6, 4.423157894736842)","(6.5, 17.0, 13.2)","(71.0, 470.0, 272.5)","(7.0, 13.0, 9.657142857142858)","(8.0, 15.0, 10.208333333333334)","(3.1, 4.6, 3.250909090909091)"
11-01-2023 11:08:14.767461,"(4.6, 7.4, 5.8)","(2.8, 4.6, 4.423157894736842)","(6.5, 17.0, 13.2)","(71.0, 470.0, 272.5)","(7.0, 13.0, 9.657142857142858)","(8.0, 15.0, 10.208333333333334)","(3.1, 4.6, 3.250909090909091)"
11-01-2023 11:08:15.711484,"(4.6, 7.4, 5.8)","(2.8, 4.6, 4.423157894736842)","(6.5, 17.0, 13.2)","(71.0, 470.0, 272.5)","(7.0, 13.0, 9.657142857142858)","(8.0, 15.0, 10.208333333333334)","(3.1, 4.6, 3.250909090909091)"
11-01-2023 11:08:16.682943,"(4.6, 7.4, 5.8)","(2.8, 4.6, 4.425263157894737)","(6.5, 17.0, 13.2)","(71.0, 470.0, 272.5)","(7.0, 13.0, 9.657142857142858)","(8.0, 15.0, 10.208333333333334)","(3.1, 4.6, 3.250909090909091)"
11-01-2023 11:08:17.716386,"(4.6, 7.4, 5.8)","(2.8, 4.6, 4.131428571428572)","(6.5, 17.0, 13.2)","(71.0, 470.0, 272.5)","(7.0, 13.0, 9.657142857142858)","(8.0, 15.0, 10.208333333333334)","(3.1, 4.6, 3.250909090909091)"
11-01-2023 11:08:18.773183,"(4.6, 7.4, 5.8)","(2.8, 4.6, 4.421090909090909)","(6.5, 17.0, 13.2)","(71.0, 470.0, 272.5)","(7.0, 13.0, 9.657142857142858)","(8.0, 15.0, 10.208333333333334)","(3.1, 4.6, 3.250909090909091)"
11-01-2023 11:08:19.852221,"(4.6, 7.4, 5.8)","(2.8, 4.6, 3.852307692307692)","(6.5, 17.0, 13.2)","(71.0, 470.0, 272.5)","(7.0, 13.0, 9.657142857142858)","(8.0, 15.0, 10.208333333333334)","(3.1, 4.6, 3.250909090909091)"
11-01-2023 11:08:20.903535,"(4.6, 7.4, 5.8)","(2.8, 4.6, 4.142857142857142)","(6.5, 17.0, 13.2)","(71.0, 470.0, 272.5)","(7.0, 13.0, 9.657142857142858)","(8.0, 15.0, 10.208333333333334)","(3.1, 4.6, 3.250909090909091)"
11-01-2023 11:08:22.004724,"(4.6, 7.4, 5.794444444444444)","(2.8, 4.6, 4.163636363636363)","(6.5, 17.0, 13.2)","(71.0, 470.0, 272.5)","(7.0, 13.0, 9.657142857142858)","(8.0, 15.0, 10.208333333333334)","(3.1, 4.6, 3.250909090909091)"
11-01-2023 11:08:23.065556,"(4.6, 7.4, 5.794444444444444)","(2.8, 4.6, 4.163636363636363)","(6.5, 16.5, 11.175)","(71.0, 470.0, 272.5)","(7.0, 13.0, 9.657142857142858)","(8.0, 15.0, 10.208333333333334)","(3.1, 4.6, 3.5043478260869567)"
11-01-2023 11:08:24.197651,"(4.6, 7.4, 5.794444444444444)","(2.8, 4.6, 4.4222222222222225)","(6.5, 16.5, 9.755)","(71.0, 470.0, 272.5)","(7.0, 13.0, 9.657142857142858)","(8.0, 15.0, 10.208333333333334)","(3.1, 4.6, 3.5043478260869567)"
11-01-2023 11:08:25.346461,"(4.6, 7.4, 5.794444444444444)","(2.8, 4.6, 4.4222222222222225)","(6.5, 16.5, 9.755)","(71.0, 470.0, 272.5)","(7.0, 13.0, 9.657142857142858)","(8.0, 15.0, 10.208333333333334)","(3.1, 4.6, 4.41875)"
11-01-2023 11:08:26.381094,"(4.6, 7.4, 5.794444444444444)","(2.8, 4.6, 3.884615384615384)","(6.5, 16.5, 9.755)","(71.0, 470.0, 272.5)","(7.0, 13.0, 9.657142857142858)","(8.0, 15.0, 10.208333333333334)","(3.1, 4.5, 4.41875)"
11-01-2023 11:08:27.448715,"(4.6, 7.4, 5.794444444444444)","(2.8, 4.6, 3.884615384615384)","(6.5, 16.5, 9.755)","(71.0, 470.0, 272.5)","(7.0, 13.0, 9.657142857142858)","(8.0, 15.0, 10.208333333333334)","(3.1, 4.5, 4.41875)"
11-01-2023 11:08:28.487735,"(4.6, 7.4, 5.794444444444444)","(2.8, 4.6, 3.884615384615384)","(6.5, 16.5, 9.755)","(71.0, 470.0, 272.5)","(7.0, 13.0, 9.657142857142858)","(8.0, 15.0, 10.208333333333334)","(3.1, 4.5, 4.41875)"
