,Le Heros,Hail To The Chief,Du Maurier,Valley Of Dreams,Torbreck
07-12-2022 14:01:48.256045,"(3.2, 3.75, 3.6923076923076925)","(6.0, 10.0, 9.222222222222221)","(7.0, 9.2, 8.433333333333332)","(2.5, 2.96, 2.9476543209876542)","(5.0, 6.0, 5.637735849056604)"
07-12-2022 14:01:49.219850,"(3.2, 3.75, 3.6923076923076925)","(6.0, 10.0, 9.222222222222221)","(7.0, 9.2, 8.433333333333332)","(2.5, 2.96, 2.9476543209876542)","(5.0, 6.0, 5.637735849056604)"
07-12-2022 14:01:50.181531,"(3.2, 3.75, 3.6923076923076925)","(6.0, 10.0, 9.222222222222221)","(7.0, 9.2, 8.433333333333332)","(2.5, 2.96, 2.9476543209876542)","(5.0, 6.0, 5.637735849056604)"
07-12-2022 14:01:51.137239,"(3.2, 3.75, 3.6923076923076925)","(6.0, 10.0, 9.222222222222221)","(7.0, 9.2, 8.433333333333332)","(2.5, 2.96, 2.8452631578947365)","(5.0, 6.0, 5.738181818181818)"
07-12-2022 14:01:52.029010,"(3.2, 3.75, 3.71875)","(6.0, 10.0, 9.49090909090909)","(7.0, 9.2, 8.518518518518519)","(2.5, 2.86, 2.8452631578947365)","(5.0, 6.0, 5.738181818181818)"
07-12-2022 14:01:52.924673,"(3.2, 3.75, 3.7023809523809526)","(6.0, 10.0, 9.222222222222221)","(7.0, 9.2, 8.433333333333332)","(2.5, 2.96, 2.9052631578947365)","(5.0, 6.0, 5.637735849056604)"
07-12-2022 14:01:53.939257,"(3.2, 3.75, 3.7023809523809526)","(6.0, 10.0, 9.222222222222221)","(7.0, 9.2, 8.433333333333332)","(2.5, 2.96, 2.9052631578947365)","(5.0, 6.0, 5.637735849056604)"
07-12-2022 14:01:54.847233,"(3.2, 3.75, 3.7023809523809526)","(6.0, 10.0, 9.222222222222221)","(7.0, 9.2, 8.433333333333332)","(2.5, 2.96, 2.9052631578947365)","(5.0, 6.0, 5.637735849056604)"
07-12-2022 14:01:55.831766,"(3.2, 3.75, 3.7023809523809526)","(6.0, 10.0, 9.222222222222221)","(7.0, 9.2, 8.433333333333332)","(2.5, 2.96, 2.9052631578947365)","(5.0, 6.0, 5.637735849056604)"
07-12-2022 14:01:56.756019,"(3.2, 3.75, 3.7023809523809526)","(6.0, 10.0, 9.222222222222221)","(7.0, 9.2, 8.433333333333332)","(2.5, 2.96, 2.9052631578947365)","(5.0, 6.0, 5.637735849056604)"
07-12-2022 14:01:57.919434,"(3.2, 3.75, 3.7023809523809526)","(6.0, 10.0, 9.222222222222221)","(7.0, 9.2, 8.433333333333332)","(2.5, 2.96, 2.9052631578947365)","(5.0, 6.0, 5.637735849056604)"
07-12-2022 14:01:58.916423,"(3.2, 3.75, 3.7023809523809526)","(6.0, 10.0, 9.222222222222221)","(7.0, 9.2, 8.433333333333332)","(2.5, 2.96, 2.9052631578947365)","(5.0, 6.0, 5.637735849056604)"
07-12-2022 14:02:00.035173,"(3.2, 3.75, 3.7023809523809526)","(6.0, 10.0, 9.222222222222221)","(7.0, 9.2, 8.05)","(2.5, 2.96, 2.9052631578947365)","(5.0, 6.0, 5.637735849056604)"
07-12-2022 14:02:01.089061,"(3.2, 3.75, 3.7023809523809526)","(6.0, 9.8, 9.4)","(7.0, 9.2, 8.177777777777777)","(2.5, 2.96, 2.9052631578947365)","(5.0, 6.0, 5.64)"
07-12-2022 14:02:02.052730,"(3.2, 3.75, 3.7023809523809526)","(6.0, 9.8, 9.4)","(7.0, 9.2, 8.177777777777777)","(2.5, 2.96, 2.9052631578947365)","(5.0, 6.0, 5.64)"
07-12-2022 14:02:02.973827,"(3.2, 3.75, 3.7023809523809526)","(6.0, 9.8, 9.4)","(7.0, 9.2, 8.177777777777777)","(2.5, 2.96, 2.9052631578947365)","(5.0, 6.0, 5.64)"
07-12-2022 14:02:03.896399,"(3.2, 3.75, 3.7023809523809526)","(6.0, 9.8, 9.4)","(7.0, 9.0, 8.038461538461538)","(2.5, 2.96, 2.946315789473684)","(5.0, 6.0, 5.637735849056604)"
07-12-2022 14:02:04.882323,"(3.2, 3.75, 3.7023809523809526)","(6.0, 10.0, 9.6)","(7.0, 9.0, 8.036036036036036)","(2.5, 2.96, 2.946315789473684)","(5.0, 6.0, 5.637735849056604)"
07-12-2022 14:02:05.847650,"(3.2, 3.75, 3.7023809523809526)","(6.0, 10.0, 9.8)","(7.0, 9.0, 8.036036036036036)","(2.5, 2.96, 2.946315789473684)","(5.0, 6.0, 5.637735849056604)"
07-12-2022 14:02:06.755700,"(3.2, 3.75, 3.7023809523809526)","(6.0, 10.0, 9.8)","(7.0, 9.0, 8.036036036036036)","(2.5, 2.96, 2.946315789473684)","(5.0, 6.0, 5.637735849056604)"
07-12-2022 14:02:07.590660,"(3.2, 3.75, 3.7023809523809526)","(6.0, 10.0, 9.8)","(7.0, 9.0, 8.036036036036036)","(2.5, 2.96, 2.946315789473684)","(5.0, 6.0, 5.637735849056604)"
07-12-2022 14:02:08.542700,"(3.2, 3.75, 3.7023809523809526)","(6.0, 10.0, 9.8)","(7.0, 9.0, 8.036036036036036)","(2.5, 3.0, 2.9425210084033613)","(5.0, 6.0, 5.637735849056604)"
07-12-2022 14:02:09.510154,"(3.2, 3.75, 3.7023809523809526)","(6.0, 10.0, 9.8)","(7.0, 9.0, 8.036036036036036)","(2.5, 3.0, 2.9428571428571426)","(5.0, 6.0, 5.637735849056604)"
07-12-2022 14:02:10.408486,"(3.2, 3.75, 3.7023809523809526)","(6.0, 10.0, 9.8)","(7.0, 9.0, 8.036036036036036)","(2.5, 3.0, 2.9428571428571426)","(5.0, 6.0, 5.637735849056604)"
07-12-2022 14:02:11.292887,"(3.2, 3.75, 3.7023809523809526)","(6.0, 10.0, 9.8)","(7.0, 9.0, 8.036036036036036)","(2.5, 3.0, 2.94253164556962)","(5.0, 6.0, 5.637735849056604)"
07-12-2022 14:02:12.224557,"(3.2, 3.75, 3.7023809523809526)","(6.0, 10.0, 9.8)","(7.0, 9.0, 8.036036036036036)","(2.5, 3.0, 2.94253164556962)","(5.0, 6.0, 5.637735849056604)"
07-12-2022 14:02:13.139547,"(3.2, 3.75, 3.7023809523809526)","(6.0, 10.0, 9.8)","(7.0, 9.0, 8.036036036036036)","(2.5, 3.0, 2.94253164556962)","(5.0, 6.0, 5.637735849056604)"
07-12-2022 14:02:14.057229,"(3.2, 3.75, 3.7023809523809526)","(6.0, 10.0, 9.885714285714286)","(7.0, 9.0, 8.03448275862069)","(2.5, 3.0, 2.94253164556962)","(5.0, 6.0, 5.637735849056604)"
07-12-2022 14:02:15.009837,"(3.2, 3.75, 3.7023809523809526)","(6.0, 10.0, 9.885714285714286)","(7.0, 9.0, 8.03448275862069)","(2.5, 3.0, 2.94253164556962)","(5.0, 6.0, 5.637735849056604)"
07-12-2022 14:02:15.865318,"(3.2, 3.75, 3.7023809523809526)","(6.0, 10.0, 9.885714285714286)","(7.0, 9.0, 8.03448275862069)","(2.5, 3.0, 2.94253164556962)","(5.0, 6.0, 5.637735849056604)"
07-12-2022 14:02:16.774312,"(3.2, 3.75, 3.7023809523809526)","(6.0, 10.0, 9.885714285714286)","(7.0, 9.0, 8.03448275862069)","(2.5, 3.0, 2.94253164556962)","(5.0, 6.0, 5.637735849056604)"
07-12-2022 14:02:17.666156,"(3.2, 3.75, 3.7023809523809526)","(6.0, 10.0, 9.885714285714286)","(7.0, 9.0, 8.03448275862069)","(2.5, 3.0, 2.94253164556962)","(5.0, 6.0, 5.637735849056604)"
07-12-2022 14:02:18.588576,"(3.2, 3.75, 3.7023809523809526)","(6.0, 10.0, 9.885714285714286)","(7.0, 9.0, 8.03448275862069)","(2.5, 3.0, 2.927936507936508)","(5.0, 6.0, 5.637735849056604)"
07-12-2022 14:02:19.524523,"(3.2, 3.75, 3.7023809523809526)","(6.0, 10.5, 10.033333333333333)","(7.0, 9.0, 8.035398230088495)","(2.5, 3.0, 2.927936507936508)","(5.0, 6.0, 5.637735849056604)"
07-12-2022 14:02:20.364523,"(3.2, 3.75, 3.7023809523809526)","(6.0, 10.5, 10.142857142857142)","(7.0, 9.0, 8.03448275862069)","(2.5, 3.0, 2.927936507936508)","(5.0, 6.0, 5.637735849056604)"
07-12-2022 14:02:21.236638,"(3.2, 3.75, 3.7023809523809526)","(6.0, 10.5, 10.142857142857142)","(7.0, 9.0, 8.03448275862069)","(2.5, 3.0, 2.927936507936508)","(5.0, 6.0, 5.637735849056604)"
07-12-2022 14:02:22.129469,"(3.2, 3.75, 3.7023809523809526)","(6.0, 10.5, 10.0625)","(7.0, 8.8, 8.355555555555556)","(2.5, 3.0, 2.928888888888889)","(5.0, 6.0, 5.635087719298245)"
07-12-2022 14:02:23.026958,"(3.2, 3.75, 3.7023809523809526)","(6.0, 10.5, 10.0625)","(7.0, 8.8, 8.266666666666667)","(2.5, 3.0, 2.928888888888889)","(5.0, 6.0, 5.635087719298245)"
07-12-2022 14:02:23.921617,"(3.2, 3.75, 3.7023809523809526)","(6.0, 10.5, 10.0625)","(7.0, 8.8, 8.266666666666667)","(2.5, 3.0, 2.928888888888889)","(5.0, 6.0, 5.635087719298245)"
07-12-2022 14:02:24.796374,"(3.2, 3.75, 3.7023809523809526)","(6.0, 10.5, 10.0625)","(7.0, 8.8, 8.266666666666667)","(2.5, 3.0, 2.928888888888889)","(5.0, 6.0, 5.635087719298245)"
07-12-2022 14:02:25.656238,"(3.2, 3.75, 3.7023809523809526)","(6.0, 10.5, 10.0625)","(7.0, 8.8, 8.266666666666667)","(2.5, 3.0, 2.928888888888889)","(5.0, 6.0, 5.635087719298245)"
07-12-2022 14:02:26.552388,"(3.2, 3.75, 3.7023809523809526)","(6.0, 10.5, 10.0625)","(7.0, 8.8, 8.266666666666667)","(2.5, 3.0, 2.928888888888889)","(5.0, 6.0, 5.635087719298245)"
07-12-2022 14:02:27.467885,"(3.2, 3.75, 3.7023809523809526)","(6.0, 10.5, 10.0625)","(7.0, 8.8, 8.266666666666667)","(2.5, 3.0, 2.928888888888889)","(5.0, 6.0, 5.635087719298245)"
07-12-2022 14:02:28.380383,"(3.2, 3.75, 3.7023809523809526)","(6.0, 10.5, 10.0625)","(7.0, 8.8, 8.266666666666667)","(2.5, 3.0, 2.928888888888889)","(5.0, 6.0, 5.635087719298245)"
07-12-2022 14:02:29.225230,"(3.2, 3.75, 3.7023809523809526)","(6.0, 10.5, 10.0625)","(7.0, 8.8, 8.266666666666667)","(2.5, 2.98, 2.9699999999999998)","(5.0, 6.0, 5.635087719298245)"
07-12-2022 14:02:30.135001,"(3.2, 3.75, 3.7023809523809526)","(6.0, 10.5, 9.88888888888889)","(7.0, 8.8, 8.266666666666667)","(2.5, 2.98, 2.966875)","(5.0, 6.0, 5.635087719298245)"
07-12-2022 14:02:30.974007,"(3.2, 3.75, 3.7023809523809526)","(6.0, 10.5, 9.88888888888889)","(7.0, 8.8, 8.266666666666667)","(2.5, 2.98, 2.9717241379310346)","(5.0, 6.0, 5.635087719298245)"
07-12-2022 14:02:31.839005,"(3.2, 3.75, 3.7023809523809526)","(6.0, 10.5, 9.88888888888889)","(7.0, 8.8, 8.266666666666667)","(2.5, 2.98, 2.9717241379310346)","(5.0, 6.0, 5.635087719298245)"
07-12-2022 14:02:32.658906,"(3.2, 3.75, 3.7023809523809526)","(6.0, 10.5, 9.88888888888889)","(7.0, 8.8, 8.266666666666667)","(2.5, 2.98, 2.9717241379310346)","(5.0, 6.0, 5.635087719298245)"
07-12-2022 14:02:33.562436,"(3.2, 3.8, 3.660248447204969)","(6.0, 10.5, 9.88888888888889)","(7.0, 8.8, 8.266666666666667)","(2.5, 2.98, 2.9717241379310346)","(5.0, 6.0, 5.635087719298245)"
07-12-2022 14:02:34.437533,"(3.2, 3.75, 3.7285714285714286)","(6.0, 10.5, 9.88888888888889)","(7.0, 8.8, 8.266666666666667)","(2.5, 2.98, 2.9717241379310346)","(5.0, 6.0, 5.635087719298245)"
07-12-2022 14:02:35.331645,"(3.2, 3.8, 3.660248447204969)","(6.0, 10.5, 9.88888888888889)","(7.0, 8.8, 8.266666666666667)","(2.5, 2.98, 2.9717241379310346)","(5.0, 6.0, 5.635087719298245)"
07-12-2022 14:02:36.162881,"(3.2, 3.8, 3.660248447204969)","(6.0, 10.5, 9.766666666666667)","(7.0, 8.8, 8.266666666666667)","(2.5, 2.98, 2.966875)","(5.0, 6.0, 5.635087719298245)"
07-12-2022 14:02:37.054256,"(3.2, 3.8, 3.660248447204969)","(6.0, 10.5, 9.766666666666667)","(7.0, 8.8, 8.266666666666667)","(2.5, 2.98, 2.966875)","(5.0, 6.0, 5.635087719298245)"
07-12-2022 14:02:37.954178,"(3.2, 3.8, 3.660248447204969)","(6.0, 10.5, 9.766666666666667)","(7.0, 8.8, 8.266666666666667)","(2.5, 2.98, 2.966875)","(5.0, 6.0, 5.635087719298245)"
07-12-2022 14:02:38.868961,"(3.2, 3.8, 3.660248447204969)","(6.0, 10.5, 9.766666666666667)","(7.0, 8.8, 8.266666666666667)","(2.5, 2.98, 2.966875)","(5.0, 6.0, 5.635087719298245)"
07-12-2022 14:02:39.744214,"(3.2, 3.8, 3.660248447204969)","(6.0, 10.5, 9.766666666666667)","(7.0, 8.8, 8.266666666666667)","(2.5, 2.98, 2.966875)","(5.0, 6.0, 5.635087719298245)"
07-12-2022 14:02:40.599185,"(3.2, 3.8, 3.660248447204969)","(6.0, 10.5, 9.766666666666667)","(7.0, 8.8, 8.266666666666667)","(2.5, 2.98, 2.966875)","(5.0, 6.0, 5.635087719298245)"
07-12-2022 14:02:41.558669,"(3.2, 3.8, 3.660248447204969)","(6.0, 10.5, 9.766666666666667)","(7.0, 8.8, 8.266666666666667)","(2.5, 2.98, 2.966875)","(5.0, 6.0, 5.635087719298245)"
07-12-2022 14:02:42.500265,"(3.2, 3.8, 3.660248447204969)","(6.0, 10.5, 9.766666666666667)","(7.0, 8.8, 8.266666666666667)","(2.5, 2.98, 2.966875)","(5.0, 6.0, 5.635087719298245)"
07-12-2022 14:02:43.405167,"(3.2, 3.8, 3.660248447204969)","(6.0, 10.5, 9.766666666666667)","(7.0, 8.8, 8.266666666666667)","(2.5, 2.98, 2.966875)","(5.0, 6.0, 5.635087719298245)"
07-12-2022 14:02:44.290503,"(3.2, 3.8, 3.660248447204969)","(6.0, 10.5, 9.766666666666667)","(7.0, 8.8, 8.266666666666667)","(2.5, 2.98, 2.966875)","(5.0, 6.0, 5.635087719298245)"
07-12-2022 14:02:45.135488,"(3.2, 3.8, 3.660248447204969)","(6.0, 10.5, 9.766666666666667)","(7.0, 8.8, 8.266666666666667)","(2.5, 2.98, 2.9575)","(5.0, 6.0, 5.635087719298245)"
07-12-2022 14:02:46.046510,"(3.2, 3.8, 3.660248447204969)","(6.0, 10.5, 9.766666666666667)","(7.0, 8.8, 8.266666666666667)","(2.5, 2.98, 2.9575)","(5.0, 6.0, 5.635087719298245)"
07-12-2022 14:02:47.014715,"(3.2, 3.8, 3.660248447204969)","(6.0, 10.5, 9.766666666666667)","(7.0, 8.8, 8.266666666666667)","(2.5, 2.98, 2.952258064516129)","(5.0, 6.0, 5.970588235294118)"
07-12-2022 14:02:47.869115,"(3.2, 3.8, 3.660060975609756)","(6.0, 10.5, 9.766666666666667)","(7.0, 8.8, 8.266666666666667)","(2.5, 2.96, 2.92)","(5.0, 6.2, 5.970588235294118)"
07-12-2022 14:02:48.724321,"(3.2, 3.8, 3.660060975609756)","(6.0, 10.5, 9.766666666666667)","(7.0, 8.8, 8.266666666666667)","(2.5, 2.98, 2.903076923076923)","(5.0, 6.2, 5.757142857142857)"
07-12-2022 14:02:49.653443,"(3.2, 3.8, 3.660060975609756)","(6.0, 10.5, 9.766666666666667)","(7.0, 8.8, 8.266666666666667)","(2.5, 2.98, 2.903076923076923)","(5.0, 6.2, 5.757142857142857)"
07-12-2022 14:02:50.569782,"(3.2, 3.8, 3.660060975609756)","(6.0, 10.5, 9.766666666666667)","(7.0, 8.8, 8.266666666666667)","(2.5, 2.98, 2.903076923076923)","(5.0, 6.2, 5.757142857142857)"
07-12-2022 14:02:51.430117,"(3.2, 3.8, 3.660060975609756)","(6.0, 10.5, 9.766666666666667)","(7.0, 8.8, 8.266666666666667)","(2.5, 2.92, 2.914285714285714)","(5.0, 6.2, 5.757142857142857)"
07-12-2022 14:02:52.399562,"(3.2, 3.8, 3.660060975609756)","(6.0, 10.5, 9.766666666666667)","(7.0, 8.8, 8.266666666666667)","(2.5, 2.92, 2.948)","(5.0, 6.2, 5.757142857142857)"
07-12-2022 14:02:53.340327,"(3.2, 3.8, 3.660060975609756)","(6.0, 10.5, 10.066666666666666)","(7.0, 8.8, 8.266666666666667)","(2.5, 2.98, 2.953333333333333)","(5.0, 6.2, 5.7956521739130435)"
07-12-2022 14:02:54.283044,"(3.2, 3.8, 3.660060975609756)","(6.0, 10.5, 10.066666666666666)","(7.0, 8.8, 8.266666666666667)","(2.5, 2.98, 2.930379746835443)","(5.0, 6.2, 5.7956521739130435)"
07-12-2022 14:02:55.233947,"(3.2, 3.8, 3.660060975609756)","(6.0, 10.5, 10.066666666666666)","(7.0, 8.8, 8.266666666666667)","(2.5, 2.98, 2.930379746835443)","(5.0, 6.2, 5.826086956521739)"
07-12-2022 14:02:56.124069,"(3.2, 3.8, 3.660060975609756)","(6.0, 10.5, 10.066666666666666)","(7.0, 8.8, 8.266666666666667)","(2.5, 2.98, 2.930379746835443)","(5.0, 6.0, 5.77391304347826)"
07-12-2022 14:02:57.035206,"(3.2, 3.8, 3.660060975609756)","(6.0, 10.5, 10.066666666666666)","(7.0, 8.8, 8.266666666666667)","(2.5, 2.98, 2.931578947368421)","(5.0, 6.0, 5.77391304347826)"
07-12-2022 14:02:57.902125,"(3.2, 3.8, 3.660060975609756)","(6.0, 10.5, 10.066666666666666)","(7.0, 8.8, 8.266666666666667)","(2.5, 2.98, 2.931578947368421)","(5.0, 6.0, 5.842424242424242)"
07-12-2022 14:02:58.817875,"(3.2, 3.8, 3.660060975609756)","(6.0, 10.5, 10.066666666666666)","(7.0, 8.8, 8.266666666666667)","(2.5, 2.98, 2.948)","(5.0, 6.0, 5.842424242424242)"
07-12-2022 14:02:59.675608,"(3.2, 3.8, 3.660060975609756)","(6.0, 10.5, 10.066666666666666)","(7.0, 8.8, 8.266666666666667)","(2.5, 2.98, 2.948)","(5.0, 6.0, 5.842424242424242)"
07-12-2022 14:03:00.540972,"(3.2, 3.8, 3.660060975609756)","(6.0, 10.5, 10.066666666666666)","(7.0, 8.8, 8.266666666666667)","(2.5, 2.98, 2.944444444444444)","(5.0, 6.0, 5.842424242424242)"
07-12-2022 14:03:01.441555,"(3.2, 3.8, 3.660060975609756)","(6.0, 10.5, 10.066666666666666)","(7.0, 8.8, 8.266666666666667)","(2.5, 2.98, 2.944444444444444)","(5.0, 6.0, 5.794736842105263)"
07-12-2022 14:03:02.343925,"(3.2, 3.8, 3.660060975609756)","(6.0, 10.5, 10.066666666666666)","(7.0, 8.8, 8.266666666666667)","(2.5, 2.98, 2.944444444444444)","(5.0, 6.0, 5.794736842105263)"
07-12-2022 14:03:03.229604,"(3.2, 3.8, 3.660060975609756)","(6.0, 10.5, 10.066666666666666)","(7.0, 8.8, 8.721951219512196)","(2.5, 2.98, 2.944444444444444)","(5.0, 6.0, 5.794736842105263)"
07-12-2022 14:03:04.126538,"(3.2, 3.8, 3.660060975609756)","(6.0, 10.5, 10.066666666666666)","(7.0, 8.8, 8.721951219512196)","(2.5, 2.98, 2.944444444444444)","(5.0, 6.0, 5.8125)"
07-12-2022 14:03:05.024183,"(3.2, 3.8, 3.6589189189189186)","(6.0, 10.5, 9.811764705882352)","(7.0, 8.8, 8.753488372093024)","(2.5, 2.98, 2.944444444444444)","(5.0, 6.0, 5.8125)"
07-12-2022 14:03:05.939136,"(3.2, 3.8, 3.6589189189189186)","(6.0, 10.5, 9.811764705882352)","(7.0, 8.8, 8.753488372093024)","(2.5, 2.98, 2.944444444444444)","(5.0, 6.0, 5.684615384615385)"
07-12-2022 14:03:06.896562,"(3.2, 3.8, 3.6591160220994476)","(6.0, 10.5, 9.811764705882352)","(7.0, 9.0, 8.952941176470588)","(2.5, 2.96, 2.92)","(5.0, 5.7, 5.6)"
07-12-2022 14:03:07.879565,"(3.2, 3.8, 3.6591160220994476)","(6.0, 10.5, 9.811764705882352)","(7.0, 9.0, 8.923913043478262)","(2.5, 2.96, 2.92)","(5.0, 5.7, 5.640000000000001)"
07-12-2022 14:03:08.752472,"(3.2, 3.8, 3.6591160220994476)","(6.0, 10.5, 9.811764705882352)","(7.0, 9.0, 8.923913043478262)","(2.5, 2.96, 2.92)","(5.0, 5.7, 5.640000000000001)"
07-12-2022 14:03:09.656343,"(3.2, 3.8, 3.6591160220994476)","(6.0, 10.5, 9.811764705882352)","(7.0, 9.0, 8.923913043478262)","(2.5, 2.96, 2.92)","(5.0, 5.7, 5.640000000000001)"
07-12-2022 14:03:10.547691,"(3.2, 3.8, 3.6591160220994476)","(6.0, 10.5, 9.811764705882352)","(7.0, 9.0, 8.923913043478262)","(2.5, 2.96, 2.943943661971831)","(5.0, 5.7, 5.640000000000001)"
07-12-2022 14:03:11.423693,"(3.2, 3.8, 3.5888349514563105)","(6.0, 10.5, 9.644444444444444)","(7.0, 9.0, 8.955056179775282)","(2.5, 2.96, 2.943943661971831)","(5.0, 5.7, 5.640000000000001)"
07-12-2022 14:03:12.324633,"(3.2, 3.8, 3.582019704433497)","(6.0, 10.5, 9.644444444444444)","(7.0, 9.2, 8.75)","(2.5, 2.96, 2.9449122807017543)","(5.0, 5.7, 5.640000000000001)"
07-12-2022 14:03:13.192303,"(3.2, 3.8, 3.582019704433497)","(6.0, 10.5, 9.8)","(7.0, 9.2, 8.733812949640287)","(2.5, 2.96, 2.9246575342465753)","(5.0, 5.7, 5.65)"
07-12-2022 14:03:14.131791,"(3.2, 3.8, 3.5798507462686566)","(6.0, 10.5, 9.8)","(7.0, 9.2, 8.329032258064515)","(2.5, 2.96, 2.9246575342465753)","(5.0, 5.8, 5.741666666666667)"
07-12-2022 14:03:15.044234,"(3.2, 3.8, 3.5798507462686566)","(6.0, 10.5, 9.8)","(7.0, 9.2, 8.329032258064515)","(2.5, 2.96, 2.9246575342465753)","(5.5, 5.8, 5.741666666666667)"
07-12-2022 14:03:15.869381,"(3.2, 3.8, 3.5798507462686566)","(6.0, 10.5, 9.8)","(7.0, 9.0, 8.6)","(2.5, 2.96, 2.9246575342465753)","(5.5, 5.8, 5.741666666666667)"
07-12-2022 14:03:16.828771,"(3.2, 3.8, 3.5798507462686566)","(6.0, 10.5, 9.8)","(7.0, 9.0, 8.52)","(2.5, 2.96, 2.9246575342465753)","(5.5, 5.8, 5.741666666666667)"
07-12-2022 14:03:17.762861,"(3.2, 3.8, 3.5798507462686566)","(6.0, 10.5, 9.8)","(7.0, 9.0, 8.577777777777778)","(2.5, 2.96, 2.9246575342465753)","(5.5, 5.8, 5.741666666666667)"
07-12-2022 14:03:18.726465,"(3.2, 3.8, 3.5798507462686566)","(6.0, 10.5, 9.8)","(7.0, 9.0, 8.577777777777778)","(2.5, 2.96, 2.9246575342465753)","(5.5, 5.8, 5.741666666666667)"
07-12-2022 14:03:19.638976,"(3.2, 3.8, 3.5798507462686566)","(6.0, 10.5, 9.8)","(7.0, 9.0, 8.577777777777778)","(2.5, 2.96, 2.9246575342465753)","(5.5, 5.8, 5.741666666666667)"
07-12-2022 14:03:20.592188,"(3.2, 3.8, 3.5830882352941176)","(6.0, 10.5, 9.8)","(7.0, 9.0, 8.577777777777778)","(2.5, 2.96, 2.9246575342465753)","(5.5, 5.8, 5.741666666666667)"
07-12-2022 14:03:21.522666,"(3.2, 3.8, 3.5830882352941176)","(6.0, 10.5, 9.8)","(7.0, 9.0, 8.577777777777778)","(2.5, 2.96, 2.9246575342465753)","(5.5, 5.8, 5.741666666666667)"
07-12-2022 14:03:22.396215,"(3.2, 3.8, 3.5830882352941176)","(6.0, 10.5, 9.8)","(7.0, 9.0, 8.577777777777778)","(2.5, 2.96, 2.9246575342465753)","(5.5, 5.8, 5.741666666666667)"
07-12-2022 14:03:23.227674,"(3.2, 3.8, 3.5830882352941176)","(6.0, 10.5, 9.8)","(7.0, 9.0, 8.577777777777778)","(2.5, 2.96, 2.9246575342465753)","(5.5, 5.8, 5.741666666666667)"
07-12-2022 14:03:24.223688,"(3.2, 3.8, 3.5830882352941176)","(6.0, 10.5, 9.8)","(7.0, 9.0, 8.577777777777778)","(2.5, 2.96, 2.9246575342465753)","(5.5, 5.8, 5.741666666666667)"
07-12-2022 14:03:25.143872,"(3.2, 3.8, 3.5798507462686566)","(6.0, 10.5, 9.8)","(7.0, 9.0, 8.577777777777778)","(2.5, 2.96, 2.9246575342465753)","(5.5, 5.8, 5.741666666666667)"
07-12-2022 14:03:25.989867,"(3.2, 3.8, 3.5841463414634145)","(6.0, 10.5, 9.8)","(7.0, 9.0, 8.577777777777778)","(2.5, 2.96, 2.9246575342465753)","(5.5, 5.8, 5.741666666666667)"
07-12-2022 14:03:26.826091,"(3.2, 3.8, 3.5841463414634145)","(6.0, 10.5, 9.8)","(7.0, 9.0, 8.577777777777778)","(2.5, 2.96, 2.9246575342465753)","(5.5, 5.8, 5.741666666666667)"
07-12-2022 14:03:27.715140,"(3.2, 3.8, 3.616390041493776)","(6.0, 10.5, 9.8)","(7.0, 9.0, 8.625)","(2.5, 2.94, 2.928888888888889)","(5.5, 5.8, 5.741666666666667)"
07-12-2022 14:03:28.727267,"(3.2, 3.75, 3.5999999999999996)","(6.0, 10.5, 9.8)","(7.0, 9.0, 8.525)","(2.5, 2.94, 2.9189473684210525)","(5.5, 5.8, 6.067213114754098)"
07-12-2022 14:03:29.677506,"(3.2, 3.75, 3.610909090909091)","(6.0, 10.5, 9.799999999999999)","(7.0, 9.0, 8.525)","(2.5, 2.94, 2.944)","(5.5, 6.2, 6.067213114754098)"
07-12-2022 14:03:30.625925,"(3.2, 3.75, 3.61)","(6.0, 10.5, 9.799999999999999)","(7.0, 9.0, 8.525)","(2.5, 2.98, 2.951578947368421)","(5.5, 6.2, 6.067213114754098)"
07-12-2022 14:03:31.605265,"(3.2, 3.75, 3.61)","(6.0, 10.5, 9.799999999999999)","(7.0, 9.0, 8.525)","(2.5, 2.98, 2.96125)","(5.5, 6.2, 6.033333333333333)"
07-12-2022 14:03:32.475212,"(3.2, 3.75, 3.61)","(6.0, 10.5, 9.799999999999999)","(7.0, 9.0, 8.525)","(2.5, 2.98, 2.96125)","(5.5, 6.2, 6.033333333333333)"
07-12-2022 14:03:33.431531,"(3.2, 3.75, 3.61)","(6.0, 10.5, 9.799999999999999)","(7.0, 9.0, 8.525)","(2.5, 2.98, 2.96125)","(5.5, 6.2, 6.088888888888889)"
07-12-2022 14:03:34.336456,"(3.2, 3.75, 3.61)","(6.0, 10.5, 9.799999999999999)","(7.0, 9.0, 8.525)","(2.5, 2.98, 2.96125)","(5.5, 6.2, 6.088888888888889)"
07-12-2022 14:03:35.219355,"(3.2, 3.75, 3.61)","(6.0, 10.5, 9.799999999999999)","(7.0, 9.0, 8.525)","(2.5, 2.98, 2.96125)","(5.5, 6.2, 6.088888888888889)"
07-12-2022 14:03:36.128783,"(3.2, 3.75, 3.6098765432098765)","(6.0, 10.5, 9.799999999999999)","(7.0, 8.8, 8.529032258064516)","(2.5, 2.98, 2.96125)","(5.5, 6.2, 6.088888888888889)"
07-12-2022 14:03:37.044631,"(3.2, 3.75, 3.6069327731092438)","(6.0, 10.5, 9.799999999999999)","(7.0, 8.8, 8.529032258064516)","(2.5, 2.98, 2.891764705882353)","(5.5, 6.2, 6.088888888888889)"
