,Le Heros,Hail To The Chief,Du Maurier,Valley Of Dreams,Torbreck
07-12-2022 14:09:25.111838,"(3.0, 3.85, 3.8207792207792206)","(8.0, 9.8, 9.612765957446808)","(7.5, 9.0, 8.966666666666667)","(2.7, 3.05, 3.0317880794701986)","(4.8, 5.3, 5.25)"
07-12-2022 14:09:26.133669,"(3.0, 3.8, 3.7873417721518985)","(8.0, 9.8, 9.616216216216216)","(7.5, 9.0, 8.92)","(2.7, 3.05, 3.028787878787879)","(4.8, 5.3, 5.253153153153153)"
07-12-2022 14:09:27.184120,"(3.0, 3.8, 3.76875)","(8.0, 9.8, 9.616216216216216)","(7.5, 9.0, 8.92)","(2.7, 3.1, 3.0484693877551017)","(4.8, 5.3, 5.254385964912281)"
07-12-2022 14:09:28.301805,"(3.0, 3.8, 3.76875)","(8.0, 9.8, 9.654545454545454)","(7.5, 9.0, 8.774193548387098)","(2.7, 3.05, 3.01509900990099)","(4.8, 5.3, 5.224137931034482)"
07-12-2022 14:09:29.420176,"(3.0, 4.0, 3.9558823529411766)","(8.0, 9.6, 9.582978723404254)","(7.5, 8.8, 8.75294117647059)","(2.7, 3.05, 3.011290322580645)","(4.8, 5.3, 5.190909090909091)"
07-12-2022 14:09:30.411952,"(3.0, 3.95, 3.933838383838384)","(8.0, 9.6, 9.582417582417582)","(7.5, 8.8, 8.75294117647059)","(2.7, 3.05, 3.011290322580645)","(4.8, 5.2, 5.241732283464566)"
07-12-2022 14:09:31.476060,"(3.0, 3.9, 3.864655172413793)","(8.0, 10.0, 9.837735849056605)","(7.5, 9.0, 8.866666666666667)","(2.7, 3.05, 3.008041958041958)","(4.8, 5.3, 5.248611111111111)"
07-12-2022 14:09:32.552328,"(3.0, 3.85, 3.8333333333333335)","(8.0, 10.0, 9.860606060606061)","(7.5, 9.0, 8.866666666666667)","(2.7, 3.05, 3.019387755102041)","(4.8, 5.3, 5.280392156862745)"
07-12-2022 14:09:33.581238,"(3.0, 3.8, 3.795977011494253)","(8.0, 10.0, 9.873972602739727)","(7.5, 9.0, 8.866666666666667)","(2.7, 3.05, 3.0145454545454546)","(4.8, 5.3, 5.270247933884297)"
07-12-2022 14:09:34.458519,"(3.0, 3.8, 3.794047619047619)","(8.0, 10.0, 9.96551724137931)","(7.5, 9.0, 8.8625)","(2.7, 3.05, 3.0145454545454546)","(4.8, 5.3, 5.270247933884297)"
07-12-2022 14:09:35.533503,"(3.0, 3.8, 3.7926470588235293)","(8.0, 10.5, 10.166666666666666)","(7.5, 8.8, 8.726923076923077)","(2.7, 3.05, 3.015483870967742)","(4.8, 5.3, 5.286666666666666)"
07-12-2022 14:09:36.601455,"(3.0, 3.8, 3.79)","(8.0, 10.5, 10.152777777777779)","(7.5, 8.8, 8.78)","(2.7, 3.05, 3.0085889570552147)","(4.8, 5.3, 5.342045454545454)"
07-12-2022 14:09:37.634178,"(3.0, 3.8, 3.7516666666666665)","(8.0, 10.0, 9.853333333333333)","(7.5, 9.0, 8.878260869565217)","(2.7, 3.05, 3.0124293785310736)","(4.8, 5.4, 5.349333333333333)"
07-12-2022 14:09:38.710872,"(3.0, 3.75, 3.7333333333333334)","(8.0, 10.0, 9.733333333333333)","(7.5, 9.0, 8.837837837837839)","(2.7, 3.05, 3.020679012345679)","(4.8, 5.4, 5.378888888888889)"
07-12-2022 14:09:39.795819,"(3.0, 3.7, 3.6928)","(8.0, 10.0, 9.853164556962025)","(7.5, 9.0, 8.88)","(2.7, 3.05, 3.0160287081339714)","(4.8, 5.5, 5.407894736842105)"
07-12-2022 14:09:40.878557,"(3.0, 3.75, 3.705072463768116)","(8.0, 10.0, 9.853164556962025)","(7.5, 9.0, 8.88)","(2.7, 3.05, 3.0317480719794343)","(4.8, 5.5, 5.41125)"
07-12-2022 14:09:42.108240,"(3.0, 3.75, 3.705072463768116)","(8.0, 10.0, 9.853164556962025)","(7.5, 9.0, 9.02909090909091)","(2.7, 3.05, 3.0317480719794343)","(4.8, 5.5, 5.41125)"
07-12-2022 14:09:43.206171,"(3.0, 3.75, 3.6936363636363634)","(8.0, 10.0, 9.853164556962025)","(7.5, 9.2, 9.02909090909091)","(2.7, 3.05, 3.0310666666666664)","(4.8, 5.5, 5.415)"
07-12-2022 14:09:44.482601,"(3.0, 3.75, 3.6936363636363634)","(8.0, 10.0, 9.761290322580646)","(7.5, 9.2, 9.02909090909091)","(2.7, 3.05, 3.0327247191011235)","(4.8, 5.5, 5.415)"
07-12-2022 14:09:45.543234,"(3.0, 3.75, 3.7019379844961238)","(8.0, 9.8, 9.761290322580646)","(7.5, 9.2, 9.02909090909091)","(2.7, 3.05, 3.0312332439678285)","(4.8, 5.5, 5.507857142857143)"
07-12-2022 14:09:46.856451,"(3.0, 3.65, 3.6011904761904763)","(8.0, 10.0, 9.87027027027027)","(7.5, 9.2, 8.955844155844156)","(2.7, 3.05, 3.0569526627218933)","(4.8, 5.5, 5.466197183098592)"
07-12-2022 14:09:48.076546,"(3.0, 3.65, 3.6011904761904763)","(8.0, 10.0, 9.853164556962025)","(7.5, 9.2, 8.955844155844156)","(2.7, 3.1, 3.062628865979381)","(4.8, 5.5, 5.471084337349398)"
07-12-2022 14:09:49.225784,"(3.0, 3.6, 3.591)","(8.0, 10.0, 9.87027027027027)","(7.5, 9.2, 8.955844155844156)","(2.7, 3.1, 3.081012658227848)","(4.8, 5.5, 5.493650793650794)"
07-12-2022 14:09:50.313995,"(3.0, 3.65, 3.6018518518518516)","(8.0, 10.0, 9.882926829268293)","(7.5, 9.2, 8.955844155844156)","(2.7, 3.1, 3.0800613496932514)","(4.8, 5.5, 5.472839506172839)"
07-12-2022 14:09:51.409107,"(3.0, 3.65, 3.6018518518518516)","(8.0, 10.0, 9.882926829268293)","(7.5, 9.2, 8.955844155844156)","(2.7, 3.1, 3.066554054054054)","(4.8, 5.5, 5.452678571428572)"
07-12-2022 14:09:52.480014,"(3.0, 3.65, 3.596153846153846)","(8.0, 10.0, 9.882926829268293)","(7.5, 9.2, 8.955844155844156)","(2.7, 3.1, 3.066554054054054)","(4.8, 5.5, 5.452678571428572)"
07-12-2022 14:09:53.551243,"(3.0, 3.65, 3.5964646464646464)","(8.0, 10.0, 9.82970297029703)","(7.5, 9.2, 8.955844155844156)","(2.7, 3.1, 3.0652631578947367)","(4.8, 5.5, 5.452678571428572)"
07-12-2022 14:09:54.736752,"(3.0, 3.65, 3.590384615384615)","(8.0, 10.0, 9.82970297029703)","(7.5, 9.2, 8.955844155844156)","(2.7, 3.1, 3.0652631578947367)","(4.8, 5.5, 5.464130434782609)"
07-12-2022 14:09:55.850525,"(3.0, 3.65, 3.588532110091743)","(8.0, 10.0, 9.82970297029703)","(7.5, 9.2, 8.955844155844156)","(2.7, 3.1, 3.064388489208633)","(4.8, 5.5, 5.464130434782609)"
07-12-2022 14:09:56.950189,"(3.0, 3.65, 3.588532110091743)","(8.0, 10.0, 9.82970297029703)","(7.5, 9.2, 8.955844155844156)","(2.7, 3.1, 3.0610344827586204)","(4.8, 5.5, 5.464130434782609)"
07-12-2022 14:09:58.051542,"(3.0, 3.65, 3.588532110091743)","(8.0, 10.0, 9.869767441860464)","(7.5, 9.2, 8.955844155844156)","(2.7, 3.1, 3.062260536398467)","(4.8, 5.5, 5.489201877934272)"
07-12-2022 14:09:59.254871,"(3.0, 3.6, 3.558333333333333)","(8.0, 10.0, 9.910344827586208)","(7.5, 9.2, 8.955844155844156)","(2.7, 3.1, 3.066267123287671)","(4.8, 5.6, 5.517307692307693)"
07-12-2022 14:10:00.368163,"(3.0, 3.55, 3.5161290322580645)","(8.0, 10.0, 9.910344827586208)","(7.5, 9.2, 8.955844155844156)","(2.7, 3.1, 3.066267123287671)","(4.8, 5.6, 5.527272727272727)"
07-12-2022 14:10:01.497425,"(3.0, 3.55, 3.50990099009901)","(8.0, 10.0, 9.891666666666667)","(7.5, 9.2, 9.051851851851852)","(2.7, 3.1, 3.0703313253012046)","(4.8, 5.6, 5.534959349593496)"
07-12-2022 14:10:02.739727,"(3.0, 3.55, 3.503299492385787)","(8.0, 10.0, 9.75)","(7.5, 9.2, 9.058333333333334)","(2.7, 3.1, 3.0696923076923075)","(4.8, 5.6, 5.542241379310345)"
07-12-2022 14:10:03.865971,"(3.0, 3.55, 3.509288537549407)","(8.0, 9.8, 9.78)","(7.5, 9.2, 9.155)","(2.7, 3.1, 3.0816272965879263)","(4.8, 5.6, 5.5464843749999995)"
07-12-2022 14:10:04.955850,"(3.0, 3.55, 3.530859375)","(8.0, 10.5, 9.940000000000001)","(7.5, 9.2, 9.155)","(2.7, 3.1, 3.0834688346883468)","(4.8, 5.6, 5.5517391304347825)"
07-12-2022 14:10:06.075264,"(3.0, 3.55, 3.5299242424242423)","(8.0, 10.5, 9.918461538461539)","(7.5, 9.2, 9.155)","(2.7, 3.1, 3.0869936034115137)","(4.8, 5.6, 5.5556)"
07-12-2022 14:10:07.147029,"(3.0, 3.55, 3.5299242424242423)","(8.0, 10.5, 9.913235294117648)","(7.5, 9.2, 9.155)","(2.7, 3.1, 3.0869936034115137)","(4.8, 5.6, 5.5556)"
07-12-2022 14:10:08.228877,"(3.0, 3.55, 3.52752808988764)","(8.0, 10.5, 9.913235294117648)","(7.5, 9.2, 9.155)","(2.7, 3.1, 3.0869936034115137)","(4.8, 5.6, 5.5556)"
07-12-2022 14:10:09.247684,"(3.0, 3.55, 3.52752808988764)","(8.0, 10.5, 9.913235294117648)","(7.5, 9.2, 9.155)","(2.7, 3.1, 3.0877995642701523)","(4.8, 5.6, 5.484552845528455)"
07-12-2022 14:10:10.229674,"(3.0, 3.55, 3.531132075471698)","(8.0, 10.5, 9.913235294117648)","(7.5, 9.2, 9.16144578313253)","(2.7, 3.1, 3.1333333333333333)","(4.8, 5.5, 5.477941176470589)"
07-12-2022 14:10:11.231108,"(3.0, 3.5, 3.4796875000000003)","(8.0, 10.5, 9.913235294117648)","(7.5, 9.4, 9.16144578313253)","(2.7, 3.15, 3.1333333333333333)","(4.8, 5.5, 5.477941176470589)"
07-12-2022 14:10:12.235705,"(3.0, 3.5, 3.4754716981132074)","(8.0, 10.5, 9.96081081081081)","(7.5, 9.2, 9.066666666666666)","(2.7, 3.15, 3.1421621621621623)","(4.8, 5.5, 5.477941176470589)"
07-12-2022 14:10:13.220613,"(3.0, 3.5, 3.4754716981132074)","(8.0, 10.5, 9.96081081081081)","(7.5, 9.2, 9.066666666666666)","(2.7, 3.15, 3.1052511415525115)","(4.8, 5.5, 5.5341085271317825)"
07-12-2022 14:10:14.187675,"(3.0, 3.5, 3.4754716981132074)","(8.0, 10.5, 10.073770491803279)","(7.5, 9.2, 9.133333333333333)","(2.7, 3.15, 3.0885093167701863)","(4.8, 5.6, 5.549107142857142)"
07-12-2022 14:10:15.301933,"(3.0, 3.55, 3.5261363636363634)","(8.0, 10.5, 10.09)","(7.5, 8.8, 8.791836734693879)","(2.7, 3.1, 3.0894904458598726)","(4.8, 5.6, 5.556818181818182)"
07-12-2022 14:10:16.386842,"(3.0, 3.55, 3.5155555555555553)","(8.0, 10.5, 10.16304347826087)","(7.5, 8.8, 8.817341040462427)","(2.7, 3.1, 3.089795918367347)","(4.8, 5.6, 5.544607843137255)"
07-12-2022 14:10:17.362041,"(3.0, 3.5, 3.488732394366197)","(8.0, 10.5, 10.16304347826087)","(7.5, 9.0, 8.817341040462427)","(2.7, 3.1, 3.101884700665188)","(4.8, 5.6, 5.550869565217391)"
07-12-2022 14:10:18.438525,"(3.0, 3.5, 3.4914414414414416)","(8.0, 10.5, 10.333333333333334)","(7.5, 9.0, 8.836363636363638)","(2.7, 3.15, 3.0978527607361963)","(4.8, 5.6, 5.550869565217391)"
07-12-2022 14:10:19.487317,"(3.0, 3.5, 3.4914414414414416)","(8.0, 10.5, 10.333333333333334)","(7.5, 9.0, 8.84842105263158)","(2.7, 3.15, 3.0610599078341014)","(4.8, 5.6, 5.550869565217391)"
07-12-2022 14:10:20.539641,"(3.0, 3.55, 3.508510638297872)","(8.0, 10.5, 10.208791208791208)","(7.5, 9.0, 8.84842105263158)","(2.7, 3.1, 3.0639240506329113)","(4.8, 5.6, 5.559751037344398)"
07-12-2022 14:10:21.634835,"(3.0, 3.55, 3.512121212121212)","(8.0, 10.5, 10.208791208791208)","(7.5, 9.0, 8.91219512195122)","(2.7, 3.1, 3.081623931623932)","(4.8, 5.6, 5.687412587412587)"
07-12-2022 14:10:22.679627,"(3.0, 3.6, 3.5170212765957447)","(8.0, 9.8, 9.633898305084745)","(7.5, 9.2, 9.041379310344828)","(2.7, 3.1, 3.063880126182965)","(4.8, 5.7, 5.683636363636364)"
07-12-2022 14:10:23.782835,"(3.0, 3.55, 3.5244444444444443)","(8.5, 9.8, 9.64516129032258)","(7.5, 9.2, 9.356521739130434)","(2.7, 3.1, 3.0567924528301886)","(4.8, 5.7, 5.686861313868613)"
07-12-2022 14:10:24.668633,"(3.0, 3.55, 3.520560747663551)","(8.5, 9.4, 9.34074074074074)","(7.5, 9.4, 9.356521739130434)","(2.7, 3.1, 3.0567924528301886)","(4.8, 5.7, 5.6828025477707005)"
07-12-2022 14:10:25.656321,"(3.0, 3.55, 3.511165048543689)","(8.5, 9.4, 9.32)","(7.5, 9.6, 9.454545454545455)","(2.7, 3.1, 3.062925170068027)","(4.8, 5.7, 5.6706521739130435)"
07-12-2022 14:10:26.670288,"(3.0, 3.55, 3.5097156398104263)","(8.5, 9.4, 9.28)","(7.5, 9.6, 9.467924528301888)","(2.7, 3.1, 3.062925170068027)","(4.8, 5.7, 5.661340206185567)"
07-12-2022 14:10:27.689455,"(3.0, 3.55, 3.5097156398104263)","(8.5, 9.4, 9.222222222222221)","(7.5, 9.8, 9.707692307692309)","(2.7, 3.1, 3.062925170068027)","(4.8, 5.7, 5.649444444444445)"
07-12-2022 14:10:28.668041,"(3.0, 3.5, 3.471078431372549)","(8.5, 9.4, 9.216216216216216)","(7.5, 9.8, 9.74)","(2.7, 3.1, 3.0647686832740213)","(4.8, 5.7, 5.668681318681319)"
07-12-2022 14:10:29.700011,"(3.0, 3.45, 3.4485436893203887)","(8.5, 9.4, 9.216216216216216)","(7.5, 9.8, 9.74)","(2.7, 3.1, 3.076144578313253)","(4.8, 5.7, 5.66624203821656)"
07-12-2022 14:10:30.720124,"(3.0, 3.45, 3.444219653179191)","(8.5, 9.4, 9.284444444444444)","(7.5, 10.0, 9.722105263157895)","(2.7, 3.1, 3.07679012345679)","(4.8, 5.7, 5.668452380952381)"
07-12-2022 14:10:31.722372,"(3.0, 3.5, 3.4513409961685824)","(8.5, 9.4, 9.284444444444444)","(7.5, 10.0, 9.67)","(2.7, 3.1, 3.07679012345679)","(4.8, 5.7, 5.668452380952381)"
07-12-2022 14:10:32.717443,"(3.0, 3.5, 3.4513409961685824)","(8.5, 9.4, 9.284444444444444)","(7.5, 10.0, 9.74090909090909)","(2.7, 3.1, 3.07719298245614)","(4.8, 5.7, 5.66624203821656)"
07-12-2022 14:10:33.758856,"(3.0, 3.45, 3.440606060606061)","(8.5, 9.4, 9.26909090909091)","(7.5, 10.0, 9.74090909090909)","(2.7, 3.1, 3.07719298245614)","(4.8, 5.7, 5.7251461988304095)"
07-12-2022 14:10:34.787456,"(3.0, 3.45, 3.440606060606061)","(8.5, 9.4, 9.26909090909091)","(7.5, 10.0, 9.725301204819276)","(2.7, 3.1, 3.0600877192982456)","(4.8, 5.8, 5.738181818181818)"
07-12-2022 14:10:35.808604,"(3.0, 3.45, 3.440606060606061)","(8.5, 9.4, 9.280851063829786)","(7.5, 10.0, 9.54375)","(2.7, 3.1, 3.0733137829912023)","(4.8, 5.8, 5.730172413793103)"
07-12-2022 14:10:36.806505,"(3.0, 3.45, 3.43961038961039)","(8.5, 9.4, 9.36338028169014)","(7.5, 9.6, 9.533333333333333)","(2.7, 3.1, 3.074)","(4.8, 5.8, 5.730172413793103)"
07-12-2022 14:10:37.795972,"(3.0, 3.45, 3.439261744966443)","(8.5, 9.4, 9.370588235294118)","(7.5, 9.6, 9.528571428571428)","(2.7, 3.1, 3.0747222222222224)","(4.8, 5.8, 5.730172413793103)"
07-12-2022 14:10:38.823351,"(3.0, 3.45, 3.439261744966443)","(8.5, 9.4, 9.357142857142858)","(7.5, 9.6, 9.541176470588235)","(2.7, 3.1, 3.075070422535211)","(4.8, 5.8, 5.730172413793103)"
07-12-2022 14:10:39.905615,"(3.0, 3.45, 3.439261744966443)","(8.5, 9.4, 9.3)","(7.5, 9.6, 9.541176470588235)","(2.7, 3.1, 3.0756134969325153)","(4.8, 5.8, 5.75235294117647)"
07-12-2022 14:10:41.023786,"(3.0, 3.45, 3.442142857142857)","(8.5, 9.4, 9.3)","(7.5, 9.6, 9.545454545454545)","(2.7, 3.1, 3.079242819843342)","(4.8, 5.8, 5.75235294117647)"
07-12-2022 14:10:42.219945,"(3.0, 3.45, 3.442142857142857)","(8.5, 9.4, 9.513636363636364)","(7.5, 9.6, 10.005555555555556)","(2.7, 3.1, 3.1152542372881356)","(4.8, 5.8, 5.841379310344828)"
07-12-2022 14:10:43.320523,"(3.0, 3.3, 3.2651685393258427)","(8.5, 9.6, 9.513636363636364)","(7.5, 10.5, 10.00625)","(2.7, 3.15, 3.0396313364055296)","(4.8, 5.9, 5.929878048780488)"
07-12-2022 14:10:44.427214,"(3.0, 3.35, 3.3062801932367147)","(8.5, 9.8, 9.634146341463415)","(7.5, 10.5, 10.193693693693694)","(2.7, 3.05, 3.0375555555555556)","(4.8, 6.0, 5.911206896551724)"
07-12-2022 14:10:45.561261,"(3.0, 3.35, 3.31)","(8.5, 9.8, 9.525252525252526)","(7.5, 10.5, 10.163366336633663)","(2.7, 3.05, 3.0375555555555556)","(4.8, 6.0, 5.911965811965812)"
07-12-2022 14:10:46.646999,"(3.0, 3.35, 3.31)","(8.5, 9.8, 9.443956043956044)","(7.5, 10.5, 10.225806451612904)","(2.7, 3.05, 3.022549019607843)","(4.8, 6.0, 5.940425531914894)"
07-12-2022 14:10:47.709995,"(3.0, 3.35, 3.3105678233438485)","(8.5, 9.8, 9.621978021978022)","(7.5, 10.5, 10.225806451612904)","(2.7, 3.05, 3.0369047619047618)","(4.8, 6.0, 5.94488188976378)"
07-12-2022 14:10:48.748094,"(3.0, 3.3, 3.2747448979591836)","(8.5, 9.8, 9.621978021978022)","(7.5, 10.5, 10.225806451612904)","(2.7, 3.05, 3.0369047619047618)","(4.8, 6.0, 6.043055555555555)"
07-12-2022 14:10:49.730844,"(3.0, 3.3, 3.26)","(8.5, 9.8, 9.516363636363637)","(7.5, 10.5, 10.225806451612904)","(2.7, 3.05, 3.0240437158469944)","(4.8, 6.2, 5.668932038834952)"
07-12-2022 14:10:50.704785,"(3.0, 3.35, 3.3064981949458483)","(8.5, 10.0, 9.871428571428572)","(7.5, 11.0, 10.344632768361581)","(2.7, 3.1, 3.067370892018779)","(4.8, 5.7, 5.751282051282051)"
07-12-2022 14:10:51.849862,"(3.0, 3.3, 3.28840206185567)","(8.0, 10.0, 9.884848484848485)","(7.5, 10.5, 10.31578947368421)","(2.7, 3.1, 3.05)","(5.0, 5.8, 6.164387917329094)"
07-12-2022 14:10:52.918517,"(3.0, 3.3, 3.263103448275862)","(8.0, 9.8, 9.788235294117648)","(7.5, 10.5, 10.17142857142857)","(2.7, 3.05, 3.0324999999999998)","(5.0, 6.2, 6.1624790619765495)"
07-12-2022 14:10:54.018370,"(3.0, 3.3, 3.2712962962962964)","(8.0, 10.0, 9.87741935483871)","(7.5, 10.5, 10.17877094972067)","(2.7, 3.05, 3.0368749999999998)","(5.0, 6.2, 6.137037037037037)"
07-12-2022 14:10:55.167120,"(3.0, 3.3, 3.263333333333333)","(8.0, 10.0, 9.94)","(7.5, 10.5, 10.17877094972067)","(2.7, 3.05, 3.0368749999999998)","(5.0, 6.2, 6.134366197183098)"
07-12-2022 14:10:56.133154,"(3.0, 3.3, 3.266220735785953)","(8.0, 10.0, 9.966037735849056)","(7.5, 10.5, 10.17877094972067)","(2.7, 3.05, 3.0424460431654676)","(5.0, 6.2, 6.13399433427762)"
07-12-2022 14:10:57.069750,"(3.0, 3.3, 3.267857142857143)","(8.0, 10.5, 10.153398058252428)","(7.5, 10.5, 10.17877094972067)","(2.7, 3.05, 3.041258741258741)","(5.0, 6.2, 6.13371266002845)"
07-12-2022 14:10:58.212271,"(3.0, 3.3, 3.25819209039548)","(8.0, 10.5, 10.204958677685951)","(7.5, 10.5, 9.82962962962963)","(2.7, 3.05, 3.035869565217391)","(5.0, 6.2, 6.133333333333334)"
07-12-2022 14:10:59.304534,"(3.0, 3.3, 3.28519313304721)","(8.0, 10.5, 10.222413793103449)","(7.5, 10.0, 9.72280701754386)","(2.7, 3.05, 3.035869565217391)","(5.0, 6.2, 6.136338797814208)"
07-12-2022 14:11:00.297638,"(3.0, 3.3, 3.268508997429306)","(8.5, 10.5, 10.25268817204301)","(7.5, 9.8, 9.72280701754386)","(2.7, 3.05, 3.0)","(5.0, 6.2, 6.134320323014805)"
07-12-2022 14:11:01.354922,"(3.0, 3.4, 3.3591772151898733)","(8.5, 10.5, 10.202020202020202)","(7.5, 9.8, 9.627777777777778)","(2.7, 3.0, 2.970752688172043)","(5.0, 6.2, 6.136338797814208)"
07-12-2022 14:11:02.343777,"(3.0, 3.4, 3.3685185185185187)","(8.5, 10.5, 10.202020202020202)","(7.5, 9.8, 9.627777777777778)","(2.7, 2.98, 2.970752688172043)","(5.0, 6.2, 6.11812725090036)"
07-12-2022 14:11:03.310734,"(3.0, 3.4, 3.3685185185185187)","(8.5, 10.5, 10.216346153846153)","(7.5, 9.8, 9.627777777777778)","(2.7, 2.98, 2.9699999999999998)","(5.0, 6.2, 6.116421568627451)"
07-12-2022 14:11:04.341614,"(3.0, 3.4, 3.3685185185185187)","(8.5, 10.5, 10.140243902439025)","(7.5, 9.8, 9.627777777777778)","(2.7, 2.98, 2.965901639344262)","(5.0, 6.2, 6.1120906801007555)"
07-12-2022 14:11:05.334585,"(3.0, 3.4, 3.368125)","(8.5, 10.5, 10.126582278481013)","(7.5, 9.8, 9.627777777777778)","(2.7, 2.98, 2.9286486486486485)","(5.0, 6.2, 6.11498708010336)"
07-12-2022 14:11:06.355619,"(3.0, 3.45, 3.4054744525547447)","(8.5, 10.5, 10.202020202020202)","(7.5, 9.8, 9.670833333333333)","(2.7, 2.94, 2.9358024691358025)","(5.0, 6.2, 6.116187989556136)"
07-12-2022 14:11:07.395613,"(3.0, 3.45, 3.4216216216216218)","(8.5, 10.5, 10.18134328358209)","(7.5, 9.8, 9.627777777777778)","(2.6, 2.92, 2.9146875)","(5.0, 6.2, 6.114513981358189)"
07-12-2022 14:11:08.276910,"(3.0, 3.5, 3.4954545454545456)","(8.5, 9.8, 9.794904458598726)","(7.5, 9.8, 9.627777777777778)","(2.6, 2.92, 2.9146875)","(5.0, 6.2, 6.1115702479338845)"
07-12-2022 14:11:09.404577,"(3.0, 3.5, 3.4945378151260504)","(8.5, 10.0, 9.860633484162896)","(7.5, 9.8, 9.622727272727273)","(2.6, 2.92, 2.8663565891472866)","(5.0, 6.2, 6.1115702479338845)"
07-12-2022 14:11:10.396810,"(3.0, 3.55, 3.5298850574712644)","(8.5, 10.5, 10.13679245283019)","(7.5, 9.8, 9.622727272727273)","(2.7, 2.88, 2.8757446808510636)","(5.0, 6.2, 5.865714285714286)"
07-12-2022 14:11:11.381249,"(3.0, 3.55, 3.5485294117647057)","(8.5, 10.5, 10.174757281553399)","(7.5, 9.8, 9.785714285714286)","(2.7, 2.88, 2.875185185185185)","(5.0, 5.9, 5.855479452054794)"
07-12-2022 14:11:12.699971,"(3.0, 3.6, 3.4893382352941176)","(8.5, 10.5, 10.182835820895523)","(7.5, 10.0, 9.662857142857144)","(2.7, 2.9, 2.911111111111111)","(5.0, 5.9, 5.8525547445255475)"
07-12-2022 14:11:14.217624,"(3.0, 3.5, 3.413248502994012)","(8.5, 10.5, 10.637614678899082)","(7.5, 9.8, 10.026829268292683)","(2.6, 2.92, 2.9412631578947366)","(5.0, 5.8, 5.754098360655738)"
07-12-2022 14:11:15.332357,"(3.0, 3.45, 3.413248502994012)","(8.5, 11.0, 10.637614678899082)","(7.5, 10.5, 10.085774058577407)","(2.6, 2.96, 2.9535632183908045)","(5.0, 5.8, 5.728865979381443)"
07-12-2022 14:11:16.712791,"(3.0, 3.45, 3.4089005235602095)","(8.5, 11.0, 10.569948186528498)","(7.5, 10.5, 10.085774058577407)","(2.6, 2.96, 2.9633526011560694)","(5.0, 5.8, 5.67)"
07-12-2022 14:11:17.851783,"(3.0, 3.45, 3.404397705544933)","(8.5, 11.0, 10.569948186528498)","(7.5, 10.5, 10.085774058577407)","(2.6, 2.98, 2.972340425531915)","(5.0, 5.7, 5.653038674033149)"
07-12-2022 14:11:18.929204,"(3.0, 3.45, 3.404397705544933)","(8.5, 11.0, 10.541871921182267)","(7.5, 10.5, 10.085774058577407)","(2.6, 2.98, 2.9734104046242775)","(5.0, 5.7, 5.651149425287357)"
07-12-2022 14:11:19.931341,"(3.0, 3.45, 3.3778366111951588)","(8.5, 10.5, 10.440740740740742)","(7.5, 10.5, 10.130597014925373)","(2.6, 2.98, 2.9991666666666665)","(5.0, 5.7, 5.8297029702970296)"
07-12-2022 14:11:21.074880,"(3.0, 3.4, 3.385805084745763)","(8.5, 10.5, 10.38679245283019)","(7.5, 10.5, 10.098557692307692)","(2.6, 3.0, 3.020175438596491)","(5.0, 6.0, 5.847474747474748)"
07-12-2022 14:11:22.151014,"(3.0, 3.35, 3.3392201834862387)","(8.5, 10.5, 10.38679245283019)","(7.5, 10.5, 10.098557692307692)","(2.6, 3.05, 3.0191666666666666)","(5.0, 5.9, 5.827044025157233)"
07-12-2022 14:11:23.135345,"(3.0, 3.35, 3.337466666666667)","(8.5, 10.5, 10.374125874125873)","(7.5, 10.5, 10.098557692307692)","(2.6, 3.05, 3.0191666666666666)","(5.0, 5.9, 5.825641025641025)"
07-12-2022 14:11:24.170881,"(3.0, 3.35, 3.3380758807588076)","(8.5, 10.5, 10.374125874125873)","(7.5, 10.5, 10.174242424242424)","(2.6, 3.05, 3.0196022727272727)","(5.0, 5.9, 5.823684210526316)"
07-12-2022 14:11:25.245034,"(3.0, 3.35, 3.3380758807588076)","(8.5, 10.5, 10.374125874125873)","(7.5, 10.5, 10.174242424242424)","(2.6, 3.05, 3.020984455958549)","(5.0, 5.9, 5.808661417322835)"
07-12-2022 14:11:26.318325,"(3.0, 3.35, 3.3367069486404834)","(8.5, 10.5, 10.374125874125873)","(7.5, 10.5, 10.316831683168317)","(2.6, 3.05, 3.040625)","(5.0, 5.9, 5.847770700636943)"
07-12-2022 14:11:27.296176,"(3.0, 3.3, 3.294230769230769)","(8.5, 10.5, 10.438524590163935)","(7.5, 10.5, 10.316831683168317)","(2.6, 3.05, 3.040625)","(5.0, 5.9, 5.826126126126126)"
07-12-2022 14:11:28.251873,"(3.0, 3.3, 3.2951612903225804)","(8.5, 10.5, 10.43421052631579)","(7.5, 10.5, 10.321608040201005)","(2.6, 3.1, 3.0694827586206896)","(5.0, 5.9, 5.820863309352518)"
07-12-2022 14:11:29.477188,"(3.0, 3.3, 3.2810699588477363)","(8.5, 10.5, 10.335135135135134)","(7.5, 10.5, 10.305676855895197)","(2.6, 3.1, 3.071070234113712)","(5.0, 5.9, 5.756828193832599)"
07-12-2022 14:11:30.641178,"(3.0, 3.3, 3.2841379310344827)","(8.5, 10.5, 10.288372093023256)","(7.5, 10.5, 10.538461538461538)","(2.6, 3.1, 3.078953771289538)","(5.0, 5.8, 5.770769230769231)"
